datetime,YFIUSD_open,YFIUSD_high,YFIUSD_low,YFIUSD_close
2022-01-04 13:00:00,38619.17,39733.86,38263.45,39595.74
2022-01-04 14:00:00,39600.0,39650.59,39045.49,39087.21
2022-01-04 15:00:00,39080.45,39259.8,38520.31,38636.72
2022-01-04 16:00:00,38634.48,38766.03,38090.24,38685.04
2022-01-04 17:00:00,38696.65,38809.86,37730.19,37772.8
2022-01-04 18:00:00,37793.09,37867.46,36259.31,36434.52
2022-01-04 19:00:00,36446.64,37304.71,36243.23,36756.97
2022-01-04 20:00:00,36762.02,36999.2,36421.39,36673.12
2022-01-04 21:00:00,36661.89,36963.54,36445.04,36880.47
2022-01-04 22:00:00,36863.33,36863.33,36255.71,36341.93
2022-01-04 23:00:00,36336.09,36540.72,36027.17,36282.47
2022-01-05 00:00:00,36259.39,36629.69,35736.3,36629.69
2022-01-05 01:00:00,36632.36,36844.16,36382.01,36552.53
2022-01-05 02:00:00,36569.31,37245.07,36521.46,37050.58
2022-01-05 03:00:00,37059.66,37398.15,37035.97,37262.15
2022-01-05 04:00:00,37262.14,37287.01,36660.0,36958.5
2022-01-05 05:00:00,36946.34,36957.24,36671.41,36857.73
2022-01-05 06:00:00,36835.89,37245.33,36697.5,37188.05
2022-01-05 07:00:00,37192.46,37262.37,36983.83,37061.05
2022-01-05 08:00:00,37054.95,37128.27,36724.19,37007.76
2022-01-05 09:00:00,37012.09,37252.68,36931.75,37048.11
2022-01-05 10:00:00,37067.63,37187.05,36878.76,36956.85
2022-01-05 11:00:00,36956.72,36958.7,36098.58,36350.55
2022-01-05 12:00:00,36350.69,36482.98,35726.95,35870.5
2022-01-05 13:00:00,35871.03,36417.19,35768.02,36301.34
2022-01-05 14:00:00,36285.81,36612.98,36033.28,36450.97
2022-01-05 15:00:00,36485.44,36930.83,36361.49,36785.0
2022-01-05 16:00:00,36771.58,37100.93,36335.55,36484.14
2022-01-05 17:00:00,36459.42,36729.45,35330.09,35358.72
2022-01-05 18:00:00,35364.59,35961.74,34932.57,35901.34
2022-01-05 19:00:00,35889.92,35935.2,33970.02,34864.84
2022-01-05 20:00:00,34794.59,35204.23,33617.97,34216.45
2022-01-05 21:00:00,34224.61,34727.3,33184.74,33211.67
2022-01-05 22:00:00,33206.26,33609.79,31000.0,32627.83
2022-01-05 23:00:00,32627.83,33369.57,32420.0,32578.76
2022-01-06 00:00:00,32575.05,32940.88,32290.0,32930.57
2022-01-06 01:00:00,32927.0,33051.83,32046.68,32236.6
2022-01-06 02:00:00,32230.0,32514.38,31807.97,31960.22
2022-01-06 03:00:00,31937.29,32116.47,31381.31,31381.31
2022-01-06 04:00:00,31393.17,32185.5,31325.21,32098.78
2022-01-06 05:00:00,32187.1,32661.33,31895.32,32296.04
2022-01-06 06:00:00,32273.37,32467.37,31940.0,32175.4
2022-01-06 07:00:00,32155.65,32604.89,32018.39,32519.33
2022-01-06 08:00:00,32543.05,32559.3,31484.51,32000.02
2022-01-06 09:00:00,32019.89,32116.47,31171.29,31324.63
2022-01-06 10:00:00,31340.88,33000.0,31340.88,32925.2
2022-01-06 11:00:00,32948.41,33818.55,32647.43,33259.21
2022-01-06 12:00:00,33242.92,34582.0,32898.69,34476.57
2022-01-06 13:00:00,34448.7,35758.96,34363.96,35466.32
2022-01-06 14:00:00,35507.6,35695.88,34655.61,34807.14
2022-01-06 15:00:00,34825.86,35970.83,34649.97,35297.98
2022-01-06 16:00:00,35303.09,35634.0,34443.69,34524.03
2022-01-06 17:00:00,34543.7,35425.97,34255.0,34904.3
2022-01-06 18:00:00,34912.0,35133.38,34512.77,35030.94
2022-01-06 19:00:00,35028.1,36424.89,34813.85,36233.65
2022-01-06 20:00:00,36258.28,37019.65,36058.7,36492.11
2022-01-06 21:00:00,36431.52,36686.2,35956.36,36059.78
2022-01-06 22:00:00,36061.54,36253.19,35553.14,36159.08
2022-01-06 23:00:00,36186.35,36476.13,35779.48,35933.69
2022-01-07 00:00:00,35930.84,36606.52,34443.55,34525.95
2022-01-07 01:00:00,34528.48,34659.2,33544.13,33612.33
2022-01-07 02:00:00,33615.65,33690.28,33064.65,33064.66
2022-01-07 03:00:00,33064.65,33341.38,31952.11,32183.45
2022-01-07 04:00:00,32213.28,33770.81,31325.92,33770.81
2022-01-07 05:00:00,33770.81,34682.13,33461.03,33571.02
2022-01-07 06:00:00,33558.69,33862.45,32755.42,33017.41
2022-01-07 07:00:00,33033.31,34226.02,32514.39,33885.52
2022-01-07 08:00:00,33873.35,34294.0,33567.96,33815.78
2022-01-07 09:00:00,33771.63,35179.44,33746.86,34301.83
2022-01-07 10:00:00,34329.99,34416.36,33681.03,33709.91
2022-01-07 11:00:00,33684.18,34201.92,33530.0,33722.59
2022-01-07 12:00:00,33753.75,34840.77,33706.06,34482.93
2022-01-07 13:00:00,34458.8,34631.54,32356.45,33511.0
2022-01-07 14:00:00,33540.16,33720.78,32901.99,33502.68
2022-01-07 15:00:00,33503.55,34406.9,32952.53,34255.79
2022-01-07 16:00:00,34195.45,36298.55,33585.72,36212.24
2022-01-07 17:00:00,36162.39,37173.06,35582.01,36345.52
2022-01-07 18:00:00,36366.84,36678.4,35150.74,35566.96
2022-01-07 19:00:00,35592.49,36210.4,34879.68,35829.73
2022-01-07 20:00:00,35863.25,36500.02,35286.09,36003.53
2022-01-07 21:00:00,36010.41,36761.63,35547.04,36463.61
2022-01-07 22:00:00,36415.04,36654.97,34569.34,35121.13
2022-01-07 23:00:00,35097.09,35835.4,34809.61,35821.08
2022-01-08 00:00:00,35828.85,36218.76,35345.15,36100.94
2022-01-08 01:00:00,36126.65,36701.47,35864.45,35877.17
2022-01-08 02:00:00,35927.72,35927.84,35140.0,35478.51
2022-01-08 03:00:00,35503.11,35521.71,34647.68,35165.71
2022-01-08 04:00:00,35125.94,35587.43,35125.94,35170.01
2022-01-08 05:00:00,35162.96,35498.65,35006.35,35259.72
2022-01-08 06:00:00,35253.84,35540.15,34833.82,35385.2
2022-01-08 07:00:00,35373.93,35451.39,35080.41,35361.32
2022-01-08 08:00:00,35362.74,35769.61,35137.9,35276.43
2022-01-08 09:00:00,35307.98,35711.92,35145.57,35637.8
2022-01-08 10:00:00,35638.3,35700.52,34891.0,35007.31
2022-01-08 11:00:00,35024.93,35224.66,34750.24,35079.91
2022-01-08 12:00:00,35067.19,35225.9,34534.77,34876.12
2022-01-08 13:00:00,34894.7,35123.29,34406.9,34781.34
2022-01-08 14:00:00,34803.15,35039.86,34361.43,34388.8
2022-01-08 15:00:00,34417.06,34533.23,33934.88,34239.95
2022-01-08 16:00:00,34179.99,34460.0,33600.0,33719.64
2022-01-08 17:00:00,33756.38,33999.0,32500.02,32542.51
2022-01-08 18:00:00,32510.32,33204.74,31987.75,32230.16
2022-01-08 19:00:00,32257.32,33069.2,32182.6,32557.37
2022-01-08 20:00:00,32575.8,32853.03,32300.0,32324.23
2022-01-08 21:00:00,32395.03,33698.1,32361.51,33299.76
2022-01-08 22:00:00,33336.22,34000.0,33276.62,33720.72
2022-01-08 23:00:00,33705.66,33705.96,33010.0,33111.98
2022-01-09 00:00:00,33102.62,33641.31,32800.0,33553.88
2022-01-09 01:00:00,33504.46,33675.68,33116.67,33580.48
2022-01-09 02:00:00,33577.12,34497.7,33553.15,34207.28
2022-01-09 03:00:00,34211.58,34346.79,33670.0,33808.46
2022-01-09 04:00:00,33838.73,34213.48,33770.04,34155.98
2022-01-09 05:00:00,34160.02,34500.0,33890.08,34105.66
2022-01-09 06:00:00,34105.67,34669.28,34038.51,34375.42
2022-01-09 07:00:00,34402.9,34692.9,33860.0,33860.0
2022-01-09 08:00:00,33858.51,34270.84,33572.67,33840.0
2022-01-09 09:00:00,33921.33,34386.9,33586.94,34192.73
2022-01-09 10:00:00,34221.75,34679.31,33892.44,34609.97
2022-01-09 11:00:00,34611.77,35315.73,34605.05,34841.74
2022-01-09 12:00:00,34858.72,34928.47,34512.08,34688.2
2022-01-09 13:00:00,34691.43,34992.8,33912.85,33977.9
2022-01-09 14:00:00,34004.82,34614.0,34004.82,34391.43
2022-01-09 15:00:00,34368.91,34951.3,33906.84,34855.55
2022-01-09 16:00:00,34835.06,34908.79,34468.0,34843.9
2022-01-09 17:00:00,34823.57,34968.75,34316.06,34338.9
2022-01-09 18:00:00,34418.66,34437.28,33133.7,33228.68
2022-01-09 19:00:00,33211.39,34033.56,33206.83,33593.63
2022-01-09 20:00:00,33612.16,33952.16,33451.34,33492.45
2022-01-09 21:00:00,33484.65,33563.75,33201.94,33224.68
2022-01-09 22:00:00,33206.96,33294.06,32758.6,32992.92
2022-01-09 23:00:00,32994.06,33109.87,32411.62,32662.92
2022-01-10 00:00:00,32665.95,32759.66,32249.97,32318.13
2022-01-10 01:00:00,32310.55,32321.23,31919.55,32200.0
2022-01-10 02:00:00,32219.12,32320.5,31862.49,32034.52
2022-01-10 03:00:00,32032.85,32256.62,32010.29,32147.93
2022-01-10 04:00:00,32117.74,32624.62,32000.0,32454.26
2022-01-10 05:00:00,32492.77,32496.69,32225.78,32415.42
2022-01-10 06:00:00,32410.26,32416.3,32140.01,32226.19
2022-01-10 07:00:00,32232.8,32416.7,32064.72,32388.41
2022-01-10 08:00:00,32395.55,32460.92,31987.75,32094.51
2022-01-10 09:00:00,32061.27,32288.0,32000.0,32121.31
2022-01-10 10:00:00,32116.11,32267.82,31700.0,31754.58
2022-01-10 11:00:00,31753.85,31823.86,31371.76,31562.75
2022-01-10 12:00:00,31535.88,31595.4,30655.84,30824.97
2022-01-10 13:00:00,30815.39,31195.73,30710.01,30787.47
2022-01-10 14:00:00,30759.42,32134.08,29447.62,31560.63
2022-01-10 15:00:00,31536.2,32151.74,30907.28,31496.39
2022-01-10 16:00:00,31517.2,32407.01,31260.73,32272.73
2022-01-10 17:00:00,32306.52,32499.88,30924.14,31417.05
2022-01-10 18:00:00,31468.51,31682.6,31270.0,31522.99
2022-01-10 19:00:00,31540.82,31702.78,31120.83,31319.81
2022-01-10 20:00:00,31310.93,32130.72,31064.69,32019.3
2022-01-10 21:00:00,32015.99,32229.47,31784.45,31917.51
2022-01-10 22:00:00,31942.74,32113.37,31726.66,31758.1
2022-01-10 23:00:00,31720.0,32162.56,31650.0,32010.24
2022-01-11 00:00:00,32034.11,32341.26,31658.98,31658.98
2022-01-11 01:00:00,31674.41,32243.29,31545.49,31965.25
2022-01-11 02:00:00,31979.94,32632.92,31807.97,32285.42
2022-01-11 03:00:00,32282.03,32418.5,32132.62,32328.8
2022-01-11 04:00:00,32320.11,32470.05,32124.85,32150.16
2022-01-11 05:00:00,32162.59,32215.19,31663.6,31808.84
2022-01-11 06:00:00,31800.43,32145.5,31800.43,31987.36
2022-01-11 07:00:00,31987.36,32365.47,31909.41,32286.57
2022-01-11 08:00:00,32298.35,32562.83,32189.73,32301.86
2022-01-11 09:00:00,32317.07,32450.2,31965.22,32023.85
2022-01-11 10:00:00,32030.45,32223.52,31631.27,31696.65
2022-01-11 11:00:00,31708.43,32018.68,31641.26,31876.97
2022-01-11 12:00:00,31860.66,32392.54,31798.44,32101.35
2022-01-11 13:00:00,32117.42,32820.31,32047.47,32729.23
2022-01-11 14:00:00,32712.11,32841.25,31673.8,32178.9
2022-01-11 15:00:00,32146.56,32569.32,31900.26,32392.42
2022-01-11 16:00:00,32394.07,33354.48,32226.22,33130.58
2022-01-11 17:00:00,33162.07,33347.45,32300.02,32722.74
2022-01-11 18:00:00,32740.16,33045.84,32482.26,32846.85
2022-01-11 19:00:00,32878.85,33152.9,32695.66,33063.27
2022-01-11 20:00:00,33071.06,33341.32,33018.09,33249.85
2022-01-11 21:00:00,33298.44,33357.37,32775.91,33002.53
2022-01-11 22:00:00,33064.68,33064.68,32493.34,32545.06
2022-01-11 23:00:00,32564.99,32974.12,32460.0,32768.96
2022-01-12 00:00:00,32758.42,33030.57,32690.0,32820.31
2022-01-12 01:00:00,32819.39,33046.09,32613.4,32970.0
2022-01-12 02:00:00,32998.1,33286.91,32970.0,33088.62
2022-01-12 03:00:00,33169.16,33251.55,32947.51,33251.55
2022-01-12 04:00:00,33224.86,33333.8,32981.7,33125.98
2022-01-12 05:00:00,33122.28,33152.22,32790.0,32893.17
2022-01-12 06:00:00,32912.01,33175.92,32836.01,32947.14
2022-01-12 07:00:00,32923.86,32929.89,32521.6,32628.99
2022-01-12 08:00:00,32631.78,33014.48,32533.2,32881.62
2022-01-12 09:00:00,32877.86,33196.1,32877.48,33190.11
2022-01-12 10:00:00,33145.19,33229.33,32953.8,32994.84
2022-01-12 11:00:00,33034.2,34100.0,33018.09,33719.89
2022-01-12 12:00:00,33745.68,34352.33,33737.19,34247.32
2022-01-12 13:00:00,34196.61,34500.0,33901.59,34306.53
2022-01-12 14:00:00,34314.62,34745.87,34004.0,34555.61
2022-01-12 15:00:00,34512.84,34692.06,34158.0,34342.44
2022-01-12 16:00:00,34353.46,34462.8,34127.02,34233.3
2022-01-12 17:00:00,34196.56,34322.6,33878.72,33906.17
2022-01-12 18:00:00,33912.96,34003.99,33541.7,33599.24
2022-01-12 19:00:00,33611.8,33718.37,33432.02,33669.59
2022-01-12 20:00:00,33643.1,33818.55,33415.91,33733.85
2022-01-12 21:00:00,33719.67,34105.67,33256.18,33289.45
2022-01-12 22:00:00,33302.24,33628.7,33302.24,33580.01
2022-01-12 23:00:00,33580.0,33863.69,33580.0,33839.55
2022-01-13 00:00:00,33825.14,33926.39,33580.0,33592.16
2022-01-13 01:00:00,33602.73,33818.55,33453.85,33574.6
2022-01-13 02:00:00,33527.11,33552.47,33300.0,33321.36
2022-01-13 03:00:00,33300.01,33544.49,33200.0,33452.28
2022-01-13 04:00:00,33483.47,33977.5,33483.47,33724.6
2022-01-13 05:00:00,33748.13,33834.75,33551.71,33672.14
2022-01-13 06:00:00,33678.89,33904.4,33661.13,33792.65
2022-01-13 07:00:00,33760.7,34052.65,33690.54,34022.33
2022-01-13 08:00:00,33991.77,34234.66,33927.01,34087.95
2022-01-13 09:00:00,34087.56,34100.0,33934.79,33994.2
2022-01-13 10:00:00,33994.74,34069.81,33838.06,33957.89
2022-01-13 11:00:00,33956.48,33987.7,33486.61,33614.75
2022-01-13 12:00:00,33615.12,34033.66,33615.12,34000.51
2022-01-13 13:00:00,34000.42,34100.0,33737.81,34045.71
2022-01-13 14:00:00,34054.77,34100.0,33638.56,33894.61
2022-01-13 15:00:00,33914.78,33952.71,33227.0,33465.78
2022-01-13 16:00:00,33451.47,33486.64,33075.13,33253.6
2022-01-13 17:00:00,33251.53,33274.99,31861.71,31952.2
2022-01-13 18:00:00,31950.3,32142.0,31510.36,31631.25
2022-01-13 19:00:00,31613.82,31795.19,31105.09,31389.42
2022-01-13 20:00:00,31370.14,31808.0,31172.92,31772.67
2022-01-13 21:00:00,31785.6,31991.2,31722.4,31885.46
2022-01-13 22:00:00,31899.0,31915.0,31573.61,31600.88
2022-01-13 23:00:00,31611.86,31740.84,31320.0,31460.45
2022-01-14 00:00:00,31450.59,31975.21,31212.25,31975.21
2022-01-14 01:00:00,31966.0,32050.35,31749.43,31987.21
2022-01-14 02:00:00,32001.37,32119.72,31760.0,32100.14
2022-01-14 03:00:00,32112.43,32141.58,31941.29,32009.57
2022-01-14 04:00:00,32030.67,32218.13,31966.79,32058.13
2022-01-14 05:00:00,32056.54,32398.99,32049.83,32382.99
2022-01-14 06:00:00,32409.08,32543.01,32177.62,32235.98
2022-01-14 07:00:00,32211.96,32288.46,31544.27,31821.19
2022-01-14 08:00:00,31845.48,31897.76,31362.94,31876.33
2022-01-14 09:00:00,31836.19,31931.04,31581.0,31600.77
2022-01-14 10:00:00,31618.19,31695.79,31100.0,31125.76
2022-01-14 11:00:00,31131.32,31339.98,31000.52,31237.12
2022-01-14 12:00:00,31329.43,31618.72,31029.25,31416.59
2022-01-14 13:00:00,31464.39,31636.72,31170.0,31267.18
2022-01-14 14:00:00,31252.95,32055.93,31208.65,32026.46
2022-01-14 15:00:00,32025.53,33079.36,31984.76,32269.0
2022-01-14 16:00:00,32322.86,32431.62,31589.19,31889.4
2022-01-14 17:00:00,31854.59,31957.74,31320.94,31410.74
2022-01-14 18:00:00,31419.24,31515.47,31330.56,31465.11
2022-01-14 19:00:00,31499.85,31795.69,31450.46,31630.09
2022-01-14 20:00:00,31667.69,31781.45,31505.39,31696.42
2022-01-14 21:00:00,31722.93,31953.83,31719.2,31890.04
2022-01-14 22:00:00,31877.55,32186.18,31877.55,32110.7
2022-01-14 23:00:00,32119.02,32318.24,32023.97,32223.62
2022-01-15 00:00:00,32223.44,32307.69,31910.0,31986.2
2022-01-15 01:00:00,32019.49,32100.65,31800.0,32100.65
2022-01-15 02:00:00,32106.22,32106.22,31910.05,32015.22
2022-01-15 03:00:00,32019.54,32054.58,31732.51,31749.4
2022-01-15 04:00:00,31754.48,31922.99,31724.3,31867.16
2022-01-15 05:00:00,31868.28,32054.43,31814.98,32018.11
2022-01-15 06:00:00,32005.65,32145.06,31876.86,32111.8
2022-01-15 07:00:00,32108.57,32131.52,31873.06,31954.55
2022-01-15 08:00:00,31987.78,32088.45,31916.94,31990.48
2022-01-15 09:00:00,32004.39,32438.53,32004.39,32371.35
2022-01-15 10:00:00,32371.37,32790.1,32331.61,32499.31
2022-01-15 11:00:00,32527.67,32661.33,32395.97,32475.63
2022-01-15 12:00:00,32493.96,32552.48,31852.82,31954.98
2022-01-15 13:00:00,31932.5,32052.9,31685.3,32030.19
2022-01-15 14:00:00,32017.23,32388.39,31915.77,32320.56
2022-01-15 15:00:00,32327.32,32464.54,32231.22,32346.3
2022-01-15 16:00:00,32338.52,32994.69,32312.56,32869.6
2022-01-15 17:00:00,32890.41,33382.25,32797.2,33162.28
2022-01-15 18:00:00,33185.92,33665.57,33164.46,33410.0
2022-01-15 19:00:00,33413.87,33665.57,33388.37,33665.57
2022-01-15 20:00:00,33674.88,33892.31,33442.91,33673.85
2022-01-15 21:00:00,33659.61,33733.07,33262.94,33471.86
2022-01-15 22:00:00,33487.97,33618.08,33376.81,33549.29
2022-01-15 23:00:00,33529.44,33682.24,33447.27,33487.36
2022-01-16 00:00:00,33492.26,33553.98,33392.38,33457.86
2022-01-16 01:00:00,33476.87,33734.0,33298.41,33322.11
2022-01-16 02:00:00,33355.58,33644.18,33197.66,33331.04
2022-01-16 03:00:00,33306.47,33869.68,33248.74,33582.48
2022-01-16 04:00:00,33581.11,33714.38,33440.39,33597.8
2022-01-16 05:00:00,33567.53,33869.69,33519.78,33731.87
2022-01-16 06:00:00,33723.62,34100.0,33686.73,34013.06
2022-01-16 07:00:00,34033.78,34100.0,33794.85,34091.33
2022-01-16 08:00:00,34100.0,34100.0,33859.4,33984.94
2022-01-16 09:00:00,33968.24,34100.0,33577.24,33722.5
2022-01-16 10:00:00,33716.81,33735.76,33346.67,33401.15
2022-01-16 11:00:00,33411.28,33680.42,33400.0,33487.85
2022-01-16 12:00:00,33481.06,33620.15,33400.0,33576.13
2022-01-16 13:00:00,33570.3,33608.69,33042.7,33412.14
2022-01-16 14:00:00,33458.44,33833.43,33449.24,33694.32
2022-01-16 15:00:00,33710.02,33896.58,33566.0,33872.0
2022-01-16 16:00:00,33863.71,34030.69,33751.69,33839.44
2022-01-16 17:00:00,33842.46,33999.9,33679.17,33744.33
2022-01-16 18:00:00,33751.39,34100.0,33694.11,33967.77
2022-01-16 19:00:00,33976.67,34074.6,33728.93,33741.05
2022-01-16 20:00:00,33723.36,33723.36,33383.81,33530.86
2022-01-16 21:00:00,33546.14,33607.12,33340.0,33585.95
2022-01-16 22:00:00,33562.92,33913.53,33554.7,33792.33
2022-01-16 23:00:00,33798.65,33836.51,33550.86,33627.62
2022-01-17 00:00:00,33653.44,33706.97,33312.88,33330.01
2022-01-17 01:00:00,33317.97,33384.43,33048.45,33248.68
2022-01-17 02:00:00,33256.55,33334.92,33095.09,33154.57
2022-01-17 03:00:00,33140.25,33228.14,32127.37,32129.5
2022-01-17 04:00:00,32136.26,32327.6,31850.08,31912.28
2022-01-17 05:00:00,31912.28,32327.6,31818.86,32151.02
2022-01-17 06:00:00,32141.36,32352.31,32088.03,32220.0
2022-01-17 07:00:00,32213.95,32394.29,32170.73,32241.92
2022-01-17 08:00:00,32262.54,32388.5,32127.32,32294.87
2022-01-17 09:00:00,32306.0,32435.69,32220.88,32384.04
2022-01-17 10:00:00,32374.59,32479.68,32191.21,32402.94
2022-01-17 11:00:00,32419.29,32475.41,32214.54,32219.03
2022-01-17 12:00:00,32213.9,32289.09,31852.71,31953.64
2022-01-17 13:00:00,31944.79,32155.7,31785.42,32109.25
2022-01-17 14:00:00,32105.6,32182.31,31881.47,31938.88
2022-01-17 15:00:00,31920.45,31965.25,31603.54,31744.15
2022-01-17 16:00:00,31708.75,31908.68,31473.61,31738.13
2022-01-17 17:00:00,31757.07,32032.08,31573.96,31766.76
2022-01-17 18:00:00,31741.5,32261.3,31590.0,32142.12
2022-01-17 19:00:00,32094.79,32151.14,31855.83,31997.15
2022-01-17 20:00:00,32022.49,32117.37,31711.41,31743.62
2022-01-17 21:00:00,31751.97,31780.23,31250.0,31374.82
2022-01-17 22:00:00,31374.82,31821.53,31214.44,31553.22
2022-01-17 23:00:00,31586.3,31854.13,31481.8,31614.34
2022-01-18 00:00:00,31634.05,31894.49,31429.52,31894.49
2022-01-18 01:00:00,31873.69,32035.75,31726.56,31859.39
2022-01-18 02:00:00,31890.77,31907.02,31629.18,31892.74
2022-01-18 03:00:00,31879.06,31942.35,31487.25,31641.47
2022-01-18 04:00:00,31641.69,31740.84,31329.74,31439.46
2022-01-18 05:00:00,31424.16,31603.81,31389.55,31561.89
2022-01-18 06:00:00,31562.07,31884.92,31562.07,31846.66
2022-01-18 07:00:00,31865.67,31900.43,31610.21,31889.07
2022-01-18 08:00:00,31870.94,31889.53,31348.61,31401.52
2022-01-18 09:00:00,31384.38,31556.08,30900.0,31207.48
2022-01-18 10:00:00,31264.42,31535.27,31135.73,31274.68
2022-01-18 11:00:00,31252.66,31589.93,31242.85,31546.93
2022-01-18 12:00:00,31525.61,32332.09,31134.58,32140.71
