datetime,KNCUSD_open,KNCUSD_high,KNCUSD_low,KNCUSD_close
2022-01-18 17:00:00,1.5015,1.5065,1.4717,1.4761
2022-01-18 18:00:00,1.4716,1.4798,1.4476,1.4594
2022-01-18 19:00:00,1.4625,1.4714,1.4617,1.4714
2022-01-18 20:00:00,1.4699,1.4708,1.458,1.4697
2022-01-18 21:00:00,1.4634,1.4975,1.4631,1.4843
2022-01-18 22:00:00,1.4862,1.4956,1.4771,1.4877
2022-01-18 23:00:00,1.4889,1.4912,1.4723,1.4746
2022-01-19 00:00:00,1.4763,1.477,1.4564,1.4603
2022-01-19 01:00:00,1.4601,1.4639,1.4566,1.4578
2022-01-19 02:00:00,1.4582,1.4584,1.4388,1.4413
2022-01-19 03:00:00,1.4416,1.4489,1.4123,1.4215
2022-01-19 04:00:00,1.4179,1.4238,1.4115,1.415
2022-01-19 05:00:00,1.4169,1.425,1.4169,1.419
2022-01-19 06:00:00,1.4201,1.4232,1.4094,1.4094
2022-01-19 07:00:00,1.4093,1.41,1.3821,1.3865
2022-01-19 08:00:00,1.3863,1.3991,1.3825,1.3887
2022-01-19 09:00:00,1.3873,1.3926,1.3821,1.3893
2022-01-19 10:00:00,1.3901,1.393,1.3777,1.3906
2022-01-19 11:00:00,1.3917,1.414,1.3917,1.4138
2022-01-19 12:00:00,1.4123,1.4151,1.4022,1.4071
2022-01-19 13:00:00,1.4104,1.4189,1.4095,1.4142
2022-01-19 14:00:00,1.4157,1.4285,1.408,1.4246
2022-01-19 15:00:00,1.4239,1.429,1.4179,1.4247
2022-01-19 16:00:00,1.4242,1.4272,1.4123,1.4234
2022-01-19 17:00:00,1.4195,1.4311,1.4183,1.4311
2022-01-19 18:00:00,1.4309,1.4424,1.4266,1.4379
2022-01-19 19:00:00,1.438,1.4482,1.432,1.4466
2022-01-19 20:00:00,1.4454,1.4645,1.4427,1.4644
2022-01-19 21:00:00,1.4646,1.5185,1.4596,1.503
2022-01-19 22:00:00,1.5034,1.5276,1.5024,1.5192
2022-01-19 23:00:00,1.5217,1.5766,1.5172,1.537
2022-01-20 00:00:00,1.5398,1.5414,1.5033,1.5109
2022-01-20 01:00:00,1.5126,1.5147,1.4904,1.4952
2022-01-20 02:00:00,1.4942,1.5257,1.4886,1.5144
2022-01-20 03:00:00,1.5143,1.5499,1.514,1.5499
2022-01-20 04:00:00,1.5487,1.5535,1.5256,1.5494
2022-01-20 05:00:00,1.5466,1.5535,1.5338,1.552
2022-01-20 06:00:00,1.5535,1.5785,1.5531,1.562
2022-01-20 07:00:00,1.5639,1.5736,1.5568,1.5613
2022-01-20 08:00:00,1.5609,1.5858,1.55,1.58
2022-01-20 09:00:00,1.5791,1.5836,1.5672,1.5836
2022-01-20 10:00:00,1.5853,1.5925,1.5689,1.5732
2022-01-20 11:00:00,1.5732,1.6086,1.5714,1.6014
2022-01-20 12:00:00,1.6012,1.62,1.5882,1.5987
2022-01-20 13:00:00,1.5956,1.603,1.58,1.598
2022-01-20 14:00:00,1.5981,1.6113,1.5861,1.6067
2022-01-20 15:00:00,1.6081,1.64,1.6045,1.6246
2022-01-20 16:00:00,1.6272,1.6327,1.5999,1.6078
2022-01-20 17:00:00,1.6095,1.6283,1.603,1.6203
2022-01-20 18:00:00,1.6218,1.64,1.6147,1.6285
2022-01-20 19:00:00,1.629,1.6659,1.6221,1.6626
2022-01-20 20:00:00,1.664,1.6682,1.6366,1.6596
2022-01-20 21:00:00,1.6596,1.6617,1.5876,1.5876
2022-01-20 22:00:00,1.5875,1.6346,1.5812,1.6058
2022-01-20 23:00:00,1.6092,1.6092,1.569,1.5815
2022-01-21 00:00:00,1.58,1.6479,1.5591,1.6336
2022-01-21 01:00:00,1.6318,1.7017,1.605,1.6154
2022-01-21 02:00:00,1.6189,1.6969,1.6101,1.6528
2022-01-21 03:00:00,1.6523,1.6742,1.6122,1.6382
2022-01-21 04:00:00,1.6387,1.6491,1.5963,1.599
2022-01-21 05:00:00,1.599,1.599,1.5285,1.5348
2022-01-21 06:00:00,1.535,1.537,1.4903,1.4903
2022-01-21 07:00:00,1.4905,1.5187,1.4815,1.5157
2022-01-21 08:00:00,1.5119,1.5456,1.5031,1.5456
2022-01-21 09:00:00,1.5445,1.5469,1.5091,1.5091
2022-01-21 10:00:00,1.5139,1.5274,1.5061,1.5085
2022-01-21 11:00:00,1.5082,1.5174,1.498,1.5158
2022-01-21 12:00:00,1.5153,1.5213,1.4453,1.4765
2022-01-21 13:00:00,1.4806,1.512,1.472,1.4967
2022-01-21 14:00:00,1.4998,1.5144,1.4831,1.4932
2022-01-21 15:00:00,1.4921,1.5337,1.4875,1.5232
2022-01-21 16:00:00,1.524,1.5628,1.5175,1.5326
2022-01-21 17:00:00,1.5315,1.5377,1.5024,1.5202
2022-01-21 18:00:00,1.5209,1.5394,1.5,1.5206
2022-01-21 19:00:00,1.5213,1.5484,1.5213,1.5359
2022-01-21 20:00:00,1.5353,1.55,1.4995,1.534
2022-01-21 21:00:00,1.5356,1.5618,1.4273,1.4423
2022-01-21 22:00:00,1.4449,1.464,1.3915,1.4187
2022-01-21 23:00:00,1.419,1.4389,1.3854,1.4271
2022-01-22 00:00:00,1.429,1.4922,1.4207,1.4825
2022-01-22 01:00:00,1.4773,1.5448,1.4768,1.5332
2022-01-22 02:00:00,1.5342,1.5458,1.5071,1.5329
2022-01-22 03:00:00,1.5349,1.548,1.4835,1.4968
2022-01-22 04:00:00,1.5006,1.51,1.4634,1.4819
2022-01-22 05:00:00,1.4852,1.4985,1.4176,1.424
2022-01-22 06:00:00,1.424,1.4525,1.3852,1.4223
2022-01-22 07:00:00,1.4248,1.4506,1.3825,1.3853
2022-01-22 08:00:00,1.3888,1.4139,1.377,1.3839
2022-01-22 09:00:00,1.3858,1.4007,1.3012,1.3195
2022-01-22 10:00:00,1.3212,1.4314,1.2553,1.4215
2022-01-22 11:00:00,1.4215,1.437,1.3776,1.4168
2022-01-22 12:00:00,1.4189,1.4827,1.4082,1.4615
2022-01-22 13:00:00,1.461,1.4973,1.4462,1.4556
2022-01-22 14:00:00,1.4554,1.46,1.4089,1.4135
2022-01-22 15:00:00,1.4164,1.4488,1.4164,1.4411
2022-01-22 16:00:00,1.4422,1.4929,1.4157,1.4754
2022-01-22 17:00:00,1.4762,1.4889,1.445,1.4633
2022-01-22 18:00:00,1.4637,1.4752,1.4293,1.454
2022-01-22 19:00:00,1.4597,1.4857,1.4445,1.4714
2022-01-22 20:00:00,1.4708,1.5383,1.4588,1.4826
2022-01-22 21:00:00,1.4822,1.5381,1.476,1.5265
2022-01-22 22:00:00,1.5249,1.5283,1.469,1.4879
2022-01-22 23:00:00,1.4851,1.5267,1.4814,1.5043
2022-01-23 00:00:00,1.5045,1.5361,1.49,1.5146
2022-01-23 01:00:00,1.5114,1.5114,1.4489,1.4508
2022-01-23 02:00:00,1.4528,1.4544,1.4137,1.4181
2022-01-23 03:00:00,1.42,1.4537,1.4173,1.4535
2022-01-23 04:00:00,1.4525,1.4681,1.4424,1.451
2022-01-23 05:00:00,1.4525,1.4826,1.4274,1.4783
2022-01-23 06:00:00,1.4776,1.4787,1.4635,1.4739
2022-01-23 07:00:00,1.4722,1.4948,1.4706,1.4837
2022-01-23 08:00:00,1.4845,1.5016,1.477,1.4998
2022-01-23 09:00:00,1.5006,1.507,1.4696,1.4785
2022-01-23 10:00:00,1.4795,1.4801,1.4603,1.4722
2022-01-23 11:00:00,1.4729,1.4765,1.4503,1.4545
2022-01-23 12:00:00,1.4519,1.4579,1.4453,1.4555
2022-01-23 13:00:00,1.4562,1.4722,1.4534,1.4708
2022-01-23 14:00:00,1.4701,1.476,1.4126,1.4372
2022-01-23 15:00:00,1.4344,1.4422,1.4175,1.4348
2022-01-23 16:00:00,1.4351,1.4493,1.4207,1.4314
2022-01-23 17:00:00,1.4315,1.441,1.4261,1.4261
2022-01-23 18:00:00,1.4256,1.4329,1.3906,1.395
2022-01-23 19:00:00,1.3956,1.408,1.37,1.3778
2022-01-23 20:00:00,1.3793,1.4048,1.3758,1.4018
2022-01-23 21:00:00,1.4045,1.4151,1.3892,1.4008
2022-01-23 22:00:00,1.4054,1.4122,1.397,1.4099
2022-01-23 23:00:00,1.4125,1.4618,1.4052,1.4604
2022-01-24 00:00:00,1.4606,1.4617,1.4134,1.4206
2022-01-24 01:00:00,1.4199,1.4274,1.3891,1.3917
2022-01-24 02:00:00,1.3919,1.3952,1.375,1.375
2022-01-24 03:00:00,1.375,1.3993,1.375,1.3986
2022-01-24 04:00:00,1.3979,1.4028,1.3685,1.3723
2022-01-24 05:00:00,1.3711,1.3711,1.3531,1.3652
2022-01-24 06:00:00,1.3642,1.3769,1.3554,1.3629
2022-01-24 07:00:00,1.361,1.3645,1.3434,1.3436
2022-01-24 08:00:00,1.3431,1.3729,1.337,1.3445
2022-01-24 09:00:00,1.347,1.347,1.3121,1.3203
2022-01-24 10:00:00,1.3238,1.3297,1.29,1.3021
2022-01-24 11:00:00,1.305,1.3525,1.2974,1.3368
2022-01-24 12:00:00,1.3338,1.353,1.3138,1.3264
2022-01-24 13:00:00,1.3285,1.368,1.3216,1.3479
2022-01-24 14:00:00,1.3461,1.4018,1.3304,1.3792
2022-01-24 15:00:00,1.3785,1.4337,1.3587,1.4259
2022-01-24 16:00:00,1.4305,1.4463,1.3963,1.424
2022-01-24 17:00:00,1.4211,1.4541,1.3985,1.4481
2022-01-24 18:00:00,1.4487,1.466,1.4372,1.4524
2022-01-24 19:00:00,1.4533,1.4659,1.4372,1.4618
2022-01-24 20:00:00,1.4622,1.5295,1.4471,1.5164
2022-01-24 21:00:00,1.5152,1.5514,1.4951,1.5421
2022-01-24 22:00:00,1.5414,1.5749,1.5265,1.5348
2022-01-24 23:00:00,1.5359,1.5623,1.5356,1.5542
2022-01-25 00:00:00,1.5535,1.6185,1.552,1.5674
2022-01-25 01:00:00,1.5656,1.6185,1.5656,1.5873
2022-01-25 02:00:00,1.5875,1.5955,1.5722,1.595
2022-01-25 03:00:00,1.5935,1.6033,1.579,1.5932
2022-01-25 04:00:00,1.5936,1.5943,1.5628,1.5676
2022-01-25 05:00:00,1.5681,1.6038,1.5571,1.593
2022-01-25 06:00:00,1.5931,1.6053,1.5691,1.5728
2022-01-25 07:00:00,1.5739,1.5925,1.5582,1.5847
2022-01-25 08:00:00,1.5823,1.5999,1.5654,1.5802
2022-01-25 09:00:00,1.579,1.6492,1.5756,1.641
2022-01-25 10:00:00,1.6405,1.6613,1.6252,1.6252
2022-01-25 11:00:00,1.6252,1.647,1.6069,1.6242
2022-01-25 12:00:00,1.626,1.6666,1.6218,1.6456
2022-01-25 13:00:00,1.6438,1.6492,1.6225,1.6436
2022-01-25 14:00:00,1.6434,1.66,1.6266,1.628
2022-01-25 15:00:00,1.6299,1.7322,1.6205,1.6759
2022-01-25 16:00:00,1.6766,1.6855,1.6328,1.6392
2022-01-25 17:00:00,1.6387,1.6534,1.624,1.6348
2022-01-25 18:00:00,1.6332,1.6593,1.6205,1.6543
2022-01-25 19:00:00,1.6549,1.699,1.6548,1.6761
2022-01-25 20:00:00,1.6772,1.6967,1.6642,1.6808
2022-01-25 21:00:00,1.6809,1.6828,1.6532,1.6598
2022-01-25 22:00:00,1.6608,1.6897,1.6494,1.6664
2022-01-25 23:00:00,1.6665,1.7,1.6553,1.6576
2022-01-26 00:00:00,1.6608,1.7158,1.6462,1.6784
2022-01-26 01:00:00,1.6797,1.7251,1.6797,1.7101
2022-01-26 02:00:00,1.7092,1.74,1.703,1.7167
2022-01-26 03:00:00,1.7164,1.7412,1.7164,1.7309
2022-01-26 04:00:00,1.7299,1.7341,1.7043,1.715
2022-01-26 05:00:00,1.7169,1.717,1.6922,1.7107
2022-01-26 06:00:00,1.7113,1.7121,1.6719,1.685
2022-01-26 07:00:00,1.685,1.7345,1.6829,1.7287
2022-01-26 08:00:00,1.7284,1.7359,1.7018,1.7185
2022-01-26 09:00:00,1.7204,1.7242,1.699,1.7125
2022-01-26 10:00:00,1.7118,1.7269,1.7034,1.7229
2022-01-26 11:00:00,1.7265,1.7298,1.7048,1.7103
2022-01-26 12:00:00,1.716,1.7183,1.6858,1.6991
2022-01-26 13:00:00,1.7034,1.7867,1.701,1.7467
2022-01-26 14:00:00,1.748,1.7637,1.7341,1.7356
2022-01-26 15:00:00,1.734,1.7414,1.669,1.68
2022-01-26 16:00:00,1.6769,1.6836,1.6612,1.6646
2022-01-26 17:00:00,1.6645,1.6724,1.6348,1.6364
2022-01-26 18:00:00,1.637,1.6557,1.6119,1.6457
2022-01-26 19:00:00,1.6467,1.7398,1.6417,1.6513
2022-01-26 20:00:00,1.6504,1.6533,1.6026,1.6347
2022-01-26 21:00:00,1.6344,1.6526,1.6128,1.6165
2022-01-26 22:00:00,1.6178,1.6705,1.6155,1.6705
2022-01-26 23:00:00,1.6698,1.7282,1.6626,1.7265
2022-01-27 00:00:00,1.7261,1.7558,1.6831,1.6849
2022-01-27 01:00:00,1.6849,1.6849,1.6252,1.6296
2022-01-27 02:00:00,1.6255,1.6832,1.6151,1.6832
2022-01-27 03:00:00,1.6814,1.6995,1.6498,1.6758
2022-01-27 04:00:00,1.6747,1.7244,1.6692,1.7019
2022-01-27 05:00:00,1.7045,1.7714,1.7026,1.7291
2022-01-27 06:00:00,1.7288,1.7511,1.7143,1.735
2022-01-27 07:00:00,1.7362,1.7704,1.7262,1.7672
2022-01-27 08:00:00,1.7669,1.7714,1.74,1.7605
2022-01-27 09:00:00,1.7625,1.783,1.7467,1.7668
2022-01-27 10:00:00,1.7697,1.7811,1.7351,1.7469
2022-01-27 11:00:00,1.7473,1.7675,1.7405,1.7559
2022-01-27 12:00:00,1.7576,1.7584,1.7252,1.7506
2022-01-27 13:00:00,1.7506,1.8303,1.7435,1.8234
2022-01-27 14:00:00,1.8228,1.8361,1.794,1.8256
2022-01-27 15:00:00,1.8256,1.8692,1.8197,1.8277
2022-01-27 16:00:00,1.8277,1.8546,1.8062,1.8147
2022-01-27 17:00:00,1.8159,1.8409,1.79,1.8142
2022-01-27 18:00:00,1.8169,1.8409,1.8,1.8339
2022-01-27 19:00:00,1.8315,1.8408,1.7678,1.7715
2022-01-27 20:00:00,1.775,1.8078,1.7528,1.7567
2022-01-27 21:00:00,1.7585,1.82,1.755,1.7794
2022-01-27 22:00:00,1.778,1.8162,1.7444,1.7927
2022-01-27 23:00:00,1.7935,1.8106,1.7725,1.8021
2022-01-28 00:00:00,1.8007,1.8411,1.7621,1.7775
2022-01-28 01:00:00,1.7799,1.7983,1.725,1.7286
2022-01-28 02:00:00,1.7293,1.7533,1.7182,1.7523
2022-01-28 03:00:00,1.7497,1.7683,1.747,1.7601
2022-01-28 04:00:00,1.7595,1.7676,1.7448,1.759
2022-01-28 05:00:00,1.7576,1.7865,1.7538,1.7723
2022-01-28 06:00:00,1.7735,1.8158,1.7735,1.7769
2022-01-28 07:00:00,1.7768,1.7994,1.7618,1.7618
2022-01-28 08:00:00,1.7618,1.7697,1.7211,1.7409
2022-01-28 09:00:00,1.7403,1.7461,1.7087,1.718
2022-01-28 10:00:00,1.7146,1.737,1.7039,1.7301
2022-01-28 11:00:00,1.7286,1.7331,1.7125,1.7181
2022-01-28 12:00:00,1.7186,1.7289,1.68,1.6918
2022-01-28 13:00:00,1.6858,1.7366,1.6856,1.7328
2022-01-28 14:00:00,1.7306,1.7409,1.6916,1.6968
2022-01-28 15:00:00,1.6973,1.7213,1.6912,1.7084
2022-01-28 16:00:00,1.7076,1.729,1.7027,1.7169
2022-01-28 17:00:00,1.7176,1.7225,1.6978,1.7
2022-01-28 18:00:00,1.7,1.748,1.7,1.7425
2022-01-28 19:00:00,1.7445,1.7668,1.734,1.7575
2022-01-28 20:00:00,1.7589,1.7977,1.7546,1.7947
2022-01-28 21:00:00,1.7941,1.8232,1.7909,1.8008
2022-01-28 22:00:00,1.803,1.8167,1.7793,1.7793
2022-01-28 23:00:00,1.7833,1.8034,1.7814,1.7951
2022-01-29 00:00:00,1.7931,1.8181,1.7883,1.7943
2022-01-29 01:00:00,1.7923,1.8136,1.776,1.7884
2022-01-29 02:00:00,1.7896,1.7987,1.7627,1.7683
2022-01-29 03:00:00,1.768,1.7836,1.7636,1.7802
2022-01-29 04:00:00,1.7812,1.788,1.7616,1.7627
2022-01-29 05:00:00,1.7633,1.7726,1.7514,1.7533
2022-01-29 06:00:00,1.7538,1.7571,1.7492,1.7546
2022-01-29 07:00:00,1.7563,1.7819,1.7543,1.7698
2022-01-29 08:00:00,1.7681,1.7733,1.7569,1.7605
2022-01-29 09:00:00,1.7635,1.7745,1.7392,1.7621
2022-01-29 10:00:00,1.7619,1.7737,1.7332,1.7342
2022-01-29 11:00:00,1.7351,1.7351,1.7202,1.7215
2022-01-29 12:00:00,1.7222,1.735,1.7117,1.7239
2022-01-29 13:00:00,1.7254,1.7431,1.7169,1.7431
2022-01-29 14:00:00,1.7435,1.7469,1.6949,1.7006
2022-01-29 15:00:00,1.6986,1.71,1.6836,1.7034
2022-01-29 16:00:00,1.7023,1.7133,1.692,1.7133
2022-01-29 17:00:00,1.7128,1.7185,1.7012,1.7143
2022-01-29 18:00:00,1.7168,1.7304,1.7054,1.7203
2022-01-29 19:00:00,1.719,1.7263,1.7171,1.7205
2022-01-29 20:00:00,1.7194,1.7386,1.7104,1.7247
2022-01-29 21:00:00,1.7217,1.7397,1.7177,1.724
2022-01-29 22:00:00,1.7222,1.7228,1.7099,1.7119
2022-01-29 23:00:00,1.7099,1.73,1.7059,1.7282
2022-01-30 00:00:00,1.727,1.727,1.6644,1.6752
2022-01-30 01:00:00,1.6745,1.6865,1.6701,1.6711
2022-01-30 02:00:00,1.6726,1.6821,1.6648,1.6786
2022-01-30 03:00:00,1.6777,1.6846,1.6716,1.6772
2022-01-30 04:00:00,1.6772,1.6843,1.6756,1.6843
2022-01-30 05:00:00,1.6844,1.6885,1.6714,1.6724
2022-01-30 06:00:00,1.6722,1.6869,1.6646,1.6855
2022-01-30 07:00:00,1.6858,1.6924,1.6762,1.6806
2022-01-30 08:00:00,1.6804,1.6812,1.6676,1.6683
2022-01-30 09:00:00,1.6724,1.6812,1.6649,1.6788
2022-01-30 10:00:00,1.6791,1.6888,1.6773,1.6861
2022-01-30 11:00:00,1.6848,1.6882,1.6782,1.6819
2022-01-30 12:00:00,1.6823,1.6834,1.6624,1.6665
2022-01-30 13:00:00,1.6658,1.6769,1.6658,1.6709
2022-01-30 14:00:00,1.6705,1.6713,1.65,1.6691
2022-01-30 15:00:00,1.6676,1.6894,1.6675,1.6837
2022-01-30 16:00:00,1.6833,1.6883,1.6652,1.6722
2022-01-30 17:00:00,1.6712,1.6909,1.6664,1.69
2022-01-30 18:00:00,1.6829,1.6991,1.6795,1.6807
2022-01-30 19:00:00,1.6781,1.6781,1.6445,1.6466
2022-01-30 20:00:00,1.6496,1.677,1.6391,1.6741
2022-01-30 21:00:00,1.6719,1.6927,1.6599,1.6907
2022-01-30 22:00:00,1.6916,1.7222,1.6817,1.7222
2022-01-30 23:00:00,1.7223,1.7416,1.7223,1.7386
2022-01-31 00:00:00,1.7395,1.7395,1.6589,1.6606
2022-01-31 01:00:00,1.6594,1.7193,1.652,1.7168
2022-01-31 02:00:00,1.7181,1.7287,1.6868,1.7078
2022-01-31 03:00:00,1.7056,1.7117,1.6941,1.7078
2022-01-31 04:00:00,1.7075,1.731,1.688,1.7061
2022-01-31 05:00:00,1.7052,1.7584,1.705,1.7485
2022-01-31 06:00:00,1.7466,1.8172,1.7434,1.8022
2022-01-31 07:00:00,1.8022,1.8588,1.792,1.8553
2022-01-31 08:00:00,1.8553,1.8872,1.8528,1.8571
2022-01-31 09:00:00,1.8598,1.8619,1.8255,1.8298
2022-01-31 10:00:00,1.8297,1.8487,1.8145,1.819
2022-01-31 11:00:00,1.8202,1.8584,1.8153,1.8408
2022-01-31 12:00:00,1.8388,1.8755,1.8157,1.8623
2022-01-31 13:00:00,1.8644,1.8667,1.8412,1.859
2022-01-31 14:00:00,1.8603,1.8603,1.8408,1.8582
2022-01-31 15:00:00,1.8582,1.8896,1.8471,1.8735
2022-01-31 16:00:00,1.8757,1.9035,1.8658,1.8779
2022-01-31 17:00:00,1.8746,1.8892,1.8673,1.8867
2022-01-31 18:00:00,1.8883,1.9388,1.8619,1.8668
2022-01-31 19:00:00,1.8684,1.8842,1.8324,1.8586
2022-01-31 20:00:00,1.8586,1.8893,1.8549,1.8884
2022-01-31 21:00:00,1.8867,1.921,1.88,1.9059
2022-01-31 22:00:00,1.9054,1.9352,1.9018,1.9106
2022-01-31 23:00:00,1.9101,1.9188,1.8842,1.887
2022-02-01 00:00:00,1.887,1.9029,1.8681,1.8709
2022-02-01 01:00:00,1.8697,1.93,1.8697,1.8963
2022-02-01 02:00:00,1.8968,1.9276,1.8808,1.9126
2022-02-01 03:00:00,1.914,1.9294,1.9036,1.916
2022-02-01 04:00:00,1.9138,1.9151,1.8788,1.8858
2022-02-01 05:00:00,1.8877,1.9079,1.886,1.8969
2022-02-01 06:00:00,1.8947,1.9206,1.8946,1.912
2022-02-01 07:00:00,1.9147,1.9205,1.909,1.9119
2022-02-01 08:00:00,1.9115,1.948,1.9102,1.9387
2022-02-01 09:00:00,1.9387,1.9769,1.8826,1.8898
2022-02-01 10:00:00,1.8887,1.9138,1.883,1.8995
2022-02-01 11:00:00,1.8987,1.9388,1.8927,1.9197
2022-02-01 12:00:00,1.9196,1.9324,1.9102,1.9189
2022-02-01 13:00:00,1.9189,1.9189,1.8853,1.8998
2022-02-01 14:00:00,1.8964,1.9022,1.8677,1.8864
2022-02-01 15:00:00,1.885,1.8946,1.8732,1.8939
2022-02-01 16:00:00,1.8927,1.9028,1.8637,1.8838
2022-02-01 17:00:00,1.8825,1.8894,1.8616,1.8719
2022-02-01 18:00:00,1.8717,1.8794,1.8653,1.8672
2022-02-01 19:00:00,1.8701,1.871,1.8435,1.8514
2022-02-01 20:00:00,1.8524,1.872,1.8524,1.8579
2022-02-01 21:00:00,1.8582,1.882,1.8582,1.882
2022-02-01 22:00:00,1.8821,1.8991,1.86,1.8931
2022-02-01 23:00:00,1.8919,1.8978,1.8742,1.8742
2022-02-02 00:00:00,1.8811,1.9511,1.8785,1.9383
2022-02-02 01:00:00,1.938,1.9717,1.9362,1.9683
2022-02-02 02:00:00,1.9674,1.994,1.9646,1.9738
2022-02-02 03:00:00,1.9736,1.9753,1.9437,1.9437
2022-02-02 04:00:00,1.9436,1.9692,1.9331,1.9545
2022-02-02 05:00:00,1.955,1.9694,1.9343,1.9363
2022-02-02 06:00:00,1.9354,1.9401,1.9223,1.9338
2022-02-02 07:00:00,1.9352,1.9379,1.9229,1.9246
2022-02-02 08:00:00,1.9229,1.9327,1.9126,1.9306
2022-02-02 09:00:00,1.931,1.9757,1.931,1.9695
2022-02-02 10:00:00,1.9711,1.9858,1.9541,1.9759
2022-02-02 11:00:00,1.9756,1.9921,1.9634,1.9872
2022-02-02 12:00:00,1.9874,2.044,1.979,2.0057
2022-02-02 13:00:00,2.0063,2.015,1.9793,1.9793
2022-02-02 14:00:00,1.9791,2.0035,1.9067,1.9173
2022-02-02 15:00:00,1.9175,1.9405,1.9053,1.9155
2022-02-02 16:00:00,1.911,1.9837,1.8757,1.971
2022-02-02 17:00:00,1.9693,1.9951,1.9495,1.9698
2022-02-02 18:00:00,1.9695,1.9759,1.9216,1.9268
2022-02-02 19:00:00,1.9266,1.9266,1.884,1.8845
2022-02-02 20:00:00,1.8857,1.9176,1.8814,1.9176
2022-02-02 21:00:00,1.9177,1.9207,1.85,1.9058
2022-02-02 22:00:00,1.9054,1.9227,1.8831,1.9015
2022-02-02 23:00:00,1.9012,1.9261,1.8564,1.8613
2022-02-03 00:00:00,1.8617,1.887,1.8514,1.8541
2022-02-03 01:00:00,1.8512,1.8864,1.8358,1.8533
2022-02-03 02:00:00,1.8534,1.8577,1.8254,1.8369
2022-02-03 03:00:00,1.837,1.8499,1.8233,1.8239
2022-02-03 04:00:00,1.8234,1.8309,1.8126,1.8298
2022-02-03 05:00:00,1.8267,1.8387,1.8207,1.8335
2022-02-03 06:00:00,1.8355,1.895,1.8355,1.895
2022-02-03 07:00:00,1.8951,1.9359,1.8813,1.9219
2022-02-03 08:00:00,1.9199,1.9449,1.8948,1.9003
2022-02-03 09:00:00,1.9001,1.9094,1.8416,1.8433
2022-02-03 10:00:00,1.8415,1.855,1.8193,1.8418
2022-02-03 11:00:00,1.8405,1.9294,1.8405,1.9204
2022-02-03 12:00:00,1.9201,1.9492,1.884,1.9405
2022-02-03 13:00:00,1.943,1.9684,1.9315,1.9684
2022-02-03 14:00:00,1.9684,1.9785,1.9294,1.9458
2022-02-03 15:00:00,1.9456,1.9895,1.9437,1.9895
2022-02-03 16:00:00,1.9895,2.0325,1.9776,1.9974
2022-02-03 17:00:00,1.9979,2.05,1.99,2.0355
2022-02-03 18:00:00,2.0307,2.0387,2.0127,2.0271
2022-02-03 19:00:00,2.0247,2.0278,2.0003,2.0223
2022-02-03 20:00:00,2.0248,2.0301,1.9688,1.996
2022-02-03 21:00:00,1.9974,2.0447,1.9974,2.0177
2022-02-03 22:00:00,2.0191,2.0499,2.0122,2.0431
2022-02-03 23:00:00,2.0429,2.0486,2.0196,2.0281
2022-02-04 00:00:00,2.0271,2.0961,2.0232,2.0537
2022-02-04 01:00:00,2.0551,2.0691,2.025,2.0472
2022-02-04 02:00:00,2.0442,2.0474,2.0159,2.025
2022-02-04 03:00:00,2.027,2.0316,2.0074,2.017
2022-02-04 04:00:00,2.0173,2.0195,1.995,2.001
2022-02-04 05:00:00,1.9987,2.0382,1.9947,2.0267
2022-02-04 06:00:00,2.0267,2.0386,1.9913,2.0
2022-02-04 07:00:00,1.9991,2.0116,1.9789,1.998
2022-02-04 08:00:00,2.0003,2.0089,1.9855,1.9881
2022-02-04 09:00:00,1.9873,2.0127,1.9873,2.0108
2022-02-04 10:00:00,2.01,2.0156,1.9888,1.9898
2022-02-04 11:00:00,1.9874,2.0073,1.9845,2.0031
2022-02-04 12:00:00,2.006,2.0089,1.9982,2.002
2022-02-04 13:00:00,2.0022,2.0186,1.9679,1.9734
2022-02-04 14:00:00,1.9675,2.0005,1.9675,1.9966
2022-02-04 15:00:00,2.0004,2.0474,1.995,2.0258
2022-02-04 16:00:00,2.0305,2.0575,2.028,2.0429
2022-02-04 17:00:00,2.0405,2.047,2.0327,2.0399
2022-02-04 18:00:00,2.04,2.0423,2.0252,2.0296
2022-02-04 19:00:00,2.0287,2.0926,2.0287,2.0858
2022-02-04 20:00:00,2.0833,2.0847,2.0575,2.0634
2022-02-04 21:00:00,2.0668,2.0787,2.0604,2.0771
2022-02-04 22:00:00,2.0766,2.0823,2.0563,2.0639
2022-02-04 23:00:00,2.0649,2.1,2.0637,2.0805
2022-02-05 00:00:00,2.0797,2.131,2.0734,2.0836
2022-02-05 01:00:00,2.0833,2.0883,2.064,2.0727
2022-02-05 02:00:00,2.0728,2.105,2.0728,2.0977
2022-02-05 03:00:00,2.0993,2.1014,2.0806,2.0815
2022-02-05 04:00:00,2.0879,2.1076,2.0858,2.0969
2022-02-05 05:00:00,2.0953,2.114,2.0924,2.1081
2022-02-05 06:00:00,2.1081,2.116,2.0828,2.0828
2022-02-05 07:00:00,2.0827,2.0859,2.0629,2.082
2022-02-05 08:00:00,2.0837,2.0899,2.0757,2.0835
2022-02-05 09:00:00,2.0819,2.0902,2.0644,2.0776
2022-02-05 10:00:00,2.0788,2.0883,2.0723,2.0777
2022-02-05 11:00:00,2.077,2.0983,2.077,2.0848
2022-02-05 12:00:00,2.083,2.0831,2.0667,2.0728
2022-02-05 13:00:00,2.0699,2.0764,2.0672,2.0699
