datetime,BTCBUSD_open,BTCBUSD_high,BTCBUSD_low,BTCBUSD_close
2022-01-04 06:00:00,46634.81,46756.66,46628.95,46731.41
2022-01-04 07:00:00,46732.9,46764.19,46481.02,46644.26
2022-01-04 08:00:00,46644.26,47073.26,46417.88,46958.97
2022-01-04 09:00:00,46958.97,47457.08,46816.87,47334.2
2022-01-04 10:00:00,47335.59,47540.0,46857.0,46924.37
2022-01-04 11:00:00,46924.38,46924.38,46645.77,46764.0
2022-01-04 12:00:00,46764.18,46983.64,46530.0,46549.18
2022-01-04 13:00:00,46549.17,46719.37,45545.17,45743.19
2022-01-04 14:00:00,45744.67,46456.38,45588.65,46042.17
2022-01-04 15:00:00,46042.17,46419.68,45954.02,46257.86
2022-01-04 16:00:00,46257.86,46312.03,46021.91,46213.63
2022-01-04 17:00:00,46211.4,46237.37,45974.81,46147.0
2022-01-04 18:00:00,46148.33,46148.33,45752.0,45824.27
2022-01-04 19:00:00,45824.27,46285.71,45710.01,46265.53
2022-01-04 20:00:00,46265.53,46325.58,46107.17,46107.55
2022-01-04 21:00:00,46107.55,46390.0,46107.55,46300.0
2022-01-04 22:00:00,46299.01,46564.01,46299.01,46422.83
2022-01-04 23:00:00,46422.84,46520.4,46350.01,46414.13
2022-01-05 00:00:00,46414.13,46414.13,46239.12,46300.01
2022-01-05 01:00:00,46300.01,46461.0,46245.0,46445.32
2022-01-05 02:00:00,46445.32,46489.79,46336.2,46404.28
2022-01-05 03:00:00,46404.28,46666.0,46267.63,46632.12
2022-01-05 04:00:00,46632.12,46952.84,46571.04,46856.81
2022-01-05 05:00:00,46856.8,47061.05,46677.41,46813.92
2022-01-05 06:00:00,46813.93,46835.69,46110.0,46269.61
2022-01-05 07:00:00,46269.6,46342.88,45893.91,46225.3
2022-01-05 08:00:00,46225.3,46451.64,46112.45,46437.47
2022-01-05 09:00:00,46437.47,46809.94,46150.91,46688.01
2022-01-05 10:00:00,46688.01,46819.0,46375.25,46616.66
2022-01-05 11:00:00,46616.66,46669.18,46286.02,46303.07
2022-01-05 12:00:00,46303.07,46467.29,46000.0,46008.71
2022-01-05 13:00:00,46008.71,46300.0,45555.55,45916.7
2022-01-05 14:00:00,45916.7,46099.9,44500.0,44678.19
2022-01-05 15:00:00,44678.19,44830.22,43701.63,43976.51
2022-01-05 16:00:00,43968.68,44327.91,43400.0,43605.22
2022-01-05 17:00:00,43605.17,43779.34,42500.0,43433.1
2022-01-05 18:00:00,43433.1,43702.0,43244.45,43448.5
2022-01-05 19:00:00,43444.77,43760.48,43280.0,43677.04
2022-01-05 20:00:00,43677.04,43792.21,43302.6,43540.85
2022-01-05 21:00:00,43540.85,43609.56,43143.78,43254.4
2022-01-05 22:00:00,43254.39,43303.31,42820.0,42828.52
2022-01-05 23:00:00,42832.37,43143.54,42573.78,43030.49
2022-01-06 00:00:00,43030.49,43244.6,42792.51,43044.57
2022-01-06 01:00:00,43046.23,43221.29,42901.0,43093.06
2022-01-06 02:00:00,43093.06,43268.03,42987.14,43238.95
2022-01-06 03:00:00,43238.88,43263.03,42905.42,43048.87
2022-01-06 04:00:00,43048.87,43077.6,42420.0,42592.67
2022-01-06 05:00:00,42588.94,42945.55,42565.3,42871.76
2022-01-06 06:00:00,42871.77,42942.85,42675.97,42869.72
2022-01-06 07:00:00,42869.71,43050.0,42630.0,43038.91
2022-01-06 08:00:00,43046.66,43175.98,42900.0,43139.65
2022-01-06 09:00:00,43139.65,43228.84,42764.98,42804.36
2022-01-06 10:00:00,42804.35,43010.93,42655.66,42942.04
2022-01-06 11:00:00,42943.55,43091.5,42751.33,42878.55
2022-01-06 12:00:00,42878.68,43164.76,42787.57,43002.45
2022-01-06 13:00:00,43001.23,43386.28,42976.65,43363.12
2022-01-06 14:00:00,43363.16,43500.0,43229.25,43434.69
2022-01-06 15:00:00,43434.69,43580.45,43112.35,43213.9
2022-01-06 16:00:00,43213.9,43242.49,43077.08,43117.26
2022-01-06 17:00:00,43117.26,43225.96,43010.97,43177.32
2022-01-06 18:00:00,43177.32,43234.64,43055.31,43086.35
2022-01-06 19:00:00,43086.35,43142.11,42740.0,42789.04
2022-01-06 20:00:00,42788.21,43020.4,42787.0,42995.23
2022-01-06 21:00:00,42995.23,43022.01,42770.21,42789.91
2022-01-06 22:00:00,42790.21,42814.88,41588.0,41790.13
2022-01-06 23:00:00,41790.13,41894.81,41000.0,41687.57
2022-01-07 00:00:00,41687.57,41949.91,41524.1,41832.5
2022-01-07 01:00:00,41836.47,41836.47,41402.11,41521.35
2022-01-07 02:00:00,41521.35,41721.78,41211.27,41693.9
2022-01-07 03:00:00,41706.89,42628.57,41566.7,42076.79
2022-01-07 04:00:00,42076.85,42612.24,42054.72,42408.81
2022-01-07 05:00:00,42408.79,42517.52,42160.03,42162.54
2022-01-07 06:00:00,42161.07,42331.51,42151.12,42244.05
2022-01-07 07:00:00,42244.06,42489.59,42244.06,42393.06
2022-01-07 08:00:00,42393.07,42755.84,41200.0,41476.45
2022-01-07 09:00:00,41482.5,42115.2,41390.18,41885.81
2022-01-07 10:00:00,41885.87,41909.67,40635.14,41311.47
2022-01-07 11:00:00,41310.0,42303.03,40927.7,42134.21
2022-01-07 12:00:00,42134.04,42153.43,41761.59,41987.07
2022-01-07 13:00:00,41987.07,42000.0,41525.74,41695.07
2022-01-07 14:00:00,41695.07,41891.8,41514.09,41763.47
2022-01-07 15:00:00,41766.84,42048.12,41591.06,41917.8
2022-01-07 16:00:00,41917.79,42033.79,41847.82,41868.87
2022-01-07 17:00:00,41868.87,41868.87,41364.0,41536.72
2022-01-07 18:00:00,41536.72,41582.91,41251.0,41556.89
2022-01-07 19:00:00,41556.9,42103.93,41556.9,41990.53
2022-01-07 20:00:00,41990.53,42233.23,41838.46,41879.6
2022-01-07 21:00:00,41882.54,41935.32,41694.3,41877.25
2022-01-07 22:00:00,41877.25,41895.64,41642.85,41797.51
2022-01-07 23:00:00,41800.0,41986.02,41753.66,41896.61
2022-01-08 00:00:00,41896.61,41985.56,41833.35,41966.72
2022-01-08 01:00:00,41966.72,41985.43,41735.43,41913.88
2022-01-08 02:00:00,41913.88,41963.62,41840.42,41907.44
2022-01-08 03:00:00,41907.44,42166.66,41887.0,41962.34
2022-01-08 04:00:00,41962.34,42155.0,41957.45,42154.89
2022-01-08 05:00:00,42153.24,42192.33,41806.3,41919.46
2022-01-08 06:00:00,41919.45,41968.83,41764.83,41939.62
2022-01-08 07:00:00,41939.63,42050.0,41770.0,41871.46
2022-01-08 08:00:00,41871.46,42023.71,41608.05,41904.66
2022-01-08 09:00:00,41904.67,41989.12,41700.0,41741.07
2022-01-08 10:00:00,41747.06,41794.07,41450.11,41610.05
2022-01-08 11:00:00,41610.05,41731.64,41219.76,41345.99
2022-01-08 12:00:00,41345.62,41400.9,40801.0,40839.72
2022-01-08 13:00:00,40841.77,41305.49,40577.0,40682.5
2022-01-08 14:00:00,40682.5,41097.87,40524.0,40832.52
2022-01-08 15:00:00,40828.54,41175.96,40725.06,40979.73
2022-01-08 16:00:00,40979.73,42092.78,40925.92,41775.52
2022-01-08 17:00:00,41777.74,42306.69,41743.64,41920.24
2022-01-08 18:00:00,41920.25,41951.39,41604.43,41678.35
2022-01-08 19:00:00,41680.13,41826.86,41394.44,41773.18
2022-01-08 20:00:00,41773.18,41922.8,41607.07,41808.6
2022-01-08 21:00:00,41808.95,42170.04,41786.73,42099.99
2022-01-08 22:00:00,42099.98,42099.98,41801.15,41840.24
2022-01-08 23:00:00,41840.23,42098.73,41800.72,42082.35
2022-01-09 00:00:00,42082.35,42094.25,41722.22,41766.65
2022-01-09 01:00:00,41766.65,41945.79,41688.5,41879.06
2022-01-09 02:00:00,41879.06,41910.57,41784.11,41796.47
2022-01-09 03:00:00,41795.04,41939.39,41624.84,41664.38
2022-01-09 04:00:00,41664.38,41766.48,41479.33,41519.21
2022-01-09 05:00:00,41513.4,41722.85,41400.0,41645.0
2022-01-09 06:00:00,41645.0,41990.66,41645.0,41860.68
2022-01-09 07:00:00,41862.93,41923.67,41681.06,41752.69
2022-01-09 08:00:00,41752.69,41897.19,41478.37,41479.06
2022-01-09 09:00:00,41479.06,41737.54,41479.06,41536.48
2022-01-09 10:00:00,41536.48,41674.79,41200.81,41620.33
2022-01-09 11:00:00,41620.18,42134.11,41557.93,42134.11
2022-01-09 12:00:00,42134.11,42199.0,41885.68,42087.71
2022-01-09 13:00:00,42087.72,42270.67,41907.78,41968.24
2022-01-09 14:00:00,41968.24,42750.0,41935.51,42698.09
2022-01-09 15:00:00,42697.37,42778.07,42363.91,42443.37
2022-01-09 16:00:00,42443.37,42539.24,42280.0,42306.6
2022-01-09 17:00:00,42306.6,42496.79,42087.35,42200.5
2022-01-09 18:00:00,42202.76,42283.26,41775.01,41860.61
2022-01-09 19:00:00,41867.75,42034.22,41616.49,41654.97
2022-01-09 20:00:00,41654.98,41855.08,41600.0,41817.9
2022-01-09 21:00:00,41817.91,41996.4,41718.95,41936.39
2022-01-09 22:00:00,41936.39,41986.02,41859.71,41967.79
2022-01-09 23:00:00,41967.79,42282.88,41932.34,42187.8
2022-01-10 00:00:00,42187.81,42221.02,41969.46,42030.34
2022-01-10 01:00:00,42030.33,42045.0,41833.67,41934.17
2022-01-10 02:00:00,41934.17,42145.82,41908.17,42045.52
2022-01-10 03:00:00,42045.52,42118.83,41719.56,41819.69
2022-01-10 04:00:00,41819.69,41929.55,41719.52,41802.18
2022-01-10 05:00:00,41802.18,41978.56,41750.01,41784.02
2022-01-10 06:00:00,41784.02,41798.32,41455.38,41562.79
2022-01-10 07:00:00,41563.09,41610.0,40915.0,40942.6
2022-01-10 08:00:00,40942.59,41061.87,40721.13,40770.99
2022-01-10 09:00:00,40774.46,41250.0,39651.31,40785.76
2022-01-10 10:00:00,40785.75,41210.14,40560.0,40984.0
2022-01-10 11:00:00,40984.01,41968.99,40852.39,41906.16
2022-01-10 12:00:00,41906.16,42115.87,40582.01,41191.03
2022-01-10 13:00:00,41191.03,41720.0,41125.01,41611.93
2022-01-10 14:00:00,41611.92,41699.98,41225.79,41297.33
2022-01-10 15:00:00,41297.33,41782.48,41151.57,41710.72
2022-01-10 16:00:00,41716.85,41985.0,41569.87,41722.48
2022-01-10 17:00:00,41722.48,41844.16,41525.6,41605.86
2022-01-10 18:00:00,41605.85,41880.51,41518.12,41819.01
2022-01-10 19:00:00,41819.0,41873.93,41597.53,41600.0
2022-01-10 20:00:00,41600.0,42070.0,41555.8,41928.02
2022-01-10 21:00:00,41929.24,42383.6,41818.44,42177.65
2022-01-10 22:00:00,42177.65,42280.0,42052.73,42275.7
2022-01-10 23:00:00,42275.7,42384.9,42134.7,42311.72
2022-01-11 00:00:00,42311.73,42320.0,41992.3,42109.43
2022-01-11 01:00:00,42109.43,42222.64,41977.42,42104.04
2022-01-11 02:00:00,42104.04,42280.66,42077.67,42206.48
2022-01-11 03:00:00,42206.49,42666.0,41901.0,41990.68
2022-01-11 04:00:00,41990.75,42147.78,41844.44,41987.11
2022-01-11 05:00:00,41988.93,42067.46,41582.41,41632.76
2022-01-11 06:00:00,41633.82,41942.0,41593.35,41824.17
2022-01-11 07:00:00,41824.17,41956.95,41728.91,41812.26
2022-01-11 08:00:00,41814.3,41888.0,41594.73,41707.62
2022-01-11 09:00:00,41701.42,41825.94,41255.78,41642.85
2022-01-11 10:00:00,41646.04,42200.0,41438.49,41742.81
2022-01-11 11:00:00,41740.04,42949.11,41697.49,42713.7
2022-01-11 12:00:00,42720.62,43104.1,42325.0,42560.39
2022-01-11 13:00:00,42563.38,42930.01,42372.44,42771.24
2022-01-11 14:00:00,42771.24,43090.0,42618.18,42985.97
2022-01-11 15:00:00,42985.98,43106.15,42709.0,42812.62
2022-01-11 16:00:00,42813.99,42829.01,42662.8,42680.24
2022-01-11 17:00:00,42675.78,42775.0,42628.12,42725.73
2022-01-11 18:00:00,42725.73,42894.55,42650.0,42740.0
2022-01-11 19:00:00,42740.0,42971.0,42593.38,42691.52
2022-01-11 20:00:00,42691.53,42780.33,42579.01,42639.78
2022-01-11 21:00:00,42639.78,42719.54,42453.0,42570.0
2022-01-11 22:00:00,42570.42,42672.99,42510.73,42617.6
2022-01-11 23:00:00,42617.6,42738.46,42537.3,42643.5
2022-01-12 00:00:00,42643.5,42775.71,42573.8,42718.58
2022-01-12 01:00:00,42718.58,42900.0,42617.09,42684.12
2022-01-12 02:00:00,42685.33,42685.33,42481.0,42576.89
2022-01-12 03:00:00,42576.88,42718.35,42520.0,42619.23
2022-01-12 04:00:00,42619.23,42933.87,42583.67,42810.01
2022-01-12 05:00:00,42810.0,42996.0,42752.36,42774.92
2022-01-12 06:00:00,42777.01,43444.44,42700.0,42947.1
2022-01-12 07:00:00,42947.09,43295.82,42869.0,43294.89
2022-01-12 08:00:00,43294.89,44092.41,43202.7,43937.07
2022-01-12 09:00:00,43937.08,43970.71,43689.76,43868.19
2022-01-12 10:00:00,43868.19,43949.14,43427.49,43580.0
2022-01-12 11:00:00,43575.96,43712.8,43350.0,43632.88
2022-01-12 12:00:00,43630.5,43881.0,43512.82,43859.88
2022-01-12 13:00:00,43862.68,43900.0,43580.23,43611.23
2022-01-12 14:00:00,43611.24,43770.0,43546.65,43754.43
2022-01-12 15:00:00,43755.18,44000.0,43646.22,43829.59
2022-01-12 16:00:00,43833.69,44324.66,43755.0,43782.83
2022-01-12 17:00:00,43782.83,43953.94,43759.15,43855.27
2022-01-12 18:00:00,43855.27,44050.0,43831.76,43919.88
2022-01-12 19:00:00,43919.87,44065.97,43688.77,43736.14
2022-01-12 20:00:00,43736.14,43816.08,43538.83,43558.99
2022-01-12 21:00:00,43559.0,43691.66,43550.01,43609.15
2022-01-12 22:00:00,43609.14,43662.93,43441.73,43525.13
2022-01-12 23:00:00,43525.13,43736.02,43503.41,43639.99
2022-01-13 00:00:00,43640.0,43780.0,43599.62,43682.55
2022-01-13 01:00:00,43682.55,43812.18,43669.0,43726.02
2022-01-13 02:00:00,43726.01,43780.0,43589.27,43717.13
2022-01-13 03:00:00,43717.14,43919.85,43691.2,43912.68
2022-01-13 04:00:00,43912.68,44000.0,43764.96,43894.99
2022-01-13 05:00:00,43894.99,44027.37,43778.1,43797.24
2022-01-13 06:00:00,43797.24,43847.35,43515.16,43625.86
2022-01-13 07:00:00,43625.86,43827.26,43606.21,43818.52
2022-01-13 08:00:00,43818.52,43959.65,43700.27,43939.85
2022-01-13 09:00:00,43939.86,44443.07,43860.46,44178.17
2022-01-13 10:00:00,44178.17,44228.16,42889.0,43217.81
2022-01-13 11:00:00,43217.81,43537.1,43086.87,43267.58
2022-01-13 12:00:00,43268.28,43268.28,42582.0,42840.31
2022-01-13 13:00:00,42835.51,42974.61,42646.24,42728.99
2022-01-13 14:00:00,42728.99,42912.15,42540.95,42716.36
2022-01-13 15:00:00,42716.35,42813.24,42330.0,42810.14
2022-01-13 16:00:00,42810.14,42900.0,42679.24,42822.86
2022-01-13 17:00:00,42825.66,42905.88,42486.79,42606.34
2022-01-13 18:00:00,42606.33,42750.0,42512.17,42570.33
2022-01-13 19:00:00,42567.8,42795.86,42380.01,42767.37
2022-01-13 20:00:00,42767.38,42798.93,42560.0,42598.85
2022-01-13 21:00:00,42594.79,42740.0,42443.58,42730.01
2022-01-13 22:00:00,42730.01,42756.29,42590.76,42650.0
2022-01-13 23:00:00,42646.83,42856.62,42632.32,42699.07
2022-01-14 00:00:00,42699.08,42919.82,42666.56,42913.03
2022-01-14 01:00:00,42913.03,42983.87,42795.4,42830.4
2022-01-14 02:00:00,42830.4,42900.0,42620.0,42668.97
2022-01-14 03:00:00,42670.0,42690.0,42385.0,42536.25
2022-01-14 04:00:00,42533.75,42704.1,42490.0,42564.22
2022-01-14 05:00:00,42564.22,42627.89,41952.02,42084.67
2022-01-14 06:00:00,42084.68,42097.33,41835.92,42020.01
2022-01-14 07:00:00,42020.0,42241.93,41751.0,42066.8
2022-01-14 08:00:00,42069.57,42333.33,42027.2,42178.54
2022-01-14 09:00:00,42178.53,43100.2,42140.0,42992.41
2022-01-14 10:00:00,42992.41,43362.5,42790.73,43121.24
2022-01-14 11:00:00,43121.24,43256.1,42879.36,43206.74
2022-01-14 12:00:00,43206.74,43272.99,42882.0,42923.33
2022-01-14 13:00:00,42923.34,43114.63,42789.91,43065.67
2022-01-14 14:00:00,43065.67,43431.62,43024.72,43100.01
2022-01-14 15:00:00,43100.0,43207.69,43020.43,43114.15
2022-01-14 16:00:00,43116.76,43470.0,43110.01,43315.51
2022-01-14 17:00:00,43315.5,43402.7,43191.46,43272.73
2022-01-14 18:00:00,43272.73,43303.99,43024.62,43074.83
2022-01-14 19:00:00,43078.58,43185.37,42935.05,43120.01
2022-01-14 20:00:00,43120.01,43167.33,42888.0,42987.99
2022-01-14 21:00:00,42987.98,43109.09,42931.29,43104.02
2022-01-14 22:00:00,43104.03,43133.86,42926.71,42947.62
2022-01-14 23:00:00,42947.61,42970.0,42723.08,42926.55
2022-01-15 00:00:00,42926.56,43061.22,42835.26,43005.23
2022-01-15 01:00:00,43005.23,43112.64,42893.92,43089.15
2022-01-15 02:00:00,43089.14,43101.3,42945.68,43094.13
2022-01-15 03:00:00,43094.94,43130.0,42968.38,42999.21
2022-01-15 04:00:00,43003.4,43100.0,42904.28,43080.0
2022-01-15 05:00:00,43079.99,43294.9,43026.34,43114.99
2022-01-15 06:00:00,43114.96,43116.31,42987.78,43038.25
2022-01-15 07:00:00,43038.26,43055.46,42580.0,42728.21
2022-01-15 08:00:00,42728.21,42980.93,42669.5,42926.64
2022-01-15 09:00:00,42926.64,43325.3,42767.53,43203.96
2022-01-15 10:00:00,43200.46,43420.01,43092.06,43420.0
2022-01-15 11:00:00,43420.0,43448.68,43251.26,43351.99
2022-01-15 12:00:00,43351.99,43575.97,43275.76,43400.0
2022-01-15 13:00:00,43400.0,43400.0,43266.66,43348.17
2022-01-15 14:00:00,43348.17,43568.99,43336.18,43542.23
2022-01-15 15:00:00,43542.23,43826.31,43493.51,43502.37
2022-01-15 16:00:00,43502.36,43535.57,43185.9,43318.53
2022-01-15 17:00:00,43318.53,43409.98,43153.86,43255.13
2022-01-15 18:00:00,43255.13,43391.77,43094.36,43104.8
2022-01-15 19:00:00,43104.8,43127.2,43003.33,43082.68
2022-01-15 20:00:00,43082.67,43167.19,43004.09,43012.0
2022-01-15 21:00:00,43012.0,43091.75,42862.66,42943.99
2022-01-15 22:00:00,42943.99,43064.2,42881.07,42994.55
2022-01-15 23:00:00,42994.47,43082.9,42869.27,43043.59
2022-01-16 00:00:00,43043.59,43140.59,42986.87,42986.87
2022-01-16 01:00:00,42986.87,43234.92,42950.0,43212.73
2022-01-16 02:00:00,43215.72,43265.92,43136.84,43218.65
2022-01-16 03:00:00,43218.64,43314.28,43082.87,43087.0
2022-01-16 04:00:00,43087.0,43149.99,43045.0,43088.51
2022-01-16 05:00:00,43088.52,43200.01,42905.0,42921.75
2022-01-16 06:00:00,42924.24,43054.81,42788.14,42994.77
2022-01-16 07:00:00,42994.78,43155.0,42990.0,43024.01
2022-01-16 08:00:00,43024.0,43200.0,42601.97,43153.31
2022-01-16 09:00:00,43153.31,43428.57,43049.2,43320.0
2022-01-16 10:00:00,43320.0,43388.62,43160.01,43231.11
2022-01-16 11:00:00,43239.23,43489.0,43191.57,43393.29
2022-01-16 12:00:00,43393.29,43444.45,43069.46,43090.0
2022-01-16 13:00:00,43090.0,43145.46,43000.0,43084.85
2022-01-16 14:00:00,43084.84,43096.93,42816.01,42852.0
2022-01-16 15:00:00,42852.0,43125.0,42771.27,43049.08
2022-01-16 16:00:00,43049.67,43107.95,42922.0,42971.68
2022-01-16 17:00:00,42971.68,43257.68,42960.23,43203.18
2022-01-16 18:00:00,43203.19,43275.98,43070.47,43089.63
2022-01-16 19:00:00,43089.65,43189.0,42889.0,42910.02
2022-01-16 20:00:00,42909.83,42959.21,42828.68,42908.42
2022-01-16 21:00:00,42908.42,42965.83,42810.0,42932.0
2022-01-16 22:00:00,42932.01,42996.16,42650.36,42666.56
2022-01-16 23:00:00,42676.27,42817.08,42621.67,42637.04
2022-01-17 00:00:00,42637.0,42710.52,42340.8,42680.38
2022-01-17 01:00:00,42680.01,42881.19,42661.71,42769.08
2022-01-17 02:00:00,42768.71,42975.16,42673.21,42680.25
2022-01-17 03:00:00,42676.32,42883.18,42593.0,42812.42
2022-01-17 04:00:00,42812.43,42918.89,42754.0,42855.95
2022-01-17 05:00:00,42855.95,42915.74,42650.0,42810.79
2022-01-17 06:00:00,42810.79,42856.89,42669.8,42690.63
2022-01-17 07:00:00,42690.62,42799.99,42452.9,42566.77
2022-01-17 08:00:00,42565.56,42688.79,42528.11,42670.99
2022-01-17 09:00:00,42667.88,42755.91,42580.0,42681.74
2022-01-17 10:00:00,42681.75,42704.22,42400.0,42490.22
2022-01-17 11:00:00,42493.9,42552.84,42154.29,42233.2
2022-01-17 12:00:00,42230.13,42263.0,41953.0,42129.99
2022-01-17 13:00:00,42130.0,42201.57,41838.27,42187.03
2022-01-17 14:00:00,42187.17,42330.0,42123.35,42254.17
2022-01-17 15:00:00,42260.26,42319.73,42038.45,42099.16
2022-01-17 16:00:00,42099.16,42162.58,41628.0,41740.62
2022-01-17 17:00:00,41740.64,42390.18,41561.65,42093.18
2022-01-17 18:00:00,42093.17,42265.96,42073.0,42215.08
2022-01-17 19:00:00,42211.48,42429.82,42148.78,42369.99
2022-01-17 20:00:00,42370.0,42444.44,42181.7,42276.48
2022-01-17 21:00:00,42276.48,42318.9,42160.0,42289.15
2022-01-17 22:00:00,42289.15,42312.08,41988.89,42054.48
2022-01-17 23:00:00,42054.49,42118.83,41900.0,42053.5
2022-01-18 00:00:00,42053.5,42199.59,42000.0,42112.64
2022-01-18 01:00:00,42114.73,42348.24,42114.73,42250.01
2022-01-18 02:00:00,42250.01,42288.81,41958.75,42079.32
2022-01-18 03:00:00,42079.31,42079.31,41649.07,41730.61
2022-01-18 04:00:00,41730.61,42004.61,41453.99,41919.99
2022-01-18 05:00:00,41919.97,42064.41,41852.66,41938.64
2022-01-18 06:00:00,41938.64,41948.76,41707.5,41866.18
2022-01-18 07:00:00,41866.18,41966.49,41632.65,41818.77
2022-01-18 08:00:00,41818.77,41850.0,41411.0,41664.0
2022-01-18 09:00:00,41660.69,41700.0,41290.0,41458.84
2022-01-18 10:00:00,41455.1,41860.32,41320.69,41598.1
2022-01-18 11:00:00,41598.1,41792.32,41394.44,41718.78
2022-01-18 12:00:00,41714.65,41740.0,41476.53,41497.63
