datetime,PLAUSD_open,PLAUSD_high,PLAUSD_low,PLAUSD_close
2022-01-18 14:00:00,1.0043,1.0179,1.0001,1.0062
2022-01-18 15:00:00,1.0027,1.0154,1.0009,1.0096
2022-01-18 16:00:00,1.0073,1.012,1.0004,1.0046
2022-01-18 17:00:00,1.0067,1.0093,1.0003,1.003
2022-01-18 18:00:00,1.0024,1.0126,0.9977,1.0096
2022-01-18 19:00:00,1.0091,1.0162,1.0073,1.0083
2022-01-18 20:00:00,1.0097,1.011,1.0047,1.0084
2022-01-18 21:00:00,1.0108,1.0368,1.0084,1.0305
2022-01-18 22:00:00,1.0315,1.0376,1.0269,1.0367
2022-01-18 23:00:00,1.0336,1.0373,1.024,1.024
2022-01-19 00:00:00,1.0219,1.0252,1.011,1.014
2022-01-19 01:00:00,1.0161,1.0244,1.013,1.0201
2022-01-19 02:00:00,1.0191,1.0229,1.0155,1.0166
2022-01-19 03:00:00,1.0191,1.0191,0.9907,0.9916
2022-01-19 04:00:00,0.9918,0.9952,0.9734,0.9832
2022-01-19 05:00:00,0.983,0.9889,0.9754,0.9801
2022-01-19 06:00:00,0.9779,0.9843,0.9766,0.9806
2022-01-19 07:00:00,0.9778,0.9781,0.9416,0.9484
2022-01-19 08:00:00,0.9463,0.961,0.94,0.9584
2022-01-19 09:00:00,0.9557,0.9755,0.9555,0.9683
2022-01-19 10:00:00,0.9702,0.9702,0.9594,0.9639
2022-01-19 11:00:00,0.9612,0.9833,0.9604,0.9802
2022-01-19 12:00:00,0.9802,0.986,0.9767,0.9802
2022-01-19 13:00:00,0.9813,0.9873,0.9721,0.9772
2022-01-19 14:00:00,0.9775,0.9997,0.9756,0.991
2022-01-19 15:00:00,0.9889,0.9927,0.9755,0.9834
2022-01-19 16:00:00,0.984,0.9862,0.9722,0.982
2022-01-19 17:00:00,0.985,0.9894,0.9811,0.9894
2022-01-19 18:00:00,0.987,0.9913,0.9817,0.9893
2022-01-19 19:00:00,0.9881,0.9881,0.9811,0.9836
2022-01-19 20:00:00,0.9841,0.9895,0.9763,0.979
2022-01-19 21:00:00,0.981,0.9845,0.9748,0.9748
2022-01-19 22:00:00,0.9765,0.982,0.9702,0.975
2022-01-19 23:00:00,0.9756,0.9812,0.9622,0.9623
2022-01-20 00:00:00,0.9624,0.9689,0.9548,0.9594
2022-01-20 01:00:00,0.9584,0.9657,0.9533,0.9576
2022-01-20 02:00:00,0.9586,0.9712,0.9533,0.9651
2022-01-20 03:00:00,0.9682,0.9685,0.9614,0.9644
2022-01-20 04:00:00,0.967,0.9801,0.9651,0.9737
2022-01-20 05:00:00,0.9764,0.9776,0.9691,0.9753
2022-01-20 06:00:00,0.9776,0.9847,0.9764,0.982
2022-01-20 07:00:00,0.982,0.9846,0.9777,0.9846
2022-01-20 08:00:00,0.9821,0.9841,0.9757,0.9826
2022-01-20 09:00:00,0.9837,0.9837,0.9735,0.9809
2022-01-20 10:00:00,0.9817,0.9823,0.9752,0.9786
2022-01-20 11:00:00,0.978,0.985,0.9759,0.9796
2022-01-20 12:00:00,0.9763,0.9828,0.974,0.9828
2022-01-20 13:00:00,0.9806,0.9948,0.98,0.9948
2022-01-20 14:00:00,0.9948,1.0196,0.9886,1.0122
2022-01-20 15:00:00,1.0128,1.0169,1.0011,1.0089
2022-01-20 16:00:00,1.0082,1.0113,1.0032,1.0069
2022-01-20 17:00:00,1.0062,1.0092,1.0007,1.0007
2022-01-20 18:00:00,0.9998,1.0019,0.9933,0.9933
2022-01-20 19:00:00,0.9939,0.9969,0.9797,0.9827
2022-01-20 20:00:00,0.9826,0.9879,0.9819,0.9826
2022-01-20 21:00:00,0.9843,0.9843,0.9322,0.9448
2022-01-20 22:00:00,0.9416,0.9416,0.9168,0.927
2022-01-20 23:00:00,0.9205,0.9234,0.8882,0.8973
2022-01-21 00:00:00,0.9004,0.929,0.887,0.9152
2022-01-21 01:00:00,0.9129,0.9151,0.8576,0.8621
2022-01-21 02:00:00,0.8585,0.8887,0.8533,0.876
2022-01-21 03:00:00,0.8774,0.8823,0.8343,0.8396
2022-01-21 04:00:00,0.8401,0.8649,0.8401,0.8596
2022-01-21 05:00:00,0.8602,0.8675,0.8536,0.8602
2022-01-21 06:00:00,0.8588,0.8624,0.8505,0.8544
2022-01-21 07:00:00,0.8578,0.8778,0.8506,0.875
2022-01-21 08:00:00,0.8736,0.8778,0.8698,0.8713
2022-01-21 09:00:00,0.8712,0.8719,0.8637,0.8649
2022-01-21 10:00:00,0.8642,0.869,0.8614,0.8626
2022-01-21 11:00:00,0.8621,0.8651,0.8547,0.8561
2022-01-21 12:00:00,0.859,0.859,0.8252,0.838
2022-01-21 13:00:00,0.8394,0.8631,0.8342,0.8453
2022-01-21 14:00:00,0.8458,0.8562,0.8376,0.848
2022-01-21 15:00:00,0.8483,0.8582,0.8321,0.8548
2022-01-21 16:00:00,0.8551,0.8626,0.8521,0.8568
2022-01-21 17:00:00,0.8578,0.863,0.8462,0.8519
2022-01-21 18:00:00,0.8541,0.8589,0.845,0.85
2022-01-21 19:00:00,0.8484,0.8527,0.8454,0.8457
2022-01-21 20:00:00,0.8474,0.8522,0.8355,0.8515
2022-01-21 21:00:00,0.8482,0.8488,0.78,0.7939
2022-01-21 22:00:00,0.7939,0.8113,0.77,0.7924
2022-01-21 23:00:00,0.7926,0.7992,0.7772,0.7992
2022-01-22 00:00:00,0.7977,0.8053,0.7745,0.7881
2022-01-22 01:00:00,0.7842,0.8005,0.7808,0.794
2022-01-22 02:00:00,0.7952,0.7978,0.7834,0.7948
2022-01-22 03:00:00,0.7977,0.8013,0.7805,0.7865
2022-01-22 04:00:00,0.7865,0.7919,0.7722,0.7744
2022-01-22 05:00:00,0.7741,0.7766,0.7392,0.7468
2022-01-22 06:00:00,0.7499,0.7532,0.72,0.7243
2022-01-22 07:00:00,0.7234,0.7297,0.695,0.7004
2022-01-22 08:00:00,0.7016,0.718,0.7006,0.703
2022-01-22 09:00:00,0.7055,0.7078,0.6585,0.661
2022-01-22 10:00:00,0.6616,0.7048,0.6223,0.6978
2022-01-22 11:00:00,0.6953,0.7049,0.6846,0.7006
2022-01-22 12:00:00,0.7021,0.7328,0.6984,0.7239
2022-01-22 13:00:00,0.7207,0.7342,0.7075,0.7153
2022-01-22 14:00:00,0.7133,0.7198,0.7,0.7032
2022-01-22 15:00:00,0.7059,0.7236,0.6845,0.6974
2022-01-22 16:00:00,0.6944,0.7108,0.68,0.7031
2022-01-22 17:00:00,0.701,0.7053,0.6926,0.695
2022-01-22 18:00:00,0.6941,0.6998,0.6783,0.6791
2022-01-22 19:00:00,0.6789,0.6872,0.6625,0.6679
2022-01-22 20:00:00,0.668,0.7014,0.6652,0.7014
2022-01-22 21:00:00,0.6979,0.71,0.696,0.7067
2022-01-22 22:00:00,0.7069,0.7073,0.69,0.69
2022-01-22 23:00:00,0.6918,0.7077,0.6884,0.7055
2022-01-23 00:00:00,0.7049,0.7541,0.6955,0.7437
2022-01-23 01:00:00,0.7421,0.7458,0.7149,0.7276
2022-01-23 02:00:00,0.7308,0.7324,0.7093,0.7097
2022-01-23 03:00:00,0.7105,0.7233,0.7078,0.7222
2022-01-23 04:00:00,0.7206,0.8072,0.7196,0.7462
2022-01-23 05:00:00,0.7485,0.7511,0.7212,0.7475
2022-01-23 06:00:00,0.7442,0.7738,0.7379,0.7639
2022-01-23 07:00:00,0.7634,0.8035,0.7634,0.7702
2022-01-23 08:00:00,0.768,0.7775,0.7607,0.7682
2022-01-23 09:00:00,0.7678,0.7773,0.7652,0.7676
2022-01-23 10:00:00,0.769,0.7754,0.763,0.7686
2022-01-23 11:00:00,0.7699,0.7706,0.7542,0.7546
2022-01-23 12:00:00,0.7542,0.7559,0.7466,0.7537
2022-01-23 13:00:00,0.7507,0.7628,0.747,0.7544
2022-01-23 14:00:00,0.7564,0.7629,0.7301,0.739
2022-01-23 15:00:00,0.7412,0.744,0.7305,0.7395
2022-01-23 16:00:00,0.7403,0.7451,0.7304,0.7345
2022-01-23 17:00:00,0.7342,0.7406,0.731,0.7373
2022-01-23 18:00:00,0.7375,0.7418,0.7198,0.7205
2022-01-23 19:00:00,0.7206,0.7235,0.6973,0.7016
2022-01-23 20:00:00,0.6994,0.721,0.6994,0.7209
2022-01-23 21:00:00,0.7202,0.7354,0.7159,0.7277
2022-01-23 22:00:00,0.7257,0.7416,0.7196,0.7351
2022-01-23 23:00:00,0.7374,0.7599,0.7337,0.7508
2022-01-24 00:00:00,0.7541,0.7835,0.7541,0.7684
2022-01-24 01:00:00,0.7673,0.7837,0.7512,0.7552
2022-01-24 02:00:00,0.7576,0.7643,0.7474,0.7567
2022-01-24 03:00:00,0.7552,0.7663,0.7552,0.7594
2022-01-24 04:00:00,0.7616,0.7642,0.7385,0.7385
2022-01-24 05:00:00,0.7385,0.7385,0.7182,0.7343
2022-01-24 06:00:00,0.7304,0.7396,0.7255,0.7346
2022-01-24 07:00:00,0.735,0.735,0.7119,0.7164
2022-01-24 08:00:00,0.7119,0.7258,0.7101,0.7137
2022-01-24 09:00:00,0.7135,0.7179,0.6903,0.6909
2022-01-24 10:00:00,0.6917,0.6917,0.6675,0.6709
2022-01-24 11:00:00,0.6712,0.7003,0.6653,0.6885
2022-01-24 12:00:00,0.6852,0.6926,0.665,0.6723
2022-01-24 13:00:00,0.6679,0.6812,0.6658,0.6664
2022-01-24 14:00:00,0.6674,0.7002,0.6626,0.6888
2022-01-24 15:00:00,0.6883,0.7069,0.6674,0.7027
2022-01-24 16:00:00,0.7012,0.7121,0.672,0.6869
2022-01-24 17:00:00,0.688,0.7143,0.6774,0.7085
2022-01-24 18:00:00,0.7085,0.7392,0.703,0.7324
2022-01-24 19:00:00,0.7317,0.7365,0.7208,0.7318
2022-01-24 20:00:00,0.7318,0.7745,0.7304,0.763
2022-01-24 21:00:00,0.763,0.8011,0.7523,0.7757
2022-01-24 22:00:00,0.7776,0.7912,0.7634,0.7755
2022-01-24 23:00:00,0.7805,0.7962,0.7751,0.7774
2022-01-25 00:00:00,0.7753,0.8394,0.7588,0.8048
2022-01-25 01:00:00,0.8066,0.8394,0.8053,0.8166
2022-01-25 02:00:00,0.8159,0.8194,0.795,0.8043
2022-01-25 03:00:00,0.8048,0.8138,0.7964,0.8135
2022-01-25 04:00:00,0.8135,0.819,0.7894,0.7954
2022-01-25 05:00:00,0.7916,0.8079,0.787,0.7933
2022-01-25 06:00:00,0.7975,0.7988,0.787,0.787
2022-01-25 07:00:00,0.787,0.8189,0.7682,0.8152
2022-01-25 08:00:00,0.8176,0.8352,0.8102,0.8121
2022-01-25 09:00:00,0.812,0.8262,0.8067,0.819
2022-01-25 10:00:00,0.8209,0.8288,0.8147,0.8175
2022-01-25 11:00:00,0.8203,0.8282,0.8118,0.8175
2022-01-25 12:00:00,0.8185,0.823,0.8108,0.8135
2022-01-25 13:00:00,0.8155,0.8219,0.8077,0.8136
2022-01-25 14:00:00,0.8119,0.8355,0.8099,0.8151
2022-01-25 15:00:00,0.8188,0.8199,0.7961,0.8108
2022-01-25 16:00:00,0.8111,0.8232,0.8075,0.8133
2022-01-25 17:00:00,0.8113,0.8259,0.8105,0.8177
2022-01-25 18:00:00,0.8162,0.8256,0.8127,0.8193
2022-01-25 19:00:00,0.8215,0.8215,0.8117,0.8193
2022-01-25 20:00:00,0.8176,0.819,0.8078,0.8185
2022-01-25 21:00:00,0.818,0.818,0.7989,0.8143
2022-01-25 22:00:00,0.813,0.8186,0.8092,0.8174
2022-01-25 23:00:00,0.815,0.8321,0.8139,0.8216
2022-01-26 00:00:00,0.8188,0.8432,0.8147,0.8245
2022-01-26 01:00:00,0.8245,0.8442,0.8245,0.8442
2022-01-26 02:00:00,0.843,0.8544,0.8319,0.8346
2022-01-26 03:00:00,0.8346,0.8545,0.8338,0.8486
2022-01-26 04:00:00,0.8484,0.865,0.8444,0.865
2022-01-26 05:00:00,0.8651,0.8692,0.8513,0.8549
2022-01-26 06:00:00,0.8576,0.8635,0.8464,0.8476
2022-01-26 07:00:00,0.8483,0.8529,0.8427,0.848
2022-01-26 08:00:00,0.8476,0.8647,0.8474,0.8632
2022-01-26 09:00:00,0.8619,0.8654,0.8589,0.8607
2022-01-26 10:00:00,0.8605,0.865,0.8531,0.8631
2022-01-26 11:00:00,0.8601,0.8643,0.8526,0.8582
2022-01-26 12:00:00,0.8573,0.8592,0.8501,0.8529
2022-01-26 13:00:00,0.8535,0.8609,0.851,0.8571
2022-01-26 14:00:00,0.8552,0.8654,0.8511,0.8583
2022-01-26 15:00:00,0.8607,0.8673,0.8511,0.8554
2022-01-26 16:00:00,0.8552,0.8658,0.8524,0.8642
2022-01-26 17:00:00,0.8628,0.8699,0.8613,0.8676
2022-01-26 18:00:00,0.8656,0.8749,0.8554,0.8637
2022-01-26 19:00:00,0.8634,0.8875,0.857,0.8611
2022-01-26 20:00:00,0.8609,0.8635,0.8185,0.8399
2022-01-26 21:00:00,0.8389,0.8437,0.802,0.803
2022-01-26 22:00:00,0.8023,0.8244,0.7979,0.8244
2022-01-26 23:00:00,0.8223,0.839,0.8204,0.8319
2022-01-27 00:00:00,0.8312,0.863,0.826,0.863
2022-01-27 01:00:00,0.8609,0.8616,0.8066,0.8102
2022-01-27 02:00:00,0.8091,0.8248,0.8061,0.8219
2022-01-27 03:00:00,0.8195,0.8268,0.8069,0.8166
2022-01-27 04:00:00,0.8162,0.8234,0.809,0.8217
2022-01-27 05:00:00,0.8191,0.824,0.8144,0.8182
2022-01-27 06:00:00,0.8185,0.8245,0.8118,0.819
2022-01-27 07:00:00,0.8212,0.83,0.8186,0.8207
2022-01-27 08:00:00,0.82,0.8331,0.8098,0.8276
2022-01-27 09:00:00,0.8316,0.8517,0.8309,0.8454
2022-01-27 10:00:00,0.8458,0.8561,0.8376,0.8404
2022-01-27 11:00:00,0.8404,0.8551,0.838,0.8521
2022-01-27 12:00:00,0.8547,0.8689,0.853,0.8656
2022-01-27 13:00:00,0.8686,0.875,0.8584,0.871
2022-01-27 14:00:00,0.871,0.8731,0.8594,0.8678
2022-01-27 15:00:00,0.8658,0.8714,0.8491,0.8573
2022-01-27 16:00:00,0.8579,0.8579,0.8462,0.8519
2022-01-27 17:00:00,0.8538,0.8564,0.8462,0.8503
2022-01-27 18:00:00,0.8505,0.8525,0.8348,0.8423
2022-01-27 19:00:00,0.844,0.8475,0.8309,0.8363
2022-01-27 20:00:00,0.8363,0.837,0.8218,0.8239
2022-01-27 21:00:00,0.8248,0.842,0.8165,0.8311
2022-01-27 22:00:00,0.8285,0.8485,0.8248,0.8462
2022-01-27 23:00:00,0.8442,0.8651,0.8442,0.8581
2022-01-28 00:00:00,0.8562,0.8875,0.8562,0.8875
2022-01-28 01:00:00,0.8845,0.8966,0.8548,0.8671
2022-01-28 02:00:00,0.8624,0.8738,0.8552,0.8715
2022-01-28 03:00:00,0.873,0.8856,0.8676,0.8835
2022-01-28 04:00:00,0.884,0.8929,0.8728,0.8773
2022-01-28 05:00:00,0.8768,0.8806,0.8727,0.8755
2022-01-28 06:00:00,0.8759,0.8877,0.8702,0.8703
2022-01-28 07:00:00,0.8703,0.8786,0.8679,0.8763
2022-01-28 08:00:00,0.8798,0.8885,0.8675,0.886
2022-01-28 09:00:00,0.884,0.8884,0.8785,0.8859
2022-01-28 10:00:00,0.8855,0.9474,0.878,0.9275
2022-01-28 11:00:00,0.9287,0.9545,0.8898,0.8924
2022-01-28 12:00:00,0.8954,0.8986,0.8643,0.8742
2022-01-28 13:00:00,0.8701,0.8997,0.8651,0.8914
2022-01-28 14:00:00,0.8913,0.9232,0.8858,0.9036
2022-01-28 15:00:00,0.9009,0.9147,0.9,0.9133
2022-01-28 16:00:00,0.9135,0.9192,0.9033,0.9085
2022-01-28 17:00:00,0.9097,0.9097,0.8923,0.8956
2022-01-28 18:00:00,0.8966,0.9066,0.8888,0.9061
2022-01-28 19:00:00,0.9065,0.9077,0.8988,0.9053
2022-01-28 20:00:00,0.9052,0.9215,0.8996,0.9211
2022-01-28 21:00:00,0.9211,0.9221,0.9126,0.9162
2022-01-28 22:00:00,0.9191,0.9246,0.9149,0.9225
2022-01-28 23:00:00,0.9231,0.9378,0.918,0.9361
2022-01-29 00:00:00,0.9361,0.9544,0.9276,0.946
2022-01-29 01:00:00,0.9423,0.956,0.9291,0.9352
2022-01-29 02:00:00,0.9351,0.9452,0.9238,0.9246
2022-01-29 03:00:00,0.9252,0.9402,0.9237,0.9348
2022-01-29 04:00:00,0.933,0.9449,0.9277,0.9401
2022-01-29 05:00:00,0.9376,0.9427,0.9326,0.9384
2022-01-29 06:00:00,0.9393,0.9783,0.9347,0.953
2022-01-29 07:00:00,0.9513,0.956,0.9442,0.9476
2022-01-29 08:00:00,0.9482,0.9546,0.9364,0.9364
2022-01-29 09:00:00,0.9362,0.9426,0.9312,0.9388
2022-01-29 10:00:00,0.941,0.9427,0.9361,0.9383
2022-01-29 11:00:00,0.9376,0.9405,0.9334,0.9358
2022-01-29 12:00:00,0.938,0.9602,0.9307,0.9401
2022-01-29 13:00:00,0.94,0.9468,0.9364,0.9412
2022-01-29 14:00:00,0.9427,0.9436,0.9276,0.9276
2022-01-29 15:00:00,0.9275,0.9301,0.9057,0.9071
2022-01-29 16:00:00,0.9104,0.9161,0.8988,0.9032
2022-01-29 17:00:00,0.9057,0.9153,0.8992,0.9123
2022-01-29 18:00:00,0.9126,0.9219,0.9099,0.9219
2022-01-29 19:00:00,0.9217,0.9246,0.9172,0.9219
2022-01-29 20:00:00,0.9208,0.9354,0.9189,0.9319
2022-01-29 21:00:00,0.9317,0.9401,0.9317,0.938
2022-01-29 22:00:00,0.9356,0.937,0.928,0.9322
2022-01-29 23:00:00,0.936,0.9375,0.9262,0.9271
2022-01-30 00:00:00,0.926,0.9432,0.925,0.9372
2022-01-30 01:00:00,0.9372,0.96,0.9372,0.9439
2022-01-30 02:00:00,0.9489,0.9568,0.9405,0.9508
2022-01-30 03:00:00,0.9519,0.9675,0.9497,0.9525
2022-01-30 04:00:00,0.9525,0.9634,0.9496,0.9546
2022-01-30 05:00:00,0.9524,0.9566,0.9452,0.9452
2022-01-30 06:00:00,0.9452,0.948,0.9427,0.948
2022-01-30 07:00:00,0.9486,0.9554,0.9473,0.9527
2022-01-30 08:00:00,0.9533,0.9533,0.9428,0.9444
2022-01-30 09:00:00,0.9427,0.9465,0.9389,0.9392
2022-01-30 10:00:00,0.9392,0.9415,0.93,0.9359
2022-01-30 11:00:00,0.9366,0.9377,0.9216,0.9357
2022-01-30 12:00:00,0.9361,0.9381,0.9288,0.9288
2022-01-30 13:00:00,0.9271,0.9277,0.9162,0.9183
2022-01-30 14:00:00,0.9185,0.9234,0.8976,0.9027
2022-01-30 15:00:00,0.9037,0.9164,0.903,0.9079
2022-01-30 16:00:00,0.9075,0.9128,0.9049,0.9092
2022-01-30 17:00:00,0.9086,0.9131,0.9042,0.9084
2022-01-30 18:00:00,0.9112,0.9139,0.9052,0.9052
2022-01-30 19:00:00,0.907,0.907,0.8945,0.8953
2022-01-30 20:00:00,0.8953,0.9014,0.8902,0.8984
2022-01-30 21:00:00,0.8985,0.8998,0.892,0.8973
2022-01-30 22:00:00,0.8951,0.9059,0.89,0.9059
2022-01-30 23:00:00,0.904,0.9202,0.9033,0.9033
2022-01-31 00:00:00,0.906,0.9467,0.8807,0.8822
2022-01-31 01:00:00,0.8805,0.8816,0.8648,0.8662
2022-01-31 02:00:00,0.8654,0.8878,0.8567,0.8759
2022-01-31 03:00:00,0.8773,0.8846,0.876,0.8828
2022-01-31 04:00:00,0.8835,0.8839,0.8721,0.8745
2022-01-31 05:00:00,0.8772,0.8782,0.8719,0.8762
2022-01-31 06:00:00,0.8785,0.8817,0.8736,0.8736
2022-01-31 07:00:00,0.874,0.8821,0.8739,0.8752
2022-01-31 08:00:00,0.8776,0.8834,0.8776,0.8834
2022-01-31 09:00:00,0.8813,0.8868,0.8804,0.8844
2022-01-31 10:00:00,0.8827,0.8869,0.8827,0.885
2022-01-31 11:00:00,0.8848,0.8859,0.873,0.8807
2022-01-31 12:00:00,0.8762,0.8777,0.8691,0.8733
2022-01-31 13:00:00,0.8734,0.8776,0.8689,0.8759
2022-01-31 14:00:00,0.8759,0.8896,0.8759,0.8896
2022-01-31 15:00:00,0.8896,0.8961,0.8882,0.8925
2022-01-31 16:00:00,0.8944,0.9128,0.8918,0.9082
2022-01-31 17:00:00,0.9073,0.9179,0.9045,0.9134
2022-01-31 18:00:00,0.9133,0.9147,0.9048,0.9114
2022-01-31 19:00:00,0.9119,0.9246,0.9104,0.9162
2022-01-31 20:00:00,0.9139,0.9251,0.9123,0.9242
2022-01-31 21:00:00,0.9242,0.9299,0.9192,0.9232
2022-01-31 22:00:00,0.9241,0.9333,0.9227,0.9231
2022-01-31 23:00:00,0.9219,0.9336,0.921,0.9297
2022-02-01 00:00:00,0.9289,0.9353,0.9171,0.9227
2022-02-01 01:00:00,0.9227,0.9402,0.9218,0.9249
2022-02-01 02:00:00,0.9248,0.9383,0.9239,0.9349
2022-02-01 03:00:00,0.9349,0.9418,0.9311,0.9418
2022-02-01 04:00:00,0.9418,0.9469,0.9349,0.9349
2022-02-01 05:00:00,0.9373,0.9392,0.9336,0.9336
2022-02-01 06:00:00,0.9332,0.9332,0.9199,0.9257
2022-02-01 07:00:00,0.9244,0.9354,0.9244,0.9247
2022-02-01 08:00:00,0.9246,0.9325,0.9222,0.9325
2022-02-01 09:00:00,0.9321,0.9425,0.9183,0.9194
2022-02-01 10:00:00,0.9194,0.9261,0.912,0.921
2022-02-01 11:00:00,0.9216,0.9255,0.9207,0.9246
2022-02-01 12:00:00,0.9232,0.9333,0.9231,0.9325
2022-02-01 13:00:00,0.9291,0.9339,0.9273,0.9276
2022-02-01 14:00:00,0.9288,0.9354,0.9187,0.9188
2022-02-01 15:00:00,0.9194,0.9291,0.915,0.9289
2022-02-01 16:00:00,0.9249,0.9308,0.9249,0.9287
2022-02-01 17:00:00,0.9268,0.93,0.9243,0.9276
2022-02-01 18:00:00,0.9297,0.9324,0.9229,0.9229
2022-02-01 19:00:00,0.9254,0.9258,0.9171,0.919
2022-02-01 20:00:00,0.9189,0.9265,0.9189,0.9222
2022-02-01 21:00:00,0.9223,0.9249,0.919,0.9213
2022-02-01 22:00:00,0.9227,0.9257,0.9158,0.919
2022-02-01 23:00:00,0.9205,0.9284,0.919,0.9227
2022-02-02 00:00:00,0.9213,0.9276,0.9164,0.9172
2022-02-02 01:00:00,0.9198,0.9198,0.9158,0.9198
2022-02-02 02:00:00,0.917,0.9214,0.917,0.9195
2022-02-02 03:00:00,0.9199,0.9223,0.9157,0.9179
2022-02-02 04:00:00,0.9174,0.9174,0.9125,0.9148
2022-02-02 05:00:00,0.9133,0.9133,0.9054,0.9054
2022-02-02 06:00:00,0.9067,0.9153,0.9052,0.9052
2022-02-02 07:00:00,0.9067,0.9125,0.9042,0.9068
2022-02-02 08:00:00,0.9091,0.9166,0.9086,0.9144
2022-02-02 09:00:00,0.9161,0.9278,0.9147,0.9252
2022-02-02 10:00:00,0.924,0.9241,0.919,0.9212
2022-02-02 11:00:00,0.9219,0.9238,0.9179,0.9232
2022-02-02 12:00:00,0.9225,0.9319,0.9221,0.925
2022-02-02 13:00:00,0.9255,0.9255,0.9156,0.9156
2022-02-02 14:00:00,0.9156,0.9187,0.8768,0.8835
2022-02-02 15:00:00,0.8843,0.9077,0.8827,0.89
2022-02-02 16:00:00,0.8925,0.8972,0.8789,0.8972
2022-02-02 17:00:00,0.8973,0.905,0.895,0.9008
2022-02-02 18:00:00,0.9037,0.9062,0.9017,0.9041
2022-02-02 19:00:00,0.9039,0.912,0.901,0.9107
2022-02-02 20:00:00,0.9093,0.9096,0.9012,0.903
2022-02-02 21:00:00,0.903,0.9042,0.8812,0.8921
2022-02-02 22:00:00,0.8925,0.8939,0.8816,0.8895
2022-02-02 23:00:00,0.8921,0.8921,0.8722,0.875
2022-02-03 00:00:00,0.876,0.9197,0.8722,0.9135
2022-02-03 01:00:00,0.9147,0.9634,0.9006,0.908
2022-02-03 02:00:00,0.9105,0.9137,0.8885,0.8886
2022-02-03 03:00:00,0.8893,0.9031,0.8885,0.8978
2022-02-03 04:00:00,0.8995,0.9077,0.8995,0.904
2022-02-03 05:00:00,0.9041,0.9194,0.9001,0.9072
2022-02-03 06:00:00,0.9065,0.9097,0.8983,0.9013
2022-02-03 07:00:00,0.9024,0.9083,0.9023,0.9083
2022-02-03 08:00:00,0.9082,0.9082,0.9023,0.9074
2022-02-03 09:00:00,0.9057,0.9087,0.8951,0.8961
2022-02-03 10:00:00,0.895,0.895,0.8681,0.8819
2022-02-03 11:00:00,0.8831,0.8984,0.8831,0.8946
2022-02-03 12:00:00,0.8927,0.8985,0.8847,0.8911
2022-02-03 13:00:00,0.8913,0.9059,0.8902,0.8949
2022-02-03 14:00:00,0.8947,0.8977,0.8888,0.8912
2022-02-03 15:00:00,0.8911,0.8996,0.8884,0.899
2022-02-03 16:00:00,0.8956,0.8976,0.8895,0.8907
2022-02-03 17:00:00,0.8891,0.8971,0.8882,0.894
2022-02-03 18:00:00,0.893,0.8946,0.8886,0.8891
2022-02-03 19:00:00,0.8897,0.8949,0.886,0.8892
2022-02-03 20:00:00,0.8889,0.8914,0.8837,0.8874
2022-02-03 21:00:00,0.8887,0.9049,0.8887,0.8997
2022-02-03 22:00:00,0.8997,0.9092,0.8986,0.9079
2022-02-03 23:00:00,0.906,0.9202,0.906,0.9158
2022-02-04 00:00:00,0.9121,0.9276,0.9121,0.9249
2022-02-04 01:00:00,0.9234,0.9364,0.9232,0.9313
2022-02-04 02:00:00,0.9309,0.9363,0.928,0.9313
2022-02-04 03:00:00,0.9312,0.934,0.9252,0.928
2022-02-04 04:00:00,0.9287,0.9312,0.9186,0.9239
2022-02-04 05:00:00,0.924,0.9337,0.924,0.9289
2022-02-04 06:00:00,0.931,0.9342,0.931,0.9341
2022-02-04 07:00:00,0.9342,0.9353,0.9259,0.927
2022-02-04 08:00:00,0.9296,0.9323,0.9279,0.9312
2022-02-04 09:00:00,0.9311,0.9324,0.9285,0.9294
2022-02-04 10:00:00,0.9315,0.9409,0.9315,0.9378
2022-02-04 11:00:00,0.9376,0.9429,0.9285,0.9405
2022-02-04 12:00:00,0.9395,0.9483,0.9388,0.9459
2022-02-04 13:00:00,0.9432,0.9468,0.9265,0.9265
2022-02-04 14:00:00,0.9282,0.9384,0.925,0.935
2022-02-04 15:00:00,0.936,0.9657,0.9358,0.964
2022-02-04 16:00:00,0.9657,0.9829,0.9617,0.9776
2022-02-04 17:00:00,0.9788,0.9835,0.9717,0.9831
2022-02-04 18:00:00,0.9801,0.9826,0.9716,0.9814
2022-02-04 19:00:00,0.9802,0.9844,0.976,0.9844
2022-02-04 20:00:00,0.9846,0.985,0.9811,0.9836
2022-02-04 21:00:00,0.9836,0.9906,0.9813,0.987
2022-02-04 22:00:00,0.987,0.991,0.9804,0.9893
2022-02-04 23:00:00,0.9893,1.0218,0.987,1.0076
2022-02-05 00:00:00,1.0062,1.0647,1.0043,1.0275
2022-02-05 01:00:00,1.0281,1.0593,1.0217,1.0585
2022-02-05 02:00:00,1.0588,1.1483,1.055,1.0915
2022-02-05 03:00:00,1.0926,1.1306,1.0893,1.0979
2022-02-05 04:00:00,1.0975,1.1172,1.0919,1.1034
2022-02-05 05:00:00,1.1034,1.106,1.099,1.1013
2022-02-05 06:00:00,1.1018,1.1145,1.0943,1.0943
2022-02-05 07:00:00,1.0943,1.0945,1.0699,1.0723
2022-02-05 08:00:00,1.0724,1.0914,1.072,1.0871
2022-02-05 09:00:00,1.0898,1.0971,1.086,1.0927
2022-02-05 10:00:00,1.0899,1.0962,1.0829,1.0914
