datetime,ALGOUSD_open,ALGOUSD_high,ALGOUSD_low,ALGOUSD_close
2022-01-18 17:00:00,1.2998,1.3011,1.2884,1.2917
2022-01-18 18:00:00,1.2919,1.2994,1.2875,1.2955
2022-01-18 19:00:00,1.2952,1.308,1.2939,1.2999
2022-01-18 20:00:00,1.3001,1.3037,1.2868,1.2995
2022-01-18 21:00:00,1.2999,1.322,1.295,1.32
2022-01-18 22:00:00,1.32,1.3343,1.3141,1.3275
2022-01-18 23:00:00,1.3282,1.3291,1.3168,1.3179
2022-01-19 00:00:00,1.3176,1.3229,1.3038,1.3048
2022-01-19 01:00:00,1.304,1.3177,1.304,1.3164
2022-01-19 02:00:00,1.3165,1.3207,1.3139,1.3179
2022-01-19 03:00:00,1.3171,1.3193,1.2841,1.2931
2022-01-19 04:00:00,1.2936,1.3028,1.2913,1.2936
2022-01-19 05:00:00,1.2935,1.2999,1.2857,1.2926
2022-01-19 06:00:00,1.2924,1.2995,1.2855,1.2895
2022-01-19 07:00:00,1.2891,1.2894,1.2367,1.2448
2022-01-19 08:00:00,1.2454,1.2459,1.2257,1.2387
2022-01-19 09:00:00,1.2386,1.2581,1.2364,1.252
2022-01-19 10:00:00,1.2521,1.2541,1.2383,1.2477
2022-01-19 11:00:00,1.2477,1.2782,1.2474,1.2776
2022-01-19 12:00:00,1.2779,1.2832,1.2694,1.273
2022-01-19 13:00:00,1.2736,1.2898,1.2723,1.2863
2022-01-19 14:00:00,1.2857,1.3024,1.2814,1.3011
2022-01-19 15:00:00,1.3011,1.3082,1.2834,1.2906
2022-01-19 16:00:00,1.2902,1.2942,1.2746,1.2829
2022-01-19 17:00:00,1.2825,1.2992,1.2825,1.2978
2022-01-19 18:00:00,1.2981,1.3009,1.287,1.2954
2022-01-19 19:00:00,1.2952,1.2983,1.2878,1.296
2022-01-19 20:00:00,1.2957,1.2963,1.2647,1.2666
2022-01-19 21:00:00,1.2671,1.2755,1.2661,1.2669
2022-01-19 22:00:00,1.2668,1.2896,1.2576,1.283
2022-01-19 23:00:00,1.2833,1.2833,1.2655,1.2659
2022-01-20 00:00:00,1.2654,1.2739,1.2465,1.2517
2022-01-20 01:00:00,1.2519,1.2557,1.23,1.2352
2022-01-20 02:00:00,1.2358,1.2561,1.2354,1.2528
2022-01-20 03:00:00,1.2531,1.2625,1.2511,1.2612
2022-01-20 04:00:00,1.2622,1.2688,1.2587,1.2664
2022-01-20 05:00:00,1.2661,1.2739,1.2622,1.2684
2022-01-20 06:00:00,1.2687,1.2801,1.2682,1.2775
2022-01-20 07:00:00,1.2778,1.2848,1.2755,1.2845
2022-01-20 08:00:00,1.2842,1.295,1.2768,1.2883
2022-01-20 09:00:00,1.2883,1.2963,1.2844,1.2938
2022-01-20 10:00:00,1.294,1.2962,1.2824,1.2858
2022-01-20 11:00:00,1.2863,1.2937,1.2847,1.2922
2022-01-20 12:00:00,1.2919,1.2919,1.2773,1.2817
2022-01-20 13:00:00,1.2813,1.2957,1.2765,1.294
2022-01-20 14:00:00,1.2942,1.3276,1.294,1.3189
2022-01-20 15:00:00,1.3188,1.3269,1.3151,1.3209
2022-01-20 16:00:00,1.3212,1.3235,1.3085,1.3112
2022-01-20 17:00:00,1.3117,1.3139,1.2969,1.2989
2022-01-20 18:00:00,1.2991,1.3026,1.2938,1.2941
2022-01-20 19:00:00,1.2936,1.3011,1.2861,1.2873
2022-01-20 20:00:00,1.287,1.2891,1.2766,1.2811
2022-01-20 21:00:00,1.2807,1.2807,1.2191,1.2191
2022-01-20 22:00:00,1.2197,1.2314,1.1961,1.2075
2022-01-20 23:00:00,1.2075,1.212,1.1551,1.1614
2022-01-21 00:00:00,1.1617,1.1974,1.1474,1.1792
2022-01-21 01:00:00,1.1792,1.1807,1.1224,1.1253
2022-01-21 02:00:00,1.1253,1.1599,1.121,1.1373
2022-01-21 03:00:00,1.1371,1.1415,1.0905,1.1068
2022-01-21 04:00:00,1.1068,1.1284,1.1058,1.114
2022-01-21 05:00:00,1.1138,1.126,1.1079,1.1186
2022-01-21 06:00:00,1.1187,1.1247,1.1102,1.1126
2022-01-21 07:00:00,1.1124,1.1363,1.11,1.1267
2022-01-21 08:00:00,1.1262,1.1398,1.1218,1.1344
2022-01-21 09:00:00,1.1345,1.1373,1.1218,1.1278
2022-01-21 10:00:00,1.1274,1.1379,1.1255,1.1324
2022-01-21 11:00:00,1.132,1.133,1.1144,1.1221
2022-01-21 12:00:00,1.1223,1.1241,1.0561,1.0933
2022-01-21 13:00:00,1.0933,1.1391,1.0929,1.1323
2022-01-21 14:00:00,1.1325,1.1517,1.1279,1.1412
2022-01-21 15:00:00,1.1409,1.1808,1.132,1.1644
2022-01-21 16:00:00,1.1645,1.1698,1.1431,1.1459
2022-01-21 17:00:00,1.1455,1.1518,1.1355,1.1421
2022-01-21 18:00:00,1.1418,1.1725,1.1275,1.1402
2022-01-21 19:00:00,1.1414,1.1667,1.1242,1.1263
2022-01-21 20:00:00,1.1273,1.14,1.0959,1.1159
2022-01-21 21:00:00,1.116,1.1318,1.0077,1.0405
2022-01-21 22:00:00,1.0405,1.0567,1.0,1.0266
2022-01-21 23:00:00,1.028,1.0575,1.0049,1.0303
2022-01-22 00:00:00,1.0301,1.0628,1.023,1.0485
2022-01-22 01:00:00,1.0488,1.0544,1.0329,1.0474
2022-01-22 02:00:00,1.0473,1.0475,1.0193,1.025
2022-01-22 03:00:00,1.0252,1.0396,1.0044,1.0146
2022-01-22 04:00:00,1.0152,1.02,0.99,0.9971
2022-01-22 05:00:00,0.9968,0.9987,0.9258,0.9326
2022-01-22 06:00:00,0.9319,0.9474,0.9027,0.9138
2022-01-22 07:00:00,0.9135,0.9278,0.878,0.8784
2022-01-22 08:00:00,0.8784,0.9126,0.878,0.8904
2022-01-22 09:00:00,0.8907,0.9029,0.8412,0.846
2022-01-22 10:00:00,0.8454,0.8954,0.7978,0.8837
2022-01-22 11:00:00,0.8831,0.8957,0.8588,0.8827
2022-01-22 12:00:00,0.8825,0.9287,0.8804,0.9213
2022-01-22 13:00:00,0.9209,0.937,0.9129,0.9183
2022-01-22 14:00:00,0.9185,0.9205,0.8912,0.8928
2022-01-22 15:00:00,0.8925,0.902,0.8794,0.8842
2022-01-22 16:00:00,0.8848,0.9386,0.8719,0.9097
2022-01-22 17:00:00,0.9093,0.9187,0.8857,0.8899
2022-01-22 18:00:00,0.8894,0.9033,0.8766,0.8868
2022-01-22 19:00:00,0.887,0.9239,0.8865,0.9092
2022-01-22 20:00:00,0.9093,0.9586,0.8995,0.9459
2022-01-22 21:00:00,0.9457,0.9621,0.9328,0.9515
2022-01-22 22:00:00,0.9514,0.9514,0.9235,0.9276
2022-01-22 23:00:00,0.9273,0.9542,0.9232,0.9512
2022-01-23 00:00:00,0.9513,0.9819,0.939,0.9782
2022-01-23 01:00:00,0.9777,0.9841,0.97,0.9724
2022-01-23 02:00:00,0.9722,0.9746,0.946,0.9481
2022-01-23 03:00:00,0.9479,0.959,0.9406,0.9548
2022-01-23 04:00:00,0.9547,0.9736,0.9461,0.9642
2022-01-23 05:00:00,0.9641,0.9778,0.9458,0.9749
2022-01-23 06:00:00,0.9747,0.9791,0.9589,0.9633
2022-01-23 07:00:00,0.9632,0.9888,0.9605,0.9852
2022-01-23 08:00:00,0.9848,0.9953,0.9794,0.99
2022-01-23 09:00:00,0.9903,1.0063,0.9839,0.9894
2022-01-23 10:00:00,0.9897,0.996,0.9796,0.9909
2022-01-23 11:00:00,0.991,0.991,0.9717,0.9774
2022-01-23 12:00:00,0.9776,0.9932,0.9672,0.9895
2022-01-23 13:00:00,0.9893,1.0021,0.9822,0.9925
2022-01-23 14:00:00,0.9921,0.9987,0.9384,0.962
2022-01-23 15:00:00,0.9617,0.966,0.9425,0.9534
2022-01-23 16:00:00,0.9534,0.9662,0.9465,0.954
2022-01-23 17:00:00,0.9539,0.9706,0.9512,0.9629
2022-01-23 18:00:00,0.9629,0.9668,0.9344,0.9396
2022-01-23 19:00:00,0.9397,0.9477,0.925,0.9309
2022-01-23 20:00:00,0.9302,0.9489,0.9261,0.9448
2022-01-23 21:00:00,0.9448,0.9622,0.9365,0.9476
2022-01-23 22:00:00,0.9474,0.9577,0.9454,0.9555
2022-01-23 23:00:00,0.9563,1.0008,0.9527,0.9895
2022-01-24 00:00:00,0.9895,0.9899,0.9649,0.9684
2022-01-24 01:00:00,0.9677,0.9774,0.9637,0.9699
2022-01-24 02:00:00,0.97,0.9716,0.9415,0.9437
2022-01-24 03:00:00,0.944,0.9511,0.9405,0.9487
2022-01-24 04:00:00,0.949,0.9546,0.93,0.9307
2022-01-24 05:00:00,0.9308,0.9308,0.9108,0.9178
2022-01-24 06:00:00,0.9178,0.924,0.9108,0.912
2022-01-24 07:00:00,0.9121,0.9127,0.8919,0.8953
2022-01-24 08:00:00,0.8958,0.9104,0.8853,0.8906
2022-01-24 09:00:00,0.8908,0.8959,0.8648,0.8698
2022-01-24 10:00:00,0.87,0.8719,0.8331,0.834
2022-01-24 11:00:00,0.8342,0.866,0.829,0.8462
2022-01-24 12:00:00,0.8459,0.8525,0.8231,0.8318
2022-01-24 13:00:00,0.8323,0.8455,0.82,0.8295
2022-01-24 14:00:00,0.8286,0.8676,0.8171,0.8451
2022-01-24 15:00:00,0.8451,0.8878,0.8256,0.8767
2022-01-24 16:00:00,0.8773,0.8873,0.8498,0.864
2022-01-24 17:00:00,0.8639,0.915,0.85,0.9137
2022-01-24 18:00:00,0.9134,0.9224,0.8956,0.9058
2022-01-24 19:00:00,0.906,0.913,0.8903,0.9065
2022-01-24 20:00:00,0.9057,0.942,0.9012,0.9323
2022-01-24 21:00:00,0.9334,0.9376,0.9219,0.9276
2022-01-24 22:00:00,0.9283,0.9324,0.9101,0.9113
2022-01-24 23:00:00,0.9118,0.9304,0.9113,0.9125
2022-01-25 00:00:00,0.9124,0.9189,0.8951,0.896
2022-01-25 01:00:00,0.8959,0.9077,0.893,0.9013
2022-01-25 02:00:00,0.9011,0.9118,0.8966,0.9103
2022-01-25 03:00:00,0.9103,0.9157,0.9048,0.9126
2022-01-25 04:00:00,0.9121,0.9149,0.8851,0.8863
2022-01-25 05:00:00,0.8863,0.8914,0.8824,0.8877
2022-01-25 06:00:00,0.8877,0.8915,0.8767,0.8773
2022-01-25 07:00:00,0.8775,0.8804,0.8672,0.8772
2022-01-25 08:00:00,0.8768,0.8943,0.8749,0.8827
2022-01-25 09:00:00,0.8833,0.9019,0.8796,0.8972
2022-01-25 10:00:00,0.8978,0.9111,0.8924,0.8968
2022-01-25 11:00:00,0.8967,0.9043,0.888,0.8892
2022-01-25 12:00:00,0.8895,0.9032,0.8825,0.8921
2022-01-25 13:00:00,0.8921,0.9076,0.8841,0.9027
2022-01-25 14:00:00,0.9023,0.9109,0.8809,0.8821
2022-01-25 15:00:00,0.8817,0.8963,0.8692,0.8874
2022-01-25 16:00:00,0.8873,0.9086,0.8854,0.9001
2022-01-25 17:00:00,0.9,0.917,0.8973,0.9112
2022-01-25 18:00:00,0.9114,0.9491,0.9049,0.9412
2022-01-25 19:00:00,0.9412,0.95,0.9186,0.9197
2022-01-25 20:00:00,0.9197,0.921,0.9066,0.9099
2022-01-25 21:00:00,0.9096,0.9114,0.8912,0.8964
2022-01-25 22:00:00,0.8964,0.9125,0.8924,0.9125
2022-01-25 23:00:00,0.9126,0.9379,0.9078,0.9223
2022-01-26 00:00:00,0.9223,0.9304,0.905,0.9176
2022-01-26 01:00:00,0.9178,0.9295,0.9149,0.9269
2022-01-26 02:00:00,0.9269,0.9308,0.9169,0.9174
2022-01-26 03:00:00,0.917,0.9396,0.9169,0.937
2022-01-26 04:00:00,0.9373,0.9517,0.933,0.9499
2022-01-26 05:00:00,0.9499,0.9503,0.936,0.9402
2022-01-26 06:00:00,0.9401,0.9405,0.9226,0.9247
2022-01-26 07:00:00,0.9252,0.9316,0.9213,0.9296
2022-01-26 08:00:00,0.9292,0.941,0.9289,0.9396
2022-01-26 09:00:00,0.9397,0.9486,0.9378,0.9397
2022-01-26 10:00:00,0.9395,0.9527,0.9352,0.9475
2022-01-26 11:00:00,0.9476,0.9531,0.9414,0.9485
2022-01-26 12:00:00,0.9489,0.9497,0.9422,0.9461
2022-01-26 13:00:00,0.9462,0.9797,0.9426,0.9719
2022-01-26 14:00:00,0.9722,0.9886,0.9665,0.9761
2022-01-26 15:00:00,0.9762,0.9795,0.9578,0.9653
2022-01-26 16:00:00,0.9643,0.9741,0.9475,0.9488
2022-01-26 17:00:00,0.949,0.959,0.9453,0.9524
2022-01-26 18:00:00,0.9529,0.9531,0.9248,0.9429
2022-01-26 19:00:00,0.943,0.9954,0.9413,0.9552
2022-01-26 20:00:00,0.9546,0.9549,0.9159,0.9289
2022-01-26 21:00:00,0.929,0.9378,0.8932,0.8954
2022-01-26 22:00:00,0.8953,0.9196,0.8941,0.9145
2022-01-26 23:00:00,0.9146,0.9336,0.9133,0.9233
2022-01-27 00:00:00,0.9235,0.9354,0.9153,0.9316
2022-01-27 01:00:00,0.931,0.931,0.8866,0.8881
2022-01-27 02:00:00,0.8882,0.9036,0.8774,0.8912
2022-01-27 03:00:00,0.8915,0.8991,0.8783,0.887
2022-01-27 04:00:00,0.8869,0.8949,0.8816,0.8931
2022-01-27 05:00:00,0.8931,0.9022,0.8917,0.8963
2022-01-27 06:00:00,0.8961,0.904,0.891,0.9019
2022-01-27 07:00:00,0.902,0.907,0.8951,0.8992
2022-01-27 08:00:00,0.8998,0.9115,0.8902,0.9091
2022-01-27 09:00:00,0.9089,0.919,0.9057,0.9156
2022-01-27 10:00:00,0.9155,0.9187,0.9027,0.9057
2022-01-27 11:00:00,0.9054,0.9213,0.9054,0.9193
2022-01-27 12:00:00,0.9194,0.9319,0.9155,0.9208
2022-01-27 13:00:00,0.9208,0.9339,0.9193,0.9337
2022-01-27 14:00:00,0.9335,0.9465,0.9299,0.9442
2022-01-27 15:00:00,0.944,0.9508,0.9309,0.9377
2022-01-27 16:00:00,0.9377,0.9437,0.9229,0.9357
2022-01-27 17:00:00,0.9358,0.9382,0.9257,0.9364
2022-01-27 18:00:00,0.9362,0.949,0.9287,0.9455
2022-01-27 19:00:00,0.9453,0.957,0.9126,0.9177
2022-01-27 20:00:00,0.9179,0.9343,0.8873,0.8887
2022-01-27 21:00:00,0.8889,0.909,0.8828,0.9024
2022-01-27 22:00:00,0.9026,0.9332,0.8952,0.9285
2022-01-27 23:00:00,0.9285,0.9408,0.9264,0.9364
2022-01-28 00:00:00,0.9365,0.9537,0.9244,0.9384
2022-01-28 01:00:00,0.9384,0.9459,0.9217,0.933
2022-01-28 02:00:00,0.9327,0.9351,0.9207,0.9327
2022-01-28 03:00:00,0.9328,0.9479,0.931,0.9405
2022-01-28 04:00:00,0.9412,0.9484,0.9377,0.945
2022-01-28 05:00:00,0.9445,0.9557,0.9408,0.9503
2022-01-28 06:00:00,0.9501,0.9698,0.9478,0.9478
2022-01-28 07:00:00,0.9481,0.9653,0.9426,0.9436
2022-01-28 08:00:00,0.9434,0.9547,0.9288,0.9527
2022-01-28 09:00:00,0.9524,0.9555,0.9382,0.9458
2022-01-28 10:00:00,0.9454,0.9537,0.938,0.9528
2022-01-28 11:00:00,0.9531,0.9555,0.9347,0.9366
2022-01-28 12:00:00,0.9366,0.9419,0.9235,0.9318
2022-01-28 13:00:00,0.9325,0.9522,0.927,0.9516
2022-01-28 14:00:00,0.9521,0.9584,0.9396,0.9418
2022-01-28 15:00:00,0.9412,0.9684,0.9382,0.9603
2022-01-28 16:00:00,0.9606,0.97,0.9475,0.9498
2022-01-28 17:00:00,0.9499,0.9511,0.9381,0.9402
2022-01-28 18:00:00,0.9405,0.9639,0.9387,0.961
2022-01-28 19:00:00,0.9609,0.9629,0.9393,0.9471
2022-01-28 20:00:00,0.9473,0.9704,0.9428,0.9694
2022-01-28 21:00:00,0.9697,0.986,0.968,0.98
2022-01-28 22:00:00,0.9801,0.9807,0.9559,0.957
2022-01-28 23:00:00,0.9572,0.9601,0.9504,0.9591
2022-01-29 00:00:00,0.9588,0.9718,0.9555,0.9717
2022-01-29 01:00:00,0.9719,0.974,0.9552,0.966
2022-01-29 02:00:00,0.9659,0.9723,0.9633,0.9695
2022-01-29 03:00:00,0.9693,0.9753,0.9691,0.9725
2022-01-29 04:00:00,0.9729,0.9774,0.9672,0.9695
2022-01-29 05:00:00,0.9697,0.9736,0.9651,0.9725
2022-01-29 06:00:00,0.9727,0.981,0.971,0.978
2022-01-29 07:00:00,0.978,0.9933,0.978,0.9891
2022-01-29 08:00:00,0.9892,0.9957,0.9878,0.9908
2022-01-29 09:00:00,0.9907,1.0,0.981,0.9934
2022-01-29 10:00:00,0.9932,0.9967,0.9856,0.9943
2022-01-29 11:00:00,0.994,0.9961,0.9888,0.9935
2022-01-29 12:00:00,0.9934,1.0035,0.9871,0.9963
2022-01-29 13:00:00,0.9968,1.0075,0.9899,1.0067
2022-01-29 14:00:00,1.0067,1.0069,0.973,0.9767
2022-01-29 15:00:00,0.9767,0.9893,0.961,0.9659
2022-01-29 16:00:00,0.9658,0.9721,0.9601,0.9721
2022-01-29 17:00:00,0.972,0.9829,0.9716,0.9764
2022-01-29 18:00:00,0.9766,0.9838,0.9761,0.9793
2022-01-29 19:00:00,0.9791,0.9825,0.9745,0.9752
2022-01-29 20:00:00,0.9754,0.9938,0.9729,0.9825
2022-01-29 21:00:00,0.9827,0.9931,0.9773,0.978
2022-01-29 22:00:00,0.9776,0.9788,0.9607,0.9641
2022-01-29 23:00:00,0.9643,0.9698,0.9584,0.9693
2022-01-30 00:00:00,0.9692,0.9721,0.9501,0.9541
2022-01-30 01:00:00,0.9543,0.9621,0.9539,0.9596
2022-01-30 02:00:00,0.9597,0.9647,0.956,0.9645
2022-01-30 03:00:00,0.9645,0.9708,0.9639,0.9661
2022-01-30 04:00:00,0.9666,0.9732,0.9619,0.9716
2022-01-30 05:00:00,0.9713,0.977,0.9691,0.9737
2022-01-30 06:00:00,0.9738,0.984,0.9723,0.9814
2022-01-30 07:00:00,0.9814,0.988,0.9802,0.9869
2022-01-30 08:00:00,0.9871,0.9899,0.9743,0.9746
2022-01-30 09:00:00,0.9748,0.9794,0.9687,0.9704
2022-01-30 10:00:00,0.9702,0.9817,0.9674,0.9811
2022-01-30 11:00:00,0.9812,0.9844,0.9747,0.9804
2022-01-30 12:00:00,0.9808,0.9819,0.9614,0.9671
2022-01-30 13:00:00,0.9669,0.9693,0.96,0.9602
2022-01-30 14:00:00,0.9605,0.9621,0.9404,0.9481
2022-01-30 15:00:00,0.9479,0.955,0.9428,0.9518
2022-01-30 16:00:00,0.9519,0.955,0.9404,0.9415
2022-01-30 17:00:00,0.9415,0.95,0.9373,0.949
2022-01-30 18:00:00,0.949,0.9586,0.9468,0.9514
2022-01-30 19:00:00,0.9515,0.9519,0.9302,0.9423
2022-01-30 20:00:00,0.9418,0.9467,0.9289,0.9423
2022-01-30 21:00:00,0.9423,0.9457,0.9321,0.9386
2022-01-30 22:00:00,0.9387,0.948,0.9333,0.9418
2022-01-30 23:00:00,0.9416,0.958,0.9415,0.9447
2022-01-31 00:00:00,0.945,0.948,0.9126,0.9184
2022-01-31 01:00:00,0.9179,0.9224,0.9129,0.9157
2022-01-31 02:00:00,0.9156,0.9194,0.9033,0.9178
2022-01-31 03:00:00,0.918,0.9203,0.9134,0.9197
2022-01-31 04:00:00,0.9196,0.9198,0.9064,0.9153
2022-01-31 05:00:00,0.9155,0.9187,0.9112,0.9177
2022-01-31 06:00:00,0.9177,0.9217,0.9121,0.9129
2022-01-31 07:00:00,0.9125,0.9298,0.9112,0.9242
2022-01-31 08:00:00,0.9245,0.9281,0.922,0.9239
2022-01-31 09:00:00,0.924,0.9281,0.9197,0.9264
2022-01-31 10:00:00,0.9268,0.9321,0.925,0.9318
2022-01-31 11:00:00,0.9317,0.9361,0.9191,0.93
2022-01-31 12:00:00,0.93,0.9348,0.9186,0.9271
2022-01-31 13:00:00,0.9273,0.9362,0.9199,0.9345
2022-01-31 14:00:00,0.9345,0.9467,0.9297,0.9465
2022-01-31 15:00:00,0.9462,0.9681,0.9459,0.962
2022-01-31 16:00:00,0.9621,0.97,0.9568,0.9678
2022-01-31 17:00:00,0.9681,0.97,0.9589,0.9607
2022-01-31 18:00:00,0.9605,0.9651,0.9524,0.9526
2022-01-31 19:00:00,0.9531,0.9545,0.9433,0.9469
2022-01-31 20:00:00,0.9467,0.9476,0.9411,0.9444
2022-01-31 21:00:00,0.9445,0.9524,0.9431,0.951
2022-01-31 22:00:00,0.9508,0.9569,0.9501,0.9533
2022-01-31 23:00:00,0.9533,0.9606,0.9494,0.9504
2022-02-01 00:00:00,0.9503,0.958,0.9469,0.948
2022-02-01 01:00:00,0.9482,0.9556,0.9468,0.9542
2022-02-01 02:00:00,0.9544,0.9586,0.951,0.9523
2022-02-01 03:00:00,0.9525,0.9692,0.9495,0.9671
2022-02-01 04:00:00,0.967,0.975,0.9646,0.9742
2022-02-01 05:00:00,0.9742,0.9764,0.9655,0.9658
2022-02-01 06:00:00,0.9654,0.9671,0.959,0.9617
2022-02-01 07:00:00,0.9618,0.9771,0.961,0.9719
2022-02-01 08:00:00,0.9718,0.9809,0.9695,0.9806
2022-02-01 09:00:00,0.9804,0.9922,0.9648,0.967
2022-02-01 10:00:00,0.9669,0.9708,0.9564,0.9683
2022-02-01 11:00:00,0.9685,0.9753,0.9653,0.9673
2022-02-01 12:00:00,0.9668,0.9711,0.9632,0.9694
2022-02-01 13:00:00,0.9699,0.98,0.9668,0.9768
2022-02-01 14:00:00,0.9764,0.98,0.9649,0.9758
2022-02-01 15:00:00,0.9758,0.9842,0.9626,0.9822
2022-02-01 16:00:00,0.9825,0.99,0.9749,0.9889
2022-02-01 17:00:00,0.9883,0.99,0.9765,0.9816
2022-02-01 18:00:00,0.982,0.9892,0.9765,0.9783
2022-02-01 19:00:00,0.9781,0.98,0.9697,0.976
2022-02-01 20:00:00,0.9764,0.9805,0.9668,0.9671
2022-02-01 21:00:00,0.9671,0.9736,0.9624,0.9724
2022-02-01 22:00:00,0.9728,0.9728,0.9614,0.9637
2022-02-01 23:00:00,0.964,0.9709,0.9619,0.967
2022-02-02 00:00:00,0.9668,0.9856,0.9654,0.9804
2022-02-02 01:00:00,0.9803,0.9892,0.9793,0.9824
2022-02-02 02:00:00,0.9822,0.9952,0.9802,0.9828
2022-02-02 03:00:00,0.983,0.9957,0.983,0.9892
2022-02-02 04:00:00,0.9891,0.994,0.9832,0.9839
2022-02-02 05:00:00,0.9834,0.9877,0.9806,0.9847
2022-02-02 06:00:00,0.9846,0.9887,0.9722,0.9771
2022-02-02 07:00:00,0.9772,0.9835,0.9729,0.9779
2022-02-02 08:00:00,0.9783,0.9825,0.9754,0.9808
2022-02-02 09:00:00,0.9813,0.995,0.9793,0.9888
2022-02-02 10:00:00,0.9888,0.9997,0.9875,0.9937
2022-02-02 11:00:00,0.9936,1.0134,0.9923,1.004
2022-02-02 12:00:00,1.0042,1.0309,1.0014,1.0259
2022-02-02 13:00:00,1.0264,1.0299,1.0126,1.0158
2022-02-02 14:00:00,1.016,1.024,0.9816,0.9828
2022-02-02 15:00:00,0.9834,0.996,0.982,0.9888
2022-02-02 16:00:00,0.9886,0.9888,0.9601,0.9677
2022-02-02 17:00:00,0.9672,0.9786,0.9629,0.9786
2022-02-02 18:00:00,0.9783,1.0019,0.9765,0.9966
2022-02-02 19:00:00,0.9962,1.0,0.9901,0.9929
2022-02-02 20:00:00,0.9929,0.9938,0.9742,0.979
2022-02-02 21:00:00,0.9792,0.9835,0.928,0.9368
2022-02-02 22:00:00,0.9367,0.94,0.9253,0.9292
2022-02-02 23:00:00,0.929,0.9363,0.9217,0.9235
2022-02-03 00:00:00,0.9238,0.938,0.9219,0.9276
2022-02-03 01:00:00,0.9276,0.932,0.9112,0.9167
2022-02-03 02:00:00,0.9168,0.9292,0.9096,0.9274
2022-02-03 03:00:00,0.9276,0.928,0.9193,0.9233
2022-02-03 04:00:00,0.9226,0.927,0.9196,0.9215
2022-02-03 05:00:00,0.9223,0.9374,0.9207,0.9341
2022-02-03 06:00:00,0.9337,0.9393,0.9262,0.9305
2022-02-03 07:00:00,0.9305,0.9374,0.9298,0.9356
2022-02-03 08:00:00,0.936,0.9413,0.9332,0.9377
2022-02-03 09:00:00,0.9372,0.9375,0.912,0.912
2022-02-03 10:00:00,0.912,0.9139,0.9028,0.9083
2022-02-03 11:00:00,0.9081,0.9203,0.9013,0.9187
2022-02-03 12:00:00,0.9191,0.9237,0.9024,0.9225
2022-02-03 13:00:00,0.9219,0.9239,0.9094,0.9158
2022-02-03 14:00:00,0.9159,0.9242,0.9121,0.9227
2022-02-03 15:00:00,0.9225,0.9314,0.9182,0.9287
2022-02-03 16:00:00,0.9286,0.9379,0.9169,0.9169
2022-02-03 17:00:00,0.9167,0.9283,0.9101,0.9265
2022-02-03 18:00:00,0.9258,0.9285,0.9218,0.9253
2022-02-03 19:00:00,0.9253,0.9276,0.9116,0.9194
2022-02-03 20:00:00,0.9193,0.9206,0.908,0.9125
2022-02-03 21:00:00,0.9126,0.934,0.9126,0.9299
2022-02-03 22:00:00,0.9296,0.9382,0.9254,0.9296
2022-02-03 23:00:00,0.9286,0.937,0.9239,0.936
2022-02-04 00:00:00,0.9356,0.9381,0.9304,0.9375
2022-02-04 01:00:00,0.9373,0.9373,0.9285,0.9334
2022-02-04 02:00:00,0.9332,0.9383,0.9312,0.9319
2022-02-04 03:00:00,0.9319,0.9355,0.9299,0.9319
2022-02-04 04:00:00,0.9317,0.9342,0.9275,0.9279
2022-02-04 05:00:00,0.9285,0.9488,0.9266,0.9422
2022-02-04 06:00:00,0.9422,0.9495,0.9416,0.9482
2022-02-04 07:00:00,0.9485,0.954,0.9468,0.951
2022-02-04 08:00:00,0.9509,0.9586,0.9442,0.9463
2022-02-04 09:00:00,0.9463,0.9473,0.9417,0.9455
2022-02-04 10:00:00,0.9451,0.948,0.9389,0.9461
2022-02-04 11:00:00,0.9457,0.9473,0.9425,0.9445
2022-02-04 12:00:00,0.9446,0.9483,0.9401,0.9481
2022-02-04 13:00:00,0.9482,0.9519,0.928,0.9351
2022-02-04 14:00:00,0.9351,0.9469,0.9296,0.9452
2022-02-04 15:00:00,0.9454,0.975,0.942,0.9635
2022-02-04 16:00:00,0.963,0.9858,0.9624,0.9804
2022-02-04 17:00:00,0.9809,0.9828,0.9756,0.9815
2022-02-04 18:00:00,0.9815,0.9842,0.9738,0.976
2022-02-04 19:00:00,0.976,0.9888,0.9746,0.9853
2022-02-04 20:00:00,0.9854,0.9915,0.9815,0.9853
2022-02-04 21:00:00,0.9855,0.9859,0.9788,0.9836
2022-02-04 22:00:00,0.9836,0.9873,0.9789,0.9866
2022-02-04 23:00:00,0.9866,1.0008,0.9848,0.9987
2022-02-05 00:00:00,0.9987,1.0122,0.9916,0.9993
2022-02-05 01:00:00,0.9995,1.0036,0.992,0.9956
2022-02-05 02:00:00,0.996,1.0072,0.9946,1.0062
2022-02-05 03:00:00,1.0059,1.0073,1.0001,1.0069
2022-02-05 04:00:00,1.0067,1.0207,1.0051,1.0141
2022-02-05 05:00:00,1.0141,1.0406,1.0126,1.0335
2022-02-05 06:00:00,1.0345,1.046,1.0219,1.0226
2022-02-05 07:00:00,1.0225,1.023,1.0115,1.0166
2022-02-05 08:00:00,1.0166,1.0264,1.0159,1.0212
2022-02-05 09:00:00,1.0211,1.0279,1.0157,1.0232
2022-02-05 10:00:00,1.0231,1.0266,1.0183,1.0235
2022-02-05 11:00:00,1.0231,1.028,1.018,1.0239
2022-02-05 12:00:00,1.0241,1.0298,1.0189,1.0232
2022-02-05 13:00:00,1.0231,1.0268,1.0211,1.0264
