datetime,ONEBUSD_open,ONEBUSD_high,ONEBUSD_low,ONEBUSD_close
2022-01-05 17:00:00,0.27664,0.28318,0.25311,0.2779
2022-01-05 18:00:00,0.27759,0.28565,0.27397,0.27952
2022-01-05 19:00:00,0.27975,0.29259,0.27662,0.29257
2022-01-05 20:00:00,0.29262,0.29297,0.27538,0.278
2022-01-05 21:00:00,0.27789,0.28326,0.27064,0.27328
2022-01-05 22:00:00,0.27289,0.27571,0.26844,0.26861
2022-01-05 23:00:00,0.26868,0.27636,0.26849,0.275
2022-01-06 00:00:00,0.27504,0.27942,0.27275,0.27652
2022-01-06 01:00:00,0.27667,0.27986,0.27411,0.27888
2022-01-06 02:00:00,0.27888,0.28419,0.27706,0.28325
2022-01-06 03:00:00,0.28313,0.28326,0.27358,0.27872
2022-01-06 04:00:00,0.279,0.27961,0.27146,0.27291
2022-01-06 05:00:00,0.27324,0.28062,0.27324,0.27928
2022-01-06 06:00:00,0.2795,0.28062,0.27284,0.27711
2022-01-06 07:00:00,0.27732,0.27838,0.27224,0.27692
2022-01-06 08:00:00,0.27694,0.2859,0.27694,0.2851
2022-01-06 09:00:00,0.28525,0.28706,0.27958,0.28205
2022-01-06 10:00:00,0.28237,0.28513,0.2786,0.28343
2022-01-06 11:00:00,0.2836,0.28653,0.2801,0.28585
2022-01-06 12:00:00,0.28585,0.294,0.28486,0.2935
2022-01-06 13:00:00,0.2935,0.30648,0.2935,0.3059
2022-01-06 14:00:00,0.30566,0.3118,0.30234,0.30988
2022-01-06 15:00:00,0.30972,0.3105,0.3033,0.30552
2022-01-06 16:00:00,0.30536,0.30829,0.30253,0.30636
2022-01-06 17:00:00,0.30625,0.31266,0.30431,0.3115
2022-01-06 18:00:00,0.31175,0.312,0.30518,0.30908
2022-01-06 19:00:00,0.30896,0.31,0.29725,0.30043
2022-01-06 20:00:00,0.30072,0.30733,0.30067,0.30656
2022-01-06 21:00:00,0.30666,0.30879,0.29913,0.30161
2022-01-06 22:00:00,0.3018,0.30273,0.28476,0.29021
2022-01-06 23:00:00,0.29025,0.30319,0.2777,0.30103
2022-01-07 00:00:00,0.30086,0.30522,0.29363,0.29957
2022-01-07 01:00:00,0.2995,0.30096,0.28923,0.29468
2022-01-07 02:00:00,0.2949,0.30184,0.28821,0.30084
2022-01-07 03:00:00,0.30084,0.31409,0.29753,0.30543
2022-01-07 04:00:00,0.30504,0.31949,0.30503,0.31926
2022-01-07 05:00:00,0.31907,0.325,0.3144,0.31671
2022-01-07 06:00:00,0.31663,0.32086,0.3096,0.313
2022-01-07 07:00:00,0.31308,0.32049,0.31292,0.31779
2022-01-07 08:00:00,0.31755,0.32495,0.30556,0.31251
2022-01-07 09:00:00,0.31292,0.32665,0.311,0.32296
2022-01-07 10:00:00,0.32295,0.32295,0.30477,0.31498
2022-01-07 11:00:00,0.31482,0.318,0.30564,0.30853
