datetime,ZECUSD_open,ZECUSD_high,ZECUSD_low,ZECUSD_close
2022-01-20 17:00:00,131.43,131.93,129.91,130.11
2022-01-20 18:00:00,130.03,130.16,129.38,129.47
2022-01-20 19:00:00,129.29,130.38,128.88,129.74
2022-01-20 20:00:00,129.76,129.79,128.19,128.85
2022-01-20 21:00:00,128.65,128.65,121.37,121.53
2022-01-20 22:00:00,121.45,123.22,120.0,121.28
2022-01-20 23:00:00,121.16,121.36,118.84,118.84
2022-01-21 00:00:00,118.85,120.64,117.29,119.75
2022-01-21 01:00:00,119.61,119.61,114.22,114.63
2022-01-21 02:00:00,114.69,116.22,113.09,114.08
2022-01-21 03:00:00,113.85,114.11,110.87,111.19
2022-01-21 04:00:00,111.19,113.33,111.19,112.02
2022-01-21 05:00:00,111.97,113.44,111.29,112.6
2022-01-21 06:00:00,112.78,113.0,111.79,112.36
2022-01-21 07:00:00,112.12,113.73,111.66,113.55
2022-01-21 08:00:00,113.44,114.13,113.33,113.91
2022-01-21 09:00:00,113.86,113.88,112.71,113.28
2022-01-21 10:00:00,113.21,114.45,113.21,113.85
2022-01-21 11:00:00,113.89,114.03,112.9,113.87
2022-01-21 12:00:00,113.87,113.87,107.88,110.64
2022-01-21 13:00:00,110.67,114.74,110.67,114.29
2022-01-21 14:00:00,114.23,114.64,111.95,112.46
2022-01-21 15:00:00,112.6,115.1,111.54,114.76
2022-01-21 16:00:00,114.68,114.84,112.45,113.05
2022-01-21 17:00:00,113.23,113.63,112.25,112.67
2022-01-21 18:00:00,112.57,113.71,110.5,112.27
2022-01-21 19:00:00,112.12,112.92,110.75,110.97
2022-01-21 20:00:00,110.97,112.87,108.8,112.32
2022-01-21 21:00:00,112.52,113.93,101.22,104.51
2022-01-21 22:00:00,104.99,106.03,100.46,103.58
2022-01-21 23:00:00,103.58,104.35,100.92,102.28
2022-01-22 00:00:00,102.24,104.47,101.31,103.3
2022-01-22 01:00:00,103.29,104.25,102.45,103.84
2022-01-22 02:00:00,103.75,103.96,101.78,102.3
2022-01-22 03:00:00,102.3,103.44,100.0,101.0
2022-01-22 04:00:00,101.08,101.46,99.43,100.16
2022-01-22 05:00:00,100.15,100.24,94.41,95.23
2022-01-22 06:00:00,95.21,96.58,91.71,94.11
2022-01-22 07:00:00,94.12,94.88,88.46,89.84
2022-01-22 08:00:00,89.78,92.7,89.78,91.3
2022-01-22 09:00:00,91.24,92.37,86.8,88.54
2022-01-22 10:00:00,88.37,94.0,83.44,92.29
2022-01-22 11:00:00,92.32,93.1,89.34,91.12
2022-01-22 12:00:00,91.28,95.64,90.74,95.62
2022-01-22 13:00:00,95.27,97.8,93.37,93.62
2022-01-22 14:00:00,93.45,93.72,92.54,93.21
2022-01-22 15:00:00,93.05,93.52,89.53,89.67
2022-01-22 16:00:00,89.92,94.71,88.28,93.07
2022-01-22 17:00:00,93.02,94.15,90.8,91.47
2022-01-22 18:00:00,91.52,91.7,88.24,88.87
2022-01-22 19:00:00,88.8,90.93,88.08,89.58
2022-01-22 20:00:00,89.86,95.34,89.34,94.65
2022-01-22 21:00:00,94.69,96.23,93.55,95.18
2022-01-22 22:00:00,95.15,95.69,93.06,93.3
2022-01-22 23:00:00,93.31,94.7,92.75,94.59
2022-01-23 00:00:00,94.59,96.71,93.79,96.38
2022-01-23 01:00:00,96.33,96.52,95.13,95.23
2022-01-23 02:00:00,95.23,95.5,92.75,92.94
2022-01-23 03:00:00,93.07,93.76,92.28,93.61
2022-01-23 04:00:00,93.7,95.24,93.29,94.67
2022-01-23 05:00:00,94.64,95.85,92.9,95.47
2022-01-23 06:00:00,95.51,95.74,94.27,94.63
2022-01-23 07:00:00,94.68,96.37,94.52,95.66
2022-01-23 08:00:00,95.64,96.64,95.09,96.57
2022-01-23 09:00:00,96.64,98.18,96.21,96.92
2022-01-23 10:00:00,96.93,96.93,95.52,96.21
2022-01-23 11:00:00,96.11,96.13,94.64,95.07
2022-01-23 12:00:00,95.07,95.18,94.47,94.96
2022-01-23 13:00:00,94.87,95.83,94.56,95.65
2022-01-23 14:00:00,95.73,96.04,90.9,92.73
2022-01-23 15:00:00,92.73,93.18,91.62,93.13
2022-01-23 16:00:00,93.14,94.47,92.43,93.02
2022-01-23 17:00:00,93.06,93.99,92.85,93.28
2022-01-23 18:00:00,93.35,93.75,92.22,92.45
2022-01-23 19:00:00,92.47,93.88,91.52,92.14
2022-01-23 20:00:00,92.24,94.09,91.76,93.39
2022-01-23 21:00:00,93.2,93.66,91.96,92.63
2022-01-23 22:00:00,92.59,92.91,91.39,92.31
2022-01-23 23:00:00,92.24,97.81,91.8,97.58
2022-01-24 00:00:00,97.51,97.92,95.91,97.12
2022-01-24 01:00:00,97.29,98.01,95.14,95.29
2022-01-24 02:00:00,95.2,95.31,92.87,93.12
2022-01-24 03:00:00,93.12,94.64,93.07,94.35
2022-01-24 04:00:00,94.62,94.88,92.85,93.05
2022-01-24 05:00:00,93.05,93.43,92.2,93.31
2022-01-24 06:00:00,93.27,93.75,92.52,92.67
2022-01-24 07:00:00,92.59,92.68,90.8,91.14
2022-01-24 08:00:00,91.11,92.97,89.71,90.49
2022-01-24 09:00:00,90.4,90.96,88.0,88.45
2022-01-24 10:00:00,88.56,88.66,83.46,83.74
2022-01-24 11:00:00,83.71,86.58,83.12,83.86
2022-01-24 12:00:00,83.88,84.77,81.41,82.42
2022-01-24 13:00:00,82.5,84.36,81.58,83.31
2022-01-24 14:00:00,83.31,86.83,82.84,85.23
2022-01-24 15:00:00,85.24,88.76,83.45,87.97
2022-01-24 16:00:00,87.96,89.5,86.11,87.9
2022-01-24 17:00:00,87.83,90.74,85.88,90.08
2022-01-24 18:00:00,90.07,92.21,89.26,91.01
2022-01-24 19:00:00,90.84,91.64,90.07,91.57
2022-01-24 20:00:00,91.44,95.45,90.96,94.58
2022-01-24 21:00:00,94.54,94.77,93.67,94.18
2022-01-24 22:00:00,94.22,94.75,93.44,93.6
2022-01-24 23:00:00,93.66,94.63,93.4,94.38
2022-01-25 00:00:00,94.38,94.38,91.87,92.29
2022-01-25 01:00:00,92.38,93.84,92.38,92.85
2022-01-25 02:00:00,92.85,94.13,92.59,93.79
2022-01-25 03:00:00,93.82,94.13,93.14,94.01
2022-01-25 04:00:00,93.92,94.11,92.21,92.57
2022-01-25 05:00:00,92.57,93.62,92.38,93.62
2022-01-25 06:00:00,93.64,93.64,92.24,92.24
2022-01-25 07:00:00,92.32,94.18,91.72,94.18
2022-01-25 08:00:00,94.12,95.09,93.08,93.22
2022-01-25 09:00:00,93.27,95.5,93.27,95.13
2022-01-25 10:00:00,95.3,96.57,94.79,95.12
2022-01-25 11:00:00,95.15,95.83,93.81,94.21
2022-01-25 12:00:00,94.35,95.97,93.59,93.96
2022-01-25 13:00:00,93.98,94.01,92.0,92.41
2022-01-25 14:00:00,92.54,94.22,91.55,91.55
2022-01-25 15:00:00,91.6,92.5,90.94,91.05
2022-01-25 16:00:00,91.02,92.75,90.96,91.79
2022-01-25 17:00:00,91.75,93.66,91.61,92.97
2022-01-25 18:00:00,92.82,94.04,92.47,93.8
2022-01-25 19:00:00,93.75,93.89,92.26,92.8
2022-01-25 20:00:00,92.74,92.75,91.13,91.33
2022-01-25 21:00:00,91.27,91.27,89.8,90.21
2022-01-25 22:00:00,90.32,90.77,89.18,90.13
2022-01-25 23:00:00,90.13,91.22,89.78,90.46
2022-01-26 00:00:00,90.51,90.74,89.28,89.66
2022-01-26 01:00:00,89.66,90.06,89.13,89.72
2022-01-26 02:00:00,89.68,90.48,89.4,89.4
2022-01-26 03:00:00,89.45,91.07,89.41,90.69
2022-01-26 04:00:00,90.85,92.05,90.41,91.88
2022-01-26 05:00:00,91.88,92.0,91.04,91.53
2022-01-26 06:00:00,91.55,92.03,90.16,90.38
2022-01-26 07:00:00,90.41,90.85,89.98,90.84
2022-01-26 08:00:00,91.02,91.95,90.85,91.81
2022-01-26 09:00:00,91.83,92.79,91.11,91.36
2022-01-26 10:00:00,91.34,93.05,90.99,92.77
2022-01-26 11:00:00,92.86,93.62,92.08,93.33
2022-01-26 12:00:00,93.09,93.23,91.92,92.7
2022-01-26 13:00:00,92.58,95.43,92.23,95.05
2022-01-26 14:00:00,94.99,95.97,93.98,94.41
2022-01-26 15:00:00,94.38,94.97,92.8,93.7
2022-01-26 16:00:00,93.72,94.6,93.33,94.6
2022-01-26 17:00:00,94.61,94.95,93.5,93.59
2022-01-26 18:00:00,93.6,94.61,91.06,94.1
2022-01-26 19:00:00,94.22,100.32,92.69,92.9
2022-01-26 20:00:00,92.92,92.94,89.51,91.18
2022-01-26 21:00:00,91.16,91.42,87.48,87.48
2022-01-26 22:00:00,87.58,88.8,86.44,88.71
2022-01-26 23:00:00,88.6,89.85,88.6,89.84
2022-01-27 00:00:00,89.79,90.78,87.66,88.79
2022-01-27 01:00:00,88.8,88.8,84.75,84.99
2022-01-27 02:00:00,84.8,85.19,83.2,83.95
2022-01-27 03:00:00,83.95,84.58,82.65,83.53
2022-01-27 04:00:00,83.5,84.57,83.11,84.43
2022-01-27 05:00:00,84.63,85.33,84.45,84.92
2022-01-27 06:00:00,84.86,85.62,84.4,85.49
2022-01-27 07:00:00,85.47,86.44,85.16,86.11
2022-01-27 08:00:00,86.12,87.53,85.43,87.33
2022-01-27 09:00:00,87.25,88.16,86.89,87.72
2022-01-27 10:00:00,87.69,88.31,86.69,87.38
2022-01-27 11:00:00,87.28,88.49,87.27,88.43
2022-01-27 12:00:00,88.39,88.87,87.9,88.68
2022-01-27 13:00:00,88.58,89.41,88.2,88.93
2022-01-27 14:00:00,88.91,90.77,88.84,89.87
2022-01-27 15:00:00,89.56,90.69,88.95,89.49
2022-01-27 16:00:00,89.69,90.47,88.51,89.4
2022-01-27 17:00:00,89.51,89.94,88.44,89.18
2022-01-27 18:00:00,89.21,89.95,88.39,89.56
2022-01-27 19:00:00,89.55,89.92,87.29,88.56
2022-01-27 20:00:00,88.6,89.64,85.1,85.19
2022-01-27 21:00:00,85.2,87.09,84.85,86.45
2022-01-27 22:00:00,86.44,89.23,85.3,87.55
2022-01-27 23:00:00,87.56,89.06,87.18,88.89
2022-01-28 00:00:00,88.81,89.95,88.22,89.22
2022-01-28 01:00:00,89.02,89.69,86.8,87.61
2022-01-28 02:00:00,87.57,88.49,86.25,88.39
2022-01-28 03:00:00,88.43,90.12,88.24,89.56
2022-01-28 04:00:00,89.56,89.94,88.49,89.25
2022-01-28 05:00:00,89.25,89.98,88.72,89.58
2022-01-28 06:00:00,89.56,90.96,89.43,89.45
2022-01-28 07:00:00,89.43,90.13,88.59,88.69
2022-01-28 08:00:00,88.69,89.31,87.1,88.95
2022-01-28 09:00:00,88.94,89.38,88.03,88.49
2022-01-28 10:00:00,88.49,89.24,87.74,88.5
2022-01-28 11:00:00,88.5,88.72,87.34,88.26
2022-01-28 12:00:00,88.17,88.56,86.38,86.92
2022-01-28 13:00:00,86.95,89.69,86.69,89.58
2022-01-28 14:00:00,89.61,90.22,88.39,89.13
2022-01-28 15:00:00,89.13,90.88,88.83,90.79
2022-01-28 16:00:00,90.8,91.35,88.9,89.13
2022-01-28 17:00:00,89.16,89.57,87.99,88.24
2022-01-28 18:00:00,88.23,89.75,88.06,89.18
2022-01-28 19:00:00,89.18,89.39,87.81,89.2
2022-01-28 20:00:00,89.31,90.77,88.96,90.58
2022-01-28 21:00:00,90.57,91.76,90.48,90.56
2022-01-28 22:00:00,90.57,91.12,90.09,90.16
2022-01-28 23:00:00,90.17,91.86,90.17,91.3
2022-01-29 00:00:00,91.3,92.77,90.71,92.57
2022-01-29 01:00:00,92.38,93.0,91.42,91.82
2022-01-29 02:00:00,91.9,93.33,91.78,92.74
2022-01-29 03:00:00,92.76,94.12,92.75,93.93
2022-01-29 04:00:00,93.95,95.0,93.28,94.24
2022-01-29 05:00:00,94.25,94.41,93.5,93.99
2022-01-29 06:00:00,94.0,94.59,93.56,93.99
2022-01-29 07:00:00,94.02,95.25,93.99,94.96
2022-01-29 08:00:00,95.01,95.23,93.79,94.2
2022-01-29 09:00:00,94.2,94.46,93.27,94.46
2022-01-29 10:00:00,94.46,94.66,94.02,94.66
2022-01-29 11:00:00,94.65,95.45,94.4,95.27
2022-01-29 12:00:00,95.24,95.74,94.41,95.01
2022-01-29 13:00:00,95.01,95.96,94.64,95.26
2022-01-29 14:00:00,95.28,95.74,93.23,94.02
2022-01-29 15:00:00,93.94,96.05,93.22,95.32
2022-01-29 16:00:00,95.32,97.09,95.02,95.54
2022-01-29 17:00:00,95.55,96.34,94.72,94.85
2022-01-29 18:00:00,94.85,95.57,94.6,95.21
2022-01-29 19:00:00,95.2,95.82,94.8,95.02
2022-01-29 20:00:00,95.02,97.04,94.76,95.98
2022-01-29 21:00:00,96.05,97.08,95.83,96.46
2022-01-29 22:00:00,96.49,97.02,96.11,96.22
2022-01-29 23:00:00,96.24,96.39,95.37,96.39
2022-01-30 00:00:00,96.39,96.84,94.34,94.83
2022-01-30 01:00:00,94.78,95.95,94.73,95.64
2022-01-30 02:00:00,95.66,96.03,95.04,95.93
2022-01-30 03:00:00,96.0,96.37,95.37,95.52
2022-01-30 04:00:00,95.55,96.5,95.48,96.41
2022-01-30 05:00:00,96.44,97.22,96.27,97.0
2022-01-30 06:00:00,97.0,97.92,96.67,97.73
2022-01-30 07:00:00,97.73,98.08,96.7,97.21
2022-01-30 08:00:00,97.24,97.51,95.85,95.99
2022-01-30 09:00:00,95.9,96.14,95.27,95.47
2022-01-30 10:00:00,95.53,96.73,95.46,96.73
2022-01-30 11:00:00,96.72,97.78,96.55,97.47
2022-01-30 12:00:00,97.45,97.63,96.16,96.57
2022-01-30 13:00:00,96.57,96.7,95.83,96.16
2022-01-30 14:00:00,96.16,96.56,94.58,95.24
2022-01-30 15:00:00,95.24,96.57,95.1,96.14
2022-01-30 16:00:00,96.14,96.28,94.35,94.4
2022-01-30 17:00:00,94.35,95.06,93.88,94.68
2022-01-30 18:00:00,94.7,94.78,93.61,93.83
2022-01-30 19:00:00,93.81,93.81,91.91,92.43
2022-01-30 20:00:00,92.39,93.21,91.47,92.56
2022-01-30 21:00:00,92.63,92.75,91.68,92.24
2022-01-30 22:00:00,92.23,93.1,91.64,92.99
2022-01-30 23:00:00,93.1,94.48,92.7,93.02
2022-01-31 00:00:00,93.06,93.25,89.45,89.91
2022-01-31 01:00:00,90.03,90.76,89.72,89.74
2022-01-31 02:00:00,89.72,90.25,88.24,89.71
2022-01-31 03:00:00,89.69,90.0,89.32,89.71
2022-01-31 04:00:00,89.62,89.65,88.39,89.08
2022-01-31 05:00:00,88.99,89.61,88.67,89.4
2022-01-31 06:00:00,89.37,89.85,89.09,89.12
2022-01-31 07:00:00,89.1,90.2,89.09,89.96
2022-01-31 08:00:00,89.95,90.36,89.84,90.1
2022-01-31 09:00:00,90.1,90.83,89.6,90.53
2022-01-31 10:00:00,90.49,91.01,90.29,90.79
2022-01-31 11:00:00,90.8,91.02,89.23,90.88
2022-01-31 12:00:00,90.89,91.13,89.36,90.38
2022-01-31 13:00:00,90.37,91.1,89.51,90.67
2022-01-31 14:00:00,90.6,92.42,90.54,92.4
2022-01-31 15:00:00,92.4,94.02,92.26,93.29
2022-01-31 16:00:00,93.3,94.42,92.66,94.31
2022-01-31 17:00:00,94.24,94.79,93.59,94.34
2022-01-31 18:00:00,94.41,94.54,93.76,93.96
2022-01-31 19:00:00,93.96,94.83,93.51,93.92
2022-01-31 20:00:00,94.02,94.73,93.56,94.46
2022-01-31 21:00:00,94.47,94.8,94.29,94.52
2022-01-31 22:00:00,94.59,94.95,94.15,94.36
2022-01-31 23:00:00,94.38,94.89,94.12,94.57
2022-02-01 00:00:00,94.62,95.67,94.3,94.71
2022-02-01 01:00:00,94.66,95.23,94.53,94.96
2022-02-01 02:00:00,94.97,95.48,94.79,95.48
2022-02-01 03:00:00,95.46,96.88,95.31,96.54
2022-02-01 04:00:00,96.52,96.74,95.7,96.03
2022-02-01 05:00:00,96.02,96.53,95.72,95.73
2022-02-01 06:00:00,95.7,95.95,95.09,95.47
2022-02-01 07:00:00,95.46,96.04,95.45,96.03
2022-02-01 08:00:00,96.01,96.8,95.8,96.72
2022-02-01 09:00:00,96.68,97.77,94.42,94.97
2022-02-01 10:00:00,94.97,95.47,94.16,95.17
2022-02-01 11:00:00,95.17,96.52,95.0,95.63
2022-02-01 12:00:00,95.63,96.9,95.45,96.34
2022-02-01 13:00:00,96.37,97.03,95.65,96.75
2022-02-01 14:00:00,96.7,97.3,95.45,95.97
2022-02-01 15:00:00,95.93,97.27,95.52,97.01
2022-02-01 16:00:00,97.08,98.22,96.54,97.86
2022-02-01 17:00:00,97.73,97.98,96.64,97.71
2022-02-01 18:00:00,97.69,98.0,96.85,97.18
2022-02-01 19:00:00,97.1,97.9,96.49,97.33
2022-02-01 20:00:00,97.64,98.11,97.24,97.36
2022-02-01 21:00:00,97.35,99.4,97.35,99.2
2022-02-01 22:00:00,99.26,99.36,98.5,99.03
2022-02-01 23:00:00,98.91,99.75,98.61,98.97
2022-02-02 00:00:00,99.0,100.04,98.35,100.04
2022-02-02 01:00:00,100.05,100.81,99.45,99.84
2022-02-02 02:00:00,99.9,100.17,99.43,99.66
2022-02-02 03:00:00,99.61,100.37,99.58,99.93
2022-02-02 04:00:00,99.71,101.59,99.33,100.25
2022-02-02 05:00:00,100.21,100.4,99.72,100.17
2022-02-02 06:00:00,100.15,101.24,99.51,101.19
2022-02-02 07:00:00,101.23,102.42,100.55,100.99
2022-02-02 08:00:00,100.85,101.36,100.6,100.84
2022-02-02 09:00:00,100.84,102.76,100.79,102.26
2022-02-02 10:00:00,102.21,102.84,101.47,102.35
2022-02-02 11:00:00,102.39,103.32,102.18,103.09
2022-02-02 12:00:00,103.09,103.82,102.81,102.95
2022-02-02 13:00:00,102.94,103.16,101.78,102.11
2022-02-02 14:00:00,102.11,102.63,98.62,99.86
2022-02-02 15:00:00,100.03,100.82,98.32,99.06
2022-02-02 16:00:00,99.02,100.81,97.48,100.51
2022-02-02 17:00:00,100.51,102.31,99.54,101.65
2022-02-02 18:00:00,101.62,101.71,100.58,101.38
2022-02-02 19:00:00,101.28,101.97,100.85,101.51
2022-02-02 20:00:00,101.31,102.47,100.5,101.93
2022-02-02 21:00:00,101.88,102.31,97.67,99.42
2022-02-02 22:00:00,99.38,100.1,98.24,98.99
2022-02-02 23:00:00,99.0,100.38,97.81,98.35
2022-02-03 00:00:00,98.4,101.13,97.59,100.59
2022-02-03 01:00:00,100.64,102.15,99.3,99.85
2022-02-03 02:00:00,99.88,100.95,99.11,100.81
2022-02-03 03:00:00,100.83,101.24,97.71,97.9
2022-02-03 04:00:00,97.9,98.73,97.41,98.35
2022-02-03 05:00:00,98.39,101.28,97.77,101.28
2022-02-03 06:00:00,101.24,102.26,99.44,99.77
2022-02-03 07:00:00,99.78,100.24,97.9,98.01
2022-02-03 08:00:00,98.04,98.92,97.63,98.18
2022-02-03 09:00:00,98.18,98.18,95.46,95.69
2022-02-03 10:00:00,95.62,96.45,95.02,95.96
2022-02-03 11:00:00,95.96,97.23,95.53,97.23
2022-02-03 12:00:00,97.3,97.35,95.21,97.21
2022-02-03 13:00:00,97.25,97.32,96.13,96.91
2022-02-03 14:00:00,96.93,97.38,96.32,96.88
2022-02-03 15:00:00,96.88,98.05,96.63,97.59
2022-02-03 16:00:00,97.62,98.26,97.16,97.16
2022-02-03 17:00:00,97.16,99.01,96.57,98.7
2022-02-03 18:00:00,98.64,99.19,98.44,98.78
2022-02-03 19:00:00,98.79,99.25,97.28,98.05
2022-02-03 20:00:00,98.08,98.96,97.5,98.24
2022-02-03 21:00:00,98.42,100.31,98.38,100.06
2022-02-03 22:00:00,100.09,100.23,99.39,99.65
2022-02-03 23:00:00,99.65,101.02,99.17,101.02
2022-02-04 00:00:00,100.9,100.98,100.1,100.47
2022-02-04 01:00:00,100.46,100.67,100.14,100.4
2022-02-04 02:00:00,100.39,101.09,100.33,100.7
2022-02-04 03:00:00,100.71,101.02,99.74,99.89
2022-02-04 04:00:00,99.89,100.09,99.63,99.82
2022-02-04 05:00:00,99.83,102.14,99.75,101.04
2022-02-04 06:00:00,101.09,101.85,101.01,101.48
2022-02-04 07:00:00,101.48,102.12,101.08,101.21
2022-02-04 08:00:00,101.22,102.25,101.21,102.03
2022-02-04 09:00:00,102.03,102.29,101.76,102.11
2022-02-04 10:00:00,102.12,102.39,100.99,101.31
2022-02-04 11:00:00,101.33,101.8,101.21,101.53
2022-02-04 12:00:00,101.53,101.95,101.43,101.77
2022-02-04 13:00:00,101.78,102.48,100.07,100.64
2022-02-04 14:00:00,100.64,102.43,100.47,102.39
2022-02-04 15:00:00,102.3,104.53,102.17,102.98
2022-02-04 16:00:00,102.95,105.2,102.94,104.43
2022-02-04 17:00:00,104.54,106.4,104.25,105.43
2022-02-04 18:00:00,105.44,105.9,105.0,105.63
2022-02-04 19:00:00,105.71,106.18,105.33,106.0
2022-02-04 20:00:00,106.08,106.27,105.49,105.6
2022-02-04 21:00:00,105.6,106.18,105.21,106.11
2022-02-04 22:00:00,106.13,106.14,105.0,105.69
2022-02-04 23:00:00,105.69,107.72,105.62,107.21
2022-02-05 00:00:00,107.29,110.18,106.32,109.56
2022-02-05 01:00:00,109.56,114.26,109.52,112.34
2022-02-05 02:00:00,112.35,113.82,112.21,113.38
2022-02-05 03:00:00,113.38,115.08,113.32,115.08
2022-02-05 04:00:00,114.93,115.8,114.55,115.03
2022-02-05 05:00:00,115.07,116.49,114.64,116.19
2022-02-05 06:00:00,116.2,117.84,114.65,115.16
2022-02-05 07:00:00,115.16,115.51,114.48,115.03
2022-02-05 08:00:00,115.04,115.3,114.41,115.03
2022-02-05 09:00:00,115.03,116.0,114.78,115.74
2022-02-05 10:00:00,115.76,115.83,114.86,115.52
2022-02-05 11:00:00,115.52,116.21,115.17,115.91
2022-02-05 12:00:00,115.91,118.8,115.46,116.65
2022-02-05 13:00:00,116.65,120.66,116.63,120.35
2022-02-05 14:00:00,120.45,122.81,119.02,121.59
2022-02-05 15:00:00,121.59,123.18,120.4,121.15
2022-02-05 16:00:00,121.08,121.65,117.6,117.87
2022-02-05 17:00:00,117.87,119.55,115.72,118.45
2022-02-05 18:00:00,118.4,118.49,114.89,116.04
2022-02-05 19:00:00,115.98,116.11,114.56,115.18
2022-02-05 20:00:00,115.3,117.29,114.81,117.22
2022-02-05 21:00:00,117.23,118.76,116.93,117.57
2022-02-05 22:00:00,117.58,118.08,117.05,117.48
2022-02-05 23:00:00,117.49,117.78,115.84,116.08
2022-02-06 00:00:00,116.08,117.96,115.98,117.96
2022-02-06 01:00:00,118.0,120.05,117.81,119.44
2022-02-06 02:00:00,119.43,120.45,118.86,120.3
2022-02-06 03:00:00,120.3,122.0,120.03,121.58
2022-02-06 04:00:00,121.58,125.0,120.37,124.53
2022-02-06 05:00:00,124.54,125.89,122.71,123.05
2022-02-06 06:00:00,123.09,124.58,121.9,123.21
2022-02-06 07:00:00,123.21,124.99,123.07,124.21
2022-02-06 08:00:00,124.22,124.56,122.79,123.17
2022-02-06 09:00:00,123.17,123.23,121.84,122.56
2022-02-06 10:00:00,122.56,122.67,121.51,121.89
2022-02-06 11:00:00,121.93,122.53,121.31,122.0
2022-02-06 12:00:00,122.04,123.56,121.91,123.32
2022-02-06 13:00:00,123.32,124.11,122.59,123.97
2022-02-06 14:00:00,123.98,125.51,121.74,123.09
2022-02-06 15:00:00,123.04,124.11,121.81,123.85
2022-02-06 16:00:00,123.84,126.24,123.12,125.23
2022-02-06 17:00:00,125.23,125.41,121.38,121.54
2022-02-06 18:00:00,121.53,122.19,120.79,121.57
2022-02-06 19:00:00,121.57,123.37,121.4,123.32
2022-02-06 20:00:00,123.32,123.97,121.8,122.86
2022-02-06 21:00:00,122.83,124.11,122.81,123.82
2022-02-06 22:00:00,123.8,124.34,122.54,122.77
2022-02-06 23:00:00,122.68,124.81,122.58,124.6
2022-02-07 00:00:00,124.53,124.84,121.41,123.49
2022-02-07 01:00:00,123.27,125.75,122.36,124.9
2022-02-07 02:00:00,124.77,125.16,124.06,124.1
2022-02-07 03:00:00,124.02,125.77,123.99,125.33
2022-02-07 04:00:00,125.3,125.8,124.63,124.85
2022-02-07 05:00:00,124.93,125.53,124.23,125.0
2022-02-07 06:00:00,124.91,125.14,124.57,124.82
2022-02-07 07:00:00,124.83,125.52,124.49,124.95
2022-02-07 08:00:00,124.86,125.42,124.51,125.07
2022-02-07 09:00:00,124.92,125.39,122.94,123.98
2022-02-07 10:00:00,123.99,128.0,123.79,127.82
2022-02-07 11:00:00,127.92,129.84,127.92,127.97
2022-02-07 12:00:00,128.01,128.09,125.87,125.97
2022-02-07 13:00:00,125.95,127.73,125.4,126.89
2022-02-07 14:00:00,126.9,128.0,126.45,127.38
2022-02-07 15:00:00,127.39,127.56,125.82,126.61
2022-02-07 16:00:00,126.64,127.44,124.73,126.11
2022-02-07 17:00:00,126.11,128.0,124.95,127.97
2022-02-07 18:00:00,127.99,128.53,125.95,127.39
2022-02-07 19:00:00,127.42,130.23,127.26,129.44
2022-02-07 20:00:00,129.46,130.95,127.88,129.62
2022-02-07 21:00:00,129.63,130.32,128.59,130.31
2022-02-07 22:00:00,130.32,130.7,129.6,130.61
2022-02-07 23:00:00,130.65,130.69,128.43,128.86
2022-02-08 00:00:00,128.86,129.56,126.98,127.46
2022-02-08 01:00:00,127.47,128.36,127.39,127.91
2022-02-08 02:00:00,127.97,128.11,126.3,127.1
2022-02-08 03:00:00,127.1,127.63,126.6,127.4
2022-02-08 04:00:00,127.43,130.76,127.35,130.76
2022-02-08 05:00:00,130.78,131.77,130.52,131.1
2022-02-08 06:00:00,131.11,132.82,128.41,130.67
2022-02-08 07:00:00,130.69,132.26,129.57,131.65
2022-02-08 08:00:00,131.69,132.83,128.4,129.32
2022-02-08 09:00:00,129.23,129.65,126.08,127.65
2022-02-08 10:00:00,127.65,128.72,126.17,128.49
2022-02-08 11:00:00,128.48,129.13,126.1,126.32
2022-02-08 12:00:00,126.32,126.32,121.7,122.79
2022-02-08 13:00:00,122.84,124.29,121.65,124.19
2022-02-08 14:00:00,124.39,126.48,124.1,125.07
2022-02-08 15:00:00,125.0,128.73,122.32,127.2
2022-02-08 16:00:00,127.37,129.42,126.64,128.75
2022-02-08 17:00:00,128.75,129.18,125.5,128.16
2022-02-08 18:00:00,128.17,130.98,128.17,129.76
2022-02-08 19:00:00,129.77,132.05,128.7,129.58
2022-02-08 20:00:00,129.62,131.73,129.25,130.74
2022-02-08 21:00:00,130.76,132.68,130.15,132.15
2022-02-08 22:00:00,132.15,133.5,131.62,133.24
2022-02-08 23:00:00,133.24,135.0,132.93,133.12
2022-02-09 00:00:00,133.08,137.7,132.98,134.02
2022-02-09 01:00:00,133.95,133.95,132.07,132.15
2022-02-09 02:00:00,132.18,132.33,130.4,131.7
2022-02-09 03:00:00,131.66,132.37,130.15,130.55
2022-02-09 04:00:00,130.55,131.29,129.91,129.99
2022-02-09 05:00:00,129.98,131.14,128.48,130.59
2022-02-09 06:00:00,130.51,131.53,129.8,131.0
2022-02-09 07:00:00,130.94,133.67,130.91,132.75
2022-02-09 08:00:00,132.8,133.0,130.46,131.44
2022-02-09 09:00:00,131.44,131.81,130.31,130.42
2022-02-09 10:00:00,130.42,131.98,130.09,130.23
2022-02-09 11:00:00,130.26,131.08,129.36,130.32
2022-02-09 12:00:00,130.36,131.25,129.28,130.21
2022-02-09 13:00:00,130.22,131.47,129.68,130.18
2022-02-09 14:00:00,130.18,130.86,129.19,129.3
2022-02-09 15:00:00,129.28,130.32,127.51,128.26
2022-02-09 16:00:00,128.29,129.42,127.49,128.96
2022-02-09 17:00:00,128.97,129.16,127.48,127.83
