datetime,COMPUSD_open,COMPUSD_high,COMPUSD_low,COMPUSD_close
2022-01-04 11:00:00,228.74,233.32,228.74,231.76
2022-01-04 12:00:00,231.83,232.17,228.73,230.28
2022-01-04 13:00:00,230.43,233.29,228.3,233.16
2022-01-04 14:00:00,233.34,234.91,232.69,234.09
2022-01-04 15:00:00,234.07,234.89,230.32,230.75
2022-01-04 16:00:00,230.87,236.16,230.18,235.73
2022-01-04 17:00:00,235.6,236.42,230.93,231.12
2022-01-04 18:00:00,231.28,233.56,220.98,222.2
2022-01-04 19:00:00,222.1,227.02,220.35,223.78
2022-01-04 20:00:00,223.59,228.0,222.99,226.61
2022-01-04 21:00:00,226.61,227.19,224.84,226.48
2022-01-04 22:00:00,226.46,226.46,223.77,225.16
2022-01-04 23:00:00,224.79,225.48,222.09,222.84
2022-01-05 00:00:00,222.76,227.88,221.24,227.0
2022-01-05 01:00:00,227.16,228.76,226.2,227.89
2022-01-05 02:00:00,227.78,233.09,227.6,230.91
2022-01-05 03:00:00,231.19,234.25,230.49,232.81
2022-01-05 04:00:00,232.73,235.24,231.36,234.77
2022-01-05 05:00:00,234.86,244.75,234.28,237.54
2022-01-05 06:00:00,237.32,238.95,235.71,236.58
2022-01-05 07:00:00,236.4,238.68,235.5,237.1
2022-01-05 08:00:00,237.48,240.98,236.2,240.53
2022-01-05 09:00:00,240.34,244.13,239.4,241.02
2022-01-05 10:00:00,240.84,241.02,236.68,238.35
2022-01-05 11:00:00,238.06,238.06,230.56,233.85
2022-01-05 12:00:00,233.61,234.96,229.51,234.5
2022-01-05 13:00:00,234.34,236.6,232.36,236.18
2022-01-05 14:00:00,235.89,236.72,231.99,235.3
2022-01-05 15:00:00,235.3,236.11,232.42,234.0
2022-01-05 16:00:00,234.11,235.81,230.6,230.6
2022-01-05 17:00:00,230.72,233.43,226.12,226.63
2022-01-05 18:00:00,226.62,228.84,224.28,226.52
2022-01-05 19:00:00,226.58,227.48,214.33,214.6
2022-01-05 20:00:00,214.6,216.5,209.3,209.38
2022-01-05 21:00:00,209.61,212.86,206.21,206.46
2022-01-05 22:00:00,206.33,210.18,196.66,204.65
2022-01-05 23:00:00,204.95,208.15,203.0,204.26
2022-01-06 00:00:00,204.17,205.88,202.59,204.77
2022-01-06 01:00:00,204.92,205.2,199.33,200.8
2022-01-06 02:00:00,200.74,202.56,199.5,200.11
2022-01-06 03:00:00,199.83,200.91,196.75,196.79
2022-01-06 04:00:00,196.92,199.69,195.1,198.33
2022-01-06 05:00:00,198.32,201.95,197.18,199.87
2022-01-06 06:00:00,199.89,201.34,197.67,199.96
2022-01-06 07:00:00,199.69,201.48,199.22,200.53
2022-01-06 08:00:00,200.6,200.98,196.16,198.18
2022-01-06 09:00:00,198.6,198.72,193.14,194.38
2022-01-06 10:00:00,194.51,198.16,194.46,197.16
2022-01-06 11:00:00,197.24,197.93,194.04,195.32
