datetime,COMPUSD_open,COMPUSD_high,COMPUSD_low,COMPUSD_close
2022-01-06 12:00:00,195.63,196.92,192.0,196.92
2022-01-06 13:00:00,197.0,200.21,196.0,199.55
2022-01-06 14:00:00,199.51,200.81,197.54,198.18
2022-01-06 15:00:00,198.31,200.72,195.99,199.95
2022-01-06 16:00:00,199.99,201.44,198.35,200.77
2022-01-06 17:00:00,200.77,203.13,200.02,201.91
2022-01-06 18:00:00,201.93,205.56,201.52,205.08
2022-01-06 19:00:00,205.11,205.72,203.45,204.31
2022-01-06 20:00:00,204.3,205.03,201.86,203.38
2022-01-06 21:00:00,203.41,204.24,202.29,203.94
2022-01-06 22:00:00,203.89,205.72,203.07,205.61
2022-01-06 23:00:00,205.46,205.92,203.46,203.93
2022-01-07 00:00:00,204.02,204.92,200.0,201.61
2022-01-07 01:00:00,201.7,203.63,200.0,202.98
2022-01-07 02:00:00,202.76,203.46,198.43,198.87
2022-01-07 03:00:00,198.94,199.23,190.55,191.57
2022-01-07 04:00:00,191.36,192.37,185.68,192.18
2022-01-07 05:00:00,192.19,194.45,190.94,192.65
2022-01-07 06:00:00,192.71,192.97,187.73,189.34
2022-01-07 07:00:00,189.08,193.01,186.68,192.9
2022-01-07 08:00:00,192.82,197.62,191.74,195.3
2022-01-07 09:00:00,195.26,198.94,195.02,197.65
2022-01-07 10:00:00,197.56,198.95,195.36,195.5
2022-01-07 11:00:00,195.44,197.54,195.43,197.19
2022-01-07 12:00:00,197.41,200.58,197.08,197.45
2022-01-07 13:00:00,197.5,199.56,189.88,193.65
2022-01-07 14:00:00,193.86,198.63,192.84,197.25
2022-01-07 15:00:00,197.4,197.5,188.71,193.25
2022-01-07 16:00:00,193.34,199.45,190.12,198.92
2022-01-07 17:00:00,198.81,199.09,195.42,197.55
2022-01-07 18:00:00,197.26,197.26,193.24,194.85
2022-01-07 19:00:00,194.73,196.32,192.02,196.04
2022-01-07 20:00:00,196.04,197.0,193.26,195.93
2022-01-07 21:00:00,196.1,196.97,195.25,195.56
2022-01-07 22:00:00,195.47,195.47,191.12,192.86
2022-01-07 23:00:00,192.61,194.86,191.91,194.6
2022-01-08 00:00:00,194.63,197.47,193.26,197.18
2022-01-08 01:00:00,197.06,198.47,196.34,196.64
2022-01-08 02:00:00,196.8,196.85,193.11,194.98
2022-01-08 03:00:00,194.79,195.2,192.21,195.07
2022-01-08 04:00:00,195.14,196.55,194.3,195.32
2022-01-08 05:00:00,195.41,196.07,194.6,195.41
2022-01-08 06:00:00,195.52,195.83,193.6,195.45
2022-01-08 07:00:00,195.37,197.13,195.37,196.68
2022-01-08 08:00:00,196.75,197.97,195.41,196.63
2022-01-08 09:00:00,196.66,197.75,196.19,197.62
2022-01-08 10:00:00,197.8,197.8,195.05,195.52
2022-01-08 11:00:00,195.49,196.21,194.57,196.07
2022-01-08 12:00:00,196.31,197.28,195.1,196.09
2022-01-08 13:00:00,195.93,198.3,195.27,197.84
2022-01-08 14:00:00,197.84,198.51,194.5,194.54
2022-01-08 15:00:00,194.56,195.09,192.02,194.3
2022-01-08 16:00:00,194.13,195.71,189.61,189.78
2022-01-08 17:00:00,189.93,190.58,182.22,182.43
2022-01-08 18:00:00,182.73,186.96,180.71,180.96
2022-01-08 19:00:00,181.08,184.37,180.58,184.0
2022-01-08 20:00:00,184.24,186.21,182.41,183.79
2022-01-08 21:00:00,183.95,190.98,183.87,190.35
2022-01-08 22:00:00,190.16,192.71,190.16,191.29
2022-01-08 23:00:00,191.16,191.16,187.75,188.11
2022-01-09 00:00:00,188.13,192.0,186.37,191.72
2022-01-09 01:00:00,191.75,192.74,190.16,192.33
2022-01-09 02:00:00,192.25,195.7,192.2,194.89
2022-01-09 03:00:00,194.71,195.49,192.78,193.41
2022-01-09 04:00:00,193.25,200.22,193.25,198.76
2022-01-09 05:00:00,198.88,200.54,196.56,196.76
2022-01-09 06:00:00,197.26,199.19,196.42,198.33
2022-01-09 07:00:00,198.78,198.78,196.96,197.55
2022-01-09 08:00:00,197.29,199.08,194.97,195.53
2022-01-09 09:00:00,195.33,195.57,192.67,192.91
2022-01-09 10:00:00,193.15,195.64,191.65,194.81
2022-01-09 11:00:00,194.92,197.86,194.92,197.61
2022-01-09 12:00:00,197.68,197.96,193.38,193.38
2022-01-09 13:00:00,193.11,195.33,190.59,190.59
2022-01-09 14:00:00,190.64,194.41,190.64,193.41
2022-01-09 15:00:00,193.42,194.02,189.69,191.88
2022-01-09 16:00:00,191.67,197.66,191.67,197.51
2022-01-09 17:00:00,197.69,197.98,195.79,196.82
2022-01-09 18:00:00,196.62,197.19,194.59,195.28
2022-01-09 19:00:00,194.83,198.78,194.83,197.77
2022-01-09 20:00:00,198.04,198.22,195.82,196.41
2022-01-09 21:00:00,196.29,197.24,195.37,195.73
2022-01-09 22:00:00,195.96,196.9,194.29,194.75
2022-01-09 23:00:00,195.19,195.36,192.22,193.93
2022-01-10 00:00:00,194.07,196.65,192.5,192.62
2022-01-10 01:00:00,192.71,193.63,191.33,193.18
2022-01-10 02:00:00,192.84,193.55,190.96,192.99
2022-01-10 03:00:00,192.79,193.69,192.24,193.31
2022-01-10 04:00:00,193.36,195.3,192.68,194.98
2022-01-10 05:00:00,194.76,196.3,194.28,195.35
2022-01-10 06:00:00,194.96,196.16,194.09,195.46
2022-01-10 07:00:00,195.74,196.85,195.07,196.62
2022-01-10 08:00:00,196.74,197.33,193.0,193.31
2022-01-10 09:00:00,193.37,193.63,192.13,192.16
2022-01-10 10:00:00,192.12,193.1,190.44,190.44
2022-01-10 11:00:00,190.36,190.51,186.43,186.89
2022-01-10 12:00:00,186.86,187.84,183.04,183.33
2022-01-10 13:00:00,183.31,185.1,181.25,181.34
2022-01-10 14:00:00,181.7,183.83,175.29,180.95
2022-01-10 15:00:00,180.85,181.36,178.0,179.94
2022-01-10 16:00:00,180.04,187.13,179.11,185.77
2022-01-10 17:00:00,185.84,186.43,177.76,181.04
2022-01-10 18:00:00,181.16,182.69,180.36,181.44
2022-01-10 19:00:00,180.93,182.8,179.67,180.26
2022-01-10 20:00:00,180.25,184.08,179.42,183.36
2022-01-10 21:00:00,183.54,184.11,181.68,182.82
2022-01-10 22:00:00,182.72,183.36,181.52,182.16
2022-01-10 23:00:00,181.99,183.74,181.36,183.22
2022-01-11 00:00:00,183.25,183.66,180.89,181.69
2022-01-11 01:00:00,181.74,184.38,181.48,184.24
2022-01-11 02:00:00,184.22,186.9,183.56,185.98
2022-01-11 03:00:00,186.11,187.99,185.52,187.86
2022-01-11 04:00:00,187.91,188.23,185.67,186.01
2022-01-11 05:00:00,186.09,186.53,184.45,184.98
2022-01-11 06:00:00,185.0,186.26,184.59,185.54
2022-01-11 07:00:00,185.67,186.45,184.92,186.35
2022-01-11 08:00:00,186.44,188.05,184.33,184.65
2022-01-11 09:00:00,184.76,185.95,183.6,184.38
2022-01-11 10:00:00,184.41,185.5,182.83,182.97
2022-01-11 11:00:00,182.95,186.0,182.83,185.78
2022-01-11 12:00:00,185.6,187.22,184.65,186.18
2022-01-11 13:00:00,186.36,187.35,184.43,186.16
2022-01-11 14:00:00,186.19,186.7,181.64,184.76
2022-01-11 15:00:00,184.89,186.94,183.37,185.81
2022-01-11 16:00:00,185.87,191.22,185.19,190.54
2022-01-11 17:00:00,190.63,192.68,188.22,190.53
2022-01-11 18:00:00,190.4,191.92,189.58,190.73
2022-01-11 19:00:00,190.75,191.82,189.99,191.42
2022-01-11 20:00:00,191.37,192.07,190.22,190.81
2022-01-11 21:00:00,190.71,190.98,188.69,189.16
2022-01-11 22:00:00,189.17,189.51,188.26,188.98
2022-01-11 23:00:00,188.68,190.15,188.68,190.14
2022-01-12 00:00:00,189.99,191.51,189.88,191.01
2022-01-12 01:00:00,191.01,192.77,190.43,192.53
2022-01-12 02:00:00,192.5,193.27,191.01,191.94
2022-01-12 03:00:00,191.94,192.93,191.39,192.86
2022-01-12 04:00:00,192.87,193.73,192.03,193.0
2022-01-12 05:00:00,192.89,193.25,192.19,193.17
2022-01-12 06:00:00,193.17,194.4,192.9,193.66
2022-01-12 07:00:00,193.61,193.61,190.87,192.54
2022-01-12 08:00:00,192.68,194.55,192.52,193.83
2022-01-12 09:00:00,194.02,195.77,194.02,195.48
2022-01-12 10:00:00,195.35,196.19,193.79,193.79
2022-01-12 11:00:00,193.91,197.0,193.42,195.05
2022-01-12 12:00:00,194.82,197.74,194.69,197.74
2022-01-12 13:00:00,197.43,199.57,196.43,199.46
2022-01-12 14:00:00,199.37,199.39,197.09,198.8
2022-01-12 15:00:00,198.56,199.36,196.44,197.09
2022-01-12 16:00:00,197.13,198.47,195.44,198.03
2022-01-12 17:00:00,197.79,198.93,196.85,198.41
2022-01-12 18:00:00,198.35,198.46,196.82,197.08
2022-01-12 19:00:00,197.13,197.6,196.26,197.48
2022-01-12 20:00:00,197.52,198.31,196.36,197.3
2022-01-12 21:00:00,197.25,199.06,196.53,196.62
2022-01-12 22:00:00,196.74,197.79,195.93,196.03
2022-01-12 23:00:00,195.95,197.34,195.81,196.71
2022-01-13 00:00:00,196.78,197.77,194.73,195.21
2022-01-13 01:00:00,195.13,196.6,193.72,194.45
2022-01-13 02:00:00,194.64,195.47,194.2,194.5
2022-01-13 03:00:00,194.59,195.19,193.12,194.28
2022-01-13 04:00:00,194.51,195.37,194.51,194.82
2022-01-13 05:00:00,194.91,195.48,193.99,194.74
2022-01-13 06:00:00,194.69,196.1,194.69,195.55
2022-01-13 07:00:00,195.56,196.15,194.71,195.43
2022-01-13 08:00:00,195.37,197.38,195.19,197.38
2022-01-13 09:00:00,197.24,198.17,196.37,197.33
2022-01-13 10:00:00,197.47,199.1,197.24,197.44
2022-01-13 11:00:00,197.83,197.83,194.2,194.2
2022-01-13 12:00:00,194.16,197.7,194.08,197.61
2022-01-13 13:00:00,197.62,198.63,196.56,198.63
2022-01-13 14:00:00,198.78,202.4,198.47,200.25
2022-01-13 15:00:00,200.19,200.19,190.07,193.08
2022-01-13 16:00:00,192.93,195.69,191.68,193.17
2022-01-13 17:00:00,193.03,193.41,189.11,192.55
2022-01-13 18:00:00,192.4,193.28,190.12,190.71
2022-01-13 19:00:00,190.62,192.29,187.58,188.7
2022-01-13 20:00:00,188.6,190.3,186.82,190.3
2022-01-13 21:00:00,190.4,190.61,189.5,189.92
2022-01-13 22:00:00,189.94,190.17,187.6,187.88
2022-01-13 23:00:00,187.88,188.75,186.16,186.67
2022-01-14 00:00:00,186.79,188.94,185.36,188.59
2022-01-14 01:00:00,188.7,188.7,187.04,188.14
2022-01-14 02:00:00,187.98,189.48,186.7,189.42
2022-01-14 03:00:00,189.37,189.5,188.1,188.53
2022-01-14 04:00:00,188.73,190.44,188.73,189.45
2022-01-14 05:00:00,189.87,192.21,189.15,192.12
2022-01-14 06:00:00,192.22,193.27,191.36,191.73
2022-01-14 07:00:00,191.7,192.53,188.7,190.25
2022-01-14 08:00:00,190.39,190.61,186.45,188.52
2022-01-14 09:00:00,188.76,189.64,188.06,188.12
2022-01-14 10:00:00,188.31,188.54,183.6,184.29
2022-01-14 11:00:00,184.28,184.96,182.7,184.71
2022-01-14 12:00:00,184.57,186.47,183.13,185.39
2022-01-14 13:00:00,185.61,187.25,185.12,185.85
2022-01-14 14:00:00,185.77,189.23,185.66,189.02
2022-01-14 15:00:00,189.24,190.13,187.85,189.0
2022-01-14 16:00:00,189.01,190.2,187.64,189.85
2022-01-14 17:00:00,189.92,190.49,187.5,187.7
2022-01-14 18:00:00,187.6,189.61,187.6,189.19
2022-01-14 19:00:00,189.21,190.3,188.79,189.65
2022-01-14 20:00:00,189.74,190.12,188.9,190.12
2022-01-14 21:00:00,190.03,191.82,189.9,191.3
2022-01-14 22:00:00,191.24,191.68,190.77,191.16
2022-01-14 23:00:00,190.9,191.07,189.74,190.26
2022-01-15 00:00:00,190.27,191.05,189.52,190.84
2022-01-15 01:00:00,190.85,191.12,189.3,190.5
2022-01-15 02:00:00,190.63,192.33,189.91,192.33
2022-01-15 03:00:00,192.37,193.03,191.77,191.93
2022-01-15 04:00:00,191.85,192.12,190.79,191.32
2022-01-15 05:00:00,191.38,192.03,191.18,191.58
2022-01-15 06:00:00,191.78,193.36,190.93,193.33
2022-01-15 07:00:00,193.42,194.11,192.59,193.88
2022-01-15 08:00:00,193.96,194.02,192.97,193.21
2022-01-15 09:00:00,193.36,194.04,192.84,193.54
2022-01-15 10:00:00,193.83,195.23,193.74,194.86
2022-01-15 11:00:00,194.8,195.4,194.18,195.03
2022-01-15 12:00:00,195.14,195.86,192.45,193.93
2022-01-15 13:00:00,193.8,197.38,193.31,197.38
2022-01-15 14:00:00,197.18,198.6,196.42,197.41
2022-01-15 15:00:00,197.21,199.4,197.07,198.59
2022-01-15 16:00:00,198.49,199.17,197.94,198.09
2022-01-15 17:00:00,197.99,198.2,196.48,197.07
2022-01-15 18:00:00,197.26,197.26,196.31,196.76
2022-01-15 19:00:00,196.76,197.18,193.8,194.03
2022-01-15 20:00:00,194.1,194.3,193.59,193.78
2022-01-15 21:00:00,193.81,193.81,191.54,192.19
2022-01-15 22:00:00,192.4,192.61,190.93,191.09
2022-01-15 23:00:00,191.04,191.24,190.39,190.53
2022-01-16 00:00:00,190.47,191.31,189.7,190.91
2022-01-16 01:00:00,191.01,191.4,190.47,190.66
2022-01-16 02:00:00,190.54,191.4,187.59,188.37
2022-01-16 03:00:00,188.23,189.21,187.57,188.53
2022-01-16 04:00:00,188.66,189.59,188.18,189.46
2022-01-16 05:00:00,189.33,189.99,188.99,189.06
2022-01-16 06:00:00,189.04,190.95,188.78,190.6
2022-01-16 07:00:00,190.78,191.4,190.52,191.25
2022-01-16 08:00:00,191.4,191.47,190.41,190.61
2022-01-16 09:00:00,190.66,191.51,189.8,190.28
2022-01-16 10:00:00,190.32,191.0,188.13,188.18
2022-01-16 11:00:00,188.13,189.5,187.6,188.92
2022-01-16 12:00:00,188.91,190.71,188.91,190.25
2022-01-16 13:00:00,190.28,190.49,186.29,190.28
2022-01-16 14:00:00,190.36,191.0,189.36,190.34
2022-01-16 15:00:00,190.41,190.68,189.4,190.29
2022-01-16 16:00:00,190.61,191.9,190.14,191.86
2022-01-16 17:00:00,191.86,192.16,190.64,191.02
2022-01-16 18:00:00,191.08,191.66,190.82,191.32
2022-01-16 19:00:00,191.16,191.68,190.56,190.68
2022-01-16 20:00:00,190.87,191.68,190.2,191.61
2022-01-16 21:00:00,191.79,191.86,190.79,191.28
2022-01-16 22:00:00,191.25,192.45,191.23,191.93
2022-01-16 23:00:00,191.97,192.35,190.97,191.51
2022-01-17 00:00:00,191.72,191.84,188.8,188.86
2022-01-17 01:00:00,188.8,189.32,187.53,188.63
2022-01-17 02:00:00,188.56,189.35,188.01,189.13
2022-01-17 03:00:00,188.85,189.82,184.13,184.37
2022-01-17 04:00:00,184.22,185.56,183.27,183.41
2022-01-17 05:00:00,183.45,183.68,180.54,183.0
2022-01-17 06:00:00,183.01,183.91,182.63,182.99
2022-01-17 07:00:00,182.9,184.5,182.9,183.3
2022-01-17 08:00:00,183.52,184.1,182.52,184.01
2022-01-17 09:00:00,184.14,184.37,183.11,183.96
2022-01-17 10:00:00,183.86,184.17,182.68,183.45
2022-01-17 11:00:00,183.58,183.76,182.35,182.66
2022-01-17 12:00:00,182.76,183.28,180.74,181.28
2022-01-17 13:00:00,181.47,182.57,180.77,182.5
2022-01-17 14:00:00,182.58,183.13,181.99,182.49
2022-01-17 15:00:00,182.56,182.83,180.95,181.4
2022-01-17 16:00:00,181.27,182.05,178.98,180.22
2022-01-17 17:00:00,180.15,181.36,178.81,180.27
2022-01-17 18:00:00,180.31,181.81,178.88,181.66
2022-01-17 19:00:00,181.79,181.89,181.03,181.23
2022-01-17 20:00:00,181.35,181.82,181.08,181.17
2022-01-17 21:00:00,181.12,181.59,177.84,178.58
2022-01-17 22:00:00,178.47,182.31,177.83,180.6
2022-01-17 23:00:00,180.52,182.25,180.38,181.52
2022-01-18 00:00:00,181.83,183.48,180.8,183.13
2022-01-18 01:00:00,183.3,183.77,182.04,182.63
2022-01-18 02:00:00,182.52,183.64,181.88,183.52
2022-01-18 03:00:00,183.29,183.29,179.74,180.7
2022-01-18 04:00:00,180.54,180.8,178.68,179.18
2022-01-18 05:00:00,179.25,180.09,178.52,179.83
2022-01-18 06:00:00,179.73,182.83,179.5,182.65
2022-01-18 07:00:00,182.73,182.73,179.85,180.86
2022-01-18 08:00:00,180.81,180.86,177.11,177.24
2022-01-18 09:00:00,177.03,177.78,174.0,176.52
2022-01-18 10:00:00,176.43,177.75,175.71,176.55
2022-01-18 11:00:00,176.36,177.12,175.55,176.99
2022-01-18 12:00:00,177.15,177.57,174.77,177.37
2022-01-18 13:00:00,177.43,177.43,174.18,176.22
2022-01-18 14:00:00,176.3,176.68,174.0,175.26
2022-01-18 15:00:00,175.12,177.42,174.81,176.24
2022-01-18 16:00:00,176.02,176.84,175.04,176.63
2022-01-18 17:00:00,176.65,176.65,174.27,174.67
2022-01-18 18:00:00,174.53,175.33,173.43,174.37
2022-01-18 19:00:00,174.38,176.26,173.99,175.78
2022-01-18 20:00:00,175.72,176.19,174.06,175.53
2022-01-18 21:00:00,175.52,178.3,175.16,178.06
2022-01-18 22:00:00,178.34,179.73,177.46,178.92
2022-01-18 23:00:00,178.79,182.1,178.08,180.19
2022-01-19 00:00:00,180.24,181.08,177.9,177.9
2022-01-19 01:00:00,178.03,179.31,178.03,179.28
2022-01-19 02:00:00,179.13,179.23,178.21,178.71
2022-01-19 03:00:00,178.72,178.72,174.1,174.96
2022-01-19 04:00:00,175.08,176.05,174.55,175.7
2022-01-19 05:00:00,175.7,176.35,175.1,175.6
2022-01-19 06:00:00,175.6,176.37,174.93,175.03
2022-01-19 07:00:00,174.87,174.89,167.9,168.65
2022-01-19 08:00:00,168.78,169.27,166.55,167.75
2022-01-19 09:00:00,167.74,170.48,167.7,170.24
2022-01-19 10:00:00,170.08,170.54,168.38,169.46
2022-01-19 11:00:00,169.66,172.45,169.66,172.01
2022-01-19 12:00:00,172.34,173.29,171.68,171.78
2022-01-19 13:00:00,171.88,173.84,171.87,172.69
2022-01-19 14:00:00,172.62,174.66,172.1,174.4
2022-01-19 15:00:00,174.43,174.46,171.39,172.51
2022-01-19 16:00:00,172.41,172.99,170.79,171.61
2022-01-19 17:00:00,171.71,173.67,171.7,173.07
2022-01-19 18:00:00,172.91,173.09,171.01,171.39
2022-01-19 19:00:00,171.26,171.73,170.5,170.8
2022-01-19 20:00:00,170.72,171.28,169.83,170.21
2022-01-19 21:00:00,170.21,171.46,170.21,170.45
2022-01-19 22:00:00,170.67,171.75,170.3,171.03
2022-01-19 23:00:00,170.99,171.09,168.0,168.07
2022-01-20 00:00:00,168.1,169.89,167.86,169.06
2022-01-20 01:00:00,169.18,169.18,167.14,168.12
2022-01-20 02:00:00,168.28,169.65,168.26,169.21
2022-01-20 03:00:00,169.43,169.77,168.84,169.77
2022-01-20 04:00:00,169.81,170.16,169.18,169.86
2022-01-20 05:00:00,170.05,170.33,169.39,170.33
2022-01-20 06:00:00,170.55,171.37,170.4,171.0
2022-01-20 07:00:00,170.93,171.43,170.59,171.37
2022-01-20 08:00:00,171.41,171.58,170.64,171.48
2022-01-20 09:00:00,171.46,171.59,170.5,171.15
2022-01-20 10:00:00,171.6,172.1,171.23,171.91
2022-01-20 11:00:00,172.06,172.46,171.45,171.45
2022-01-20 12:00:00,171.45,171.75,170.95,171.56
2022-01-20 13:00:00,171.73,173.93,171.61,173.84
2022-01-20 14:00:00,173.73,176.02,173.73,175.6
2022-01-20 15:00:00,175.91,177.36,175.5,176.72
2022-01-20 16:00:00,176.84,177.12,175.61,176.01
2022-01-20 17:00:00,175.99,176.12,174.59,174.79
2022-01-20 18:00:00,174.6,174.91,173.81,174.03
2022-01-20 19:00:00,173.8,174.93,173.32,173.68
2022-01-20 20:00:00,173.93,174.05,171.76,172.44
2022-01-20 21:00:00,172.26,172.26,163.69,163.81
2022-01-20 22:00:00,163.7,165.32,161.83,163.68
2022-01-20 23:00:00,163.67,163.81,160.55,161.27
2022-01-21 00:00:00,161.12,162.89,159.42,162.28
2022-01-21 01:00:00,162.19,162.41,155.05,155.27
2022-01-21 02:00:00,155.22,159.19,155.08,156.67
2022-01-21 03:00:00,156.62,157.0,151.33,152.86
2022-01-21 04:00:00,152.76,154.78,152.76,153.13
2022-01-21 05:00:00,153.17,153.91,152.3,153.14
2022-01-21 06:00:00,153.27,153.98,152.32,152.94
2022-01-21 07:00:00,152.95,155.05,152.33,154.68
2022-01-21 08:00:00,154.64,155.65,154.35,155.18
2022-01-21 09:00:00,155.29,155.29,153.82,153.82
2022-01-21 10:00:00,153.97,155.79,153.68,154.46
2022-01-21 11:00:00,154.45,155.01,153.44,154.21
2022-01-21 12:00:00,154.09,154.36,146.56,150.06
2022-01-21 13:00:00,150.19,152.46,149.22,151.42
2022-01-21 14:00:00,151.15,153.27,149.89,151.09
2022-01-21 15:00:00,151.03,154.33,149.84,153.16
2022-01-21 16:00:00,153.15,154.1,151.23,152.23
2022-01-21 17:00:00,152.24,152.67,150.73,151.16
2022-01-21 18:00:00,151.22,152.78,148.99,150.54
2022-01-21 19:00:00,150.54,151.77,149.32,149.41
2022-01-21 20:00:00,149.44,150.66,146.82,150.12
2022-01-21 21:00:00,149.95,151.48,136.44,141.39
2022-01-21 22:00:00,141.58,143.38,135.1,139.12
2022-01-21 23:00:00,139.18,141.43,135.44,139.07
2022-01-22 00:00:00,139.02,141.77,137.95,139.61
2022-01-22 01:00:00,139.6,141.17,138.26,140.6
2022-01-22 02:00:00,140.45,140.61,138.7,139.25
2022-01-22 03:00:00,139.37,141.14,135.89,137.41
2022-01-22 04:00:00,137.44,138.37,135.87,136.93
2022-01-22 05:00:00,136.83,137.27,129.31,130.77
2022-01-22 06:00:00,130.73,132.12,124.51,127.45
2022-01-22 07:00:00,127.73,128.62,121.3,122.92
2022-01-22 08:00:00,122.91,126.91,122.86,124.09
2022-01-22 09:00:00,124.18,125.48,116.8,117.21
2022-01-22 10:00:00,117.02,123.76,110.29,121.96
2022-01-22 11:00:00,121.93,123.57,118.34,121.78
2022-01-22 12:00:00,121.82,126.25,121.41,125.73
2022-01-22 13:00:00,125.58,127.73,124.1,124.41
2022-01-22 14:00:00,124.57,124.63,120.07,120.2
2022-01-22 15:00:00,120.2,121.1,117.8,117.8
2022-01-22 16:00:00,118.12,123.68,116.56,121.34
2022-01-22 17:00:00,121.28,122.39,118.47,119.13
2022-01-22 18:00:00,119.07,120.31,116.34,116.76
2022-01-22 19:00:00,116.85,119.32,115.72,117.19
2022-01-22 20:00:00,117.21,123.31,116.15,122.18
2022-01-22 21:00:00,122.11,123.83,120.78,122.37
2022-01-22 22:00:00,122.33,122.5,118.83,119.51
2022-01-22 23:00:00,119.57,122.87,118.95,122.85
2022-01-23 00:00:00,123.01,126.3,121.64,126.25
2022-01-23 01:00:00,126.14,127.01,125.16,125.17
2022-01-23 02:00:00,125.13,125.59,121.68,122.1
2022-01-23 03:00:00,122.27,124.03,121.73,123.92
2022-01-23 04:00:00,123.93,125.79,123.39,124.98
2022-01-23 05:00:00,124.88,127.38,123.21,126.92
2022-01-23 06:00:00,126.86,127.3,125.3,125.83
2022-01-23 07:00:00,125.54,129.13,125.47,128.08
2022-01-23 08:00:00,128.05,129.45,127.34,129.45
2022-01-23 09:00:00,129.58,131.05,128.97,129.87
2022-01-23 10:00:00,129.87,130.05,128.59,129.71
2022-01-23 11:00:00,129.67,129.74,127.8,128.35
2022-01-23 12:00:00,128.22,128.72,127.29,127.94
2022-01-23 13:00:00,127.96,129.43,127.43,129.0
2022-01-23 14:00:00,129.17,129.54,122.41,124.94
2022-01-23 15:00:00,124.81,125.33,123.24,124.93
2022-01-23 16:00:00,124.8,126.92,124.35,124.8
2022-01-23 17:00:00,124.95,126.44,124.66,125.25
2022-01-23 18:00:00,125.23,125.91,122.23,122.88
2022-01-23 19:00:00,122.92,124.18,121.34,122.1
2022-01-23 20:00:00,122.03,124.59,121.21,123.47
2022-01-23 21:00:00,123.45,124.68,122.17,122.8
2022-01-23 22:00:00,122.8,123.83,122.32,123.76
2022-01-23 23:00:00,123.78,128.85,123.19,128.31
2022-01-24 00:00:00,128.35,128.38,125.79,126.25
2022-01-24 01:00:00,126.08,126.92,123.71,124.06
2022-01-24 02:00:00,124.1,124.18,121.95,122.14
2022-01-24 03:00:00,122.08,122.84,121.81,122.62
2022-01-24 04:00:00,122.55,123.26,121.2,121.41
2022-01-24 05:00:00,121.27,121.27,119.85,120.91
2022-01-24 06:00:00,121.08,122.42,120.06,121.71
2022-01-24 07:00:00,121.64,121.88,119.04,119.45
2022-01-24 08:00:00,119.6,121.76,117.99,119.12
2022-01-24 09:00:00,119.16,119.38,115.57,116.26
2022-01-24 10:00:00,116.24,116.64,112.09,112.14
2022-01-24 11:00:00,112.02,116.42,111.8,114.33
2022-01-24 12:00:00,114.22,115.17,109.67,110.79
2022-01-24 13:00:00,110.87,113.16,110.05,111.53
2022-01-24 14:00:00,111.31,116.55,110.42,113.76
2022-01-24 15:00:00,113.87,118.87,111.7,118.31
2022-01-24 16:00:00,118.37,119.84,115.57,117.39
2022-01-24 17:00:00,117.36,121.12,114.73,120.22
2022-01-24 18:00:00,120.25,122.96,119.54,121.28
2022-01-24 19:00:00,121.18,121.87,119.77,121.25
2022-01-24 20:00:00,121.44,126.0,120.83,124.77
2022-01-24 21:00:00,125.0,125.01,123.46,123.95
2022-01-24 22:00:00,123.75,124.15,122.29,122.82
2022-01-24 23:00:00,122.7,126.21,122.13,124.73
2022-01-25 00:00:00,124.78,124.78,121.41,121.69
2022-01-25 01:00:00,121.91,122.94,121.76,122.36
2022-01-25 02:00:00,122.42,124.19,122.16,123.96
2022-01-25 03:00:00,123.87,124.56,122.91,124.33
2022-01-25 04:00:00,124.39,124.62,121.83,122.11
2022-01-25 05:00:00,122.33,123.85,122.02,123.71
2022-01-25 06:00:00,123.89,124.09,122.68,122.71
2022-01-25 07:00:00,122.78,124.53,122.28,124.53
2022-01-25 08:00:00,124.34,125.7,123.28,124.24
2022-01-25 09:00:00,124.24,126.66,123.8,126.15
2022-01-25 10:00:00,126.31,127.82,125.67,126.15
2022-01-25 11:00:00,126.0,126.74,124.68,124.98
2022-01-25 12:00:00,125.15,127.73,124.36,126.11
2022-01-25 13:00:00,126.09,126.39,124.6,125.57
2022-01-25 14:00:00,125.62,127.5,123.31,123.64
2022-01-25 15:00:00,123.89,124.09,121.96,123.14
2022-01-25 16:00:00,123.08,125.71,122.96,124.85
2022-01-25 17:00:00,124.81,127.46,124.68,126.71
2022-01-25 18:00:00,126.64,128.12,125.99,128.01
2022-01-25 19:00:00,127.94,128.14,126.23,126.94
2022-01-25 20:00:00,126.92,127.09,125.34,125.96
2022-01-25 21:00:00,126.2,126.24,124.65,125.89
2022-01-25 22:00:00,125.97,126.58,124.85,126.58
2022-01-25 23:00:00,126.6,127.73,125.99,126.92
2022-01-26 00:00:00,126.96,127.01,124.38,125.01
2022-01-26 01:00:00,125.02,126.19,124.58,125.93
2022-01-26 02:00:00,125.89,127.29,125.76,125.96
2022-01-26 03:00:00,126.04,128.27,125.93,128.04
2022-01-26 04:00:00,128.23,130.61,127.63,130.61
2022-01-26 05:00:00,130.55,130.6,128.7,129.92
2022-01-26 06:00:00,129.92,131.23,129.31,129.72
2022-01-26 07:00:00,129.6,131.51,129.27,131.31
2022-01-26 08:00:00,131.29,132.9,131.23,132.71
2022-01-26 09:00:00,132.64,134.39,132.0,132.35
2022-01-26 10:00:00,132.45,134.59,132.0,134.1
2022-01-26 11:00:00,134.15,134.87,133.8,134.47
2022-01-26 12:00:00,134.31,134.33,132.93,133.13
