datetime,QNTUSD_open,QNTUSD_high,QNTUSD_low,QNTUSD_close
2022-01-20 19:00:00,150.35,150.35,146.04,146.04
2022-01-20 20:00:00,146.09,147.82,145.49,147.37
2022-01-20 21:00:00,147.25,147.34,136.76,137.03
2022-01-20 22:00:00,136.78,140.74,134.85,137.52
2022-01-20 23:00:00,137.35,137.49,131.5,132.17
2022-01-21 00:00:00,132.22,135.25,130.58,135.0
2022-01-21 01:00:00,134.95,134.96,125.69,126.1
2022-01-21 02:00:00,126.42,131.92,126.01,127.67
2022-01-21 03:00:00,127.42,128.36,122.4,124.47
2022-01-21 04:00:00,124.4,126.85,122.29,124.24
2022-01-21 05:00:00,124.63,125.99,122.27,125.82
2022-01-21 06:00:00,125.68,127.19,123.4,125.22
2022-01-21 07:00:00,125.04,126.8,124.11,126.48
2022-01-21 08:00:00,126.18,129.6,124.72,129.6
2022-01-21 09:00:00,129.5,129.83,123.02,123.27
2022-01-21 10:00:00,123.27,124.92,122.52,124.04
2022-01-21 11:00:00,124.23,124.52,122.57,123.53
2022-01-21 12:00:00,123.57,123.67,114.93,118.18
2022-01-21 13:00:00,118.0,119.5,115.55,119.09
2022-01-21 14:00:00,119.08,120.94,117.08,119.61
2022-01-21 15:00:00,119.57,126.02,117.8,124.12
2022-01-21 16:00:00,123.83,127.64,121.37,126.04
2022-01-21 17:00:00,125.68,126.06,118.39,119.41
2022-01-21 18:00:00,119.55,121.82,117.23,119.54
2022-01-21 19:00:00,119.39,120.79,116.32,116.43
2022-01-21 20:00:00,116.48,118.69,108.96,116.49
2022-01-21 21:00:00,116.24,117.95,105.26,110.16
2022-01-21 22:00:00,109.81,113.73,107.0,109.64
2022-01-21 23:00:00,109.64,115.14,106.47,114.44
2022-01-22 00:00:00,114.6,117.01,109.64,112.31
2022-01-22 01:00:00,112.0,115.88,111.1,114.59
2022-01-22 02:00:00,114.31,115.62,108.27,110.88
2022-01-22 03:00:00,110.89,114.19,109.92,111.57
2022-01-22 04:00:00,111.57,114.99,110.62,114.16
2022-01-22 05:00:00,114.1,115.49,106.5,108.52
2022-01-22 06:00:00,108.56,111.28,106.5,109.32
2022-01-22 07:00:00,109.32,109.6,99.21,99.5
2022-01-22 08:00:00,99.49,103.47,98.49,98.68
2022-01-22 09:00:00,98.79,99.93,88.62,90.08
2022-01-22 10:00:00,89.77,96.83,83.87,95.78
2022-01-22 11:00:00,95.93,97.63,92.28,96.14
2022-01-22 12:00:00,96.35,104.97,95.47,104.28
2022-01-22 13:00:00,103.96,109.04,100.45,107.33
2022-01-22 14:00:00,106.93,107.05,102.2,102.62
2022-01-22 15:00:00,102.62,107.19,96.43,96.43
2022-01-22 16:00:00,96.78,104.21,96.0,100.21
2022-01-22 17:00:00,100.4,104.36,97.03,100.11
2022-01-22 18:00:00,99.76,100.53,94.86,95.56
2022-01-22 19:00:00,95.73,98.14,92.67,93.52
2022-01-22 20:00:00,93.63,99.5,93.1,97.49
2022-01-22 21:00:00,97.84,101.45,96.9,100.2
2022-01-22 22:00:00,99.87,102.03,97.65,99.07
2022-01-22 23:00:00,98.65,101.23,96.95,99.46
2022-01-23 00:00:00,99.3,105.0,97.78,104.97
2022-01-23 01:00:00,104.93,105.83,103.41,104.7
2022-01-23 02:00:00,104.35,107.13,102.03,102.35
2022-01-23 03:00:00,102.62,104.97,100.54,104.15
2022-01-23 04:00:00,104.32,107.62,102.72,107.53
2022-01-23 05:00:00,107.41,108.52,104.9,108.29
2022-01-23 06:00:00,108.13,109.64,106.69,108.22
2022-01-23 07:00:00,108.44,108.98,106.46,106.72
2022-01-23 08:00:00,107.03,111.11,106.31,111.11
2022-01-23 09:00:00,111.14,117.0,110.38,114.41
2022-01-23 10:00:00,114.17,114.4,110.25,113.26
2022-01-23 11:00:00,113.02,113.87,108.97,109.27
2022-01-23 12:00:00,109.34,110.06,106.55,109.03
2022-01-23 13:00:00,108.83,112.45,107.73,110.88
2022-01-23 14:00:00,111.08,112.38,104.29,106.82
2022-01-23 15:00:00,106.59,106.96,103.56,104.83
2022-01-23 16:00:00,105.01,107.65,104.01,104.74
2022-01-23 17:00:00,104.74,106.17,104.37,105.7
2022-01-23 18:00:00,105.65,106.15,102.4,103.27
2022-01-23 19:00:00,103.15,105.07,101.23,102.12
2022-01-23 20:00:00,102.12,104.59,101.1,103.43
2022-01-23 21:00:00,103.43,106.18,101.74,104.55
2022-01-23 22:00:00,104.54,106.16,104.0,105.9
2022-01-23 23:00:00,105.55,110.0,104.91,109.93
2022-01-24 00:00:00,109.61,109.61,105.19,106.83
2022-01-24 01:00:00,107.06,108.54,105.0,105.4
2022-01-24 02:00:00,105.11,107.25,104.83,105.42
2022-01-24 03:00:00,105.42,109.73,105.31,107.06
2022-01-24 04:00:00,107.45,108.88,103.7,105.65
2022-01-24 05:00:00,105.46,105.46,101.13,103.4
2022-01-24 06:00:00,103.69,104.63,102.38,102.6
2022-01-24 07:00:00,102.37,103.61,100.0,100.69
2022-01-24 08:00:00,100.56,102.48,98.29,98.65
2022-01-24 09:00:00,98.96,100.11,94.66,95.3
2022-01-24 10:00:00,95.52,96.64,90.24,90.44
2022-01-24 11:00:00,90.42,95.0,89.2,91.24
2022-01-24 12:00:00,91.13,92.12,87.76,89.46
2022-01-24 13:00:00,89.46,91.16,87.2,87.86
2022-01-24 14:00:00,87.69,92.99,86.13,90.0
2022-01-24 15:00:00,89.84,94.49,86.88,93.5
2022-01-24 16:00:00,93.37,95.96,89.46,92.47
2022-01-24 17:00:00,92.42,95.98,89.81,95.61
2022-01-24 18:00:00,95.66,101.08,92.92,99.93
2022-01-24 19:00:00,99.68,100.65,95.12,97.48
2022-01-24 20:00:00,97.48,104.0,96.29,100.81
2022-01-24 21:00:00,100.84,102.09,99.67,101.07
2022-01-24 22:00:00,101.07,101.59,97.92,100.12
2022-01-24 23:00:00,100.09,105.05,99.11,102.91
2022-01-25 00:00:00,103.17,103.2,98.51,99.96
2022-01-25 01:00:00,99.91,102.61,99.68,100.56
2022-01-25 02:00:00,100.43,101.27,98.82,100.57
2022-01-25 03:00:00,100.64,101.07,99.22,100.17
2022-01-25 04:00:00,100.17,100.41,97.83,98.23
2022-01-25 05:00:00,98.27,99.28,97.34,98.47
2022-01-25 06:00:00,98.43,99.9,98.0,99.18
2022-01-25 07:00:00,98.89,99.59,97.19,99.08
2022-01-25 08:00:00,98.88,101.05,97.9,98.37
2022-01-25 09:00:00,98.5,100.71,98.32,100.14
2022-01-25 10:00:00,100.13,102.22,100.03,101.32
2022-01-25 11:00:00,101.28,102.56,100.21,101.23
2022-01-25 12:00:00,101.29,102.9,99.73,101.17
2022-01-25 13:00:00,100.93,101.55,99.27,100.47
2022-01-25 14:00:00,100.35,104.39,99.22,101.6
2022-01-25 15:00:00,101.38,103.74,98.97,102.84
2022-01-25 16:00:00,102.53,103.98,101.36,102.66
2022-01-25 17:00:00,102.59,105.39,101.91,104.11
2022-01-25 18:00:00,103.7,104.95,102.94,103.98
2022-01-25 19:00:00,104.09,104.5,102.06,102.81
2022-01-25 20:00:00,102.75,103.22,101.26,101.94
2022-01-25 21:00:00,101.89,101.89,99.21,100.79
2022-01-25 22:00:00,100.8,103.65,100.77,103.65
2022-01-25 23:00:00,103.66,105.0,102.56,103.44
2022-01-26 00:00:00,103.25,104.99,102.4,102.83
2022-01-26 01:00:00,102.92,103.32,101.33,102.02
2022-01-26 02:00:00,102.23,103.45,101.04,101.93
2022-01-26 03:00:00,101.78,105.02,101.78,103.87
2022-01-26 04:00:00,103.75,105.84,103.19,104.85
2022-01-26 05:00:00,104.81,105.93,103.84,104.83
2022-01-26 06:00:00,104.7,107.08,104.5,105.88
2022-01-26 07:00:00,105.92,107.61,105.45,107.04
2022-01-26 08:00:00,107.5,108.94,106.5,108.34
2022-01-26 09:00:00,108.45,111.02,107.44,108.17
2022-01-26 10:00:00,107.75,109.77,106.71,109.31
2022-01-26 11:00:00,109.16,110.14,107.58,109.31
2022-01-26 12:00:00,109.09,109.09,106.48,106.48
2022-01-26 13:00:00,106.49,109.7,106.43,109.14
2022-01-26 14:00:00,109.09,110.56,107.77,107.99
2022-01-26 15:00:00,108.1,109.12,106.58,107.56
2022-01-26 16:00:00,107.56,109.2,106.95,108.93
2022-01-26 17:00:00,109.13,109.43,106.61,106.96
2022-01-26 18:00:00,106.96,106.96,100.65,104.51
2022-01-26 19:00:00,104.29,109.64,101.88,104.27
2022-01-26 20:00:00,104.15,104.19,96.5,98.46
2022-01-26 21:00:00,98.52,100.01,94.4,94.53
2022-01-26 22:00:00,94.53,97.82,94.07,96.04
2022-01-26 23:00:00,95.9,98.44,95.62,97.63
2022-01-27 00:00:00,97.51,99.94,97.15,99.5
2022-01-27 01:00:00,99.37,99.37,94.54,95.14
2022-01-27 02:00:00,94.66,95.36,92.32,94.67
2022-01-27 03:00:00,94.71,95.63,91.01,92.9
2022-01-27 04:00:00,92.83,94.2,92.27,92.71
2022-01-27 05:00:00,92.63,93.25,91.44,92.97
2022-01-27 06:00:00,93.08,95.37,92.51,95.31
2022-01-27 07:00:00,95.16,95.51,91.41,93.58
2022-01-27 08:00:00,93.83,93.89,91.01,93.52
2022-01-27 09:00:00,93.43,95.1,92.49,94.61
2022-01-27 10:00:00,94.55,96.31,94.01,96.31
2022-01-27 11:00:00,96.32,98.46,95.6,98.36
2022-01-27 12:00:00,98.53,98.63,96.16,97.43
2022-01-27 13:00:00,97.43,98.4,96.87,98.23
2022-01-27 14:00:00,98.23,99.75,97.38,99.22
2022-01-27 15:00:00,99.18,99.98,96.28,96.97
2022-01-27 16:00:00,97.06,97.1,93.56,95.01
2022-01-27 17:00:00,94.78,95.38,92.92,94.47
2022-01-27 18:00:00,94.8,95.0,93.3,94.43
2022-01-27 19:00:00,94.43,94.76,90.0,91.59
2022-01-27 20:00:00,91.69,92.89,88.7,89.0
2022-01-27 21:00:00,89.0,91.19,87.84,90.76
2022-01-27 22:00:00,90.82,92.84,88.29,90.25
2022-01-27 23:00:00,90.32,93.2,90.09,92.98
2022-01-28 00:00:00,92.98,95.58,92.9,95.46
2022-01-28 01:00:00,95.16,95.87,88.38,90.5
2022-01-28 02:00:00,90.76,92.03,89.95,91.7
2022-01-28 03:00:00,91.53,94.49,91.53,94.49
2022-01-28 04:00:00,94.51,95.62,94.24,94.74
2022-01-28 05:00:00,94.61,96.62,94.15,95.36
2022-01-28 06:00:00,95.89,96.54,93.76,93.76
2022-01-28 07:00:00,93.82,95.57,93.3,94.22
2022-01-28 08:00:00,94.22,95.84,93.73,95.5
2022-01-28 09:00:00,95.52,96.23,94.0,94.76
2022-01-28 10:00:00,94.76,95.58,93.73,94.32
2022-01-28 11:00:00,94.38,94.76,92.14,92.77
2022-01-28 12:00:00,92.77,93.05,90.8,90.98
2022-01-28 13:00:00,90.97,94.28,90.9,94.17
2022-01-28 14:00:00,94.28,94.88,91.75,92.52
2022-01-28 15:00:00,92.39,94.88,91.97,94.71
2022-01-28 16:00:00,94.85,96.0,93.89,95.38
2022-01-28 17:00:00,95.6,95.92,94.08,94.23
2022-01-28 18:00:00,94.23,95.53,94.07,95.02
2022-01-28 19:00:00,94.86,95.34,93.83,95.21
2022-01-28 20:00:00,95.2,97.69,94.75,96.76
2022-01-28 21:00:00,96.75,98.5,96.67,97.28
2022-01-28 22:00:00,97.28,100.0,96.8,98.24
2022-01-28 23:00:00,98.08,98.24,97.2,97.25
2022-01-29 00:00:00,97.42,99.23,97.27,97.53
2022-01-29 01:00:00,97.73,98.24,96.86,97.99
2022-01-29 02:00:00,98.01,98.49,96.5,96.64
2022-01-29 03:00:00,96.78,97.75,96.2,97.52
2022-01-29 04:00:00,97.59,97.68,96.45,96.86
2022-01-29 05:00:00,96.69,96.87,95.8,96.01
2022-01-29 06:00:00,96.15,97.26,95.93,96.07
2022-01-29 07:00:00,96.17,98.59,96.11,98.46
2022-01-29 08:00:00,98.55,98.86,97.62,98.3
2022-01-29 09:00:00,98.33,99.46,97.79,99.26
2022-01-29 10:00:00,99.27,99.27,97.92,98.23
2022-01-29 11:00:00,98.19,99.61,97.73,99.49
2022-01-29 12:00:00,99.46,100.55,98.99,100.25
2022-01-29 13:00:00,100.3,101.0,99.08,100.28
2022-01-29 14:00:00,100.3,101.0,98.59,98.89
2022-01-29 15:00:00,98.86,98.86,96.69,97.5
2022-01-29 16:00:00,97.38,99.11,96.8,99.07
2022-01-29 17:00:00,99.07,99.13,97.07,97.89
2022-01-29 18:00:00,98.0,99.11,97.89,98.53
2022-01-29 19:00:00,98.6,99.26,98.06,98.31
2022-01-29 20:00:00,98.39,99.94,97.93,98.4
2022-01-29 21:00:00,98.4,100.21,98.38,99.62
2022-01-29 22:00:00,99.47,99.86,98.33,98.81
2022-01-29 23:00:00,98.57,98.72,97.01,97.47
2022-01-30 00:00:00,97.4,98.62,95.59,96.06
2022-01-30 01:00:00,96.27,96.42,94.96,95.61
2022-01-30 02:00:00,95.5,96.6,95.11,96.32
2022-01-30 03:00:00,96.52,97.0,96.12,96.75
2022-01-30 04:00:00,96.75,98.64,96.55,98.6
2022-01-30 05:00:00,98.56,99.22,97.74,98.75
2022-01-30 06:00:00,98.87,99.43,98.32,98.72
2022-01-30 07:00:00,98.88,99.5,98.61,99.31
2022-01-30 08:00:00,99.38,99.5,97.58,98.15
2022-01-30 09:00:00,98.06,99.15,97.52,98.19
2022-01-30 10:00:00,98.45,99.49,98.25,99.0
2022-01-30 11:00:00,99.23,99.23,98.31,98.76
2022-01-30 12:00:00,98.62,99.48,97.55,98.1
2022-01-30 13:00:00,98.05,98.66,97.28,98.3
2022-01-30 14:00:00,98.42,98.55,97.21,97.96
2022-01-30 15:00:00,98.21,100.16,97.67,97.87
2022-01-30 16:00:00,97.93,98.47,97.05,97.62
2022-01-30 17:00:00,97.57,97.59,96.35,96.82
2022-01-30 18:00:00,96.79,96.82,95.26,95.79
2022-01-30 19:00:00,95.79,95.83,93.35,93.44
2022-01-30 20:00:00,93.48,95.03,93.24,94.13
2022-01-30 21:00:00,94.11,94.58,93.59,94.03
2022-01-30 22:00:00,94.03,94.44,92.66,93.66
2022-01-30 23:00:00,93.82,95.66,93.82,94.77
2022-01-31 00:00:00,94.85,95.26,89.7,90.3
2022-01-31 01:00:00,90.28,92.57,90.09,91.37
2022-01-31 02:00:00,91.3,92.49,90.5,91.87
2022-01-31 03:00:00,91.68,91.82,87.69,89.51
2022-01-31 04:00:00,89.64,89.64,88.11,89.3
2022-01-31 05:00:00,89.27,90.73,88.91,90.72
2022-01-31 06:00:00,90.54,91.23,90.16,90.81
2022-01-31 07:00:00,90.94,93.54,90.85,93.54
2022-01-31 08:00:00,93.43,93.99,91.67,92.54
2022-01-31 09:00:00,92.36,92.56,91.46,91.67
2022-01-31 10:00:00,91.79,93.03,91.74,92.5
2022-01-31 11:00:00,92.54,92.59,90.67,91.84
2022-01-31 12:00:00,91.88,93.0,90.68,92.63
2022-01-31 13:00:00,92.6,95.42,92.29,93.47
2022-01-31 14:00:00,93.49,95.19,93.31,95.18
2022-01-31 15:00:00,95.07,96.24,93.81,94.16
2022-01-31 16:00:00,94.22,96.83,93.74,95.95
2022-01-31 17:00:00,96.12,97.67,95.67,96.21
2022-01-31 18:00:00,96.2,97.0,95.63,96.5
2022-01-31 19:00:00,96.75,97.18,95.37,96.01
2022-01-31 20:00:00,96.03,96.66,94.98,96.31
2022-01-31 21:00:00,96.28,96.63,95.86,96.0
2022-01-31 22:00:00,96.0,96.55,95.86,96.29
2022-01-31 23:00:00,96.5,97.24,96.21,97.22
2022-02-01 00:00:00,97.04,97.48,96.58,97.29
2022-02-01 01:00:00,97.34,97.51,96.54,97.45
2022-02-01 02:00:00,97.36,97.82,96.67,97.4
2022-02-01 03:00:00,97.58,97.93,96.83,97.36
2022-02-01 04:00:00,97.21,97.74,95.52,95.94
2022-02-01 05:00:00,95.94,96.17,95.49,95.57
2022-02-01 06:00:00,95.69,96.0,94.85,95.83
2022-02-01 07:00:00,95.81,96.44,95.81,96.18
2022-02-01 08:00:00,96.17,96.51,95.73,96.37
2022-02-01 09:00:00,96.3,96.98,95.12,95.63
2022-02-01 10:00:00,95.75,97.06,95.75,96.93
2022-02-01 11:00:00,96.93,97.66,96.86,97.2
2022-02-01 12:00:00,97.16,98.09,96.89,97.93
2022-02-01 13:00:00,98.02,99.37,97.47,99.19
2022-02-01 14:00:00,99.31,101.72,97.78,98.02
2022-02-01 15:00:00,98.17,98.98,97.16,98.79
2022-02-01 16:00:00,98.99,101.5,98.99,100.85
2022-02-01 17:00:00,100.68,101.32,99.38,99.94
2022-02-01 18:00:00,99.77,106.29,99.6,103.58
2022-02-01 19:00:00,103.58,105.17,101.63,103.58
2022-02-01 20:00:00,103.5,107.41,103.26,103.65
2022-02-01 21:00:00,103.62,105.31,103.33,103.75
2022-02-01 22:00:00,103.97,104.13,101.58,102.24
2022-02-01 23:00:00,102.41,105.31,102.26,104.91
2022-02-02 00:00:00,105.05,105.35,103.17,103.51
2022-02-02 01:00:00,103.51,103.7,101.41,103.21
2022-02-02 02:00:00,103.12,103.32,102.48,102.63
2022-02-02 03:00:00,102.63,103.81,102.5,103.47
2022-02-02 04:00:00,103.38,104.37,103.29,103.79
2022-02-02 05:00:00,104.02,104.87,103.15,103.38
2022-02-02 06:00:00,103.38,105.39,103.3,103.41
2022-02-02 07:00:00,103.53,103.77,102.87,103.62
2022-02-02 08:00:00,103.44,104.38,103.22,104.38
2022-02-02 09:00:00,104.35,108.46,104.01,108.31
2022-02-02 10:00:00,108.08,108.49,106.26,107.78
2022-02-02 11:00:00,107.72,107.83,106.51,106.79
2022-02-02 12:00:00,106.79,121.0,106.68,119.83
2022-02-02 13:00:00,119.94,120.06,113.93,114.49
2022-02-02 14:00:00,114.49,115.19,105.83,107.39
2022-02-02 15:00:00,107.39,112.56,106.91,109.01
2022-02-02 16:00:00,109.0,116.57,105.19,116.57
2022-02-02 17:00:00,116.6,118.22,112.33,115.16
2022-02-02 18:00:00,115.27,115.29,111.05,111.69
2022-02-02 19:00:00,111.56,114.42,111.56,113.89
2022-02-02 20:00:00,113.8,116.82,113.55,114.61
2022-02-02 21:00:00,114.44,114.58,107.49,108.85
2022-02-02 22:00:00,108.76,111.07,108.52,111.0
2022-02-02 23:00:00,110.86,113.88,110.66,113.54
2022-02-03 00:00:00,113.59,114.68,111.6,113.86
2022-02-03 01:00:00,113.82,120.03,113.03,114.85
2022-02-03 02:00:00,114.7,115.26,111.91,113.49
2022-02-03 03:00:00,113.48,117.52,112.42,114.71
2022-02-03 04:00:00,114.54,121.0,114.54,121.0
2022-02-03 05:00:00,121.0,135.5,119.87,125.94
2022-02-03 06:00:00,125.94,131.76,122.49,128.95
2022-02-03 07:00:00,128.67,138.96,125.81,138.96
2022-02-03 08:00:00,138.95,146.71,132.78,135.93
2022-02-03 09:00:00,136.26,142.67,130.83,130.83
2022-02-03 10:00:00,130.94,132.2,125.2,127.93
2022-02-03 11:00:00,127.71,135.52,126.89,129.98
2022-02-03 12:00:00,129.79,132.03,125.92,127.66
2022-02-03 13:00:00,127.58,128.3,121.47,124.91
2022-02-03 14:00:00,124.65,131.37,124.52,126.77
2022-02-03 15:00:00,126.77,130.55,125.28,125.6
2022-02-03 16:00:00,125.6,129.66,124.36,124.36
2022-02-03 17:00:00,124.3,125.6,121.63,125.34
2022-02-03 18:00:00,124.87,130.07,124.25,127.81
2022-02-03 19:00:00,127.74,128.57,123.5,127.03
2022-02-03 20:00:00,127.02,128.53,124.31,124.98
2022-02-03 21:00:00,125.0,148.84,124.85,138.54
2022-02-03 22:00:00,138.19,138.6,133.91,136.48
2022-02-03 23:00:00,136.73,138.66,133.35,135.16
2022-02-04 00:00:00,135.15,138.69,134.66,136.32
2022-02-04 01:00:00,136.29,139.65,136.2,139.15
2022-02-04 02:00:00,138.9,139.16,131.79,131.79
2022-02-04 03:00:00,132.0,136.16,131.55,136.15
2022-02-04 04:00:00,135.96,136.15,133.43,135.53
2022-02-04 05:00:00,135.39,138.5,135.2,136.8
2022-02-04 06:00:00,136.67,139.39,136.43,139.13
2022-02-04 07:00:00,139.13,139.44,134.82,136.25
2022-02-04 08:00:00,136.15,139.27,135.79,139.17
2022-02-04 09:00:00,139.18,139.26,137.99,138.88
2022-02-04 10:00:00,138.81,141.0,138.34,140.68
2022-02-04 11:00:00,140.77,141.0,138.06,138.06
2022-02-04 12:00:00,138.06,139.03,135.03,138.97
2022-02-04 13:00:00,138.97,139.25,134.06,135.01
2022-02-04 14:00:00,135.25,137.26,134.0,135.46
2022-02-04 15:00:00,135.25,140.0,134.73,138.87
2022-02-04 16:00:00,138.87,139.37,137.45,138.0
2022-02-04 17:00:00,138.32,138.4,137.6,138.24
2022-02-04 18:00:00,138.1,138.28,135.09,137.08
2022-02-04 19:00:00,136.83,136.96,135.2,135.81
2022-02-04 20:00:00,135.75,136.71,131.78,132.44
2022-02-04 21:00:00,132.67,134.72,131.49,132.41
2022-02-04 22:00:00,132.5,133.1,130.35,130.65
2022-02-04 23:00:00,130.65,134.25,130.49,133.87
2022-02-05 00:00:00,133.84,134.13,132.05,133.41
2022-02-05 01:00:00,133.11,137.49,133.07,137.45
2022-02-05 02:00:00,137.45,138.24,135.92,137.86
2022-02-05 03:00:00,137.93,138.4,134.83,136.61
2022-02-05 04:00:00,136.61,137.52,135.29,136.1
2022-02-05 05:00:00,136.05,137.0,134.73,136.56
2022-02-05 06:00:00,136.73,137.79,136.07,136.33
2022-02-05 07:00:00,136.34,136.38,135.17,135.49
2022-02-05 08:00:00,135.35,136.49,133.39,134.54
2022-02-05 09:00:00,134.3,135.0,132.68,134.22
2022-02-05 10:00:00,134.38,134.91,133.99,134.77
2022-02-05 11:00:00,134.77,135.0,133.84,134.89
2022-02-05 12:00:00,134.62,135.0,133.07,133.16
2022-02-05 13:00:00,133.34,134.91,132.73,134.91
2022-02-05 14:00:00,134.69,135.0,133.75,133.85
2022-02-05 15:00:00,133.96,135.0,133.0,134.04
2022-02-05 16:00:00,134.11,135.0,133.04,133.15
2022-02-05 17:00:00,133.14,133.93,131.0,133.75
2022-02-05 18:00:00,133.55,134.76,133.35,133.94
2022-02-05 19:00:00,133.67,133.94,132.41,132.74
2022-02-05 20:00:00,132.74,133.12,131.49,133.01
2022-02-05 21:00:00,132.77,133.15,131.77,132.54
2022-02-05 22:00:00,132.54,135.0,132.19,133.53
2022-02-05 23:00:00,133.81,134.53,132.76,132.93
2022-02-06 00:00:00,133.15,133.79,132.84,133.47
2022-02-06 01:00:00,133.79,133.93,132.97,133.02
2022-02-06 02:00:00,133.22,133.41,131.62,131.68
2022-02-06 03:00:00,131.74,133.25,131.54,131.99
2022-02-06 04:00:00,132.09,132.34,130.51,131.96
2022-02-06 05:00:00,131.96,132.07,131.09,131.45
2022-02-06 06:00:00,131.44,132.19,131.05,131.72
2022-02-06 07:00:00,131.72,132.12,130.64,131.73
2022-02-06 08:00:00,131.47,132.28,131.31,132.14
2022-02-06 09:00:00,132.35,134.95,132.12,134.21
2022-02-06 10:00:00,134.22,135.53,133.97,135.36
2022-02-06 11:00:00,135.16,135.48,134.03,134.34
2022-02-06 12:00:00,134.67,135.72,134.22,134.67
2022-02-06 13:00:00,134.68,135.36,133.71,133.92
2022-02-06 14:00:00,134.24,135.46,131.57,131.87
2022-02-06 15:00:00,131.87,133.3,131.11,132.99
2022-02-06 16:00:00,132.99,133.83,132.68,133.52
2022-02-06 17:00:00,133.36,133.92,132.83,132.83
2022-02-06 18:00:00,132.81,133.25,132.78,132.85
2022-02-06 19:00:00,133.08,133.4,132.62,132.72
2022-02-06 20:00:00,132.72,133.06,131.24,131.57
2022-02-06 21:00:00,131.51,132.39,131.13,131.74
2022-02-06 22:00:00,131.75,132.51,131.06,132.51
2022-02-06 23:00:00,132.19,136.52,132.14,135.7
2022-02-07 00:00:00,135.66,136.19,133.53,134.02
2022-02-07 01:00:00,134.22,135.91,133.55,135.44
2022-02-07 02:00:00,135.5,136.29,135.16,135.29
2022-02-07 03:00:00,135.27,138.06,135.23,137.65
2022-02-07 04:00:00,137.92,139.88,136.91,139.1
2022-02-07 05:00:00,138.74,140.01,138.27,140.01
2022-02-07 06:00:00,140.01,149.99,139.78,149.25
2022-02-07 07:00:00,149.49,149.49,144.21,148.0
2022-02-07 08:00:00,147.77,156.9,147.46,156.07
2022-02-07 09:00:00,155.76,160.58,151.9,156.84
2022-02-07 10:00:00,156.73,158.66,151.69,153.92
2022-02-07 11:00:00,154.45,155.51,152.88,153.84
2022-02-07 12:00:00,153.5,156.0,152.42,153.61
2022-02-07 13:00:00,153.59,156.0,153.38,155.55
2022-02-07 14:00:00,155.77,156.0,153.98,155.51
2022-02-07 15:00:00,155.8,160.72,153.6,159.57
2022-02-07 16:00:00,159.81,161.98,156.85,157.49
2022-02-07 17:00:00,157.71,159.17,155.65,158.21
2022-02-07 18:00:00,158.48,158.84,156.68,158.21
2022-02-07 19:00:00,158.11,159.31,157.42,157.96
2022-02-07 20:00:00,157.96,158.87,155.0,155.87
2022-02-07 21:00:00,155.87,157.4,155.33,156.53
2022-02-07 22:00:00,156.5,159.15,155.76,158.65
2022-02-07 23:00:00,158.63,159.27,153.94,154.11
2022-02-08 00:00:00,154.52,154.8,149.83,151.4
2022-02-08 01:00:00,151.46,155.53,151.18,153.93
2022-02-08 02:00:00,154.27,154.36,152.62,153.65
2022-02-08 03:00:00,153.57,153.84,152.43,152.89
2022-02-08 04:00:00,152.73,152.79,148.05,149.89
2022-02-08 05:00:00,149.94,151.72,149.0,151.29
2022-02-08 06:00:00,151.17,154.05,149.66,151.15
2022-02-08 07:00:00,151.15,151.44,149.83,150.62
2022-02-08 08:00:00,150.83,151.59,144.39,145.47
2022-02-08 09:00:00,145.04,146.85,141.53,145.0
2022-02-08 10:00:00,144.66,146.7,143.76,146.28
2022-02-08 11:00:00,146.71,148.85,146.66,146.79
2022-02-08 12:00:00,146.74,146.9,143.1,143.77
2022-02-08 13:00:00,143.44,144.39,143.12,143.55
2022-02-08 14:00:00,143.6,145.75,143.51,143.79
2022-02-08 15:00:00,143.94,143.94,140.83,142.41
2022-02-08 16:00:00,142.08,142.59,137.8,138.2
2022-02-08 17:00:00,138.05,140.11,137.73,138.5
2022-02-08 18:00:00,138.28,145.17,138.28,142.14
2022-02-08 19:00:00,141.99,143.15,140.23,142.74
2022-02-08 20:00:00,142.86,148.94,142.86,148.82
2022-02-08 21:00:00,148.81,148.82,145.04,145.88
2022-02-08 22:00:00,145.95,146.75,144.3,146.39
2022-02-08 23:00:00,146.74,149.37,146.47,147.38
2022-02-09 00:00:00,147.48,148.8,146.91,148.39
2022-02-09 01:00:00,148.31,148.39,145.36,146.89
2022-02-09 02:00:00,146.89,147.0,143.15,143.5
2022-02-09 03:00:00,143.3,145.29,143.3,143.65
2022-02-09 04:00:00,143.65,144.49,143.33,143.73
2022-02-09 05:00:00,143.77,144.88,142.0,144.79
2022-02-09 06:00:00,144.79,145.29,144.46,145.09
2022-02-09 07:00:00,145.15,146.09,143.45,145.3
2022-02-09 08:00:00,145.54,145.7,143.22,145.39
2022-02-09 09:00:00,145.39,148.0,145.39,147.16
2022-02-09 10:00:00,147.3,148.77,147.1,147.64
2022-02-09 11:00:00,147.37,149.67,146.71,148.52
2022-02-09 12:00:00,148.52,153.51,147.81,153.13
2022-02-09 13:00:00,153.31,156.91,153.08,155.54
2022-02-09 14:00:00,154.94,155.05,152.38,152.74
2022-02-09 15:00:00,152.87,156.5,152.68,156.5
2022-02-09 16:00:00,156.23,158.92,154.36,154.71
2022-02-09 17:00:00,154.64,155.97,152.43,153.47
2022-02-09 18:00:00,153.7,154.75,150.99,151.71
2022-02-09 19:00:00,152.07,152.4,151.47,151.89
