datetime,SFPBUSD_open,SFPBUSD_high,SFPBUSD_low,SFPBUSD_close
2022-01-03 00:00:00,1.5299,1.5351,1.5157,1.5351
2022-01-03 01:00:00,1.5334,1.5334,1.519,1.519
2022-01-03 02:00:00,1.5195,1.5251,1.5188,1.5198
2022-01-03 03:00:00,1.5236,1.5242,1.5153,1.5177
2022-01-03 04:00:00,1.5176,1.523,1.5116,1.5139
2022-01-03 05:00:00,1.5172,1.5369,1.5152,1.522
2022-01-03 06:00:00,1.5264,1.5355,1.5258,1.5286
2022-01-03 07:00:00,1.5291,1.5291,1.5079,1.51
2022-01-03 08:00:00,1.5125,1.5209,1.5117,1.5175
2022-01-03 09:00:00,1.5155,1.5243,1.5103,1.5103
2022-01-03 10:00:00,1.5104,1.5164,1.4918,1.5
2022-01-03 11:00:00,1.5,1.5018,1.4524,1.463
2022-01-03 12:00:00,1.4688,1.4838,1.4617,1.4742
2022-01-03 13:00:00,1.478,1.4827,1.4713,1.4774
2022-01-03 14:00:00,1.4777,1.4848,1.4672,1.4672
2022-01-03 15:00:00,1.4672,1.472,1.45,1.4558
2022-01-03 16:00:00,1.4576,1.4723,1.4559,1.4628
2022-01-03 17:00:00,1.4625,1.4816,1.4616,1.4676
2022-01-03 18:00:00,1.4704,1.4791,1.4321,1.4477
2022-01-03 19:00:00,1.4485,1.4513,1.4163,1.4288
2022-01-03 20:00:00,1.4277,1.4295,1.4013,1.4065
2022-01-03 21:00:00,1.4081,1.4102,1.383,1.3995
2022-01-03 22:00:00,1.395,1.4101,1.3877,1.4059
2022-01-03 23:00:00,1.4044,1.4123,1.4013,1.4069
2022-01-04 00:00:00,1.4054,1.42,1.4051,1.4135
2022-01-04 01:00:00,1.4122,1.423,1.41,1.4227
2022-01-04 02:00:00,1.423,1.4339,1.4223,1.4329
2022-01-04 03:00:00,1.432,1.4362,1.4245,1.428
2022-01-04 04:00:00,1.4293,1.4321,1.4166,1.4204
2022-01-04 05:00:00,1.4226,1.4349,1.4204,1.4297
2022-01-04 06:00:00,1.4309,1.4367,1.4215,1.4353
