datetime,SFPBUSD_open,SFPBUSD_high,SFPBUSD_low,SFPBUSD_close
2022-01-04 07:00:00,1.4353,1.4356,1.4233,1.4266
2022-01-04 08:00:00,1.4281,1.4332,1.411,1.4267
2022-01-04 09:00:00,1.4304,1.4396,1.4244,1.4386
2022-01-04 10:00:00,1.4386,1.4467,1.4276,1.4321
2022-01-04 11:00:00,1.429,1.4433,1.425,1.4338
2022-01-04 12:00:00,1.4366,1.4441,1.4319,1.436
2022-01-04 13:00:00,1.4364,1.4414,1.3925,1.4031
2022-01-04 14:00:00,1.4006,1.4243,1.3925,1.409
2022-01-04 15:00:00,1.417,1.4324,1.4163,1.4267
2022-01-04 16:00:00,1.423,1.4248,1.416,1.4221
2022-01-04 17:00:00,1.4221,1.4267,1.4164,1.4198
2022-01-04 18:00:00,1.4204,1.4256,1.4103,1.4188
2022-01-04 19:00:00,1.4199,1.4357,1.4082,1.4293
2022-01-04 20:00:00,1.4277,1.43,1.417,1.4181
2022-01-04 21:00:00,1.4191,1.4371,1.4191,1.426
2022-01-04 22:00:00,1.4285,1.4352,1.4198,1.4328
2022-01-04 23:00:00,1.4327,1.437,1.428,1.437
2022-01-05 00:00:00,1.4381,1.4391,1.4219,1.4314
2022-01-05 01:00:00,1.4285,1.4396,1.4285,1.4396
2022-01-05 02:00:00,1.4371,1.4418,1.4299,1.436
2022-01-05 03:00:00,1.4346,1.4398,1.4295,1.4378
2022-01-05 04:00:00,1.438,1.4436,1.4347,1.4382
2022-01-05 05:00:00,1.4392,1.4395,1.4295,1.437
2022-01-05 06:00:00,1.4353,1.4353,1.4095,1.4204
2022-01-05 07:00:00,1.4205,1.4258,1.3864,1.402
2022-01-05 08:00:00,1.402,1.4167,1.3977,1.4167
2022-01-05 09:00:00,1.4179,1.4182,1.4,1.4135
2022-01-05 10:00:00,1.4135,1.4137,1.4,1.4108
2022-01-05 11:00:00,1.4114,1.4152,1.395,1.3961
2022-01-05 12:00:00,1.3988,1.4055,1.3517,1.3517
2022-01-05 13:00:00,1.3501,1.3752,1.3443,1.363
2022-01-05 14:00:00,1.3632,1.365,1.2609,1.2879
2022-01-05 15:00:00,1.2837,1.3043,1.2435,1.2744
2022-01-05 16:00:00,1.2756,1.2997,1.2594,1.26
2022-01-05 17:00:00,1.2595,1.268,1.1638,1.2453
2022-01-05 18:00:00,1.2469,1.2636,1.2349,1.2357
2022-01-05 19:00:00,1.2397,1.25,1.2275,1.2367
2022-01-05 20:00:00,1.2402,1.2403,1.2087,1.2148
2022-01-05 21:00:00,1.2111,1.2151,1.1922,1.1966
2022-01-05 22:00:00,1.1954,1.1975,1.173,1.173
2022-01-05 23:00:00,1.1781,1.1897,1.155,1.1788
2022-01-06 00:00:00,1.181,1.2095,1.181,1.1941
2022-01-06 01:00:00,1.1906,1.2046,1.1833,1.1938
2022-01-06 02:00:00,1.1912,1.2026,1.1854,1.2026
2022-01-06 03:00:00,1.2025,1.2035,1.1736,1.1881
2022-01-06 04:00:00,1.1881,1.1881,1.1576,1.1603
2022-01-06 05:00:00,1.1649,1.1903,1.1649,1.188
2022-01-06 06:00:00,1.1838,1.1887,1.1648,1.1756
2022-01-06 07:00:00,1.181,1.1911,1.1611,1.1911
2022-01-06 08:00:00,1.1911,1.2068,1.1818,1.2001
2022-01-06 09:00:00,1.204,1.2133,1.189,1.1903
2022-01-06 10:00:00,1.191,1.2032,1.1748,1.2009
2022-01-06 11:00:00,1.2009,1.2092,1.189,1.2017
2022-01-06 12:00:00,1.2026,1.2081,1.191,1.2039
2022-01-06 13:00:00,1.2037,1.2201,1.2037,1.2171
2022-01-06 14:00:00,1.2154,1.2158,1.2084,1.2126
2022-01-06 15:00:00,1.2144,1.2161,1.2025,1.2031
2022-01-06 16:00:00,1.2028,1.2111,1.2028,1.2031
2022-01-06 17:00:00,1.2042,1.2129,1.2038,1.2117
2022-01-06 18:00:00,1.2104,1.211,1.1981,1.204
2022-01-06 19:00:00,1.206,1.2073,1.1876,1.1937
2022-01-06 20:00:00,1.1979,1.2112,1.1869,1.2084
2022-01-06 21:00:00,1.2042,1.2079,1.1902,1.1902
2022-01-06 22:00:00,1.1897,1.1939,1.125,1.1353
2022-01-06 23:00:00,1.132,1.141,1.0845,1.118
2022-01-07 00:00:00,1.1214,1.1269,1.1103,1.1226
2022-01-07 01:00:00,1.1193,1.12,1.0981,1.1039
2022-01-07 02:00:00,1.1014,1.1235,1.09,1.1235
2022-01-07 03:00:00,1.1204,1.1466,1.1204,1.1395
2022-01-07 04:00:00,1.1393,1.1516,1.1379,1.1507
2022-01-07 05:00:00,1.1489,1.153,1.1343,1.1353
2022-01-07 06:00:00,1.1345,1.1425,1.1327,1.1347
2022-01-07 07:00:00,1.1393,1.1493,1.137,1.1399
2022-01-07 08:00:00,1.1425,1.15,1.1029,1.1215
2022-01-07 09:00:00,1.1171,1.1454,1.117,1.1404
2022-01-07 10:00:00,1.1384,1.14,1.1033,1.124
2022-01-07 11:00:00,1.1291,1.1632,1.1128,1.1617
2022-01-07 12:00:00,1.1606,1.1606,1.1458,1.1517
2022-01-07 13:00:00,1.1505,1.1512,1.1343,1.1391
2022-01-07 14:00:00,1.1401,1.1471,1.1332,1.1402
2022-01-07 15:00:00,1.1479,1.1486,1.135,1.1478
2022-01-07 16:00:00,1.146,1.147,1.137,1.144
2022-01-07 17:00:00,1.1437,1.1437,1.1236,1.1236
2022-01-07 18:00:00,1.1291,1.1415,1.1291,1.133
2022-01-07 19:00:00,1.1383,1.1528,1.1314,1.1528
2022-01-07 20:00:00,1.1581,1.163,1.1521,1.1521
2022-01-07 21:00:00,1.1494,1.1562,1.1376,1.1509
2022-01-07 22:00:00,1.1501,1.1517,1.1368,1.1459
2022-01-07 23:00:00,1.1485,1.1588,1.1483,1.152
2022-01-08 00:00:00,1.1505,1.1531,1.1452,1.1531
2022-01-08 01:00:00,1.1518,1.1538,1.1416,1.1534
2022-01-08 02:00:00,1.156,1.1565,1.1499,1.1527
2022-01-08 03:00:00,1.1532,1.1615,1.1532,1.158
2022-01-08 04:00:00,1.1583,1.1583,1.1504,1.1574
2022-01-08 05:00:00,1.1575,1.1576,1.1371,1.1418
2022-01-08 06:00:00,1.1406,1.145,1.1342,1.145
2022-01-08 07:00:00,1.1411,1.1494,1.128,1.1351
2022-01-08 08:00:00,1.1326,1.1397,1.1262,1.1341
2022-01-08 09:00:00,1.1341,1.1361,1.1172,1.1172
2022-01-08 10:00:00,1.1167,1.1203,1.106,1.108
2022-01-08 11:00:00,1.108,1.1174,1.0824,1.0853
2022-01-08 12:00:00,1.0831,1.086,1.0387,1.0387
2022-01-08 13:00:00,1.0402,1.0625,1.0182,1.0182
2022-01-08 14:00:00,1.0183,1.046,1.0162,1.0318
2022-01-08 15:00:00,1.0345,1.0383,1.0204,1.0238
2022-01-08 16:00:00,1.0228,1.064,1.0227,1.0576
2022-01-08 17:00:00,1.0558,1.0745,1.0558,1.0673
2022-01-08 18:00:00,1.0636,1.0658,1.0525,1.0525
2022-01-08 19:00:00,1.0525,1.0678,1.0408,1.0678
2022-01-08 20:00:00,1.0625,1.0696,1.0484,1.0531
2022-01-08 21:00:00,1.0582,1.0753,1.0577,1.0742
2022-01-08 22:00:00,1.07,1.0718,1.06,1.06
2022-01-08 23:00:00,1.0625,1.0773,1.0625,1.0772
2022-01-09 00:00:00,1.0756,1.08,1.067,1.068
2022-01-09 01:00:00,1.0701,1.0728,1.065,1.0683
2022-01-09 02:00:00,1.0695,1.0741,1.0679,1.0721
2022-01-09 03:00:00,1.072,1.0759,1.0569,1.0695
2022-01-09 04:00:00,1.0644,1.0669,1.05,1.0545
2022-01-09 05:00:00,1.0568,1.0657,1.0492,1.0598
2022-01-09 06:00:00,1.0645,1.0743,1.0645,1.0667
2022-01-09 07:00:00,1.069,1.0693,1.0606,1.0632
2022-01-09 08:00:00,1.0617,1.0697,1.0529,1.0529
2022-01-09 09:00:00,1.0574,1.0663,1.0562,1.061
2022-01-09 10:00:00,1.0599,1.0609,1.0448,1.0591
2022-01-09 11:00:00,1.0611,1.0837,1.057,1.0837
2022-01-09 12:00:00,1.0851,1.0906,1.0803,1.0882
2022-01-09 13:00:00,1.0886,1.102,1.087,1.0913
2022-01-09 14:00:00,1.0912,1.1162,1.0912,1.1145
2022-01-09 15:00:00,1.116,1.12,1.112,1.1134
2022-01-09 16:00:00,1.1125,1.1159,1.1,1.1096
2022-01-09 17:00:00,1.1096,1.1096,1.0974,1.098
2022-01-09 18:00:00,1.1035,1.1089,1.0854,1.095
2022-01-09 19:00:00,1.0944,1.0969,1.0783,1.0809
2022-01-09 20:00:00,1.0815,1.1161,1.0815,1.0966
2022-01-09 21:00:00,1.0996,1.1022,1.075,1.0831
2022-01-09 22:00:00,1.084,1.0866,1.0821,1.0834
2022-01-09 23:00:00,1.0885,1.1027,1.0883,1.1015
2022-01-10 00:00:00,1.1015,1.1051,1.0931,1.0956
2022-01-10 01:00:00,1.0968,1.1031,1.0956,1.0976
2022-01-10 02:00:00,1.1012,1.1012,1.0901,1.0953
2022-01-10 03:00:00,1.0981,1.0988,1.0792,1.0864
2022-01-10 04:00:00,1.0885,1.0899,1.0801,1.0801
2022-01-10 05:00:00,1.078,1.087,1.0721,1.0721
2022-01-10 06:00:00,1.071,1.071,1.0552,1.0587
2022-01-10 07:00:00,1.0609,1.0612,1.034,1.039
2022-01-10 08:00:00,1.0348,1.045,1.0318,1.0326
2022-01-10 09:00:00,1.03,1.0407,0.9828,1.0267
2022-01-10 10:00:00,1.0227,1.0227,0.998,1.0144
2022-01-10 11:00:00,1.0129,1.0406,1.0073,1.0387
2022-01-10 12:00:00,1.0408,1.0436,0.9927,1.0043
2022-01-10 13:00:00,1.0073,1.0204,1.0027,1.0163
2022-01-10 14:00:00,1.0139,1.0162,1.0031,1.004
2022-01-10 15:00:00,1.0054,1.0279,0.9991,1.0263
2022-01-10 16:00:00,1.0263,1.0297,1.0157,1.0218
2022-01-10 17:00:00,1.0231,1.0272,1.0147,1.0224
2022-01-10 18:00:00,1.023,1.0328,1.02,1.0299
2022-01-10 19:00:00,1.0311,1.0312,1.0184,1.0198
2022-01-10 20:00:00,1.0194,1.0335,1.0186,1.0296
2022-01-10 21:00:00,1.0342,1.0595,1.0326,1.0572
2022-01-10 22:00:00,1.0573,1.08,1.0572,1.08
2022-01-10 23:00:00,1.0816,1.0843,1.0633,1.0638
2022-01-11 00:00:00,1.0657,1.0702,1.0606,1.0637
2022-01-11 01:00:00,1.0648,1.0688,1.06,1.0669
2022-01-11 02:00:00,1.0689,1.0756,1.0616,1.0756
2022-01-11 03:00:00,1.0774,1.0941,1.0667,1.0691
2022-01-11 04:00:00,1.0692,1.0726,1.061,1.0654
2022-01-11 05:00:00,1.0654,1.0738,1.057,1.0625
2022-01-11 06:00:00,1.0653,1.0775,1.0636,1.0708
2022-01-11 07:00:00,1.071,1.0729,1.0604,1.0687
2022-01-11 08:00:00,1.0678,1.0919,1.0678,1.0917
2022-01-11 09:00:00,1.0855,1.0925,1.0588,1.0821
2022-01-11 10:00:00,1.0848,1.1151,1.0754,1.0877
2022-01-11 11:00:00,1.0899,1.1114,1.0848,1.0993
2022-01-11 12:00:00,1.1025,1.1167,1.0896,1.101
2022-01-11 13:00:00,1.1016,1.1047,1.0958,1.1006
2022-01-11 14:00:00,1.0936,1.1004,1.0921,1.0953
2022-01-11 15:00:00,1.0989,1.1043,1.0965,1.0965
2022-01-11 16:00:00,1.0995,1.0995,1.095,1.0985
2022-01-11 17:00:00,1.0957,1.1059,1.0952,1.1
2022-01-11 18:00:00,1.107,1.1109,1.1025,1.1069
2022-01-11 19:00:00,1.1115,1.1166,1.1036,1.1128
2022-01-11 20:00:00,1.1119,1.1215,1.1097,1.1097
2022-01-11 21:00:00,1.1131,1.1162,1.1086,1.1136
2022-01-11 22:00:00,1.1118,1.116,1.1079,1.1159
2022-01-11 23:00:00,1.1158,1.118,1.1079,1.1143
2022-01-12 00:00:00,1.1123,1.1223,1.1084,1.118
2022-01-12 01:00:00,1.1206,1.1219,1.1077,1.1147
2022-01-12 02:00:00,1.1138,1.1138,1.098,1.1136
2022-01-12 03:00:00,1.1117,1.124,1.1117,1.1175
2022-01-12 04:00:00,1.1176,1.1284,1.1176,1.1266
2022-01-12 05:00:00,1.1266,1.1459,1.1265,1.13
2022-01-12 06:00:00,1.13,1.1483,1.1269,1.1343
2022-01-12 07:00:00,1.1386,1.1565,1.138,1.1518
2022-01-12 08:00:00,1.1519,1.1682,1.1436,1.157
2022-01-12 09:00:00,1.1595,1.1719,1.148,1.1714
2022-01-12 10:00:00,1.1697,1.1732,1.1531,1.1692
2022-01-12 11:00:00,1.1701,1.1878,1.1615,1.1825
2022-01-12 12:00:00,1.1787,1.2037,1.1787,1.1891
2022-01-12 13:00:00,1.1908,1.21,1.1789,1.1856
2022-01-12 14:00:00,1.1865,1.2,1.1855,1.1977
2022-01-12 15:00:00,1.1931,1.196,1.186,1.191
2022-01-12 16:00:00,1.1875,1.1991,1.1875,1.1893
2022-01-12 17:00:00,1.19,1.1937,1.1868,1.19
2022-01-12 18:00:00,1.1889,1.1943,1.1882,1.191
2022-01-12 19:00:00,1.1926,1.1941,1.1673,1.1704
2022-01-12 20:00:00,1.1719,1.1919,1.1706,1.1834
2022-01-12 21:00:00,1.1838,1.1838,1.1714,1.1755
2022-01-12 22:00:00,1.1737,1.1737,1.1569,1.1651
2022-01-12 23:00:00,1.1669,1.1778,1.1669,1.1682
2022-01-13 00:00:00,1.1682,1.1757,1.1641,1.17
2022-01-13 01:00:00,1.1661,1.1833,1.1661,1.1775
2022-01-13 02:00:00,1.1772,1.1836,1.1732,1.1732
2022-01-13 03:00:00,1.1767,1.1779,1.1717,1.1756
2022-01-13 04:00:00,1.1745,1.1787,1.1705,1.1762
2022-01-13 05:00:00,1.1772,1.1818,1.1685,1.1685
2022-01-13 06:00:00,1.1702,1.1702,1.145,1.1565
2022-01-13 07:00:00,1.157,1.171,1.157,1.171
2022-01-13 08:00:00,1.1686,1.1688,1.1612,1.1664
2022-01-13 09:00:00,1.1687,1.1836,1.162,1.177
2022-01-13 10:00:00,1.1713,1.1726,1.1133,1.1297
2022-01-13 11:00:00,1.1294,1.1554,1.1249,1.1334
2022-01-13 12:00:00,1.13,1.1308,1.1135,1.1277
2022-01-13 13:00:00,1.1211,1.1304,1.1154,1.1221
2022-01-13 14:00:00,1.124,1.1312,1.1154,1.1312
2022-01-13 15:00:00,1.1263,1.1318,1.1084,1.1264
2022-01-13 16:00:00,1.1273,1.1282,1.1185,1.1216
2022-01-13 17:00:00,1.1199,1.1217,1.1147,1.1171
2022-01-13 18:00:00,1.1156,1.1187,1.1051,1.1091
2022-01-13 19:00:00,1.1114,1.1181,1.0951,1.1181
2022-01-13 20:00:00,1.1166,1.1166,1.1078,1.1104
2022-01-13 21:00:00,1.1104,1.1132,1.0991,1.1132
2022-01-13 22:00:00,1.1118,1.1128,1.105,1.1079
2022-01-13 23:00:00,1.1083,1.1162,1.1083,1.1122
2022-01-14 00:00:00,1.1102,1.1265,1.1102,1.1256
2022-01-14 01:00:00,1.1269,1.1316,1.122,1.1228
2022-01-14 02:00:00,1.1218,1.1292,1.1113,1.1164
2022-01-14 03:00:00,1.1125,1.1125,1.0912,1.1028
2022-01-14 04:00:00,1.1029,1.1087,1.0998,1.0998
2022-01-14 05:00:00,1.1026,1.1064,1.073,1.0778
2022-01-14 06:00:00,1.0778,1.0786,1.0662,1.077
2022-01-14 07:00:00,1.0772,1.0872,1.069,1.08
2022-01-14 08:00:00,1.081,1.0849,1.072,1.076
2022-01-14 09:00:00,1.0721,1.0947,1.0711,1.092
2022-01-14 10:00:00,1.0895,1.1022,1.086,1.092
2022-01-14 11:00:00,1.0955,1.0976,1.08,1.0969
2022-01-14 12:00:00,1.0966,1.103,1.0876,1.0925
2022-01-14 13:00:00,1.094,1.1024,1.0922,1.097
2022-01-14 14:00:00,1.0987,1.1079,1.097,1.1001
2022-01-14 15:00:00,1.103,1.1032,1.0984,1.1
2022-01-14 16:00:00,1.1,1.1474,1.0991,1.1074
2022-01-14 17:00:00,1.1058,1.107,1.101,1.107
2022-01-14 18:00:00,1.1069,1.1071,1.0956,1.1051
2022-01-14 19:00:00,1.1054,1.1088,1.0913,1.1078
2022-01-14 20:00:00,1.1095,1.1097,1.0999,1.1052
2022-01-14 21:00:00,1.1059,1.1076,1.1009,1.1072
2022-01-14 22:00:00,1.1072,1.1072,1.1005,1.1049
2022-01-14 23:00:00,1.105,1.1055,1.0987,1.1037
2022-01-15 00:00:00,1.1045,1.1156,1.103,1.1113
2022-01-15 01:00:00,1.1111,1.1169,1.1056,1.1168
2022-01-15 02:00:00,1.1169,1.1169,1.1066,1.1103
2022-01-15 03:00:00,1.1126,1.115,1.1061,1.1074
2022-01-15 04:00:00,1.1142,1.1175,1.1097,1.1175
2022-01-15 05:00:00,1.1155,1.1236,1.1151,1.1164
2022-01-15 06:00:00,1.1164,1.1222,1.1147,1.1192
2022-01-15 07:00:00,1.1196,1.1275,1.1061,1.115
2022-01-15 08:00:00,1.1138,1.1452,1.1114,1.1324
2022-01-15 09:00:00,1.1379,1.154,1.1343,1.154
2022-01-15 10:00:00,1.1555,1.166,1.1488,1.1614
2022-01-15 11:00:00,1.1613,1.1681,1.156,1.1586
2022-01-15 12:00:00,1.1625,1.1648,1.1579,1.1648
2022-01-15 13:00:00,1.1604,1.1627,1.1545,1.1604
2022-01-15 14:00:00,1.1572,1.1609,1.1551,1.1579
2022-01-15 15:00:00,1.1609,1.163,1.1485,1.1485
2022-01-15 16:00:00,1.1469,1.1524,1.1442,1.1515
2022-01-15 17:00:00,1.1521,1.1528,1.1488,1.1503
2022-01-15 18:00:00,1.1495,1.1524,1.1425,1.1499
2022-01-15 19:00:00,1.1469,1.1469,1.1357,1.1458
2022-01-15 20:00:00,1.147,1.1492,1.1399,1.1401
2022-01-15 21:00:00,1.1379,1.1447,1.1191,1.123
2022-01-15 22:00:00,1.1247,1.1283,1.1191,1.1191
2022-01-15 23:00:00,1.1192,1.1271,1.1192,1.1243
2022-01-16 00:00:00,1.1245,1.1278,1.117,1.1197
2022-01-16 01:00:00,1.1183,1.1337,1.1183,1.132
2022-01-16 02:00:00,1.1296,1.133,1.128,1.13
2022-01-16 03:00:00,1.13,1.1338,1.1274,1.1276
2022-01-16 04:00:00,1.1254,1.1329,1.125,1.1314
2022-01-16 05:00:00,1.1303,1.1353,1.1186,1.1186
2022-01-16 06:00:00,1.1186,1.1227,1.1123,1.1196
2022-01-16 07:00:00,1.1181,1.1291,1.1156,1.1276
2022-01-16 08:00:00,1.1283,1.1291,1.1039,1.12
2022-01-16 09:00:00,1.1236,1.1333,1.1199,1.1289
2022-01-16 10:00:00,1.1273,1.1318,1.1249,1.1271
2022-01-16 11:00:00,1.1299,1.1388,1.127,1.132
2022-01-16 12:00:00,1.133,1.1337,1.1255,1.1255
2022-01-16 13:00:00,1.1255,1.1318,1.1236,1.128
2022-01-16 14:00:00,1.1276,1.1276,1.1195,1.1195
2022-01-16 15:00:00,1.1183,1.1225,1.1137,1.1191
2022-01-16 16:00:00,1.12,1.1215,1.1145,1.1188
2022-01-16 17:00:00,1.1172,1.1237,1.1172,1.1217
2022-01-16 18:00:00,1.1181,1.1231,1.1173,1.1231
2022-01-16 19:00:00,1.1209,1.1209,1.0943,1.0955
2022-01-16 20:00:00,1.0948,1.098,1.0886,1.0954
2022-01-16 21:00:00,1.0955,1.0986,1.0836,1.0864
2022-01-16 22:00:00,1.0899,1.091,1.07,1.07
2022-01-16 23:00:00,1.07,1.0819,1.0658,1.0662
2022-01-17 00:00:00,1.0662,1.0697,1.0552,1.0675
2022-01-17 01:00:00,1.0687,1.0718,1.0641,1.0672
2022-01-17 02:00:00,1.0678,1.0729,1.0678,1.0711
2022-01-17 03:00:00,1.0711,1.0725,1.063,1.0639
2022-01-17 04:00:00,1.0648,1.0694,1.0613,1.0649
2022-01-17 05:00:00,1.0639,1.0649,1.0555,1.062
2022-01-17 06:00:00,1.0649,1.0665,1.0544,1.0598
2022-01-17 07:00:00,1.0562,1.059,1.036,1.0411
2022-01-17 08:00:00,1.0428,1.0551,1.0413,1.052
2022-01-17 09:00:00,1.0515,1.0561,1.0492,1.0492
2022-01-17 10:00:00,1.0474,1.0486,1.0391,1.0391
2022-01-17 11:00:00,1.0417,1.0473,1.0317,1.0467
2022-01-17 12:00:00,1.0415,1.0491,1.0365,1.04
2022-01-17 13:00:00,1.0395,1.0503,1.0339,1.049
2022-01-17 14:00:00,1.049,1.0491,1.0443,1.0484
2022-01-17 15:00:00,1.0513,1.0524,1.0443,1.0456
2022-01-17 16:00:00,1.0456,1.0463,1.0343,1.0378
2022-01-17 17:00:00,1.038,1.0499,1.0292,1.04
2022-01-17 18:00:00,1.0435,1.0532,1.0435,1.048
2022-01-17 19:00:00,1.0456,1.0583,1.0455,1.0549
2022-01-17 20:00:00,1.0557,1.0593,1.05,1.0507
2022-01-17 21:00:00,1.051,1.0622,1.0497,1.0558
2022-01-17 22:00:00,1.0589,1.0589,1.0393,1.0473
2022-01-17 23:00:00,1.0489,1.0496,1.0318,1.0431
2022-01-18 00:00:00,1.0409,1.0421,1.0359,1.0403
2022-01-18 01:00:00,1.0407,1.0581,1.0407,1.0581
2022-01-18 02:00:00,1.0595,1.0606,1.0452,1.0523
2022-01-18 03:00:00,1.0477,1.049,1.0073,1.0088
2022-01-18 04:00:00,1.0073,1.0256,1.0013,1.0128
2022-01-18 05:00:00,1.0108,1.0173,1.0058,1.0093
2022-01-18 06:00:00,1.0081,1.0189,1.0058,1.0189
2022-01-18 07:00:00,1.0178,1.0206,1.0067,1.0195
2022-01-18 08:00:00,1.0195,1.0205,1.0041,1.0156
2022-01-18 09:00:00,1.0115,1.0173,1.0049,1.0102
2022-01-18 10:00:00,1.0119,1.0167,1.0072,1.009
2022-01-18 11:00:00,1.009,1.0128,1.0018,1.006
2022-01-18 12:00:00,1.0039,1.0125,0.9961,1.0017
2022-01-18 13:00:00,1.0,1.0071,0.9973,1.0034
2022-01-18 14:00:00,1.0021,1.0125,1.0021,1.0125
2022-01-18 15:00:00,1.0135,1.015,1.0075,1.0109
2022-01-18 16:00:00,1.0113,1.0379,1.0113,1.0371
2022-01-18 17:00:00,1.0371,1.043,1.033,1.0369
2022-01-18 18:00:00,1.0352,1.0381,1.0298,1.0357
2022-01-18 19:00:00,1.0324,1.037,1.0249,1.0287
2022-01-18 20:00:00,1.0259,1.0405,1.0254,1.0405
2022-01-18 21:00:00,1.0388,1.0403,1.0339,1.0339
2022-01-18 22:00:00,1.0375,1.0404,1.0072,1.015
2022-01-18 23:00:00,1.0148,1.0316,1.0148,1.0313
2022-01-19 00:00:00,1.0313,1.0371,1.0223,1.028
2022-01-19 01:00:00,1.0287,1.0316,1.0228,1.0243
2022-01-19 02:00:00,1.0249,1.0296,0.997,1.0057
2022-01-19 03:00:00,1.0062,1.0122,0.9909,1.0102
2022-01-19 04:00:00,1.0053,1.0053,0.9946,1.0002
2022-01-19 05:00:00,1.0002,1.0027,0.987,0.9937
2022-01-19 06:00:00,0.9973,1.0123,0.9964,1.0058
2022-01-19 07:00:00,1.0083,1.0123,1.0001,1.0045
2022-01-19 08:00:00,1.0062,1.0121,1.0054,1.0068
2022-01-19 09:00:00,1.0077,1.0214,1.0046,1.02
2022-01-19 10:00:00,1.02,1.0221,0.9981,1.0089
2022-01-19 11:00:00,1.0107,1.0145,1.0017,1.0102
2022-01-19 12:00:00,1.0109,1.0178,1.0092,1.0176
2022-01-19 13:00:00,1.0172,1.0172,1.009,1.0112
2022-01-19 14:00:00,1.0117,1.0127,1.0057,1.0107
2022-01-19 15:00:00,1.0095,1.0102,0.9994,1.0001
2022-01-19 16:00:00,1.0007,1.008,1.0007,1.0013
2022-01-19 17:00:00,1.0015,1.0064,0.9935,1.0029
2022-01-19 18:00:00,1.0071,1.0105,1.0052,1.0062
2022-01-19 19:00:00,1.0057,1.0142,1.004,1.0139
2022-01-19 20:00:00,1.0122,1.0153,0.9971,1.0057
2022-01-19 21:00:00,1.0056,1.0154,1.0048,1.0084
2022-01-19 22:00:00,1.0096,1.0189,1.0062,1.0147
2022-01-19 23:00:00,1.0163,1.0189,1.0134,1.0189
2022-01-20 00:00:00,1.0178,1.0226,1.0135,1.0184
2022-01-20 01:00:00,1.0201,1.028,1.0196,1.0244
2022-01-20 02:00:00,1.025,1.0323,1.0214,1.0286
2022-01-20 03:00:00,1.0293,1.0319,1.0226,1.0289
2022-01-20 04:00:00,1.0268,1.0292,1.0198,1.0292
2022-01-20 05:00:00,1.0278,1.0305,1.0235,1.0256
2022-01-20 06:00:00,1.0288,1.0307,1.0223,1.0258
2022-01-20 07:00:00,1.0229,1.0252,1.0169,1.0245
2022-01-20 08:00:00,1.0217,1.035,1.0217,1.0313
2022-01-20 09:00:00,1.032,1.0492,1.032,1.0471
2022-01-20 10:00:00,1.0467,1.0525,1.0425,1.0516
2022-01-20 11:00:00,1.0516,1.0558,1.0459,1.0477
2022-01-20 12:00:00,1.0486,1.0488,1.04,1.04
2022-01-20 13:00:00,1.04,1.0411,1.0357,1.0393
2022-01-20 14:00:00,1.0371,1.04,1.0319,1.0353
2022-01-20 15:00:00,1.0363,1.0373,1.0259,1.0291
2022-01-20 16:00:00,1.0298,1.0298,0.9635,0.9656
2022-01-20 17:00:00,0.9625,0.9759,0.951,0.9603
2022-01-20 18:00:00,0.9588,0.9588,0.935,0.943
2022-01-20 19:00:00,0.9415,0.9531,0.9342,0.9516
2022-01-20 20:00:00,0.951,0.951,0.9035,0.9066
2022-01-20 21:00:00,0.9053,0.9241,0.8978,0.9097
2022-01-20 22:00:00,0.9095,0.9098,0.8716,0.8842
2022-01-20 23:00:00,0.8876,0.9009,0.8876,0.8971
2022-01-21 00:00:00,0.8956,0.8998,0.89,0.8953
2022-01-21 01:00:00,0.8962,0.8995,0.8931,0.8966
2022-01-21 02:00:00,0.8966,0.9091,0.8928,0.905
2022-01-21 03:00:00,0.9037,0.9071,0.8991,0.9049
2022-01-21 04:00:00,0.903,0.9053,0.8957,0.8995
2022-01-21 05:00:00,0.8991,0.9091,0.8977,0.9079
2022-01-21 06:00:00,0.9062,0.9086,0.9003,0.9019
2022-01-21 07:00:00,0.9049,0.9051,0.8538,0.8717
2022-01-21 08:00:00,0.8719,0.8861,0.8662,0.8786
2022-01-21 09:00:00,0.882,0.8896,0.8673,0.8733
2022-01-21 10:00:00,0.8749,0.8956,0.8713,0.8907
2022-01-21 11:00:00,0.8903,0.8944,0.8782,0.8828
2022-01-21 12:00:00,0.8841,0.8856,0.875,0.8794
2022-01-21 13:00:00,0.8798,0.887,0.8623,0.873
2022-01-21 14:00:00,0.8735,0.8783,0.8662,0.8663
2022-01-21 15:00:00,0.8664,0.8692,0.8501,0.8684
2022-01-21 16:00:00,0.87,0.9891,0.7898,0.8105
2022-01-21 17:00:00,0.8117,0.8251,0.7795,0.8032
2022-01-21 18:00:00,0.8031,0.8175,0.7895,0.8109
2022-01-21 19:00:00,0.808,0.8242,0.8015,0.815
2022-01-21 20:00:00,0.8142,0.8246,0.8076,0.8194
2022-01-21 21:00:00,0.82,0.8219,0.8092,0.8171
2022-01-21 22:00:00,0.8168,0.8261,0.8007,0.8134
2022-01-21 23:00:00,0.8133,0.817,0.795,0.8044
2022-01-22 00:00:00,0.802,0.8074,0.7415,0.7506
2022-01-22 01:00:00,0.7508,0.7639,0.7125,0.7299
2022-01-22 02:00:00,0.733,0.7389,0.6977,0.7083
2022-01-22 03:00:00,0.7079,0.7299,0.7079,0.7112
2022-01-22 04:00:00,0.7121,0.7206,0.6776,0.6832
