datetime,AAVEUSD_open,AAVEUSD_high,AAVEUSD_low,AAVEUSD_close
2022-01-20 20:00:00,215.86,216.01,212.18,212.9
2022-01-20 21:00:00,212.87,212.98,203.14,203.17
2022-01-20 22:00:00,203.09,205.21,200.37,202.86
2022-01-20 23:00:00,202.48,202.95,197.0,198.37
2022-01-21 00:00:00,198.19,200.55,195.54,199.65
2022-01-21 01:00:00,199.98,199.98,189.61,190.01
2022-01-21 02:00:00,189.8,193.54,187.56,188.76
2022-01-21 03:00:00,188.69,189.58,181.52,185.37
2022-01-21 04:00:00,185.49,190.1,185.49,187.79
2022-01-21 05:00:00,187.8,190.28,186.45,188.92
2022-01-21 06:00:00,189.5,190.01,185.92,185.92
2022-01-21 07:00:00,186.19,190.7,185.35,189.76
2022-01-21 08:00:00,189.76,191.19,187.57,188.7
2022-01-21 09:00:00,188.81,189.08,186.98,188.0
2022-01-21 10:00:00,187.99,190.04,187.69,188.42
2022-01-21 11:00:00,188.14,188.82,185.98,187.11
2022-01-21 12:00:00,187.36,187.58,178.42,182.42
2022-01-21 13:00:00,182.51,187.59,182.23,185.65
2022-01-21 14:00:00,185.61,188.01,183.47,184.63
2022-01-21 15:00:00,185.02,189.82,183.17,188.57
2022-01-21 16:00:00,188.7,191.0,185.7,187.06
2022-01-21 17:00:00,187.02,188.09,184.46,186.06
2022-01-21 18:00:00,185.96,188.3,183.15,185.35
2022-01-21 19:00:00,185.21,187.3,182.79,183.04
2022-01-21 20:00:00,183.17,185.02,179.43,182.44
2022-01-21 21:00:00,182.64,184.71,166.22,170.87
2022-01-21 22:00:00,171.1,172.86,163.54,169.44
2022-01-21 23:00:00,169.54,173.9,163.81,171.09
2022-01-22 00:00:00,170.97,175.41,169.01,172.71
2022-01-22 01:00:00,172.72,175.07,171.36,174.33
2022-01-22 02:00:00,174.34,174.71,171.32,172.02
2022-01-22 03:00:00,172.13,173.98,167.0,169.1
2022-01-22 04:00:00,168.95,169.83,166.2,167.49
2022-01-22 05:00:00,167.52,168.64,159.18,160.73
2022-01-22 06:00:00,160.51,162.41,154.0,156.81
2022-01-22 07:00:00,157.23,158.68,150.32,150.76
2022-01-22 08:00:00,150.74,155.48,150.72,151.49
2022-01-22 09:00:00,151.57,153.36,142.72,142.94
2022-01-22 10:00:00,143.41,150.83,135.25,149.72
2022-01-22 11:00:00,149.7,150.94,144.04,147.84
2022-01-22 12:00:00,147.83,153.5,147.57,152.88
2022-01-22 13:00:00,152.7,154.91,150.19,150.8
2022-01-22 14:00:00,150.88,151.26,146.2,147.06
2022-01-22 15:00:00,147.13,147.52,143.59,143.81
2022-01-22 16:00:00,144.07,150.38,141.84,146.83
2022-01-22 17:00:00,146.91,148.51,143.47,144.45
2022-01-22 18:00:00,144.38,145.63,140.88,141.05
2022-01-22 19:00:00,141.27,144.47,139.5,141.66
2022-01-22 20:00:00,141.75,150.05,140.45,148.86
2022-01-22 21:00:00,148.84,150.67,147.11,149.04
2022-01-22 22:00:00,148.93,148.94,143.66,143.98
2022-01-22 23:00:00,143.9,147.21,143.04,147.18
2022-01-23 00:00:00,147.19,152.65,145.93,151.81
2022-01-23 01:00:00,151.76,153.06,149.92,149.92
2022-01-23 02:00:00,149.91,150.71,145.47,146.16
2022-01-23 03:00:00,146.18,148.6,145.46,148.09
2022-01-23 04:00:00,148.08,151.6,147.03,149.72
2022-01-23 05:00:00,149.97,153.78,147.65,153.11
2022-01-23 06:00:00,153.34,153.81,151.86,152.41
2022-01-23 07:00:00,152.25,155.16,152.25,154.08
2022-01-23 08:00:00,153.98,160.44,153.37,160.33
2022-01-23 09:00:00,160.46,163.15,159.06,161.5
2022-01-23 10:00:00,161.37,161.45,158.08,159.79
2022-01-23 11:00:00,159.68,159.77,156.05,156.84
2022-01-23 12:00:00,156.91,157.49,155.79,157.44
2022-01-23 13:00:00,156.98,159.51,156.94,158.95
2022-01-23 14:00:00,159.31,159.54,149.95,152.87
2022-01-23 15:00:00,152.86,153.51,150.17,152.0
2022-01-23 16:00:00,151.95,154.06,151.11,152.0
2022-01-23 17:00:00,152.04,154.05,151.95,152.63
2022-01-23 18:00:00,152.63,153.21,148.95,149.56
2022-01-23 19:00:00,149.51,150.95,147.23,148.72
2022-01-23 20:00:00,148.59,150.94,147.0,149.62
2022-01-23 21:00:00,149.62,151.05,147.86,149.25
2022-01-23 22:00:00,149.15,150.94,148.55,150.87
2022-01-23 23:00:00,150.8,159.13,149.95,158.46
2022-01-24 00:00:00,158.39,158.47,154.46,154.74
2022-01-24 01:00:00,154.62,155.59,151.51,151.9
2022-01-24 02:00:00,152.13,152.33,149.68,149.88
2022-01-24 03:00:00,149.77,151.56,149.43,151.23
2022-01-24 04:00:00,151.18,152.15,148.03,148.28
2022-01-24 05:00:00,148.24,149.76,146.65,149.15
2022-01-24 06:00:00,149.14,150.49,148.17,149.09
2022-01-24 07:00:00,148.93,149.07,145.19,145.86
2022-01-24 08:00:00,146.08,149.56,144.37,145.93
2022-01-24 09:00:00,145.77,146.56,141.64,142.66
2022-01-24 10:00:00,142.76,142.77,135.39,135.86
2022-01-24 11:00:00,135.72,140.23,135.0,137.26
2022-01-24 12:00:00,136.96,137.92,132.61,133.24
2022-01-24 13:00:00,133.34,136.39,131.6,132.37
2022-01-24 14:00:00,132.29,138.87,131.08,134.91
2022-01-24 15:00:00,135.03,140.61,131.76,140.04
2022-01-24 16:00:00,140.14,141.99,136.48,139.21
2022-01-24 17:00:00,139.07,146.49,136.53,145.7
2022-01-24 18:00:00,145.67,150.9,144.24,149.91
2022-01-24 19:00:00,149.79,150.82,145.64,147.96
2022-01-24 20:00:00,148.01,155.0,147.25,153.47
2022-01-24 21:00:00,153.18,153.58,151.06,151.74
2022-01-24 22:00:00,151.72,152.43,148.63,149.11
2022-01-24 23:00:00,149.17,153.25,149.17,152.41
2022-01-25 00:00:00,152.57,152.68,148.88,149.11
2022-01-25 01:00:00,149.26,151.99,148.07,148.79
2022-01-25 02:00:00,148.88,151.26,148.5,151.17
2022-01-25 03:00:00,151.15,152.22,149.89,150.99
2022-01-25 04:00:00,151.1,151.49,147.61,147.67
2022-01-25 05:00:00,147.87,148.6,146.88,148.53
2022-01-25 06:00:00,148.47,148.69,146.58,146.61
2022-01-25 07:00:00,146.97,148.99,145.93,148.58
2022-01-25 08:00:00,148.42,151.0,148.14,148.58
2022-01-25 09:00:00,148.46,152.37,148.17,151.86
2022-01-25 10:00:00,152.11,154.72,151.71,153.45
2022-01-25 11:00:00,153.3,153.63,150.69,151.29
2022-01-25 12:00:00,151.29,154.72,150.35,152.1
2022-01-25 13:00:00,152.05,152.5,149.97,151.68
2022-01-25 14:00:00,151.54,154.7,148.11,148.34
2022-01-25 15:00:00,148.47,150.2,146.46,148.97
2022-01-25 16:00:00,148.98,151.61,148.44,150.26
2022-01-25 17:00:00,150.54,153.52,150.25,152.84
2022-01-25 18:00:00,152.73,155.95,151.84,155.68
2022-01-25 19:00:00,155.61,156.36,153.12,153.57
2022-01-25 20:00:00,153.52,153.7,151.44,151.57
2022-01-25 21:00:00,151.67,151.9,147.68,148.11
2022-01-25 22:00:00,148.08,150.07,147.39,149.96
2022-01-25 23:00:00,149.87,153.24,149.57,152.06
2022-01-26 00:00:00,152.06,152.38,148.69,149.38
2022-01-26 01:00:00,149.31,150.61,148.68,150.07
2022-01-26 02:00:00,150.21,152.22,149.94,149.95
2022-01-26 03:00:00,149.86,153.34,149.85,153.19
2022-01-26 04:00:00,153.36,156.14,152.3,155.6
2022-01-26 05:00:00,155.59,155.83,154.03,154.49
2022-01-26 06:00:00,154.57,154.6,151.55,152.08
2022-01-26 07:00:00,151.96,152.71,150.78,152.71
2022-01-26 08:00:00,152.86,155.4,152.86,155.4
2022-01-26 09:00:00,155.46,157.4,153.65,153.65
2022-01-26 10:00:00,153.59,157.45,153.0,156.59
2022-01-26 11:00:00,156.68,157.61,155.7,157.03
2022-01-26 12:00:00,156.65,157.44,156.19,157.15
2022-01-26 13:00:00,157.34,162.43,156.82,161.32
2022-01-26 14:00:00,161.28,162.91,160.15,161.21
2022-01-26 15:00:00,161.29,162.39,157.68,158.33
2022-01-26 16:00:00,158.22,159.02,157.38,158.12
2022-01-26 17:00:00,158.16,159.24,154.87,154.87
2022-01-26 18:00:00,154.9,155.86,151.64,155.62
2022-01-26 19:00:00,155.62,163.89,154.76,155.05
2022-01-26 20:00:00,155.0,155.0,147.96,150.35
2022-01-26 21:00:00,150.27,151.4,143.28,143.64
2022-01-26 22:00:00,143.51,146.01,142.75,145.87
2022-01-26 23:00:00,145.83,148.3,145.13,146.64
2022-01-27 00:00:00,146.66,148.57,145.54,147.69
2022-01-27 01:00:00,147.72,147.72,140.85,140.9
2022-01-27 02:00:00,140.89,141.92,139.44,141.75
2022-01-27 03:00:00,141.73,142.73,138.82,139.82
2022-01-27 04:00:00,139.65,142.37,139.34,142.18
2022-01-27 05:00:00,142.5,143.54,141.49,142.29
2022-01-27 06:00:00,142.34,144.0,141.88,143.56
2022-01-27 07:00:00,143.55,145.16,143.19,143.85
2022-01-27 08:00:00,143.92,146.02,142.44,145.76
2022-01-27 09:00:00,145.72,146.85,145.21,146.08
2022-01-27 10:00:00,146.33,146.95,144.28,145.0
2022-01-27 11:00:00,145.1,147.11,145.1,147.02
2022-01-27 12:00:00,147.01,148.93,146.92,148.25
2022-01-27 13:00:00,148.22,149.71,147.65,149.34
2022-01-27 14:00:00,149.42,151.48,148.64,149.35
2022-01-27 15:00:00,149.16,150.82,146.82,148.02
2022-01-27 16:00:00,148.06,150.48,146.85,148.1
2022-01-27 17:00:00,147.85,148.46,145.44,146.71
2022-01-27 18:00:00,146.85,147.08,145.01,146.47
2022-01-27 19:00:00,146.64,147.4,142.17,142.37
2022-01-27 20:00:00,142.73,143.88,138.36,138.69
2022-01-27 21:00:00,138.63,141.07,137.34,140.6
2022-01-27 22:00:00,140.55,143.29,139.02,141.68
2022-01-27 23:00:00,141.74,144.91,141.74,144.54
2022-01-28 00:00:00,144.56,146.13,142.99,145.75
2022-01-28 01:00:00,145.7,147.68,142.62,144.13
2022-01-28 02:00:00,144.03,145.28,142.29,144.98
2022-01-28 03:00:00,144.97,148.57,144.92,147.38
2022-01-28 04:00:00,147.53,148.46,144.89,145.55
2022-01-28 05:00:00,145.7,146.91,145.03,146.26
2022-01-28 06:00:00,146.68,147.85,144.18,144.18
2022-01-28 07:00:00,144.27,145.92,143.61,144.02
2022-01-28 08:00:00,143.94,144.48,141.24,143.74
2022-01-28 09:00:00,143.73,144.55,141.58,142.51
2022-01-28 10:00:00,142.34,143.07,140.83,141.88
2022-01-28 11:00:00,141.85,142.14,139.61,141.42
2022-01-28 12:00:00,140.99,143.58,139.44,140.97
2022-01-28 13:00:00,140.85,145.2,140.73,144.92
2022-01-28 14:00:00,145.2,145.3,141.91,142.55
2022-01-28 15:00:00,142.55,146.0,142.55,145.55
2022-01-28 16:00:00,145.55,148.01,144.99,147.26
2022-01-28 17:00:00,147.37,147.8,145.48,146.42
2022-01-28 18:00:00,146.44,148.02,146.23,147.01
2022-01-28 19:00:00,147.64,147.64,144.66,146.61
2022-01-28 20:00:00,146.54,149.69,146.02,148.83
2022-01-28 21:00:00,148.81,150.8,148.8,149.02
2022-01-28 22:00:00,149.02,149.57,147.59,147.62
2022-01-28 23:00:00,147.75,149.67,147.7,149.11
2022-01-29 00:00:00,149.05,151.0,148.58,149.4
2022-01-29 01:00:00,149.4,150.31,147.8,148.46
2022-01-29 02:00:00,148.38,149.3,148.24,148.62
2022-01-29 03:00:00,148.86,149.84,148.72,149.3
2022-01-29 04:00:00,149.37,150.17,149.21,150.0
2022-01-29 05:00:00,149.95,150.0,148.97,150.0
2022-01-29 06:00:00,149.86,151.37,149.47,151.37
2022-01-29 07:00:00,151.37,153.61,151.23,153.47
2022-01-29 08:00:00,153.67,154.05,152.36,152.47
2022-01-29 09:00:00,152.49,152.81,151.2,152.72
2022-01-29 10:00:00,152.24,152.71,151.64,152.4
2022-01-29 11:00:00,152.36,152.58,151.54,152.27
2022-01-29 12:00:00,152.31,154.73,152.29,154.73
2022-01-29 13:00:00,154.75,156.69,154.14,156.62
2022-01-29 14:00:00,156.62,157.12,152.26,153.0
2022-01-29 15:00:00,152.82,154.55,151.72,153.01
2022-01-29 16:00:00,152.95,153.73,151.97,153.69
2022-01-29 17:00:00,153.81,154.75,152.96,152.96
2022-01-29 18:00:00,153.07,154.86,152.9,154.35
2022-01-29 19:00:00,154.41,155.41,154.26,154.42
2022-01-29 20:00:00,154.36,156.95,153.7,154.94
2022-01-29 21:00:00,154.63,156.63,154.51,155.97
2022-01-29 22:00:00,155.98,156.04,154.38,154.38
2022-01-29 23:00:00,154.32,154.32,152.53,154.04
2022-01-30 00:00:00,154.03,154.64,151.21,151.95
2022-01-30 01:00:00,151.97,153.36,151.85,152.44
2022-01-30 02:00:00,152.31,152.62,151.4,151.77
2022-01-30 03:00:00,151.84,152.58,150.91,151.08
2022-01-30 04:00:00,151.18,152.99,151.03,152.97
2022-01-30 05:00:00,152.89,154.89,152.71,154.86
2022-01-30 06:00:00,154.78,154.93,153.33,154.32
2022-01-30 07:00:00,154.34,155.52,154.08,154.97
2022-01-30 08:00:00,154.99,155.35,153.45,153.45
2022-01-30 09:00:00,153.5,154.36,152.64,152.95
2022-01-30 10:00:00,152.93,154.99,152.41,154.99
2022-01-30 11:00:00,154.95,155.06,153.52,154.58
2022-01-30 12:00:00,154.33,155.0,152.81,153.32
2022-01-30 13:00:00,153.09,153.97,152.41,153.35
2022-01-30 14:00:00,153.22,153.5,150.62,152.23
2022-01-30 15:00:00,152.1,154.38,152.1,152.96
2022-01-30 16:00:00,153.19,153.9,151.0,151.43
2022-01-30 17:00:00,151.41,152.73,150.5,152.5
2022-01-30 18:00:00,152.47,152.87,151.12,151.44
2022-01-30 19:00:00,151.52,151.56,147.4,147.71
2022-01-30 20:00:00,147.66,149.14,146.55,148.46
2022-01-30 21:00:00,148.61,148.71,146.33,147.06
2022-01-30 22:00:00,147.08,148.02,146.0,147.63
2022-01-30 23:00:00,147.53,150.45,147.51,149.01
2022-01-31 00:00:00,148.92,149.5,143.85,144.44
2022-01-31 01:00:00,144.6,145.48,143.51,143.66
2022-01-31 02:00:00,143.48,144.59,141.74,143.55
2022-01-31 03:00:00,143.62,144.31,143.24,144.05
2022-01-31 04:00:00,144.05,144.07,141.77,142.43
2022-01-31 05:00:00,142.47,143.25,141.89,143.06
2022-01-31 06:00:00,143.15,143.88,142.79,142.84
2022-01-31 07:00:00,142.81,144.75,142.81,144.75
2022-01-31 08:00:00,144.77,145.6,144.44,145.13
2022-01-31 09:00:00,145.13,146.57,144.44,146.39
2022-01-31 10:00:00,146.35,147.84,146.12,147.61
2022-01-31 11:00:00,147.6,148.3,145.17,147.47
2022-01-31 12:00:00,147.58,148.48,145.6,146.89
2022-01-31 13:00:00,146.85,149.14,145.8,148.64
2022-01-31 14:00:00,148.57,150.85,148.19,150.85
2022-01-31 15:00:00,150.88,153.94,150.88,153.72
2022-01-31 16:00:00,153.77,158.7,153.21,158.13
2022-01-31 17:00:00,158.34,158.55,156.33,157.68
2022-01-31 18:00:00,157.79,158.15,156.17,157.09
2022-01-31 19:00:00,157.18,158.85,156.54,157.42
2022-01-31 20:00:00,157.32,157.55,156.12,156.57
2022-01-31 21:00:00,156.55,158.45,156.3,157.64
2022-01-31 22:00:00,157.49,158.32,156.92,157.27
2022-01-31 23:00:00,157.43,158.04,156.88,157.59
2022-02-01 00:00:00,157.75,160.13,157.53,158.83
2022-02-01 01:00:00,158.68,160.91,158.55,159.84
2022-02-01 02:00:00,159.83,162.1,158.61,161.47
2022-02-01 03:00:00,161.34,164.28,161.26,163.91
2022-02-01 04:00:00,163.91,164.63,162.44,162.57
2022-02-01 05:00:00,162.54,163.94,162.21,163.08
2022-02-01 06:00:00,163.04,163.52,161.27,163.45
2022-02-01 07:00:00,163.38,164.3,163.25,163.94
2022-02-01 08:00:00,164.01,165.45,163.67,165.05
2022-02-01 09:00:00,165.1,166.71,161.91,162.74
2022-02-01 10:00:00,162.35,163.74,161.16,163.08
2022-02-01 11:00:00,162.99,164.02,162.27,163.63
2022-02-01 12:00:00,163.63,165.78,163.18,164.53
2022-02-01 13:00:00,164.49,166.84,164.49,166.1
2022-02-01 14:00:00,166.16,167.45,163.9,165.84
2022-02-01 15:00:00,165.88,166.09,163.99,165.72
2022-02-01 16:00:00,165.71,168.13,164.25,167.53
2022-02-01 17:00:00,167.51,168.31,164.34,165.97
2022-02-01 18:00:00,166.0,166.0,162.55,162.83
2022-02-01 19:00:00,162.78,163.34,161.47,161.7
2022-02-01 20:00:00,161.58,164.84,161.57,163.14
2022-02-01 21:00:00,163.21,164.96,163.21,164.96
2022-02-01 22:00:00,164.88,165.0,162.33,163.53
2022-02-01 23:00:00,163.53,164.69,162.93,164.05
2022-02-02 00:00:00,163.97,164.56,161.7,162.56
2022-02-02 01:00:00,162.72,163.03,161.08,162.16
2022-02-02 02:00:00,162.14,163.07,161.56,162.84
2022-02-02 03:00:00,162.94,163.84,161.81,161.81
2022-02-02 04:00:00,161.72,162.37,161.11,161.66
2022-02-02 05:00:00,161.55,162.18,160.51,160.99
2022-02-02 06:00:00,160.87,162.06,159.13,160.19
2022-02-02 07:00:00,160.1,160.57,159.41,159.69
2022-02-02 08:00:00,159.62,160.3,159.18,159.78
2022-02-02 09:00:00,159.81,160.75,159.55,160.34
2022-02-02 10:00:00,160.38,161.49,160.1,161.37
2022-02-02 11:00:00,161.41,161.42,160.53,160.56
2022-02-02 12:00:00,160.51,163.06,160.51,163.04
2022-02-02 13:00:00,162.96,163.66,161.35,161.48
2022-02-02 14:00:00,161.55,162.45,154.0,155.04
2022-02-02 15:00:00,155.14,155.91,153.48,153.65
2022-02-02 16:00:00,153.63,154.65,151.75,154.07
2022-02-02 17:00:00,154.01,156.18,153.81,155.48
2022-02-02 18:00:00,155.52,156.07,154.74,155.3
2022-02-02 19:00:00,155.27,156.74,154.78,156.01
2022-02-02 20:00:00,156.1,157.1,154.78,156.59
2022-02-02 21:00:00,156.7,156.7,149.43,151.75
2022-02-02 22:00:00,151.55,153.44,150.43,152.53
2022-02-02 23:00:00,152.64,153.51,150.71,151.26
2022-02-03 00:00:00,151.35,153.91,150.61,152.12
2022-02-03 01:00:00,152.23,152.97,149.55,150.58
2022-02-03 02:00:00,150.87,151.49,149.45,150.99
2022-02-03 03:00:00,150.67,150.73,148.87,149.33
2022-02-03 04:00:00,149.16,150.2,149.04,149.26
2022-02-03 05:00:00,149.42,150.6,148.85,149.82
2022-02-03 06:00:00,149.71,149.97,148.4,149.33
2022-02-03 07:00:00,149.23,150.38,149.23,150.38
2022-02-03 08:00:00,150.11,151.13,150.11,151.07
2022-02-03 09:00:00,151.12,151.18,147.12,147.38
2022-02-03 10:00:00,147.38,147.59,145.48,146.42
2022-02-03 11:00:00,146.32,148.67,146.14,148.02
2022-02-03 12:00:00,147.94,148.58,145.27,148.38
2022-02-03 13:00:00,148.29,149.49,147.23,148.18
2022-02-03 14:00:00,148.3,149.11,147.29,148.03
2022-02-03 15:00:00,148.03,152.34,148.03,152.12
2022-02-03 16:00:00,152.12,153.49,150.23,150.23
2022-02-03 17:00:00,150.12,151.27,148.97,150.94
2022-02-03 18:00:00,150.87,150.87,149.42,149.58
2022-02-03 19:00:00,149.43,149.72,147.1,148.06
2022-02-03 20:00:00,148.2,148.51,146.2,147.02
2022-02-03 21:00:00,147.28,151.06,147.28,150.44
2022-02-03 22:00:00,150.51,151.62,150.35,151.05
2022-02-03 23:00:00,151.05,153.19,150.8,153.12
2022-02-04 00:00:00,152.86,153.05,151.62,152.21
2022-02-04 01:00:00,152.1,152.63,151.88,152.22
2022-02-04 02:00:00,152.29,152.87,151.84,152.01
2022-02-04 03:00:00,152.05,152.67,151.79,152.23
2022-02-04 04:00:00,152.17,152.33,151.39,151.77
2022-02-04 05:00:00,151.7,156.06,151.6,155.25
2022-02-04 06:00:00,155.28,156.91,155.24,156.91
2022-02-04 07:00:00,156.92,157.7,155.91,156.79
2022-02-04 08:00:00,156.81,158.1,156.81,157.77
2022-02-04 09:00:00,157.75,158.88,157.35,158.58
2022-02-04 10:00:00,158.54,159.61,157.2,157.52
2022-02-04 11:00:00,157.58,158.39,157.28,157.78
2022-02-04 12:00:00,157.78,159.61,157.5,158.99
2022-02-04 13:00:00,159.01,160.04,154.07,154.53
2022-02-04 14:00:00,154.54,157.39,154.1,157.16
2022-02-04 15:00:00,157.23,164.06,157.01,160.85
2022-02-04 16:00:00,160.99,164.2,160.8,162.56
2022-02-04 17:00:00,162.75,164.4,162.03,163.49
2022-02-04 18:00:00,163.63,164.14,161.71,162.82
2022-02-04 19:00:00,162.69,164.09,162.34,163.85
2022-02-04 20:00:00,163.94,164.71,163.0,163.63
2022-02-04 21:00:00,163.67,163.87,162.59,163.87
2022-02-04 22:00:00,163.86,165.0,162.57,164.61
2022-02-04 23:00:00,164.64,167.19,164.43,166.87
2022-02-05 00:00:00,166.76,169.55,166.19,167.57
2022-02-05 01:00:00,167.72,168.01,165.46,166.09
2022-02-05 02:00:00,166.16,167.5,165.62,166.67
2022-02-05 03:00:00,166.68,168.28,166.03,168.03
2022-02-05 04:00:00,167.94,170.02,167.68,168.88
2022-02-05 05:00:00,168.87,172.33,168.71,172.07
2022-02-05 06:00:00,172.07,173.53,171.16,171.33
2022-02-05 07:00:00,171.22,171.33,169.53,169.92
2022-02-05 08:00:00,169.91,171.95,169.91,171.22
2022-02-05 09:00:00,170.9,172.44,170.58,172.34
2022-02-05 10:00:00,172.17,172.55,170.67,171.73
2022-02-05 11:00:00,171.8,172.0,170.47,171.94
2022-02-05 12:00:00,171.87,171.92,170.2,170.52
2022-02-05 13:00:00,170.49,171.29,170.29,170.94
2022-02-05 14:00:00,170.94,172.42,169.71,170.86
2022-02-05 15:00:00,170.7,172.44,168.99,171.95
2022-02-05 16:00:00,171.92,172.3,167.02,167.47
2022-02-05 17:00:00,167.4,168.66,164.29,167.62
2022-02-05 18:00:00,167.45,168.46,166.67,167.01
2022-02-05 19:00:00,166.96,167.51,165.93,166.46
2022-02-05 20:00:00,166.46,166.81,164.97,166.78
2022-02-05 21:00:00,166.57,166.77,165.65,166.28
2022-02-05 22:00:00,166.29,167.96,166.14,167.59
2022-02-05 23:00:00,167.67,168.08,166.12,166.2
2022-02-06 00:00:00,166.15,169.3,166.15,169.23
2022-02-06 01:00:00,169.33,171.34,168.83,171.15
2022-02-06 02:00:00,171.25,171.45,169.85,170.32
2022-02-06 03:00:00,170.31,170.85,169.77,170.03
2022-02-06 04:00:00,170.59,170.77,166.44,169.36
2022-02-06 05:00:00,169.25,170.38,168.57,169.83
2022-02-06 06:00:00,169.9,169.93,167.61,168.59
2022-02-06 07:00:00,168.77,170.34,168.08,170.01
2022-02-06 08:00:00,169.91,170.81,168.98,170.74
2022-02-06 09:00:00,170.73,172.04,170.64,171.96
2022-02-06 10:00:00,172.07,172.37,170.38,170.38
2022-02-06 11:00:00,170.74,171.06,169.65,170.21
2022-02-06 12:00:00,170.24,171.58,169.27,169.86
2022-02-06 13:00:00,169.94,171.31,169.21,170.99
2022-02-06 14:00:00,170.94,173.12,166.38,167.38
2022-02-06 15:00:00,167.14,170.69,165.24,170.42
2022-02-06 16:00:00,170.39,170.71,168.73,170.05
2022-02-06 17:00:00,170.1,170.32,168.95,169.47
2022-02-06 18:00:00,169.46,169.6,166.93,167.31
2022-02-06 19:00:00,167.29,168.97,167.06,168.97
2022-02-06 20:00:00,168.74,169.3,166.91,168.18
2022-02-06 21:00:00,168.3,168.52,167.35,167.35
2022-02-06 22:00:00,167.64,168.07,167.16,167.32
2022-02-06 23:00:00,167.18,174.26,167.07,173.57
2022-02-07 00:00:00,173.9,174.63,170.0,170.96
2022-02-07 01:00:00,170.84,172.66,169.97,171.93
2022-02-07 02:00:00,171.95,175.41,171.95,173.47
2022-02-07 03:00:00,173.51,177.29,173.51,176.71
2022-02-07 04:00:00,176.71,177.59,175.65,177.28
2022-02-07 05:00:00,177.32,179.25,176.8,178.98
2022-02-07 06:00:00,178.98,180.52,178.65,180.49
2022-02-07 07:00:00,180.49,180.8,178.41,178.9
2022-02-07 08:00:00,178.85,179.82,177.51,178.13
2022-02-07 09:00:00,178.07,178.54,175.64,177.28
2022-02-07 10:00:00,177.31,178.6,176.56,178.03
2022-02-07 11:00:00,178.03,178.74,177.94,178.29
2022-02-07 12:00:00,178.3,178.61,176.67,177.86
2022-02-07 13:00:00,177.99,180.47,177.96,179.79
2022-02-07 14:00:00,179.74,182.6,179.2,182.04
2022-02-07 15:00:00,182.07,182.96,180.34,182.71
2022-02-07 16:00:00,182.7,184.4,180.89,182.34
2022-02-07 17:00:00,182.51,183.01,180.95,182.46
2022-02-07 18:00:00,182.12,182.83,179.96,181.32
2022-02-07 19:00:00,181.32,183.77,180.91,182.7
2022-02-07 20:00:00,182.8,183.59,180.61,182.61
2022-02-07 21:00:00,182.35,183.07,180.58,182.99
2022-02-07 22:00:00,182.86,183.18,181.56,182.54
2022-02-07 23:00:00,182.54,183.22,181.07,182.29
2022-02-08 00:00:00,182.24,183.34,178.49,181.45
2022-02-08 01:00:00,181.36,185.65,181.36,184.03
2022-02-08 02:00:00,184.34,186.12,184.34,185.77
2022-02-08 03:00:00,185.95,188.0,184.98,186.96
2022-02-08 04:00:00,187.01,189.5,186.69,189.06
2022-02-08 05:00:00,189.04,191.01,188.14,190.69
2022-02-08 06:00:00,190.81,192.9,187.41,189.5
2022-02-08 07:00:00,189.52,189.77,188.09,188.99
2022-02-08 08:00:00,188.99,189.54,183.82,184.28
2022-02-08 09:00:00,184.19,184.97,180.84,181.25
2022-02-08 10:00:00,181.13,182.79,179.44,181.9
2022-02-08 11:00:00,182.17,182.99,180.01,181.4
2022-02-08 12:00:00,181.35,181.37,175.72,177.17
2022-02-08 13:00:00,177.13,179.79,176.21,179.64
2022-02-08 14:00:00,179.45,179.86,177.05,177.05
2022-02-08 15:00:00,177.0,177.77,173.81,177.31
2022-02-08 16:00:00,177.42,177.98,174.95,175.87
2022-02-08 17:00:00,175.83,176.62,173.92,175.45
2022-02-08 18:00:00,175.54,176.99,175.22,175.72
2022-02-08 19:00:00,175.76,176.77,174.34,176.09
2022-02-08 20:00:00,175.99,182.7,175.68,182.07
2022-02-08 21:00:00,182.0,184.75,182.0,183.7
2022-02-08 22:00:00,183.49,183.99,181.48,183.91
2022-02-08 23:00:00,184.05,185.61,183.92,184.15
2022-02-09 00:00:00,184.15,184.97,182.35,184.58
2022-02-09 01:00:00,184.57,184.58,181.86,182.01
2022-02-09 02:00:00,182.24,182.56,179.3,181.04
2022-02-09 03:00:00,181.04,181.78,180.12,180.54
2022-02-09 04:00:00,180.59,181.74,178.62,179.03
2022-02-09 05:00:00,178.98,179.08,176.39,178.06
2022-02-09 06:00:00,178.08,180.69,177.81,180.4
2022-02-09 07:00:00,180.45,181.54,179.18,181.27
2022-02-09 08:00:00,180.92,181.58,178.83,180.14
2022-02-09 09:00:00,180.36,182.11,180.17,180.33
2022-02-09 10:00:00,180.38,184.0,180.33,183.96
2022-02-09 11:00:00,183.93,185.16,183.21,184.74
2022-02-09 12:00:00,184.71,186.2,184.26,185.87
2022-02-09 13:00:00,185.79,187.75,185.3,186.19
2022-02-09 14:00:00,186.23,187.26,184.86,186.7
2022-02-09 15:00:00,186.57,187.19,185.3,187.08
2022-02-09 16:00:00,187.09,188.02,185.82,187.41
2022-02-09 17:00:00,187.81,188.57,186.73,187.21
2022-02-09 18:00:00,187.23,187.8,186.07,187.78
2022-02-09 19:00:00,187.72,189.94,187.32,189.34
2022-02-09 20:00:00,189.38,190.65,188.81,190.61
