datetime,QUICKUSD_open,QUICKUSD_high,QUICKUSD_low,QUICKUSD_close
2022-01-06 18:00:00,299.04,301.44,296.05,300.99
2022-01-06 19:00:00,300.98,302.7,300.43,301.03
2022-01-06 20:00:00,301.08,306.77,300.74,305.66
2022-01-06 21:00:00,306.52,369.1,306.04,331.43
2022-01-06 22:00:00,331.43,331.56,315.12,320.05
2022-01-06 23:00:00,319.54,327.85,319.05,321.0
2022-01-07 00:00:00,321.0,321.45,308.05,310.79
2022-01-07 01:00:00,310.97,327.6,310.97,326.91
2022-01-07 02:00:00,326.92,335.59,310.76,312.69
2022-01-07 03:00:00,312.69,318.48,302.88,304.11
2022-01-07 04:00:00,304.82,309.14,298.98,303.0
2022-01-07 05:00:00,303.05,307.94,301.05,302.98
2022-01-07 06:00:00,302.74,303.18,296.18,296.45
2022-01-07 07:00:00,297.41,298.76,291.19,298.36
2022-01-07 08:00:00,298.37,300.38,295.93,297.0
2022-01-07 09:00:00,297.6,299.48,296.74,299.45
2022-01-07 10:00:00,299.43,304.99,297.69,303.65
2022-01-07 11:00:00,303.67,306.19,300.02,300.28
2022-01-07 12:00:00,300.39,309.72,300.39,306.92
2022-01-07 13:00:00,307.45,307.87,296.47,299.46
2022-01-07 14:00:00,299.44,300.32,295.0,295.1
2022-01-07 15:00:00,295.1,298.0,291.14,293.74
2022-01-07 16:00:00,294.13,295.96,290.1,294.35
2022-01-07 17:00:00,294.32,294.98,286.66,289.01
2022-01-07 18:00:00,289.01,289.99,287.22,287.45
2022-01-07 19:00:00,287.7,288.09,285.3,288.0
2022-01-07 20:00:00,288.18,290.18,285.0,289.04
2022-01-07 21:00:00,289.04,290.8,286.8,286.81
2022-01-07 22:00:00,287.57,289.0,286.2,286.2
2022-01-07 23:00:00,286.7,287.51,285.0,286.15
2022-01-08 00:00:00,286.1,288.53,284.99,288.35
2022-01-08 01:00:00,288.3,289.83,285.6,286.21
2022-01-08 02:00:00,286.21,286.71,284.78,286.0
2022-01-08 03:00:00,286.14,289.11,283.0,283.74
2022-01-08 04:00:00,283.74,288.39,283.28,287.98
2022-01-08 05:00:00,287.32,287.32,285.23,286.01
2022-01-08 06:00:00,285.51,289.22,285.51,288.75
2022-01-08 07:00:00,288.83,291.69,288.33,290.13
2022-01-08 08:00:00,290.27,293.72,289.8,289.8
2022-01-08 09:00:00,289.85,291.69,289.85,290.86
2022-01-08 10:00:00,290.82,292.4,289.86,289.98
2022-01-08 11:00:00,290.5,290.64,289.43,290.09
2022-01-08 12:00:00,290.45,290.85,288.41,289.71
2022-01-08 13:00:00,289.52,289.52,285.79,286.8
2022-01-08 14:00:00,286.8,287.52,282.97,283.77
2022-01-08 15:00:00,283.76,283.76,281.54,281.95
2022-01-08 16:00:00,281.91,282.9,278.13,278.44
2022-01-08 17:00:00,278.45,279.27,274.02,274.1
2022-01-08 18:00:00,274.1,274.66,265.72,269.22
2022-01-08 19:00:00,269.22,271.05,265.06,267.67
2022-01-08 20:00:00,267.01,270.38,265.93,268.06
2022-01-08 21:00:00,268.0,275.36,268.0,273.31
2022-01-08 22:00:00,272.7,279.89,272.59,277.56
2022-01-08 23:00:00,277.2,277.2,272.53,272.53
2022-01-09 00:00:00,272.5,274.6,270.3,274.44
2022-01-09 01:00:00,274.45,274.73,271.86,273.27
2022-01-09 02:00:00,273.59,284.95,272.95,282.56
2022-01-09 03:00:00,282.84,283.63,280.68,281.14
2022-01-09 04:00:00,281.21,282.18,279.41,281.53
2022-01-09 05:00:00,280.73,282.45,279.7,279.7
2022-01-09 06:00:00,279.6,279.6,277.31,277.79
2022-01-09 07:00:00,277.91,278.51,276.5,276.56
2022-01-09 08:00:00,277.39,277.57,274.21,274.21
2022-01-09 09:00:00,274.21,274.65,271.51,271.51
2022-01-09 10:00:00,271.54,273.73,270.97,273.1
2022-01-09 11:00:00,272.64,275.97,272.64,275.97
2022-01-09 12:00:00,276.07,279.86,275.23,279.86
2022-01-09 13:00:00,279.88,280.77,278.2,278.2
2022-01-09 14:00:00,277.9,277.9,274.44,275.7
2022-01-09 15:00:00,276.34,276.87,272.32,273.92
2022-01-09 16:00:00,273.87,278.89,272.79,278.39
2022-01-09 17:00:00,278.94,281.62,278.64,281.62
2022-01-09 18:00:00,281.42,285.72,281.42,283.8
2022-01-09 19:00:00,283.52,290.26,283.01,289.79
2022-01-09 20:00:00,289.79,290.5,284.23,285.27
2022-01-09 21:00:00,285.25,285.25,281.42,281.79
2022-01-09 22:00:00,281.74,281.78,279.01,279.55
2022-01-09 23:00:00,279.56,280.02,277.0,277.86
2022-01-10 00:00:00,277.92,279.65,276.76,276.76
2022-01-10 01:00:00,276.76,277.32,274.86,276.35
2022-01-10 02:00:00,276.52,277.38,275.0,276.85
2022-01-10 03:00:00,276.25,277.97,275.89,277.7
2022-01-10 04:00:00,277.51,282.03,277.11,281.5
2022-01-10 05:00:00,281.5,282.71,280.18,281.66
2022-01-10 06:00:00,281.39,283.57,280.13,280.99
2022-01-10 07:00:00,280.51,281.5,280.21,281.31
2022-01-10 08:00:00,281.8,282.16,280.21,280.22
2022-01-10 09:00:00,280.22,280.81,278.8,279.28
2022-01-10 10:00:00,278.76,281.01,278.35,278.35
2022-01-10 11:00:00,278.36,278.36,275.06,275.06
2022-01-10 12:00:00,275.53,275.53,265.16,265.31
2022-01-10 13:00:00,265.78,267.57,265.07,265.48
2022-01-10 14:00:00,265.61,265.65,256.13,260.04
2022-01-10 15:00:00,260.09,262.02,257.8,259.89
2022-01-10 16:00:00,259.47,267.0,258.9,267.0
2022-01-10 17:00:00,267.0,267.59,258.6,261.16
2022-01-10 18:00:00,261.37,262.38,259.61,261.0
2022-01-10 19:00:00,261.0,262.7,259.63,259.95
2022-01-10 20:00:00,259.95,262.61,258.2,262.61
2022-01-10 21:00:00,262.62,262.86,260.26,261.09
2022-01-10 22:00:00,261.58,262.65,260.55,261.65
2022-01-10 23:00:00,261.65,264.34,261.2,264.13
2022-01-11 00:00:00,263.82,264.46,261.7,263.02
2022-01-11 01:00:00,263.02,266.78,263.01,266.78
2022-01-11 02:00:00,266.88,271.24,266.64,266.71
2022-01-11 03:00:00,267.46,267.87,265.0,267.23
2022-01-11 04:00:00,268.05,268.1,265.07,265.92
2022-01-11 05:00:00,265.92,266.53,263.49,264.99
2022-01-11 06:00:00,264.96,266.12,263.79,264.0
2022-01-11 07:00:00,264.28,264.52,261.85,262.93
2022-01-11 08:00:00,262.42,266.54,260.16,260.61
2022-01-11 09:00:00,260.4,261.52,259.44,261.32
2022-01-11 10:00:00,261.5,261.77,256.63,257.08
2022-01-11 11:00:00,256.86,260.64,256.49,260.64
2022-01-11 12:00:00,260.12,261.82,259.47,261.12
2022-01-11 13:00:00,261.84,263.56,261.38,263.27
2022-01-11 14:00:00,263.22,264.75,259.38,261.62
2022-01-11 15:00:00,262.34,272.62,262.2,267.41
2022-01-11 16:00:00,267.44,271.8,267.05,270.65
2022-01-11 17:00:00,270.4,274.94,270.0,273.77
2022-01-11 18:00:00,273.12,279.39,273.12,274.6
2022-01-11 19:00:00,274.9,276.57,271.96,274.62
2022-01-11 20:00:00,274.58,274.75,271.95,271.97
2022-01-11 21:00:00,272.26,273.67,272.22,273.0
2022-01-11 22:00:00,272.46,273.42,271.98,272.0
2022-01-11 23:00:00,272.17,274.54,272.06,274.54
2022-01-12 00:00:00,274.53,274.53,270.21,270.41
2022-01-12 01:00:00,270.61,271.5,269.96,270.11
2022-01-12 02:00:00,269.97,270.65,269.41,269.92
2022-01-12 03:00:00,269.5,270.29,269.23,270.05
2022-01-12 04:00:00,269.98,271.67,269.5,271.65
2022-01-12 05:00:00,271.38,271.71,270.08,270.8
2022-01-12 06:00:00,271.47,272.0,270.86,271.85
2022-01-12 07:00:00,271.99,271.99,267.85,268.62
2022-01-12 08:00:00,268.58,270.04,268.58,269.41
2022-01-12 09:00:00,269.01,271.01,269.01,270.87
2022-01-12 10:00:00,270.26,271.76,270.26,270.98
2022-01-12 11:00:00,270.34,272.13,269.06,270.81
2022-01-12 12:00:00,271.29,273.98,271.29,273.98
2022-01-12 13:00:00,273.99,282.94,273.99,282.5
2022-01-12 14:00:00,282.5,284.75,281.1,284.55
2022-01-12 15:00:00,284.75,288.58,284.01,285.41
2022-01-12 16:00:00,285.23,286.16,280.17,280.61
2022-01-12 17:00:00,280.29,282.29,278.72,281.87
2022-01-12 18:00:00,281.45,281.9,278.14,278.92
2022-01-12 19:00:00,278.18,281.94,277.37,279.28
2022-01-12 20:00:00,278.92,281.06,277.79,279.74
2022-01-12 21:00:00,279.88,282.26,279.0,279.39
2022-01-12 22:00:00,279.18,284.11,278.49,283.54
2022-01-12 23:00:00,283.35,283.35,281.81,282.92
2022-01-13 00:00:00,282.33,284.63,280.4,280.91
2022-01-13 01:00:00,280.62,281.65,278.98,279.14
2022-01-13 02:00:00,279.14,279.14,277.08,277.08
2022-01-13 03:00:00,277.07,277.78,275.01,275.31
2022-01-13 04:00:00,275.19,276.16,275.02,275.69
2022-01-13 05:00:00,275.6,275.83,273.69,274.61
2022-01-13 06:00:00,274.69,275.48,274.18,275.0
2022-01-13 07:00:00,275.0,276.8,274.52,274.97
2022-01-13 08:00:00,275.45,277.54,274.99,277.12
2022-01-13 09:00:00,277.12,277.54,275.8,276.55
2022-01-13 10:00:00,277.78,278.11,276.58,276.58
2022-01-13 11:00:00,277.09,277.09,274.47,274.58
2022-01-13 12:00:00,275.46,277.22,274.63,275.98
2022-01-13 13:00:00,275.6,276.47,275.11,275.96
2022-01-13 14:00:00,276.41,278.52,275.57,277.49
2022-01-13 15:00:00,277.21,277.21,268.5,269.75
2022-01-13 16:00:00,269.75,271.22,268.55,269.71
2022-01-13 17:00:00,269.08,269.2,266.1,268.6
2022-01-13 18:00:00,268.48,268.78,265.14,265.14
2022-01-13 19:00:00,265.15,266.18,264.5,264.5
2022-01-13 20:00:00,264.5,264.76,262.0,263.78
2022-01-13 21:00:00,264.01,265.21,261.75,264.25
2022-01-13 22:00:00,264.36,265.01,262.12,262.16
2022-01-13 23:00:00,262.1,265.01,260.66,261.77
2022-01-14 00:00:00,262.16,263.65,260.48,262.4
2022-01-14 01:00:00,262.4,262.7,257.0,258.61
2022-01-14 02:00:00,258.71,260.23,257.4,260.18
2022-01-14 03:00:00,259.89,260.2,258.82,259.32
2022-01-14 04:00:00,259.3,260.39,258.48,259.2
2022-01-14 05:00:00,259.17,263.53,259.07,263.53
2022-01-14 06:00:00,263.16,263.72,261.11,261.11
2022-01-14 07:00:00,261.3,261.81,257.82,258.26
2022-01-14 08:00:00,258.4,258.48,256.8,258.48
2022-01-14 09:00:00,257.95,259.37,257.53,258.07
2022-01-14 10:00:00,258.59,259.72,254.91,254.91
2022-01-14 11:00:00,254.91,255.07,252.89,254.2
2022-01-14 12:00:00,254.84,257.64,254.6,257.52
2022-01-14 13:00:00,256.54,257.09,255.37,255.61
2022-01-14 14:00:00,255.61,261.48,254.71,260.6
2022-01-14 15:00:00,261.27,280.01,260.38,273.0
2022-01-14 16:00:00,272.99,318.0,269.22,294.5
2022-01-14 17:00:00,294.5,294.79,277.92,282.9
2022-01-14 18:00:00,282.82,290.57,282.82,284.96
2022-01-14 19:00:00,284.44,285.83,281.6,282.09
2022-01-14 20:00:00,282.09,282.67,279.02,279.99
2022-01-14 21:00:00,279.73,280.23,278.0,278.87
2022-01-14 22:00:00,279.31,289.9,279.0,280.44
2022-01-14 23:00:00,279.88,291.71,278.8,288.85
2022-01-15 00:00:00,288.87,296.68,288.51,292.12
2022-01-15 01:00:00,292.06,294.08,287.8,289.13
2022-01-15 02:00:00,289.8,299.98,289.07,295.16
2022-01-15 03:00:00,295.38,295.45,289.59,289.92
2022-01-15 04:00:00,289.96,290.52,285.79,286.25
2022-01-15 05:00:00,286.4,288.36,285.01,285.79
2022-01-15 06:00:00,285.34,287.13,284.42,285.12
2022-01-15 07:00:00,284.44,285.13,283.14,284.54
2022-01-15 08:00:00,284.36,290.88,284.15,289.37
2022-01-15 09:00:00,290.16,297.1,286.38,295.74
2022-01-15 10:00:00,295.64,308.96,292.5,306.21
2022-01-15 11:00:00,306.31,319.98,298.95,318.85
2022-01-15 12:00:00,319.87,320.0,300.0,302.04
2022-01-15 13:00:00,302.37,305.0,299.5,300.73
2022-01-15 14:00:00,300.73,302.18,296.6,299.74
2022-01-15 15:00:00,299.59,317.78,298.85,310.35
2022-01-15 16:00:00,310.35,311.89,304.5,304.5
2022-01-15 17:00:00,304.53,305.79,301.7,301.71
2022-01-15 18:00:00,301.71,302.41,297.81,298.98
2022-01-15 19:00:00,298.88,299.42,296.91,298.09
2022-01-15 20:00:00,298.11,302.57,298.1,301.37
2022-01-15 21:00:00,301.51,302.7,298.81,299.71
2022-01-15 22:00:00,299.05,302.72,298.51,302.53
2022-01-15 23:00:00,302.38,302.4,298.9,299.83
2022-01-16 00:00:00,299.55,302.4,298.61,301.33
2022-01-16 01:00:00,301.33,301.97,297.93,297.93
2022-01-16 02:00:00,297.93,298.71,289.78,290.17
2022-01-16 03:00:00,290.18,290.53,289.41,290.2
2022-01-16 04:00:00,290.14,290.71,289.41,290.51
2022-01-16 05:00:00,290.79,291.9,288.32,288.32
2022-01-16 06:00:00,288.32,290.03,288.1,289.37
2022-01-16 07:00:00,289.3,290.12,288.21,288.61
2022-01-16 08:00:00,289.21,289.9,287.62,287.62
2022-01-16 09:00:00,287.62,290.04,287.6,288.92
2022-01-16 10:00:00,288.7,290.0,287.3,287.3
2022-01-16 11:00:00,287.22,287.7,285.79,287.34
2022-01-16 12:00:00,287.34,291.57,286.89,288.91
2022-01-16 13:00:00,287.88,289.08,285.79,288.58
2022-01-16 14:00:00,289.14,289.78,288.01,289.06
2022-01-16 15:00:00,288.71,289.65,288.11,289.24
2022-01-16 16:00:00,288.73,290.88,288.46,290.87
2022-01-16 17:00:00,290.22,290.47,288.01,288.45
2022-01-16 18:00:00,288.01,288.01,286.0,286.3
2022-01-16 19:00:00,285.9,286.21,285.0,285.12
2022-01-16 20:00:00,285.13,285.8,283.01,284.88
2022-01-16 21:00:00,284.88,286.14,283.81,286.14
2022-01-16 22:00:00,285.43,288.15,285.35,288.15
2022-01-16 23:00:00,287.98,291.0,287.72,287.85
2022-01-17 00:00:00,287.86,288.71,285.89,288.4
2022-01-17 01:00:00,288.92,291.71,288.65,290.06
2022-01-17 02:00:00,290.08,291.89,287.83,291.84
2022-01-17 03:00:00,291.53,291.84,287.87,288.0
2022-01-17 04:00:00,287.9,289.95,284.0,284.0
2022-01-17 05:00:00,284.42,286.17,283.91,286.17
2022-01-17 06:00:00,286.29,288.06,285.72,285.72
2022-01-17 07:00:00,286.04,287.42,284.6,284.6
2022-01-17 08:00:00,285.32,285.32,284.43,284.67
2022-01-17 09:00:00,284.67,285.06,284.46,284.55
2022-01-17 10:00:00,284.7,284.74,282.74,283.03
2022-01-17 11:00:00,283.42,283.42,280.15,280.15
2022-01-17 12:00:00,280.15,280.45,275.81,276.72
2022-01-17 13:00:00,276.81,277.52,275.27,275.55
2022-01-17 14:00:00,275.27,275.45,274.28,274.28
2022-01-17 15:00:00,274.74,274.74,270.4,271.42
2022-01-17 16:00:00,271.67,272.07,268.78,269.84
2022-01-17 17:00:00,269.84,269.84,267.62,267.99
2022-01-17 18:00:00,267.62,280.52,267.25,274.75
2022-01-17 19:00:00,274.75,286.27,271.84,271.84
2022-01-17 20:00:00,271.84,271.9,268.75,269.88
2022-01-17 21:00:00,270.25,270.25,265.0,265.74
2022-01-17 22:00:00,265.61,269.55,265.6,267.69
2022-01-17 23:00:00,267.5,269.21,266.5,266.77
2022-01-18 00:00:00,266.4,267.97,265.16,266.81
2022-01-18 01:00:00,267.0,269.17,266.81,268.77
2022-01-18 02:00:00,268.4,269.08,267.38,268.15
2022-01-18 03:00:00,268.33,269.39,265.57,265.69
2022-01-18 04:00:00,265.68,266.0,265.01,265.42
2022-01-18 05:00:00,265.4,266.49,265.34,265.37
2022-01-18 06:00:00,265.8,269.48,265.8,269.48
2022-01-18 07:00:00,268.98,269.55,266.55,267.91
2022-01-18 08:00:00,267.32,267.98,264.02,264.02
2022-01-18 09:00:00,264.04,267.85,263.68,266.78
2022-01-18 10:00:00,267.14,267.45,265.48,265.76
2022-01-18 11:00:00,265.59,271.05,262.77,265.62
2022-01-18 12:00:00,264.87,264.87,261.9,262.79
2022-01-18 13:00:00,263.0,263.73,261.52,263.18
2022-01-18 14:00:00,262.61,264.39,260.88,261.61
2022-01-18 15:00:00,261.01,265.62,261.01,265.3
2022-01-18 16:00:00,265.62,272.65,265.33,266.34
2022-01-18 17:00:00,265.8,267.98,264.91,264.94
2022-01-18 18:00:00,264.77,266.52,264.26,264.26
2022-01-18 19:00:00,264.53,267.36,264.53,266.41
2022-01-18 20:00:00,266.4,266.4,261.36,261.92
2022-01-18 21:00:00,261.92,266.94,261.92,266.94
2022-01-18 22:00:00,267.05,269.54,265.7,266.67
2022-01-18 23:00:00,266.71,267.83,265.22,265.22
2022-01-19 00:00:00,265.23,265.23,263.9,264.89
2022-01-19 01:00:00,264.19,264.76,263.28,264.13
2022-01-19 02:00:00,263.98,264.05,261.99,261.99
2022-01-19 03:00:00,261.99,261.99,258.66,258.78
2022-01-19 04:00:00,258.63,258.63,256.05,256.67
2022-01-19 05:00:00,256.67,256.84,255.13,255.13
2022-01-19 06:00:00,255.13,256.82,254.01,255.01
2022-01-19 07:00:00,255.39,255.51,252.0,252.78
2022-01-19 08:00:00,252.16,254.5,251.98,253.2
2022-01-19 09:00:00,253.25,255.84,253.21,255.83
2022-01-19 10:00:00,255.84,257.39,254.96,255.92
2022-01-19 11:00:00,256.27,258.25,255.5,257.54
2022-01-19 12:00:00,258.1,259.62,257.72,258.84
2022-01-19 13:00:00,259.17,260.69,258.45,258.67
2022-01-19 14:00:00,259.28,260.16,257.2,259.83
2022-01-19 15:00:00,260.03,260.94,256.95,257.51
2022-01-19 16:00:00,257.16,261.56,256.77,257.71
2022-01-19 17:00:00,257.8,261.84,257.7,260.31
2022-01-19 18:00:00,261.0,261.53,259.03,259.41
2022-01-19 19:00:00,259.0,259.0,257.02,257.37
2022-01-19 20:00:00,257.9,258.25,256.88,257.45
2022-01-19 21:00:00,257.31,257.42,255.6,255.97
2022-01-19 22:00:00,255.93,256.55,254.71,255.37
2022-01-19 23:00:00,254.99,256.6,253.0,253.0
2022-01-20 00:00:00,253.07,253.5,252.33,252.43
2022-01-20 01:00:00,252.42,252.68,250.95,251.56
2022-01-20 02:00:00,251.7,253.32,251.7,253.03
2022-01-20 03:00:00,252.58,252.93,251.75,252.0
2022-01-20 04:00:00,252.18,252.38,251.55,252.03
2022-01-20 05:00:00,252.38,253.32,252.1,253.32
2022-01-20 06:00:00,253.12,256.53,253.12,254.81
2022-01-20 07:00:00,254.8,257.4,254.59,256.66
2022-01-20 08:00:00,256.6,256.6,254.11,254.99
2022-01-20 09:00:00,255.06,255.77,254.11,254.66
2022-01-20 10:00:00,254.56,256.57,254.35,256.26
2022-01-20 11:00:00,255.67,256.24,254.37,254.62
2022-01-20 12:00:00,254.49,254.63,253.0,254.5
2022-01-20 13:00:00,254.12,257.03,253.25,256.52
2022-01-20 14:00:00,256.83,262.38,256.51,261.75
2022-01-20 15:00:00,262.4,264.33,262.02,264.33
2022-01-20 16:00:00,264.46,269.32,262.9,263.56
2022-01-20 17:00:00,263.03,263.69,261.72,261.89
2022-01-20 18:00:00,261.89,262.43,260.41,260.92
2022-01-20 19:00:00,260.73,261.95,259.44,259.44
2022-01-20 20:00:00,259.44,259.67,256.03,257.2
2022-01-20 21:00:00,257.26,257.26,250.37,250.37
2022-01-20 22:00:00,250.82,256.2,248.3,249.51
2022-01-20 23:00:00,249.06,249.24,244.16,244.16
2022-01-21 00:00:00,244.5,246.98,241.88,242.93
2022-01-21 01:00:00,242.93,242.93,232.83,233.62
2022-01-21 02:00:00,233.09,236.31,230.7,232.12
2022-01-21 03:00:00,232.19,232.87,225.01,227.01
2022-01-21 04:00:00,227.38,232.32,227.0,230.02
2022-01-21 05:00:00,229.65,238.6,228.69,235.65
2022-01-21 06:00:00,236.25,236.57,229.8,229.8
2022-01-21 07:00:00,229.93,234.39,229.25,233.06
2022-01-21 08:00:00,232.94,236.58,232.85,236.47
2022-01-21 09:00:00,236.0,236.49,231.97,232.35
2022-01-21 10:00:00,232.25,235.19,231.55,233.15
2022-01-21 11:00:00,233.02,233.78,227.85,227.88
2022-01-21 12:00:00,227.75,228.45,220.15,221.97
2022-01-21 13:00:00,221.98,224.75,220.06,222.96
2022-01-21 14:00:00,222.58,225.89,222.42,223.46
2022-01-21 15:00:00,223.38,226.12,221.31,225.48
2022-01-21 16:00:00,225.43,228.4,223.61,224.61
2022-01-21 17:00:00,224.69,225.24,220.59,220.7
2022-01-21 18:00:00,220.91,223.18,220.01,220.27
2022-01-21 19:00:00,220.02,221.0,219.0,219.36
2022-01-21 20:00:00,219.0,219.96,213.18,214.87
2022-01-21 21:00:00,215.72,217.26,194.88,201.75
2022-01-21 22:00:00,201.76,207.45,197.81,199.39
2022-01-21 23:00:00,200.06,207.65,199.53,204.89
2022-01-22 00:00:00,206.37,206.43,201.4,204.8
2022-01-22 01:00:00,204.57,207.24,203.3,207.16
2022-01-22 02:00:00,207.16,207.57,205.25,207.0
2022-01-22 03:00:00,207.0,207.97,202.62,202.62
2022-01-22 04:00:00,202.63,203.66,200.0,201.06
2022-01-22 05:00:00,200.76,200.96,190.78,191.02
2022-01-22 06:00:00,191.02,192.73,180.66,182.73
2022-01-22 07:00:00,182.61,186.61,180.0,180.06
2022-01-22 08:00:00,180.47,183.73,180.0,180.52
2022-01-22 09:00:00,180.42,181.19,171.65,172.4
2022-01-22 10:00:00,172.4,178.11,163.86,176.32
2022-01-22 11:00:00,176.4,178.0,172.97,177.61
2022-01-22 12:00:00,177.03,182.58,175.94,182.56
2022-01-22 13:00:00,182.57,185.23,180.14,183.97
2022-01-22 14:00:00,183.18,183.18,178.3,178.5
2022-01-22 15:00:00,179.11,179.29,170.15,170.84
2022-01-22 16:00:00,170.46,176.8,167.78,171.96
2022-01-22 17:00:00,171.35,172.88,168.2,169.07
2022-01-22 18:00:00,169.56,170.68,167.04,167.71
2022-01-22 19:00:00,167.75,169.84,165.42,168.65
2022-01-22 20:00:00,168.24,174.61,167.22,174.17
2022-01-22 21:00:00,174.25,195.4,173.25,186.38
2022-01-22 22:00:00,186.36,191.54,175.96,179.21
2022-01-22 23:00:00,178.73,179.89,175.2,179.0
2022-01-23 00:00:00,179.07,182.0,178.27,181.9
2022-01-23 01:00:00,181.32,182.96,179.95,181.13
2022-01-23 02:00:00,181.57,181.63,176.88,176.88
2022-01-23 03:00:00,177.4,178.53,175.57,177.58
2022-01-23 04:00:00,178.08,182.77,177.08,180.49
2022-01-23 05:00:00,180.49,184.03,177.95,184.03
2022-01-23 06:00:00,184.04,185.27,182.02,184.85
2022-01-23 07:00:00,185.09,190.0,185.08,188.36
2022-01-23 08:00:00,189.17,193.63,187.89,191.38
2022-01-23 09:00:00,191.46,197.16,191.46,194.4
2022-01-23 10:00:00,194.48,196.44,190.91,195.16
2022-01-23 11:00:00,194.42,195.89,188.76,190.71
2022-01-23 12:00:00,191.16,193.46,188.48,191.96
2022-01-23 13:00:00,191.95,195.37,190.19,193.03
2022-01-23 14:00:00,191.98,193.34,183.25,186.6
2022-01-23 15:00:00,186.54,191.69,184.05,185.13
2022-01-23 16:00:00,185.1,193.65,183.97,185.1
2022-01-23 17:00:00,185.21,186.23,184.65,184.81
2022-01-23 18:00:00,184.81,185.51,179.67,180.77
2022-01-23 19:00:00,180.75,182.06,179.8,180.84
2022-01-23 20:00:00,180.6,184.26,180.6,182.57
2022-01-23 21:00:00,182.58,183.07,178.78,180.72
2022-01-23 22:00:00,179.9,180.54,178.5,180.47
2022-01-23 23:00:00,180.65,187.17,180.65,186.87
2022-01-24 00:00:00,187.0,187.0,183.57,184.0
2022-01-24 01:00:00,184.0,184.87,181.1,181.15
2022-01-24 02:00:00,181.19,182.93,180.3,180.76
2022-01-24 03:00:00,180.9,184.88,180.0,181.21
2022-01-24 04:00:00,181.21,181.21,178.66,178.97
2022-01-24 05:00:00,179.94,195.0,177.67,184.63
2022-01-24 06:00:00,184.54,185.85,180.17,183.15
2022-01-24 07:00:00,181.34,182.0,175.73,175.73
2022-01-24 08:00:00,176.99,181.29,174.25,174.3
2022-01-24 09:00:00,174.79,175.63,169.37,170.17
2022-01-24 10:00:00,170.3,170.35,162.74,162.74
2022-01-24 11:00:00,162.77,166.33,161.12,163.5
2022-01-24 12:00:00,163.04,164.14,158.89,159.26
2022-01-24 13:00:00,159.18,161.99,158.59,159.15
2022-01-24 14:00:00,159.0,165.35,156.42,162.64
2022-01-24 15:00:00,162.79,167.37,160.08,166.51
2022-01-24 16:00:00,166.77,168.77,163.51,165.84
2022-01-24 17:00:00,165.37,168.6,162.51,168.0
2022-01-24 18:00:00,168.44,174.29,166.98,172.48
2022-01-24 19:00:00,172.84,174.47,171.75,173.17
2022-01-24 20:00:00,172.89,181.53,172.41,178.44
2022-01-24 21:00:00,178.13,178.13,175.08,175.22
2022-01-24 22:00:00,175.3,175.84,173.76,174.16
2022-01-24 23:00:00,173.76,174.4,173.5,173.85
2022-01-25 00:00:00,174.33,174.56,170.43,170.98
2022-01-25 01:00:00,170.79,171.28,169.92,170.13
2022-01-25 02:00:00,170.13,172.48,170.13,171.82
2022-01-25 03:00:00,171.68,174.05,171.36,173.87
2022-01-25 04:00:00,173.32,173.5,170.0,170.86
2022-01-25 05:00:00,170.76,172.97,169.07,169.7
2022-01-25 06:00:00,169.79,169.96,168.56,168.91
2022-01-25 07:00:00,168.83,169.0,165.87,168.57
2022-01-25 08:00:00,168.7,170.76,168.7,169.67
2022-01-25 09:00:00,169.75,172.6,169.74,172.37
2022-01-25 10:00:00,172.37,174.19,172.19,173.98
2022-01-25 11:00:00,174.01,174.43,170.77,171.98
2022-01-25 12:00:00,171.98,172.81,170.85,171.69
2022-01-25 13:00:00,172.06,172.32,170.71,171.89
2022-01-25 14:00:00,171.93,174.57,170.93,170.93
2022-01-25 15:00:00,171.13,175.97,168.59,171.63
2022-01-25 16:00:00,172.17,173.74,171.05,171.3
2022-01-25 17:00:00,171.11,180.0,170.76,176.75
2022-01-25 18:00:00,177.34,183.99,175.65,183.03
2022-01-25 19:00:00,183.75,183.88,176.92,178.42
2022-01-25 20:00:00,178.27,178.68,176.33,177.55
2022-01-25 21:00:00,177.41,177.74,173.65,174.89
2022-01-25 22:00:00,175.18,177.24,174.64,176.95
2022-01-25 23:00:00,177.03,179.14,176.02,177.29
2022-01-26 00:00:00,177.87,177.87,174.06,174.52
2022-01-26 01:00:00,175.02,178.35,174.46,177.26
2022-01-26 02:00:00,177.91,178.63,176.03,176.82
2022-01-26 03:00:00,176.8,180.52,176.23,179.35
2022-01-26 04:00:00,179.32,182.56,179.29,182.24
2022-01-26 05:00:00,181.62,184.0,181.05,183.87
2022-01-26 06:00:00,183.84,184.0,181.16,181.35
2022-01-26 07:00:00,181.47,181.47,179.9,180.64
2022-01-26 08:00:00,180.96,181.35,180.7,180.94
2022-01-26 09:00:00,181.21,181.84,180.66,180.66
2022-01-26 10:00:00,180.98,182.35,180.53,182.35
2022-01-26 11:00:00,181.46,181.64,180.69,181.63
2022-01-26 12:00:00,181.63,181.78,180.28,180.33
2022-01-26 13:00:00,180.36,186.96,180.36,185.47
2022-01-26 14:00:00,186.56,188.48,185.66,188.48
2022-01-26 15:00:00,188.01,188.47,183.66,184.29
2022-01-26 16:00:00,184.3,187.92,183.97,186.86
2022-01-26 17:00:00,186.67,187.37,184.97,184.97
2022-01-26 18:00:00,184.96,185.06,181.35,184.18
