datetime,BTCUSD_open,BTCUSD_high,BTCUSD_low,BTCUSD_close
2022-01-11 19:00:00,42775.05,43102.14,42624.99,43008.27
2022-01-11 20:00:00,43008.27,43130.0,42714.54,42818.55
2022-01-11 21:00:00,42818.79,42839.51,42619.53,42686.11
2022-01-11 22:00:00,42686.11,42786.7,42624.44,42730.36
2022-01-11 23:00:00,42730.36,42909.0,42656.17,42753.44
2022-01-12 00:00:00,42749.84,42984.77,42600.0,42705.3
2022-01-12 01:00:00,42706.94,42794.2,42590.11,42650.54
2022-01-12 02:00:00,42652.13,42729.53,42459.21,42581.69
2022-01-12 03:00:00,42581.7,42678.62,42513.71,42618.57
2022-01-12 04:00:00,42618.57,42746.42,42540.5,42648.85
2022-01-12 05:00:00,42647.37,42785.92,42571.73,42724.16
2022-01-12 06:00:00,42729.08,42879.34,42618.52,42698.33
2022-01-12 07:00:00,42692.02,42693.06,42481.81,42577.36
2022-01-12 08:00:00,42573.55,42726.36,42523.48,42618.51
2022-01-12 09:00:00,42623.31,42920.81,42585.24,42810.05
2022-01-12 10:00:00,42807.55,43000.0,42755.19,42777.25
2022-01-12 11:00:00,42777.26,43448.86,42700.62,42949.3
2022-01-12 12:00:00,42955.25,43310.0,42892.57,43308.12
2022-01-12 13:00:00,43303.19,44147.63,43208.44,43955.49
2022-01-12 14:00:00,43956.75,43994.49,43703.18,43888.59
2022-01-12 15:00:00,43888.59,43966.3,43410.01,43572.42
2022-01-12 16:00:00,43576.64,43702.12,43350.0,43631.4
2022-01-12 17:00:00,43631.18,43898.08,43510.52,43864.86
2022-01-12 18:00:00,43864.86,43919.99,43584.73,43617.82
2022-01-12 19:00:00,43617.83,43783.67,43550.12,43763.95
2022-01-12 20:00:00,43763.95,44022.61,43653.29,43840.24
2022-01-12 21:00:00,43845.91,44342.83,43761.65,43790.03
2022-01-12 22:00:00,43790.31,43959.51,43762.62,43856.54
2022-01-12 23:00:00,43856.54,44044.41,43833.15,43920.37
2022-01-13 00:00:00,43921.21,44071.87,43691.92,43743.35
2022-01-13 01:00:00,43739.7,43831.11,43540.37,43563.02
2022-01-13 02:00:00,43563.01,43700.0,43550.0,43603.38
2022-01-13 03:00:00,43603.37,43665.2,43441.01,43528.18
2022-01-13 04:00:00,43528.18,43733.6,43502.31,43647.44
2022-01-13 05:00:00,43648.86,43778.01,43600.43,43688.34
2022-01-13 06:00:00,43691.15,43817.68,43672.52,43734.67
2022-01-13 07:00:00,43734.66,43792.07,43591.9,43722.05
2022-01-13 08:00:00,43722.05,43924.39,43689.93,43920.02
2022-01-13 09:00:00,43920.02,44009.08,43767.81,43902.03
2022-01-13 10:00:00,43902.05,44043.69,43782.87,43805.42
2022-01-13 11:00:00,43805.43,43852.73,43530.0,43618.57
2022-01-13 12:00:00,43621.42,43833.73,43600.03,43820.28
2022-01-13 13:00:00,43826.19,43964.44,43701.89,43947.7
2022-01-13 14:00:00,43947.33,44453.22,43869.06,44182.11
2022-01-13 15:00:00,44184.51,44238.28,42892.0,43221.74
2022-01-13 16:00:00,43219.05,43512.69,43085.05,43273.29
2022-01-13 17:00:00,43272.03,43274.14,42555.03,42826.5
2022-01-13 18:00:00,42826.49,42982.18,42641.01,42723.98
2022-01-13 19:00:00,42721.21,42920.19,42541.57,42717.02
2022-01-13 20:00:00,42716.88,42803.79,42325.0,42802.46
2022-01-13 21:00:00,42803.79,42916.29,42682.43,42834.72
2022-01-13 22:00:00,42835.13,42924.47,42415.78,42605.86
2022-01-13 23:00:00,42605.86,42732.56,42455.0,42581.65
2022-01-14 00:00:00,42576.27,42800.0,42391.78,42774.64
2022-01-14 01:00:00,42774.64,42798.69,42560.25,42612.19
2022-01-14 02:00:00,42609.27,42758.36,42457.43,42743.64
2022-01-14 03:00:00,42743.64,42769.74,42610.01,42658.33
2022-01-14 04:00:00,42658.33,42868.97,42650.01,42703.07
2022-01-14 05:00:00,42703.07,42932.38,42670.0,42921.21
2022-01-14 06:00:00,42921.2,42987.2,42800.0,42827.81
2022-01-14 07:00:00,42829.95,42908.45,42607.91,42660.94
2022-01-14 08:00:00,42660.94,42689.53,42388.0,42541.86
2022-01-14 09:00:00,42541.47,42716.28,42488.25,42575.21
2022-01-14 10:00:00,42575.21,42634.74,41855.0,42091.94
2022-01-14 11:00:00,42095.29,42095.96,41842.87,42027.95
2022-01-14 12:00:00,42027.95,42253.95,41752.0,42070.64
2022-01-14 13:00:00,42070.64,42339.81,42036.53,42178.63
2022-01-14 14:00:00,42178.61,43121.5,42135.39,43005.13
2022-01-14 15:00:00,43006.15,43350.0,42808.18,43120.39
2022-01-14 16:00:00,43120.22,43231.09,42874.17,43215.85
2022-01-14 17:00:00,43215.83,43282.77,42873.9,42926.1
2022-01-14 18:00:00,42925.41,43127.22,42787.5,43072.38
2022-01-14 19:00:00,43072.37,43416.37,43025.24,43109.99
2022-01-14 20:00:00,43107.42,43209.3,43034.49,43125.85
2022-01-14 21:00:00,43125.86,43473.98,43116.75,43321.7
2022-01-14 22:00:00,43318.32,43430.08,43200.0,43285.51
2022-01-14 23:00:00,43285.5,43321.87,43014.22,43090.72
2022-01-15 00:00:00,43090.72,43198.44,42925.0,43122.29
2022-01-15 01:00:00,43122.3,43175.0,42896.8,43004.52
2022-01-15 02:00:00,42999.84,43120.09,42934.46,43120.09
2022-01-15 03:00:00,43120.09,43146.1,42932.32,42957.02
2022-01-15 04:00:00,42954.38,42982.44,42741.44,42935.26
2022-01-15 05:00:00,42935.25,43068.28,42850.0,43003.49
2022-01-15 06:00:00,43003.48,43123.41,42896.0,43095.41
2022-01-15 07:00:00,43094.96,43109.28,42944.97,43100.07
2022-01-15 08:00:00,43100.05,43134.54,42970.0,43003.75
2022-01-15 09:00:00,43003.76,43107.46,42895.55,43077.71
2022-01-15 10:00:00,43077.7,43300.0,43024.39,43127.75
2022-01-15 11:00:00,43127.75,43128.37,42985.16,43042.8
2022-01-15 12:00:00,43036.88,43059.02,42577.35,42735.05
2022-01-15 13:00:00,42735.25,42995.53,42663.78,42929.34
2022-01-15 14:00:00,42929.38,43333.0,42775.05,43217.2
2022-01-15 15:00:00,43217.12,43433.37,43100.01,43426.11
2022-01-15 16:00:00,43425.67,43445.25,43265.02,43365.61
2022-01-15 17:00:00,43364.99,43574.96,43279.22,43410.31
2022-01-15 18:00:00,43404.71,43415.82,43268.11,43350.22
2022-01-15 19:00:00,43351.94,43583.54,43338.11,43558.99
2022-01-15 20:00:00,43559.22,43819.39,43496.0,43509.05
2022-01-15 21:00:00,43509.61,43548.5,43178.05,43328.79
2022-01-15 22:00:00,43331.3,43423.37,43136.56,43266.34
2022-01-15 23:00:00,43270.48,43407.03,43087.21,43098.2
2022-01-16 00:00:00,43098.2,43128.06,43013.79,43098.0
2022-01-16 01:00:00,43097.99,43175.95,43007.12,43021.24
2022-01-16 02:00:00,43026.17,43111.13,42862.32,42953.82
2022-01-16 03:00:00,42944.53,43076.72,42883.53,43002.45
2022-01-16 04:00:00,43008.58,43103.34,42883.0,43060.57
2022-01-16 05:00:00,43060.57,43153.61,42990.9,42991.02
2022-01-16 06:00:00,42993.12,43254.68,42957.08,43226.46
2022-01-16 07:00:00,43231.03,43286.79,43150.0,43233.95
2022-01-16 08:00:00,43233.45,43325.0,43093.85,43097.25
2022-01-16 09:00:00,43103.31,43157.92,43057.18,43097.58
2022-01-16 10:00:00,43098.22,43200.0,42915.09,42940.33
2022-01-16 11:00:00,42940.33,43060.7,42802.0,43000.11
2022-01-16 12:00:00,42999.29,43166.69,42992.99,43026.68
2022-01-16 13:00:00,43026.67,43200.0,42600.0,43152.25
2022-01-16 14:00:00,43141.57,43449.41,43057.14,43330.9
2022-01-16 15:00:00,43330.2,43388.15,43154.92,43239.95
2022-01-16 16:00:00,43250.23,43497.24,43200.0,43410.15
2022-01-16 17:00:00,43410.16,43461.73,43073.34,43100.66
2022-01-16 18:00:00,43100.66,43156.14,43000.0,43087.46
2022-01-16 19:00:00,43087.47,43100.0,42820.71,42853.76
2022-01-16 20:00:00,42851.78,43133.5,42775.76,43061.92
2022-01-16 21:00:00,43061.92,43120.44,42922.52,42970.93
2022-01-16 22:00:00,42972.95,43265.85,42964.59,43208.14
2022-01-16 23:00:00,43209.16,43295.0,43077.99,43104.34
2022-01-17 00:00:00,43104.34,43200.0,42903.6,42920.89
2022-01-17 01:00:00,42920.82,42970.51,42835.01,42924.37
2022-01-17 02:00:00,42924.99,42972.84,42809.0,42944.67
2022-01-17 03:00:00,42942.99,43007.67,42643.57,42660.86
2022-01-17 04:00:00,42660.87,42818.81,42616.4,42631.27
2022-01-17 05:00:00,42631.26,42703.75,42353.0,42670.02
2022-01-17 06:00:00,42673.47,42893.0,42666.9,42777.57
2022-01-17 07:00:00,42777.56,42987.73,42647.62,42672.85
2022-01-17 08:00:00,42674.23,42888.0,42582.65,42814.6
2022-01-17 09:00:00,42814.6,42929.84,42755.27,42872.51
2022-01-17 10:00:00,42872.51,42927.28,42614.32,42810.19
2022-01-17 11:00:00,42811.29,42855.44,42652.0,42686.8
2022-01-17 12:00:00,42690.1,42804.98,42438.51,42563.48
2022-01-17 13:00:00,42554.38,42687.83,42510.05,42667.12
2022-01-17 14:00:00,42666.35,42755.82,42579.06,42679.47
2022-01-17 15:00:00,42679.47,42706.49,42396.6,42493.53
2022-01-17 16:00:00,42496.58,42552.13,42151.14,42241.32
2022-01-17 17:00:00,42235.7,42269.8,42000.0,42128.3
2022-01-17 18:00:00,42132.58,42211.7,41854.96,42194.27
2022-01-17 19:00:00,42194.27,42342.88,42132.01,42266.89
2022-01-17 20:00:00,42266.89,42336.75,42021.69,42097.26
2022-01-17 21:00:00,42095.88,42160.03,41621.14,41742.16
2022-01-17 22:00:00,41740.07,42400.02,41567.64,42098.16
2022-01-17 23:00:00,42095.47,42284.3,42067.34,42218.01
2022-01-18 00:00:00,42214.66,42434.78,42146.36,42392.19
2022-01-18 01:00:00,42391.22,42456.41,42183.42,42281.72
2022-01-18 02:00:00,42288.74,42334.9,42168.61,42307.2
2022-01-18 03:00:00,42307.13,42333.75,41991.15,42058.0
2022-01-18 04:00:00,42058.47,42134.36,41917.33,42065.48
2022-01-18 05:00:00,42065.48,42207.31,42005.14,42125.75
2022-01-18 06:00:00,42122.54,42359.69,42122.54,42247.74
2022-01-18 07:00:00,42247.74,42284.33,41961.57,42076.41
2022-01-18 08:00:00,42075.86,42075.86,41648.71,41728.47
2022-01-18 09:00:00,41731.86,42006.08,41456.47,41923.67
2022-01-18 10:00:00,41923.66,42073.92,41852.34,41947.49
2022-01-18 11:00:00,41947.49,41955.52,41708.6,41875.54
2022-01-18 12:00:00,41872.26,41969.12,41636.38,41813.97
