datetime,ACHUSD_open,ACHUSD_high,ACHUSD_low,ACHUSD_close
2022-01-01 00:00:00,0.063504,0.064249,0.063,0.063782
2022-01-01 01:00:00,0.063817,0.063842,0.0625,0.062656
2022-01-01 02:00:00,0.062676,0.062795,0.062,0.062571
2022-01-01 03:00:00,0.062572,0.062727,0.062389,0.062645
2022-01-01 04:00:00,0.062617,0.062797,0.062,0.062054
2022-01-01 05:00:00,0.062054,0.062977,0.0619,0.062947
2022-01-01 06:00:00,0.062942,0.0639,0.062818,0.063119
2022-01-01 07:00:00,0.06322,0.063468,0.062997,0.063397
2022-01-01 08:00:00,0.063454,0.063454,0.063083,0.063191
2022-01-01 09:00:00,0.063211,0.063248,0.062967,0.063179
2022-01-01 10:00:00,0.063139,0.063332,0.062633,0.063045
2022-01-01 11:00:00,0.063,0.063161,0.062751,0.063111
2022-01-01 12:00:00,0.063089,0.063573,0.062955,0.063058
2022-01-01 13:00:00,0.063025,0.064375,0.06274,0.063609
2022-01-01 14:00:00,0.063578,0.064627,0.063551,0.063977
2022-01-01 15:00:00,0.063977,0.0651,0.06396,0.064533
2022-01-01 16:00:00,0.064525,0.065153,0.064125,0.064132
2022-01-01 17:00:00,0.064206,0.064283,0.063545,0.063976
2022-01-01 18:00:00,0.063979,0.064086,0.063077,0.06382
2022-01-01 19:00:00,0.06385,0.064359,0.06359,0.063689
2022-01-01 20:00:00,0.063653,0.0641,0.063505,0.0641
2022-01-01 21:00:00,0.064097,0.064565,0.06401,0.064027
2022-01-01 22:00:00,0.064031,0.064219,0.0635,0.063563
2022-01-01 23:00:00,0.063563,0.064524,0.063563,0.064208
2022-01-02 00:00:00,0.064201,0.064455,0.063677,0.064135
2022-01-02 01:00:00,0.064097,0.065,0.063745,0.064138
2022-01-02 02:00:00,0.064078,0.065,0.064025,0.064479
2022-01-02 03:00:00,0.064525,0.065,0.064476,0.065
2022-01-02 04:00:00,0.065,0.065276,0.064288,0.064319
2022-01-02 05:00:00,0.064296,0.065115,0.064194,0.064295
2022-01-02 06:00:00,0.064297,0.064354,0.064029,0.06406
2022-01-02 07:00:00,0.06408,0.06424,0.0638,0.063975
2022-01-02 08:00:00,0.063941,0.064777,0.063881,0.064467
2022-01-02 09:00:00,0.064457,0.064949,0.064376,0.06485
2022-01-02 10:00:00,0.06482,0.064924,0.064527,0.064782
2022-01-02 11:00:00,0.064782,0.065244,0.064645,0.065208
2022-01-02 12:00:00,0.065164,0.065347,0.064955,0.065063
2022-01-02 13:00:00,0.065081,0.065161,0.064146,0.064253
2022-01-02 14:00:00,0.064226,0.065441,0.064153,0.064806
2022-01-02 15:00:00,0.064794,0.064899,0.064042,0.064666
2022-01-02 16:00:00,0.064666,0.065809,0.064558,0.065655
2022-01-02 17:00:00,0.065649,0.065709,0.06482,0.064921
2022-01-02 18:00:00,0.064891,0.065312,0.06478,0.065245
2022-01-02 19:00:00,0.065257,0.06527,0.064348,0.064461
2022-01-02 20:00:00,0.064421,0.064576,0.0641,0.064485
2022-01-02 21:00:00,0.064498,0.06513,0.064424,0.065096
2022-01-02 22:00:00,0.065096,0.065454,0.064755,0.065332
2022-01-02 23:00:00,0.065356,0.065499,0.065052,0.065109
2022-01-03 00:00:00,0.065084,0.065091,0.064383,0.064494
2022-01-03 01:00:00,0.06446,0.064796,0.064188,0.064691
2022-01-03 02:00:00,0.064691,0.064704,0.064013,0.064142
2022-01-03 03:00:00,0.064201,0.06432,0.064111,0.064199
2022-01-03 04:00:00,0.064196,0.064345,0.064006,0.064181
2022-01-03 05:00:00,0.064175,0.06426,0.064,0.064087
2022-01-03 06:00:00,0.064091,0.064134,0.063988,0.064055
2022-01-03 07:00:00,0.064055,0.064355,0.063985,0.06413
2022-01-03 08:00:00,0.064128,0.06431,0.063765,0.06431
2022-01-03 09:00:00,0.064316,0.064346,0.063764,0.063765
2022-01-03 10:00:00,0.063768,0.064355,0.06368,0.064014
2022-01-03 11:00:00,0.06408,0.064304,0.064036,0.064246
2022-01-03 12:00:00,0.064275,0.064355,0.064121,0.064354
2022-01-03 13:00:00,0.064332,0.064355,0.063888,0.064033
2022-01-03 14:00:00,0.064007,0.064166,0.063855,0.063959
2022-01-03 15:00:00,0.063954,0.064117,0.063796,0.06393
2022-01-03 16:00:00,0.063983,0.064269,0.0636,0.063705
2022-01-03 17:00:00,0.063721,0.064175,0.063232,0.063332
2022-01-03 18:00:00,0.063338,0.063351,0.063071,0.06322
2022-01-03 19:00:00,0.063233,0.063509,0.063036,0.063097
2022-01-03 20:00:00,0.063156,0.063248,0.062535,0.063049
2022-01-03 21:00:00,0.063036,0.063926,0.062942,0.063824
2022-01-03 22:00:00,0.063795,0.06387,0.063228,0.063388
2022-01-03 23:00:00,0.063394,0.063829,0.063257,0.0636
2022-01-04 00:00:00,0.0636,0.0641,0.06267,0.062839
2022-01-04 01:00:00,0.062885,0.0635,0.062704,0.062934
2022-01-04 02:00:00,0.062963,0.063546,0.06267,0.063205
2022-01-04 03:00:00,0.063212,0.0634,0.062866,0.063314
2022-01-04 04:00:00,0.063322,0.0634,0.06255,0.062788
2022-01-04 05:00:00,0.062792,0.063125,0.06253,0.062758
2022-01-04 06:00:00,0.06271,0.063328,0.062601,0.06313
2022-01-04 07:00:00,0.06313,0.063328,0.062907,0.062967
2022-01-04 08:00:00,0.063009,0.063559,0.06293,0.063301
2022-01-04 09:00:00,0.063272,0.063378,0.062921,0.063009
2022-01-04 10:00:00,0.063014,0.063155,0.062863,0.063038
2022-01-04 11:00:00,0.063026,0.063329,0.063005,0.063239
2022-01-04 12:00:00,0.063292,0.063363,0.063055,0.063295
2022-01-04 13:00:00,0.063403,0.0643,0.063229,0.064254
2022-01-04 14:00:00,0.064269,0.0646,0.063886,0.064008
2022-01-04 15:00:00,0.064023,0.06414,0.063658,0.063954
2022-01-04 16:00:00,0.063944,0.064665,0.063643,0.064665
2022-01-04 17:00:00,0.064676,0.064676,0.063682,0.063894
2022-01-04 18:00:00,0.063754,0.063821,0.06329,0.063356
2022-01-04 19:00:00,0.063306,0.063792,0.06267,0.06275
2022-01-04 20:00:00,0.06275,0.063297,0.062367,0.063191
2022-01-04 21:00:00,0.063195,0.063252,0.062714,0.063042
2022-01-04 22:00:00,0.06306,0.063284,0.062739,0.06295
2022-01-04 23:00:00,0.06295,0.062991,0.0623,0.0623
2022-01-05 00:00:00,0.0623,0.063589,0.0623,0.063231
2022-01-05 01:00:00,0.06325,0.063539,0.062732,0.062842
2022-01-05 02:00:00,0.062866,0.063413,0.06283,0.062967
2022-01-05 03:00:00,0.062971,0.063124,0.06251,0.062853
2022-01-05 04:00:00,0.062846,0.063917,0.062793,0.063052
2022-01-05 05:00:00,0.063101,0.064234,0.063,0.064044
2022-01-05 06:00:00,0.06405,0.064711,0.063504,0.063566
2022-01-05 07:00:00,0.063523,0.064411,0.0632,0.06411
2022-01-05 08:00:00,0.06411,0.064807,0.06313,0.06355
2022-01-05 09:00:00,0.063502,0.064212,0.0632,0.063536
2022-01-05 10:00:00,0.063705,0.064028,0.063314,0.063582
2022-01-05 11:00:00,0.063621,0.063766,0.063081,0.063651
2022-01-05 12:00:00,0.063756,0.064421,0.063517,0.064293
2022-01-05 13:00:00,0.064239,0.064827,0.064215,0.064294
2022-01-05 14:00:00,0.064348,0.065,0.06393,0.064996
2022-01-05 15:00:00,0.064966,0.065541,0.0643,0.065469
2022-01-05 16:00:00,0.065469,0.069335,0.065055,0.069223
2022-01-05 17:00:00,0.069212,0.075,0.068505,0.074997
2022-01-05 18:00:00,0.074997,0.075,0.071041,0.071572
2022-01-05 19:00:00,0.071556,0.071853,0.066371,0.067184
2022-01-05 20:00:00,0.067046,0.069,0.066143,0.066593
2022-01-05 21:00:00,0.066562,0.06787,0.064565,0.0646
2022-01-05 22:00:00,0.064607,0.066379,0.061885,0.064409
2022-01-05 23:00:00,0.064411,0.069046,0.064186,0.067553
2022-01-06 00:00:00,0.067559,0.068183,0.064477,0.065595
2022-01-06 01:00:00,0.065595,0.065795,0.063805,0.063805
2022-01-06 02:00:00,0.063805,0.067003,0.063226,0.065275
2022-01-06 03:00:00,0.065282,0.067006,0.064353,0.064676
2022-01-06 04:00:00,0.064663,0.065994,0.063,0.063728
2022-01-06 05:00:00,0.063728,0.0654,0.063,0.06454
2022-01-06 06:00:00,0.06454,0.06539,0.064016,0.064129
2022-01-06 07:00:00,0.06415,0.0688,0.064126,0.066377
2022-01-06 08:00:00,0.066448,0.069812,0.06527,0.066396
2022-01-06 09:00:00,0.066366,0.066368,0.063314,0.063933
2022-01-06 10:00:00,0.063933,0.064214,0.063277,0.064095
2022-01-06 11:00:00,0.064062,0.064098,0.0625,0.063268
2022-01-06 12:00:00,0.063324,0.063569,0.062546,0.063404
2022-01-06 13:00:00,0.063434,0.064332,0.063402,0.064052
2022-01-06 14:00:00,0.064078,0.064244,0.063078,0.063236
2022-01-06 15:00:00,0.063216,0.063606,0.06315,0.06315
2022-01-06 16:00:00,0.063202,0.063521,0.0631,0.063284
2022-01-06 17:00:00,0.06333,0.064162,0.0625,0.062615
2022-01-06 18:00:00,0.062615,0.063009,0.06181,0.062833
2022-01-06 19:00:00,0.062817,0.062899,0.061752,0.062224
2022-01-06 20:00:00,0.062224,0.062895,0.0619,0.062754
2022-01-06 21:00:00,0.062741,0.063177,0.061701,0.061924
2022-01-06 22:00:00,0.06191,0.06231,0.06168,0.06185
2022-01-06 23:00:00,0.061887,0.062958,0.06184,0.0621
2022-01-07 00:00:00,0.0621,0.0625,0.06168,0.062146
2022-01-07 01:00:00,0.062146,0.062146,0.0615,0.061837
2022-01-07 02:00:00,0.061819,0.062,0.06143,0.061958
2022-01-07 03:00:00,0.061911,0.061938,0.059504,0.0597
2022-01-07 04:00:00,0.0597,0.060794,0.0589,0.0604
2022-01-07 05:00:00,0.060552,0.060552,0.058969,0.05964
2022-01-07 06:00:00,0.059653,0.059681,0.058431,0.059382
2022-01-07 07:00:00,0.059382,0.059382,0.05836,0.059063
2022-01-07 08:00:00,0.059085,0.060324,0.059058,0.060191
2022-01-07 09:00:00,0.060044,0.060673,0.059408,0.060052
2022-01-07 10:00:00,0.060045,0.060419,0.059861,0.060419
2022-01-07 11:00:00,0.060278,0.060478,0.059477,0.059756
2022-01-07 12:00:00,0.059762,0.060649,0.059628,0.06054
2022-01-07 13:00:00,0.060568,0.060855,0.05923,0.059299
2022-01-07 14:00:00,0.059318,0.060774,0.059178,0.059817
2022-01-07 15:00:00,0.059839,0.060096,0.058684,0.05948
2022-01-07 16:00:00,0.059444,0.06049,0.058597,0.060163
2022-01-07 17:00:00,0.060264,0.060499,0.059474,0.059921
2022-01-07 18:00:00,0.059893,0.060048,0.059334,0.059549
2022-01-07 19:00:00,0.059549,0.060241,0.059356,0.059974
2022-01-07 20:00:00,0.060025,0.060154,0.059345,0.059595
2022-01-07 21:00:00,0.059602,0.060155,0.058992,0.059086
2022-01-07 22:00:00,0.059086,0.059634,0.05879,0.05904
2022-01-07 23:00:00,0.059008,0.059454,0.058805,0.059302
2022-01-08 00:00:00,0.059302,0.060366,0.058705,0.060366
2022-01-08 01:00:00,0.060365,0.060592,0.059971,0.060235
2022-01-08 02:00:00,0.060056,0.060933,0.059863,0.060923
2022-01-08 03:00:00,0.060856,0.060964,0.059895,0.060389
2022-01-08 04:00:00,0.060397,0.0604,0.060059,0.0604
2022-01-08 05:00:00,0.060398,0.060817,0.060169,0.060217
2022-01-08 06:00:00,0.060199,0.060647,0.060119,0.060647
2022-01-08 07:00:00,0.060614,0.061032,0.060231,0.0606
2022-01-08 08:00:00,0.060696,0.061907,0.06011,0.0609
2022-01-08 09:00:00,0.0609,0.061492,0.060178,0.060493
2022-01-08 10:00:00,0.060507,0.060671,0.060186,0.060564
2022-01-08 11:00:00,0.060635,0.061215,0.060304,0.061153
2022-01-08 12:00:00,0.061153,0.0615,0.060384,0.060629
2022-01-08 13:00:00,0.060679,0.060679,0.060229,0.060397
2022-01-08 14:00:00,0.060367,0.061026,0.060201,0.060949
2022-01-08 15:00:00,0.060949,0.060986,0.060501,0.060648
2022-01-08 16:00:00,0.060629,0.060738,0.060225,0.060276
2022-01-08 17:00:00,0.060299,0.060755,0.059859,0.060202
2022-01-08 18:00:00,0.060223,0.060244,0.05855,0.059034
2022-01-08 19:00:00,0.059057,0.0596,0.058101,0.058358
2022-01-08 20:00:00,0.058404,0.059103,0.058223,0.058491
2022-01-08 21:00:00,0.058516,0.060558,0.058323,0.060189
2022-01-08 22:00:00,0.060223,0.0607,0.060111,0.060321
2022-01-08 23:00:00,0.060273,0.060454,0.059845,0.059866
2022-01-09 00:00:00,0.059901,0.060176,0.059369,0.059895
2022-01-09 01:00:00,0.059923,0.060312,0.058114,0.058876
2022-01-09 02:00:00,0.058948,0.060669,0.058915,0.060105
2022-01-09 03:00:00,0.060143,0.060824,0.0595,0.059591
2022-01-09 04:00:00,0.059591,0.060055,0.059519,0.060055
2022-01-09 05:00:00,0.059924,0.060099,0.0595,0.0595
2022-01-09 06:00:00,0.0595,0.06053,0.0595,0.060074
2022-01-09 07:00:00,0.060074,0.061279,0.059752,0.059858
2022-01-09 08:00:00,0.05986,0.060179,0.059779,0.059974
2022-01-09 09:00:00,0.059905,0.059999,0.059864,0.059935
2022-01-09 10:00:00,0.059931,0.060575,0.059901,0.060575
2022-01-09 11:00:00,0.060557,0.061427,0.06055,0.06132
2022-01-09 12:00:00,0.061281,0.061945,0.061058,0.061593
2022-01-09 13:00:00,0.061538,0.063761,0.061386,0.061537
2022-01-09 14:00:00,0.061537,0.063099,0.0615,0.062774
2022-01-09 15:00:00,0.0626,0.065308,0.061852,0.06284
2022-01-09 16:00:00,0.062843,0.064232,0.0625,0.063449
2022-01-09 17:00:00,0.063461,0.0645,0.0625,0.063183
2022-01-09 18:00:00,0.063252,0.063332,0.06265,0.062725
2022-01-09 19:00:00,0.062761,0.063521,0.06265,0.062947
2022-01-09 20:00:00,0.062927,0.062937,0.061969,0.062014
2022-01-09 21:00:00,0.062015,0.062342,0.061604,0.062
2022-01-09 22:00:00,0.061971,0.063278,0.061944,0.06325
2022-01-09 23:00:00,0.063251,0.065207,0.062909,0.06472
2022-01-10 00:00:00,0.064746,0.064802,0.064094,0.064525
2022-01-10 01:00:00,0.064512,0.064648,0.062704,0.063277
2022-01-10 02:00:00,0.063288,0.063353,0.062942,0.063283
2022-01-10 03:00:00,0.063279,0.0641,0.063177,0.063604
2022-01-10 04:00:00,0.063653,0.0641,0.063547,0.063717
2022-01-10 05:00:00,0.063749,0.078414,0.063749,0.072753
2022-01-10 06:00:00,0.072547,0.0898,0.07124,0.089775
2022-01-10 07:00:00,0.089468,0.0961,0.08527,0.091309
2022-01-10 08:00:00,0.091126,0.092467,0.085234,0.089247
2022-01-10 09:00:00,0.089246,0.093161,0.084447,0.084895
2022-01-10 10:00:00,0.084891,0.09,0.077644,0.077962
2022-01-10 11:00:00,0.077967,0.081347,0.072,0.072112
2022-01-10 12:00:00,0.072184,0.074463,0.0701,0.073721
2022-01-10 13:00:00,0.073642,0.0759,0.07075,0.072541
2022-01-10 14:00:00,0.072457,0.077438,0.069861,0.073222
2022-01-10 15:00:00,0.073223,0.081727,0.072724,0.077351
2022-01-10 16:00:00,0.077399,0.082252,0.075849,0.081956
2022-01-10 17:00:00,0.081956,0.09,0.081125,0.085499
2022-01-10 18:00:00,0.085497,0.087961,0.080495,0.080584
2022-01-10 19:00:00,0.080584,0.0839,0.078718,0.07981
2022-01-10 20:00:00,0.079784,0.082226,0.075211,0.076049
2022-01-10 21:00:00,0.076057,0.07975,0.075,0.078695
2022-01-10 22:00:00,0.078574,0.080801,0.076445,0.078702
2022-01-10 23:00:00,0.07879,0.0825,0.0775,0.081082
2022-01-11 00:00:00,0.081082,0.082423,0.076017,0.076239
2022-01-11 01:00:00,0.076187,0.079314,0.075233,0.0766
2022-01-11 02:00:00,0.076619,0.07718,0.074246,0.075244
2022-01-11 03:00:00,0.075256,0.075456,0.07264,0.072653
2022-01-11 04:00:00,0.072693,0.0751,0.072442,0.0734
2022-01-11 05:00:00,0.073528,0.07466,0.071873,0.072054
2022-01-11 06:00:00,0.072124,0.07338,0.070016,0.07148
2022-01-11 07:00:00,0.071502,0.072,0.070295,0.07094
2022-01-11 08:00:00,0.070838,0.071444,0.070033,0.070425
2022-01-11 09:00:00,0.070452,0.077373,0.070245,0.07563
2022-01-11 10:00:00,0.075542,0.075542,0.070351,0.070979
2022-01-11 11:00:00,0.070978,0.0735,0.069762,0.070075
2022-01-11 12:00:00,0.070075,0.070636,0.066657,0.067176
2022-01-11 13:00:00,0.067094,0.070249,0.065,0.066148
2022-01-11 14:00:00,0.066065,0.067595,0.064978,0.066655
2022-01-11 15:00:00,0.06663,0.067502,0.06225,0.062716
2022-01-11 16:00:00,0.062716,0.066344,0.06225,0.06479
2022-01-11 17:00:00,0.064814,0.06849,0.064606,0.066328
2022-01-11 18:00:00,0.066374,0.068932,0.065111,0.068628
2022-01-11 19:00:00,0.068611,0.07021,0.06686,0.068495
2022-01-11 20:00:00,0.068495,0.069461,0.067202,0.067446
2022-01-11 21:00:00,0.067387,0.067505,0.066051,0.066361
2022-01-11 22:00:00,0.066308,0.067115,0.064714,0.065794
2022-01-11 23:00:00,0.065869,0.065943,0.064457,0.064925
2022-01-12 00:00:00,0.064927,0.067084,0.064551,0.065335
2022-01-12 01:00:00,0.065356,0.066796,0.064709,0.064834
2022-01-12 02:00:00,0.06474,0.066062,0.062787,0.064315
2022-01-12 03:00:00,0.064315,0.064612,0.0615,0.062501
2022-01-12 04:00:00,0.06248,0.065344,0.0623,0.063947
2022-01-12 05:00:00,0.063872,0.064631,0.063604,0.06383
2022-01-12 06:00:00,0.063855,0.065482,0.063649,0.064945
2022-01-12 07:00:00,0.064896,0.06532,0.061989,0.062492
2022-01-12 08:00:00,0.062492,0.063325,0.0618,0.062999
2022-01-12 09:00:00,0.062849,0.063049,0.0605,0.061411
2022-01-12 10:00:00,0.061358,0.061793,0.06053,0.061495
2022-01-12 11:00:00,0.061476,0.062564,0.060201,0.061014
2022-01-12 12:00:00,0.061,0.061382,0.060374,0.061178
2022-01-12 13:00:00,0.061111,0.06382,0.060781,0.062162
2022-01-12 14:00:00,0.062143,0.063636,0.061528,0.062162
2022-01-12 15:00:00,0.062195,0.063657,0.061764,0.062817
2022-01-12 16:00:00,0.0627,0.06383,0.061135,0.061814
2022-01-12 17:00:00,0.06165,0.062319,0.061,0.06186
2022-01-12 18:00:00,0.061853,0.062198,0.0612,0.061313
2022-01-12 19:00:00,0.061357,0.06194,0.0608,0.061585
2022-01-12 20:00:00,0.061544,0.062955,0.06025,0.061005
2022-01-12 21:00:00,0.060951,0.0613,0.0603,0.060754
2022-01-12 22:00:00,0.060769,0.061099,0.060126,0.060126
2022-01-12 23:00:00,0.060125,0.061058,0.060125,0.060875
2022-01-13 00:00:00,0.060905,0.06108,0.060333,0.060865
2022-01-13 01:00:00,0.060865,0.0613,0.060684,0.0607
2022-01-13 02:00:00,0.060698,0.061498,0.06038,0.061078
2022-01-13 03:00:00,0.0611,0.062314,0.060436,0.060864
2022-01-13 04:00:00,0.060864,0.061765,0.060739,0.061235
2022-01-13 05:00:00,0.06122,0.061514,0.06025,0.060896
2022-01-13 06:00:00,0.060942,0.061542,0.060251,0.061506
2022-01-13 07:00:00,0.061474,0.061593,0.060807,0.060807
2022-01-13 08:00:00,0.060844,0.06192,0.060812,0.061537
2022-01-13 09:00:00,0.061537,0.061587,0.060611,0.060924
2022-01-13 10:00:00,0.060888,0.060986,0.060216,0.060403
2022-01-13 11:00:00,0.060403,0.060625,0.06,0.06008
2022-01-13 12:00:00,0.060105,0.060828,0.060019,0.060355
2022-01-13 13:00:00,0.060351,0.06073,0.060168,0.060384
2022-01-13 14:00:00,0.060425,0.060703,0.06,0.06025
2022-01-13 15:00:00,0.060242,0.06025,0.059058,0.059433
2022-01-13 16:00:00,0.059396,0.059844,0.058888,0.058965
2022-01-13 17:00:00,0.058965,0.059001,0.057851,0.058667
2022-01-13 18:00:00,0.058633,0.058705,0.057366,0.057979
2022-01-13 19:00:00,0.058001,0.058476,0.057399,0.058061
2022-01-13 20:00:00,0.058032,0.058936,0.0571,0.058936
2022-01-13 21:00:00,0.058908,0.059182,0.05775,0.058548
2022-01-13 22:00:00,0.058494,0.0602,0.05795,0.059238
2022-01-13 23:00:00,0.059226,0.0594,0.0575,0.0577
2022-01-14 00:00:00,0.057692,0.0587,0.0576,0.058354
2022-01-14 01:00:00,0.058354,0.0595,0.058099,0.058214
2022-01-14 02:00:00,0.058206,0.059003,0.058092,0.058664
2022-01-14 03:00:00,0.058626,0.059834,0.058476,0.058864
2022-01-14 04:00:00,0.058808,0.060327,0.058301,0.059184
2022-01-14 05:00:00,0.059167,0.059213,0.058649,0.05882
2022-01-14 06:00:00,0.058757,0.059151,0.05818,0.058217
2022-01-14 07:00:00,0.058174,0.058448,0.0576,0.057761
2022-01-14 08:00:00,0.0577,0.058455,0.0576,0.058444
2022-01-14 09:00:00,0.058444,0.058444,0.0575,0.057692
2022-01-14 10:00:00,0.057659,0.058148,0.057,0.057001
2022-01-14 11:00:00,0.057003,0.058225,0.056666,0.058056
2022-01-14 12:00:00,0.058056,0.058137,0.057166,0.057578
2022-01-14 13:00:00,0.057607,0.057745,0.057091,0.057399
2022-01-14 14:00:00,0.057429,0.058319,0.057406,0.05801
2022-01-14 15:00:00,0.058043,0.05831,0.05725,0.057522
2022-01-14 16:00:00,0.057565,0.057822,0.057235,0.057609
2022-01-14 17:00:00,0.057601,0.058151,0.057315,0.057583
2022-01-14 18:00:00,0.057577,0.059754,0.057436,0.059532
2022-01-14 19:00:00,0.05954,0.063369,0.059285,0.061979
2022-01-14 20:00:00,0.06191,0.064218,0.0605,0.060583
2022-01-14 21:00:00,0.060583,0.062639,0.060467,0.060888
2022-01-14 22:00:00,0.060906,0.060921,0.059232,0.060073
2022-01-14 23:00:00,0.06,0.060081,0.059313,0.059619
2022-01-15 00:00:00,0.059604,0.062092,0.059478,0.061209
2022-01-15 01:00:00,0.061252,0.061649,0.06,0.060028
2022-01-15 02:00:00,0.060028,0.060465,0.0595,0.059764
2022-01-15 03:00:00,0.05973,0.060365,0.05805,0.058727
2022-01-15 04:00:00,0.058716,0.059045,0.058222,0.058507
2022-01-15 05:00:00,0.058573,0.059108,0.058222,0.058408
2022-01-15 06:00:00,0.0584,0.059369,0.058174,0.059052
2022-01-15 07:00:00,0.059054,0.059424,0.058284,0.059232
2022-01-15 08:00:00,0.059301,0.059301,0.058422,0.058523
2022-01-15 09:00:00,0.058416,0.058687,0.058285,0.058446
2022-01-15 10:00:00,0.058459,0.058598,0.058261,0.058552
2022-01-15 11:00:00,0.058552,0.0595,0.058418,0.058878
2022-01-15 12:00:00,0.058974,0.060071,0.058754,0.059051
