datetime,MATICUSD_open,MATICUSD_high,MATICUSD_low,MATICUSD_close
2022-01-03 22:00:00,2.4071,2.4387,2.4059,2.4254
2022-01-03 23:00:00,2.4262,2.4441,2.4164,2.4322
2022-01-04 00:00:00,2.4333,2.4385,2.3925,2.4017
2022-01-04 01:00:00,2.3998,2.4137,2.3867,2.3867
2022-01-04 02:00:00,2.3873,2.3984,2.3789,2.3858
2022-01-04 03:00:00,2.385,2.4051,2.3751,2.4009
2022-01-04 04:00:00,2.4017,2.411,2.3809,2.385
2022-01-04 05:00:00,2.3844,2.404,2.3811,2.4007
2022-01-04 06:00:00,2.4018,2.4211,2.3926,2.4195
2022-01-04 07:00:00,2.4198,2.4277,2.4035,2.4256
2022-01-04 08:00:00,2.4261,2.4396,2.4142,2.4166
2022-01-04 09:00:00,2.416,2.4387,2.4126,2.4134
2022-01-04 10:00:00,2.4142,2.4989,2.414,2.4842
2022-01-04 11:00:00,2.4849,2.4994,2.4594,2.4766
2022-01-04 12:00:00,2.4772,2.4802,2.4538,2.4736
2022-01-04 13:00:00,2.4744,2.4778,2.4469,2.4687
2022-01-04 14:00:00,2.4691,2.495,2.4604,2.4794
2022-01-04 15:00:00,2.4801,2.508,2.462,2.4727
2022-01-04 16:00:00,2.4728,2.4879,2.4563,2.4695
2022-01-04 17:00:00,2.4702,2.5002,2.4581,2.4613
2022-01-04 18:00:00,2.462,2.4737,2.37,2.3893
2022-01-04 19:00:00,2.3891,2.437,2.3807,2.4145
2022-01-04 20:00:00,2.4146,2.4303,2.4021,2.4192
2022-01-04 21:00:00,2.4198,2.4309,2.407,2.407
2022-01-04 22:00:00,2.4072,2.4082,2.3772,2.3839
2022-01-04 23:00:00,2.3836,2.3911,2.3529,2.365
2022-01-05 00:00:00,2.3658,2.3971,2.3555,2.3908
2022-01-05 01:00:00,2.3896,2.3917,2.3651,2.3702
2022-01-05 02:00:00,2.3702,2.4026,2.3702,2.4013
2022-01-05 03:00:00,2.4017,2.4192,2.3964,2.4165
2022-01-05 04:00:00,2.4177,2.4192,2.4,2.4135
2022-01-05 05:00:00,2.4132,2.43,2.4008,2.4133
2022-01-05 06:00:00,2.4131,2.4382,2.4122,2.4365
2022-01-05 07:00:00,2.4368,2.441,2.4212,2.4377
2022-01-05 08:00:00,2.4381,2.4449,2.423,2.4355
2022-01-05 09:00:00,2.4361,2.4497,2.4278,2.4484
2022-01-05 10:00:00,2.4493,2.4524,2.4234,2.4274
2022-01-05 11:00:00,2.4275,2.4288,2.382,2.398
2022-01-05 12:00:00,2.3977,2.4045,2.3748,2.4004
2022-01-05 13:00:00,2.3999,2.416,2.3868,2.4048
2022-01-05 14:00:00,2.405,2.4102,2.3786,2.3992
2022-01-05 15:00:00,2.3999,2.4041,2.3801,2.387
2022-01-05 16:00:00,2.3878,2.3888,2.3618,2.3702
2022-01-05 17:00:00,2.369,2.3775,2.3318,2.3354
2022-01-05 18:00:00,2.3367,2.3614,2.3207,2.3372
2022-01-05 19:00:00,2.3372,2.3463,2.235,2.247
2022-01-05 20:00:00,2.2474,2.2623,2.196,2.2086
2022-01-05 21:00:00,2.2094,2.2524,2.1871,2.1883
2022-01-05 22:00:00,2.1898,2.2059,2.021,2.1722
2022-01-05 23:00:00,2.1723,2.2236,2.1558,2.1831
2022-01-06 00:00:00,2.1829,2.2194,2.1612,2.2066
2022-01-06 01:00:00,2.2066,2.2121,2.1457,2.168
2022-01-06 02:00:00,2.1675,2.1828,2.1326,2.1501
2022-01-06 03:00:00,2.15,2.1562,2.1053,2.1075
2022-01-06 04:00:00,2.1076,2.1551,2.1001,2.1442
2022-01-06 05:00:00,2.1453,2.1686,2.1298,2.1437
2022-01-06 06:00:00,2.1446,2.1621,2.117,2.1318
2022-01-06 07:00:00,2.1312,2.1579,2.1218,2.1487
2022-01-06 08:00:00,2.1494,2.1554,2.108,2.1263
2022-01-06 09:00:00,2.1262,2.1314,2.07,2.0734
2022-01-06 10:00:00,2.0732,2.122,2.0666,2.1152
2022-01-06 11:00:00,2.1154,2.1232,2.0906,2.1035
2022-01-06 12:00:00,2.1042,2.1343,2.0743,2.1319
2022-01-06 13:00:00,2.1327,2.2053,2.1294,2.1975
2022-01-06 14:00:00,2.1974,2.2342,2.1715,2.1886
2022-01-06 15:00:00,2.1891,2.2243,2.1638,2.209
2022-01-06 16:00:00,2.2092,2.2231,2.1816,2.2014
2022-01-06 17:00:00,2.2019,2.2281,2.1889,2.2149
2022-01-06 18:00:00,2.2147,2.2649,2.2079,2.2614
2022-01-06 19:00:00,2.2621,2.2919,2.2438,2.2761
2022-01-06 20:00:00,2.2757,2.2844,2.2273,2.2384
2022-01-06 21:00:00,2.2387,2.2527,2.2283,2.2301
2022-01-06 22:00:00,2.2302,2.2686,2.2204,2.2686
2022-01-06 23:00:00,2.2687,2.269,2.238,2.2508
2022-01-07 00:00:00,2.2507,2.2649,2.2012,2.2129
2022-01-07 01:00:00,2.2129,2.2383,2.2104,2.2293
2022-01-07 02:00:00,2.2297,2.231,2.196,2.1997
2022-01-07 03:00:00,2.2001,2.2026,2.0917,2.1135
2022-01-07 04:00:00,2.1133,2.133,2.0609,2.1285
2022-01-07 05:00:00,2.1289,2.1443,2.1112,2.1343
2022-01-07 06:00:00,2.1336,2.1339,2.0872,2.1033
2022-01-07 07:00:00,2.1042,2.1298,2.0757,2.1276
2022-01-07 08:00:00,2.1277,2.1786,2.1143,2.1398
2022-01-07 09:00:00,2.1394,2.1816,2.137,2.1664
2022-01-07 10:00:00,2.1671,2.1759,2.1435,2.1437
2022-01-07 11:00:00,2.1448,2.1673,2.1355,2.1427
2022-01-07 12:00:00,2.1436,2.1928,2.1436,2.1717
2022-01-07 13:00:00,2.1724,2.1879,2.08,2.1159
2022-01-07 14:00:00,2.1165,2.1715,2.1094,2.152
2022-01-07 15:00:00,2.1525,2.1535,2.06,2.0925
2022-01-07 16:00:00,2.0918,2.1431,2.0552,2.1357
2022-01-07 17:00:00,2.1368,2.1385,2.1068,2.1296
2022-01-07 18:00:00,2.1293,2.1336,2.0857,2.1003
2022-01-07 19:00:00,2.1013,2.11,2.0848,2.1032
2022-01-07 20:00:00,2.1034,2.1153,2.0863,2.0959
2022-01-07 21:00:00,2.0962,2.1014,2.0803,2.0869
2022-01-07 22:00:00,2.0866,2.0914,2.0515,2.0637
2022-01-07 23:00:00,2.0641,2.0679,2.0431,2.0531
2022-01-08 00:00:00,2.0535,2.1043,2.04,2.1007
2022-01-08 01:00:00,2.102,2.1211,2.0952,2.1015
2022-01-08 02:00:00,2.0998,2.105,2.0711,2.0927
2022-01-08 03:00:00,2.0921,2.0996,2.0732,2.0913
2022-01-08 04:00:00,2.0912,2.1129,2.0904,2.1049
2022-01-08 05:00:00,2.1041,2.1113,2.0946,2.109
2022-01-08 06:00:00,2.1084,2.115,2.0918,2.1149
2022-01-08 07:00:00,2.1147,2.1299,2.1113,2.1269
2022-01-08 08:00:00,2.1265,2.1431,2.1229,2.1308
2022-01-08 09:00:00,2.1314,2.14,2.1256,2.1385
2022-01-08 10:00:00,2.1387,2.1416,2.1083,2.1238
2022-01-08 11:00:00,2.1235,2.1245,2.1069,2.1122
2022-01-08 12:00:00,2.112,2.1202,2.0948,2.102
2022-01-08 13:00:00,2.1011,2.1115,2.0844,2.0969
2022-01-08 14:00:00,2.0974,2.1065,2.0678,2.0691
2022-01-08 15:00:00,2.0693,2.0738,2.0428,2.0601
2022-01-08 16:00:00,2.0602,2.0748,2.0,2.0036
2022-01-08 17:00:00,2.0032,2.0075,1.923,1.9261
2022-01-08 18:00:00,1.9253,1.9809,1.9021,1.9062
2022-01-08 19:00:00,1.9066,1.9447,1.8951,1.9253
2022-01-08 20:00:00,1.9248,1.9504,1.9087,1.9336
2022-01-08 21:00:00,1.9345,2.0039,1.9303,1.9935
2022-01-08 22:00:00,1.9935,2.0409,1.9903,2.0173
2022-01-08 23:00:00,2.0174,2.0191,1.9825,1.9847
2022-01-09 00:00:00,1.9852,2.0284,1.9632,2.0203
2022-01-09 01:00:00,2.0208,2.0269,1.989,2.0129
2022-01-09 02:00:00,2.0118,2.0342,2.0032,2.0248
2022-01-09 03:00:00,2.0245,2.0308,2.0095,2.0135
2022-01-09 04:00:00,2.0131,2.0396,2.0087,2.0384
2022-01-09 05:00:00,2.0381,2.0475,2.0209,2.0251
2022-01-09 06:00:00,2.0241,2.0411,2.0195,2.0325
2022-01-09 07:00:00,2.0332,2.043,2.0209,2.0209
2022-01-09 08:00:00,2.0215,2.0318,1.9973,2.0017
2022-01-09 09:00:00,2.0011,2.0101,1.9838,2.0007
2022-01-09 10:00:00,1.9994,2.0156,1.9858,2.0096
2022-01-09 11:00:00,2.0095,2.0375,2.0095,2.0365
2022-01-09 12:00:00,2.0369,2.043,2.0166,2.0179
2022-01-09 13:00:00,2.0175,2.0346,2.0024,2.0024
2022-01-09 14:00:00,2.0022,2.0243,2.002,2.0058
2022-01-09 15:00:00,2.0058,2.0146,1.9859,2.0059
2022-01-09 16:00:00,2.0063,2.0602,1.9983,2.059
2022-01-09 17:00:00,2.0599,2.1006,2.0518,2.0967
2022-01-09 18:00:00,2.0966,2.1221,2.0872,2.1163
2022-01-09 19:00:00,2.1155,2.162,2.1104,2.1527
2022-01-09 20:00:00,2.1531,2.1697,2.1238,2.1304
2022-01-09 21:00:00,2.13,2.1441,2.1152,2.1237
2022-01-09 22:00:00,2.1239,2.1395,2.1037,2.117
2022-01-09 23:00:00,2.1173,2.1232,2.0966,2.1155
2022-01-10 00:00:00,2.1153,2.1429,2.0923,2.0945
2022-01-10 01:00:00,2.0947,2.1083,2.0828,2.1011
2022-01-10 02:00:00,2.1012,2.119,2.0823,2.1112
2022-01-10 03:00:00,2.1107,2.1157,2.0956,2.1132
2022-01-10 04:00:00,2.1145,2.1476,2.1092,2.142
2022-01-10 05:00:00,2.143,2.1455,2.1244,2.1324
2022-01-10 06:00:00,2.1323,2.1423,2.1177,2.132
2022-01-10 07:00:00,2.1313,2.147,2.1261,2.1389
2022-01-10 08:00:00,2.1391,2.1427,2.094,2.1081
2022-01-10 09:00:00,2.1074,2.1189,2.1034,2.1104
2022-01-10 10:00:00,2.1104,2.135,2.1027,2.1134
2022-01-10 11:00:00,2.1153,2.1155,2.0754,2.0834
2022-01-10 12:00:00,2.0835,2.0941,2.0272,2.0298
2022-01-10 13:00:00,2.0288,2.0536,2.022,2.0272
2022-01-10 14:00:00,2.0267,2.0306,1.9207,1.9935
2022-01-10 15:00:00,1.9937,2.0006,1.9576,1.986
2022-01-10 16:00:00,1.9859,2.0577,1.974,2.0561
2022-01-10 17:00:00,2.0565,2.0661,1.9676,1.998
2022-01-10 18:00:00,1.9986,2.0347,1.9897,2.0219
2022-01-10 19:00:00,2.021,2.0324,1.9959,2.0027
2022-01-10 20:00:00,2.0028,2.0568,1.9912,2.0525
2022-01-10 21:00:00,2.0523,2.0647,2.0432,2.0576
2022-01-10 22:00:00,2.0581,2.0772,2.043,2.0513
2022-01-10 23:00:00,2.0517,2.0787,2.039,2.0718
2022-01-11 00:00:00,2.0713,2.0767,2.0489,2.0572
2022-01-11 01:00:00,2.0569,2.1028,2.0466,2.1023
2022-01-11 02:00:00,2.1029,2.148,2.095,2.1366
2022-01-11 03:00:00,2.1367,2.1757,2.1223,2.175
2022-01-11 04:00:00,2.1752,2.1779,2.1522,2.1595
2022-01-11 05:00:00,2.1604,2.1619,2.1372,2.1577
2022-01-11 06:00:00,2.1577,2.166,2.1387,2.1476
2022-01-11 07:00:00,2.1477,2.166,2.1465,2.1597
2022-01-11 08:00:00,2.1603,2.1873,2.1442,2.1499
2022-01-11 09:00:00,2.1494,2.174,2.1367,2.1572
2022-01-11 10:00:00,2.1581,2.1714,2.1285,2.1339
2022-01-11 11:00:00,2.133,2.2009,2.1304,2.1955
2022-01-11 12:00:00,2.1955,2.2246,2.19,2.2091
2022-01-11 13:00:00,2.2099,2.265,2.2089,2.2495
2022-01-11 14:00:00,2.2489,2.25,2.1789,2.2251
2022-01-11 15:00:00,2.2241,2.2555,2.2189,2.2488
2022-01-11 16:00:00,2.2484,2.324,2.2483,2.3101
2022-01-11 17:00:00,2.3102,2.3493,2.2932,2.3249
2022-01-11 18:00:00,2.3274,2.3564,2.3067,2.3361
2022-01-11 19:00:00,2.3355,2.355,2.3163,2.3427
2022-01-11 20:00:00,2.3425,2.3623,2.3247,2.3316
2022-01-11 21:00:00,2.3322,2.3469,2.3162,2.3187
2022-01-11 22:00:00,2.319,2.3479,2.3051,2.344
2022-01-11 23:00:00,2.3432,2.3731,2.3313,2.3614
2022-01-12 00:00:00,2.3609,2.3881,2.34,2.3548
2022-01-12 01:00:00,2.3543,2.3623,2.3246,2.3354
2022-01-12 02:00:00,2.3355,2.3559,2.32,2.334
2022-01-12 03:00:00,2.3345,2.3431,2.3264,2.3353
2022-01-12 04:00:00,2.3357,2.342,2.32,2.3291
2022-01-12 05:00:00,2.3293,2.3556,2.3127,2.3479
2022-01-12 06:00:00,2.3478,2.3596,2.3333,2.3449
2022-01-12 07:00:00,2.3438,2.3483,2.3001,2.3194
2022-01-12 08:00:00,2.3193,2.343,2.3104,2.3284
2022-01-12 09:00:00,2.3282,2.3538,2.3224,2.3416
2022-01-12 10:00:00,2.3409,2.3489,2.312,2.3126
2022-01-12 11:00:00,2.3132,2.3794,2.3115,2.3542
2022-01-12 12:00:00,2.354,2.4071,2.35,2.3977
2022-01-12 13:00:00,2.3972,2.4516,2.3664,2.4428
2022-01-12 14:00:00,2.4434,2.4479,2.4136,2.4282
2022-01-12 15:00:00,2.4299,2.4355,2.3702,2.3847
2022-01-12 16:00:00,2.3851,2.3925,2.3181,2.325
2022-01-12 17:00:00,2.325,2.3743,2.3113,2.3694
2022-01-12 18:00:00,2.3696,2.3737,2.3366,2.3435
2022-01-12 19:00:00,2.3436,2.3564,2.3322,2.3453
2022-01-12 20:00:00,2.3455,2.3485,2.3237,2.3412
2022-01-12 21:00:00,2.3418,2.3821,2.3418,2.3484
2022-01-12 22:00:00,2.3485,2.3685,2.3467,2.3612
2022-01-12 23:00:00,2.3607,2.4,2.358,2.3982
2022-01-13 00:00:00,2.3977,2.4404,2.3798,2.3865
2022-01-13 01:00:00,2.3867,2.4061,2.3445,2.3514
2022-01-13 02:00:00,2.3511,2.367,2.3448,2.3578
2022-01-13 03:00:00,2.3584,2.3655,2.3269,2.3411
2022-01-13 04:00:00,2.3416,2.3762,2.3405,2.363
2022-01-13 05:00:00,2.3613,2.3744,2.3445,2.3571
2022-01-13 06:00:00,2.3572,2.3896,2.3543,2.3874
2022-01-13 07:00:00,2.3875,2.4098,2.374,2.4009
2022-01-13 08:00:00,2.4009,2.4173,2.392,2.393
2022-01-13 09:00:00,2.3933,2.4033,2.379,2.3975
2022-01-13 10:00:00,2.398,2.42,2.3899,2.3926
2022-01-13 11:00:00,2.3947,2.3993,2.3616,2.37
2022-01-13 12:00:00,2.3698,2.4127,2.3678,2.4019
2022-01-13 13:00:00,2.4018,2.4082,2.3841,2.4007
2022-01-13 14:00:00,2.4016,2.4363,2.3905,2.4132
2022-01-13 15:00:00,2.4139,2.4188,2.2893,2.3282
2022-01-13 16:00:00,2.3271,2.3425,2.31,2.3219
2022-01-13 17:00:00,2.32,2.3204,2.262,2.2853
2022-01-13 18:00:00,2.2857,2.3018,2.2671,2.2771
2022-01-13 19:00:00,2.2768,2.2968,2.2532,2.2706
2022-01-13 20:00:00,2.2706,2.2937,2.241,2.2937
2022-01-13 21:00:00,2.2938,2.3114,2.2823,2.3041
2022-01-13 22:00:00,2.3035,2.3118,2.2642,2.2736
2022-01-13 23:00:00,2.273,2.3032,2.2493,2.2649
2022-01-14 00:00:00,2.2643,2.2754,2.2321,2.2706
2022-01-14 01:00:00,2.2696,2.2723,2.2471,2.2535
2022-01-14 02:00:00,2.2535,2.2743,2.233,2.2739
2022-01-14 03:00:00,2.2732,2.2763,2.2537,2.266
2022-01-14 04:00:00,2.2662,2.2911,2.2662,2.2755
2022-01-14 05:00:00,2.2751,2.3027,2.2706,2.3011
2022-01-14 06:00:00,2.3023,2.3116,2.2928,2.2969
2022-01-14 07:00:00,2.2973,2.31,2.2736,2.2803
2022-01-14 08:00:00,2.2814,2.2844,2.2462,2.2647
2022-01-14 09:00:00,2.2648,2.2752,2.2569,2.2577
2022-01-14 10:00:00,2.2577,2.2705,2.2115,2.2154
2022-01-14 11:00:00,2.2153,2.2167,2.1838,2.2098
2022-01-14 12:00:00,2.2101,2.2335,2.1912,2.216
2022-01-14 13:00:00,2.2157,2.2371,2.205,2.2147
2022-01-14 14:00:00,2.2144,2.2859,2.2042,2.2729
2022-01-14 15:00:00,2.2747,2.3215,2.2547,2.3012
2022-01-14 16:00:00,2.3004,2.3246,2.2792,2.3137
2022-01-14 17:00:00,2.3141,2.3231,2.2795,2.2895
2022-01-14 18:00:00,2.2898,2.3083,2.2834,2.3041
2022-01-14 19:00:00,2.3038,2.3353,2.2963,2.3234
2022-01-14 20:00:00,2.3229,2.3348,2.3147,2.3207
2022-01-14 21:00:00,2.3209,2.3524,2.3192,2.345
2022-01-14 22:00:00,2.3458,2.3488,2.3342,2.3433
2022-01-14 23:00:00,2.3435,2.35,2.3255,2.3364
2022-01-15 00:00:00,2.3365,2.3596,2.3276,2.3551
2022-01-15 01:00:00,2.3548,2.3843,2.3467,2.3716
2022-01-15 02:00:00,2.3718,2.3881,2.3644,2.3843
2022-01-15 03:00:00,2.384,2.3867,2.3537,2.3544
2022-01-15 04:00:00,2.3548,2.3548,2.3205,2.3454
2022-01-15 05:00:00,2.3449,2.3499,2.3345,2.3369
2022-01-15 06:00:00,2.3363,2.3422,2.3191,2.3418
2022-01-15 07:00:00,2.3427,2.3436,2.3236,2.3359
2022-01-15 08:00:00,2.3354,2.3413,2.3265,2.3353
2022-01-15 09:00:00,2.3356,2.3398,2.3233,2.3375
2022-01-15 10:00:00,2.3377,2.3582,2.3332,2.3501
2022-01-15 11:00:00,2.3496,2.356,2.3323,2.348
2022-01-15 12:00:00,2.3477,2.3523,2.2947,2.3198
2022-01-15 13:00:00,2.3201,2.3363,2.3095,2.3344
2022-01-15 14:00:00,2.3339,2.3623,2.3251,2.35
2022-01-15 15:00:00,2.3507,2.3738,2.3454,2.3714
2022-01-15 16:00:00,2.3713,2.3993,2.3671,2.392
2022-01-15 17:00:00,2.3921,2.3961,2.3749,2.3879
2022-01-15 18:00:00,2.3875,2.3892,2.3733,2.3783
2022-01-15 19:00:00,2.3783,2.3942,2.3779,2.3872
2022-01-15 20:00:00,2.3882,2.4,2.374,2.3774
2022-01-15 21:00:00,2.3772,2.3775,2.3518,2.3674
2022-01-15 22:00:00,2.368,2.3782,2.3592,2.3619
2022-01-15 23:00:00,2.3614,2.3715,2.3446,2.3463
2022-01-16 00:00:00,2.3466,2.3587,2.34,2.3583
2022-01-16 01:00:00,2.3581,2.37,2.3433,2.3453
2022-01-16 02:00:00,2.3446,2.352,2.3135,2.3254
2022-01-16 03:00:00,2.325,2.3379,2.3178,2.3287
2022-01-16 04:00:00,2.3272,2.3329,2.3194,2.3218
2022-01-16 05:00:00,2.3221,2.3362,2.3094,2.3094
2022-01-16 06:00:00,2.3095,2.3424,2.3077,2.3396
2022-01-16 07:00:00,2.3401,2.3414,2.3311,2.3316
2022-01-16 08:00:00,2.3318,2.35,2.3251,2.3276
2022-01-16 09:00:00,2.3276,2.3359,2.3236,2.3252
2022-01-16 10:00:00,2.3257,2.3383,2.3106,2.3124
2022-01-16 11:00:00,2.3113,2.3239,2.2976,2.317
2022-01-16 12:00:00,2.3171,2.3313,2.3099,2.3218
2022-01-16 13:00:00,2.3213,2.3244,2.2845,2.3201
2022-01-16 14:00:00,2.3203,2.3355,2.31,2.3325
2022-01-16 15:00:00,2.3331,2.3438,2.3204,2.3366
2022-01-16 16:00:00,2.3375,2.3737,2.3329,2.367
2022-01-16 17:00:00,2.3677,2.3721,2.3301,2.3325
2022-01-16 18:00:00,2.3335,2.3441,2.3235,2.3337
2022-01-16 19:00:00,2.3337,2.3358,2.3034,2.3077
2022-01-16 20:00:00,2.3066,2.3275,2.3046,2.3143
2022-01-16 21:00:00,2.3142,2.32,2.3039,2.308
2022-01-16 22:00:00,2.3079,2.3265,2.3065,2.3221
2022-01-16 23:00:00,2.323,2.3349,2.3145,2.3335
2022-01-17 00:00:00,2.3336,2.3918,2.3311,2.3823
2022-01-17 01:00:00,2.3815,2.4374,2.3782,2.4237
2022-01-17 02:00:00,2.4228,2.4446,2.3965,2.4423
2022-01-17 03:00:00,2.4419,2.455,2.3863,2.3894
2022-01-17 04:00:00,2.3895,2.4279,2.3737,2.3883
2022-01-17 05:00:00,2.3884,2.3943,2.355,2.3893
2022-01-17 06:00:00,2.3891,2.4241,2.3853,2.3956
2022-01-17 07:00:00,2.3956,2.4176,2.3896,2.3903
2022-01-17 08:00:00,2.3908,2.4107,2.3733,2.4046
2022-01-17 09:00:00,2.4048,2.4184,2.3855,2.3886
2022-01-17 10:00:00,2.3886,2.3961,2.3611,2.3766
2022-01-17 11:00:00,2.3763,2.3812,2.3391,2.3403
2022-01-17 12:00:00,2.3395,2.3454,2.3093,2.3119
2022-01-17 13:00:00,2.3107,2.3272,2.3028,2.3159
2022-01-17 14:00:00,2.3159,2.329,2.3097,2.3232
2022-01-17 15:00:00,2.3237,2.325,2.2559,2.2665
2022-01-17 16:00:00,2.2653,2.2756,2.236,2.2466
2022-01-17 17:00:00,2.2468,2.2517,2.2147,2.232
2022-01-17 18:00:00,2.2323,2.2423,2.2085,2.2418
2022-01-17 19:00:00,2.2418,2.2481,2.2253,2.2266
2022-01-17 20:00:00,2.226,2.2361,2.2108,2.212
2022-01-17 21:00:00,2.212,2.2222,2.165,2.1853
2022-01-17 22:00:00,2.1854,2.2288,2.1663,2.2179
2022-01-17 23:00:00,2.2179,2.2353,2.2129,2.2196
2022-01-18 00:00:00,2.2195,2.2408,2.2058,2.2358
2022-01-18 01:00:00,2.2361,2.2462,2.229,2.2331
2022-01-18 02:00:00,2.2339,2.2346,2.1867,2.2143
2022-01-18 03:00:00,2.2143,2.2329,2.1813,2.1963
2022-01-18 04:00:00,2.1958,2.2005,2.166,2.1867
2022-01-18 05:00:00,2.1861,2.2087,2.1702,2.1809
2022-01-18 06:00:00,2.181,2.219,2.181,2.2103
2022-01-18 07:00:00,2.2107,2.2174,2.1925,2.2066
2022-01-18 08:00:00,2.2067,2.2067,2.147,2.1516
2022-01-18 09:00:00,2.1517,2.1786,2.125,2.1696
2022-01-18 10:00:00,2.1693,2.183,2.1587,2.1605
2022-01-18 11:00:00,2.1611,2.1644,2.1437,2.1578
2022-01-18 12:00:00,2.1569,2.1664,2.1285,2.1543
2022-01-18 13:00:00,2.1536,2.1562,2.11,2.1357
2022-01-18 14:00:00,2.1358,2.1389,2.0779,2.0947
2022-01-18 15:00:00,2.0943,2.1366,2.0849,2.1147
2022-01-18 16:00:00,2.115,2.1341,2.0973,2.1279
2022-01-18 17:00:00,2.1273,2.129,2.1005,2.1012
2022-01-18 18:00:00,2.1012,2.1121,2.0867,2.1064
2022-01-18 19:00:00,2.1064,2.1256,2.0985,2.1168
2022-01-18 20:00:00,2.117,2.1262,2.0973,2.1166
2022-01-18 21:00:00,2.1169,2.1658,2.1071,2.1629
2022-01-18 22:00:00,2.163,2.1684,2.1421,2.1576
2022-01-18 23:00:00,2.1577,2.1624,2.1165,2.1207
2022-01-19 00:00:00,2.1196,2.1435,2.1127,2.125
2022-01-19 01:00:00,2.1257,2.1321,2.1038,2.111
2022-01-19 02:00:00,2.1111,2.1265,2.0845,2.0926
2022-01-19 03:00:00,2.0923,2.1007,2.0557,2.0675
2022-01-19 04:00:00,2.0677,2.0832,2.0606,2.0755
2022-01-19 05:00:00,2.076,2.0852,2.07,2.0762
2022-01-19 06:00:00,2.0761,2.0863,2.0666,2.0679
2022-01-19 07:00:00,2.0682,2.0687,2.0144,2.0258
2022-01-19 08:00:00,2.0268,2.0432,2.0162,2.0388
2022-01-19 09:00:00,2.0397,2.0633,2.0349,2.056
2022-01-19 10:00:00,2.0562,2.0607,2.031,2.0489
2022-01-19 11:00:00,2.0489,2.0904,2.0475,2.0809
2022-01-19 12:00:00,2.0813,2.0998,2.0704,2.0814
2022-01-19 13:00:00,2.0821,2.114,2.0805,2.0993
2022-01-19 14:00:00,2.0991,2.1305,2.0884,2.1276
2022-01-19 15:00:00,2.1273,2.1323,2.0792,2.0958
2022-01-19 16:00:00,2.0948,2.1014,2.0599,2.074
2022-01-19 17:00:00,2.0739,2.1115,2.0732,2.1091
2022-01-19 18:00:00,2.1089,2.1136,2.0905,2.0977
2022-01-19 19:00:00,2.0972,2.1035,2.0792,2.0876
2022-01-19 20:00:00,2.0868,2.1006,2.0621,2.0648
2022-01-19 21:00:00,2.0655,2.0809,2.0447,2.0462
2022-01-19 22:00:00,2.0464,2.0636,2.0375,2.0612
2022-01-19 23:00:00,2.0616,2.0618,2.0272,2.0297
2022-01-20 00:00:00,2.0295,2.055,2.022,2.0491
2022-01-20 01:00:00,2.0491,2.0543,2.0191,2.0358
2022-01-20 02:00:00,2.0361,2.056,2.0343,2.0418
2022-01-20 03:00:00,2.0416,2.0519,2.0325,2.0477
2022-01-20 04:00:00,2.0476,2.0643,2.0422,2.0633
2022-01-20 05:00:00,2.0632,2.0673,2.0503,2.0656
2022-01-20 06:00:00,2.0655,2.0797,2.0638,2.0673
2022-01-20 07:00:00,2.0676,2.0836,2.053,2.0748
2022-01-20 08:00:00,2.0746,2.0781,2.0638,2.0754
2022-01-20 09:00:00,2.0758,2.0791,2.0547,2.0784
2022-01-20 10:00:00,2.0786,2.0889,2.0746,2.0826
2022-01-20 11:00:00,2.0826,2.093,2.0777,2.0834
2022-01-20 12:00:00,2.084,2.0852,2.0672,2.0777
2022-01-20 13:00:00,2.076,2.112,2.0694,2.1051
2022-01-20 14:00:00,2.1049,2.1673,2.1049,2.1628
2022-01-20 15:00:00,2.1635,2.1918,2.1466,2.1827
2022-01-20 16:00:00,2.1838,2.1935,2.1593,2.1687
2022-01-20 17:00:00,2.1693,2.1741,2.1523,2.1565
2022-01-20 18:00:00,2.1563,2.164,2.1453,2.1497
2022-01-20 19:00:00,2.149,2.165,2.1412,2.1496
2022-01-20 20:00:00,2.1494,2.1522,2.1203,2.1294
2022-01-20 21:00:00,2.1288,2.1313,2.0229,2.0245
2022-01-20 22:00:00,2.0246,2.0519,1.9977,2.017
2022-01-20 23:00:00,2.017,2.0181,1.9517,1.9593
2022-01-21 00:00:00,1.9588,2.0265,1.9433,1.9894
2022-01-21 01:00:00,1.99,1.9927,1.8971,1.9001
2022-01-21 02:00:00,1.9003,1.9446,1.881,1.9054
2022-01-21 03:00:00,1.9053,1.9134,1.8377,1.8969
2022-01-21 04:00:00,1.8969,1.9249,1.8953,1.9074
2022-01-21 05:00:00,1.9083,1.9319,1.8984,1.9144
2022-01-21 06:00:00,1.9147,1.9189,1.874,1.8811
2022-01-21 07:00:00,1.8812,1.9182,1.873,1.9165
2022-01-21 08:00:00,1.9165,1.9399,1.909,1.9291
2022-01-21 09:00:00,1.9296,1.931,1.9063,1.9077
2022-01-21 10:00:00,1.9075,1.922,1.89,1.9005
2022-01-21 11:00:00,1.8996,1.9013,1.8635,1.8811
2022-01-21 12:00:00,1.8811,1.8873,1.8,1.8298
2022-01-21 13:00:00,1.8301,1.8626,1.8202,1.8421
2022-01-21 14:00:00,1.8417,1.8737,1.8218,1.8408
2022-01-21 15:00:00,1.8399,1.8946,1.8166,1.8859
2022-01-21 16:00:00,1.886,1.9,1.8584,1.8767
2022-01-21 17:00:00,1.8755,1.8835,1.841,1.8541
2022-01-21 18:00:00,1.8534,1.8765,1.8241,1.847
