datetime,NEARBUSD_open,NEARBUSD_high,NEARBUSD_low,NEARBUSD_close
2022-01-04 21:00:00,16.333,16.765,16.332,16.658
2022-01-04 22:00:00,16.664,16.957,16.664,16.814
2022-01-04 23:00:00,16.8,16.811,16.55,16.693
2022-01-05 00:00:00,16.695,16.7,16.368,16.48
2022-01-05 01:00:00,16.493,16.658,16.383,16.603
2022-01-05 02:00:00,16.604,16.719,16.405,16.601
2022-01-05 03:00:00,16.618,16.675,16.429,16.579
2022-01-05 04:00:00,16.579,16.906,16.568,16.759
2022-01-05 05:00:00,16.759,16.875,16.668,16.745
2022-01-05 06:00:00,16.745,17.297,16.695,17.044
2022-01-05 07:00:00,17.051,17.153,16.59,16.887
2022-01-05 08:00:00,16.885,17.147,16.865,16.938
2022-01-05 09:00:00,16.945,17.071,16.655,16.985
2022-01-05 10:00:00,16.986,17.033,16.786,16.79
2022-01-05 11:00:00,16.803,17.358,16.703,16.951
2022-01-05 12:00:00,16.922,17.089,16.088,16.117
2022-01-05 13:00:00,16.11,16.489,16.01,16.235
2022-01-05 14:00:00,16.253,16.266,15.261,15.45
2022-01-05 15:00:00,15.443,15.6,15.001,15.257
2022-01-05 16:00:00,15.259,15.559,15.034,15.071
2022-01-05 17:00:00,15.068,15.257,14.0,15.177
2022-01-05 18:00:00,15.147,15.602,15.017,15.307
2022-01-05 19:00:00,15.313,15.824,15.214,15.796
2022-01-05 20:00:00,15.773,15.802,14.936,15.195
2022-01-05 21:00:00,15.185,15.381,14.91,15.041
2022-01-05 22:00:00,15.042,15.204,14.875,14.918
2022-01-05 23:00:00,14.939,15.157,14.757,15.09
2022-01-06 00:00:00,15.09,15.73,14.999,15.509
2022-01-06 01:00:00,15.525,15.686,15.295,15.435
2022-01-06 02:00:00,15.415,15.585,15.346,15.482
2022-01-06 03:00:00,15.492,15.5,15.162,15.327
2022-01-06 04:00:00,15.325,15.341,14.898,15.172
2022-01-06 05:00:00,15.184,15.822,15.184,15.707
2022-01-06 06:00:00,15.716,15.918,15.6,15.686
2022-01-06 07:00:00,15.677,15.815,15.38,15.814
2022-01-06 08:00:00,15.802,16.172,15.757,15.925
2022-01-06 09:00:00,15.928,15.95,15.622,15.752
2022-01-06 10:00:00,15.744,15.809,15.422,15.471
2022-01-06 11:00:00,15.465,15.7,15.26,15.61
2022-01-06 12:00:00,15.618,15.819,15.539,15.683
2022-01-06 13:00:00,15.695,16.2,15.671,16.06
2022-01-06 14:00:00,16.05,16.3,15.909,16.15
2022-01-06 15:00:00,16.17,16.232,15.696,15.889
2022-01-06 16:00:00,15.898,15.954,15.545,15.728
2022-01-06 17:00:00,15.741,16.039,15.741,16.017
2022-01-06 18:00:00,16.014,16.094,15.876,15.936
2022-01-06 19:00:00,15.941,16.054,15.393,15.405
2022-01-06 20:00:00,15.415,15.573,15.348,15.458
2022-01-06 21:00:00,15.458,15.521,15.167,15.206
2022-01-06 22:00:00,15.213,15.428,14.6,14.675
2022-01-06 23:00:00,14.708,15.076,14.3,14.99
2022-01-07 00:00:00,14.998,15.379,14.852,15.144
2022-01-07 01:00:00,15.117,15.117,14.773,14.904
2022-01-07 02:00:00,14.904,15.215,14.725,15.197
2022-01-07 03:00:00,15.19,15.66,15.096,15.354
2022-01-07 04:00:00,15.334,15.578,15.334,15.462
2022-01-07 05:00:00,15.463,15.555,15.259,15.27
2022-01-07 06:00:00,15.298,15.447,15.116,15.176
2022-01-07 07:00:00,15.178,15.497,15.178,15.35
2022-01-07 08:00:00,15.366,15.589,14.74,15.0
2022-01-07 09:00:00,15.034,15.356,14.957,15.202
2022-01-07 10:00:00,15.212,15.219,14.553,14.907
2022-01-07 11:00:00,14.893,15.503,14.719,15.433
2022-01-07 12:00:00,15.447,16.037,15.389,15.999
2022-01-07 13:00:00,15.991,15.991,15.314,15.363
2022-01-07 14:00:00,15.358,15.544,15.13,15.41
2022-01-07 15:00:00,15.45,15.602,15.239,15.532
2022-01-07 16:00:00,15.539,15.65,15.432,15.45
2022-01-07 17:00:00,15.431,15.431,14.851,14.968
2022-01-07 18:00:00,14.972,15.188,14.914,15.056
2022-01-07 19:00:00,15.061,15.537,14.9,15.421
2022-01-07 20:00:00,15.428,15.507,15.286,15.314
2022-01-07 21:00:00,15.314,15.338,15.083,15.306
2022-01-07 22:00:00,15.301,15.322,15.059,15.269
2022-01-07 23:00:00,15.275,15.484,15.275,15.45
2022-01-08 00:00:00,15.42,15.463,15.266,15.404
2022-01-08 01:00:00,15.402,15.402,15.237,15.33
2022-01-08 02:00:00,15.316,15.37,15.224,15.273
2022-01-08 03:00:00,15.266,15.458,15.25,15.386
2022-01-08 04:00:00,15.419,15.491,15.34,15.473
2022-01-08 05:00:00,15.464,15.489,15.247,15.258
2022-01-08 06:00:00,15.261,15.262,15.069,15.169
2022-01-08 07:00:00,15.164,15.228,14.976,15.073
2022-01-08 08:00:00,15.059,15.076,14.884,14.902
2022-01-08 09:00:00,14.908,14.968,14.55,14.599
2022-01-08 10:00:00,14.599,14.606,14.25,14.405
2022-01-08 11:00:00,14.407,14.463,13.992,14.078
2022-01-08 12:00:00,14.06,14.16,13.534,13.552
2022-01-08 13:00:00,13.538,14.119,13.332,13.433
2022-01-08 14:00:00,13.468,13.716,13.33,13.626
2022-01-08 15:00:00,13.618,13.926,13.516,13.73
2022-01-08 16:00:00,13.726,14.216,13.714,14.006
2022-01-08 17:00:00,14.008,14.339,13.993,14.122
2022-01-08 18:00:00,14.119,14.119,13.788,13.824
2022-01-08 19:00:00,13.83,14.036,13.625,13.979
2022-01-08 20:00:00,13.97,13.987,13.65,13.741
2022-01-08 21:00:00,13.757,13.99,13.756,13.866
2022-01-08 22:00:00,13.864,13.872,13.655,13.698
2022-01-08 23:00:00,13.685,13.893,13.672,13.88
2022-01-09 00:00:00,13.872,13.872,13.564,13.595
2022-01-09 01:00:00,13.6,13.618,13.355,13.586
2022-01-09 02:00:00,13.593,13.729,13.501,13.558
2022-01-09 03:00:00,13.557,13.693,13.408,13.437
2022-01-09 04:00:00,13.422,13.535,13.15,13.192
2022-01-09 05:00:00,13.189,13.431,13.103,13.37
2022-01-09 06:00:00,13.371,13.6,13.371,13.477
2022-01-09 07:00:00,13.48,13.543,13.337,13.399
2022-01-09 08:00:00,13.392,13.501,13.224,13.224
2022-01-09 09:00:00,13.221,13.501,13.221,13.397
2022-01-09 10:00:00,13.39,13.429,13.204,13.333
2022-01-09 11:00:00,13.309,13.772,13.296,13.768
2022-01-09 12:00:00,13.771,13.962,13.735,13.922
2022-01-09 13:00:00,13.927,13.927,13.632,13.633
2022-01-09 14:00:00,13.639,14.227,13.632,14.122
2022-01-09 15:00:00,14.126,14.313,13.827,13.856
2022-01-09 16:00:00,13.865,13.975,13.695,13.79
2022-01-09 17:00:00,13.805,13.837,13.654,13.738
2022-01-09 18:00:00,13.748,13.808,13.483,13.525
2022-01-09 19:00:00,13.506,13.577,13.325,13.366
2022-01-09 20:00:00,13.376,13.465,13.306,13.34
2022-01-09 21:00:00,13.35,13.45,13.2,13.381
2022-01-09 22:00:00,13.375,13.561,13.292,13.516
2022-01-09 23:00:00,13.514,13.889,13.453,13.823
2022-01-10 00:00:00,13.811,13.969,13.706,13.882
2022-01-10 01:00:00,13.877,13.892,13.742,13.839
2022-01-10 02:00:00,13.833,14.27,13.833,14.214
2022-01-10 03:00:00,14.221,14.619,13.9,14.494
2022-01-10 04:00:00,14.516,14.545,14.33,14.421
2022-01-10 05:00:00,14.409,14.532,14.249,14.382
2022-01-10 06:00:00,14.377,14.47,14.081,14.11
2022-01-10 07:00:00,14.133,14.213,13.728,13.839
2022-01-10 08:00:00,13.843,14.318,13.843,14.141
2022-01-10 09:00:00,14.133,15.0,13.628,14.625
2022-01-10 10:00:00,14.625,15.0,14.278,14.776
2022-01-10 11:00:00,14.763,15.345,14.628,15.103
2022-01-10 12:00:00,15.105,15.225,14.458,14.806
2022-01-10 13:00:00,14.812,14.943,14.691,14.858
2022-01-10 14:00:00,14.858,15.097,14.637,14.688
2022-01-10 15:00:00,14.725,15.086,14.688,15.05
2022-01-10 16:00:00,15.053,15.188,14.963,15.033
2022-01-10 17:00:00,15.03,15.272,14.902,15.035
2022-01-10 18:00:00,15.039,15.555,14.999,15.477
2022-01-10 19:00:00,15.471,15.779,15.295,15.693
2022-01-10 20:00:00,15.666,16.111,15.65,16.037
2022-01-10 21:00:00,16.034,16.722,16.0,16.355
2022-01-10 22:00:00,16.364,16.609,16.156,16.395
2022-01-10 23:00:00,16.399,16.482,16.082,16.283
2022-01-11 00:00:00,16.304,16.455,16.164,16.378
2022-01-11 01:00:00,16.367,16.444,16.041,16.207
2022-01-11 02:00:00,16.188,16.45,16.13,16.423
2022-01-11 03:00:00,16.423,16.545,16.095,16.128
2022-01-11 04:00:00,16.142,16.355,16.132,16.234
2022-01-11 05:00:00,16.204,16.354,15.823,15.918
2022-01-11 06:00:00,15.903,16.25,15.877,16.017
2022-01-11 07:00:00,16.012,16.914,15.977,16.562
2022-01-11 08:00:00,16.586,16.69,16.35,16.533
2022-01-11 09:00:00,16.526,16.571,16.132,16.352
2022-01-11 10:00:00,16.339,16.49,16.135,16.284
2022-01-11 11:00:00,16.286,17.286,16.218,17.098
2022-01-11 12:00:00,17.1,17.925,17.08,17.682
2022-01-11 13:00:00,17.684,17.855,17.427,17.807
2022-01-11 14:00:00,17.802,18.199,17.55,17.888
2022-01-11 15:00:00,17.893,18.11,17.753,17.857
2022-01-11 16:00:00,17.867,18.164,17.75,17.983
2022-01-11 17:00:00,17.976,18.135,17.731,18.135
2022-01-11 18:00:00,18.128,18.48,17.977,18.039
2022-01-11 19:00:00,18.045,18.38,17.748,17.868
2022-01-11 20:00:00,17.865,18.262,17.854,17.946
2022-01-11 21:00:00,17.954,18.058,17.751,17.923
2022-01-11 22:00:00,17.923,18.1,17.852,18.05
2022-01-11 23:00:00,18.045,18.235,17.94,18.186
2022-01-12 00:00:00,18.198,18.84,18.109,18.612
2022-01-12 01:00:00,18.657,18.75,18.445,18.54
2022-01-12 02:00:00,18.541,18.567,18.067,18.186
2022-01-12 03:00:00,18.186,18.338,18.024,18.256
2022-01-12 04:00:00,18.253,18.26,17.838,17.986
2022-01-12 05:00:00,17.969,18.303,17.945,18.171
2022-01-12 06:00:00,18.155,18.568,18.145,18.292
2022-01-12 07:00:00,18.266,18.289,17.9,18.02
2022-01-12 08:00:00,18.038,18.393,17.855,18.275
2022-01-12 09:00:00,18.285,18.304,17.952,18.044
2022-01-12 10:00:00,18.04,18.114,17.605,17.706
2022-01-12 11:00:00,17.693,17.739,17.403,17.705
2022-01-12 12:00:00,17.709,17.852,17.562,17.799
2022-01-12 13:00:00,17.8,17.96,17.73,17.776
2022-01-12 14:00:00,17.764,18.181,17.67,17.985
2022-01-12 15:00:00,17.982,18.169,17.529,17.777
2022-01-12 16:00:00,17.791,17.944,17.571,17.585
2022-01-12 17:00:00,17.622,17.753,17.494,17.553
2022-01-12 18:00:00,17.559,17.7,17.439,17.573
2022-01-12 19:00:00,17.578,17.581,17.209,17.34
2022-01-12 20:00:00,17.336,17.448,17.175,17.266
2022-01-12 21:00:00,17.295,17.433,17.243,17.325
2022-01-12 22:00:00,17.327,17.701,17.242,17.639
2022-01-12 23:00:00,17.629,17.742,17.473,17.586
2022-01-13 00:00:00,17.569,17.992,17.499,17.868
2022-01-13 01:00:00,17.868,17.922,17.574,17.587
2022-01-13 02:00:00,17.597,17.731,17.49,17.669
2022-01-13 03:00:00,17.681,18.292,17.618,18.07
2022-01-13 04:00:00,18.08,18.265,18.003,18.185
2022-01-13 05:00:00,18.177,18.459,18.118,18.218
2022-01-13 06:00:00,18.2,18.555,18.05,18.486
2022-01-13 07:00:00,18.489,18.54,18.265,18.28
2022-01-13 08:00:00,18.285,18.97,18.164,18.848
2022-01-13 09:00:00,18.871,19.577,18.846,19.354
2022-01-13 10:00:00,19.366,19.882,19.061,19.576
2022-01-13 11:00:00,19.57,19.65,19.126,19.24
2022-01-13 12:00:00,19.223,19.4,19.069,19.175
2022-01-13 13:00:00,19.174,19.44,19.14,19.372
2022-01-13 14:00:00,19.359,19.553,19.184,19.506
2022-01-13 15:00:00,19.47,19.8,19.245,19.429
2022-01-13 16:00:00,19.43,19.73,19.366,19.619
2022-01-13 17:00:00,19.619,19.88,19.258,19.617
2022-01-13 18:00:00,19.616,19.73,19.326,19.632
2022-01-13 19:00:00,19.631,20.395,19.427,20.075
2022-01-13 20:00:00,20.057,20.061,19.384,19.438
2022-01-13 21:00:00,19.431,19.45,19.043,19.222
2022-01-13 22:00:00,19.217,19.259,18.913,19.003
2022-01-13 23:00:00,19.008,19.138,18.7,18.715
2022-01-14 00:00:00,18.718,18.984,18.64,18.973
2022-01-14 01:00:00,18.974,19.038,18.806,18.81
2022-01-14 02:00:00,18.821,18.926,18.57,18.757
2022-01-14 03:00:00,18.742,19.006,18.46,18.893
2022-01-14 04:00:00,18.893,19.251,18.834,19.124
2022-01-14 05:00:00,19.109,19.492,18.625,18.726
2022-01-14 06:00:00,18.728,19.048,18.5,18.986
2022-01-14 07:00:00,18.972,19.106,18.695,18.719
2022-01-14 08:00:00,18.754,18.903,18.567,18.765
2022-01-14 09:00:00,18.738,19.099,18.675,19.009
2022-01-14 10:00:00,19.01,20.083,18.939,20.007
2022-01-14 11:00:00,20.009,20.225,19.681,20.096
2022-01-14 12:00:00,20.105,20.18,19.699,19.719
2022-01-14 13:00:00,19.733,20.002,19.659,19.977
2022-01-14 14:00:00,20.001,20.092,19.808,19.839
2022-01-14 15:00:00,19.832,19.847,19.525,19.603
2022-01-14 16:00:00,19.597,20.053,19.58,20.017
2022-01-14 17:00:00,20.016,20.359,19.945,20.046
2022-01-14 18:00:00,20.044,20.6,19.743,20.168
2022-01-14 19:00:00,20.195,20.307,19.732,19.996
2022-01-14 20:00:00,20.002,20.084,19.62,19.755
2022-01-14 21:00:00,19.763,19.906,19.671,19.756
2022-01-14 22:00:00,19.793,19.874,19.671,19.69
2022-01-14 23:00:00,19.67,19.728,19.3,19.396
2022-01-15 00:00:00,19.391,19.552,19.302,19.417
2022-01-15 01:00:00,19.409,19.539,19.364,19.498
2022-01-15 02:00:00,19.504,19.565,19.199,19.46
2022-01-15 03:00:00,19.46,19.462,19.229,19.229
2022-01-15 04:00:00,19.251,19.406,19.24,19.365
2022-01-15 05:00:00,19.365,19.62,19.324,19.478
2022-01-15 06:00:00,19.491,19.507,19.273,19.299
2022-01-15 07:00:00,19.314,19.401,19.05,19.297
2022-01-15 08:00:00,19.287,19.446,19.19,19.366
2022-01-15 09:00:00,19.358,19.514,19.27,19.452
2022-01-15 10:00:00,19.461,19.845,19.31,19.779
2022-01-15 11:00:00,19.788,19.83,19.538,19.721
2022-01-15 12:00:00,19.718,19.794,19.5,19.525
2022-01-15 13:00:00,19.532,19.601,19.405,19.488
2022-01-15 14:00:00,19.478,19.544,19.366,19.515
2022-01-15 15:00:00,19.522,19.575,19.43,19.432
2022-01-15 16:00:00,19.437,19.437,19.218,19.371
2022-01-15 17:00:00,19.365,19.395,19.254,19.325
2022-01-15 18:00:00,19.326,19.525,19.266,19.28
2022-01-15 19:00:00,19.28,19.651,19.276,19.517
2022-01-15 20:00:00,19.517,19.576,19.25,19.277
2022-01-15 21:00:00,19.256,19.264,18.756,18.879
2022-01-15 22:00:00,18.875,19.072,18.79,19.018
2022-01-15 23:00:00,19.011,19.15,18.88,19.132
2022-01-16 00:00:00,19.119,19.227,19.0,19.018
2022-01-16 01:00:00,19.0,19.194,18.953,19.13
2022-01-16 02:00:00,19.149,19.392,19.123,19.353
2022-01-16 03:00:00,19.345,19.75,19.345,19.597
2022-01-16 04:00:00,19.595,19.753,19.449,19.54
2022-01-16 05:00:00,19.544,19.618,19.431,19.446
2022-01-16 06:00:00,19.444,20.0,19.278,19.947
2022-01-16 07:00:00,19.946,20.165,19.846,19.959
2022-01-16 08:00:00,19.958,20.026,19.607,19.909
2022-01-16 09:00:00,19.902,20.248,19.775,20.124
2022-01-16 10:00:00,20.144,20.214,19.997,20.081
2022-01-16 11:00:00,20.088,20.121,19.915,19.952
2022-01-16 12:00:00,19.947,19.965,19.737,19.855
2022-01-16 13:00:00,19.847,20.016,19.816,19.981
2022-01-16 14:00:00,19.972,20.1,19.9,20.038
2022-01-16 15:00:00,20.023,20.327,19.943,20.162
2022-01-16 16:00:00,20.154,20.303,20.041,20.303
2022-01-16 17:00:00,20.297,20.463,20.064,20.087
2022-01-16 18:00:00,20.115,20.193,19.963,20.134
2022-01-16 19:00:00,20.137,20.186,19.787,19.827
2022-01-16 20:00:00,19.827,19.911,19.634,19.689
2022-01-16 21:00:00,19.704,19.712,19.454,19.6
2022-01-16 22:00:00,19.605,19.686,19.142,19.189
2022-01-16 23:00:00,19.192,19.35,19.127,19.232
2022-01-17 00:00:00,19.217,19.5,19.074,19.47
2022-01-17 01:00:00,19.475,19.683,19.456,19.527
2022-01-17 02:00:00,19.527,19.622,19.378,19.379
2022-01-17 03:00:00,19.385,19.602,19.328,19.49
2022-01-17 04:00:00,19.498,19.498,19.183,19.292
2022-01-17 05:00:00,19.282,19.336,19.063,19.272
2022-01-17 06:00:00,19.272,19.3,19.123,19.254
2022-01-17 07:00:00,19.24,19.401,19.08,19.154
2022-01-17 08:00:00,19.167,19.239,18.963,19.088
2022-01-17 09:00:00,19.109,19.189,18.85,18.877
2022-01-17 10:00:00,18.877,18.949,18.64,18.739
2022-01-17 11:00:00,18.724,18.801,18.043,18.115
2022-01-17 12:00:00,18.142,18.184,17.7,17.788
2022-01-17 13:00:00,17.824,17.97,17.632,17.97
2022-01-17 14:00:00,17.97,18.011,17.781,17.845
2022-01-17 15:00:00,17.857,17.883,17.56,17.7
2022-01-17 16:00:00,17.672,17.765,17.37,17.59
2022-01-17 17:00:00,17.597,17.912,17.393,17.711
2022-01-17 18:00:00,17.703,17.947,17.641,17.7
2022-01-17 19:00:00,17.7,18.099,17.564,18.031
2022-01-17 20:00:00,18.037,18.224,17.821,17.931
2022-01-17 21:00:00,17.937,18.008,17.774,17.945
2022-01-17 22:00:00,17.975,18.024,17.59,17.731
2022-01-17 23:00:00,17.729,17.801,17.241,17.574
2022-01-18 00:00:00,17.56,17.988,17.477,17.875
2022-01-18 01:00:00,17.874,18.218,17.874,18.071
2022-01-18 02:00:00,18.062,18.176,17.797,17.995
2022-01-18 03:00:00,17.997,18.003,17.578,17.727
2022-01-18 04:00:00,17.718,18.091,17.365,17.976
2022-01-18 05:00:00,17.974,18.15,17.864,17.894
2022-01-18 06:00:00,17.904,17.904,17.619,17.79
2022-01-18 07:00:00,17.782,17.891,17.508,17.749
2022-01-18 08:00:00,17.747,17.784,17.035,17.286
2022-01-18 09:00:00,17.299,17.329,16.793,16.958
2022-01-18 10:00:00,16.949,17.372,16.878,17.009
2022-01-18 11:00:00,17.008,17.295,16.9,17.181
2022-01-18 12:00:00,17.181,17.242,16.914,16.956
2022-01-18 13:00:00,16.949,17.021,16.746,16.957
2022-01-18 14:00:00,16.954,17.195,16.937,17.153
2022-01-18 15:00:00,17.162,17.224,17.023,17.206
2022-01-18 16:00:00,17.207,17.9,17.116,17.789
2022-01-18 17:00:00,17.823,17.999,17.68,17.984
2022-01-18 18:00:00,17.969,17.999,17.692,17.701
