datetime,NEARBUSD_open,NEARBUSD_high,NEARBUSD_low,NEARBUSD_close
2022-01-02 22:00:00,14.306,14.355,13.913,14.014
2022-01-02 23:00:00,14.01,14.15,13.933,14.049
2022-01-03 00:00:00,14.048,14.123,13.923,14.112
2022-01-03 01:00:00,14.123,14.147,14.051,14.066
2022-01-03 02:00:00,14.058,14.118,14.031,14.094
2022-01-03 03:00:00,14.099,14.185,14.098,14.153
2022-01-03 04:00:00,14.158,14.209,14.066,14.196
2022-01-03 05:00:00,14.194,14.65,14.175,14.53
2022-01-03 06:00:00,14.546,14.657,14.499,14.621
2022-01-03 07:00:00,14.622,14.806,14.606,14.627
2022-01-03 08:00:00,14.62,14.756,14.595,14.665
2022-01-03 09:00:00,14.665,14.778,14.504,14.622
2022-01-03 10:00:00,14.632,15.071,14.554,15.021
2022-01-03 11:00:00,15.005,15.249,14.59,14.723
2022-01-03 12:00:00,14.712,15.079,14.712,15.039
2022-01-03 13:00:00,15.067,15.7,15.067,15.656
2022-01-03 14:00:00,15.665,15.75,15.479,15.575
2022-01-03 15:00:00,15.568,15.745,15.24,15.301
2022-01-03 16:00:00,15.301,15.667,15.173,15.626
2022-01-03 17:00:00,15.59,16.178,15.533,16.138
2022-01-03 18:00:00,16.148,16.489,16.052,16.489
2022-01-03 19:00:00,16.478,17.103,16.202,16.822
2022-01-03 20:00:00,16.805,17.21,16.623,16.692
2022-01-03 21:00:00,16.709,16.845,16.39,16.669
2022-01-03 22:00:00,16.679,17.016,16.579,16.884
2022-01-03 23:00:00,16.881,17.381,16.793,17.2
2022-01-04 00:00:00,17.206,17.206,16.811,17.001
2022-01-04 01:00:00,17.021,17.025,16.726,16.802
2022-01-04 02:00:00,16.809,16.809,16.565,16.774
2022-01-04 03:00:00,16.79,17.093,16.708,16.96
2022-01-04 04:00:00,16.95,17.069,16.62,16.636
2022-01-04 05:00:00,16.648,16.872,16.636,16.791
2022-01-04 06:00:00,16.796,17.055,16.723,16.968
2022-01-04 07:00:00,16.962,17.5,16.877,17.424
2022-01-04 08:00:00,17.424,17.637,16.962,17.11
2022-01-04 09:00:00,17.121,17.224,16.912,17.077
2022-01-04 10:00:00,17.082,17.39,17.039,17.208
2022-01-04 11:00:00,17.186,17.662,16.984,17.0
2022-01-04 12:00:00,16.996,17.053,16.431,16.508
2022-01-04 13:00:00,16.507,16.527,16.0,16.119
2022-01-04 14:00:00,16.129,16.482,16.065,16.272
2022-01-04 15:00:00,16.25,16.644,16.201,16.487
2022-01-04 16:00:00,16.506,16.637,16.27,16.537
2022-01-04 17:00:00,16.521,16.644,16.415,16.465
2022-01-04 18:00:00,16.469,16.593,15.928,15.997
2022-01-04 19:00:00,16.02,16.534,15.834,16.464
2022-01-04 20:00:00,16.463,16.515,16.218,16.306
