datetime,EGLDBUSD_open,EGLDBUSD_high,EGLDBUSD_low,EGLDBUSD_close
2022-01-05 03:00:00,250.8,251.76,246.3,248.88
2022-01-05 04:00:00,248.91,251.09,247.57,251.09
2022-01-05 05:00:00,251.12,254.03,249.45,253.64
2022-01-05 06:00:00,253.64,254.27,247.19,249.14
2022-01-05 07:00:00,249.2,250.5,243.99,246.97
2022-01-05 08:00:00,246.89,248.25,245.14,247.41
2022-01-05 09:00:00,247.3,248.06,244.9,247.68
2022-01-05 10:00:00,247.88,249.38,246.09,248.45
2022-01-05 11:00:00,248.6,248.97,245.09,245.09
2022-01-05 12:00:00,245.02,246.56,237.42,237.82
2022-01-05 13:00:00,237.85,240.67,235.79,238.88
2022-01-05 14:00:00,238.88,239.69,227.21,228.0
2022-01-05 15:00:00,227.84,229.65,210.07,217.24
2022-01-05 16:00:00,217.39,221.0,213.24,214.81
2022-01-05 17:00:00,214.46,215.79,199.0,213.5
2022-01-05 18:00:00,213.04,217.19,211.0,213.5
2022-01-05 19:00:00,213.42,215.35,210.69,214.11
2022-01-05 20:00:00,214.45,214.58,209.24,209.42
2022-01-05 21:00:00,209.59,211.03,206.57,207.4
2022-01-05 22:00:00,207.02,207.95,203.47,203.8
2022-01-05 23:00:00,203.97,209.0,202.88,208.2
2022-01-06 00:00:00,208.04,210.0,206.53,207.92
2022-01-06 01:00:00,207.96,209.93,206.33,208.1
2022-01-06 02:00:00,207.92,211.0,207.29,210.24
2022-01-06 03:00:00,210.36,210.8,205.71,208.62
2022-01-06 04:00:00,208.29,208.56,200.1,201.81
2022-01-06 05:00:00,201.82,207.78,201.82,207.0
2022-01-06 06:00:00,207.22,207.51,203.56,205.59
2022-01-06 07:00:00,206.05,206.6,202.92,206.44
2022-01-06 08:00:00,206.58,209.62,206.15,209.56
2022-01-06 09:00:00,209.59,211.07,207.14,207.59
2022-01-06 10:00:00,207.95,209.9,205.7,209.0
2022-01-06 11:00:00,209.17,211.67,207.84,209.76
2022-01-06 12:00:00,209.77,211.8,208.72,211.15
2022-01-06 13:00:00,211.23,215.64,210.51,215.51
2022-01-06 14:00:00,215.39,215.4,213.28,214.15
2022-01-06 15:00:00,214.33,215.24,211.25,212.3
2022-01-06 16:00:00,212.1,213.22,211.2,212.75
2022-01-06 17:00:00,212.89,214.2,211.71,213.95
2022-01-06 18:00:00,213.51,214.13,212.09,212.43
2022-01-06 19:00:00,212.37,213.33,208.92,209.28
2022-01-06 20:00:00,209.26,210.42,207.52,209.41
2022-01-06 21:00:00,209.2,209.23,205.77,206.0
2022-01-06 22:00:00,206.14,206.86,200.0,200.13
2022-01-06 23:00:00,200.45,202.0,191.8,200.83
2022-01-07 00:00:00,200.83,201.77,198.88,201.0
2022-01-07 01:00:00,201.17,201.17,196.79,198.14
2022-01-07 02:00:00,198.24,200.07,194.56,200.07
2022-01-07 03:00:00,199.9,204.63,198.92,203.19
2022-01-07 04:00:00,203.14,206.32,202.99,204.25
2022-01-07 05:00:00,204.51,205.69,200.94,200.94
2022-01-07 06:00:00,200.99,202.3,200.34,201.35
2022-01-07 07:00:00,201.46,205.0,201.46,202.67
2022-01-07 08:00:00,202.88,204.0,194.25,197.62
2022-01-07 09:00:00,197.91,203.12,196.8,201.4
2022-01-07 10:00:00,201.3,201.3,193.17,197.76
2022-01-07 11:00:00,197.69,201.99,194.41,201.1
2022-01-07 12:00:00,200.9,200.9,198.07,200.11
2022-01-07 13:00:00,199.72,199.93,196.79,198.06
2022-01-07 14:00:00,198.36,201.95,197.17,200.76
2022-01-07 15:00:00,201.06,201.8,198.0,199.46
2022-01-07 16:00:00,199.56,200.48,198.71,199.22
2022-01-07 17:00:00,199.02,199.21,193.1,194.24
2022-01-07 18:00:00,193.95,196.16,193.21,195.48
2022-01-07 19:00:00,195.82,199.67,194.83,199.5
2022-01-07 20:00:00,199.5,200.2,198.08,198.41
2022-01-07 21:00:00,198.43,198.43,195.69,197.74
2022-01-07 22:00:00,197.47,198.0,195.64,197.52
2022-01-07 23:00:00,197.72,199.5,197.52,198.48
2022-01-08 00:00:00,198.61,198.9,197.55,198.87
2022-01-08 01:00:00,198.58,199.4,197.04,199.35
2022-01-08 02:00:00,199.15,200.49,198.96,200.4
2022-01-08 03:00:00,200.39,201.25,199.31,200.38
2022-01-08 04:00:00,200.44,201.0,199.95,200.8
2022-01-08 05:00:00,200.98,201.04,198.23,199.53
2022-01-08 06:00:00,199.47,199.47,197.78,198.9
2022-01-08 07:00:00,199.04,199.62,197.15,198.55
2022-01-08 08:00:00,198.46,199.06,196.82,198.06
2022-01-08 09:00:00,198.06,199.53,197.75,197.75
2022-01-08 10:00:00,197.99,198.15,195.23,195.73
2022-01-08 11:00:00,195.71,197.27,192.11,192.11
2022-01-08 12:00:00,192.11,192.54,183.45,183.99
2022-01-08 13:00:00,184.31,188.0,181.1,182.36
2022-01-08 14:00:00,182.51,185.17,181.57,183.47
2022-01-08 15:00:00,183.79,187.42,183.04,185.38
2022-01-08 16:00:00,185.59,192.55,185.59,190.38
2022-01-08 17:00:00,190.34,194.9,190.18,192.78
2022-01-08 18:00:00,192.78,193.03,190.1,190.29
2022-01-08 19:00:00,190.2,192.81,188.28,192.22
2022-01-08 20:00:00,192.22,193.06,189.98,191.34
2022-01-08 21:00:00,191.42,193.99,191.42,193.46
2022-01-08 22:00:00,193.39,193.47,191.31,191.5
2022-01-08 23:00:00,191.69,193.68,191.69,193.68
2022-01-09 00:00:00,193.78,193.86,190.8,191.2
2022-01-09 01:00:00,191.2,192.25,190.93,191.58
2022-01-09 02:00:00,191.71,192.08,190.1,190.1
2022-01-09 03:00:00,190.42,191.53,188.56,190.34
2022-01-09 04:00:00,190.6,191.39,188.77,189.34
2022-01-09 05:00:00,189.41,192.93,189.0,192.93
2022-01-09 06:00:00,192.99,197.49,192.99,197.23
2022-01-09 07:00:00,197.03,198.34,194.46,196.39
2022-01-09 08:00:00,196.24,197.94,193.6,193.7
2022-01-09 09:00:00,193.77,195.28,193.18,194.3
2022-01-09 10:00:00,194.18,194.49,191.63,194.16
2022-01-09 11:00:00,194.11,197.69,193.58,197.69
2022-01-09 12:00:00,197.69,197.96,195.99,197.56
2022-01-09 13:00:00,197.69,201.09,197.01,198.48
2022-01-09 14:00:00,198.27,203.27,198.2,201.54
2022-01-09 15:00:00,201.92,201.94,199.94,201.45
2022-01-09 16:00:00,201.17,201.41,198.61,198.87
2022-01-09 17:00:00,199.06,199.6,196.76,197.82
2022-01-09 18:00:00,197.91,198.8,196.32,198.07
2022-01-09 19:00:00,197.84,199.81,196.28,196.39
2022-01-09 20:00:00,196.26,197.05,195.2,196.61
2022-01-09 21:00:00,196.75,197.69,195.35,197.45
2022-01-09 22:00:00,197.06,198.11,196.52,197.74
2022-01-09 23:00:00,197.69,200.26,197.17,199.49
2022-01-10 00:00:00,199.72,199.87,198.69,199.63
2022-01-10 01:00:00,199.5,200.34,198.05,198.19
2022-01-10 02:00:00,198.18,199.51,197.4,198.32
2022-01-10 03:00:00,198.32,198.58,195.79,196.65
2022-01-10 04:00:00,196.46,196.95,195.45,195.45
2022-01-10 05:00:00,195.45,195.56,193.26,193.74
2022-01-10 06:00:00,193.74,193.74,191.43,192.0
2022-01-10 07:00:00,192.0,192.87,186.31,186.94
2022-01-10 08:00:00,186.94,188.66,185.6,185.73
2022-01-10 09:00:00,185.7,193.5,180.22,190.17
2022-01-10 10:00:00,190.1,190.56,186.98,189.61
2022-01-10 11:00:00,189.41,193.67,188.53,193.49
2022-01-10 12:00:00,193.5,194.07,185.73,188.19
2022-01-10 13:00:00,188.49,190.74,187.34,189.76
2022-01-10 14:00:00,189.39,190.92,187.82,188.24
2022-01-10 15:00:00,188.53,191.35,187.49,191.0
2022-01-10 16:00:00,191.08,191.67,189.95,190.91
2022-01-10 17:00:00,190.98,191.6,189.79,190.79
2022-01-10 18:00:00,190.83,191.82,189.43,191.27
2022-01-10 19:00:00,191.27,191.53,188.88,188.88
2022-01-10 20:00:00,189.01,192.68,188.63,192.0
2022-01-10 21:00:00,192.35,194.3,191.6,192.85
2022-01-10 22:00:00,193.0,193.89,192.59,193.67
2022-01-10 23:00:00,193.86,194.17,192.59,193.34
2022-01-11 00:00:00,193.14,193.47,191.65,192.91
2022-01-11 01:00:00,193.02,193.95,191.74,192.49
2022-01-11 02:00:00,192.51,193.83,191.95,193.83
2022-01-11 03:00:00,193.53,195.77,191.72,192.83
2022-01-11 04:00:00,193.05,194.53,191.42,193.9
2022-01-11 05:00:00,193.82,201.79,193.82,199.54
2022-01-11 06:00:00,199.45,202.88,199.2,200.79
2022-01-11 07:00:00,200.79,207.67,199.88,206.9
2022-01-11 08:00:00,206.92,208.1,203.37,204.04
2022-01-11 09:00:00,203.98,204.25,197.95,201.27
2022-01-11 10:00:00,201.15,204.24,199.86,202.09
2022-01-11 11:00:00,202.15,206.54,201.38,204.21
2022-01-11 12:00:00,204.55,206.83,200.94,203.64
2022-01-11 13:00:00,203.41,205.1,202.11,204.19
2022-01-11 14:00:00,204.52,206.7,202.77,204.77
2022-01-11 15:00:00,204.55,206.23,202.62,202.84
2022-01-11 16:00:00,203.35,204.0,202.45,202.84
2022-01-11 17:00:00,203.04,204.98,202.5,203.99
2022-01-11 18:00:00,203.85,205.54,203.47,205.0
2022-01-11 19:00:00,205.16,208.36,204.7,208.19
2022-01-11 20:00:00,208.19,210.6,206.52,208.54
2022-01-11 21:00:00,208.79,210.09,207.49,209.61
2022-01-11 22:00:00,209.61,210.38,208.33,208.85
2022-01-11 23:00:00,209.1,209.62,207.56,208.81
2022-01-12 00:00:00,208.7,208.81,206.83,207.12
2022-01-12 01:00:00,207.13,208.51,206.68,207.0
2022-01-12 02:00:00,206.65,206.65,204.79,206.17
2022-01-12 03:00:00,206.05,207.35,205.37,205.71
2022-01-12 04:00:00,205.76,208.33,205.76,208.23
2022-01-12 05:00:00,208.25,208.97,206.95,207.35
2022-01-12 06:00:00,207.56,210.01,207.05,208.4
2022-01-12 07:00:00,208.38,213.0,208.13,212.99
2022-01-12 08:00:00,212.99,219.87,212.75,219.2
2022-01-12 09:00:00,219.27,219.33,215.5,218.6
2022-01-12 10:00:00,218.5,218.94,215.15,215.93
2022-01-12 11:00:00,215.77,216.95,213.29,216.48
2022-01-12 12:00:00,216.49,217.19,215.5,216.08
2022-01-12 13:00:00,216.23,216.24,214.24,214.77
2022-01-12 14:00:00,214.82,216.82,213.36,216.38
2022-01-12 15:00:00,216.38,216.74,215.23,215.71
2022-01-12 16:00:00,215.71,217.58,214.3,214.37
2022-01-12 17:00:00,214.58,215.14,213.58,213.72
2022-01-12 18:00:00,213.7,215.89,213.7,214.31
2022-01-12 19:00:00,214.07,215.24,210.79,211.24
2022-01-12 20:00:00,211.32,212.45,208.55,210.35
2022-01-12 21:00:00,210.33,211.16,209.69,210.15
2022-01-12 22:00:00,209.83,210.16,207.78,208.9
2022-01-12 23:00:00,208.99,211.92,208.91,210.67
2022-01-13 00:00:00,210.67,211.88,210.24,211.13
2022-01-13 01:00:00,211.19,213.22,211.0,212.8
2022-01-13 02:00:00,212.59,213.2,211.64,212.22
2022-01-13 03:00:00,212.23,214.56,211.95,214.41
2022-01-13 04:00:00,214.4,214.45,212.94,213.43
2022-01-13 05:00:00,213.69,214.3,211.36,211.89
2022-01-13 06:00:00,211.9,212.3,206.83,207.46
2022-01-13 07:00:00,207.4,209.75,207.0,209.75
2022-01-13 08:00:00,209.57,210.3,207.49,210.3
2022-01-13 09:00:00,210.3,213.0,209.33,211.49
2022-01-13 10:00:00,211.76,211.87,200.3,203.88
2022-01-13 11:00:00,203.92,206.17,202.58,204.53
2022-01-13 12:00:00,204.5,204.7,200.14,202.27
2022-01-13 13:00:00,202.15,203.35,201.25,202.07
2022-01-13 14:00:00,202.01,203.05,197.18,198.71
2022-01-13 15:00:00,198.7,198.83,194.42,198.55
2022-01-13 16:00:00,198.83,199.9,198.5,198.91
2022-01-13 17:00:00,199.0,199.34,196.3,197.0
2022-01-13 18:00:00,197.0,197.55,194.83,195.44
2022-01-13 19:00:00,195.44,198.14,193.43,197.55
2022-01-13 20:00:00,197.69,197.69,195.44,196.42
2022-01-13 21:00:00,196.27,197.48,194.41,196.96
2022-01-13 22:00:00,197.11,197.64,195.89,196.9
2022-01-13 23:00:00,197.0,198.8,196.88,197.74
2022-01-14 00:00:00,197.74,199.71,197.06,199.7
2022-01-14 01:00:00,199.55,201.02,198.73,199.5
2022-01-14 02:00:00,199.59,200.8,197.3,198.51
2022-01-14 03:00:00,198.64,198.71,194.8,196.76
2022-01-14 04:00:00,196.94,197.9,196.12,196.31
2022-01-14 05:00:00,196.37,196.73,191.8,192.48
2022-01-14 06:00:00,192.22,193.15,190.68,192.5
2022-01-14 07:00:00,192.48,197.0,191.47,196.18
2022-01-14 08:00:00,196.15,196.94,193.84,194.22
2022-01-14 09:00:00,194.21,200.3,193.76,199.51
2022-01-14 10:00:00,199.43,200.38,197.55,198.95
2022-01-14 11:00:00,199.13,201.4,197.91,199.9
2022-01-14 12:00:00,200.05,200.5,198.22,198.63
2022-01-14 13:00:00,198.64,199.3,197.79,198.76
2022-01-14 14:00:00,198.81,202.0,198.47,200.04
2022-01-14 15:00:00,200.06,201.39,200.06,200.8
2022-01-14 16:00:00,200.87,201.73,200.19,200.42
2022-01-14 17:00:00,200.6,201.0,199.95,200.59
2022-01-14 18:00:00,200.5,200.94,198.93,199.66
2022-01-14 19:00:00,199.66,200.11,198.02,200.11
2022-01-14 20:00:00,200.04,200.35,197.45,198.59
2022-01-14 21:00:00,198.43,199.34,198.04,199.0
2022-01-14 22:00:00,198.95,199.47,198.57,198.79
2022-01-14 23:00:00,198.54,198.7,197.49,198.28
2022-01-15 00:00:00,198.08,198.74,197.66,198.6
2022-01-15 01:00:00,198.6,199.68,197.37,199.63
2022-01-15 02:00:00,199.44,199.75,198.82,199.69
2022-01-15 03:00:00,199.79,200.15,198.52,199.59
2022-01-15 04:00:00,199.26,202.4,199.26,202.29
2022-01-15 05:00:00,201.97,206.1,201.75,204.9
2022-01-15 06:00:00,204.9,207.17,204.86,206.67
2022-01-15 07:00:00,206.68,206.71,201.46,202.98
2022-01-15 08:00:00,203.05,204.26,202.68,203.06
2022-01-15 09:00:00,203.35,205.32,202.14,204.85
2022-01-15 10:00:00,204.52,204.91,203.39,204.38
2022-01-15 11:00:00,204.38,205.22,203.79,204.93
2022-01-15 12:00:00,204.95,205.12,202.88,203.12
2022-01-15 13:00:00,203.31,204.67,202.45,204.32
2022-01-15 14:00:00,204.11,204.82,203.54,204.0
2022-01-15 15:00:00,204.0,204.8,202.75,202.77
2022-01-15 16:00:00,202.77,203.33,200.75,201.26
2022-01-15 17:00:00,201.27,202.04,200.66,201.21
2022-01-15 18:00:00,201.08,202.06,200.16,200.42
2022-01-15 19:00:00,200.51,200.62,198.94,199.32
2022-01-15 20:00:00,199.38,199.47,198.35,198.35
2022-01-15 21:00:00,198.34,199.47,195.77,196.64
2022-01-15 22:00:00,196.43,197.41,196.16,196.89
2022-01-15 23:00:00,197.2,197.75,196.49,197.54
2022-01-16 00:00:00,197.52,197.99,196.63,196.77
2022-01-16 01:00:00,196.69,199.47,196.69,199.47
2022-01-16 02:00:00,199.28,200.04,199.03,199.03
2022-01-16 03:00:00,199.26,200.03,198.61,198.78
2022-01-16 04:00:00,198.86,200.56,198.86,200.33
2022-01-16 05:00:00,200.46,201.13,198.24,198.37
2022-01-16 06:00:00,198.46,199.41,197.5,198.03
2022-01-16 07:00:00,198.04,198.72,196.69,198.09
2022-01-16 08:00:00,198.0,198.47,194.25,196.39
2022-01-16 09:00:00,196.43,197.82,195.16,197.5
2022-01-16 10:00:00,197.5,197.7,195.76,196.71
2022-01-16 11:00:00,196.75,198.2,195.32,198.04
2022-01-16 12:00:00,198.04,198.22,196.16,196.49
2022-01-16 13:00:00,196.49,197.08,195.91,196.44
2022-01-16 14:00:00,196.64,196.64,194.84,194.92
2022-01-16 15:00:00,194.92,194.92,193.21,194.08
2022-01-16 16:00:00,194.12,195.0,193.68,194.75
2022-01-16 17:00:00,194.64,195.68,194.61,195.14
2022-01-16 18:00:00,195.14,195.91,194.65,195.45
2022-01-16 19:00:00,195.65,196.15,193.43,193.51
2022-01-16 20:00:00,193.43,194.05,191.8,192.9
2022-01-16 21:00:00,192.62,193.26,191.93,193.26
2022-01-16 22:00:00,193.26,194.0,190.67,192.77
2022-01-16 23:00:00,192.8,195.8,192.67,193.28
2022-01-17 00:00:00,193.09,193.46,191.11,193.38
2022-01-17 01:00:00,193.48,194.06,191.27,191.63
2022-01-17 02:00:00,191.7,192.63,190.99,191.39
2022-01-17 03:00:00,191.43,193.67,190.99,193.13
2022-01-17 04:00:00,193.32,193.89,190.23,193.5
2022-01-17 05:00:00,193.52,193.58,191.18,192.4
2022-01-17 06:00:00,192.72,193.25,191.11,191.36
2022-01-17 07:00:00,191.13,191.88,187.44,188.38
2022-01-17 08:00:00,188.33,189.0,187.6,188.65
2022-01-17 09:00:00,188.79,190.14,187.82,189.0
2022-01-17 10:00:00,189.0,189.06,186.19,186.8
2022-01-17 11:00:00,186.68,187.69,185.0,186.43
2022-01-17 12:00:00,186.44,187.46,185.15,186.0
2022-01-17 13:00:00,185.86,187.21,184.4,187.1
2022-01-17 14:00:00,187.17,187.39,185.87,186.75
2022-01-17 15:00:00,186.76,187.4,184.88,184.95
2022-01-17 16:00:00,184.99,186.15,182.98,183.87
2022-01-17 17:00:00,183.85,186.99,182.86,185.82
2022-01-17 18:00:00,185.81,187.6,185.73,187.05
2022-01-17 19:00:00,187.1,190.56,186.69,189.82
2022-01-17 20:00:00,190.0,191.12,189.41,189.93
2022-01-17 21:00:00,189.8,189.8,188.28,189.27
2022-01-17 22:00:00,189.0,189.79,186.01,186.64
2022-01-17 23:00:00,186.8,187.23,185.0,185.57
2022-01-18 00:00:00,185.56,186.2,184.54,184.54
2022-01-18 01:00:00,184.73,187.26,184.54,187.26
2022-01-18 02:00:00,187.26,189.49,186.62,189.49
2022-01-18 03:00:00,189.49,189.91,184.56,184.93
2022-01-18 04:00:00,184.66,185.39,181.36,183.55
2022-01-18 05:00:00,183.77,184.99,182.96,183.76
2022-01-18 06:00:00,183.74,183.82,181.51,183.77
2022-01-18 07:00:00,183.51,184.69,181.85,183.05
2022-01-18 08:00:00,183.1,183.2,177.62,179.35
2022-01-18 09:00:00,179.52,179.7,175.0,176.77
2022-01-18 10:00:00,176.77,178.03,175.5,176.01
2022-01-18 11:00:00,176.0,176.55,171.17,174.23
2022-01-18 12:00:00,174.27,175.2,173.66,174.79
2022-01-18 13:00:00,174.83,176.48,174.17,175.77
2022-01-18 14:00:00,175.96,179.41,175.6,178.21
2022-01-18 15:00:00,178.21,178.76,175.43,177.02
2022-01-18 16:00:00,177.05,181.4,176.49,180.84
2022-01-18 17:00:00,181.0,181.72,180.07,180.77
2022-01-18 18:00:00,180.77,181.33,178.85,179.09
2022-01-18 19:00:00,178.97,179.63,177.85,177.97
2022-01-18 20:00:00,178.1,178.85,178.06,178.77
2022-01-18 21:00:00,178.8,180.08,178.06,179.6
2022-01-18 22:00:00,179.85,180.34,175.49,175.82
2022-01-18 23:00:00,176.02,177.37,175.51,177.02
2022-01-19 00:00:00,176.87,177.77,176.06,176.98
2022-01-19 01:00:00,177.05,177.71,175.93,176.3
2022-01-19 02:00:00,176.05,176.05,170.47,171.26
2022-01-19 03:00:00,171.26,171.49,168.91,169.74
2022-01-19 04:00:00,169.66,173.85,169.5,172.87
2022-01-19 05:00:00,172.81,173.27,170.5,171.8
2022-01-19 06:00:00,171.84,174.6,171.74,174.31
2022-01-19 07:00:00,174.25,175.12,173.65,173.84
2022-01-19 08:00:00,174.02,175.64,173.84,174.27
2022-01-19 09:00:00,174.25,176.12,173.37,175.72
2022-01-19 10:00:00,175.81,175.92,172.01,173.22
2022-01-19 11:00:00,173.01,173.66,170.9,171.52
2022-01-19 12:00:00,171.7,174.31,171.7,173.7
2022-01-19 13:00:00,173.77,174.16,172.47,173.26
2022-01-19 14:00:00,173.42,173.7,172.05,173.24
2022-01-19 15:00:00,173.2,173.88,172.2,172.56
2022-01-19 16:00:00,172.6,174.08,172.6,173.45
2022-01-19 17:00:00,173.41,174.5,172.55,174.5
2022-01-19 18:00:00,174.29,174.43,172.57,173.41
2022-01-19 19:00:00,173.36,174.04,172.55,173.86
2022-01-19 20:00:00,173.78,173.97,172.41,173.97
2022-01-19 21:00:00,173.98,175.18,173.8,174.07
2022-01-19 22:00:00,173.87,174.65,173.28,174.13
2022-01-19 23:00:00,174.24,174.95,173.58,173.58
2022-01-20 00:00:00,173.77,174.29,172.83,173.54
2022-01-20 01:00:00,173.53,175.11,173.53,174.44
2022-01-20 02:00:00,174.35,174.95,173.5,174.58
2022-01-20 03:00:00,174.69,176.37,174.1,176.14
2022-01-20 04:00:00,176.28,179.42,176.28,178.77
2022-01-20 05:00:00,178.7,180.9,178.21,179.79
2022-01-20 06:00:00,179.79,180.69,178.88,179.42
2022-01-20 07:00:00,179.25,180.05,178.44,179.74
2022-01-20 08:00:00,179.57,182.63,178.73,181.73
2022-01-20 09:00:00,182.0,184.57,181.83,184.48
2022-01-20 10:00:00,184.26,185.55,182.67,185.04
2022-01-20 11:00:00,185.19,185.35,183.12,183.9
2022-01-20 12:00:00,184.04,184.06,181.09,181.38
2022-01-20 13:00:00,181.43,182.95,180.67,182.42
2022-01-20 14:00:00,182.41,183.25,181.45,181.84
2022-01-20 15:00:00,181.9,182.43,179.21,179.99
2022-01-20 16:00:00,179.93,179.93,169.98,170.0
2022-01-20 17:00:00,170.02,174.07,165.0,170.09
2022-01-20 18:00:00,170.23,170.65,165.71,166.95
2022-01-20 19:00:00,166.78,169.02,162.3,167.95
2022-01-20 20:00:00,167.87,167.97,160.7,161.26
2022-01-20 21:00:00,161.0,164.98,160.37,162.18
2022-01-20 22:00:00,161.98,162.83,155.11,157.06
2022-01-20 23:00:00,157.05,159.83,157.05,159.03
2022-01-21 00:00:00,158.74,161.68,157.99,160.63
2022-01-21 01:00:00,160.63,161.3,159.62,160.09
2022-01-21 02:00:00,160.0,164.0,159.38,163.26
2022-01-21 03:00:00,163.14,163.92,161.98,163.49
2022-01-21 04:00:00,163.21,163.58,161.39,162.37
2022-01-21 05:00:00,162.37,163.5,161.69,162.65
2022-01-21 06:00:00,162.61,162.73,159.14,160.0
2022-01-21 07:00:00,160.1,160.5,150.55,154.24
2022-01-21 08:00:00,154.3,155.61,152.58,154.89
2022-01-21 09:00:00,154.69,156.93,153.2,154.36
2022-01-21 10:00:00,154.3,159.45,152.59,158.64
2022-01-21 11:00:00,158.72,159.38,156.29,157.51
2022-01-21 12:00:00,157.29,157.75,154.11,154.97
2022-01-21 13:00:00,155.03,156.67,152.9,153.48
2022-01-21 14:00:00,153.62,154.51,150.94,151.08
2022-01-21 15:00:00,151.12,152.31,147.65,150.26
2022-01-21 16:00:00,150.0,151.48,136.66,140.74
2022-01-21 17:00:00,140.93,143.13,135.28,138.92
2022-01-21 18:00:00,138.7,140.97,135.74,138.29
2022-01-21 19:00:00,138.36,142.11,137.47,140.32
2022-01-21 20:00:00,140.45,142.6,139.1,141.74
2022-01-21 21:00:00,141.71,142.18,139.82,140.69
2022-01-21 22:00:00,140.83,142.43,137.4,139.11
2022-01-21 23:00:00,139.13,139.69,137.17,137.72
2022-01-22 00:00:00,137.52,138.12,130.34,131.42
2022-01-22 01:00:00,131.35,132.45,127.11,128.97
2022-01-22 02:00:00,128.98,130.42,125.1,125.1
2022-01-22 03:00:00,125.17,127.94,125.07,126.59
2022-01-22 04:00:00,126.6,127.45,118.82,119.85
2022-01-22 05:00:00,119.63,124.94,112.0,123.71
2022-01-22 06:00:00,123.93,125.08,121.59,124.27
2022-01-22 07:00:00,124.66,132.58,124.07,132.18
2022-01-22 08:00:00,132.21,133.62,128.57,128.8
2022-01-22 09:00:00,128.98,129.27,124.05,124.12
2022-01-22 10:00:00,124.16,125.34,122.23,122.78
2022-01-22 11:00:00,122.86,127.52,120.71,123.76
2022-01-22 12:00:00,123.83,124.9,117.3,121.27
2022-01-22 13:00:00,121.3,122.49,117.99,118.16
2022-01-22 14:00:00,118.22,120.61,116.87,118.94
2022-01-22 15:00:00,119.1,125.22,118.37,124.43
2022-01-22 16:00:00,124.68,127.64,123.45,127.29
2022-01-22 17:00:00,127.08,127.08,122.75,122.9
2022-01-22 18:00:00,122.92,125.56,122.05,125.55
2022-01-22 19:00:00,125.48,130.06,124.29,129.92
2022-01-22 20:00:00,129.69,130.68,128.74,129.03
2022-01-22 21:00:00,129.16,129.29,124.9,125.04
2022-01-22 22:00:00,125.21,126.21,124.6,126.06
2022-01-22 23:00:00,126.06,128.08,125.39,126.92
2022-01-23 00:00:00,126.89,129.53,125.4,129.33
2022-01-23 01:00:00,129.1,129.59,127.84,128.85
2022-01-23 02:00:00,128.88,132.65,128.28,132.31
2022-01-23 03:00:00,132.18,137.67,131.83,137.67
2022-01-23 04:00:00,137.61,143.19,137.11,139.45
2022-01-23 05:00:00,139.34,141.01,137.24,139.46
2022-01-23 06:00:00,139.3,139.51,134.64,134.64
2022-01-23 07:00:00,134.64,135.14,133.42,134.54
2022-01-23 08:00:00,134.6,138.29,133.98,137.32
2022-01-23 09:00:00,137.42,138.07,130.4,132.2
2022-01-23 10:00:00,132.13,132.66,130.03,132.05
2022-01-23 11:00:00,132.17,133.76,130.39,130.75
2022-01-23 12:00:00,130.76,132.49,130.57,131.56
2022-01-23 13:00:00,131.43,132.1,126.82,127.69
2022-01-23 14:00:00,127.69,129.7,126.01,127.43
2022-01-23 15:00:00,127.21,131.0,126.63,130.23
2022-01-23 16:00:00,130.16,131.33,128.24,129.25
2022-01-23 17:00:00,129.17,131.35,128.4,129.75
2022-01-23 18:00:00,129.96,135.21,129.49,134.25
2022-01-23 19:00:00,134.19,134.19,130.95,131.63
2022-01-23 20:00:00,131.48,132.7,129.71,130.0
2022-01-23 21:00:00,130.16,130.25,127.29,127.55
2022-01-23 22:00:00,127.58,128.37,127.34,128.19
2022-01-23 23:00:00,128.06,129.04,126.15,126.42
2022-01-24 00:00:00,126.32,126.92,125.07,126.54
2022-01-24 01:00:00,126.51,127.01,125.24,125.9
2022-01-24 02:00:00,125.8,125.81,122.27,123.1
2022-01-24 03:00:00,123.19,125.06,122.32,123.49
2022-01-24 04:00:00,123.41,124.17,119.74,120.6
2022-01-24 05:00:00,120.52,120.93,116.43,117.83
2022-01-24 06:00:00,118.0,122.75,117.32,119.61
2022-01-24 07:00:00,119.48,120.0,115.71,117.05
2022-01-24 08:00:00,117.15,122.13,116.19,117.6
2022-01-24 09:00:00,117.6,124.07,116.64,122.16
2022-01-24 10:00:00,122.01,124.59,119.14,123.0
2022-01-24 11:00:00,122.96,124.81,119.72,121.68
2022-01-24 12:00:00,121.52,125.52,118.6,124.61
2022-01-24 13:00:00,124.82,127.99,123.85,127.18
2022-01-24 14:00:00,127.21,127.98,124.85,126.54
2022-01-24 15:00:00,126.2,134.0,126.08,133.4
2022-01-24 16:00:00,133.32,133.91,130.02,131.64
2022-01-24 17:00:00,131.65,131.68,129.43,130.5
2022-01-24 18:00:00,130.46,132.31,130.02,131.26
2022-01-24 19:00:00,131.29,131.43,128.4,128.83
2022-01-24 20:00:00,129.04,130.29,128.86,130.15
2022-01-24 21:00:00,130.28,132.64,129.79,132.27
2022-01-24 22:00:00,132.4,132.4,130.83,132.14
2022-01-24 23:00:00,132.01,132.25,128.5,129.29
2022-01-25 00:00:00,129.16,131.36,129.15,131.17
2022-01-25 01:00:00,131.12,133.13,131.12,132.0
2022-01-25 02:00:00,132.24,134.8,131.77,132.03
2022-01-25 03:00:00,131.93,134.77,131.81,133.65
