datetime,SANDBUSD_open,SANDBUSD_high,SANDBUSD_low,SANDBUSD_close
2022-01-18 17:00:00,4.5064,4.5186,4.4781,4.501
2022-01-18 18:00:00,4.501,4.505,4.4612,4.47
2022-01-18 19:00:00,4.4675,4.4769,4.4284,4.4396
2022-01-18 20:00:00,4.4432,4.478,4.4432,4.459
2022-01-18 21:00:00,4.4653,4.4811,4.4506,4.4604
2022-01-18 22:00:00,4.4588,4.4588,4.3138,4.3208
2022-01-18 23:00:00,4.3342,4.3447,4.3089,4.3363
2022-01-19 00:00:00,4.3277,4.349,4.2706,4.2961
2022-01-19 01:00:00,4.2961,4.3118,4.2745,4.278
2022-01-19 02:00:00,4.2755,4.2755,4.1314,4.1759
2022-01-19 03:00:00,4.1747,4.1774,4.1191,4.1693
2022-01-19 04:00:00,4.1674,4.2197,4.158,4.21
2022-01-19 05:00:00,4.2104,4.2159,4.169,4.1964
2022-01-19 06:00:00,4.1964,4.2854,4.1964,4.2659
2022-01-19 07:00:00,4.2649,4.2839,4.2377,4.2507
2022-01-19 08:00:00,4.2507,4.3065,4.2497,4.2935
2022-01-19 09:00:00,4.2891,4.353,4.2718,4.3486
2022-01-19 10:00:00,4.3499,4.356,4.2445,4.2784
2022-01-19 11:00:00,4.2737,4.2858,4.2162,4.2552
2022-01-19 12:00:00,4.2552,4.3199,4.2552,4.3097
2022-01-19 13:00:00,4.3077,4.3132,4.26,4.2902
2022-01-19 14:00:00,4.2896,4.2959,4.262,4.2883
2022-01-19 15:00:00,4.2824,4.2944,4.2477,4.2582
2022-01-19 16:00:00,4.2574,4.2854,4.2532,4.255
2022-01-19 17:00:00,4.2562,4.2845,4.2165,4.2815
2022-01-19 18:00:00,4.2784,4.2897,4.2142,4.217
2022-01-19 19:00:00,4.219,4.2513,4.2021,4.2236
2022-01-19 20:00:00,4.2271,4.2336,4.1466,4.1857
2022-01-19 21:00:00,4.1865,4.235,4.1865,4.2171
2022-01-19 22:00:00,4.2171,4.2425,4.2133,4.2361
2022-01-19 23:00:00,4.238,4.25,4.2223,4.2442
2022-01-20 00:00:00,4.2484,4.2537,4.2269,4.2508
2022-01-20 01:00:00,4.2498,4.2923,4.248,4.27
2022-01-20 02:00:00,4.2713,4.313,4.2573,4.3072
2022-01-20 03:00:00,4.31,4.3185,4.2641,4.2813
2022-01-20 04:00:00,4.2808,4.3291,4.233,4.2721
2022-01-20 05:00:00,4.2714,4.33,4.2658,4.2941
2022-01-20 06:00:00,4.2954,4.3195,4.285,4.2945
2022-01-20 07:00:00,4.2934,4.2934,4.226,4.2546
2022-01-20 08:00:00,4.2537,4.3263,4.2482,4.3148
2022-01-20 09:00:00,4.3158,4.4323,4.3146,4.4261
2022-01-20 10:00:00,4.428,4.4515,4.3846,4.4124
2022-01-20 11:00:00,4.4153,4.4558,4.4074,4.4192
2022-01-20 12:00:00,4.4232,4.4284,4.33,4.3742
2022-01-20 13:00:00,4.3752,4.392,4.3576,4.3647
2022-01-20 14:00:00,4.3634,4.392,4.3531,4.3647
2022-01-20 15:00:00,4.3647,4.3739,4.3105,4.3251
2022-01-20 16:00:00,4.3235,4.3249,4.0811,4.0839
2022-01-20 17:00:00,4.0815,4.1171,4.0039,4.0517
2022-01-20 18:00:00,4.0553,4.0553,3.9093,3.9436
2022-01-20 19:00:00,3.9435,4.0095,3.863,4.0015
2022-01-20 20:00:00,4.0005,4.0057,3.758,3.7672
2022-01-20 21:00:00,3.7693,3.8719,3.756,3.809
2022-01-20 22:00:00,3.8074,3.8096,3.6603,3.6954
2022-01-20 23:00:00,3.6926,3.7642,3.6922,3.7295
2022-01-21 00:00:00,3.7282,3.7647,3.7007,3.7405
2022-01-21 01:00:00,3.7417,3.7651,3.699,3.7155
2022-01-21 02:00:00,3.7148,3.7861,3.699,3.7739
2022-01-21 03:00:00,3.7739,3.8086,3.7614,3.7883
2022-01-21 04:00:00,3.7863,3.7867,3.7455,3.7528
2022-01-21 05:00:00,3.7527,3.7766,3.7307,3.7504
2022-01-21 06:00:00,3.7529,3.7652,3.7121,3.7363
2022-01-21 07:00:00,3.7398,3.7454,3.5512,3.6365
2022-01-21 08:00:00,3.6395,3.6949,3.6211,3.6596
2022-01-21 09:00:00,3.6585,3.7078,3.6288,3.648
2022-01-21 10:00:00,3.6473,3.71,3.6032,3.6914
2022-01-21 11:00:00,3.6943,3.7183,3.6417,3.6667
2022-01-21 12:00:00,3.6637,3.6717,3.6139,3.6371
2022-01-21 13:00:00,3.6384,3.6701,3.583,3.6227
2022-01-21 14:00:00,3.6204,3.656,3.5851,3.5869
2022-01-21 15:00:00,3.5907,3.617,3.505,3.5788
2022-01-21 16:00:00,3.5807,3.6144,3.2029,3.2732
2022-01-21 17:00:00,3.2731,3.4014,3.2201,3.3187
2022-01-21 18:00:00,3.3178,3.4043,3.2896,3.3436
2022-01-21 19:00:00,3.3421,3.4045,3.2739,3.3638
2022-01-21 20:00:00,3.3649,3.3985,3.3227,3.3821
2022-01-21 21:00:00,3.3801,3.3869,3.3168,3.3617
2022-01-21 22:00:00,3.366,3.4043,3.286,3.3222
2022-01-21 23:00:00,3.3211,3.3423,3.2479,3.2848
2022-01-22 00:00:00,3.28,3.2858,3.0342,3.0779
2022-01-22 01:00:00,3.0748,3.1385,2.9539,3.0177
2022-01-22 02:00:00,3.0165,3.0417,2.846,2.9025
2022-01-22 03:00:00,2.9056,2.997,2.9056,2.9154
2022-01-22 04:00:00,2.9164,2.9614,2.7542,2.7685
2022-01-22 05:00:00,2.7701,2.9244,2.56,2.9048
2022-01-22 06:00:00,2.9064,3.0123,2.8443,2.9485
2022-01-22 07:00:00,2.9475,3.0661,2.9264,3.0448
2022-01-22 08:00:00,3.0427,3.1177,2.9714,2.9805
2022-01-22 09:00:00,2.9831,2.9948,2.89,2.9067
2022-01-22 10:00:00,2.9054,2.9353,2.8639,2.8826
2022-01-22 11:00:00,2.888,3.0417,2.8448,2.9624
2022-01-22 12:00:00,2.9635,2.9968,2.8552,2.8734
2022-01-22 13:00:00,2.874,2.9754,2.8365,2.8811
2022-01-22 14:00:00,2.883,2.9845,2.8596,2.9151
2022-01-22 15:00:00,2.9199,3.073,2.8792,3.0099
2022-01-22 16:00:00,3.0112,3.0639,2.9752,3.0421
2022-01-22 17:00:00,3.0375,3.0405,2.9178,2.9363
2022-01-22 18:00:00,2.9404,3.0105,2.915,3.0017
2022-01-22 19:00:00,3.0032,3.1617,2.9686,3.1378
2022-01-22 20:00:00,3.1387,3.1856,3.0939,3.1009
2022-01-22 21:00:00,3.1031,3.1033,2.9926,3.0019
2022-01-22 22:00:00,3.0019,3.0802,2.9998,3.0714
2022-01-22 23:00:00,3.0685,3.1022,3.0457,3.0641
2022-01-23 00:00:00,3.0626,3.1254,3.0146,3.1156
2022-01-23 01:00:00,3.1146,3.1252,3.0683,3.084
2022-01-23 02:00:00,3.0845,3.1707,3.0748,3.1584
2022-01-23 03:00:00,3.1562,3.1791,3.1184,3.1571
2022-01-23 04:00:00,3.1576,3.2464,3.1469,3.1967
2022-01-23 05:00:00,3.1975,3.2005,3.1357,3.1646
2022-01-23 06:00:00,3.1671,3.1671,3.08,3.1036
2022-01-23 07:00:00,3.1031,3.1427,3.0863,3.1356
2022-01-23 08:00:00,3.134,3.1634,3.1066,3.1521
2022-01-23 09:00:00,3.1528,3.1748,2.9764,3.0321
2022-01-23 10:00:00,3.0322,3.05,2.997,3.0367
2022-01-23 11:00:00,3.0387,3.0753,3.0115,3.0227
2022-01-23 12:00:00,3.0216,3.0543,3.0152,3.0299
2022-01-23 13:00:00,3.0303,3.0438,2.9367,2.9659
2022-01-23 14:00:00,2.965,2.9836,2.9215,2.9493
2022-01-23 15:00:00,2.9468,2.9967,2.936,2.9669
2022-01-23 16:00:00,2.9682,2.9948,2.9343,2.9644
2022-01-23 17:00:00,2.9642,2.9875,2.9406,2.9826
2022-01-23 18:00:00,2.9847,3.1373,2.9716,3.125
2022-01-23 19:00:00,3.1248,3.127,3.0271,3.0433
2022-01-23 20:00:00,3.0412,3.0762,2.99,2.9979
2022-01-23 21:00:00,2.9956,3.0052,2.9363,2.9417
2022-01-23 22:00:00,2.9444,2.9714,2.9341,2.9575
2022-01-23 23:00:00,2.958,2.981,2.8934,2.9097
2022-01-24 00:00:00,2.8981,2.9086,2.8583,2.9036
2022-01-24 01:00:00,2.903,2.9286,2.8862,2.8988
2022-01-24 02:00:00,2.8955,2.9282,2.8496,2.8635
2022-01-24 03:00:00,2.8636,2.9283,2.8329,2.8647
2022-01-24 04:00:00,2.8628,2.885,2.7625,2.7732
2022-01-24 05:00:00,2.7744,2.7858,2.6663,2.6766
2022-01-24 06:00:00,2.6756,2.7647,2.6586,2.7023
2022-01-24 07:00:00,2.7037,2.7319,2.636,2.6733
2022-01-24 08:00:00,2.6722,2.732,2.6407,2.6567
2022-01-24 09:00:00,2.6551,2.77,2.624,2.6975
2022-01-24 10:00:00,2.6985,2.785,2.6339,2.7696
2022-01-24 11:00:00,2.7699,2.793,2.6956,2.7515
2022-01-24 12:00:00,2.7467,2.8745,2.6974,2.8473
2022-01-24 13:00:00,2.8479,2.9201,2.822,2.8944
2022-01-24 14:00:00,2.8954,2.9089,2.8414,2.8839
2022-01-24 15:00:00,2.8817,3.058,2.8754,3.0319
2022-01-24 16:00:00,3.0304,3.0329,2.9809,2.996
2022-01-24 17:00:00,2.9959,3.0152,2.9632,2.9806
2022-01-24 18:00:00,2.977,3.0145,2.97,2.9992
2022-01-24 19:00:00,2.9998,2.9999,2.9163,2.9214
2022-01-24 20:00:00,2.9233,2.9435,2.9041,2.9312
2022-01-24 21:00:00,2.9329,2.9645,2.9236,2.9593
2022-01-24 22:00:00,2.9611,2.9688,2.9285,2.9446
2022-01-24 23:00:00,2.949,2.9516,2.873,2.892
2022-01-25 00:00:00,2.8886,2.9409,2.8776,2.925
2022-01-25 01:00:00,2.9317,2.9355,2.887,2.887
2022-01-25 02:00:00,2.8888,2.9353,2.8759,2.9312
2022-01-25 03:00:00,2.9289,3.0001,2.9054,2.91
2022-01-25 04:00:00,2.9107,2.9794,2.9062,2.9653
2022-01-25 05:00:00,2.9685,3.066,2.9685,3.0179
2022-01-25 06:00:00,3.0134,3.0304,2.9687,2.989
2022-01-25 07:00:00,2.9906,3.042,2.9556,2.9991
2022-01-25 08:00:00,2.9991,3.0169,2.936,2.9766
2022-01-25 09:00:00,2.9735,3.0476,2.9364,2.9379
2022-01-25 10:00:00,2.9392,3.0,2.9057,2.9659
2022-01-25 11:00:00,2.9646,3.0624,2.9646,3.019
2022-01-25 12:00:00,3.0193,3.1188,3.0175,3.085
2022-01-25 13:00:00,3.0836,3.0941,3.0612,3.0882
2022-01-25 14:00:00,3.087,3.0906,3.0233,3.0588
2022-01-25 15:00:00,3.0589,3.0712,3.0073,3.022
2022-01-25 16:00:00,3.022,3.025,2.9824,3.0081
2022-01-25 17:00:00,3.0077,3.0391,2.9975,3.0391
2022-01-25 18:00:00,3.0393,3.0705,3.0257,3.0417
2022-01-25 19:00:00,3.0434,3.1984,3.0054,3.1361
2022-01-25 20:00:00,3.1418,3.24,3.1387,3.1963
2022-01-25 21:00:00,3.195,3.228,3.142,3.1527
2022-01-25 22:00:00,3.1509,3.2061,3.1472,3.1788
2022-01-25 23:00:00,3.1837,3.22,3.1597,3.2089
2022-01-26 00:00:00,3.2087,3.2218,3.1903,3.194
2022-01-26 01:00:00,3.1931,3.2026,3.1356,3.1562
2022-01-26 02:00:00,3.1572,3.188,3.1307,3.1773
2022-01-26 03:00:00,3.1764,3.2645,3.17,3.2479
2022-01-26 04:00:00,3.2525,3.3,3.2255,3.2387
2022-01-26 05:00:00,3.2312,3.2777,3.2191,3.2581
2022-01-26 06:00:00,3.2589,3.2863,3.2303,3.2595
2022-01-26 07:00:00,3.26,3.2612,3.1981,3.2035
2022-01-26 08:00:00,3.204,3.2539,3.1759,3.2458
2022-01-26 09:00:00,3.2437,3.29,3.2275,3.2556
2022-01-26 10:00:00,3.2539,3.286,3.1909,3.2129
2022-01-26 11:00:00,3.2095,3.22,3.1786,3.2192
2022-01-26 12:00:00,3.22,3.2429,3.1845,3.1913
2022-01-26 13:00:00,3.191,3.2284,3.095,3.1942
2022-01-26 14:00:00,3.1943,3.4301,3.1865,3.3143
2022-01-26 15:00:00,3.3118,3.3124,3.0839,3.1301
2022-01-26 16:00:00,3.129,3.1606,2.9803,2.9826
2022-01-26 17:00:00,2.98,3.0585,2.9662,3.0564
2022-01-26 18:00:00,3.0566,3.1037,3.0491,3.0716
2022-01-26 19:00:00,3.0737,3.1984,3.0527,3.1628
2022-01-26 20:00:00,3.1645,3.1651,3.0138,3.0229
2022-01-26 21:00:00,3.0225,3.0486,2.9841,3.0424
2022-01-26 22:00:00,3.0414,3.0593,2.9631,2.997
2022-01-26 23:00:00,2.9933,3.0266,2.9804,3.0166
2022-01-27 00:00:00,3.018,3.0468,2.9991,3.0072
2022-01-27 01:00:00,3.0022,3.0491,2.9879,3.0483
2022-01-27 02:00:00,3.0482,3.1005,3.0212,3.062
2022-01-27 03:00:00,3.0627,3.164,3.03,3.164
2022-01-27 04:00:00,3.1646,3.34,3.1435,3.316
2022-01-27 05:00:00,3.3158,3.362,3.2819,3.2878
2022-01-27 06:00:00,3.2893,3.4092,3.2893,3.4
2022-01-27 07:00:00,3.4085,3.5318,3.3904,3.4857
2022-01-27 08:00:00,3.486,3.5526,3.4319,3.4846
2022-01-27 09:00:00,3.4859,3.5,3.4177,3.4478
2022-01-27 10:00:00,3.4455,3.46,3.3805,3.4156
2022-01-27 11:00:00,3.4178,3.4934,3.366,3.4387
2022-01-27 12:00:00,3.4392,3.447,3.3382,3.4125
2022-01-27 13:00:00,3.4115,3.4908,3.3729,3.4458
2022-01-27 14:00:00,3.4453,3.4748,3.3244,3.3468
2022-01-27 15:00:00,3.3465,3.3931,3.2358,3.2396
2022-01-27 16:00:00,3.2392,3.2794,3.1903,3.2558
2022-01-27 17:00:00,3.2514,3.4489,3.2025,3.3535
2022-01-27 18:00:00,3.35,3.4001,3.3211,3.389
2022-01-27 19:00:00,3.3846,3.5191,3.3627,3.4406
2022-01-27 20:00:00,3.4421,3.4903,3.3242,3.3584
2022-01-27 21:00:00,3.3576,3.4269,3.297,3.4131
2022-01-27 22:00:00,3.413,3.5417,3.4053,3.5161
2022-01-27 23:00:00,3.5173,3.57,3.4368,3.4867
2022-01-28 00:00:00,3.4859,3.5386,3.4487,3.51
2022-01-28 01:00:00,3.5097,3.55,3.4548,3.4589
2022-01-28 02:00:00,3.4589,3.5,3.4175,3.4326
2022-01-28 03:00:00,3.4313,3.4649,3.3686,3.4331
2022-01-28 04:00:00,3.4332,3.4587,3.3889,3.398
2022-01-28 05:00:00,3.398,3.438,3.3708,3.4242
2022-01-28 06:00:00,3.4244,3.4319,3.3064,3.3306
2022-01-28 07:00:00,3.3315,3.3567,3.255,3.2916
2022-01-28 08:00:00,3.2939,3.3933,3.2664,3.373
2022-01-28 09:00:00,3.3766,3.4208,3.32,3.3443
2022-01-28 10:00:00,3.3443,3.42,3.3191,3.4066
2022-01-28 11:00:00,3.4071,3.49,3.3895,3.4361
2022-01-28 12:00:00,3.4367,3.4616,3.3747,3.3861
2022-01-28 13:00:00,3.3871,3.4639,3.38,3.4505
2022-01-28 14:00:00,3.4474,3.4801,3.3878,3.4293
2022-01-28 15:00:00,3.432,3.4935,3.4227,3.4792
2022-01-28 16:00:00,3.4778,3.5179,3.4703,3.4772
2022-01-28 17:00:00,3.4818,3.5026,3.4387,3.446
2022-01-28 18:00:00,3.4425,3.4999,3.4425,3.4805
2022-01-28 19:00:00,3.48,3.6508,3.4587,3.5872
2022-01-28 20:00:00,3.5872,3.6256,3.5368,3.593
2022-01-28 21:00:00,3.59,3.6209,3.5656,3.5821
2022-01-28 22:00:00,3.5821,3.6128,3.5595,3.6033
2022-01-28 23:00:00,3.6008,3.7017,3.6008,3.6731
2022-01-29 00:00:00,3.6726,3.7042,3.6627,3.6767
2022-01-29 01:00:00,3.6773,3.7983,3.6662,3.7799
2022-01-29 02:00:00,3.7826,3.8636,3.7736,3.7877
2022-01-29 03:00:00,3.7872,3.8245,3.7803,3.79
2022-01-29 04:00:00,3.7878,3.7897,3.7129,3.753
2022-01-29 05:00:00,3.754,3.7892,3.7087,3.7696
2022-01-29 06:00:00,3.7663,3.7922,3.7441,3.7714
2022-01-29 07:00:00,3.7702,3.8023,3.7433,3.7938
2022-01-29 08:00:00,3.7939,3.822,3.7575,3.812
2022-01-29 09:00:00,3.812,3.812,3.6686,3.6825
2022-01-29 10:00:00,3.6802,3.7216,3.6555,3.6968
2022-01-29 11:00:00,3.6954,3.722,3.6686,3.712
2022-01-29 12:00:00,3.7149,3.78,3.7149,3.7425
2022-01-29 13:00:00,3.7426,3.8483,3.7364,3.8326
2022-01-29 14:00:00,3.8349,3.9115,3.8223,3.8745
2022-01-29 15:00:00,3.875,3.9008,3.797,3.8142
2022-01-29 16:00:00,3.8174,3.8526,3.7906,3.8149
2022-01-29 17:00:00,3.8131,3.83,3.776,3.8132
2022-01-29 18:00:00,3.8159,3.8961,3.7852,3.8877
2022-01-29 19:00:00,3.8888,4.0574,3.8667,4.0252
2022-01-29 20:00:00,4.0233,4.0486,3.9695,4.0057
2022-01-29 21:00:00,4.0061,4.0559,3.9827,4.0435
2022-01-29 22:00:00,4.0439,4.0874,3.9896,3.9981
2022-01-29 23:00:00,4.002,4.046,3.9756,4.0263
2022-01-30 00:00:00,4.0263,4.0455,3.9975,4.0134
2022-01-30 01:00:00,4.0193,4.0385,4.003,4.0242
2022-01-30 02:00:00,4.0265,4.061,4.0174,4.0302
2022-01-30 03:00:00,4.0326,4.041,3.9469,3.9635
2022-01-30 04:00:00,3.9636,4.008,3.95,3.957
2022-01-30 05:00:00,3.9557,3.9904,3.933,3.9819
2022-01-30 06:00:00,3.9831,3.9893,3.9076,3.9353
2022-01-30 07:00:00,3.937,3.9455,3.8611,3.8824
2022-01-30 08:00:00,3.8834,3.8849,3.7862,3.8262
2022-01-30 09:00:00,3.827,3.8501,3.7639,3.799
2022-01-30 10:00:00,3.8,3.8613,3.794,3.827
2022-01-30 11:00:00,3.827,3.8385,3.7668,3.7907
2022-01-30 12:00:00,3.7876,3.819,3.7423,3.8151
2022-01-30 13:00:00,3.816,3.8205,3.7576,3.7751
2022-01-30 14:00:00,3.7734,3.7752,3.6854,3.7293
2022-01-30 15:00:00,3.7287,3.7513,3.6873,3.7446
2022-01-30 16:00:00,3.7413,3.7633,3.6957,3.75
2022-01-30 17:00:00,3.7467,3.9167,3.7467,3.912
2022-01-30 18:00:00,3.9107,3.9841,3.8555,3.8578
2022-01-30 19:00:00,3.8567,3.8833,3.6334,3.6718
2022-01-30 20:00:00,3.67,3.7634,3.6518,3.7129
2022-01-30 21:00:00,3.7127,3.91,3.6518,3.8197
2022-01-30 22:00:00,3.8175,3.8591,3.7466,3.8171
2022-01-30 23:00:00,3.8162,3.8661,3.7538,3.8469
2022-01-31 00:00:00,3.8508,3.8585,3.8074,3.8421
2022-01-31 01:00:00,3.8382,3.9085,3.83,3.8368
2022-01-31 02:00:00,3.8339,3.8923,3.8246,3.8758
2022-01-31 03:00:00,3.8766,3.8865,3.8478,3.8726
2022-01-31 04:00:00,3.8743,3.9157,3.8498,3.911
2022-01-31 05:00:00,3.9119,3.9268,3.869,3.8945
2022-01-31 06:00:00,3.8943,3.9003,3.7693,3.8374
2022-01-31 07:00:00,3.8406,3.8632,3.7882,3.8298
2022-01-31 08:00:00,3.8314,3.91,3.7832,3.8786
2022-01-31 09:00:00,3.8782,3.9554,3.8738,3.9384
2022-01-31 10:00:00,3.9376,4.02,3.934,3.9433
2022-01-31 11:00:00,3.9436,4.0033,3.9202,3.9939
2022-01-31 12:00:00,3.996,4.0461,3.9606,4.0212
2022-01-31 13:00:00,4.0211,4.0555,3.9782,4.0502
2022-01-31 14:00:00,4.0513,4.16,4.035,4.0983
2022-01-31 15:00:00,4.0998,4.1461,4.0384,4.1332
2022-01-31 16:00:00,4.1329,4.1679,4.0888,4.0954
2022-01-31 17:00:00,4.0966,4.1266,4.044,4.0669
2022-01-31 18:00:00,4.0679,4.11,4.0676,4.0965
2022-01-31 19:00:00,4.0944,4.1146,4.0095,4.0514
2022-01-31 20:00:00,4.0509,4.1123,4.032,4.0468
2022-01-31 21:00:00,4.0469,4.0783,4.0198,4.0684
2022-01-31 22:00:00,4.0684,4.0849,4.031,4.0443
2022-01-31 23:00:00,4.0463,4.048,3.9771,4.026
2022-02-01 00:00:00,4.0263,4.0264,3.9594,3.9618
2022-02-01 01:00:00,3.9594,4.0,3.9419,3.9804
2022-02-01 02:00:00,3.9776,4.0016,3.96,3.9992
2022-02-01 03:00:00,3.9983,4.0579,3.9837,4.0472
2022-02-01 04:00:00,4.0493,4.0923,3.947,3.9547
2022-02-01 05:00:00,3.9533,4.0045,3.9356,3.9815
2022-02-01 06:00:00,3.9861,4.0076,3.9663,4.0011
2022-02-01 07:00:00,4.0,4.0369,3.9773,4.0224
2022-02-01 08:00:00,4.0191,4.0248,3.953,4.0057
2022-02-01 09:00:00,4.0047,4.0133,3.9242,3.9588
2022-02-01 10:00:00,3.9586,3.969,3.9072,3.9606
2022-02-01 11:00:00,3.96,4.0251,3.9412,4.0149
2022-02-01 12:00:00,4.0141,4.0145,3.9477,3.9694
2022-02-01 13:00:00,3.9695,3.9771,3.9167,3.9259
2022-02-01 14:00:00,3.9259,3.9416,3.8672,3.8958
2022-02-01 15:00:00,3.8925,3.9546,3.8914,3.9233
2022-02-01 16:00:00,3.9233,3.9722,3.9233,3.9706
2022-02-01 17:00:00,3.9701,3.9756,3.9298,3.9619
2022-02-01 18:00:00,3.9575,4.004,3.9393,3.9793
2022-02-01 19:00:00,3.9791,3.992,3.8985,3.926
2022-02-01 20:00:00,3.9237,3.9438,3.8728,3.8931
2022-02-01 21:00:00,3.8938,3.9528,3.8743,3.9343
2022-02-01 22:00:00,3.9343,3.9614,3.9288,3.9294
2022-02-01 23:00:00,3.928,3.9549,3.9004,3.9366
2022-02-02 00:00:00,3.935,3.9829,3.9248,3.9789
2022-02-02 01:00:00,3.977,3.9995,3.9225,3.9416
2022-02-02 02:00:00,3.9419,3.995,3.9397,3.9888
2022-02-02 03:00:00,3.9845,4.0243,3.9744,3.9847
2022-02-02 04:00:00,3.9876,4.0,3.9638,3.9861
2022-02-02 05:00:00,3.9868,3.9964,3.971,3.9853
2022-02-02 06:00:00,3.9862,3.9869,3.9435,3.9584
2022-02-02 07:00:00,3.9584,3.9913,3.9544,3.9847
2022-02-02 08:00:00,3.9847,3.9912,3.9327,3.9367
2022-02-02 09:00:00,3.9371,3.9489,3.7895,3.8093
2022-02-02 10:00:00,3.8071,3.8376,3.7635,3.774
2022-02-02 11:00:00,3.7743,3.79,3.7197,3.7825
2022-02-02 12:00:00,3.7805,3.8262,3.772,3.8078
2022-02-02 13:00:00,3.8087,3.8233,3.7972,3.8213
2022-02-02 14:00:00,3.8231,3.8796,3.8126,3.8616
2022-02-02 15:00:00,3.8603,3.8689,3.8097,3.8512
2022-02-02 16:00:00,3.8534,3.8578,3.6549,3.7231
2022-02-02 17:00:00,3.7207,3.7521,3.6884,3.7167
2022-02-02 18:00:00,3.7192,3.7366,3.645,3.6632
2022-02-02 19:00:00,3.6643,3.6745,3.5855,3.6108
2022-02-02 20:00:00,3.6126,3.6377,3.5599,3.5748
2022-02-02 21:00:00,3.5749,3.6055,3.5345,3.5931
2022-02-02 22:00:00,3.595,3.6,3.5599,3.5704
2022-02-02 23:00:00,3.5706,3.6202,3.5608,3.6017
2022-02-03 00:00:00,3.6016,3.6446,3.5925,3.6406
2022-02-03 01:00:00,3.6409,3.6409,3.5929,3.6249
2022-02-03 02:00:00,3.6199,3.6685,3.6194,3.6574
2022-02-03 03:00:00,3.6588,3.7012,3.6473,3.6799
2022-02-03 04:00:00,3.6793,3.6793,3.5687,3.5741
2022-02-03 05:00:00,3.577,3.5852,3.5286,3.5502
2022-02-03 06:00:00,3.5495,3.654,3.5367,3.6475
2022-02-03 07:00:00,3.6431,3.647,3.5642,3.6365
2022-02-03 08:00:00,3.6343,3.6455,3.5472,3.5871
2022-02-03 09:00:00,3.5866,3.6165,3.5626,3.5939
2022-02-03 10:00:00,3.5955,3.6676,3.5879,3.6398
2022-02-03 11:00:00,3.6379,3.6505,3.5756,3.5821
2022-02-03 12:00:00,3.5765,3.6301,3.5668,3.6156
2022-02-03 13:00:00,3.6118,3.6207,3.5751,3.6002
2022-02-03 14:00:00,3.6002,3.6081,3.496,3.5216
2022-02-03 15:00:00,3.5197,3.5512,3.4999,3.52
2022-02-03 16:00:00,3.5192,3.6682,3.5189,3.6448
2022-02-03 17:00:00,3.6483,3.6593,3.6059,3.6406
2022-02-03 18:00:00,3.6326,3.6949,3.6107,3.6881
2022-02-03 19:00:00,3.6871,3.6899,3.623,3.666
2022-02-03 20:00:00,3.6664,3.6686,3.6298,3.6331
2022-02-03 21:00:00,3.6366,3.6634,3.632,3.65
2022-02-03 22:00:00,3.6555,3.6756,3.6471,3.6497
2022-02-03 23:00:00,3.6546,3.657,3.6322,3.6482
2022-02-04 00:00:00,3.6488,3.7312,3.6438,3.703
2022-02-04 01:00:00,3.7058,3.7417,3.7028,3.7163
2022-02-04 02:00:00,3.7161,3.7443,3.6992,3.7021
2022-02-04 03:00:00,3.7027,3.7338,3.6973,3.7322
2022-02-04 04:00:00,3.7317,3.7919,3.7231,3.7639
2022-02-04 05:00:00,3.7617,3.7926,3.7217,3.7405
2022-02-04 06:00:00,3.7387,3.7464,3.7151,3.7182
2022-02-04 07:00:00,3.7169,3.7264,3.69,3.7182
2022-02-04 08:00:00,3.7214,3.7464,3.6296,3.6449
2022-02-04 09:00:00,3.6485,3.7057,3.634,3.6965
2022-02-04 10:00:00,3.699,3.8608,3.6928,3.8018
2022-02-04 11:00:00,3.8054,3.9392,3.7997,3.9059
2022-02-04 12:00:00,3.9096,3.9182,3.8705,3.8998
2022-02-04 13:00:00,3.9007,3.906,3.8583,3.8717
2022-02-04 14:00:00,3.8739,3.9213,3.8625,3.9081
2022-02-04 15:00:00,3.9037,3.926,3.8927,3.8999
2022-02-04 16:00:00,3.9023,3.9786,3.8977,3.9597
2022-02-04 17:00:00,3.9559,3.9559,3.9174,3.9449
2022-02-04 18:00:00,3.9451,4.0208,3.9414,4.0095
2022-02-04 19:00:00,4.0101,4.2,3.9667,4.1382
2022-02-04 20:00:00,4.1414,4.1843,4.0789,4.1274
2022-02-04 21:00:00,4.1312,4.1942,4.1195,4.1883
2022-02-04 22:00:00,4.1915,4.2277,4.1767,4.1951
2022-02-04 23:00:00,4.1976,4.3,4.1961,4.2975
2022-02-05 00:00:00,4.2989,4.392,4.2897,4.3642
2022-02-05 01:00:00,4.3643,4.5038,4.3643,4.4075
2022-02-05 02:00:00,4.4075,4.4269,4.3336,4.3589
2022-02-05 03:00:00,4.3589,4.4063,4.3371,4.3882
2022-02-05 04:00:00,4.3902,4.4529,4.3586,4.4361
2022-02-05 05:00:00,4.4373,4.4663,4.3874,4.4519
2022-02-05 06:00:00,4.45,4.4908,4.4075,4.4145
2022-02-05 07:00:00,4.416,4.48,4.3819,4.3999
2022-02-05 08:00:00,4.3997,4.4481,4.396,4.4302
2022-02-05 09:00:00,4.4297,4.4297,4.3573,4.3814
2022-02-05 10:00:00,4.3762,4.4345,4.3475,4.404
2022-02-05 11:00:00,4.4019,4.4124,4.2595,4.2757
2022-02-05 12:00:00,4.275,4.4134,4.2225,4.3737
2022-02-05 13:00:00,4.3707,4.3725,4.312,4.3523
2022-02-05 14:00:00,4.3508,4.3508,4.281,4.3076
