datetime,USDTEUR_open,USDTEUR_high,USDTEUR_low,USDTEUR_close
2022-01-06 18:00:00,0.8861,0.8867,0.8859,0.8864
2022-01-06 19:00:00,0.8864,0.8866,0.8841,0.8866
2022-01-06 20:00:00,0.8866,0.8868,0.8859,0.8863
2022-01-06 21:00:00,0.8864,0.8866,0.8855,0.8857
2022-01-06 22:00:00,0.8857,0.8858,0.8855,0.8856
2022-01-06 23:00:00,0.8857,0.886,0.8856,0.8858
2022-01-07 00:00:00,0.8859,0.8861,0.8856,0.8856
2022-01-07 01:00:00,0.8856,0.8856,0.8812,0.8852
2022-01-07 02:00:00,0.8852,0.8857,0.8849,0.8855
2022-01-07 03:00:00,0.8854,0.8856,0.8849,0.8853
2022-01-07 04:00:00,0.8853,0.8855,0.8848,0.885
2022-01-07 05:00:00,0.8851,0.8853,0.8848,0.8849
2022-01-07 06:00:00,0.885,0.885,0.8843,0.8845
2022-01-07 07:00:00,0.8845,0.8848,0.8831,0.8844
2022-01-07 08:00:00,0.8845,0.885,0.884,0.8846
2022-01-07 09:00:00,0.8846,0.885,0.8842,0.8848
2022-01-07 10:00:00,0.8848,0.8853,0.8834,0.8851
2022-01-07 11:00:00,0.8851,0.886,0.8846,0.8856
2022-01-07 12:00:00,0.8853,0.8862,0.8853,0.886
2022-01-07 13:00:00,0.8861,0.8861,0.8844,0.8855
2022-01-07 14:00:00,0.8854,0.8856,0.8834,0.8834
2022-01-07 15:00:00,0.8836,0.8837,0.8818,0.8819
2022-01-07 16:00:00,0.882,0.8824,0.8798,0.8809
2022-01-07 17:00:00,0.881,0.8816,0.8788,0.8808
2022-01-07 18:00:00,0.8808,0.8809,0.8787,0.8805
2022-01-07 19:00:00,0.8805,0.8806,0.8789,0.8805
2022-01-07 20:00:00,0.8805,0.8815,0.8802,0.8808
2022-01-07 21:00:00,0.8807,0.8808,0.8805,0.8806
2022-01-07 22:00:00,0.8807,0.8809,0.88,0.8803
2022-01-07 23:00:00,0.8803,0.881,0.8802,0.8805
2022-01-08 00:00:00,0.8805,0.8807,0.8798,0.88
2022-01-08 01:00:00,0.8799,0.8801,0.8798,0.88
2022-01-08 02:00:00,0.88,0.8803,0.8798,0.8801
2022-01-08 03:00:00,0.8802,0.8806,0.8801,0.8806
2022-01-08 04:00:00,0.8803,0.8809,0.8803,0.8808
2022-01-08 05:00:00,0.8808,0.8808,0.8806,0.8807
2022-01-08 06:00:00,0.8807,0.881,0.8806,0.881
2022-01-08 07:00:00,0.8811,0.8818,0.881,0.8818
2022-01-08 08:00:00,0.8816,0.8827,0.8816,0.8827
2022-01-08 09:00:00,0.8826,0.8828,0.8824,0.8827
2022-01-08 10:00:00,0.8825,0.8829,0.8825,0.8826
2022-01-08 11:00:00,0.8825,0.8827,0.8824,0.8827
2022-01-08 12:00:00,0.8824,0.8827,0.8821,0.8826
2022-01-08 13:00:00,0.8823,0.8826,0.882,0.8824
2022-01-08 14:00:00,0.8823,0.8824,0.8821,0.8821
2022-01-08 15:00:00,0.8823,0.8825,0.8806,0.8816
2022-01-08 16:00:00,0.8815,0.8823,0.8815,0.8819
2022-01-08 17:00:00,0.8819,0.8822,0.8813,0.8818
2022-01-08 18:00:00,0.8818,0.8819,0.8809,0.8815
2022-01-08 19:00:00,0.8815,0.8817,0.881,0.8814
2022-01-08 20:00:00,0.8811,0.8819,0.8811,0.8812
2022-01-08 21:00:00,0.8813,0.882,0.881,0.8816
2022-01-08 22:00:00,0.8816,0.882,0.8814,0.882
2022-01-08 23:00:00,0.8818,0.882,0.881,0.8816
2022-01-09 00:00:00,0.8815,0.8816,0.8812,0.8812
2022-01-09 01:00:00,0.8812,0.8816,0.8811,0.8814
2022-01-09 02:00:00,0.8814,0.8817,0.881,0.8812
2022-01-09 03:00:00,0.8812,0.8814,0.8811,0.8813
2022-01-09 04:00:00,0.8814,0.8814,0.881,0.8812
2022-01-09 05:00:00,0.8812,0.8815,0.8812,0.8812
2022-01-09 06:00:00,0.8812,0.8814,0.881,0.8813
2022-01-09 07:00:00,0.8813,0.8815,0.8812,0.8815
2022-01-09 08:00:00,0.8814,0.8815,0.881,0.8813
2022-01-09 09:00:00,0.8811,0.8814,0.8809,0.8813
2022-01-09 10:00:00,0.8813,0.8814,0.8807,0.8811
2022-01-09 11:00:00,0.8811,0.8813,0.8807,0.8808
2022-01-09 12:00:00,0.8807,0.8811,0.8807,0.8809
2022-01-09 13:00:00,0.8809,0.8813,0.8809,0.8811
2022-01-09 14:00:00,0.8812,0.8813,0.8809,0.8812
2022-01-09 15:00:00,0.8812,0.8815,0.881,0.8812
2022-01-09 16:00:00,0.8814,0.8814,0.8809,0.8813
2022-01-09 17:00:00,0.8813,0.8819,0.8812,0.8818
2022-01-09 18:00:00,0.8819,0.8822,0.8817,0.882
2022-01-09 19:00:00,0.8821,0.8825,0.8818,0.8824
2022-01-09 20:00:00,0.8825,0.8826,0.8821,0.8822
2022-01-09 21:00:00,0.8822,0.8822,0.8816,0.8818
2022-01-09 22:00:00,0.8818,0.8818,0.8811,0.8813
2022-01-09 23:00:00,0.8812,0.8815,0.8808,0.8811
2022-01-10 00:00:00,0.8812,0.8814,0.8808,0.8809
2022-01-10 01:00:00,0.8809,0.8813,0.8808,0.8813
2022-01-10 02:00:00,0.8813,0.8819,0.8811,0.8819
2022-01-10 03:00:00,0.8819,0.8825,0.8819,0.8825
2022-01-10 04:00:00,0.8825,0.8826,0.8822,0.8826
2022-01-10 05:00:00,0.8825,0.8828,0.8825,0.8828
2022-01-10 06:00:00,0.8828,0.8833,0.8827,0.8829
2022-01-10 07:00:00,0.8829,0.8833,0.8826,0.8832
2022-01-10 08:00:00,0.8832,0.8837,0.8826,0.8827
2022-01-10 09:00:00,0.8827,0.8837,0.88,0.8834
2022-01-10 10:00:00,0.8834,0.8837,0.8828,0.8833
2022-01-10 11:00:00,0.8833,0.8838,0.8826,0.8837
2022-01-10 12:00:00,0.8835,0.8845,0.8832,0.8842
2022-01-10 13:00:00,0.8842,0.8857,0.8837,0.8857
2022-01-10 14:00:00,0.8854,0.8868,0.8835,0.8864
2022-01-10 15:00:00,0.8865,0.8868,0.8828,0.8841
2022-01-10 16:00:00,0.8841,0.8847,0.8833,0.8838
2022-01-10 17:00:00,0.8838,0.8839,0.8825,0.8831
2022-01-10 18:00:00,0.8831,0.8893,0.883,0.8836
2022-01-10 19:00:00,0.8836,0.8918,0.8835,0.8839
2022-01-10 20:00:00,0.8839,0.8888,0.883,0.8832
2022-01-10 21:00:00,0.8833,0.8837,0.8831,0.8833
2022-01-10 22:00:00,0.8833,0.8837,0.8831,0.8836
2022-01-10 23:00:00,0.8835,0.8835,0.8829,0.8831
2022-01-11 00:00:00,0.8831,0.8832,0.8828,0.883
2022-01-11 01:00:00,0.883,0.883,0.8823,0.8826
2022-01-11 02:00:00,0.8826,0.8829,0.882,0.882
2022-01-11 03:00:00,0.8821,0.8823,0.8819,0.882
2022-01-11 04:00:00,0.8821,0.8823,0.882,0.8823
2022-01-11 05:00:00,0.8822,0.8823,0.8819,0.882
2022-01-11 06:00:00,0.8821,0.8832,0.8819,0.8825
2022-01-11 07:00:00,0.8825,0.8827,0.8819,0.8823
2022-01-11 08:00:00,0.8822,0.886,0.8816,0.882
2022-01-11 09:00:00,0.8819,0.8835,0.8817,0.8832
2022-01-11 10:00:00,0.8834,0.8839,0.8828,0.8831
2022-01-11 11:00:00,0.8831,0.8834,0.8823,0.8825
2022-01-11 12:00:00,0.8826,0.8834,0.8825,0.8832
2022-01-11 13:00:00,0.8833,0.8851,0.8827,0.884
2022-01-11 14:00:00,0.8839,0.8845,0.8835,0.8841
2022-01-11 15:00:00,0.8841,0.8841,0.8818,0.883
2022-01-11 16:00:00,0.883,0.8831,0.881,0.8812
2022-01-11 17:00:00,0.8812,0.882,0.8811,0.8818
2022-01-11 18:00:00,0.8818,0.8821,0.8808,0.881
2022-01-11 19:00:00,0.8811,0.8811,0.8801,0.8809
2022-01-11 20:00:00,0.8809,0.8812,0.8807,0.8808
2022-01-11 21:00:00,0.8809,0.881,0.8807,0.8808
2022-01-11 22:00:00,0.8808,0.8808,0.8804,0.8805
2022-01-11 23:00:00,0.8805,0.8807,0.8802,0.8807
2022-01-12 00:00:00,0.8807,0.8808,0.88,0.8801
2022-01-12 01:00:00,0.8802,0.8811,0.8801,0.8803
2022-01-12 02:00:00,0.8803,0.8804,0.88,0.8802
2022-01-12 03:00:00,0.8802,0.8802,0.8797,0.8799
2022-01-12 04:00:00,0.8798,0.88,0.8797,0.8799
2022-01-12 05:00:00,0.8799,0.8799,0.8795,0.8798
2022-01-12 06:00:00,0.8798,0.8806,0.8797,0.8806
2022-01-12 07:00:00,0.8806,0.8817,0.8803,0.8811
2022-01-12 08:00:00,0.8811,0.8813,0.8802,0.8803
2022-01-12 09:00:00,0.8803,0.8809,0.8798,0.8806
2022-01-12 10:00:00,0.8805,0.8829,0.8805,0.8812
2022-01-12 11:00:00,0.8814,0.8817,0.8807,0.8811
2022-01-12 12:00:00,0.8811,0.8817,0.881,0.8815
2022-01-12 13:00:00,0.8815,0.8815,0.8781,0.8783
2022-01-12 14:00:00,0.8783,0.8789,0.8775,0.8777
2022-01-12 15:00:00,0.8776,0.8777,0.8762,0.8768
2022-01-12 16:00:00,0.8768,0.877,0.8752,0.8764
2022-01-12 17:00:00,0.8763,0.8764,0.8748,0.8749
2022-01-12 18:00:00,0.8749,0.8755,0.8748,0.8753
2022-01-12 19:00:00,0.8753,0.8754,0.8734,0.8745
2022-01-12 20:00:00,0.8745,0.8753,0.8744,0.8746
2022-01-12 21:00:00,0.8745,0.8755,0.8744,0.8754
2022-01-12 22:00:00,0.8754,0.8758,0.875,0.8756
2022-01-12 23:00:00,0.8756,0.8756,0.8749,0.8752
2022-01-13 00:00:00,0.8753,0.8753,0.8745,0.8751
2022-01-13 01:00:00,0.8751,0.8758,0.8749,0.8753
2022-01-13 02:00:00,0.8752,0.8753,0.8746,0.8747
2022-01-13 03:00:00,0.8747,0.8752,0.8746,0.8748
2022-01-13 04:00:00,0.8747,0.8754,0.8744,0.8747
2022-01-13 05:00:00,0.8746,0.8749,0.8745,0.8749
2022-01-13 06:00:00,0.8748,0.8755,0.8748,0.8751
2022-01-13 07:00:00,0.8753,0.8765,0.8733,0.8733
2022-01-13 08:00:00,0.8735,0.8736,0.8701,0.8734
2022-01-13 09:00:00,0.8734,0.8743,0.8731,0.8733
2022-01-13 10:00:00,0.8732,0.8743,0.8729,0.8737
2022-01-13 11:00:00,0.8738,0.8741,0.8729,0.8736
2022-01-13 12:00:00,0.8735,0.874,0.8729,0.8736
2022-01-13 13:00:00,0.8736,0.8739,0.8729,0.8732
2022-01-13 14:00:00,0.873,0.8733,0.8716,0.8723
2022-01-13 15:00:00,0.8724,0.8739,0.8722,0.8731
2022-01-13 16:00:00,0.8732,0.8735,0.8713,0.8729
2022-01-13 17:00:00,0.873,0.8735,0.8727,0.8733
2022-01-13 18:00:00,0.8732,0.8735,0.8729,0.8735
2022-01-13 19:00:00,0.8735,0.8736,0.8729,0.8729
2022-01-13 20:00:00,0.873,0.8738,0.87,0.8738
2022-01-13 21:00:00,0.8738,0.8744,0.8735,0.8741
2022-01-13 22:00:00,0.8742,0.8743,0.8736,0.8737
2022-01-13 23:00:00,0.8737,0.874,0.8732,0.8733
2022-01-14 00:00:00,0.8734,0.8738,0.8732,0.8734
2022-01-14 01:00:00,0.8735,0.8735,0.8726,0.8729
2022-01-14 02:00:00,0.8729,0.8732,0.8726,0.8727
2022-01-14 03:00:00,0.8727,0.8728,0.8722,0.8723
2022-01-14 04:00:00,0.8724,0.8724,0.872,0.8722
2022-01-14 05:00:00,0.8722,0.8722,0.8713,0.8719
2022-01-14 06:00:00,0.8719,0.8725,0.8715,0.8723
2022-01-14 07:00:00,0.8724,0.8729,0.8721,0.8727
2022-01-14 08:00:00,0.8727,0.8729,0.8721,0.8727
2022-01-14 09:00:00,0.8727,0.8735,0.8724,0.8733
2022-01-14 10:00:00,0.8732,0.8739,0.8731,0.8736
2022-01-14 11:00:00,0.8736,0.874,0.8734,0.8736
2022-01-14 12:00:00,0.8737,0.8747,0.8735,0.8747
2022-01-14 13:00:00,0.8746,0.8752,0.8741,0.8748
2022-01-14 14:00:00,0.8748,0.8756,0.8744,0.875
2022-01-14 15:00:00,0.8751,0.8765,0.875,0.8758
2022-01-14 16:00:00,0.8758,0.8775,0.8756,0.8771
2022-01-14 17:00:00,0.8771,0.8781,0.8771,0.8781
2022-01-14 18:00:00,0.878,0.8781,0.8771,0.8774
2022-01-14 19:00:00,0.8774,0.8775,0.8768,0.8769
2022-01-14 20:00:00,0.8769,0.8771,0.8767,0.8769
2022-01-14 21:00:00,0.8769,0.8771,0.8767,0.8771
2022-01-14 22:00:00,0.877,0.8772,0.8769,0.8769
2022-01-14 23:00:00,0.8769,0.8772,0.8767,0.8769
2022-01-15 00:00:00,0.8769,0.8773,0.8768,0.877
2022-01-15 01:00:00,0.877,0.8777,0.8769,0.8776
2022-01-15 02:00:00,0.8776,0.8781,0.8776,0.878
2022-01-15 03:00:00,0.878,0.8782,0.8779,0.8782
2022-01-15 04:00:00,0.8781,0.8784,0.878,0.8783
2022-01-15 05:00:00,0.8783,0.8785,0.8782,0.8784
2022-01-15 06:00:00,0.8784,0.8784,0.8781,0.8781
2022-01-15 07:00:00,0.8782,0.8783,0.878,0.8782
2022-01-15 08:00:00,0.8783,0.8784,0.8781,0.8782
2022-01-15 09:00:00,0.8782,0.8787,0.8782,0.8785
2022-01-15 10:00:00,0.8785,0.8788,0.8783,0.8786
2022-01-15 11:00:00,0.8786,0.8788,0.8782,0.8785
2022-01-15 12:00:00,0.8786,0.8787,0.8784,0.8787
2022-01-15 13:00:00,0.8787,0.8788,0.8784,0.8787
2022-01-15 14:00:00,0.8786,0.8787,0.8782,0.8783
2022-01-15 15:00:00,0.8783,0.8784,0.8779,0.878
2022-01-15 16:00:00,0.8781,0.8783,0.878,0.8782
2022-01-15 17:00:00,0.8781,0.8783,0.8776,0.8777
2022-01-15 18:00:00,0.8777,0.8778,0.8775,0.8776
2022-01-15 19:00:00,0.8777,0.8777,0.8775,0.8777
2022-01-15 20:00:00,0.8777,0.8779,0.8775,0.8776
2022-01-15 21:00:00,0.8775,0.8776,0.8768,0.8768
2022-01-15 22:00:00,0.8769,0.8772,0.8768,0.8772
2022-01-15 23:00:00,0.877,0.8774,0.877,0.8773
2022-01-16 00:00:00,0.8773,0.8775,0.8771,0.8775
2022-01-16 01:00:00,0.8775,0.8779,0.8775,0.8778
2022-01-16 02:00:00,0.8779,0.8784,0.8778,0.8784
2022-01-16 03:00:00,0.8784,0.8785,0.8783,0.8785
2022-01-16 04:00:00,0.8784,0.8785,0.8783,0.8784
2022-01-16 05:00:00,0.8783,0.8785,0.8781,0.8782
2022-01-16 06:00:00,0.8782,0.8783,0.878,0.8781
2022-01-16 07:00:00,0.8781,0.8782,0.8779,0.8782
2022-01-16 08:00:00,0.8782,0.8783,0.8781,0.8781
2022-01-16 09:00:00,0.8782,0.8784,0.8781,0.8782
2022-01-16 10:00:00,0.8783,0.8784,0.878,0.8782
2022-01-16 11:00:00,0.8783,0.8784,0.8779,0.878
2022-01-16 12:00:00,0.878,0.878,0.8778,0.878
2022-01-16 13:00:00,0.878,0.8782,0.8764,0.8778
2022-01-16 14:00:00,0.8778,0.8779,0.8769,0.8769
2022-01-16 15:00:00,0.8769,0.8773,0.8768,0.8772
2022-01-16 16:00:00,0.8773,0.8773,0.8766,0.8766
2022-01-16 17:00:00,0.8767,0.877,0.8766,0.8767
2022-01-16 18:00:00,0.8766,0.8771,0.8766,0.8769
2022-01-16 19:00:00,0.877,0.877,0.8766,0.8768
2022-01-16 20:00:00,0.8768,0.8772,0.8767,0.8772
2022-01-16 21:00:00,0.8771,0.8771,0.8762,0.8765
2022-01-16 22:00:00,0.8765,0.8766,0.8763,0.8766
2022-01-16 23:00:00,0.8765,0.8772,0.8765,0.877
2022-01-17 00:00:00,0.8769,0.8774,0.8769,0.8772
2022-01-17 01:00:00,0.8772,0.8775,0.877,0.8774
2022-01-17 02:00:00,0.8774,0.8774,0.8766,0.8766
2022-01-17 03:00:00,0.8767,0.8767,0.8763,0.8764
2022-01-17 04:00:00,0.8764,0.8766,0.8762,0.8763
2022-01-17 05:00:00,0.8762,0.8765,0.8762,0.8763
2022-01-17 06:00:00,0.8763,0.877,0.8763,0.877
2022-01-17 07:00:00,0.877,0.877,0.8755,0.876
2022-01-17 08:00:00,0.876,0.8761,0.8753,0.8756
2022-01-17 09:00:00,0.8757,0.8766,0.8754,0.8761
2022-01-17 10:00:00,0.8761,0.8767,0.876,0.8763
2022-01-17 11:00:00,0.8763,0.8769,0.8757,0.8765
2022-01-17 12:00:00,0.8766,0.8779,0.8763,0.8779
2022-01-17 13:00:00,0.8778,0.8784,0.8774,0.8777
2022-01-17 14:00:00,0.8776,0.8781,0.8767,0.8769
2022-01-17 15:00:00,0.877,0.8779,0.8769,0.8774
2022-01-17 16:00:00,0.8775,0.8777,0.8772,0.8773
2022-01-17 17:00:00,0.8773,0.8773,0.8767,0.877
2022-01-17 18:00:00,0.877,0.8774,0.8766,0.8774
2022-01-17 19:00:00,0.8774,0.8787,0.8773,0.8777
2022-01-17 20:00:00,0.8777,0.8777,0.8771,0.8773
2022-01-17 21:00:00,0.8773,0.8775,0.877,0.8771
2022-01-17 22:00:00,0.8771,0.8774,0.877,0.8773
2022-01-17 23:00:00,0.8772,0.8796,0.8772,0.8773
2022-01-18 00:00:00,0.8773,0.8773,0.8765,0.8766
2022-01-18 01:00:00,0.8766,0.8766,0.8763,0.8764
2022-01-18 02:00:00,0.8765,0.8767,0.8764,0.8766
2022-01-18 03:00:00,0.8766,0.8784,0.8764,0.878
2022-01-18 04:00:00,0.8779,0.878,0.8775,0.8778
2022-01-18 05:00:00,0.8778,0.8782,0.8778,0.878
2022-01-18 06:00:00,0.878,0.8784,0.8775,0.8777
2022-01-18 07:00:00,0.8777,0.8783,0.8776,0.8778
2022-01-18 08:00:00,0.8779,0.8787,0.8774,0.8781
2022-01-18 09:00:00,0.8782,0.8789,0.8778,0.8786
2022-01-18 10:00:00,0.8785,0.8785,0.8755,0.8784
2022-01-18 11:00:00,0.8783,0.8789,0.8782,0.8786
2022-01-18 12:00:00,0.8786,0.879,0.8785,0.879
2022-01-18 13:00:00,0.8789,0.88,0.8789,0.8794
2022-01-18 14:00:00,0.8794,0.8806,0.8792,0.8803
2022-01-18 15:00:00,0.8802,0.8821,0.8802,0.8821
2022-01-18 16:00:00,0.882,0.883,0.8816,0.8825
2022-01-18 17:00:00,0.8824,0.8835,0.8824,0.8834
2022-01-18 18:00:00,0.8833,0.8837,0.8828,0.8833
2022-01-18 19:00:00,0.8833,0.8833,0.8827,0.8833
2022-01-18 20:00:00,0.8832,0.8842,0.883,0.8839
2022-01-18 21:00:00,0.8838,0.8842,0.8835,0.8839
2022-01-18 22:00:00,0.8838,0.8841,0.8836,0.8837
2022-01-18 23:00:00,0.8836,0.8838,0.8832,0.8833
2022-01-19 00:00:00,0.8832,0.8839,0.8831,0.8834
2022-01-19 01:00:00,0.8833,0.884,0.8833,0.8837
2022-01-19 02:00:00,0.8837,0.8839,0.8835,0.8837
2022-01-19 03:00:00,0.8839,0.8839,0.8831,0.8835
2022-01-19 04:00:00,0.8834,0.8834,0.8831,0.8831
2022-01-19 05:00:00,0.8832,0.8833,0.8829,0.8833
2022-01-19 06:00:00,0.8833,0.8834,0.8828,0.883
2022-01-19 07:00:00,0.883,0.8833,0.8823,0.8827
2022-01-19 08:00:00,0.8827,0.8829,0.8823,0.8829
2022-01-19 09:00:00,0.8828,0.883,0.882,0.8823
2022-01-19 10:00:00,0.8826,0.8826,0.8815,0.8815
2022-01-19 11:00:00,0.8815,0.8825,0.8815,0.8823
2022-01-19 12:00:00,0.8824,0.8826,0.8809,0.8826
2022-01-19 13:00:00,0.8825,0.8826,0.8817,0.8822
2022-01-19 14:00:00,0.8822,0.8825,0.8814,0.8822
2022-01-19 15:00:00,0.8821,0.8827,0.8815,0.8823
2022-01-19 16:00:00,0.8821,0.8822,0.8812,0.8819
2022-01-19 17:00:00,0.8819,0.8823,0.8817,0.8822
2022-01-19 18:00:00,0.8821,0.8823,0.8816,0.8819
2022-01-19 19:00:00,0.8817,0.8822,0.8815,0.8818
2022-01-19 20:00:00,0.8818,0.8818,0.8813,0.8818
2022-01-19 21:00:00,0.8818,0.8821,0.8815,0.8819
2022-01-19 22:00:00,0.8818,0.8823,0.8809,0.8822
2022-01-19 23:00:00,0.8822,0.8824,0.8821,0.8823
2022-01-20 00:00:00,0.8823,0.8823,0.8813,0.8813
2022-01-20 01:00:00,0.8813,0.8814,0.8805,0.8807
2022-01-20 02:00:00,0.8807,0.8815,0.8807,0.8813
2022-01-20 03:00:00,0.8815,0.8816,0.8812,0.8815
2022-01-20 04:00:00,0.8815,0.8818,0.8814,0.8817
2022-01-20 05:00:00,0.8817,0.8821,0.8815,0.8818
2022-01-20 06:00:00,0.8818,0.8819,0.8815,0.8819
2022-01-20 07:00:00,0.882,0.882,0.8805,0.8809
2022-01-20 08:00:00,0.8808,0.8814,0.8802,0.8814
2022-01-20 09:00:00,0.8814,0.882,0.8808,0.8817
2022-01-20 10:00:00,0.8818,0.8823,0.8816,0.882
2022-01-20 11:00:00,0.882,0.883,0.8818,0.8823
2022-01-20 12:00:00,0.8823,0.883,0.8822,0.8827
2022-01-20 13:00:00,0.8827,0.8828,0.8811,0.8815
2022-01-20 14:00:00,0.8815,0.8831,0.8812,0.8825
2022-01-20 15:00:00,0.8825,0.8833,0.8812,0.8821
2022-01-20 16:00:00,0.8818,0.8829,0.8817,0.8825
2022-01-20 17:00:00,0.8828,0.883,0.8822,0.883
2022-01-20 18:00:00,0.883,0.8839,0.8827,0.8838
2022-01-20 19:00:00,0.8837,0.8844,0.8831,0.8843
2022-01-20 20:00:00,0.8843,0.8845,0.8835,0.8844
2022-01-20 21:00:00,0.8842,0.8846,0.8837,0.8842
2022-01-20 22:00:00,0.8843,0.8847,0.8837,0.8844
2022-01-20 23:00:00,0.8844,0.8846,0.8838,0.8845
2022-01-21 00:00:00,0.8843,0.8853,0.884,0.885
2022-01-21 01:00:00,0.885,0.8852,0.8838,0.8839
2022-01-21 02:00:00,0.8842,0.8845,0.8828,0.8828
2022-01-21 03:00:00,0.8828,0.884,0.8828,0.8839
2022-01-21 04:00:00,0.8836,0.8842,0.8834,0.8839
2022-01-21 05:00:00,0.8839,0.8842,0.8836,0.884
2022-01-21 06:00:00,0.884,0.884,0.8831,0.8832
2022-01-21 07:00:00,0.8833,0.884,0.8828,0.8834
2022-01-21 08:00:00,0.8833,0.8835,0.8828,0.8828
2022-01-21 09:00:00,0.8828,0.8833,0.8823,0.8827
2022-01-21 10:00:00,0.8826,0.883,0.8824,0.8826
2022-01-21 11:00:00,0.8826,0.8829,0.8823,0.8829
2022-01-21 12:00:00,0.8829,0.8829,0.8811,0.8819
2022-01-21 13:00:00,0.8817,0.8818,0.8811,0.8813
2022-01-21 14:00:00,0.8816,0.8822,0.881,0.8816
2022-01-21 15:00:00,0.8816,0.8828,0.8814,0.8822
2022-01-21 16:00:00,0.8825,0.8827,0.882,0.8825
2022-01-21 17:00:00,0.8822,0.883,0.882,0.8824
2022-01-21 18:00:00,0.8823,0.8828,0.8819,0.8821
2022-01-21 19:00:00,0.882,0.8826,0.8819,0.8825
2022-01-21 20:00:00,0.8825,0.8826,0.8815,0.8817
2022-01-21 21:00:00,0.8816,0.8826,0.8815,0.882
2022-01-21 22:00:00,0.8819,0.8832,0.881,0.8825
2022-01-21 23:00:00,0.8825,0.8832,0.8821,0.8827
2022-01-22 00:00:00,0.8828,0.8836,0.8825,0.883
2022-01-22 01:00:00,0.883,0.8843,0.8829,0.8837
2022-01-22 02:00:00,0.8838,0.8839,0.8835,0.8835
2022-01-22 03:00:00,0.8836,0.8838,0.8832,0.8835
2022-01-22 04:00:00,0.8834,0.8835,0.883,0.8831
2022-01-22 05:00:00,0.8834,0.8834,0.8825,0.8829
2022-01-22 06:00:00,0.883,0.883,0.8818,0.8822
2022-01-22 07:00:00,0.882,0.8826,0.8812,0.8814
2022-01-22 08:00:00,0.8814,0.8818,0.881,0.8818
2022-01-22 09:00:00,0.8818,0.8822,0.881,0.8812
2022-01-22 10:00:00,0.8814,0.883,0.8804,0.883
2022-01-22 11:00:00,0.883,0.8841,0.8828,0.8833
2022-01-22 12:00:00,0.8832,0.8847,0.8827,0.8845
2022-01-22 13:00:00,0.8845,0.8848,0.884,0.8841
2022-01-22 14:00:00,0.8842,0.8843,0.8836,0.884
2022-01-22 15:00:00,0.884,0.884,0.883,0.8832
2022-01-22 16:00:00,0.8832,0.8832,0.8826,0.883
2022-01-22 17:00:00,0.8828,0.8834,0.8827,0.883
2022-01-22 18:00:00,0.883,0.8834,0.8826,0.883
2022-01-22 19:00:00,0.883,0.8835,0.8828,0.8835
2022-01-22 20:00:00,0.8835,0.8836,0.8826,0.8827
2022-01-22 21:00:00,0.8827,0.8836,0.8827,0.8832
2022-01-22 22:00:00,0.8833,0.8835,0.883,0.8831
2022-01-22 23:00:00,0.8831,0.8836,0.883,0.8832
2022-01-23 00:00:00,0.8832,0.8834,0.883,0.8833
2022-01-23 01:00:00,0.8833,0.8834,0.8829,0.8829
2022-01-23 02:00:00,0.8829,0.8832,0.8828,0.8831
2022-01-23 03:00:00,0.883,0.8834,0.883,0.8832
2022-01-23 04:00:00,0.8832,0.8836,0.8831,0.8836
2022-01-23 05:00:00,0.8837,0.8838,0.8831,0.8833
2022-01-23 06:00:00,0.8833,0.884,0.8832,0.8839
2022-01-23 07:00:00,0.8839,0.8844,0.8837,0.8841
2022-01-23 08:00:00,0.8843,0.8844,0.8835,0.884
2022-01-23 09:00:00,0.884,0.885,0.8839,0.8845
2022-01-23 10:00:00,0.8845,0.8845,0.8839,0.8842
2022-01-23 11:00:00,0.8842,0.8845,0.8837,0.8839
2022-01-23 12:00:00,0.8839,0.884,0.8832,0.8836
2022-01-23 13:00:00,0.8835,0.884,0.883,0.884
2022-01-23 14:00:00,0.8839,0.884,0.8828,0.8831
2022-01-23 15:00:00,0.8831,0.8833,0.8829,0.883
2022-01-23 16:00:00,0.8829,0.8834,0.8823,0.8834
2022-01-23 17:00:00,0.8834,0.8835,0.883,0.8832
2022-01-23 18:00:00,0.8832,0.8834,0.8825,0.8825
2022-01-23 19:00:00,0.8828,0.8831,0.8824,0.8826
2022-01-23 20:00:00,0.8828,0.8831,0.8823,0.883
2022-01-23 21:00:00,0.883,0.883,0.8822,0.8823
2022-01-23 22:00:00,0.8824,0.8829,0.8822,0.8829
2022-01-23 23:00:00,0.8829,0.8831,0.8824,0.883
2022-01-24 00:00:00,0.883,0.8832,0.8826,0.8826
2022-01-24 01:00:00,0.8827,0.883,0.8825,0.8828
2022-01-24 02:00:00,0.8827,0.8832,0.8827,0.8831
2022-01-24 03:00:00,0.883,0.8836,0.8829,0.8834
2022-01-24 04:00:00,0.8834,0.8836,0.8832,0.8832
2022-01-24 05:00:00,0.8832,0.8839,0.8832,0.8839
2022-01-24 06:00:00,0.8839,0.8845,0.8838,0.8838
2022-01-24 07:00:00,0.884,0.8842,0.8834,0.8837
2022-01-24 08:00:00,0.8837,0.8844,0.8829,0.8839
2022-01-24 09:00:00,0.8838,0.8839,0.8826,0.8834
2022-01-24 10:00:00,0.8833,0.8844,0.8817,0.8838
2022-01-24 11:00:00,0.8838,0.8851,0.8834,0.885
2022-01-24 12:00:00,0.8849,0.8854,0.8845,0.8854
2022-01-24 13:00:00,0.8854,0.886,0.8846,0.8858
