datetime,LAZIOBUSD_open,LAZIOBUSD_high,LAZIOBUSD_low,LAZIOBUSD_close
2022-01-04 10:00:00,4.6056,4.6248,4.5687,4.5687
2022-01-04 11:00:00,4.5687,4.575,4.547,4.5554
2022-01-04 12:00:00,4.572,4.594,4.5494,4.5697
2022-01-04 13:00:00,4.5662,4.5676,4.5027,4.524
2022-01-04 14:00:00,4.5234,4.5595,4.5185,4.5185
2022-01-04 15:00:00,4.5328,4.5508,4.5196,4.5507
2022-01-04 16:00:00,4.5503,4.5503,4.5099,4.5347
2022-01-04 17:00:00,4.522,4.5457,4.5185,4.5332
2022-01-04 18:00:00,4.5403,4.5475,4.509,4.509
2022-01-04 19:00:00,4.502,4.5561,4.5003,4.5561
2022-01-04 20:00:00,4.5542,4.5718,4.5484,4.5718
2022-01-04 21:00:00,4.5716,4.5721,4.5555,4.5611
2022-01-04 22:00:00,4.5722,4.5808,4.5638,4.5699
2022-01-04 23:00:00,4.5742,4.5742,4.5421,4.5421
2022-01-05 00:00:00,4.5421,4.55,4.522,4.55
2022-01-05 01:00:00,4.55,4.562,4.5365,4.5591
2022-01-05 02:00:00,4.559,4.5761,4.5554,4.5761
2022-01-05 03:00:00,4.5807,4.6062,4.5696,4.5789
2022-01-05 04:00:00,4.5786,4.597,4.5684,4.597
2022-01-05 05:00:00,4.5969,4.6109,4.5754,4.6109
2022-01-05 06:00:00,4.5809,4.5809,4.5355,4.5712
2022-01-05 07:00:00,4.5472,4.5504,4.5216,4.5348
2022-01-05 08:00:00,4.5505,4.5601,4.5352,4.5456
2022-01-05 09:00:00,4.5456,4.5742,4.531,4.54
2022-01-05 10:00:00,4.5678,4.5678,4.53,4.53
2022-01-05 11:00:00,4.5288,4.5425,4.5119,4.5119
2022-01-05 12:00:00,4.5128,4.5341,4.4878,4.4878
2022-01-05 13:00:00,4.4878,4.4878,4.4414,4.4461
2022-01-05 14:00:00,4.4523,4.4601,4.28,4.28
2022-01-05 15:00:00,4.2925,4.3286,4.1351,4.2619
2022-01-05 16:00:00,4.2398,4.3214,4.2036,4.2449
2022-01-05 17:00:00,4.2435,4.2621,4.1751,4.2275
2022-01-05 18:00:00,4.2621,4.3071,4.2336,4.2848
2022-01-05 19:00:00,4.2879,4.3496,4.2879,4.33
2022-01-05 20:00:00,4.3132,4.3132,4.2249,4.2671
2022-01-05 21:00:00,4.2704,4.2704,4.1897,4.1941
2022-01-05 22:00:00,4.1958,4.1963,4.0499,4.0903
2022-01-05 23:00:00,4.0864,4.1286,4.0498,4.109
2022-01-06 00:00:00,4.109,4.1795,4.0789,4.1795
2022-01-06 01:00:00,4.1708,4.2027,4.1395,4.1901
2022-01-06 02:00:00,4.1615,4.1615,4.13,4.152
2022-01-06 03:00:00,4.1303,4.1467,4.1168,4.1452
2022-01-06 04:00:00,4.1564,4.5146,4.1564,4.2659
2022-01-06 05:00:00,4.2673,5.3,4.2673,5.035
2022-01-06 06:00:00,5.0063,5.25,4.758,4.78
2022-01-06 07:00:00,4.78,4.9,4.5522,4.66
2022-01-06 08:00:00,4.6655,4.7002,4.4996,4.56
2022-01-06 09:00:00,4.56,4.5671,4.42,4.42
2022-01-06 10:00:00,4.4296,4.7125,4.4296,4.5277
2022-01-06 11:00:00,4.5279,4.6366,4.4597,4.4723
2022-01-06 12:00:00,4.4704,4.6499,4.4652,4.4797
2022-01-06 13:00:00,4.4806,4.5346,4.4653,4.4895
2022-01-06 14:00:00,4.4895,4.5213,4.4341,4.4341
2022-01-06 15:00:00,4.4259,4.4385,4.3595,4.427
2022-01-06 16:00:00,4.411,4.4499,4.3977,4.4066
2022-01-06 17:00:00,4.4067,4.4103,4.3535,4.3945
2022-01-06 18:00:00,4.41,4.4999,4.4099,4.4796
2022-01-06 19:00:00,4.4354,4.4398,4.3836,4.3895
2022-01-06 20:00:00,4.4266,4.4703,4.3941,4.4331
2022-01-06 21:00:00,4.4393,4.4416,4.3751,4.416
2022-01-06 22:00:00,4.3692,4.3692,4.1743,4.1969
2022-01-06 23:00:00,4.2256,4.2642,4.1083,4.2436
2022-01-07 00:00:00,4.2506,4.2983,4.1724,4.2069
2022-01-07 01:00:00,4.2118,4.2121,4.1423,4.2006
2022-01-07 02:00:00,4.2005,4.3921,4.05,4.3806
2022-01-07 03:00:00,4.3446,4.3784,4.2472,4.2742
2022-01-07 04:00:00,4.2421,4.3012,4.2413,4.282
2022-01-07 05:00:00,4.2849,4.4166,4.2319,4.2684
2022-01-07 06:00:00,4.2661,4.3002,4.2317,4.2715
2022-01-07 07:00:00,4.2826,4.2911,4.245,4.2598
2022-01-07 08:00:00,4.2604,4.28,4.1701,4.1921
2022-01-07 09:00:00,4.163,4.2576,4.163,4.2222
2022-01-07 10:00:00,4.2191,4.224,4.0911,4.1451
2022-01-07 11:00:00,4.1412,4.2173,4.1307,4.2172
2022-01-07 12:00:00,4.2069,4.2138,4.1735,4.2059
2022-01-07 13:00:00,4.1952,4.1962,4.1286,4.14
2022-01-07 14:00:00,4.1432,4.1767,4.1376,4.1688
2022-01-07 15:00:00,4.1688,4.1787,4.1514,4.1784
2022-01-07 16:00:00,4.1781,4.1781,4.1511,4.1685
2022-01-07 17:00:00,4.1561,4.2068,4.0974,4.1644
2022-01-07 18:00:00,4.2356,4.2537,4.1439,4.1991
2022-01-07 19:00:00,4.18,4.2379,4.18,4.2196
2022-01-07 20:00:00,4.2402,4.2454,4.197,4.2201
2022-01-07 21:00:00,4.2142,4.2157,4.1736,4.1838
2022-01-07 22:00:00,4.1858,4.2535,4.143,4.241
2022-01-07 23:00:00,4.2567,4.2639,4.2092,4.2576
2022-01-08 00:00:00,4.2333,4.2606,4.2085,4.2606
2022-01-08 01:00:00,4.2607,4.2898,4.2515,4.2522
2022-01-08 02:00:00,4.2522,4.2836,4.2316,4.2481
2022-01-08 03:00:00,4.2414,4.2632,4.2221,4.2271
2022-01-08 04:00:00,4.2419,4.2848,4.2395,4.2529
2022-01-08 05:00:00,4.2474,4.2474,4.1973,4.2025
2022-01-08 06:00:00,4.2086,4.2306,4.2065,4.22
2022-01-08 07:00:00,4.2112,4.2121,4.1751,4.1944
2022-01-08 08:00:00,4.1955,4.2575,4.1955,4.2425
2022-01-08 09:00:00,4.2491,4.2491,4.1948,4.1948
2022-01-08 10:00:00,4.1948,4.1948,4.15,4.1543
2022-01-08 11:00:00,4.1423,4.1757,4.11,4.126
2022-01-08 12:00:00,4.1193,4.1292,4.03,4.0357
2022-01-08 13:00:00,4.0369,4.0499,3.9308,3.9343
2022-01-08 14:00:00,3.9037,3.9549,3.8958,3.9133
2022-01-08 15:00:00,3.9272,4.0608,3.9272,3.9642
2022-01-08 16:00:00,3.9772,4.0569,3.9761,4.0401
2022-01-08 17:00:00,4.028,4.0741,4.0,4.0524
2022-01-08 18:00:00,4.0502,4.0502,3.9976,4.0302
2022-01-08 19:00:00,3.9907,4.0808,3.9608,4.0808
2022-01-08 20:00:00,4.0999,4.1071,4.0268,4.0745
2022-01-08 21:00:00,4.0951,4.1295,4.0951,4.1278
2022-01-08 22:00:00,4.1174,4.1483,4.0693,4.0693
2022-01-08 23:00:00,4.0892,4.1404,4.0668,4.14
2022-01-09 00:00:00,4.1407,4.1668,4.133,4.1608
2022-01-09 01:00:00,4.1824,4.1887,4.134,4.1528
2022-01-09 02:00:00,4.1528,4.1582,4.0919,4.1078
2022-01-09 03:00:00,4.1136,4.1137,4.0751,4.1067
2022-01-09 04:00:00,4.0982,4.1058,4.0046,4.0125
2022-01-09 05:00:00,4.0125,4.0832,3.9944,4.0615
2022-01-09 06:00:00,4.0773,4.0886,4.0572,4.066
2022-01-09 07:00:00,4.0589,4.0638,4.0278,4.0551
2022-01-09 08:00:00,4.0577,4.0765,4.0535,4.0748
2022-01-09 09:00:00,4.0763,4.1097,4.0563,4.1097
2022-01-09 10:00:00,4.0655,4.077,4.0424,4.0496
2022-01-09 11:00:00,4.0512,4.1,4.0354,4.1
2022-01-09 12:00:00,4.1153,4.1154,4.0714,4.0955
2022-01-09 13:00:00,4.0955,4.1192,4.0889,4.092
2022-01-09 14:00:00,4.0675,4.1256,4.0674,4.1108
2022-01-09 15:00:00,4.1108,4.1504,4.08,4.1019
2022-01-09 16:00:00,4.0913,4.0926,4.0555,4.0582
2022-01-09 17:00:00,4.0757,4.0774,4.0376,4.0376
2022-01-09 18:00:00,4.0378,4.0522,4.0104,4.0104
2022-01-09 19:00:00,4.0463,4.0681,4.0185,4.0185
2022-01-09 20:00:00,4.033,4.0485,4.033,4.0485
2022-01-09 21:00:00,4.0485,4.0798,4.0466,4.0798
2022-01-09 22:00:00,4.0798,4.11,4.0798,4.0972
2022-01-09 23:00:00,4.0874,4.12,4.0834,4.1102
2022-01-10 00:00:00,4.1076,4.1251,4.0698,4.0854
2022-01-10 01:00:00,4.0851,4.0851,4.0492,4.0744
2022-01-10 02:00:00,4.0733,4.1016,4.0622,4.0915
2022-01-10 03:00:00,4.0915,4.0915,4.0426,4.0726
2022-01-10 04:00:00,4.0747,4.1001,4.0516,4.0695
2022-01-10 05:00:00,4.0683,4.0999,4.0683,4.0707
2022-01-10 06:00:00,4.0707,4.0707,4.0101,4.0143
2022-01-10 07:00:00,4.0349,4.0349,3.9145,3.9302
2022-01-10 08:00:00,3.9221,3.9611,3.8611,3.8611
2022-01-10 09:00:00,3.8501,4.0997,3.7147,3.8971
2022-01-10 10:00:00,3.8891,3.8911,3.8142,3.877
2022-01-10 11:00:00,3.8608,3.9281,3.8315,3.928
2022-01-10 12:00:00,3.9275,3.9431,3.7705,3.8286
2022-01-10 13:00:00,3.8152,3.8284,3.7875,3.8284
2022-01-10 14:00:00,3.8104,3.8235,3.7745,3.7862
2022-01-10 15:00:00,3.7952,3.901,3.7805,3.8824
2022-01-10 16:00:00,3.8766,3.9045,3.8237,3.846
2022-01-10 17:00:00,3.8382,3.8508,3.8063,3.84
2022-01-10 18:00:00,3.8381,3.8702,3.8381,3.8692
2022-01-10 19:00:00,3.8692,3.8695,3.8347,3.861
2022-01-10 20:00:00,3.8539,3.8976,3.85,3.8947
2022-01-10 21:00:00,3.9072,3.9586,3.8656,3.9178
2022-01-10 22:00:00,3.9301,3.9337,3.9019,3.9337
2022-01-10 23:00:00,3.9485,3.9687,3.923,3.9316
2022-01-11 00:00:00,3.9316,3.9316,3.8774,3.9
2022-01-11 01:00:00,3.8941,3.9167,3.8565,3.8802
2022-01-11 02:00:00,3.8822,4.2968,3.8822,4.2252
2022-01-11 03:00:00,4.2317,4.43,4.1,4.1409
2022-01-11 04:00:00,4.1732,4.49,4.1429,4.3844
2022-01-11 05:00:00,4.3849,4.3935,4.1583,4.2597
2022-01-11 06:00:00,4.2584,4.3045,4.1021,4.1539
2022-01-11 07:00:00,4.1518,4.3551,4.062,4.2655
2022-01-11 08:00:00,4.2499,4.6281,4.2379,4.4128
2022-01-11 09:00:00,4.3818,4.3846,4.2552,4.3199
2022-01-11 10:00:00,4.3199,4.3762,4.2096,4.2802
2022-01-11 11:00:00,4.2859,4.2859,4.1904,4.2365
2022-01-11 12:00:00,4.2236,4.2462,4.1607,4.1994
2022-01-11 13:00:00,4.1836,4.2276,4.1707,4.2276
2022-01-11 14:00:00,4.2276,4.2462,4.1742,4.2
2022-01-11 15:00:00,4.1993,4.2249,4.1683,4.1978
2022-01-11 16:00:00,4.1975,4.1978,4.1656,4.1827
2022-01-11 17:00:00,4.1826,4.1828,4.1602,4.1705
2022-01-11 18:00:00,4.1819,4.1935,4.172,4.1935
2022-01-11 19:00:00,4.1935,4.1968,4.1501,4.173
2022-01-11 20:00:00,4.173,4.173,4.1503,4.1503
2022-01-11 21:00:00,4.1609,4.1609,4.1027,4.1277
2022-01-11 22:00:00,4.1279,4.1428,4.1077,4.1428
2022-01-11 23:00:00,4.1433,4.1486,4.1306,4.1464
2022-01-12 00:00:00,4.1359,4.1478,4.1189,4.1463
2022-01-12 01:00:00,4.1463,4.1518,4.118,4.1329
2022-01-12 02:00:00,4.133,4.249,4.1318,4.1903
2022-01-12 03:00:00,4.159,4.1936,4.14,4.1504
2022-01-12 04:00:00,4.1635,4.22,4.1521,4.1906
2022-01-12 05:00:00,4.1899,4.2169,4.1759,4.1846
2022-01-12 06:00:00,4.1987,4.251,4.1987,4.2267
2022-01-12 07:00:00,4.2338,4.2361,4.2011,4.21
2022-01-12 08:00:00,4.2099,4.2187,4.1928,4.205
2022-01-12 09:00:00,4.2141,4.2399,4.1894,4.2399
2022-01-12 10:00:00,4.2399,4.2851,4.2339,4.2809
2022-01-12 11:00:00,4.2808,4.34,4.249,4.2601
2022-01-12 12:00:00,4.268,4.3379,4.268,4.3234
2022-01-12 13:00:00,4.3234,4.3234,4.2811,4.2974
2022-01-12 14:00:00,4.2786,4.3206,4.2664,4.3206
2022-01-12 15:00:00,4.3164,4.3164,4.28,4.2801
2022-01-12 16:00:00,4.28,4.324,4.269,4.2863
2022-01-12 17:00:00,4.2645,4.2896,4.2549,4.2592
2022-01-12 18:00:00,4.2778,4.2882,4.2608,4.2869
2022-01-12 19:00:00,4.2882,4.2882,4.26,4.2621
2022-01-12 20:00:00,4.2752,4.2773,4.2634,4.2634
2022-01-12 21:00:00,4.2544,4.2966,4.2543,4.2729
2022-01-12 22:00:00,4.2704,4.298,4.2651,4.2651
2022-01-12 23:00:00,4.2956,4.2956,4.2691,4.2691
2022-01-13 00:00:00,4.2949,4.2949,4.2495,4.2585
2022-01-13 01:00:00,4.2505,4.2706,4.2168,4.2373
2022-01-13 02:00:00,4.2443,4.2443,4.221,4.2358
2022-01-13 03:00:00,4.2373,4.2469,4.214,4.2343
2022-01-13 04:00:00,4.2394,4.2543,4.2266,4.2541
2022-01-13 05:00:00,4.26,4.6088,4.2576,4.4111
2022-01-13 06:00:00,4.4044,4.4118,4.2427,4.3089
2022-01-13 07:00:00,4.3089,4.3924,4.3067,4.3372
2022-01-13 08:00:00,4.3372,4.3396,4.288,4.3044
2022-01-13 09:00:00,4.3124,4.3701,4.3066,4.3406
2022-01-13 10:00:00,4.3294,4.3294,4.2066,4.2703
2022-01-13 11:00:00,4.2634,4.2774,4.233,4.2774
2022-01-13 12:00:00,4.2372,4.2999,4.2348,4.2502
2022-01-13 13:00:00,4.2756,4.5551,4.2756,4.4912
2022-01-13 14:00:00,4.4938,4.5229,4.329,4.3358
2022-01-13 15:00:00,4.3691,4.3691,4.27,4.3025
2022-01-13 16:00:00,4.3077,4.3755,4.2788,4.3571
2022-01-13 17:00:00,4.3734,4.4414,4.3314,4.3557
2022-01-13 18:00:00,4.3272,4.3523,4.317,4.3523
2022-01-13 19:00:00,4.338,4.4445,4.338,4.4387
2022-01-13 20:00:00,4.4421,4.4751,4.3938,4.3938
2022-01-13 21:00:00,4.3991,4.4525,4.3991,4.4215
2022-01-13 22:00:00,4.4414,4.4414,4.3861,4.4087
2022-01-13 23:00:00,4.3787,4.4051,4.3402,4.35
2022-01-14 00:00:00,4.3497,4.3672,4.3308,4.3577
2022-01-14 01:00:00,4.3553,4.3577,4.3138,4.315
2022-01-14 02:00:00,4.3116,4.5051,4.3116,4.4989
2022-01-14 03:00:00,4.48,4.5064,4.3658,4.3813
2022-01-14 04:00:00,4.394,4.4091,4.3806,4.3918
2022-01-14 05:00:00,4.3738,4.3841,4.3061,4.3339
2022-01-14 06:00:00,4.3339,4.3876,4.3339,4.364
2022-01-14 07:00:00,4.3462,4.3856,4.3275,4.3283
2022-01-14 08:00:00,4.3304,4.4076,4.3304,4.3718
2022-01-14 09:00:00,4.3718,4.3862,4.3188,4.3721
2022-01-14 10:00:00,4.3692,4.3872,4.3322,4.3664
2022-01-14 11:00:00,4.3453,4.4028,4.3453,4.3765
2022-01-14 12:00:00,4.3618,4.3734,4.3521,4.3574
2022-01-14 13:00:00,4.3535,4.388,4.3363,4.3879
2022-01-14 14:00:00,4.3879,4.3933,4.3409,4.3722
2022-01-14 15:00:00,4.3501,4.3765,4.3394,4.3555
2022-01-14 16:00:00,4.3688,4.3696,4.343,4.3592
2022-01-14 17:00:00,4.3397,4.3664,4.333,4.3347
2022-01-14 18:00:00,4.3525,4.3689,4.3291,4.3533
2022-01-14 19:00:00,4.3369,4.3507,4.3151,4.3507
2022-01-14 20:00:00,4.3575,4.3608,4.3509,4.3509
2022-01-14 21:00:00,4.3516,4.3628,4.3436,4.3628
2022-01-14 22:00:00,4.3655,4.3704,4.3626,4.3654
2022-01-14 23:00:00,4.3595,4.3598,4.3327,4.3327
2022-01-15 00:00:00,4.3537,4.3656,4.3412,4.3597
2022-01-15 01:00:00,4.36,4.39,4.3598,4.3662
2022-01-15 02:00:00,4.3662,4.3889,4.3542,4.3889
2022-01-15 03:00:00,4.3798,4.3842,4.3684,4.3705
2022-01-15 04:00:00,4.3757,4.3857,4.3584,4.3711
2022-01-15 05:00:00,4.3668,4.3902,4.3668,4.3677
2022-01-15 06:00:00,4.3713,4.3847,4.3616,4.3649
2022-01-15 07:00:00,4.3833,4.39,4.3565,4.3565
2022-01-15 08:00:00,4.369,4.3899,4.369,4.3899
2022-01-15 09:00:00,4.3899,4.4299,4.3686,4.39
2022-01-15 10:00:00,4.412,4.4209,4.3769,4.4209
2022-01-15 11:00:00,4.4057,4.4192,4.399,4.4006
2022-01-15 12:00:00,4.4002,4.4178,4.391,4.397
2022-01-15 13:00:00,4.39,4.4038,4.3836,4.3908
2022-01-15 14:00:00,4.3848,4.4087,4.3716,4.391
2022-01-15 15:00:00,4.4096,4.4153,4.3799,4.3799
2022-01-15 16:00:00,4.3739,4.3956,4.362,4.3796
2022-01-15 17:00:00,4.3671,4.3797,4.3538,4.3632
2022-01-15 18:00:00,4.3539,4.3784,4.3539,4.3707
2022-01-15 19:00:00,4.3576,4.366,4.349,4.349
2022-01-15 20:00:00,4.3499,4.3499,4.3219,4.3407
2022-01-15 21:00:00,4.3344,4.335,4.234,4.2531
2022-01-15 22:00:00,4.2749,4.2753,4.2473,4.2753
2022-01-15 23:00:00,4.2695,4.2819,4.2688,4.2819
2022-01-16 00:00:00,4.2969,4.3049,4.2848,4.285
2022-01-16 01:00:00,4.2845,4.3243,4.282,4.3243
2022-01-16 02:00:00,4.3238,4.35,4.3052,4.35
2022-01-16 03:00:00,4.3299,4.362,4.3197,4.3588
2022-01-16 04:00:00,4.3538,4.3729,4.3426,4.3567
2022-01-16 05:00:00,4.3736,4.3855,4.3078,4.314
2022-01-16 06:00:00,4.3,4.3334,4.3,4.3272
2022-01-16 07:00:00,4.3383,4.3406,4.3058,4.3198
2022-01-16 08:00:00,4.3041,4.3115,4.271,4.2907
2022-01-16 09:00:00,4.2948,4.3268,4.2887,4.3081
2022-01-16 10:00:00,4.3124,4.3248,4.301,4.3185
2022-01-16 11:00:00,4.3242,4.35,4.3183,4.3421
2022-01-16 12:00:00,4.35,4.3549,4.326,4.327
2022-01-16 13:00:00,4.3268,4.3447,4.3177,4.3424
2022-01-16 14:00:00,4.3324,4.3424,4.3097,4.3097
2022-01-16 15:00:00,4.3,4.3294,4.2947,4.3043
2022-01-16 16:00:00,4.3043,4.3389,4.3043,4.3389
2022-01-16 17:00:00,4.3095,4.3342,4.3095,4.3328
2022-01-16 18:00:00,4.3324,4.3324,4.3324,4.3324
2022-01-16 19:00:00,4.332,4.3324,4.3045,4.3275
2022-01-16 20:00:00,4.3052,4.3213,4.3002,4.3002
2022-01-16 21:00:00,4.3296,4.3296,4.2924,4.2924
2022-01-16 22:00:00,4.2798,4.2919,4.2601,4.2762
2022-01-16 23:00:00,4.26,4.2753,4.2532,4.2602
2022-01-17 00:00:00,4.2502,4.2683,4.25,4.2573
2022-01-17 01:00:00,4.2743,4.2826,4.2575,4.2826
2022-01-17 02:00:00,4.2903,4.3914,4.2903,4.3266
2022-01-17 03:00:00,4.3228,4.3358,4.3151,4.3151
2022-01-17 04:00:00,4.308,4.3498,4.2996,4.3244
2022-01-17 05:00:00,4.3246,4.5557,4.3186,4.5148
2022-01-17 06:00:00,4.5094,4.5243,4.3596,4.3596
2022-01-17 07:00:00,4.3539,4.3595,4.3001,4.339
2022-01-17 08:00:00,4.3375,4.3395,4.3128,4.3129
2022-01-17 09:00:00,4.3145,4.3332,4.2861,4.2965
2022-01-17 10:00:00,4.2965,4.3033,4.2531,4.2531
2022-01-17 11:00:00,4.2501,4.2556,4.1957,4.2036
2022-01-17 12:00:00,4.1984,4.2754,4.1802,4.2444
2022-01-17 13:00:00,4.2169,4.2419,4.1847,4.2064
2022-01-17 14:00:00,4.2459,4.2569,4.2233,4.2233
2022-01-17 15:00:00,4.23,4.2384,4.1845,4.2096
2022-01-17 16:00:00,4.2078,4.2078,4.1251,4.1507
2022-01-17 17:00:00,4.1507,4.1999,4.1262,4.1641
2022-01-17 18:00:00,4.1423,4.1991,4.1423,4.1972
2022-01-17 19:00:00,4.1821,4.2156,4.1821,4.2
2022-01-17 20:00:00,4.2143,4.2206,4.1963,4.2
2022-01-17 21:00:00,4.2025,4.2062,4.1856,4.2062
2022-01-17 22:00:00,4.2139,4.2139,4.1794,4.1794
2022-01-17 23:00:00,4.1927,4.2047,4.1922,4.1933
2022-01-18 00:00:00,4.2054,4.3482,4.18,4.3334
2022-01-18 01:00:00,4.3009,4.3346,4.2347,4.2541
2022-01-18 02:00:00,4.2489,4.2767,4.2319,4.2729
2022-01-18 03:00:00,4.2647,4.2651,4.1829,4.1829
2022-01-18 04:00:00,4.1721,4.2186,4.1658,4.2035
2022-01-18 05:00:00,4.2169,4.2169,4.1853,4.1853
2022-01-18 06:00:00,4.185,4.1853,4.121,4.1698
2022-01-18 07:00:00,4.1605,4.2069,4.1384,4.148
2022-01-18 08:00:00,4.1455,4.1778,4.0726,4.1666
2022-01-18 09:00:00,4.1728,4.1728,4.1251,4.1251
2022-01-18 10:00:00,4.1091,4.1306,4.0751,4.108
2022-01-18 11:00:00,4.1111,4.124,4.0384,4.0835
2022-01-18 12:00:00,4.0899,4.0935,4.05,4.0542
2022-01-18 13:00:00,4.0577,4.07,4.0487,4.07
2022-01-18 14:00:00,4.0543,4.0706,4.0418,4.0652
2022-01-18 15:00:00,4.0562,4.15,4.0448,4.15
2022-01-18 16:00:00,4.15,4.15,4.0771,4.1195
2022-01-18 17:00:00,4.108,4.1363,4.1076,4.1363
2022-01-18 18:00:00,4.1194,4.1292,4.1079,4.1093
2022-01-18 19:00:00,4.1278,4.1278,4.104,4.1127
2022-01-18 20:00:00,4.116,4.1538,4.1001,4.1538
2022-01-18 21:00:00,4.1325,4.1769,4.1325,4.1554
2022-01-18 22:00:00,4.1481,4.1481,4.0679,4.0906
2022-01-18 23:00:00,4.0907,4.0911,4.0652,4.078
2022-01-19 00:00:00,4.078,4.1681,4.078,4.1587
2022-01-19 01:00:00,4.1365,4.1504,4.1227,4.1227
2022-01-19 02:00:00,4.0947,4.0947,4.0268,4.0268
2022-01-19 03:00:00,4.0371,4.0391,3.9862,4.0381
2022-01-19 04:00:00,4.0384,4.0504,4.0264,4.0406
2022-01-19 05:00:00,4.0218,4.0749,3.999,4.0394
2022-01-19 06:00:00,4.0431,4.0999,4.0431,4.0738
2022-01-19 07:00:00,4.1048,4.1048,4.0535,4.076
2022-01-19 08:00:00,4.094,4.094,4.0422,4.0551
2022-01-19 09:00:00,4.0678,4.122,4.0453,4.1196
2022-01-19 10:00:00,4.1196,4.1196,4.0772,4.1047
2022-01-19 11:00:00,4.1046,4.1047,4.0696,4.0788
2022-01-19 12:00:00,4.0806,4.1186,4.0462,4.0738
2022-01-19 13:00:00,4.063,4.0775,4.0405,4.0566
2022-01-19 14:00:00,4.0407,4.055,4.0234,4.0545
2022-01-19 15:00:00,4.0543,4.0569,4.0195,4.0195
2022-01-19 16:00:00,4.038,4.0529,4.0334,4.035
2022-01-19 17:00:00,4.0153,4.0297,4.0094,4.0155
2022-01-19 18:00:00,4.0155,4.0196,4.0009,4.0085
2022-01-19 19:00:00,4.018,4.0196,4.0002,4.0109
2022-01-19 20:00:00,4.0001,4.0135,3.9863,4.0034
2022-01-19 21:00:00,4.0223,4.0223,3.9831,4.0017
2022-01-19 22:00:00,3.9999,4.0113,3.9977,4.0109
2022-01-19 23:00:00,4.0175,4.0827,4.0159,4.0516
2022-01-20 00:00:00,4.05,4.0619,4.0302,4.0305
2022-01-20 01:00:00,4.0425,4.0539,3.9985,4.0149
2022-01-20 02:00:00,4.0158,4.0274,4.0139,4.0231
2022-01-20 03:00:00,4.0257,4.0358,4.0164,4.0355
2022-01-20 04:00:00,4.0377,4.1625,4.0246,4.1046
2022-01-20 05:00:00,4.1046,4.1084,4.0674,4.0674
2022-01-20 06:00:00,4.0751,4.1017,4.0147,4.0317
2022-01-20 07:00:00,4.0133,4.0446,4.0015,4.0242
2022-01-20 08:00:00,4.0303,4.0702,4.0154,4.0607
2022-01-20 09:00:00,4.0647,4.1173,3.9801,4.0962
2022-01-20 10:00:00,4.0959,4.1273,4.0883,4.1115
2022-01-20 11:00:00,4.116,4.127,4.0846,4.1034
2022-01-20 12:00:00,4.1015,4.1284,4.0943,4.1284
2022-01-20 13:00:00,4.1119,4.1361,4.1008,4.106
2022-01-20 14:00:00,4.0981,4.1124,4.087,4.1124
2022-01-20 15:00:00,4.1119,4.1126,4.0621,4.0878
2022-01-20 16:00:00,4.0818,4.105,4.0383,4.063
2022-01-20 17:00:00,4.0376,4.0803,3.9951,4.0188
2022-01-20 18:00:00,4.0001,4.0178,3.9403,3.9832
2022-01-20 19:00:00,3.9556,3.9621,3.9251,3.9543
2022-01-20 20:00:00,3.9422,3.9509,3.8126,3.82
2022-01-20 21:00:00,3.8403,3.9894,3.8403,3.9498
2022-01-20 22:00:00,3.9434,3.9435,3.8047,3.8247
2022-01-20 23:00:00,3.8112,3.8452,3.7501,3.7794
2022-01-21 00:00:00,3.7802,3.8499,3.7802,3.8336
2022-01-21 01:00:00,3.8337,3.8337,3.7982,3.8175
2022-01-21 02:00:00,3.7999,3.9769,3.7856,3.9292
2022-01-21 03:00:00,3.8972,4.1885,3.8644,4.0069
2022-01-21 04:00:00,3.9906,4.0044,3.9,3.9221
2022-01-21 05:00:00,3.916,4.1,3.892,3.9579
2022-01-21 06:00:00,3.9556,3.9997,3.9256,3.9301
2022-01-21 07:00:00,3.9298,3.9298,3.79,3.8029
2022-01-21 08:00:00,3.8464,3.8746,3.82,3.8261
2022-01-21 09:00:00,3.8315,3.8948,3.8267,3.8599
2022-01-21 10:00:00,3.8579,3.8999,3.8404,3.8821
2022-01-21 11:00:00,3.8701,3.8822,3.8003,3.8279
2022-01-21 12:00:00,3.8276,3.8277,3.8001,3.8001
2022-01-21 13:00:00,3.8034,3.8497,3.7807,3.8109
2022-01-21 14:00:00,3.8064,3.83,3.77,3.7849
2022-01-21 15:00:00,3.7849,3.7849,3.7379,3.7379
2022-01-21 16:00:00,3.7569,3.7628,3.4217,3.5832
2022-01-21 17:00:00,3.6322,3.6499,3.4301,3.4739
2022-01-21 18:00:00,3.5249,3.8462,3.523,3.5634
2022-01-21 19:00:00,3.5482,3.654,3.5474,3.6316
2022-01-21 20:00:00,3.6166,3.68,3.5771,3.6621
2022-01-21 21:00:00,3.6891,3.6891,3.6538,3.6877
2022-01-21 22:00:00,3.7019,3.7252,3.6,3.6161
2022-01-21 23:00:00,3.643,3.643,3.6101,3.633
2022-01-22 00:00:00,3.6101,3.6101,3.4215,3.4215
2022-01-22 01:00:00,3.4498,3.5111,3.4001,3.4494
2022-01-22 02:00:00,3.4251,3.4677,3.2861,3.3468
2022-01-22 03:00:00,3.3065,3.3483,3.2752,3.3091
2022-01-22 04:00:00,3.2937,3.3127,3.1277,3.1277
2022-01-22 05:00:00,3.1237,3.3248,2.9553,3.1843
2022-01-22 06:00:00,3.1956,3.2051,3.0379,3.1249
