datetime,TROYBUSD_open,TROYBUSD_high,TROYBUSD_low,TROYBUSD_close
2022-01-04 13:00:00,0.010713,0.010795,0.010583,0.010651
2022-01-04 14:00:00,0.010597,0.010653,0.010568,0.010595
2022-01-04 15:00:00,0.010638,0.010741,0.010638,0.010697
2022-01-04 16:00:00,0.010657,0.010752,0.010657,0.010752
2022-01-04 17:00:00,0.010754,0.010795,0.010657,0.010657
2022-01-04 18:00:00,0.010657,0.010733,0.01065,0.010661
2022-01-04 19:00:00,0.010659,0.010738,0.010652,0.010686
2022-01-04 20:00:00,0.010735,0.010735,0.010735,0.010735
2022-01-04 21:00:00,0.010737,0.010737,0.010737,0.010737
2022-01-04 22:00:00,0.010701,0.010703,0.010701,0.010703
2022-01-04 23:00:00,0.010737,0.010738,0.010665,0.010685
2022-01-05 00:00:00,0.010677,0.010682,0.01064,0.010682
2022-01-05 01:00:00,0.010681,0.010716,0.010669,0.010716
2022-01-05 02:00:00,0.010712,0.010747,0.010712,0.01073
2022-01-05 03:00:00,0.010726,0.010743,0.010687,0.010742
2022-01-05 04:00:00,0.010739,0.010792,0.010701,0.010756
2022-01-05 05:00:00,0.010767,0.010769,0.010686,0.010686
2022-01-05 06:00:00,0.010685,0.010685,0.0106,0.0106
2022-01-05 07:00:00,0.010602,0.010626,0.010584,0.010593
2022-01-05 08:00:00,0.010633,0.010665,0.010619,0.010665
2022-01-05 09:00:00,0.010665,0.010739,0.010619,0.010704
2022-01-05 10:00:00,0.0107,0.010718,0.01065,0.010715
2022-01-05 11:00:00,0.010711,0.010754,0.010697,0.0107
2022-01-05 12:00:00,0.010702,0.010704,0.010657,0.010657
2022-01-05 13:00:00,0.010657,0.010657,0.010538,0.010617
2022-01-05 14:00:00,0.010601,0.010601,0.01029,0.010355
2022-01-05 15:00:00,0.010312,0.01033,0.010054,0.010054
2022-01-05 16:00:00,0.010059,0.010226,0.009841,0.009888
2022-01-05 17:00:00,0.00982,0.010486,0.009485,0.009933
2022-01-05 18:00:00,0.009933,0.010178,0.009933,0.01
2022-01-05 19:00:00,0.009972,0.01007,0.009901,0.009923
2022-01-05 20:00:00,0.009933,0.009933,0.009727,0.009812
2022-01-05 21:00:00,0.009826,0.00986,0.009704,0.009719
2022-01-05 22:00:00,0.009719,0.009843,0.009682,0.009748
2022-01-05 23:00:00,0.009748,0.009884,0.009748,0.009847
2022-01-06 00:00:00,0.009847,0.010283,0.009847,0.009931
2022-01-06 01:00:00,0.009977,0.010236,0.009861,0.009911
2022-01-06 02:00:00,0.009931,0.009979,0.009905,0.009979
2022-01-06 03:00:00,0.009952,0.009978,0.009872,0.009872
2022-01-06 04:00:00,0.009872,0.009878,0.009667,0.009793
2022-01-06 05:00:00,0.009844,0.010119,0.009819,0.009958
2022-01-06 06:00:00,0.009951,0.010128,0.009764,0.009814
2022-01-06 07:00:00,0.009826,0.009826,0.009715,0.009799
2022-01-06 08:00:00,0.009799,0.009878,0.00979,0.009843
2022-01-06 09:00:00,0.009842,0.00987,0.00976,0.00976
2022-01-06 10:00:00,0.009737,0.009827,0.009682,0.009827
2022-01-06 11:00:00,0.009821,0.009822,0.009716,0.009792
2022-01-06 12:00:00,0.009792,0.009826,0.009792,0.009826
2022-01-06 13:00:00,0.0098,0.009923,0.0098,0.009883
2022-01-06 14:00:00,0.009881,0.009887,0.009853,0.009887
2022-01-06 15:00:00,0.009865,0.009929,0.009783,0.009902
2022-01-06 16:00:00,0.009916,0.009954,0.009916,0.009954
2022-01-06 17:00:00,0.009905,0.00996,0.009904,0.009906
2022-01-06 18:00:00,0.009909,0.009909,0.009889,0.009889
2022-01-06 19:00:00,0.009867,0.009867,0.009744,0.009759
2022-01-06 20:00:00,0.009829,0.010323,0.009763,0.009903
2022-01-06 21:00:00,0.0099,0.0099,0.009812,0.009812
2022-01-06 22:00:00,0.009816,0.009816,0.009413,0.00948
2022-01-06 23:00:00,0.00948,0.009529,0.009246,0.009497
2022-01-07 00:00:00,0.009431,0.009565,0.009333,0.00936
2022-01-07 01:00:00,0.009338,0.009338,0.009115,0.009187
2022-01-07 02:00:00,0.009198,0.009357,0.009112,0.009357
2022-01-07 03:00:00,0.009357,0.009565,0.009357,0.009427
2022-01-07 04:00:00,0.009424,0.009566,0.009424,0.009497
2022-01-07 05:00:00,0.009514,0.009514,0.009384,0.009412
2022-01-07 06:00:00,0.00937,0.009435,0.009353,0.009414
2022-01-07 07:00:00,0.009396,0.009494,0.009388,0.009388
2022-01-07 08:00:00,0.009387,0.009497,0.009222,0.009246
2022-01-07 09:00:00,0.009248,0.009357,0.009246,0.009292
2022-01-07 10:00:00,0.009292,0.009292,0.009,0.009243
2022-01-07 11:00:00,0.009263,0.009473,0.009095,0.009465
2022-01-07 12:00:00,0.009396,0.009396,0.009292,0.009338
2022-01-07 13:00:00,0.009316,0.009316,0.009223,0.009236
2022-01-07 14:00:00,0.009257,0.009257,0.009196,0.009205
2022-01-07 15:00:00,0.009214,0.009219,0.00911,0.009219
2022-01-07 16:00:00,0.009169,0.009169,0.009132,0.009165
2022-01-07 17:00:00,0.009152,0.009156,0.009065,0.009065
2022-01-07 18:00:00,0.009047,0.009101,0.00902,0.009101
2022-01-07 19:00:00,0.009074,0.009174,0.009038,0.009174
2022-01-07 20:00:00,0.00918,0.009219,0.00914,0.009219
2022-01-07 21:00:00,0.009229,0.009351,0.009114,0.009119
2022-01-07 22:00:00,0.009121,0.009121,0.009063,0.009108
2022-01-07 23:00:00,0.009128,0.009198,0.009128,0.009198
2022-01-08 00:00:00,0.009135,0.009195,0.009134,0.009179
2022-01-08 01:00:00,0.009179,0.0092,0.009129,0.009174
2022-01-08 02:00:00,0.009202,0.009229,0.009202,0.009208
2022-01-08 03:00:00,0.009227,0.009276,0.009187,0.009187
2022-01-08 04:00:00,0.009229,0.009315,0.009198,0.009253
2022-01-08 05:00:00,0.009277,0.009277,0.009197,0.009201
2022-01-08 06:00:00,0.009186,0.009226,0.009137,0.009226
2022-01-08 07:00:00,0.009254,0.009936,0.009196,0.009715
2022-01-08 08:00:00,0.009735,0.009735,0.009311,0.009401
2022-01-08 09:00:00,0.009357,0.009357,0.009275,0.009304
2022-01-08 10:00:00,0.009296,0.009296,0.009182,0.0092
2022-01-08 11:00:00,0.009236,0.009236,0.009095,0.009095
2022-01-08 12:00:00,0.009127,0.009182,0.008757,0.008815
2022-01-08 13:00:00,0.008837,0.008841,0.008405,0.008414
2022-01-08 14:00:00,0.008441,0.008624,0.008393,0.008491
2022-01-08 15:00:00,0.008562,0.008571,0.008459,0.008483
2022-01-08 16:00:00,0.008492,0.008774,0.008492,0.008711
2022-01-08 17:00:00,0.008714,0.008881,0.008714,0.008762
2022-01-08 18:00:00,0.008787,0.008788,0.008637,0.008637
2022-01-08 19:00:00,0.008621,0.008774,0.008605,0.008762
2022-01-08 20:00:00,0.008758,0.008758,0.008598,0.008677
2022-01-08 21:00:00,0.008666,0.008749,0.008645,0.008749
2022-01-08 22:00:00,0.008713,0.008713,0.008654,0.008654
2022-01-08 23:00:00,0.008662,0.00873,0.008662,0.008729
2022-01-09 00:00:00,0.00873,0.008769,0.008635,0.008635
2022-01-09 01:00:00,0.008637,0.008697,0.008637,0.008643
2022-01-09 02:00:00,0.008658,0.008661,0.008586,0.008615
2022-01-09 03:00:00,0.008643,0.008655,0.008548,0.008556
2022-01-09 04:00:00,0.008565,0.008573,0.008489,0.0085
2022-01-09 05:00:00,0.0085,0.008525,0.008448,0.008511
2022-01-09 06:00:00,0.008543,0.008639,0.008543,0.008611
2022-01-09 07:00:00,0.008595,0.008612,0.008529,0.008568
2022-01-09 08:00:00,0.008564,0.008632,0.008522,0.008522
2022-01-09 09:00:00,0.00854,0.008645,0.008509,0.008593
2022-01-09 10:00:00,0.008584,0.008584,0.008459,0.008522
2022-01-09 11:00:00,0.008537,0.008787,0.008522,0.00875
2022-01-09 12:00:00,0.00874,0.008852,0.008672,0.008852
2022-01-09 13:00:00,0.008873,0.008887,0.008717,0.008717
2022-01-09 14:00:00,0.008758,0.008881,0.008717,0.008881
2022-01-09 15:00:00,0.008879,0.00893,0.008805,0.008805
2022-01-09 16:00:00,0.008806,0.008848,0.008728,0.008728
2022-01-09 17:00:00,0.008753,0.008767,0.008717,0.008717
2022-01-09 18:00:00,0.008757,0.008757,0.008594,0.008753
2022-01-09 19:00:00,0.008726,0.008815,0.00866,0.008815
2022-01-09 20:00:00,0.008748,0.008858,0.008748,0.008766
2022-01-09 21:00:00,0.008819,0.008819,0.00872,0.008798
2022-01-09 22:00:00,0.008798,0.008864,0.008747,0.008862
2022-01-09 23:00:00,0.008815,0.008881,0.008814,0.008866
2022-01-10 00:00:00,0.008881,0.008938,0.008865,0.008938
2022-01-10 01:00:00,0.008866,0.008935,0.008865,0.008865
2022-01-10 02:00:00,0.008866,0.00889,0.008811,0.00882
2022-01-10 03:00:00,0.008834,0.008835,0.008702,0.008741
2022-01-10 04:00:00,0.008727,0.008728,0.008696,0.008696
2022-01-10 05:00:00,0.008667,0.008717,0.008659,0.008717
2022-01-10 06:00:00,0.008628,0.008628,0.008549,0.008549
2022-01-10 07:00:00,0.00856,0.008566,0.008361,0.008361
2022-01-10 08:00:00,0.008362,0.008421,0.008142,0.008205
2022-01-10 09:00:00,0.008174,0.008199,0.007762,0.00808
2022-01-10 10:00:00,0.008108,0.00811,0.007892,0.008043
2022-01-10 11:00:00,0.008001,0.008293,0.008001,0.008274
2022-01-10 12:00:00,0.008267,0.00828,0.007933,0.008064
2022-01-10 13:00:00,0.008046,0.008081,0.008001,0.008081
2022-01-10 14:00:00,0.008041,0.008069,0.007993,0.008006
2022-01-10 15:00:00,0.008005,0.00816,0.007951,0.00816
2022-01-10 16:00:00,0.008125,0.008125,0.00807,0.00807
2022-01-10 17:00:00,0.008077,0.00813,0.008045,0.00807
2022-01-10 18:00:00,0.008005,0.008054,0.007987,0.008024
2022-01-10 19:00:00,0.008001,0.008013,0.007982,0.008013
2022-01-10 20:00:00,0.007956,0.008084,0.007955,0.008061
2022-01-10 21:00:00,0.008079,0.008146,0.008073,0.008146
2022-01-10 22:00:00,0.008132,0.008161,0.008071,0.00815
2022-01-10 23:00:00,0.008161,0.008216,0.00811,0.008156
2022-01-11 00:00:00,0.008156,0.008156,0.00811,0.008138
2022-01-11 01:00:00,0.008155,0.008186,0.008116,0.008116
2022-01-11 02:00:00,0.008152,0.008212,0.00815,0.008202
2022-01-11 03:00:00,0.008288,0.008381,0.008165,0.008168
2022-01-11 04:00:00,0.008171,0.00825,0.008161,0.008219
2022-01-11 05:00:00,0.008178,0.0082,0.008129,0.008129
2022-01-11 06:00:00,0.008144,0.008173,0.008134,0.008156
2022-01-11 07:00:00,0.008149,0.008227,0.008145,0.008184
2022-01-11 08:00:00,0.00817,0.00822,0.008167,0.00822
2022-01-11 09:00:00,0.008233,0.008347,0.008099,0.008318
2022-01-11 10:00:00,0.008327,0.008544,0.008286,0.008336
2022-01-11 11:00:00,0.008354,0.008591,0.008354,0.00842
2022-01-11 12:00:00,0.008418,0.008559,0.008347,0.008476
2022-01-11 13:00:00,0.008476,0.008506,0.008443,0.00845
2022-01-11 14:00:00,0.008451,0.00853,0.00841,0.008485
2022-01-11 15:00:00,0.008562,0.0086,0.008447,0.008488
2022-01-11 16:00:00,0.008504,0.008536,0.008488,0.008525
2022-01-11 17:00:00,0.008523,0.008587,0.008478,0.008508
2022-01-11 18:00:00,0.008491,0.008722,0.008491,0.008627
2022-01-11 19:00:00,0.008638,0.008716,0.0086,0.008601
2022-01-11 20:00:00,0.008601,0.008646,0.008586,0.008646
2022-01-11 21:00:00,0.008591,0.008621,0.008482,0.008482
2022-01-11 22:00:00,0.008518,0.008532,0.008518,0.008532
2022-01-11 23:00:00,0.008534,0.008534,0.008532,0.008532
2022-01-12 00:00:00,0.00848,0.008525,0.008478,0.008478
2022-01-12 01:00:00,0.008512,0.008576,0.008512,0.008531
2022-01-12 02:00:00,0.008531,0.008531,0.008457,0.008457
2022-01-12 03:00:00,0.008497,0.008531,0.008476,0.008517
2022-01-12 04:00:00,0.008517,0.008588,0.008517,0.008588
2022-01-12 05:00:00,0.008638,0.008684,0.008557,0.00856
2022-01-12 06:00:00,0.00859,0.008747,0.00859,0.008683
2022-01-12 07:00:00,0.008681,0.008747,0.008681,0.008728
2022-01-12 08:00:00,0.008764,0.008951,0.008764,0.008927
2022-01-12 09:00:00,0.008931,0.008949,0.008863,0.008883
2022-01-12 10:00:00,0.008944,0.008945,0.008768,0.008779
2022-01-12 11:00:00,0.008824,0.008881,0.008784,0.008881
2022-01-12 12:00:00,0.00888,0.008886,0.008793,0.008855
2022-01-12 13:00:00,0.008821,0.008855,0.00879,0.008837
2022-01-12 14:00:00,0.008809,0.008821,0.008794,0.008794
2022-01-12 15:00:00,0.008837,0.008849,0.008795,0.00883
2022-01-12 16:00:00,0.00883,0.008848,0.008792,0.008809
2022-01-12 17:00:00,0.00878,0.008833,0.008732,0.008737
2022-01-12 18:00:00,0.008739,0.008831,0.008737,0.008762
2022-01-12 19:00:00,0.008826,0.008826,0.008765,0.008777
2022-01-12 20:00:00,0.008777,0.008787,0.008722,0.008732
2022-01-12 21:00:00,0.008733,0.008778,0.008733,0.008759
2022-01-12 22:00:00,0.008758,0.008774,0.008726,0.008726
2022-01-12 23:00:00,0.008824,0.008824,0.008756,0.008772
2022-01-13 00:00:00,0.00881,0.008879,0.00881,0.008879
2022-01-13 01:00:00,0.008879,0.008879,0.008842,0.00886
2022-01-13 02:00:00,0.00886,0.008942,0.00886,0.008893
2022-01-13 03:00:00,0.00894,0.008977,0.008883,0.008949
2022-01-13 04:00:00,0.008921,0.008999,0.008917,0.008951
2022-01-13 05:00:00,0.008984,0.008984,0.008841,0.008841
2022-01-13 06:00:00,0.008841,0.008841,0.008716,0.008716
2022-01-13 07:00:00,0.008753,0.00878,0.008736,0.008744
2022-01-13 08:00:00,0.008768,0.008768,0.008708,0.008747
2022-01-13 09:00:00,0.008773,0.008913,0.008773,0.008913
2022-01-13 10:00:00,0.008882,0.008882,0.008395,0.008573
2022-01-13 11:00:00,0.00856,0.008625,0.008546,0.008583
2022-01-13 12:00:00,0.008554,0.008554,0.008404,0.00848
2022-01-13 13:00:00,0.00851,0.008544,0.008456,0.008504
2022-01-13 14:00:00,0.008508,0.008542,0.008427,0.008466
2022-01-13 15:00:00,0.008461,0.008494,0.008403,0.008478
2022-01-13 16:00:00,0.008494,0.008648,0.008486,0.008517
2022-01-13 17:00:00,0.008567,0.008635,0.008461,0.008502
2022-01-13 18:00:00,0.008502,0.008502,0.008317,0.008368
2022-01-13 19:00:00,0.008372,0.008405,0.008317,0.008405
2022-01-13 20:00:00,0.008401,0.008401,0.008338,0.008366
2022-01-13 21:00:00,0.008313,0.00836,0.008313,0.00836
2022-01-13 22:00:00,0.008356,0.008366,0.008341,0.008366
2022-01-13 23:00:00,0.008366,0.008535,0.008366,0.008451
2022-01-14 00:00:00,0.008411,0.008608,0.00839,0.00844
2022-01-14 01:00:00,0.0085,0.008598,0.008409,0.00847
2022-01-14 02:00:00,0.008464,0.008492,0.008398,0.008407
2022-01-14 03:00:00,0.008426,0.008426,0.0083,0.008392
2022-01-14 04:00:00,0.008387,0.008418,0.008377,0.008418
2022-01-14 05:00:00,0.008377,0.008437,0.008308,0.008308
2022-01-14 06:00:00,0.008299,0.008338,0.008195,0.008271
2022-01-14 07:00:00,0.008271,0.008322,0.008189,0.008279
2022-01-14 08:00:00,0.008279,0.008363,0.008278,0.008334
2022-01-14 09:00:00,0.008347,0.008469,0.008336,0.008469
2022-01-14 10:00:00,0.008427,0.008569,0.008419,0.00848
2022-01-14 11:00:00,0.00848,0.008556,0.00848,0.008496
2022-01-14 12:00:00,0.008517,0.008538,0.008421,0.008421
2022-01-14 13:00:00,0.008421,0.008473,0.008398,0.008473
2022-01-14 14:00:00,0.008474,0.008527,0.008474,0.008524
2022-01-14 15:00:00,0.008524,0.008625,0.008503,0.00851
2022-01-14 16:00:00,0.008518,0.008567,0.008518,0.008556
2022-01-14 17:00:00,0.008526,0.008557,0.008504,0.008545
2022-01-14 18:00:00,0.008508,0.00854,0.0085,0.0085
2022-01-14 19:00:00,0.00853,0.00855,0.0085,0.00855
2022-01-14 20:00:00,0.008584,0.008585,0.008456,0.008511
2022-01-14 21:00:00,0.008559,0.008571,0.008559,0.008571
2022-01-14 22:00:00,0.008583,0.008583,0.008527,0.008578
2022-01-14 23:00:00,0.008503,0.008517,0.008476,0.008476
2022-01-15 00:00:00,0.008504,0.008533,0.00849,0.008533
2022-01-15 01:00:00,0.008533,0.009357,0.008533,0.008898
2022-01-15 02:00:00,0.008851,0.009228,0.008697,0.008919
2022-01-15 03:00:00,0.008925,0.008932,0.008669,0.008712
2022-01-15 04:00:00,0.008673,0.008772,0.008654,0.008739
2022-01-15 05:00:00,0.00875,0.008858,0.008748,0.008799
2022-01-15 06:00:00,0.008782,0.009201,0.008779,0.008984
2022-01-15 07:00:00,0.008984,0.009094,0.008793,0.008821
2022-01-15 08:00:00,0.008852,0.009074,0.008809,0.008917
2022-01-15 09:00:00,0.00893,0.009152,0.008927,0.009016
2022-01-15 10:00:00,0.009016,0.009037,0.008911,0.009037
2022-01-15 11:00:00,0.00901,0.009143,0.008973,0.009133
2022-01-15 12:00:00,0.009136,0.00984,0.009074,0.009813
2022-01-15 13:00:00,0.00984,0.0108,0.009543,0.010119
2022-01-15 14:00:00,0.010149,0.010374,0.009844,0.010047
2022-01-15 15:00:00,0.010047,0.010165,0.009723,0.010027
2022-01-15 16:00:00,0.010037,0.010741,0.010011,0.010173
2022-01-15 17:00:00,0.010155,0.010486,0.010145,0.010191
2022-01-15 18:00:00,0.010191,0.010381,0.010131,0.010169
2022-01-15 19:00:00,0.01017,0.0102,0.009961,0.009992
2022-01-15 20:00:00,0.009992,0.010322,0.009992,0.010038
2022-01-15 21:00:00,0.01001,0.010044,0.009781,0.009825
2022-01-15 22:00:00,0.009831,0.009832,0.009697,0.009771
2022-01-15 23:00:00,0.009777,0.009949,0.009724,0.009773
2022-01-16 00:00:00,0.009776,0.010379,0.009776,0.01029
2022-01-16 01:00:00,0.010291,0.01045,0.009814,0.009939
2022-01-16 02:00:00,0.009939,0.009945,0.009803,0.009945
2022-01-16 03:00:00,0.009945,0.009946,0.009742,0.009753
2022-01-16 04:00:00,0.009801,0.01044,0.009771,0.010162
2022-01-16 05:00:00,0.010161,0.010161,0.0098,0.009856
2022-01-16 06:00:00,0.009856,0.009999,0.009781,0.009946
2022-01-16 07:00:00,0.009948,0.009979,0.009832,0.009878
2022-01-16 08:00:00,0.009876,0.010076,0.009801,0.009911
2022-01-16 09:00:00,0.009912,0.009971,0.009816,0.009841
2022-01-16 10:00:00,0.009865,0.009886,0.009765,0.00986
2022-01-16 11:00:00,0.009855,0.009969,0.009797,0.00986
2022-01-16 12:00:00,0.00986,0.009908,0.009753,0.009808
2022-01-16 13:00:00,0.009775,0.009775,0.0096,0.009673
2022-01-16 14:00:00,0.009669,0.009669,0.009514,0.009531
2022-01-16 15:00:00,0.009549,0.009724,0.009519,0.009573
2022-01-16 16:00:00,0.009572,0.009578,0.009399,0.009469
2022-01-16 17:00:00,0.009464,0.009571,0.009455,0.009499
2022-01-16 18:00:00,0.009505,0.009505,0.009374,0.009447
2022-01-16 19:00:00,0.009428,0.009473,0.00935,0.009363
2022-01-16 20:00:00,0.009363,0.009392,0.009309,0.009326
2022-01-16 21:00:00,0.009365,0.009365,0.009238,0.009282
2022-01-16 22:00:00,0.009282,0.009357,0.009159,0.00928
2022-01-16 23:00:00,0.009253,0.009449,0.009245,0.009286
2022-01-17 00:00:00,0.009261,0.009261,0.009143,0.009165
2022-01-17 01:00:00,0.009195,0.009259,0.009165,0.009198
2022-01-17 02:00:00,0.009234,0.009255,0.009199,0.009199
2022-01-17 03:00:00,0.009199,0.009264,0.009132,0.009231
2022-01-17 04:00:00,0.009264,0.009327,0.009236,0.009313
2022-01-17 05:00:00,0.009288,0.009288,0.00921,0.009236
2022-01-17 06:00:00,0.009227,0.009245,0.009155,0.009158
2022-01-17 07:00:00,0.009137,0.009218,0.009057,0.009075
2022-01-17 08:00:00,0.009075,0.00914,0.009063,0.009104
2022-01-17 09:00:00,0.009101,0.009135,0.009031,0.009069
2022-01-17 10:00:00,0.009093,0.009096,0.009001,0.009001
2022-01-17 11:00:00,0.009017,0.009047,0.008882,0.008962
2022-01-17 12:00:00,0.008962,0.00899,0.008877,0.0089
2022-01-17 13:00:00,0.008904,0.008939,0.008828,0.008924
2022-01-17 14:00:00,0.008914,0.008972,0.008911,0.008972
2022-01-17 15:00:00,0.008972,0.009135,0.008943,0.009012
2022-01-17 16:00:00,0.008958,0.008958,0.008556,0.008672
2022-01-17 17:00:00,0.008716,0.008736,0.008602,0.0087
2022-01-17 18:00:00,0.008728,0.008756,0.008665,0.008665
2022-01-17 19:00:00,0.008665,0.008712,0.008638,0.008664
2022-01-17 20:00:00,0.008686,0.008729,0.008686,0.00872
2022-01-17 21:00:00,0.008721,0.008736,0.008702,0.008727
2022-01-17 22:00:00,0.008724,0.008733,0.00865,0.00865
2022-01-17 23:00:00,0.008638,0.008638,0.008519,0.008578
2022-01-18 00:00:00,0.008554,0.008563,0.00854,0.00854
2022-01-18 01:00:00,0.00854,0.00862,0.00854,0.00862
2022-01-18 02:00:00,0.00862,0.008623,0.008564,0.008574
2022-01-18 03:00:00,0.008565,0.008565,0.00837,0.008443
2022-01-18 04:00:00,0.008402,0.008419,0.008334,0.008406
2022-01-18 05:00:00,0.008392,0.008444,0.008327,0.008414
2022-01-18 06:00:00,0.008401,0.008401,0.008337,0.008386
2022-01-18 07:00:00,0.00838,0.008405,0.008278,0.008363
2022-01-18 08:00:00,0.008378,0.00847,0.008333,0.00847
2022-01-18 09:00:00,0.00847,0.008523,0.008389,0.008401
2022-01-18 10:00:00,0.008439,0.008561,0.008429,0.008474
2022-01-18 11:00:00,0.008473,0.0085,0.008432,0.008449
2022-01-18 12:00:00,0.008449,0.008451,0.008349,0.008407
