datetime,MANABUSD_open,MANABUSD_high,MANABUSD_low,MANABUSD_close
2022-01-18 16:00:00,2.826,2.869,2.8184,2.8683
2022-01-18 17:00:00,2.869,2.87,2.8525,2.8672
2022-01-18 18:00:00,2.8684,2.88,2.855,2.8585
2022-01-18 19:00:00,2.8575,2.8697,2.8376,2.8414
2022-01-18 20:00:00,2.8435,2.8896,2.842,2.8765
2022-01-18 21:00:00,2.8787,2.8972,2.8739,2.8793
2022-01-18 22:00:00,2.8793,2.8795,2.7925,2.8069
2022-01-18 23:00:00,2.8099,2.8346,2.8028,2.8292
2022-01-19 00:00:00,2.8294,2.8551,2.826,2.8449
2022-01-19 01:00:00,2.8442,2.8541,2.8235,2.8238
2022-01-19 02:00:00,2.8242,2.8242,2.7129,2.7297
2022-01-19 03:00:00,2.7292,2.7448,2.7042,2.732
2022-01-19 04:00:00,2.7332,2.7696,2.7273,2.7625
2022-01-19 05:00:00,2.7644,2.7709,2.7273,2.7471
2022-01-19 06:00:00,2.7459,2.7966,2.7441,2.7842
2022-01-19 07:00:00,2.7834,2.7988,2.77,2.7801
2022-01-19 08:00:00,2.7815,2.811,2.7801,2.7933
2022-01-19 09:00:00,2.7936,2.85,2.7874,2.8481
2022-01-19 10:00:00,2.849,2.8545,2.7833,2.812
2022-01-19 11:00:00,2.8116,2.8192,2.7715,2.7998
2022-01-19 12:00:00,2.8011,2.8284,2.7946,2.8149
2022-01-19 13:00:00,2.8155,2.821,2.7974,2.8107
2022-01-19 14:00:00,2.8088,2.8156,2.7958,2.8062
2022-01-19 15:00:00,2.8035,2.8077,2.777,2.7838
2022-01-19 16:00:00,2.7832,2.7986,2.7784,2.781
2022-01-19 17:00:00,2.7794,2.7861,2.7563,2.781
2022-01-19 18:00:00,2.7805,2.7827,2.7272,2.7298
2022-01-19 19:00:00,2.7325,2.7492,2.7211,2.737
2022-01-19 20:00:00,2.7372,2.7411,2.7009,2.7277
2022-01-19 21:00:00,2.7271,2.7528,2.7268,2.746
2022-01-19 22:00:00,2.7448,2.7627,2.7448,2.7625
2022-01-19 23:00:00,2.7629,2.7799,2.757,2.7757
2022-01-20 00:00:00,2.7781,2.7928,2.7711,2.786
2022-01-20 01:00:00,2.7854,2.805,2.7854,2.7994
2022-01-20 02:00:00,2.798,2.8182,2.7888,2.8064
2022-01-20 03:00:00,2.807,2.8111,2.7886,2.8008
2022-01-20 04:00:00,2.8014,2.8313,2.7903,2.8123
2022-01-20 05:00:00,2.8136,2.8255,2.8065,2.8186
2022-01-20 06:00:00,2.8189,2.8307,2.8133,2.8148
2022-01-20 07:00:00,2.8145,2.8145,2.7933,2.8033
2022-01-20 08:00:00,2.8033,2.8353,2.8012,2.8249
2022-01-20 09:00:00,2.824,2.8787,2.8231,2.874
2022-01-20 10:00:00,2.877,2.8912,2.8538,2.8745
2022-01-20 11:00:00,2.8754,2.8878,2.8622,2.8719
2022-01-20 12:00:00,2.8731,2.8778,2.8478,2.8522
2022-01-20 13:00:00,2.8531,2.876,2.8451,2.8538
2022-01-20 14:00:00,2.8546,2.8809,2.8513,2.8604
2022-01-20 15:00:00,2.8602,2.8663,2.8272,2.8427
2022-01-20 16:00:00,2.8421,2.8421,2.6714,2.6742
2022-01-20 17:00:00,2.6718,2.7062,2.6413,2.673
2022-01-20 18:00:00,2.6746,2.6777,2.6156,2.6361
2022-01-20 19:00:00,2.6334,2.7021,2.5937,2.675
2022-01-20 20:00:00,2.6741,2.6785,2.5181,2.5243
2022-01-20 21:00:00,2.5238,2.5982,2.5174,2.5594
2022-01-20 22:00:00,2.559,2.5702,2.4582,2.4841
2022-01-20 23:00:00,2.4832,2.5327,2.4806,2.5097
2022-01-21 00:00:00,2.5105,2.5352,2.495,2.5195
2022-01-21 01:00:00,2.5229,2.535,2.4966,2.5109
2022-01-21 02:00:00,2.5112,2.5677,2.4981,2.563
2022-01-21 03:00:00,2.5624,2.5697,2.5422,2.555
2022-01-21 04:00:00,2.5549,2.556,2.5261,2.5352
2022-01-21 05:00:00,2.535,2.5586,2.53,2.5417
2022-01-21 06:00:00,2.5415,2.5458,2.5081,2.5303
2022-01-21 07:00:00,2.5303,2.5364,2.3857,2.4505
2022-01-21 08:00:00,2.4509,2.4709,2.4163,2.4502
2022-01-21 09:00:00,2.4513,2.4827,2.4244,2.4409
2022-01-21 10:00:00,2.4404,2.4928,2.411,2.4785
2022-01-21 11:00:00,2.4796,2.498,2.447,2.4653
2022-01-21 12:00:00,2.4644,2.4715,2.4323,2.4442
2022-01-21 13:00:00,2.4461,2.4666,2.415,2.4182
2022-01-21 14:00:00,2.4164,2.4352,2.379,2.3802
2022-01-21 15:00:00,2.3833,2.4032,2.3386,2.3822
2022-01-21 16:00:00,2.3851,2.4035,2.1369,2.2261
2022-01-21 17:00:00,2.219,2.287,2.1548,2.2141
2022-01-21 18:00:00,2.2179,2.2582,2.1686,2.2189
2022-01-21 19:00:00,2.2192,2.2633,2.1842,2.2347
2022-01-21 20:00:00,2.2355,2.2681,2.2104,2.2555
2022-01-21 21:00:00,2.2562,2.2575,2.2197,2.2412
2022-01-21 22:00:00,2.2412,2.2669,2.1799,2.2042
2022-01-21 23:00:00,2.2028,2.2175,2.1572,2.1746
2022-01-22 00:00:00,2.1729,2.1806,2.016,2.0426
2022-01-22 01:00:00,2.0427,2.067,1.944,2.0016
2022-01-22 02:00:00,2.0037,2.0133,1.8715,1.9097
2022-01-22 03:00:00,1.9101,1.9877,1.9096,1.9319
2022-01-22 04:00:00,1.9334,1.9528,1.8043,1.8125
2022-01-22 05:00:00,1.8116,1.959,1.7064,1.9333
2022-01-22 06:00:00,1.9315,1.9739,1.88,1.9342
2022-01-22 07:00:00,1.9359,2.044,1.925,2.0218
2022-01-22 08:00:00,2.0179,2.0733,1.9832,1.9915
2022-01-22 09:00:00,1.9916,2.0023,1.9228,1.9245
2022-01-22 10:00:00,1.9242,1.9615,1.8912,1.9032
2022-01-22 11:00:00,1.9052,1.998,1.8697,1.9495
2022-01-22 12:00:00,1.9494,1.98,1.8992,1.9128
2022-01-22 13:00:00,1.9154,1.9591,1.8875,1.9039
2022-01-22 14:00:00,1.9067,1.9729,1.8908,1.9349
2022-01-22 15:00:00,1.9353,2.0364,1.914,2.0113
2022-01-22 16:00:00,2.0106,2.086,1.9931,2.0437
2022-01-22 17:00:00,2.0406,2.054,1.9747,1.9888
2022-01-22 18:00:00,1.9885,2.044,1.9766,2.0373
2022-01-22 19:00:00,2.0373,2.1201,2.0168,2.0979
2022-01-22 20:00:00,2.0956,2.12,2.0638,2.0698
2022-01-22 21:00:00,2.0698,2.0722,1.9995,2.0059
2022-01-22 22:00:00,2.01,2.048,1.9995,2.0417
2022-01-22 23:00:00,2.042,2.0688,2.0285,2.0371
2022-01-23 00:00:00,2.0361,2.0827,2.0068,2.0768
2022-01-23 01:00:00,2.0759,2.0816,2.0534,2.0699
2022-01-23 02:00:00,2.0696,2.1292,2.0628,2.1121
2022-01-23 03:00:00,2.1108,2.121,2.0838,2.1164
2022-01-23 04:00:00,2.1166,2.16,2.1073,2.1409
2022-01-23 05:00:00,2.1416,2.1455,2.1047,2.1262
2022-01-23 06:00:00,2.1249,2.1259,2.08,2.1004
2022-01-23 07:00:00,2.1007,2.1149,2.0752,2.1048
2022-01-23 08:00:00,2.1045,2.1305,2.0951,2.1215
2022-01-23 09:00:00,2.122,2.1318,2.0123,2.0551
2022-01-23 10:00:00,2.0562,2.0645,2.0255,2.0551
2022-01-23 11:00:00,2.0579,2.0744,2.0361,2.05
2022-01-23 12:00:00,2.0507,2.0748,2.0486,2.0629
2022-01-23 13:00:00,2.0604,2.0708,2.0066,2.0175
2022-01-23 14:00:00,2.0167,2.0347,1.9925,2.0158
2022-01-23 15:00:00,2.014,2.054,2.0068,2.0322
2022-01-23 16:00:00,2.0308,2.0484,2.0105,2.0279
2022-01-23 17:00:00,2.0258,2.04,2.0103,2.0328
2022-01-23 18:00:00,2.035,2.1319,2.0276,2.1168
2022-01-23 19:00:00,2.1175,2.1179,2.0575,2.0646
2022-01-23 20:00:00,2.0627,2.0834,2.02,2.0243
2022-01-23 21:00:00,2.0269,2.0294,1.982,1.9865
2022-01-23 22:00:00,1.9855,2.0116,1.9816,2.0065
2022-01-23 23:00:00,2.0064,2.0243,1.9737,1.9825
2022-01-24 00:00:00,1.9796,1.9855,1.9536,1.9815
2022-01-24 01:00:00,1.9806,2.0023,1.9662,1.9818
2022-01-24 02:00:00,1.9822,2.0859,1.9426,1.9897
2022-01-24 03:00:00,1.9907,1.9988,1.9119,1.9253
2022-01-24 04:00:00,1.9241,1.9425,1.8922,1.9129
2022-01-24 05:00:00,1.9131,1.9187,1.8286,1.8319
2022-01-24 06:00:00,1.8313,1.908,1.8222,1.8537
2022-01-24 07:00:00,1.8538,1.8733,1.811,1.8301
2022-01-24 08:00:00,1.8305,1.8747,1.81,1.8344
2022-01-24 09:00:00,1.8338,1.907,1.816,1.8535
2022-01-24 10:00:00,1.8553,1.8976,1.8153,1.8906
2022-01-24 11:00:00,1.8902,1.9023,1.8292,1.8688
2022-01-24 12:00:00,1.8686,1.9299,1.8371,1.924
2022-01-24 13:00:00,1.9239,1.9804,1.9092,1.9684
2022-01-24 14:00:00,1.967,1.9796,1.9418,1.9745
2022-01-24 15:00:00,1.9747,2.1127,1.9706,2.0889
2022-01-24 16:00:00,2.0919,2.1205,2.0587,2.0958
2022-01-24 17:00:00,2.0989,2.1418,2.0753,2.0896
2022-01-24 18:00:00,2.0884,2.1026,2.0764,2.0821
2022-01-24 19:00:00,2.0843,2.0843,2.0267,2.0312
2022-01-24 20:00:00,2.0305,2.0531,2.021,2.0297
2022-01-24 21:00:00,2.0292,2.0658,2.0261,2.0551
2022-01-24 22:00:00,2.0552,2.0607,2.0371,2.0584
2022-01-24 23:00:00,2.0612,2.0649,2.01,2.0211
2022-01-25 00:00:00,2.0194,2.06,2.018,2.0483
2022-01-25 01:00:00,2.05,2.0561,2.0242,2.025
2022-01-25 02:00:00,2.0251,2.0508,2.0195,2.0499
2022-01-25 03:00:00,2.049,2.0969,2.0463,2.047
2022-01-25 04:00:00,2.0492,2.0887,2.0492,2.0809
2022-01-25 05:00:00,2.0834,2.1203,2.0713,2.0915
2022-01-25 06:00:00,2.0892,2.1003,2.0694,2.0889
2022-01-25 07:00:00,2.0892,2.1141,2.0676,2.0893
2022-01-25 08:00:00,2.0918,2.0961,2.0561,2.0909
2022-01-25 09:00:00,2.0892,2.13,2.0411,2.0462
2022-01-25 10:00:00,2.0458,2.0722,2.0207,2.0545
2022-01-25 11:00:00,2.052,2.0986,2.0499,2.0788
2022-01-25 12:00:00,2.0788,2.1253,2.0781,2.1099
2022-01-25 13:00:00,2.1086,2.124,2.0909,2.122
2022-01-25 14:00:00,2.1199,2.1757,2.0999,2.1522
2022-01-25 15:00:00,2.1504,2.1677,2.0931,2.1071
2022-01-25 16:00:00,2.1089,2.112,2.0604,2.084
2022-01-25 17:00:00,2.0839,2.1159,2.0765,2.1116
2022-01-25 18:00:00,2.1156,2.1259,2.0958,2.1013
2022-01-25 19:00:00,2.1035,2.1893,2.0786,2.1426
2022-01-25 20:00:00,2.1431,2.2043,2.141,2.1857
2022-01-25 21:00:00,2.1881,2.2047,2.1481,2.1565
2022-01-25 22:00:00,2.1569,2.2051,2.1565,2.1945
2022-01-25 23:00:00,2.194,2.24,2.1807,2.2355
2022-01-26 00:00:00,2.2377,2.2674,2.2262,2.2591
2022-01-26 01:00:00,2.2564,2.2684,2.2343,2.2392
2022-01-26 02:00:00,2.2388,2.2618,2.2141,2.2353
2022-01-26 03:00:00,2.2359,2.2868,2.2346,2.2698
2022-01-26 04:00:00,2.2738,2.295,2.2633,2.271
2022-01-26 05:00:00,2.2669,2.2833,2.2575,2.2692
2022-01-26 06:00:00,2.2692,2.2889,2.2395,2.2613
2022-01-26 07:00:00,2.262,2.2629,2.2332,2.2384
2022-01-26 08:00:00,2.2383,2.2711,2.2277,2.2641
2022-01-26 09:00:00,2.2618,2.2899,2.24,2.2549
2022-01-26 10:00:00,2.2546,2.2629,2.209,2.228
2022-01-26 11:00:00,2.2267,2.2487,2.2147,2.2469
2022-01-26 12:00:00,2.2486,2.2619,2.2267,2.2284
2022-01-26 13:00:00,2.2293,2.2508,2.1585,2.2039
2022-01-26 14:00:00,2.2021,2.3685,2.1993,2.2388
2022-01-26 15:00:00,2.2379,2.238,2.099,2.1602
2022-01-26 16:00:00,2.1584,2.1743,2.0635,2.0725
2022-01-26 17:00:00,2.0712,2.1484,2.0694,2.1421
2022-01-26 18:00:00,2.1421,2.1814,2.1357,2.1611
2022-01-26 19:00:00,2.1628,2.2309,2.1462,2.1977
2022-01-26 20:00:00,2.1962,2.1976,2.0748,2.0793
2022-01-26 21:00:00,2.0782,2.0916,2.0419,2.0749
2022-01-26 22:00:00,2.0745,2.0957,2.0312,2.0565
2022-01-26 23:00:00,2.0585,2.0782,2.0418,2.0764
2022-01-27 00:00:00,2.0752,2.0977,2.0693,2.0786
2022-01-27 01:00:00,2.0783,2.1167,2.0697,2.115
2022-01-27 02:00:00,2.1152,2.1379,2.0978,2.1244
2022-01-27 03:00:00,2.1257,2.1849,2.112,2.1849
2022-01-27 04:00:00,2.1849,2.2677,2.1682,2.2581
2022-01-27 05:00:00,2.2561,2.2798,2.2055,2.21
2022-01-27 06:00:00,2.2116,2.2601,2.2116,2.2574
2022-01-27 07:00:00,2.2569,2.3357,2.2521,2.3244
2022-01-27 08:00:00,2.3248,2.35,2.299,2.3344
2022-01-27 09:00:00,2.3356,2.3412,2.2966,2.3067
2022-01-27 10:00:00,2.3073,2.3192,2.2385,2.2508
2022-01-27 11:00:00,2.25,2.2728,2.2163,2.2513
2022-01-27 12:00:00,2.2539,2.2567,2.19,2.2258
2022-01-27 13:00:00,2.2249,2.2479,2.1956,2.2422
2022-01-27 14:00:00,2.241,2.2685,2.1773,2.1954
2022-01-27 15:00:00,2.1951,2.2195,2.1334,2.1375
2022-01-27 16:00:00,2.1385,2.1696,2.1044,2.152
2022-01-27 17:00:00,2.1528,2.2877,2.1163,2.2176
2022-01-27 18:00:00,2.2183,2.2608,2.2143,2.2557
2022-01-27 19:00:00,2.2519,2.306,2.2309,2.2717
2022-01-27 20:00:00,2.2705,2.2889,2.171,2.205
2022-01-27 21:00:00,2.2047,2.2451,2.1754,2.2383
2022-01-27 22:00:00,2.2383,2.3013,2.2359,2.2876
2022-01-27 23:00:00,2.29,2.3142,2.2428,2.2598
2022-01-28 00:00:00,2.2619,2.2825,2.2489,2.2664
2022-01-28 01:00:00,2.2656,2.2941,2.2444,2.246
2022-01-28 02:00:00,2.2441,2.269,2.2267,2.2325
2022-01-28 03:00:00,2.2316,2.2483,2.1975,2.235
2022-01-28 04:00:00,2.2341,2.2505,2.2087,2.2311
2022-01-28 05:00:00,2.2317,2.2492,2.2123,2.2416
2022-01-28 06:00:00,2.2403,2.2477,2.1942,2.209
2022-01-28 07:00:00,2.2095,2.2238,2.1656,2.1845
2022-01-28 08:00:00,2.1849,2.2447,2.1743,2.2345
2022-01-28 09:00:00,2.2372,2.2552,2.197,2.2045
2022-01-28 10:00:00,2.2042,2.2452,2.1936,2.2382
2022-01-28 11:00:00,2.2395,2.2852,2.2262,2.25
2022-01-28 12:00:00,2.2504,2.2681,2.2242,2.2253
2022-01-28 13:00:00,2.2262,2.2564,2.2047,2.2518
2022-01-28 14:00:00,2.2477,2.27,2.2117,2.2476
2022-01-28 15:00:00,2.247,2.2902,2.236,2.2847
2022-01-28 16:00:00,2.289,2.3089,2.28,2.2876
2022-01-28 17:00:00,2.2888,2.2977,2.2624,2.2634
2022-01-28 18:00:00,2.2633,2.2911,2.2633,2.2813
2022-01-28 19:00:00,2.2808,2.338,2.2719,2.3154
2022-01-28 20:00:00,2.316,2.3362,2.2902,2.3008
2022-01-28 21:00:00,2.3012,2.3177,2.2884,2.2951
2022-01-28 22:00:00,2.2966,2.3209,2.291,2.3095
2022-01-28 23:00:00,2.3115,2.3541,2.3109,2.345
2022-01-29 00:00:00,2.3466,2.36,2.3307,2.3503
2022-01-29 01:00:00,2.35,2.3959,2.3369,2.3889
2022-01-29 02:00:00,2.3899,2.4183,2.3787,2.3837
2022-01-29 03:00:00,2.3832,2.3993,2.3686,2.3711
2022-01-29 04:00:00,2.3696,2.3732,2.3416,2.3586
2022-01-29 05:00:00,2.357,2.371,2.3361,2.3555
2022-01-29 06:00:00,2.355,2.3611,2.3424,2.3549
2022-01-29 07:00:00,2.3538,2.3826,2.3398,2.3802
2022-01-29 08:00:00,2.3791,2.3968,2.3618,2.3963
2022-01-29 09:00:00,2.3969,2.3986,2.3036,2.3229
2022-01-29 10:00:00,2.3183,2.34,2.2939,2.3125
2022-01-29 11:00:00,2.311,2.3168,2.2799,2.3133
2022-01-29 12:00:00,2.312,2.3331,2.312,2.3205
2022-01-29 13:00:00,2.3205,2.345,2.3148,2.3404
2022-01-29 14:00:00,2.3421,2.3664,2.3389,2.347
2022-01-29 15:00:00,2.347,2.3796,2.3267,2.35
2022-01-29 16:00:00,2.3523,2.3772,2.3417,2.3478
2022-01-29 17:00:00,2.3525,2.3575,2.332,2.3552
2022-01-29 18:00:00,2.3531,2.3744,2.3344,2.368
2022-01-29 19:00:00,2.3718,2.4888,2.3567,2.4788
2022-01-29 20:00:00,2.4756,2.495,2.45,2.4619
2022-01-29 21:00:00,2.4626,2.483,2.4526,2.4713
2022-01-29 22:00:00,2.474,2.487,2.4445,2.446
2022-01-29 23:00:00,2.4498,2.4675,2.4417,2.4562
2022-01-30 00:00:00,2.4559,2.4853,2.4553,2.4801
2022-01-30 01:00:00,2.4803,2.5521,2.478,2.5319
2022-01-30 02:00:00,2.5338,2.5541,2.5143,2.53
2022-01-30 03:00:00,2.5327,2.5635,2.5098,2.5201
2022-01-30 04:00:00,2.5202,2.5577,2.5149,2.5426
2022-01-30 05:00:00,2.5416,2.556,2.5264,2.5363
2022-01-30 06:00:00,2.5365,2.5382,2.4962,2.5199
2022-01-30 07:00:00,2.5205,2.5205,2.4669,2.4806
2022-01-30 08:00:00,2.4809,2.488,2.4552,2.4807
2022-01-30 09:00:00,2.4784,2.4873,2.4233,2.4447
2022-01-30 10:00:00,2.4443,2.4737,2.4415,2.4581
2022-01-30 11:00:00,2.4591,2.4645,2.4213,2.4288
2022-01-30 12:00:00,2.4282,2.4477,2.4052,2.4259
2022-01-30 13:00:00,2.4265,2.4374,2.4064,2.4158
2022-01-30 14:00:00,2.4151,2.4158,2.3629,2.3832
2022-01-30 15:00:00,2.3818,2.41,2.3569,2.4059
2022-01-30 16:00:00,2.4058,2.4459,2.3908,2.4292
2022-01-30 17:00:00,2.4302,2.4479,2.4123,2.4449
2022-01-30 18:00:00,2.4449,2.5633,2.4448,2.5053
2022-01-30 19:00:00,2.5051,2.5214,2.3665,2.3751
2022-01-30 20:00:00,2.3756,2.5626,2.3712,2.5034
2022-01-30 21:00:00,2.5023,2.6271,2.4518,2.5407
2022-01-30 22:00:00,2.5389,2.5904,2.493,2.5633
2022-01-30 23:00:00,2.5617,2.5911,2.51,2.5818
2022-01-31 00:00:00,2.5797,2.5836,2.5252,2.546
2022-01-31 01:00:00,2.5458,2.5602,2.5067,2.5081
2022-01-31 02:00:00,2.5069,2.5686,2.4979,2.5562
2022-01-31 03:00:00,2.5562,2.5831,2.5306,2.5719
2022-01-31 04:00:00,2.5719,2.6023,2.5516,2.5793
2022-01-31 05:00:00,2.5833,2.59,2.5643,2.583
2022-01-31 06:00:00,2.5819,2.5902,2.5127,2.5685
2022-01-31 07:00:00,2.5694,2.5896,2.5468,2.5655
2022-01-31 08:00:00,2.5655,2.58,2.5342,2.565
2022-01-31 09:00:00,2.566,2.6099,2.5579,2.5832
2022-01-31 10:00:00,2.584,2.6597,2.5803,2.6224
2022-01-31 11:00:00,2.6258,2.655,2.6064,2.6462
2022-01-31 12:00:00,2.6463,2.7383,2.6298,2.7273
2022-01-31 13:00:00,2.7273,2.8013,2.6976,2.788
2022-01-31 14:00:00,2.789,2.8363,2.7569,2.7822
2022-01-31 15:00:00,2.7822,2.8233,2.7554,2.8037
2022-01-31 16:00:00,2.8029,2.8169,2.7608,2.7703
2022-01-31 17:00:00,2.7689,2.7974,2.7607,2.7736
2022-01-31 18:00:00,2.7711,2.858,2.7643,2.8239
2022-01-31 19:00:00,2.8223,2.8633,2.7616,2.7945
2022-01-31 20:00:00,2.7946,2.8933,2.7832,2.833
2022-01-31 21:00:00,2.8361,2.8456,2.8012,2.8381
2022-01-31 22:00:00,2.8382,2.8388,2.7862,2.8014
2022-01-31 23:00:00,2.8011,2.8163,2.757,2.7993
2022-02-01 00:00:00,2.8008,2.8015,2.7575,2.7575
2022-02-01 01:00:00,2.7575,2.7827,2.7354,2.7724
2022-02-01 02:00:00,2.7724,2.7856,2.7668,2.7827
2022-02-01 03:00:00,2.7819,2.8186,2.7724,2.813
2022-02-01 04:00:00,2.8133,2.8446,2.7514,2.7613
2022-02-01 05:00:00,2.7603,2.7904,2.7501,2.7719
2022-02-01 06:00:00,2.773,2.7843,2.76,2.781
2022-02-01 07:00:00,2.777,2.8028,2.7655,2.7907
2022-02-01 08:00:00,2.7912,2.7939,2.75,2.7716
2022-02-01 09:00:00,2.7706,2.7728,2.6903,2.7113
2022-02-01 10:00:00,2.7115,2.7362,2.6802,2.7273
2022-02-01 11:00:00,2.7274,2.7598,2.6963,2.7434
2022-02-01 12:00:00,2.7418,2.7508,2.708,2.7316
2022-02-01 13:00:00,2.7327,2.7354,2.7004,2.7101
2022-02-01 14:00:00,2.7092,2.7171,2.658,2.6643
2022-02-01 15:00:00,2.6641,2.7072,2.6641,2.6845
2022-02-01 16:00:00,2.6844,2.7119,2.684,2.7111
2022-02-01 17:00:00,2.7109,2.7145,2.6793,2.6897
2022-02-01 18:00:00,2.6906,2.7098,2.681,2.6846
2022-02-01 19:00:00,2.6847,2.69,2.6169,2.6418
2022-02-01 20:00:00,2.6407,2.6566,2.6264,2.6397
2022-02-01 21:00:00,2.6409,2.6679,2.635,2.659
2022-02-01 22:00:00,2.659,2.6799,2.6555,2.6583
2022-02-01 23:00:00,2.6579,2.6759,2.6426,2.6674
2022-02-02 00:00:00,2.6671,2.7088,2.6662,2.6951
2022-02-02 01:00:00,2.6953,2.7218,2.672,2.6935
2022-02-02 02:00:00,2.6938,2.7161,2.6907,2.7149
2022-02-02 03:00:00,2.7139,2.741,2.7037,2.7151
2022-02-02 04:00:00,2.7149,2.726,2.6961,2.7139
2022-02-02 05:00:00,2.7158,2.7217,2.7031,2.7147
2022-02-02 06:00:00,2.7135,2.7162,2.6823,2.6953
2022-02-02 07:00:00,2.6953,2.7114,2.6917,2.7028
2022-02-02 08:00:00,2.7055,2.71,2.6674,2.6683
2022-02-02 09:00:00,2.6706,2.681,2.5716,2.5931
2022-02-02 10:00:00,2.5917,2.608,2.5572,2.5668
2022-02-02 11:00:00,2.5648,2.5664,2.5186,2.5578
2022-02-02 12:00:00,2.5585,2.589,2.5512,2.581
2022-02-02 13:00:00,2.5812,2.6003,2.5768,2.596
2022-02-02 14:00:00,2.5953,2.654,2.5953,2.6331
2022-02-02 15:00:00,2.635,2.6451,2.6127,2.6391
2022-02-02 16:00:00,2.6386,2.6427,2.4944,2.5393
2022-02-02 17:00:00,2.5384,2.5955,2.5235,2.5718
2022-02-02 18:00:00,2.5718,2.5832,2.5244,2.543
2022-02-02 19:00:00,2.5421,2.565,2.5017,2.5239
2022-02-02 20:00:00,2.5256,2.5381,2.46,2.4709
2022-02-02 21:00:00,2.4705,2.4804,2.4406,2.4695
2022-02-02 22:00:00,2.4735,2.4768,2.4424,2.4507
2022-02-02 23:00:00,2.4492,2.4846,2.4443,2.4784
2022-02-03 00:00:00,2.4777,2.5371,2.4737,2.5335
2022-02-03 01:00:00,2.5342,2.5357,2.5041,2.53
2022-02-03 02:00:00,2.5287,2.5901,2.5277,2.5763
2022-02-03 03:00:00,2.5786,2.6152,2.5536,2.5849
2022-02-03 04:00:00,2.5859,2.5962,2.52,2.5271
2022-02-03 05:00:00,2.527,2.593,2.4974,2.5567
2022-02-03 06:00:00,2.5559,2.6505,2.5348,2.6407
2022-02-03 07:00:00,2.6421,2.6868,2.6043,2.6483
2022-02-03 08:00:00,2.6469,2.6568,2.5735,2.61
2022-02-03 09:00:00,2.6122,2.6358,2.5891,2.6059
2022-02-03 10:00:00,2.6056,2.6601,2.6029,2.6391
2022-02-03 11:00:00,2.6389,2.6451,2.5842,2.5842
2022-02-03 12:00:00,2.5839,2.6361,2.5722,2.6272
2022-02-03 13:00:00,2.6226,2.623,2.588,2.6045
2022-02-03 14:00:00,2.6048,2.607,2.5322,2.5642
2022-02-03 15:00:00,2.5623,2.5796,2.5384,2.5517
2022-02-03 16:00:00,2.5537,2.6316,2.5519,2.6129
2022-02-03 17:00:00,2.617,2.6223,2.5916,2.6112
2022-02-03 18:00:00,2.6133,2.6837,2.599,2.6837
2022-02-03 19:00:00,2.6809,2.7017,2.6435,2.6986
2022-02-03 20:00:00,2.6986,2.7086,2.6751,2.6882
2022-02-03 21:00:00,2.6893,2.6938,2.6645,2.6804
2022-02-03 22:00:00,2.681,2.6937,2.6669,2.6711
2022-02-03 23:00:00,2.6721,2.6766,2.6433,2.649
2022-02-04 00:00:00,2.649,2.6942,2.6466,2.6676
2022-02-04 01:00:00,2.6684,2.6972,2.667,2.6894
2022-02-04 02:00:00,2.6899,2.7031,2.6594,2.6608
2022-02-04 03:00:00,2.6615,2.6887,2.6614,2.6818
2022-02-04 04:00:00,2.6829,2.7021,2.672,2.6875
2022-02-04 05:00:00,2.687,2.6985,2.6491,2.6607
2022-02-04 06:00:00,2.6604,2.6638,2.6373,2.64
2022-02-04 07:00:00,2.641,2.6518,2.6182,2.6391
2022-02-04 08:00:00,2.6401,2.6541,2.5767,2.5925
2022-02-04 09:00:00,2.5934,2.6208,2.5826,2.6092
2022-02-04 10:00:00,2.6105,2.7414,2.6053,2.6883
2022-02-04 11:00:00,2.6882,2.7925,2.6876,2.7607
2022-02-04 12:00:00,2.7618,2.7826,2.7532,2.7694
2022-02-04 13:00:00,2.7694,2.775,2.7333,2.7389
2022-02-04 14:00:00,2.7405,2.7601,2.7271,2.7525
2022-02-04 15:00:00,2.7524,2.7675,2.7309,2.7367
2022-02-04 16:00:00,2.7371,2.7562,2.7317,2.7548
2022-02-04 17:00:00,2.7548,2.7711,2.7357,2.7596
2022-02-04 18:00:00,2.7601,2.82,2.7601,2.8129
2022-02-04 19:00:00,2.8121,3.0254,2.7784,2.9799
2022-02-04 20:00:00,2.9813,3.0099,2.9103,2.9288
2022-02-04 21:00:00,2.9282,2.949,2.9106,2.9427
2022-02-04 22:00:00,2.945,2.9745,2.9412,2.9522
2022-02-04 23:00:00,2.9518,3.0362,2.9517,3.0334
2022-02-05 00:00:00,3.0335,3.0985,3.0289,3.0577
2022-02-05 01:00:00,3.0565,3.1015,3.0353,3.0423
2022-02-05 02:00:00,3.0401,3.0575,3.0068,3.0187
2022-02-05 03:00:00,3.0187,3.0547,3.0069,3.038
2022-02-05 04:00:00,3.041,3.0587,3.0078,3.0561
2022-02-05 05:00:00,3.0564,3.0573,3.026,3.0487
2022-02-05 06:00:00,3.0477,3.07,3.0279,3.0321
2022-02-05 07:00:00,3.0339,3.0488,3.0155,3.018
2022-02-05 08:00:00,3.0179,3.0399,3.0163,3.0356
2022-02-05 09:00:00,3.037,3.037,2.9837,2.9955
2022-02-05 10:00:00,2.9959,3.0235,2.9544,2.9949
2022-02-05 11:00:00,2.9948,3.0051,2.9024,2.9103
2022-02-05 12:00:00,2.9087,2.97,2.8608,2.9592
2022-02-05 13:00:00,2.9552,2.964,2.9211,2.9449
