datetime,VOXELBUSD_open,VOXELBUSD_high,VOXELBUSD_low,VOXELBUSD_close
2022-01-02 21:00:00,3.9349,3.9415,3.76,3.8231
2022-01-02 22:00:00,3.82,3.8481,3.8,3.8254
2022-01-02 23:00:00,3.8254,3.8546,3.7663,3.83
2022-01-03 00:00:00,3.83,3.8883,3.8101,3.8721
2022-01-03 01:00:00,3.8721,3.9199,3.8326,3.8516
2022-01-03 02:00:00,3.8512,3.8513,3.7223,3.7409
2022-01-03 03:00:00,3.7409,3.7724,3.655,3.7724
2022-01-03 04:00:00,3.7723,3.7792,3.67,3.7143
2022-01-03 05:00:00,3.7245,3.77,3.6331,3.7477
2022-01-03 06:00:00,3.7469,3.7867,3.6899,3.7858
2022-01-03 07:00:00,3.7858,3.8905,3.7576,3.8513
2022-01-03 08:00:00,3.8505,3.9191,3.7684,3.7977
2022-01-03 09:00:00,3.7912,3.88,3.79,3.79
2022-01-03 10:00:00,3.79,3.7965,3.7367,3.7459
2022-01-03 11:00:00,3.7459,3.7585,3.5835,3.6384
2022-01-03 12:00:00,3.6381,3.7108,3.6356,3.7108
2022-01-03 13:00:00,3.7109,3.7339,3.6608,3.6935
2022-01-03 14:00:00,3.6938,3.7499,3.6796,3.7081
2022-01-03 15:00:00,3.7067,3.7067,3.6016,3.615
2022-01-03 16:00:00,3.615,3.6169,3.4959,3.5869
2022-01-03 17:00:00,3.581,3.5898,3.45,3.4698
2022-01-03 18:00:00,3.4698,3.5451,3.4697,3.505
2022-01-03 19:00:00,3.5066,3.5066,3.367,3.41
2022-01-03 20:00:00,3.41,3.5,3.402,3.4474
2022-01-03 21:00:00,3.4488,3.4658,3.4012,3.4614
2022-01-03 22:00:00,3.4658,3.55,3.4655,3.5375
2022-01-03 23:00:00,3.5375,3.54,3.3955,3.403
2022-01-04 00:00:00,3.395,3.5195,3.3703,3.4033
2022-01-04 01:00:00,3.4033,3.4442,3.3643,3.424
2022-01-04 02:00:00,3.424,3.458,3.4084,3.4525
2022-01-04 03:00:00,3.4525,3.4577,3.3997,3.4443
2022-01-04 04:00:00,3.4443,3.447,3.3582,3.375
2022-01-04 05:00:00,3.3754,3.43,3.3732,3.4299
2022-01-04 06:00:00,3.4192,3.4511,3.3995,3.445
2022-01-04 07:00:00,3.451,3.4844,3.407,3.4307
2022-01-04 08:00:00,3.4367,3.4815,3.4022,3.4687
2022-01-04 09:00:00,3.4756,3.6262,3.45,3.5556
2022-01-04 10:00:00,3.5675,3.6262,3.4614,3.4717
2022-01-04 11:00:00,3.4753,3.5195,3.4555,3.4694
2022-01-04 12:00:00,3.4701,3.4974,3.45,3.4809
2022-01-04 13:00:00,3.4861,3.4861,3.3292,3.363
2022-01-04 14:00:00,3.363,3.3991,3.3,3.3731
2022-01-04 15:00:00,3.3755,3.4238,3.3658,3.3939
2022-01-04 16:00:00,3.396,3.3981,3.36,3.3606
2022-01-04 17:00:00,3.3589,3.3925,3.3475,3.3667
2022-01-04 18:00:00,3.3668,3.3714,3.2381,3.2382
2022-01-04 19:00:00,3.2383,3.304,3.2381,3.2929
2022-01-04 20:00:00,3.2964,3.35,3.2748,3.3422
2022-01-04 21:00:00,3.341,3.3493,3.329,3.3383
2022-01-04 22:00:00,3.3371,3.3712,3.3371,3.3396
2022-01-04 23:00:00,3.3471,3.3668,3.335,3.335
2022-01-05 00:00:00,3.3378,3.3431,3.3309,3.3369
2022-01-05 01:00:00,3.3395,3.405,3.3395,3.3975
2022-01-05 02:00:00,3.3978,3.405,3.3381,3.3408
2022-01-05 03:00:00,3.3486,3.3486,3.304,3.3352
2022-01-05 04:00:00,3.3365,3.3406,3.304,3.3176
2022-01-05 05:00:00,3.3159,3.3711,3.31,3.3486
2022-01-05 06:00:00,3.3533,3.3558,3.26,3.2736
2022-01-05 07:00:00,3.2736,3.2886,3.1418,3.1545
2022-01-05 08:00:00,3.1604,3.2057,3.1412,3.192
2022-01-05 09:00:00,3.1925,3.233,3.1721,3.2326
2022-01-05 10:00:00,3.2351,3.2359,3.1915,3.2055
2022-01-05 11:00:00,3.2055,3.2154,3.1694,3.1736
2022-01-05 12:00:00,3.1736,3.1784,3.0877,3.0877
2022-01-05 13:00:00,3.0865,3.1357,3.0628,3.0897
2022-01-05 14:00:00,3.0897,3.108,2.9876,2.9876
2022-01-05 15:00:00,2.9879,3.0081,2.9482,2.9556
2022-01-05 16:00:00,2.9556,2.978,2.91,2.91
2022-01-05 17:00:00,2.91,2.9228,2.8,2.8833
2022-01-05 18:00:00,2.8961,2.9577,2.8757,2.93
2022-01-05 19:00:00,2.9301,2.9301,2.8952,2.908
2022-01-05 20:00:00,2.9157,2.9308,2.8698,2.8698
2022-01-05 21:00:00,2.8698,3.0525,2.8698,3.0438
2022-01-05 22:00:00,3.0436,3.0436,2.9107,2.9107
2022-01-05 23:00:00,2.9107,2.9474,2.9038,2.9291
2022-01-06 00:00:00,2.9273,3.08,2.916,3.0796
2022-01-06 01:00:00,3.0635,3.2142,3.0635,3.11
2022-01-06 02:00:00,3.1095,3.1191,3.007,3.0469
2022-01-06 03:00:00,3.0469,3.0721,2.995,3.0316
2022-01-06 04:00:00,3.0373,3.0373,2.8819,2.892
2022-01-06 05:00:00,2.898,2.9106,2.835,2.9053
2022-01-06 06:00:00,2.9053,2.914,2.8843,2.9035
2022-01-06 07:00:00,2.9035,2.9035,2.8315,2.8848
2022-01-06 08:00:00,2.8848,2.9857,2.88,2.9622
2022-01-06 09:00:00,2.9604,2.9831,2.9327,2.9608
2022-01-06 10:00:00,2.9608,2.9669,2.9117,2.9299
2022-01-06 11:00:00,2.93,2.9646,2.9266,2.9355
2022-01-06 12:00:00,2.9301,2.9622,2.9278,2.9622
2022-01-06 13:00:00,2.9582,2.9771,2.9474,2.9723
2022-01-06 14:00:00,2.9722,3.04,2.967,3.0246
2022-01-06 15:00:00,3.0239,3.0373,2.9474,2.97
2022-01-06 16:00:00,2.9663,3.007,2.9663,3.007
2022-01-06 17:00:00,3.007,3.007,2.9847,3.0032
2022-01-06 18:00:00,3.0,3.0072,2.9815,3.0012
2022-01-06 19:00:00,3.0011,3.0011,2.92,2.92
2022-01-06 20:00:00,2.9298,2.9474,2.9149,2.9149
2022-01-06 21:00:00,2.9213,2.9312,2.8938,2.8979
2022-01-06 22:00:00,2.8963,2.8963,2.81,2.8103
2022-01-06 23:00:00,2.8107,2.8343,2.7751,2.8124
2022-01-07 00:00:00,2.8163,2.8478,2.7988,2.8319
2022-01-07 01:00:00,2.8329,2.8329,2.6855,2.7148
2022-01-07 02:00:00,2.7108,2.8044,2.667,2.8037
2022-01-07 03:00:00,2.7973,2.823,2.7461,2.7461
2022-01-07 04:00:00,2.7461,2.818,2.7446,2.8051
2022-01-07 05:00:00,2.805,2.8332,2.7988,2.7988
2022-01-07 06:00:00,2.7988,2.7988,2.7585,2.7677
2022-01-07 07:00:00,2.7614,2.7984,2.7613,2.7754
2022-01-07 08:00:00,2.7739,2.7983,2.706,2.7084
2022-01-07 09:00:00,2.7081,2.7558,2.6938,2.7361
2022-01-07 10:00:00,2.7363,2.7363,2.6441,2.6783
2022-01-07 11:00:00,2.6783,2.7257,2.6589,2.7257
2022-01-07 12:00:00,2.726,2.738,2.7097,2.7209
2022-01-07 13:00:00,2.721,2.758,2.6841,2.6949
2022-01-07 14:00:00,2.6947,2.72,2.6786,2.709
2022-01-07 15:00:00,2.7122,2.7122,2.6876,2.711
2022-01-07 16:00:00,2.7036,2.7102,2.6985,2.699
2022-01-07 17:00:00,2.6989,2.7084,2.6766,2.6767
2022-01-07 18:00:00,2.6766,2.6766,2.6395,2.6453
2022-01-07 19:00:00,2.6454,2.6962,2.6454,2.6936
2022-01-07 20:00:00,2.697,2.744,2.697,2.7309
2022-01-07 21:00:00,2.7303,2.7303,2.6962,2.7026
2022-01-07 22:00:00,2.696,2.708,2.6939,2.708
2022-01-07 23:00:00,2.708,2.7427,2.7066,2.7359
2022-01-08 00:00:00,2.7303,2.84,2.7255,2.838
2022-01-08 01:00:00,2.838,2.8853,2.7961,2.8544
2022-01-08 02:00:00,2.8543,2.9045,2.8388,2.8392
2022-01-08 03:00:00,2.8468,2.8792,2.8388,2.84
2022-01-08 04:00:00,2.8435,2.87,2.797,2.87
2022-01-08 05:00:00,2.8698,2.87,2.8091,2.8275
2022-01-08 06:00:00,2.8288,2.832,2.774,2.7986
2022-01-08 07:00:00,2.7986,2.8082,2.768,2.7776
2022-01-08 08:00:00,2.775,2.7808,2.7401,2.7808
2022-01-08 09:00:00,2.7808,2.7866,2.76,2.7641
2022-01-08 10:00:00,2.7604,2.7638,2.7345,2.7457
2022-01-08 11:00:00,2.7453,2.7546,2.6615,2.6677
2022-01-08 12:00:00,2.6677,2.6677,2.5414,2.5414
2022-01-08 13:00:00,2.541,2.6,2.4951,2.5065
2022-01-08 14:00:00,2.5065,2.5308,2.4935,2.5042
2022-01-08 15:00:00,2.5042,2.5473,2.5042,2.52
2022-01-08 16:00:00,2.52,2.6082,2.5151,2.5851
2022-01-08 17:00:00,2.592,2.6526,2.59,2.6342
2022-01-08 18:00:00,2.6346,2.6451,2.5824,2.5906
2022-01-08 19:00:00,2.5824,2.6041,2.5523,2.5855
2022-01-08 20:00:00,2.5857,2.6155,2.5779,2.5865
2022-01-08 21:00:00,2.5957,2.6041,2.5823,2.6041
2022-01-08 22:00:00,2.603,2.6136,2.6024,2.6065
2022-01-08 23:00:00,2.6009,2.6258,2.5871,2.6191
2022-01-09 00:00:00,2.6191,2.6191,2.5929,2.5929
2022-01-09 01:00:00,2.5948,2.6396,2.5868,2.6396
2022-01-09 02:00:00,2.6396,2.64,2.6001,2.6001
2022-01-09 03:00:00,2.6072,2.6161,2.5754,2.6084
2022-01-09 04:00:00,2.6004,2.6129,2.56,2.56
2022-01-09 05:00:00,2.5592,2.5594,2.4964,2.5098
2022-01-09 06:00:00,2.51,2.5662,2.5086,2.5662
2022-01-09 07:00:00,2.5608,2.5655,2.548,2.5644
2022-01-09 08:00:00,2.5579,2.5599,2.5296,2.5296
2022-01-09 09:00:00,2.5296,2.5454,2.528,2.5403
2022-01-09 10:00:00,2.5452,2.5452,2.5042,2.5046
2022-01-09 11:00:00,2.522,2.5745,2.5169,2.5745
2022-01-09 12:00:00,2.5759,2.5856,2.5609,2.5854
2022-01-09 13:00:00,2.5854,2.65,2.5854,2.61
2022-01-09 14:00:00,2.61,2.6675,2.61,2.6675
2022-01-09 15:00:00,2.6675,2.6678,2.63,2.6363
2022-01-09 16:00:00,2.638,2.6409,2.622,2.6226
2022-01-09 17:00:00,2.6306,2.6402,2.616,2.6167
2022-01-09 18:00:00,2.6235,2.6235,2.5804,2.588
2022-01-09 19:00:00,2.5871,2.6022,2.5714,2.5714
2022-01-09 20:00:00,2.5711,2.5725,2.5496,2.55
2022-01-09 21:00:00,2.5492,2.5551,2.5349,2.5405
2022-01-09 22:00:00,2.5405,2.5655,2.5405,2.5649
2022-01-09 23:00:00,2.565,2.5926,2.5607,2.5906
2022-01-10 00:00:00,2.591,2.5933,2.5747,2.5747
2022-01-10 01:00:00,2.5732,2.5732,2.5497,2.5641
2022-01-10 02:00:00,2.5641,2.5767,2.5546,2.5546
2022-01-10 03:00:00,2.559,2.5624,2.5442,2.5498
2022-01-10 04:00:00,2.5543,2.5912,2.549,2.5808
2022-01-10 05:00:00,2.5821,2.6467,2.5802,2.6467
2022-01-10 06:00:00,2.6484,2.6484,2.5443,2.5459
2022-01-10 07:00:00,2.5459,2.5459,2.4875,2.4909
2022-01-10 08:00:00,2.4875,2.4967,2.45,2.4622
2022-01-10 09:00:00,2.4622,2.4622,2.3448,2.4291
2022-01-10 10:00:00,2.4337,2.4337,2.3737,2.4013
2022-01-10 11:00:00,2.4002,2.44,2.3953,2.4344
2022-01-10 12:00:00,2.4345,2.4659,2.3126,2.358
2022-01-10 13:00:00,2.3566,2.374,2.348,2.3726
2022-01-10 14:00:00,2.3656,2.369,2.3329,2.338
2022-01-10 15:00:00,2.3395,2.3395,2.3,2.3374
2022-01-10 16:00:00,2.3383,2.3744,2.3326,2.3488
2022-01-10 17:00:00,2.3575,2.3744,2.3523,2.362
2022-01-10 18:00:00,2.3627,2.39,2.3554,2.375
2022-01-10 19:00:00,2.3815,2.3816,2.3486,2.3486
2022-01-10 20:00:00,2.3527,2.3954,2.3527,2.3879
2022-01-10 21:00:00,2.3876,2.4413,2.3718,2.4257
2022-01-10 22:00:00,2.4257,2.4502,2.4168,2.4344
2022-01-10 23:00:00,2.4333,2.4502,2.4291,2.437
2022-01-11 00:00:00,2.43,2.4313,2.4,2.4021
2022-01-11 01:00:00,2.4063,2.4257,2.4,2.4236
2022-01-11 02:00:00,2.4234,2.428,2.4006,2.4135
2022-01-11 03:00:00,2.4151,2.425,2.3835,2.389
2022-01-11 04:00:00,2.3864,2.4104,2.386,2.4006
2022-01-11 05:00:00,2.4021,2.405,2.3145,2.3197
2022-01-11 06:00:00,2.3197,2.3531,2.3,2.3101
2022-01-11 07:00:00,2.3158,2.3344,2.2747,2.3202
2022-01-11 08:00:00,2.3294,2.34,2.3182,2.322
2022-01-11 09:00:00,2.322,2.3232,2.287,2.3041
2022-01-11 10:00:00,2.3061,2.3484,2.3061,2.3351
2022-01-11 11:00:00,2.339,2.4333,2.339,2.396
2022-01-11 12:00:00,2.3965,2.5345,2.3965,2.4574
2022-01-11 13:00:00,2.4574,2.4875,2.4444,2.4724
2022-01-11 14:00:00,2.4788,2.4788,2.45,2.4635
2022-01-11 15:00:00,2.4636,2.4734,2.4137,2.4137
2022-01-11 16:00:00,2.4215,2.4316,2.4077,2.4148
2022-01-11 17:00:00,2.4148,2.4167,2.3502,2.3881
2022-01-11 18:00:00,2.3944,2.4486,2.388,2.4135
2022-01-11 19:00:00,2.4135,2.4235,2.374,2.3764
2022-01-11 20:00:00,2.3764,2.3828,2.3729,2.3739
2022-01-11 21:00:00,2.375,2.4402,2.375,2.4062
2022-01-11 22:00:00,2.4066,2.415,2.3879,2.3879
2022-01-11 23:00:00,2.3878,2.4014,2.383,2.4014
2022-01-12 00:00:00,2.4014,2.4711,2.4014,2.4711
2022-01-12 01:00:00,2.4672,2.6053,2.4671,2.5443
2022-01-12 02:00:00,2.5441,2.548,2.523,2.5382
2022-01-12 03:00:00,2.5306,2.6999,2.5274,2.6298
2022-01-12 04:00:00,2.6358,2.8113,2.6283,2.66
2022-01-12 05:00:00,2.6667,2.7653,2.6664,2.741
2022-01-12 06:00:00,2.7373,2.7373,2.6413,2.67
2022-01-12 07:00:00,2.67,2.7239,2.6471,2.6975
2022-01-12 08:00:00,2.698,2.7348,2.6714,2.72
2022-01-12 09:00:00,2.722,2.7267,2.6606,2.6791
2022-01-12 10:00:00,2.6791,2.7122,2.6561,2.6755
2022-01-12 11:00:00,2.6756,2.7,2.6397,2.641
2022-01-12 12:00:00,2.647,2.647,2.5707,2.6327
2022-01-12 13:00:00,2.632,2.6389,2.6016,2.6016
2022-01-12 14:00:00,2.6017,2.6017,2.5405,2.5568
2022-01-12 15:00:00,2.5595,2.6152,2.5595,2.6001
2022-01-12 16:00:00,2.6058,2.6482,2.6057,2.6146
2022-01-12 17:00:00,2.6151,2.6753,2.6151,2.66
2022-01-12 18:00:00,2.6639,2.6639,2.6135,2.6135
2022-01-12 19:00:00,2.6135,2.6308,2.5892,2.6043
2022-01-12 20:00:00,2.6037,2.6037,2.5652,2.5722
2022-01-12 21:00:00,2.5722,2.5804,2.56,2.56
2022-01-12 22:00:00,2.56,2.566,2.5332,2.541
2022-01-12 23:00:00,2.541,2.6193,2.5361,2.5892
2022-01-13 00:00:00,2.5947,2.6128,2.5947,2.6128
2022-01-13 01:00:00,2.6042,2.6499,2.6042,2.6499
2022-01-13 02:00:00,2.6499,2.652,2.6211,2.627
2022-01-13 03:00:00,2.6279,2.6303,2.5849,2.5849
2022-01-13 04:00:00,2.5924,2.6266,2.5778,2.6179
2022-01-13 05:00:00,2.6178,2.65,2.6178,2.6389
2022-01-13 06:00:00,2.6305,2.6332,2.5844,2.5939
2022-01-13 07:00:00,2.5917,2.6183,2.5851,2.5965
2022-01-13 08:00:00,2.6047,2.6505,2.5925,2.6
2022-01-13 09:00:00,2.5934,2.6201,2.5871,2.6058
2022-01-13 10:00:00,2.6069,2.6156,2.4777,2.5207
2022-01-13 11:00:00,2.522,2.586,2.5119,2.5663
2022-01-13 12:00:00,2.5565,2.5631,2.489,2.5068
2022-01-13 13:00:00,2.5045,2.5186,2.4773,2.4773
2022-01-13 14:00:00,2.4774,2.4883,2.4731,2.4794
2022-01-13 15:00:00,2.473,2.473,2.4489,2.47
2022-01-13 16:00:00,2.47,2.4784,2.4627,2.4679
2022-01-13 17:00:00,2.4679,2.5,2.4257,2.4399
2022-01-13 18:00:00,2.4399,2.4452,2.4341,2.4346
2022-01-13 19:00:00,2.4365,2.4365,2.4032,2.419
2022-01-13 20:00:00,2.4242,2.4242,2.3556,2.364
2022-01-13 21:00:00,2.3671,2.4081,2.3632,2.4073
2022-01-13 22:00:00,2.4081,2.4082,2.3908,2.3939
2022-01-13 23:00:00,2.4013,2.4337,2.4,2.4304
2022-01-14 00:00:00,2.4281,2.437,2.417,2.4313
2022-01-14 01:00:00,2.4319,2.4358,2.4114,2.4244
2022-01-14 02:00:00,2.4244,2.4317,2.4014,2.4019
2022-01-14 03:00:00,2.4014,2.403,2.3654,2.3917
2022-01-14 04:00:00,2.3917,2.4014,2.3868,2.3962
2022-01-14 05:00:00,2.3962,2.4079,2.375,2.375
2022-01-14 06:00:00,2.375,2.375,2.3522,2.3574
2022-01-14 07:00:00,2.3566,2.3652,2.3392,2.3523
2022-01-14 08:00:00,2.3514,2.3894,2.3453,2.3869
2022-01-14 09:00:00,2.381,2.4101,2.3801,2.4038
2022-01-14 10:00:00,2.407,2.4199,2.3966,2.4157
2022-01-14 11:00:00,2.4162,2.4345,2.41,2.4345
2022-01-14 12:00:00,2.432,2.4344,2.4047,2.4047
2022-01-14 13:00:00,2.4064,2.4243,2.393,2.4197
2022-01-14 14:00:00,2.4196,2.4247,2.4031,2.405
2022-01-14 15:00:00,2.4073,2.4411,2.3973,2.441
2022-01-14 16:00:00,2.441,2.4568,2.4119,2.4277
2022-01-14 17:00:00,2.4241,2.4241,2.3892,2.4085
2022-01-14 18:00:00,2.4069,2.4069,2.3821,2.3848
2022-01-14 19:00:00,2.3848,2.4023,2.3848,2.3993
2022-01-14 20:00:00,2.3993,2.4,2.3677,2.3719
2022-01-14 21:00:00,2.3732,2.3905,2.3675,2.3905
2022-01-14 22:00:00,2.3905,2.4162,2.3878,2.4144
2022-01-14 23:00:00,2.4144,2.4215,2.403,2.41
2022-01-15 00:00:00,2.4081,2.4448,2.4025,2.4448
2022-01-15 01:00:00,2.4448,2.5181,2.4448,2.453
2022-01-15 02:00:00,2.4586,2.4875,2.4583,2.4702
2022-01-15 03:00:00,2.4702,2.4702,2.4182,2.4182
2022-01-15 04:00:00,2.4224,2.4304,2.399,2.4155
2022-01-15 05:00:00,2.4098,2.4456,2.4098,2.436
2022-01-15 06:00:00,2.436,2.436,2.425,2.43
2022-01-15 07:00:00,2.4294,2.43,2.3819,2.3936
2022-01-15 08:00:00,2.3916,2.4379,2.3916,2.4297
2022-01-15 09:00:00,2.4357,2.437,2.4195,2.4212
2022-01-15 10:00:00,2.4213,2.426,2.4038,2.4172
2022-01-15 11:00:00,2.4217,2.4292,2.4217,2.423
2022-01-15 12:00:00,2.423,2.51,2.4167,2.4708
2022-01-15 13:00:00,2.4753,2.4943,2.4611,2.4697
2022-01-15 14:00:00,2.465,2.4655,2.4302,2.4443
2022-01-15 15:00:00,2.446,2.4527,2.4424,2.4445
2022-01-15 16:00:00,2.443,2.4487,2.4331,2.4434
2022-01-15 17:00:00,2.4434,2.4997,2.439,2.4854
2022-01-15 18:00:00,2.479,2.4887,2.4641,2.4641
2022-01-15 19:00:00,2.4641,2.4642,2.4409,2.4538
2022-01-15 20:00:00,2.4538,2.464,2.4229,2.4551
2022-01-15 21:00:00,2.4617,2.5313,2.4561,2.5313
2022-01-15 22:00:00,2.5313,2.7418,2.5234,2.6733
2022-01-15 23:00:00,2.6741,2.6741,2.5833,2.6105
2022-01-16 00:00:00,2.6091,2.7,2.6073,2.6379
2022-01-16 01:00:00,2.6378,2.8212,2.6378,2.7239
2022-01-16 02:00:00,2.7239,2.8313,2.7108,2.8062
2022-01-16 03:00:00,2.8061,2.8063,2.653,2.6675
2022-01-16 04:00:00,2.6712,2.6994,2.654,2.692
2022-01-16 05:00:00,2.6889,2.6964,2.6015,2.6017
2022-01-16 06:00:00,2.6019,2.6044,2.5518,2.5868
2022-01-16 07:00:00,2.5863,2.5912,2.5352,2.5849
2022-01-16 08:00:00,2.5848,2.6135,2.524,2.5628
2022-01-16 09:00:00,2.5639,2.5883,2.56,2.564
2022-01-16 10:00:00,2.564,2.5653,2.5445,2.5549
2022-01-16 11:00:00,2.5549,2.6565,2.5544,2.6461
2022-01-16 12:00:00,2.642,2.6472,2.5422,2.5472
2022-01-16 13:00:00,2.5476,2.591,2.5444,2.5863
2022-01-16 14:00:00,2.5863,2.591,2.5502,2.5662
2022-01-16 15:00:00,2.5662,2.5813,2.558,2.5661
2022-01-16 16:00:00,2.5661,2.5661,2.535,2.535
2022-01-16 17:00:00,2.5351,2.5591,2.5226,2.5524
2022-01-16 18:00:00,2.5525,2.5525,2.5373,2.548
2022-01-16 19:00:00,2.548,2.548,2.501,2.5188
2022-01-16 20:00:00,2.5187,2.5187,2.492,2.4927
2022-01-16 21:00:00,2.4917,2.4985,2.4798,2.4985
2022-01-16 22:00:00,2.4985,2.5001,2.455,2.4585
2022-01-16 23:00:00,2.4574,2.4676,2.4467,2.4676
2022-01-17 00:00:00,2.4659,2.4928,2.446,2.4759
2022-01-17 01:00:00,2.4717,2.4885,2.4642,2.4675
2022-01-17 02:00:00,2.4674,2.4804,2.4587,2.4593
2022-01-17 03:00:00,2.4593,2.475,2.451,2.475
2022-01-17 04:00:00,2.4749,2.4769,2.467,2.472
2022-01-17 05:00:00,2.474,2.474,2.4206,2.4225
2022-01-17 06:00:00,2.4293,2.4379,2.4225,2.4225
2022-01-17 07:00:00,2.4259,2.4267,2.385,2.3859
2022-01-17 08:00:00,2.3859,2.4059,2.3845,2.3976
2022-01-17 09:00:00,2.3968,2.4075,2.3879,2.4001
2022-01-17 10:00:00,2.4059,2.406,2.38,2.38
2022-01-17 11:00:00,2.3839,2.4,2.3715,2.383
2022-01-17 12:00:00,2.3798,2.3927,2.366,2.3927
2022-01-17 13:00:00,2.3895,2.3895,2.371,2.3882
2022-01-17 14:00:00,2.3882,2.401,2.3865,2.3972
2022-01-17 15:00:00,2.4014,2.4662,2.4014,2.4482
2022-01-17 16:00:00,2.4536,2.4536,2.4001,2.4028
2022-01-17 17:00:00,2.403,2.4184,2.3805,2.4056
2022-01-17 18:00:00,2.4058,2.4212,2.4057,2.4128
2022-01-17 19:00:00,2.4213,2.4535,2.4213,2.4441
2022-01-17 20:00:00,2.4386,2.4598,2.4386,2.4486
2022-01-17 21:00:00,2.4488,2.4488,2.4232,2.4232
2022-01-17 22:00:00,2.4232,2.4236,2.3895,2.3953
2022-01-17 23:00:00,2.3952,2.3952,2.3815,2.3911
2022-01-18 00:00:00,2.3912,2.3912,2.3807,2.3876
2022-01-18 01:00:00,2.3876,2.4212,2.3815,2.4148
2022-01-18 02:00:00,2.4202,2.4301,2.4027,2.4153
2022-01-18 03:00:00,2.4153,2.4155,2.3473,2.3591
2022-01-18 04:00:00,2.3593,2.36,2.2879,2.3301
2022-01-18 05:00:00,2.3302,2.332,2.3105,2.3165
2022-01-18 06:00:00,2.3165,2.3165,2.2426,2.2606
2022-01-18 07:00:00,2.2606,2.2835,2.24,2.2458
2022-01-18 08:00:00,2.2392,2.2458,2.1389,2.191
2022-01-18 09:00:00,2.191,2.191,2.0751,2.0935
2022-01-18 10:00:00,2.099,2.1656,2.0954,2.1581
2022-01-18 11:00:00,2.1539,2.189,2.1132,2.1192
2022-01-18 12:00:00,2.1201,2.1249,2.0724,2.104
2022-01-18 13:00:00,2.0965,2.1372,2.0915,2.1261
2022-01-18 14:00:00,2.1206,2.1302,2.1123,2.1169
2022-01-18 15:00:00,2.117,2.1246,2.1049,2.1152
2022-01-18 16:00:00,2.1103,2.2065,2.1081,2.2002
2022-01-18 17:00:00,2.2065,2.2125,2.1768,2.2125
2022-01-18 18:00:00,2.2121,2.2155,2.1942,2.1999
2022-01-18 19:00:00,2.2063,2.2093,2.1685,2.1744
2022-01-18 20:00:00,2.1744,2.2053,2.1702,2.2025
2022-01-18 21:00:00,2.1977,2.208,2.1933,2.1933
2022-01-18 22:00:00,2.1956,2.1997,2.0847,2.1195
2022-01-18 23:00:00,2.1243,2.1323,2.1098,2.1319
2022-01-19 00:00:00,2.1315,2.1329,2.1146,2.1146
2022-01-19 01:00:00,2.1132,2.1431,2.1047,2.1134
2022-01-19 02:00:00,2.113,2.113,2.0468,2.0539
2022-01-19 03:00:00,2.0569,2.0569,2.0157,2.044
2022-01-19 04:00:00,2.0436,2.08,2.0398,2.08
2022-01-19 05:00:00,2.0801,2.0837,2.0557,2.062
2022-01-19 06:00:00,2.0683,2.1173,2.0654,2.0886
2022-01-19 07:00:00,2.0918,2.1311,2.0918,2.1144
2022-01-19 08:00:00,2.1144,2.1426,2.1085,2.1388
2022-01-19 09:00:00,2.139,2.1592,2.128,2.1592
2022-01-19 10:00:00,2.1592,2.162,2.1025,2.1215
2022-01-19 11:00:00,2.1223,2.1223,2.0991,2.111
2022-01-19 12:00:00,2.1126,2.1345,2.1126,2.129
2022-01-19 13:00:00,2.1278,2.1278,2.1064,2.112
2022-01-19 14:00:00,2.1122,2.1186,2.112,2.1186
2022-01-19 15:00:00,2.113,2.1855,2.113,2.15
2022-01-19 16:00:00,2.1531,2.1993,2.1495,2.153
2022-01-19 17:00:00,2.153,2.1604,2.1387,2.1604
2022-01-19 18:00:00,2.1604,2.1604,2.112,2.1121
2022-01-19 19:00:00,2.1121,2.118,2.11,2.11
2022-01-19 20:00:00,2.11,2.1102,2.0775,2.0794
2022-01-19 21:00:00,2.0797,2.1006,2.0797,2.0961
2022-01-19 22:00:00,2.0953,2.1224,2.0953,2.1155
2022-01-19 23:00:00,2.1064,2.1128,2.0866,2.0866
2022-01-20 00:00:00,2.0866,2.0866,2.0455,2.0455
2022-01-20 01:00:00,2.0472,2.0537,2.0,2.0056
2022-01-20 02:00:00,2.0074,2.0184,1.9145,1.9661
2022-01-20 03:00:00,1.9661,1.9672,1.9018,1.915
2022-01-20 04:00:00,1.9169,1.932,1.8892,1.9171
2022-01-20 05:00:00,1.9171,1.9175,1.8635,1.8864
2022-01-20 06:00:00,1.8908,1.9468,1.8908,1.9101
2022-01-20 07:00:00,1.91,1.91,1.8191,1.8423
2022-01-20 08:00:00,1.837,1.8974,1.8248,1.8703
2022-01-20 09:00:00,1.8773,1.94,1.8547,1.8874
2022-01-20 10:00:00,1.8827,2.0478,1.8827,2.0081
2022-01-20 11:00:00,2.004,2.0511,1.9866,2.031
2022-01-20 12:00:00,2.0324,2.0365,1.9453,1.9538
2022-01-20 13:00:00,1.9537,1.9824,1.9442,1.9823
2022-01-20 14:00:00,1.9734,1.9734,1.9282,1.9547
2022-01-20 15:00:00,1.9547,1.9678,1.9106,1.933
2022-01-20 16:00:00,1.9336,1.9355,1.8437,1.8556
2022-01-20 17:00:00,1.8557,1.8855,1.8486,1.8624
2022-01-20 18:00:00,1.8664,1.8736,1.8249,1.835
2022-01-20 19:00:00,1.835,1.8602,1.8207,1.8366
2022-01-20 20:00:00,1.8351,1.8414,1.7522,1.753
2022-01-20 21:00:00,1.7598,1.8326,1.7592,1.821
