datetime,XLMUSD_open,XLMUSD_high,XLMUSD_low,XLMUSD_close
2022-01-07 06:00:00,0.257778,0.257778,0.252564,0.254049
2022-01-07 07:00:00,0.254138,0.257426,0.251388,0.257112
2022-01-07 08:00:00,0.257125,0.264364,0.256233,0.261062
2022-01-07 09:00:00,0.260913,0.264335,0.260877,0.262857
2022-01-07 10:00:00,0.262746,0.264598,0.261367,0.261506
2022-01-07 11:00:00,0.261403,0.263561,0.261247,0.261841
2022-01-07 12:00:00,0.261824,0.265014,0.261824,0.263456
2022-01-07 13:00:00,0.263544,0.265819,0.255293,0.258498
2022-01-07 14:00:00,0.258598,0.26365,0.257898,0.261982
2022-01-07 15:00:00,0.261982,0.262232,0.253312,0.257703
2022-01-07 16:00:00,0.257602,0.264234,0.254888,0.263477
2022-01-07 17:00:00,0.2634,0.263625,0.259755,0.261732
2022-01-07 18:00:00,0.26167,0.262095,0.25645,0.258056
2022-01-07 19:00:00,0.258137,0.260515,0.256464,0.258918
2022-01-07 20:00:00,0.259011,0.260105,0.256129,0.258413
2022-01-07 21:00:00,0.258349,0.259159,0.256731,0.257662
2022-01-07 22:00:00,0.257705,0.257723,0.253787,0.255712
2022-01-07 23:00:00,0.255815,0.257288,0.254336,0.257021
2022-01-08 00:00:00,0.257079,0.261539,0.255771,0.261455
2022-01-08 01:00:00,0.261392,0.262295,0.260155,0.260455
2022-01-08 02:00:00,0.260542,0.260942,0.257866,0.259866
2022-01-08 03:00:00,0.259919,0.260739,0.257395,0.260176
2022-01-08 04:00:00,0.260241,0.262352,0.260039,0.261041
2022-01-08 05:00:00,0.261028,0.261672,0.260126,0.261533
2022-01-08 06:00:00,0.261658,0.261658,0.259337,0.261571
2022-01-08 07:00:00,0.261481,0.262307,0.259753,0.260445
2022-01-08 08:00:00,0.260444,0.262609,0.260444,0.261397
2022-01-08 09:00:00,0.261412,0.262043,0.260641,0.261785
2022-01-08 10:00:00,0.261808,0.262105,0.259492,0.261022
2022-01-08 11:00:00,0.261014,0.261085,0.258365,0.259954
2022-01-08 12:00:00,0.259915,0.261397,0.259101,0.259777
2022-01-08 13:00:00,0.259777,0.264,0.259176,0.262426
2022-01-08 14:00:00,0.26235,0.264588,0.260989,0.26122
2022-01-08 15:00:00,0.261264,0.261973,0.256821,0.259258
2022-01-08 16:00:00,0.259257,0.26067,0.255296,0.256219
2022-01-08 17:00:00,0.256374,0.25689,0.251607,0.251899
2022-01-08 18:00:00,0.251997,0.254329,0.247268,0.247596
2022-01-08 19:00:00,0.247514,0.250619,0.246704,0.249463
2022-01-08 20:00:00,0.249486,0.251516,0.248014,0.249326
2022-01-08 21:00:00,0.249369,0.255642,0.248842,0.254395
2022-01-08 22:00:00,0.254283,0.25914,0.254031,0.25812
2022-01-08 23:00:00,0.258125,0.258213,0.254516,0.255091
2022-01-09 00:00:00,0.255131,0.258523,0.253087,0.257927
2022-01-09 01:00:00,0.258068,0.258595,0.25572,0.257761
2022-01-09 02:00:00,0.257624,0.259633,0.257608,0.258981
2022-01-09 03:00:00,0.258931,0.259407,0.257207,0.257884
2022-01-09 04:00:00,0.257791,0.262179,0.257414,0.261846
2022-01-09 05:00:00,0.262151,0.262526,0.25971,0.2601
2022-01-09 06:00:00,0.260045,0.261393,0.259548,0.260692
2022-01-09 07:00:00,0.260762,0.261394,0.25899,0.259242
2022-01-09 08:00:00,0.259151,0.260292,0.256551,0.256666
2022-01-09 09:00:00,0.256653,0.257827,0.25509,0.256036
2022-01-09 10:00:00,0.255977,0.257395,0.254418,0.256737
2022-01-09 11:00:00,0.256671,0.259728,0.256586,0.259006
2022-01-09 12:00:00,0.259005,0.259526,0.256867,0.257461
2022-01-09 13:00:00,0.25749,0.258841,0.254859,0.254859
2022-01-09 14:00:00,0.254922,0.257662,0.254922,0.256503
2022-01-09 15:00:00,0.256377,0.256735,0.253707,0.256415
2022-01-09 16:00:00,0.256345,0.260425,0.255423,0.260402
2022-01-09 17:00:00,0.260402,0.262119,0.259351,0.260669
2022-01-09 18:00:00,0.260694,0.262329,0.259482,0.260064
2022-01-09 19:00:00,0.259971,0.263915,0.259691,0.263408
2022-01-09 20:00:00,0.263511,0.264047,0.261704,0.262325
2022-01-09 21:00:00,0.262323,0.263466,0.261063,0.262077
2022-01-09 22:00:00,0.262038,0.263499,0.261136,0.262242
2022-01-09 23:00:00,0.262183,0.26259,0.259525,0.261185
2022-01-10 00:00:00,0.26105,0.262723,0.258736,0.259107
2022-01-10 01:00:00,0.259081,0.260922,0.258611,0.26077
2022-01-10 02:00:00,0.26077,0.262235,0.259,0.26139
2022-01-10 03:00:00,0.26136,0.262121,0.260514,0.26179
2022-01-10 04:00:00,0.261606,0.263868,0.261462,0.263556
2022-01-10 05:00:00,0.263658,0.264,0.262,0.262569
2022-01-10 06:00:00,0.262484,0.262665,0.259699,0.259929
2022-01-10 07:00:00,0.259832,0.261223,0.259766,0.261176
2022-01-10 08:00:00,0.261064,0.261579,0.258511,0.258913
2022-01-10 09:00:00,0.25895,0.260453,0.257866,0.259309
2022-01-10 10:00:00,0.259321,0.260623,0.258605,0.25942
2022-01-10 11:00:00,0.259504,0.259624,0.257268,0.257828
2022-01-10 12:00:00,0.257828,0.258352,0.252293,0.252613
2022-01-10 13:00:00,0.252607,0.254287,0.251856,0.252377
2022-01-10 14:00:00,0.252374,0.252706,0.23953,0.246168
2022-01-10 15:00:00,0.246194,0.246769,0.2423,0.246304
2022-01-10 16:00:00,0.246536,0.25217,0.244678,0.250538
2022-01-10 17:00:00,0.25039,0.251666,0.240675,0.243491
2022-01-10 18:00:00,0.2435,0.246863,0.243008,0.245486
2022-01-10 19:00:00,0.245315,0.247081,0.243857,0.24419
2022-01-10 20:00:00,0.244103,0.248895,0.24267,0.248293
2022-01-10 21:00:00,0.248306,0.249643,0.247782,0.248753
2022-01-10 22:00:00,0.248816,0.250187,0.248544,0.249807
2022-01-10 23:00:00,0.249787,0.254126,0.249125,0.253061
2022-01-11 00:00:00,0.25303,0.2587,0.251015,0.251724
2022-01-11 01:00:00,0.251864,0.254709,0.251343,0.254097
2022-01-11 02:00:00,0.254117,0.256245,0.25299,0.255112
2022-01-11 03:00:00,0.255316,0.256253,0.254725,0.256049
2022-01-11 04:00:00,0.256105,0.256632,0.253731,0.254164
2022-01-11 05:00:00,0.254119,0.25436,0.252444,0.252639
2022-01-11 06:00:00,0.252586,0.254004,0.250942,0.251654
2022-01-11 07:00:00,0.251781,0.253173,0.251292,0.252749
2022-01-11 08:00:00,0.252778,0.254886,0.251004,0.251568
2022-01-11 09:00:00,0.251687,0.252402,0.250397,0.250776
2022-01-11 10:00:00,0.250759,0.251744,0.248,0.248681
2022-01-11 11:00:00,0.248554,0.251794,0.248364,0.251
2022-01-11 12:00:00,0.250838,0.253723,0.250272,0.252815
2022-01-11 13:00:00,0.252836,0.254538,0.251222,0.252507
2022-01-11 14:00:00,0.252344,0.253497,0.248296,0.252283
2022-01-11 15:00:00,0.252196,0.256135,0.251826,0.254171
2022-01-11 16:00:00,0.254206,0.26128,0.253777,0.258614
2022-01-11 17:00:00,0.258521,0.261373,0.256308,0.259108
2022-01-11 18:00:00,0.259139,0.260328,0.257796,0.259503
2022-01-11 19:00:00,0.259421,0.260166,0.25772,0.259015
2022-01-11 20:00:00,0.259202,0.260504,0.258778,0.259952
2022-01-11 21:00:00,0.259999,0.260117,0.258477,0.25984
2022-01-11 22:00:00,0.259716,0.260641,0.258559,0.25979
2022-01-11 23:00:00,0.259712,0.263698,0.259415,0.263177
2022-01-12 00:00:00,0.263154,0.268167,0.262969,0.267548
2022-01-12 01:00:00,0.267612,0.268273,0.265664,0.267992
2022-01-12 02:00:00,0.267979,0.269543,0.267064,0.26806
2022-01-12 03:00:00,0.268127,0.269137,0.267025,0.268987
2022-01-12 04:00:00,0.269068,0.270129,0.268416,0.268928
2022-01-12 05:00:00,0.268916,0.2699,0.268158,0.269697
2022-01-12 06:00:00,0.269687,0.270332,0.268046,0.268897
2022-01-12 07:00:00,0.268762,0.269102,0.267146,0.268982
2022-01-12 08:00:00,0.26906,0.270907,0.268507,0.269435
2022-01-12 09:00:00,0.269406,0.271,0.268895,0.270193
2022-01-12 10:00:00,0.2701,0.271941,0.269283,0.269313
2022-01-12 11:00:00,0.269313,0.272745,0.268351,0.269924
2022-01-12 12:00:00,0.269915,0.272729,0.269614,0.271464
2022-01-12 13:00:00,0.271464,0.274926,0.270773,0.274427
2022-01-12 14:00:00,0.274392,0.275184,0.273096,0.274352
2022-01-12 15:00:00,0.27451,0.277678,0.272008,0.276748
2022-01-12 16:00:00,0.276874,0.286946,0.276868,0.285627
2022-01-12 17:00:00,0.285597,0.2916,0.284587,0.289142
2022-01-12 18:00:00,0.289041,0.291428,0.286876,0.287706
2022-01-12 19:00:00,0.287826,0.289497,0.286653,0.288604
2022-01-12 20:00:00,0.288609,0.289339,0.287197,0.287631
2022-01-12 21:00:00,0.287535,0.288796,0.285173,0.285415
2022-01-12 22:00:00,0.285301,0.28588,0.283451,0.284058
2022-01-12 23:00:00,0.283972,0.284311,0.281994,0.282353
2022-01-13 00:00:00,0.282214,0.289906,0.2818,0.285722
2022-01-13 01:00:00,0.285648,0.2875,0.284212,0.28515
2022-01-13 02:00:00,0.285108,0.285645,0.284287,0.284832
2022-01-13 03:00:00,0.284838,0.285424,0.282838,0.283993
2022-01-13 04:00:00,0.283891,0.286567,0.283765,0.285333
2022-01-13 05:00:00,0.285366,0.28847,0.284831,0.287775
2022-01-13 06:00:00,0.28773,0.289299,0.287038,0.287411
2022-01-13 07:00:00,0.287349,0.287556,0.285711,0.286134
2022-01-13 08:00:00,0.286048,0.287983,0.285805,0.287288
2022-01-13 09:00:00,0.287322,0.289362,0.286124,0.289323
2022-01-13 10:00:00,0.289327,0.290069,0.286905,0.287248
2022-01-13 11:00:00,0.287199,0.287788,0.2818,0.282225
2022-01-13 12:00:00,0.282057,0.283969,0.282003,0.28367
2022-01-13 13:00:00,0.28358,0.285047,0.282402,0.284871
2022-01-13 14:00:00,0.284854,0.28744,0.284298,0.285785
2022-01-13 15:00:00,0.285746,0.286286,0.27407,0.27631
2022-01-13 16:00:00,0.276296,0.27989,0.275258,0.277745
2022-01-13 17:00:00,0.27775,0.27775,0.272699,0.274477
2022-01-13 18:00:00,0.274484,0.275302,0.273172,0.273837
2022-01-13 19:00:00,0.273638,0.275258,0.270671,0.271968
2022-01-13 20:00:00,0.271929,0.273765,0.26932,0.273765
2022-01-13 21:00:00,0.273765,0.2746,0.272585,0.27428
2022-01-13 22:00:00,0.274284,0.274593,0.270132,0.271211
2022-01-13 23:00:00,0.271144,0.27181,0.26862,0.269407
2022-01-14 00:00:00,0.269268,0.271128,0.267022,0.27035
2022-01-14 01:00:00,0.270339,0.270734,0.2688,0.269491
2022-01-14 02:00:00,0.269397,0.271407,0.267453,0.270564
2022-01-14 03:00:00,0.270564,0.270919,0.269271,0.270154
2022-01-14 04:00:00,0.2701,0.273031,0.269964,0.272023
2022-01-14 05:00:00,0.27201,0.276406,0.271174,0.275692
2022-01-14 06:00:00,0.275733,0.278016,0.274689,0.276526
2022-01-14 07:00:00,0.27657,0.278965,0.274175,0.275674
2022-01-14 08:00:00,0.275754,0.276173,0.272189,0.274184
2022-01-14 09:00:00,0.274305,0.27537,0.272,0.272226
2022-01-14 10:00:00,0.272236,0.272945,0.265,0.265437
2022-01-14 11:00:00,0.26535,0.265646,0.262528,0.264665
2022-01-14 12:00:00,0.264622,0.265417,0.26145,0.263814
2022-01-14 13:00:00,0.263836,0.265776,0.263041,0.263318
2022-01-14 14:00:00,0.263245,0.269593,0.263008,0.268932
2022-01-14 15:00:00,0.268861,0.2701,0.2669,0.268303
2022-01-14 16:00:00,0.268425,0.269514,0.267,0.26943
2022-01-14 17:00:00,0.26953,0.269738,0.2668,0.267229
2022-01-14 18:00:00,0.267205,0.267991,0.266331,0.267503
2022-01-14 19:00:00,0.267542,0.269361,0.266882,0.268166
2022-01-14 20:00:00,0.268274,0.269254,0.267555,0.268912
2022-01-14 21:00:00,0.268919,0.287781,0.267837,0.273581
2022-01-14 22:00:00,0.273676,0.2765,0.273008,0.275323
2022-01-14 23:00:00,0.275323,0.275744,0.264585,0.265375
2022-01-15 00:00:00,0.265387,0.269817,0.262637,0.263554
2022-01-15 01:00:00,0.263577,0.263717,0.259743,0.260594
2022-01-15 02:00:00,0.260594,0.261139,0.259,0.259894
2022-01-15 03:00:00,0.259987,0.260757,0.259149,0.259877
2022-01-15 04:00:00,0.259877,0.26005,0.2578,0.259324
2022-01-15 05:00:00,0.259229,0.26012,0.258523,0.259581
2022-01-15 06:00:00,0.259456,0.261845,0.258573,0.261656
2022-01-15 07:00:00,0.26165,0.262275,0.26066,0.262176
2022-01-15 08:00:00,0.262273,0.262489,0.261593,0.261891
2022-01-15 09:00:00,0.261781,0.262176,0.260112,0.261828
2022-01-15 10:00:00,0.261708,0.2643,0.261341,0.261423
2022-01-15 11:00:00,0.261419,0.262176,0.260744,0.260907
2022-01-15 12:00:00,0.26097,0.261326,0.256387,0.258647
2022-01-15 13:00:00,0.25865,0.260143,0.257798,0.259551
2022-01-15 14:00:00,0.259559,0.261971,0.258748,0.261116
2022-01-15 15:00:00,0.261188,0.263101,0.260162,0.262904
2022-01-15 16:00:00,0.262775,0.264671,0.261975,0.262646
2022-01-15 17:00:00,0.262585,0.262833,0.261363,0.261851
2022-01-15 18:00:00,0.261851,0.26189,0.261128,0.261283
2022-01-15 19:00:00,0.261215,0.262668,0.261048,0.26254
2022-01-15 20:00:00,0.262529,0.263672,0.261991,0.262266
2022-01-15 21:00:00,0.262245,0.262386,0.260448,0.261141
2022-01-15 22:00:00,0.261155,0.26174,0.259312,0.260145
2022-01-15 23:00:00,0.260076,0.260948,0.259,0.259056
2022-01-16 00:00:00,0.259117,0.259403,0.257953,0.258733
2022-01-16 01:00:00,0.258724,0.259057,0.25738,0.257548
2022-01-16 02:00:00,0.257493,0.259311,0.25464,0.25554
2022-01-16 03:00:00,0.255548,0.256455,0.254812,0.256161
2022-01-16 04:00:00,0.256131,0.257501,0.255401,0.25738
2022-01-16 05:00:00,0.257501,0.257852,0.256965,0.257633
2022-01-16 06:00:00,0.257657,0.259104,0.257417,0.258927
2022-01-16 07:00:00,0.259133,0.260201,0.258657,0.260135
2022-01-16 08:00:00,0.260146,0.26087,0.259366,0.25995
2022-01-16 09:00:00,0.25995,0.262562,0.259776,0.261976
2022-01-16 10:00:00,0.261953,0.262694,0.259766,0.259815
2022-01-16 11:00:00,0.259749,0.260535,0.25832,0.25888
2022-01-16 12:00:00,0.258822,0.260802,0.258766,0.259975
2022-01-16 13:00:00,0.259931,0.260283,0.255322,0.259166
2022-01-16 14:00:00,0.25914,0.259944,0.257501,0.258683
2022-01-16 15:00:00,0.258715,0.258948,0.257358,0.258124
2022-01-16 16:00:00,0.258185,0.260085,0.258185,0.259543
2022-01-16 17:00:00,0.259636,0.26121,0.258247,0.258595
2022-01-16 18:00:00,0.258621,0.259172,0.257891,0.258699
2022-01-16 19:00:00,0.258699,0.258758,0.256584,0.25691
2022-01-16 20:00:00,0.256886,0.25801,0.256027,0.257583
2022-01-16 21:00:00,0.25758,0.257951,0.256789,0.257504
2022-01-16 22:00:00,0.257471,0.259797,0.257211,0.258686
2022-01-16 23:00:00,0.258749,0.259932,0.258106,0.259124
2022-01-17 00:00:00,0.259165,0.259988,0.257121,0.257735
2022-01-17 01:00:00,0.257622,0.257888,0.256154,0.256767
2022-01-17 02:00:00,0.256766,0.258318,0.25588,0.25802
2022-01-17 03:00:00,0.258032,0.258639,0.254877,0.254935
2022-01-17 04:00:00,0.255021,0.255868,0.252552,0.252637
2022-01-17 05:00:00,0.252656,0.25411,0.252015,0.253807
2022-01-17 06:00:00,0.253811,0.255,0.253434,0.254435
2022-01-17 07:00:00,0.254365,0.255333,0.253976,0.254174
2022-01-17 08:00:00,0.254121,0.255055,0.253367,0.254632
2022-01-17 09:00:00,0.254641,0.256078,0.254266,0.255307
2022-01-17 10:00:00,0.255276,0.25599,0.253705,0.254894
2022-01-17 11:00:00,0.254936,0.255392,0.25311,0.253794
2022-01-17 12:00:00,0.253655,0.254185,0.250843,0.252037
2022-01-17 13:00:00,0.252035,0.253282,0.251584,0.252952
2022-01-17 14:00:00,0.252979,0.253873,0.252364,0.253565
2022-01-17 15:00:00,0.253628,0.253806,0.251225,0.251679
2022-01-17 16:00:00,0.2516,0.252501,0.25,0.251826
2022-01-17 17:00:00,0.251826,0.252315,0.250069,0.251518
2022-01-17 18:00:00,0.251656,0.253142,0.250045,0.25291
2022-01-17 19:00:00,0.252889,0.253532,0.251834,0.253162
2022-01-17 20:00:00,0.253227,0.253859,0.252381,0.253414
2022-01-17 21:00:00,0.25344,0.254849,0.252,0.252782
2022-01-17 22:00:00,0.252838,0.255522,0.250718,0.253847
2022-01-17 23:00:00,0.253847,0.256566,0.253657,0.256133
2022-01-18 00:00:00,0.25606,0.257557,0.255181,0.257405
2022-01-18 01:00:00,0.257405,0.258129,0.256266,0.256954
2022-01-18 02:00:00,0.257021,0.257149,0.254189,0.255223
2022-01-18 03:00:00,0.255062,0.255357,0.252046,0.254614
2022-01-18 04:00:00,0.254492,0.254912,0.251552,0.251851
2022-01-18 05:00:00,0.251789,0.253498,0.251389,0.252622
2022-01-18 06:00:00,0.25259,0.255685,0.25254,0.255552
2022-01-18 07:00:00,0.255594,0.256056,0.253933,0.255886
2022-01-18 08:00:00,0.255809,0.256078,0.250457,0.251075
2022-01-18 09:00:00,0.251013,0.253315,0.249,0.253171
2022-01-18 10:00:00,0.253263,0.255188,0.252202,0.253507
2022-01-18 11:00:00,0.253512,0.253606,0.251781,0.253246
2022-01-18 12:00:00,0.253196,0.25384,0.250202,0.252639
2022-01-18 13:00:00,0.252548,0.252763,0.248844,0.2509
