datetime,XLMUSD_open,XLMUSD_high,XLMUSD_low,XLMUSD_close
2022-01-01 00:00:00,0.266601,0.269888,0.266061,0.269607
2022-01-01 01:00:00,0.269585,0.271619,0.269015,0.269774
2022-01-01 02:00:00,0.26989,0.270949,0.269262,0.269631
2022-01-01 03:00:00,0.269714,0.271272,0.269011,0.270391
2022-01-01 04:00:00,0.270397,0.270772,0.26786,0.268447
2022-01-01 05:00:00,0.268447,0.272861,0.268124,0.271726
2022-01-01 06:00:00,0.271724,0.272505,0.269249,0.269746
2022-01-01 07:00:00,0.269733,0.272169,0.268959,0.271802
2022-01-01 08:00:00,0.271691,0.272777,0.270825,0.271314
2022-01-01 09:00:00,0.271314,0.27223,0.269341,0.271333
2022-01-01 10:00:00,0.271222,0.271858,0.267118,0.269104
2022-01-01 11:00:00,0.269168,0.270428,0.268322,0.268557
2022-01-01 12:00:00,0.268577,0.271,0.268169,0.270422
2022-01-01 13:00:00,0.270476,0.271766,0.27,0.270822
2022-01-01 14:00:00,0.270847,0.271119,0.269695,0.27067
2022-01-01 15:00:00,0.270691,0.274092,0.270438,0.272811
2022-01-01 16:00:00,0.272799,0.275421,0.272371,0.274543
2022-01-01 17:00:00,0.274609,0.277028,0.2744,0.276063
2022-01-01 18:00:00,0.27602,0.276433,0.274415,0.275474
2022-01-01 19:00:00,0.275459,0.276158,0.273655,0.274331
2022-01-01 20:00:00,0.274331,0.275245,0.273284,0.274185
2022-01-01 21:00:00,0.274168,0.275505,0.273225,0.273624
2022-01-01 22:00:00,0.273615,0.27512,0.272967,0.274908
2022-01-01 23:00:00,0.274914,0.276983,0.274391,0.276802
2022-01-02 00:00:00,0.276963,0.27866,0.27555,0.278552
2022-01-02 01:00:00,0.27846,0.27975,0.277385,0.279311
2022-01-02 02:00:00,0.279311,0.284651,0.278971,0.281974
2022-01-02 03:00:00,0.281965,0.28434,0.281965,0.282824
2022-01-02 04:00:00,0.282797,0.283963,0.278938,0.281012
2022-01-02 05:00:00,0.280747,0.282269,0.280387,0.281909
2022-01-02 06:00:00,0.281905,0.281905,0.27933,0.280361
2022-01-02 07:00:00,0.280364,0.2821,0.279794,0.280805
2022-01-02 08:00:00,0.280727,0.285253,0.279661,0.284345
2022-01-02 09:00:00,0.284429,0.285891,0.282831,0.283993
2022-01-02 10:00:00,0.283996,0.284637,0.282701,0.283135
2022-01-02 11:00:00,0.283061,0.285639,0.282736,0.284882
2022-01-02 12:00:00,0.284842,0.287153,0.283641,0.286092
2022-01-02 13:00:00,0.28618,0.286843,0.28453,0.286074
2022-01-02 14:00:00,0.285923,0.286879,0.283644,0.284721
2022-01-02 15:00:00,0.284592,0.287713,0.284449,0.286628
2022-01-02 16:00:00,0.286629,0.291199,0.286601,0.29068
2022-01-02 17:00:00,0.29068,0.29172,0.289345,0.289701
2022-01-02 18:00:00,0.289741,0.289822,0.283678,0.287374
2022-01-02 19:00:00,0.287381,0.288843,0.286653,0.287979
2022-01-02 20:00:00,0.288104,0.288562,0.286875,0.288298
2022-01-02 21:00:00,0.288232,0.29195,0.287499,0.290335
2022-01-02 22:00:00,0.290251,0.291877,0.290105,0.291306
2022-01-02 23:00:00,0.291194,0.292476,0.290778,0.292273
2022-01-03 00:00:00,0.29211,0.297724,0.2915,0.29179
2022-01-03 01:00:00,0.29179,0.291873,0.289341,0.290875
2022-01-03 02:00:00,0.290737,0.29319,0.28965,0.292952
2022-01-03 03:00:00,0.292904,0.295,0.291,0.292189
2022-01-03 04:00:00,0.292177,0.29464,0.2903,0.292028
2022-01-03 05:00:00,0.292028,0.294706,0.291027,0.293604
2022-01-03 06:00:00,0.293485,0.294401,0.291184,0.291813
2022-01-03 07:00:00,0.291774,0.291774,0.289086,0.291069
2022-01-03 08:00:00,0.29108,0.291543,0.288638,0.289574
2022-01-03 09:00:00,0.289586,0.290512,0.287149,0.289141
2022-01-03 10:00:00,0.289104,0.290881,0.288082,0.289997
2022-01-03 11:00:00,0.290076,0.29186,0.289486,0.290499
2022-01-03 12:00:00,0.290592,0.29133,0.288891,0.289567
2022-01-03 13:00:00,0.289653,0.293376,0.289488,0.29256
2022-01-03 14:00:00,0.292565,0.295647,0.291164,0.29239
2022-01-03 15:00:00,0.292465,0.294511,0.290238,0.290977
2022-01-03 16:00:00,0.290968,0.292521,0.285951,0.2878
2022-01-03 17:00:00,0.287775,0.292158,0.28737,0.291238
2022-01-03 18:00:00,0.291369,0.295682,0.29122,0.292062
2022-01-03 19:00:00,0.292025,0.293579,0.290698,0.290698
2022-01-03 20:00:00,0.290726,0.292466,0.285485,0.287117
2022-01-03 21:00:00,0.287213,0.289837,0.286534,0.287729
2022-01-03 22:00:00,0.287732,0.290889,0.287386,0.289532
2022-01-03 23:00:00,0.289553,0.291451,0.28842,0.290288
2022-01-04 00:00:00,0.290459,0.291248,0.285451,0.286174
2022-01-04 01:00:00,0.286147,0.287962,0.278531,0.280968
2022-01-04 02:00:00,0.280961,0.283862,0.279589,0.282375
2022-01-04 03:00:00,0.282426,0.284026,0.280418,0.283429
2022-01-04 04:00:00,0.283416,0.28381,0.280109,0.280545
2022-01-04 05:00:00,0.280424,0.28211,0.279642,0.281783
2022-01-04 06:00:00,0.281721,0.283491,0.281,0.283332
2022-01-04 07:00:00,0.283161,0.28425,0.282508,0.283642
2022-01-04 08:00:00,0.28364,0.284763,0.282874,0.283311
2022-01-04 09:00:00,0.283251,0.283737,0.281334,0.281575
2022-01-04 10:00:00,0.281727,0.283987,0.281105,0.283283
2022-01-04 11:00:00,0.28331,0.286677,0.283277,0.286327
2022-01-04 12:00:00,0.286339,0.286983,0.283587,0.284969
2022-01-04 13:00:00,0.284953,0.287261,0.283263,0.286628
2022-01-04 14:00:00,0.28663,0.28822,0.286015,0.287011
2022-01-04 15:00:00,0.286918,0.288368,0.283752,0.284582
2022-01-04 16:00:00,0.284614,0.287873,0.283312,0.287136
2022-01-04 17:00:00,0.287131,0.287872,0.284822,0.284995
2022-01-04 18:00:00,0.285029,0.28686,0.278624,0.280911
2022-01-04 19:00:00,0.28079,0.28397,0.278777,0.28132
2022-01-04 20:00:00,0.28132,0.284159,0.280525,0.282806
2022-01-04 21:00:00,0.282704,0.283231,0.281101,0.282531
2022-01-04 22:00:00,0.282515,0.282633,0.28084,0.281883
2022-01-04 23:00:00,0.281824,0.282145,0.2786,0.279308
2022-01-05 00:00:00,0.279198,0.282384,0.278026,0.28179
2022-01-05 01:00:00,0.281701,0.283184,0.280001,0.280117
2022-01-05 02:00:00,0.280039,0.282247,0.279732,0.281973
2022-01-05 03:00:00,0.282029,0.283922,0.281965,0.283629
2022-01-05 04:00:00,0.283552,0.284898,0.283204,0.284271
2022-01-05 05:00:00,0.284301,0.284407,0.283055,0.284108
2022-01-05 06:00:00,0.284108,0.288011,0.283542,0.287505
2022-01-05 07:00:00,0.287505,0.288389,0.286302,0.288265
2022-01-05 08:00:00,0.288162,0.294757,0.288162,0.292425
2022-01-05 09:00:00,0.292536,0.294694,0.292254,0.294339
2022-01-05 10:00:00,0.294448,0.294916,0.292529,0.29319
2022-01-05 11:00:00,0.293264,0.293734,0.288693,0.29025
2022-01-05 12:00:00,0.290115,0.291659,0.287801,0.29065
2022-01-05 13:00:00,0.290674,0.292346,0.288699,0.292089
2022-01-05 14:00:00,0.292064,0.293439,0.289686,0.291545
2022-01-05 15:00:00,0.29169,0.292998,0.290329,0.292678
2022-01-05 16:00:00,0.292753,0.292995,0.28971,0.289841
2022-01-05 17:00:00,0.289841,0.291744,0.286702,0.286897
2022-01-05 18:00:00,0.286969,0.288729,0.28398,0.288175
2022-01-05 19:00:00,0.288183,0.288877,0.275541,0.276066
2022-01-05 20:00:00,0.276051,0.277161,0.2684,0.268727
2022-01-05 21:00:00,0.268747,0.271753,0.267158,0.26774
2022-01-05 22:00:00,0.267717,0.269205,0.2548,0.266195
2022-01-05 23:00:00,0.266187,0.26926,0.264147,0.26604
2022-01-06 00:00:00,0.2661,0.26657,0.26365,0.265454
2022-01-06 01:00:00,0.265382,0.265685,0.260506,0.2625
2022-01-06 02:00:00,0.262547,0.264884,0.259283,0.262221
2022-01-06 03:00:00,0.262209,0.263428,0.258521,0.258775
2022-01-06 04:00:00,0.258865,0.262851,0.258,0.261589
2022-01-06 05:00:00,0.261683,0.265137,0.260198,0.26381
2022-01-06 06:00:00,0.263875,0.266441,0.261955,0.265494
2022-01-06 07:00:00,0.265634,0.268483,0.264617,0.268017
2022-01-06 08:00:00,0.267977,0.270479,0.266018,0.269449
2022-01-06 09:00:00,0.269538,0.27087,0.264769,0.26561
2022-01-06 10:00:00,0.26561,0.272072,0.26561,0.271146
2022-01-06 11:00:00,0.271406,0.272361,0.267493,0.269391
2022-01-06 12:00:00,0.269327,0.270667,0.26503,0.269866
2022-01-06 13:00:00,0.269793,0.271818,0.268869,0.270993
2022-01-06 14:00:00,0.271012,0.2717,0.266157,0.266648
2022-01-06 15:00:00,0.266773,0.267588,0.263691,0.266685
2022-01-06 16:00:00,0.266718,0.268209,0.264182,0.265947
2022-01-06 17:00:00,0.266006,0.267706,0.264919,0.265767
2022-01-06 18:00:00,0.265895,0.268654,0.265508,0.26821
2022-01-06 19:00:00,0.268312,0.268842,0.267001,0.267584
2022-01-06 20:00:00,0.267523,0.268248,0.26529,0.265953
2022-01-06 21:00:00,0.265984,0.266995,0.264829,0.265908
2022-01-06 22:00:00,0.265908,0.268681,0.265109,0.268591
2022-01-06 23:00:00,0.2685,0.269238,0.266909,0.2675
2022-01-07 00:00:00,0.267581,0.268445,0.26384,0.265167
2022-01-07 01:00:00,0.265101,0.267561,0.264964,0.267213
2022-01-07 02:00:00,0.267205,0.267724,0.263741,0.264111
2022-01-07 03:00:00,0.264221,0.264462,0.254475,0.255689
2022-01-07 04:00:00,0.255848,0.257684,0.251211,0.257186
2022-01-07 05:00:00,0.257111,0.258739,0.255765,0.2576
