datetime,ZRXUSD_open,ZRXUSD_high,ZRXUSD_low,ZRXUSD_close
2022-01-04 08:00:00,0.928365,0.930007,0.920467,0.92412
2022-01-04 09:00:00,0.923938,0.925075,0.916196,0.916717
2022-01-04 10:00:00,0.91752,0.931449,0.914396,0.928791
2022-01-04 11:00:00,0.929968,0.951212,0.929678,0.946086
2022-01-04 12:00:00,0.947012,0.950886,0.935261,0.938431
2022-01-04 13:00:00,0.938813,0.944839,0.929552,0.94143
2022-01-04 14:00:00,0.94227,0.947693,0.938619,0.943319
2022-01-04 15:00:00,0.943153,0.944667,0.931698,0.934713
2022-01-04 16:00:00,0.933758,0.940673,0.928957,0.937347
2022-01-04 17:00:00,0.937431,0.937971,0.924216,0.925059
2022-01-04 18:00:00,0.924604,0.929576,0.895557,0.900349
2022-01-04 19:00:00,0.899939,0.915656,0.895358,0.904933
2022-01-04 20:00:00,0.904908,0.916427,0.902988,0.909897
2022-01-04 21:00:00,0.910372,0.913127,0.906631,0.911007
2022-01-04 22:00:00,0.910637,0.910637,0.89894,0.901044
2022-01-04 23:00:00,0.900947,0.901831,0.885254,0.888431
2022-01-05 00:00:00,0.88869,0.902037,0.881244,0.901213
2022-01-05 01:00:00,0.901176,0.907357,0.897535,0.902267
2022-01-05 02:00:00,0.903612,0.906896,0.90048,0.903877
2022-01-05 03:00:00,0.904166,0.933829,0.902963,0.915405
2022-01-05 04:00:00,0.91507,0.925665,0.915057,0.925585
2022-01-05 05:00:00,0.9255,0.928917,0.922945,0.927396
2022-01-05 06:00:00,0.926809,0.930806,0.924872,0.927361
2022-01-05 07:00:00,0.928096,0.929816,0.924495,0.927491
2022-01-05 08:00:00,0.928066,0.930261,0.921763,0.927052
2022-01-05 09:00:00,0.926735,0.940513,0.926263,0.934296
2022-01-05 10:00:00,0.935276,0.938868,0.9305,0.933528
2022-01-05 11:00:00,0.934086,0.934098,0.916213,0.923469
2022-01-05 12:00:00,0.924243,0.926458,0.914507,0.92423
2022-01-05 13:00:00,0.924231,0.9371,0.923747,0.936857
2022-01-05 14:00:00,0.937243,0.946931,0.933919,0.945654
2022-01-05 15:00:00,0.946416,0.949875,0.939941,0.9495
2022-01-05 16:00:00,0.949082,0.962156,0.945492,0.960796
2022-01-05 17:00:00,0.96128,0.968716,0.937366,0.937756
2022-01-05 18:00:00,0.937757,0.962131,0.928109,0.960977
2022-01-05 19:00:00,0.961201,0.965699,0.89415,0.897186
2022-01-05 20:00:00,0.897763,0.904803,0.863674,0.867509
2022-01-05 21:00:00,0.868032,0.8771,0.841026,0.843483
2022-01-05 22:00:00,0.84362,0.848019,0.787644,0.828422
2022-01-05 23:00:00,0.828404,0.840436,0.822712,0.826502
2022-01-06 00:00:00,0.826173,0.831597,0.819819,0.8252
2022-01-06 01:00:00,0.8252,0.828514,0.795814,0.79932
2022-01-06 02:00:00,0.799087,0.809523,0.796113,0.800681
2022-01-06 03:00:00,0.800377,0.80407,0.788397,0.788398
2022-01-06 04:00:00,0.789195,0.797426,0.778979,0.795515
2022-01-06 05:00:00,0.795681,0.804095,0.790072,0.796817
2022-01-06 06:00:00,0.797108,0.805302,0.791981,0.798912
2022-01-06 07:00:00,0.797593,0.803809,0.794189,0.8028
2022-01-06 08:00:00,0.802899,0.803066,0.780882,0.790203
2022-01-06 09:00:00,0.790689,0.790689,0.765248,0.769531
2022-01-06 10:00:00,0.769812,0.786998,0.768237,0.783191
2022-01-06 11:00:00,0.78376,0.788461,0.775021,0.779898
2022-01-06 12:00:00,0.780464,0.785769,0.770392,0.785769
2022-01-06 13:00:00,0.78589,0.797542,0.781749,0.79552
2022-01-06 14:00:00,0.795717,0.801004,0.787459,0.790889
2022-01-06 15:00:00,0.791299,0.793559,0.781162,0.79069
2022-01-06 16:00:00,0.791218,0.798576,0.783124,0.792362
2022-01-06 17:00:00,0.792347,0.800403,0.791525,0.794775
2022-01-06 18:00:00,0.794832,0.810961,0.794236,0.808563
2022-01-06 19:00:00,0.808471,0.810001,0.803139,0.806472
2022-01-06 20:00:00,0.806408,0.807507,0.79653,0.798796
2022-01-06 21:00:00,0.798497,0.801078,0.795515,0.797219
2022-01-06 22:00:00,0.796949,0.801536,0.794455,0.801536
2022-01-06 23:00:00,0.80053,0.802886,0.796161,0.798009
2022-01-07 00:00:00,0.798469,0.801249,0.780629,0.787276
2022-01-07 01:00:00,0.787137,0.793261,0.782243,0.79145
2022-01-07 02:00:00,0.791478,0.793003,0.781034,0.781545
2022-01-07 03:00:00,0.781545,0.782709,0.7355,0.735858
2022-01-07 04:00:00,0.7355,0.740522,0.709571,0.733462
2022-01-07 05:00:00,0.733462,0.74,0.724217,0.73865
2022-01-07 06:00:00,0.738903,0.74,0.727797,0.733805
2022-01-07 07:00:00,0.734553,0.743022,0.724217,0.742138
2022-01-07 08:00:00,0.741994,0.76083,0.737934,0.754
2022-01-07 09:00:00,0.753674,0.757087,0.750711,0.753033
2022-01-07 10:00:00,0.753033,0.756553,0.747544,0.747897
2022-01-07 11:00:00,0.747672,0.753034,0.745531,0.747912
2022-01-07 12:00:00,0.748209,0.759307,0.748209,0.753103
2022-01-07 13:00:00,0.753362,0.760025,0.725715,0.737148
2022-01-07 14:00:00,0.737281,0.745428,0.733839,0.742825
2022-01-07 15:00:00,0.741547,0.743288,0.715598,0.730274
2022-01-07 16:00:00,0.729964,0.757384,0.718678,0.755308
2022-01-07 17:00:00,0.755154,0.758484,0.750689,0.754622
2022-01-07 18:00:00,0.755296,0.756383,0.742523,0.749138
2022-01-07 19:00:00,0.750469,0.761903,0.745143,0.755813
2022-01-07 20:00:00,0.757417,0.762348,0.747802,0.760294
2022-01-07 21:00:00,0.761409,0.767614,0.759896,0.762437
2022-01-07 22:00:00,0.7619,0.7619,0.739908,0.742392
2022-01-07 23:00:00,0.741682,0.752885,0.739917,0.752558
2022-01-08 00:00:00,0.752994,0.758155,0.745234,0.755749
2022-01-08 01:00:00,0.755916,0.76381,0.755711,0.757738
2022-01-08 02:00:00,0.758107,0.758588,0.746531,0.751669
2022-01-08 03:00:00,0.751421,0.75283,0.739902,0.748621
2022-01-08 04:00:00,0.747811,0.761366,0.747811,0.757023
2022-01-08 05:00:00,0.756551,0.758689,0.752129,0.753561
2022-01-08 06:00:00,0.754304,0.756768,0.747762,0.755618
2022-01-08 07:00:00,0.756248,0.757749,0.753268,0.755357
2022-01-08 08:00:00,0.75561,0.76,0.75198,0.755231
2022-01-08 09:00:00,0.755489,0.758155,0.753957,0.758155
2022-01-08 10:00:00,0.758262,0.758705,0.75336,0.753905
2022-01-08 11:00:00,0.753601,0.756467,0.750703,0.754677
2022-01-08 12:00:00,0.753499,0.757208,0.748221,0.750202
2022-01-08 13:00:00,0.7486,0.751847,0.745347,0.748557
2022-01-08 14:00:00,0.748539,0.750185,0.732985,0.732985
2022-01-08 15:00:00,0.733399,0.733399,0.724651,0.727375
2022-01-08 16:00:00,0.727221,0.732892,0.716737,0.717955
2022-01-08 17:00:00,0.71714,0.719176,0.695362,0.695933
2022-01-08 18:00:00,0.696108,0.707137,0.684922,0.68569
2022-01-08 19:00:00,0.685367,0.695864,0.682006,0.690298
2022-01-08 20:00:00,0.689669,0.700578,0.685494,0.692912
2022-01-08 21:00:00,0.693118,0.716294,0.692625,0.714582
2022-01-08 22:00:00,0.714434,0.726798,0.713989,0.720226
2022-01-08 23:00:00,0.720395,0.720553,0.708317,0.708399
2022-01-09 00:00:00,0.708764,0.718465,0.704879,0.71672
2022-01-09 01:00:00,0.716436,0.721254,0.713188,0.719796
2022-01-09 02:00:00,0.720428,0.7278,0.719175,0.723707
2022-01-09 03:00:00,0.723197,0.725241,0.72072,0.721052
2022-01-09 04:00:00,0.72189,0.74456,0.720874,0.733594
2022-01-09 05:00:00,0.733364,0.733364,0.725436,0.726406
2022-01-09 06:00:00,0.727037,0.734496,0.724217,0.73335
2022-01-09 07:00:00,0.734168,0.734494,0.72626,0.72626
2022-01-09 08:00:00,0.726258,0.730927,0.719132,0.721816
2022-01-09 09:00:00,0.722308,0.723394,0.712511,0.713502
2022-01-09 10:00:00,0.713186,0.723922,0.711432,0.722019
2022-01-09 11:00:00,0.722029,0.731398,0.722028,0.728499
2022-01-09 12:00:00,0.728633,0.729534,0.721162,0.723197
2022-01-09 13:00:00,0.723402,0.729259,0.712074,0.712119
2022-01-09 14:00:00,0.712333,0.720919,0.712333,0.716099
2022-01-09 15:00:00,0.715958,0.717617,0.707395,0.716132
2022-01-09 16:00:00,0.716643,0.735992,0.716082,0.735562
2022-01-09 17:00:00,0.735729,0.74021,0.732942,0.735503
2022-01-09 18:00:00,0.736959,0.73879,0.732092,0.733447
2022-01-09 19:00:00,0.733088,0.749459,0.732958,0.748204
2022-01-09 20:00:00,0.748123,0.75,0.742603,0.745578
2022-01-09 21:00:00,0.746123,0.74827,0.736127,0.73862
2022-01-09 22:00:00,0.738954,0.740005,0.729812,0.732128
2022-01-09 23:00:00,0.732542,0.733462,0.721431,0.723965
2022-01-10 00:00:00,0.724183,0.734055,0.721417,0.722801
2022-01-10 01:00:00,0.722799,0.728854,0.721544,0.727854
2022-01-10 02:00:00,0.726928,0.731316,0.719531,0.728928
2022-01-10 03:00:00,0.728681,0.728681,0.725051,0.727464
2022-01-10 04:00:00,0.727297,0.735181,0.724571,0.734823
2022-01-10 05:00:00,0.734988,0.735219,0.730137,0.731624
2022-01-10 06:00:00,0.731377,0.732945,0.726671,0.728232
2022-01-10 07:00:00,0.727704,0.732212,0.727129,0.732128
2022-01-10 08:00:00,0.732429,0.732434,0.721871,0.722947
2022-01-10 09:00:00,0.723118,0.730964,0.723118,0.725239
2022-01-10 10:00:00,0.725238,0.731856,0.722179,0.722458
2022-01-10 11:00:00,0.722106,0.722441,0.710701,0.712569
2022-01-10 12:00:00,0.714087,0.714687,0.688883,0.690481
2022-01-10 13:00:00,0.690195,0.697534,0.682545,0.684343
2022-01-10 14:00:00,0.685817,0.690343,0.653428,0.679411
2022-01-10 15:00:00,0.678393,0.680205,0.662701,0.671768
2022-01-10 16:00:00,0.671056,0.691804,0.667532,0.688685
2022-01-10 17:00:00,0.689371,0.693035,0.660687,0.673293
2022-01-10 18:00:00,0.672747,0.680597,0.669283,0.677231
2022-01-10 19:00:00,0.676927,0.680684,0.670402,0.672573
2022-01-10 20:00:00,0.670925,0.686952,0.668327,0.684973
2022-01-10 21:00:00,0.685851,0.689429,0.682318,0.686885
2022-01-10 22:00:00,0.687301,0.689081,0.68218,0.683401
2022-01-10 23:00:00,0.683767,0.689675,0.681161,0.689484
2022-01-11 00:00:00,0.689857,0.690343,0.679209,0.681161
2022-01-11 01:00:00,0.681632,0.690161,0.678766,0.689371
2022-01-11 02:00:00,0.689857,0.703321,0.687345,0.70099
2022-01-11 03:00:00,0.700227,0.704392,0.697147,0.704362
2022-01-11 04:00:00,0.704392,0.705885,0.698312,0.70055
2022-01-11 05:00:00,0.70061,0.701477,0.694343,0.697679
2022-01-11 06:00:00,0.698535,0.70162,0.694134,0.696858
2022-01-11 07:00:00,0.697128,0.706299,0.696934,0.705775
2022-01-11 08:00:00,0.705936,0.711132,0.697258,0.699422
2022-01-11 09:00:00,0.698932,0.701432,0.693572,0.69549
2022-01-11 10:00:00,0.695222,0.698169,0.686891,0.687951
2022-01-11 11:00:00,0.686586,0.695599,0.68646,0.693395
2022-01-11 12:00:00,0.693572,0.70145,0.690827,0.695984
2022-01-11 13:00:00,0.696229,0.700139,0.690623,0.696249
2022-01-11 14:00:00,0.695909,0.69904,0.682237,0.691247
2022-01-11 15:00:00,0.692344,0.702609,0.686696,0.696348
2022-01-11 16:00:00,0.696468,0.717178,0.694617,0.715385
2022-01-11 17:00:00,0.715385,0.723918,0.707076,0.715812
2022-01-11 18:00:00,0.714891,0.720981,0.710624,0.716319
2022-01-11 19:00:00,0.716397,0.718141,0.71199,0.715841
2022-01-11 20:00:00,0.715841,0.717821,0.712724,0.714945
2022-01-11 21:00:00,0.715044,0.716538,0.711778,0.71539
2022-01-11 22:00:00,0.715226,0.716438,0.711574,0.715333
2022-01-11 23:00:00,0.713893,0.719642,0.713477,0.718632
2022-01-12 00:00:00,0.719,0.723335,0.718341,0.721644
2022-01-12 01:00:00,0.722382,0.731016,0.720315,0.727026
2022-01-12 02:00:00,0.726436,0.728245,0.721966,0.725615
2022-01-12 03:00:00,0.725148,0.728372,0.722794,0.726924
2022-01-12 04:00:00,0.727312,0.731174,0.721652,0.724464
2022-01-12 05:00:00,0.724563,0.72665,0.723795,0.725997
2022-01-12 06:00:00,0.726725,0.732837,0.72659,0.730354
2022-01-12 07:00:00,0.730078,0.730078,0.721589,0.728106
2022-01-12 08:00:00,0.727946,0.734451,0.727413,0.732211
2022-01-12 09:00:00,0.73119,0.7397,0.73119,0.738311
2022-01-12 10:00:00,0.738612,0.741713,0.734327,0.73554
2022-01-12 11:00:00,0.73577,0.745688,0.733247,0.739274
2022-01-12 12:00:00,0.738364,0.746829,0.737906,0.746508
2022-01-12 13:00:00,0.746023,0.756319,0.744406,0.756319
2022-01-12 14:00:00,0.755773,0.756081,0.742631,0.754411
2022-01-12 15:00:00,0.754411,0.757747,0.748413,0.752101
2022-01-12 16:00:00,0.752428,0.756357,0.74735,0.755582
2022-01-12 17:00:00,0.755813,0.758004,0.7528,0.756507
2022-01-12 18:00:00,0.756238,0.757723,0.752097,0.752188
2022-01-12 19:00:00,0.75177,0.755959,0.75006,0.754871
2022-01-12 20:00:00,0.754583,0.755489,0.75124,0.752483
2022-01-12 21:00:00,0.752327,0.757621,0.749218,0.750136
2022-01-12 22:00:00,0.750627,0.753348,0.748914,0.749266
2022-01-12 23:00:00,0.749,0.753514,0.7482,0.753514
2022-01-13 00:00:00,0.753423,0.755655,0.745687,0.746657
2022-01-13 01:00:00,0.74713,0.751006,0.737914,0.741703
2022-01-13 02:00:00,0.741453,0.746609,0.741453,0.74374
2022-01-13 03:00:00,0.743679,0.751635,0.73808,0.750631
2022-01-13 04:00:00,0.750232,0.763,0.750009,0.761697
2022-01-13 05:00:00,0.761924,0.77299,0.761017,0.768586
2022-01-13 06:00:00,0.768043,0.770432,0.763749,0.764809
2022-01-13 07:00:00,0.764809,0.766862,0.76063,0.764542
2022-01-13 08:00:00,0.763722,0.770738,0.76284,0.769301
2022-01-13 09:00:00,0.76953,0.810062,0.766922,0.803783
2022-01-13 10:00:00,0.80408,0.807212,0.777626,0.779883
2022-01-13 11:00:00,0.780221,0.781671,0.769461,0.769461
2022-01-13 12:00:00,0.769452,0.775419,0.765265,0.775419
2022-01-13 13:00:00,0.774838,0.775039,0.766141,0.771439
2022-01-13 14:00:00,0.770957,0.782882,0.770321,0.776461
2022-01-13 15:00:00,0.776393,0.776697,0.744391,0.757198
2022-01-13 16:00:00,0.757197,0.776922,0.751769,0.768368
2022-01-13 17:00:00,0.768522,0.768608,0.745636,0.757737
2022-01-13 18:00:00,0.757848,0.762915,0.746167,0.749868
2022-01-13 19:00:00,0.752205,0.756423,0.741202,0.747651
2022-01-13 20:00:00,0.747818,0.748132,0.7395,0.744394
2022-01-13 21:00:00,0.744394,0.747911,0.742856,0.744505
2022-01-13 22:00:00,0.744507,0.749789,0.737962,0.739851
2022-01-13 23:00:00,0.739992,0.743989,0.734735,0.737451
2022-01-14 00:00:00,0.737343,0.745913,0.732209,0.744133
2022-01-14 01:00:00,0.743761,0.744845,0.739276,0.742496
2022-01-14 02:00:00,0.74328,0.74355,0.732924,0.740092
2022-01-14 03:00:00,0.740192,0.741161,0.735345,0.739341
2022-01-14 04:00:00,0.739084,0.744287,0.736549,0.737959
2022-01-14 05:00:00,0.737178,0.745643,0.73463,0.745643
2022-01-14 06:00:00,0.745643,0.751998,0.743671,0.743671
2022-01-14 07:00:00,0.743926,0.746769,0.737581,0.739238
2022-01-14 08:00:00,0.73954,0.740771,0.724331,0.730952
2022-01-14 09:00:00,0.730475,0.734541,0.72831,0.730347
2022-01-14 10:00:00,0.730591,0.733154,0.717563,0.718257
2022-01-14 11:00:00,0.718016,0.720595,0.713176,0.718366
2022-01-14 12:00:00,0.718016,0.726297,0.713023,0.721047
2022-01-14 13:00:00,0.722137,0.725752,0.718732,0.720884
2022-01-14 14:00:00,0.719263,0.741338,0.718655,0.737156
2022-01-14 15:00:00,0.735822,0.742822,0.731522,0.737097
2022-01-14 16:00:00,0.737171,0.741776,0.732245,0.740454
2022-01-14 17:00:00,0.740943,0.743009,0.736602,0.738001
2022-01-14 18:00:00,0.736566,0.742399,0.735832,0.739625
2022-01-14 19:00:00,0.739823,0.744033,0.739165,0.739964
2022-01-14 20:00:00,0.741023,0.745088,0.740763,0.744265
2022-01-14 21:00:00,0.745288,0.749665,0.744605,0.747316
2022-01-14 22:00:00,0.748225,0.749869,0.745484,0.746999
2022-01-14 23:00:00,0.74662,0.751191,0.744939,0.748205
2022-01-15 00:00:00,0.748541,0.753301,0.745295,0.752089
2022-01-15 01:00:00,0.75222,0.755001,0.745966,0.75167
2022-01-15 02:00:00,0.75167,0.753151,0.74,0.748408
2022-01-15 03:00:00,0.7489,0.751069,0.743867,0.743867
2022-01-15 04:00:00,0.743659,0.744073,0.738473,0.740464
2022-01-15 05:00:00,0.740304,0.741739,0.738315,0.738916
2022-01-15 06:00:00,0.739028,0.740934,0.736047,0.740351
2022-01-15 07:00:00,0.739729,0.7451,0.739256,0.744792
2022-01-15 08:00:00,0.744792,0.745,0.741389,0.742021
2022-01-15 09:00:00,0.742055,0.746571,0.740801,0.745942
2022-01-15 10:00:00,0.745257,0.751374,0.743911,0.750112
2022-01-15 11:00:00,0.749935,0.756,0.748752,0.753044
2022-01-15 12:00:00,0.753797,0.7566,0.740613,0.748196
2022-01-15 13:00:00,0.748138,0.75855,0.746512,0.756487
2022-01-15 14:00:00,0.755758,0.768596,0.755022,0.763259
2022-01-15 15:00:00,0.76353,0.767275,0.761445,0.764868
2022-01-15 16:00:00,0.76508,0.765224,0.758891,0.759015
2022-01-15 17:00:00,0.759142,0.764149,0.7589,0.760678
2022-01-15 18:00:00,0.760702,0.762013,0.757084,0.757084
2022-01-15 19:00:00,0.757291,0.760935,0.756424,0.760516
2022-01-15 20:00:00,0.760853,0.763399,0.75775,0.758191
2022-01-15 21:00:00,0.758341,0.758891,0.754044,0.754192
2022-01-15 22:00:00,0.755998,0.760234,0.753131,0.757013
2022-01-15 23:00:00,0.7573,0.760184,0.754422,0.758496
2022-01-16 00:00:00,0.758639,0.779764,0.753454,0.758152
2022-01-16 01:00:00,0.75835,0.761568,0.749153,0.749153
2022-01-16 02:00:00,0.749153,0.750973,0.739165,0.742185
2022-01-16 03:00:00,0.741902,0.748954,0.741509,0.747843
2022-01-16 04:00:00,0.746649,0.748305,0.743343,0.745153
2022-01-16 05:00:00,0.744955,0.749454,0.74249,0.74249
2022-01-16 06:00:00,0.742366,0.753699,0.742366,0.752784
2022-01-16 07:00:00,0.752064,0.753202,0.750775,0.75157
2022-01-16 08:00:00,0.751248,0.753906,0.750797,0.752011
2022-01-16 09:00:00,0.75136,0.756211,0.751021,0.755776
2022-01-16 10:00:00,0.755777,0.760149,0.751769,0.751769
2022-01-16 11:00:00,0.75124,0.757352,0.746372,0.75534
2022-01-16 12:00:00,0.755251,0.758924,0.753551,0.756399
2022-01-16 13:00:00,0.755871,0.757816,0.742819,0.756677
2022-01-16 14:00:00,0.756809,0.761747,0.753705,0.761308
2022-01-16 15:00:00,0.761778,0.764508,0.757821,0.761366
2022-01-16 16:00:00,0.761903,0.767192,0.761448,0.765674
2022-01-16 17:00:00,0.766209,0.768781,0.762838,0.763956
2022-01-16 18:00:00,0.763621,0.767966,0.763621,0.765872
2022-01-16 19:00:00,0.765862,0.766065,0.760454,0.76088
2022-01-16 20:00:00,0.761461,0.765445,0.758806,0.764543
2022-01-16 21:00:00,0.764523,0.766265,0.761367,0.764232
2022-01-16 22:00:00,0.764487,0.768506,0.764075,0.76546
2022-01-16 23:00:00,0.765737,0.768918,0.762974,0.76642
2022-01-17 00:00:00,0.76725,0.77,0.760467,0.762144
2022-01-17 01:00:00,0.762144,0.769476,0.761533,0.763912
2022-01-17 02:00:00,0.764371,0.765999,0.753773,0.756732
2022-01-17 03:00:00,0.75641,0.758557,0.741625,0.741625
2022-01-17 04:00:00,0.741678,0.745807,0.738645,0.74049
2022-01-17 05:00:00,0.740209,0.741726,0.733401,0.74075
2022-01-17 06:00:00,0.739884,0.745044,0.739884,0.742739
2022-01-17 07:00:00,0.742107,0.747975,0.741463,0.745745
2022-01-17 08:00:00,0.745849,0.7499,0.74219,0.748133
2022-01-17 09:00:00,0.748269,0.751185,0.745834,0.747089
2022-01-17 10:00:00,0.747364,0.748468,0.738082,0.742438
2022-01-17 11:00:00,0.741962,0.742865,0.734295,0.737675
2022-01-17 12:00:00,0.737373,0.737991,0.727797,0.730998
2022-01-17 13:00:00,0.730197,0.733979,0.728441,0.732057
2022-01-17 14:00:00,0.731259,0.735387,0.730365,0.731112
2022-01-17 15:00:00,0.73145,0.732075,0.721727,0.723771
2022-01-17 16:00:00,0.723717,0.726959,0.716823,0.724505
2022-01-17 17:00:00,0.72437,0.72604,0.716991,0.723209
2022-01-17 18:00:00,0.723256,0.727331,0.718626,0.727274
2022-01-17 19:00:00,0.727274,0.729396,0.724895,0.726901
2022-01-17 20:00:00,0.7267,0.729089,0.726434,0.726501
2022-01-17 21:00:00,0.726501,0.727821,0.71296,0.716854
2022-01-17 22:00:00,0.716695,0.729407,0.712941,0.721929
2022-01-17 23:00:00,0.722234,0.729598,0.721945,0.727203
2022-01-18 00:00:00,0.727058,0.732284,0.724201,0.732284
2022-01-18 01:00:00,0.732367,0.733787,0.727933,0.729769
2022-01-18 02:00:00,0.729009,0.729288,0.725238,0.727562
2022-01-18 03:00:00,0.727036,0.728013,0.715244,0.718858
2022-01-18 04:00:00,0.718858,0.719915,0.713079,0.714926
2022-01-18 05:00:00,0.714587,0.716632,0.711355,0.712376
2022-01-18 06:00:00,0.711747,0.725,0.711747,0.724585
2022-01-18 07:00:00,0.724266,0.725078,0.714587,0.716523
2022-01-18 08:00:00,0.715785,0.716523,0.703597,0.704396
2022-01-18 09:00:00,0.703597,0.705412,0.693,0.700836
2022-01-18 10:00:00,0.701757,0.705717,0.699057,0.702913
2022-01-18 11:00:00,0.702607,0.704701,0.699694,0.703643
2022-01-18 12:00:00,0.703764,0.706,0.694678,0.704096
2022-01-18 13:00:00,0.703593,0.703593,0.691801,0.700195
