datetime,WBTCUSD_open,WBTCUSD_high,WBTCUSD_low,WBTCUSD_close
2022-03-01 03:00:00,43062.54,43153.68,42880.9,43144.77
2022-03-01 04:00:00,43137.63,43393.12,43092.89,43380.84
2022-03-01 05:00:00,43318.1,43318.1,43170.2,43221.8
2022-03-01 06:00:00,43153.65,43483.79,43062.54,43466.26
2022-03-01 07:00:00,43462.73,43526.25,43279.96,43520.35
2022-03-01 08:00:00,43520.38,43638.64,43397.55,43458.74
2022-03-01 09:00:00,43428.14,43442.36,43116.89,43308.97
2022-03-01 10:00:00,43214.5,43626.3,42850.7,43626.3
2022-03-01 11:00:00,43642.86,43827.73,43397.55,43642.86
2022-03-01 12:00:00,43673.62,44670.69,43642.83,44544.38
2022-03-01 13:00:00,44633.46,44950.22,44387.02,44387.02
2022-03-01 14:00:00,44446.79,44669.38,43763.92,43982.39
2022-03-01 15:00:00,43827.7,44075.44,43394.43,43550.69
2022-03-01 16:00:00,43520.02,44044.4,43244.95,43404.85
2022-03-01 17:00:00,43412.91,43827.73,43275.43,43673.62
2022-03-01 18:00:00,43704.4,43884.15,43458.74,43815.08
2022-03-01 19:00:00,43796.84,44104.73,43693.19,43796.87
2022-03-01 20:00:00,43827.73,44262.15,43765.99,44262.15
2022-03-01 21:00:00,44168.67,44168.67,43765.99,43826.82
2022-03-01 22:00:00,43796.97,44220.66,43796.84,44146.43
2022-03-01 23:00:00,44145.16,44512.31,44106.48,44355.76
2022-03-02 00:00:00,44324.53,44732.37,43932.55,44245.24
2022-03-02 01:00:00,44273.34,44387.05,43858.59,43951.38
2022-03-02 02:00:00,43920.43,44293.34,43889.5,44293.34
2022-03-02 03:00:00,44300.61,44556.47,44077.93,44324.53
2022-03-02 04:00:00,44293.31,44543.68,44199.79,44308.83
2022-03-02 05:00:00,44279.07,44355.79,44090.64,44289.1
2022-03-02 06:00:00,44230.94,44355.79,43889.5,43889.5
2022-03-02 07:00:00,43889.5,43982.39,43674.45,43982.39
2022-03-02 08:00:00,44013.38,44293.34,43796.84,43796.84
2022-03-02 09:00:00,43889.53,44168.7,43827.7,43930.08
2022-03-02 10:00:00,43982.39,44324.56,43982.39,44138.6
2022-03-02 11:00:00,44105.33,44269.79,44075.41,44199.82
2022-03-02 12:00:00,44175.9,44355.79,43827.7,43972.77
2022-03-02 13:00:00,43951.38,44044.4,43366.99,43574.02
2022-03-02 14:00:00,43642.86,44860.04,43619.16,44791.72
