datetime,ADAUSD_open,ADAUSD_high,ADAUSD_low,ADAUSD_close
2022-01-03 13:00:00,1.3605,1.3716,1.3605,1.3655
2022-01-03 14:00:00,1.3656,1.3711,1.3589,1.3602
2022-01-03 15:00:00,1.3608,1.3679,1.35,1.3532
2022-01-03 16:00:00,1.3535,1.3568,1.3232,1.3333
2022-01-03 17:00:00,1.3331,1.3439,1.3302,1.339
2022-01-03 18:00:00,1.3385,1.3462,1.3379,1.3414
2022-01-03 19:00:00,1.3411,1.3483,1.3283,1.329
2022-01-03 20:00:00,1.3292,1.3316,1.3087,1.3186
2022-01-03 21:00:00,1.3186,1.3282,1.3115,1.3243
2022-01-03 22:00:00,1.3244,1.33,1.3205,1.322
2022-01-03 23:00:00,1.3218,1.3278,1.3156,1.3186
2022-01-04 00:00:00,1.3189,1.3229,1.298,1.3051
2022-01-04 01:00:00,1.3055,1.3106,1.2978,1.3012
2022-01-04 02:00:00,1.3012,1.3118,1.2947,1.3062
2022-01-04 03:00:00,1.3064,1.3173,1.3021,1.3138
2022-01-04 04:00:00,1.314,1.317,1.3057,1.3087
2022-01-04 05:00:00,1.3087,1.3183,1.3062,1.3134
2022-01-04 06:00:00,1.3133,1.3171,1.3097,1.315
2022-01-04 07:00:00,1.3145,1.3252,1.3122,1.3252
2022-01-04 08:00:00,1.3251,1.333,1.3196,1.322
2022-01-04 09:00:00,1.3222,1.3291,1.3185,1.3206
2022-01-04 10:00:00,1.321,1.3338,1.3209,1.3316
2022-01-04 11:00:00,1.3321,1.3422,1.3314,1.3402
2022-01-04 12:00:00,1.3406,1.3429,1.3277,1.3392
2022-01-04 13:00:00,1.3388,1.3443,1.3313,1.343
2022-01-04 14:00:00,1.3431,1.3491,1.3367,1.3466
2022-01-04 15:00:00,1.3467,1.3519,1.3339,1.3361
2022-01-04 16:00:00,1.3365,1.3406,1.3282,1.3357
2022-01-04 17:00:00,1.3356,1.3502,1.3334,1.3364
2022-01-04 18:00:00,1.3369,1.3451,1.3026,1.3085
2022-01-04 19:00:00,1.3084,1.3287,1.301,1.3158
2022-01-04 20:00:00,1.3161,1.3274,1.3124,1.319
2022-01-04 21:00:00,1.3189,1.3222,1.3122,1.3199
2022-01-04 22:00:00,1.3198,1.328,1.3141,1.3277
2022-01-04 23:00:00,1.3275,1.3275,1.3065,1.3092
2022-01-05 00:00:00,1.3093,1.3279,1.3034,1.3265
2022-01-05 01:00:00,1.3266,1.3347,1.32,1.3203
2022-01-05 02:00:00,1.3203,1.331,1.3202,1.3265
2022-01-05 03:00:00,1.3268,1.3332,1.3251,1.3316
2022-01-05 04:00:00,1.3315,1.3359,1.3291,1.333
2022-01-05 05:00:00,1.3327,1.3353,1.3288,1.3324
2022-01-05 06:00:00,1.3324,1.3463,1.33,1.3437
2022-01-05 07:00:00,1.3439,1.3515,1.3362,1.3396
2022-01-05 08:00:00,1.3401,1.3523,1.3346,1.3457
2022-01-05 09:00:00,1.3457,1.3487,1.3421,1.348
2022-01-05 10:00:00,1.3481,1.3532,1.3425,1.346
2022-01-05 11:00:00,1.3461,1.3468,1.3228,1.3289
2022-01-05 12:00:00,1.3286,1.3336,1.3173,1.3297
2022-01-05 13:00:00,1.3296,1.337,1.3157,1.325
2022-01-05 14:00:00,1.3249,1.333,1.3173,1.3302
2022-01-05 15:00:00,1.3306,1.3341,1.321,1.3271
2022-01-05 16:00:00,1.3268,1.3285,1.319,1.32
2022-01-05 17:00:00,1.32,1.3244,1.3053,1.3067
2022-01-05 18:00:00,1.307,1.3153,1.3008,1.3095
2022-01-05 19:00:00,1.3095,1.3139,1.2448,1.2559
2022-01-05 20:00:00,1.2556,1.2662,1.225,1.2489
2022-01-05 21:00:00,1.2491,1.2667,1.2399,1.2435
2022-01-05 22:00:00,1.2437,1.2495,1.194,1.2355
2022-01-05 23:00:00,1.2355,1.2491,1.225,1.2304
2022-01-06 00:00:00,1.2303,1.244,1.2221,1.2407
2022-01-06 01:00:00,1.2407,1.2443,1.2232,1.2316
2022-01-06 02:00:00,1.2313,1.2372,1.2215,1.2257
2022-01-06 03:00:00,1.2255,1.2304,1.201,1.2039
2022-01-06 04:00:00,1.2037,1.2242,1.1968,1.2201
2022-01-06 05:00:00,1.2203,1.2327,1.2134,1.2191
2022-01-06 06:00:00,1.2196,1.2276,1.2084,1.2176
2022-01-06 07:00:00,1.2178,1.2251,1.2114,1.2224
2022-01-06 08:00:00,1.2224,1.2246,1.2062,1.2171
2022-01-06 09:00:00,1.2168,1.2189,1.1922,1.1972
2022-01-06 10:00:00,1.1966,1.2195,1.1966,1.2137
2022-01-06 11:00:00,1.214,1.2171,1.1966,1.204
2022-01-06 12:00:00,1.204,1.213,1.186,1.2121
2022-01-06 13:00:00,1.2126,1.2367,1.2126,1.2326
2022-01-06 14:00:00,1.2327,1.2485,1.226,1.2308
2022-01-06 15:00:00,1.2311,1.2368,1.2197,1.232
2022-01-06 16:00:00,1.2321,1.2413,1.2247,1.2356
2022-01-06 17:00:00,1.2358,1.2443,1.2327,1.2388
2022-01-06 18:00:00,1.2388,1.2544,1.2374,1.2533
2022-01-06 19:00:00,1.2538,1.2538,1.2394,1.2473
2022-01-06 20:00:00,1.2474,1.2967,1.2468,1.2941
2022-01-06 21:00:00,1.2948,1.2969,1.2702,1.2722
2022-01-06 22:00:00,1.2721,1.2863,1.2665,1.2826
2022-01-06 23:00:00,1.2834,1.2852,1.2736,1.2794
2022-01-07 00:00:00,1.2792,1.285,1.2627,1.2677
2022-01-07 01:00:00,1.268,1.2778,1.2601,1.2664
2022-01-07 02:00:00,1.2668,1.2683,1.2537,1.2555
2022-01-07 03:00:00,1.2555,1.2578,1.2,1.2068
2022-01-07 04:00:00,1.2068,1.2402,1.1942,1.2318
2022-01-07 05:00:00,1.232,1.2357,1.2072,1.2198
2022-01-07 06:00:00,1.2196,1.2207,1.1976,1.2007
2022-01-07 07:00:00,1.2009,1.2121,1.189,1.2074
2022-01-07 08:00:00,1.2074,1.2451,1.2025,1.2288
2022-01-07 09:00:00,1.2288,1.2386,1.2262,1.2342
2022-01-07 10:00:00,1.2345,1.2372,1.2217,1.222
2022-01-07 11:00:00,1.2221,1.2409,1.2207,1.2323
2022-01-07 12:00:00,1.2326,1.2498,1.2326,1.2365
2022-01-07 13:00:00,1.2367,1.2477,1.1963,1.2097
2022-01-07 14:00:00,1.2102,1.2318,1.2079,1.2279
2022-01-07 15:00:00,1.2278,1.2285,1.1897,1.2094
2022-01-07 16:00:00,1.2091,1.24,1.1949,1.2368
2022-01-07 17:00:00,1.2367,1.2406,1.2227,1.2313
2022-01-07 18:00:00,1.2311,1.2333,1.2113,1.2179
2022-01-07 19:00:00,1.2183,1.2277,1.21,1.2247
2022-01-07 20:00:00,1.2248,1.2311,1.2164,1.2255
2022-01-07 21:00:00,1.2252,1.229,1.2218,1.224
2022-01-07 22:00:00,1.224,1.2246,1.2062,1.2102
2022-01-07 23:00:00,1.2102,1.214,1.2011,1.2093
2022-01-08 00:00:00,1.2096,1.2282,1.2066,1.2259
2022-01-08 01:00:00,1.2261,1.234,1.2185,1.2215
2022-01-08 02:00:00,1.2212,1.2231,1.2132,1.2216
2022-01-08 03:00:00,1.2213,1.2265,1.2112,1.2228
2022-01-08 04:00:00,1.2232,1.233,1.217,1.228
2022-01-08 05:00:00,1.2269,1.2321,1.2241,1.2312
2022-01-08 06:00:00,1.2311,1.2329,1.2211,1.2306
2022-01-08 07:00:00,1.2306,1.2424,1.2289,1.2377
2022-01-08 08:00:00,1.2377,1.2449,1.237,1.2394
2022-01-08 09:00:00,1.2396,1.254,1.2375,1.2521
2022-01-08 10:00:00,1.2523,1.253,1.2338,1.2401
2022-01-08 11:00:00,1.2402,1.2423,1.2334,1.2369
2022-01-08 12:00:00,1.2369,1.2455,1.2289,1.2329
2022-01-08 13:00:00,1.233,1.2379,1.2278,1.2317
2022-01-08 14:00:00,1.232,1.2371,1.2241,1.2245
2022-01-08 15:00:00,1.2251,1.2273,1.21,1.2152
2022-01-08 16:00:00,1.2154,1.2246,1.2006,1.2019
2022-01-08 17:00:00,1.202,1.207,1.153,1.1559
2022-01-08 18:00:00,1.1564,1.1746,1.126,1.1336
2022-01-08 19:00:00,1.1332,1.1544,1.1306,1.1455
2022-01-08 20:00:00,1.1454,1.1574,1.1362,1.148
2022-01-08 21:00:00,1.1482,1.1976,1.1457,1.1881
2022-01-08 22:00:00,1.1881,1.2324,1.1861,1.2112
2022-01-08 23:00:00,1.2109,1.2125,1.1805,1.1827
2022-01-09 00:00:00,1.1824,1.1978,1.1728,1.1943
2022-01-09 01:00:00,1.194,1.1968,1.1791,1.1848
2022-01-09 02:00:00,1.185,1.1993,1.183,1.193
2022-01-09 03:00:00,1.193,1.193,1.1736,1.1759
2022-01-09 04:00:00,1.1758,1.1883,1.1749,1.1875
2022-01-09 05:00:00,1.1874,1.1894,1.1756,1.1781
2022-01-09 06:00:00,1.1779,1.187,1.1735,1.1805
2022-01-09 07:00:00,1.1806,1.1847,1.1727,1.1777
2022-01-09 08:00:00,1.1776,1.1834,1.1631,1.166
2022-01-09 09:00:00,1.166,1.1742,1.1565,1.1604
2022-01-09 10:00:00,1.1598,1.1688,1.1515,1.164
2022-01-09 11:00:00,1.164,1.1746,1.1595,1.163
2022-01-09 12:00:00,1.1631,1.1701,1.1555,1.1641
2022-01-09 13:00:00,1.1638,1.1674,1.1531,1.1547
2022-01-09 14:00:00,1.1548,1.1702,1.1547,1.1602
2022-01-09 15:00:00,1.1601,1.163,1.1474,1.1624
2022-01-09 16:00:00,1.162,1.1898,1.1567,1.1898
2022-01-09 17:00:00,1.1898,1.1959,1.1822,1.1895
2022-01-09 18:00:00,1.1894,1.1997,1.1839,1.1861
2022-01-09 19:00:00,1.1856,1.2068,1.184,1.2019
2022-01-09 20:00:00,1.202,1.2068,1.1925,1.193
2022-01-09 21:00:00,1.1927,1.2,1.1795,1.1829
2022-01-09 22:00:00,1.183,1.1935,1.18,1.1823
2022-01-09 23:00:00,1.1823,1.1861,1.1672,1.1707
2022-01-10 00:00:00,1.1702,1.1813,1.1625,1.1638
2022-01-10 01:00:00,1.1638,1.17,1.1579,1.1676
2022-01-10 02:00:00,1.1677,1.1699,1.1559,1.1662
2022-01-10 03:00:00,1.1661,1.1661,1.1571,1.162
2022-01-10 04:00:00,1.1622,1.1748,1.1607,1.1714
2022-01-10 05:00:00,1.1721,1.181,1.1675,1.1789
2022-01-10 06:00:00,1.1782,1.1784,1.1677,1.1769
2022-01-10 07:00:00,1.1767,1.1799,1.1727,1.1767
2022-01-10 08:00:00,1.177,1.1789,1.1638,1.1693
2022-01-10 09:00:00,1.1691,1.1716,1.1645,1.1679
2022-01-10 10:00:00,1.1672,1.1778,1.1639,1.1661
2022-01-10 11:00:00,1.1663,1.167,1.1475,1.152
2022-01-10 12:00:00,1.1524,1.1541,1.1201,1.1209
2022-01-10 13:00:00,1.1206,1.1284,1.1112,1.1137
2022-01-10 14:00:00,1.1137,1.138,1.0706,1.1201
2022-01-10 15:00:00,1.1206,1.1226,1.0985,1.1137
2022-01-10 16:00:00,1.1138,1.1387,1.1073,1.1334
2022-01-10 17:00:00,1.1333,1.1371,1.0907,1.1088
2022-01-10 18:00:00,1.1083,1.1263,1.1071,1.1222
2022-01-10 19:00:00,1.1222,1.1312,1.1114,1.1156
2022-01-10 20:00:00,1.1156,1.131,1.1083,1.129
2022-01-10 21:00:00,1.1289,1.1456,1.1271,1.1359
2022-01-10 22:00:00,1.1359,1.1394,1.1231,1.1311
2022-01-10 23:00:00,1.1309,1.1365,1.1225,1.1235
2022-01-11 00:00:00,1.1232,1.1381,1.1222,1.1296
2022-01-11 01:00:00,1.13,1.1581,1.1293,1.1481
2022-01-11 02:00:00,1.1484,1.1582,1.1436,1.1507
2022-01-11 03:00:00,1.1507,1.17,1.1459,1.1617
2022-01-11 04:00:00,1.1617,1.1652,1.1548,1.1561
2022-01-11 05:00:00,1.1564,1.1581,1.1497,1.1509
2022-01-11 06:00:00,1.151,1.1583,1.1472,1.1513
2022-01-11 07:00:00,1.1513,1.1572,1.1466,1.155
2022-01-11 08:00:00,1.1547,1.1673,1.1466,1.1474
2022-01-11 09:00:00,1.1475,1.1519,1.1426,1.1448
2022-01-11 10:00:00,1.1447,1.1477,1.1338,1.1372
2022-01-11 11:00:00,1.1369,1.1461,1.1348,1.1424
2022-01-11 12:00:00,1.1424,1.1572,1.1411,1.1501
2022-01-11 13:00:00,1.1502,1.1581,1.1467,1.1507
2022-01-11 14:00:00,1.1504,1.1555,1.1355,1.1476
2022-01-11 15:00:00,1.1481,1.1623,1.1458,1.16
2022-01-11 16:00:00,1.16,1.1911,1.1576,1.1822
2022-01-11 17:00:00,1.1823,1.1963,1.1733,1.1892
2022-01-11 18:00:00,1.1894,1.1951,1.1853,1.1915
2022-01-11 19:00:00,1.1912,1.1915,1.183,1.1874
2022-01-11 20:00:00,1.1876,1.1953,1.1849,1.1888
2022-01-11 21:00:00,1.1889,1.192,1.1823,1.1873
2022-01-11 22:00:00,1.1871,1.1886,1.1755,1.1813
2022-01-11 23:00:00,1.1813,1.1887,1.179,1.1879
2022-01-12 00:00:00,1.1877,1.2075,1.1874,1.1925
2022-01-12 01:00:00,1.1927,1.2042,1.1883,1.1984
2022-01-12 02:00:00,1.1981,1.2047,1.1898,1.1951
2022-01-12 03:00:00,1.1947,1.2215,1.1908,1.2193
2022-01-12 04:00:00,1.2194,1.2221,1.2075,1.2098
2022-01-12 05:00:00,1.2095,1.2188,1.2069,1.2186
2022-01-12 06:00:00,1.2187,1.2198,1.2079,1.2106
2022-01-12 07:00:00,1.2103,1.2104,1.1991,1.2034
2022-01-12 08:00:00,1.2028,1.2185,1.2024,1.2164
2022-01-12 09:00:00,1.2163,1.2379,1.214,1.2351
2022-01-12 10:00:00,1.2352,1.2401,1.2305,1.2332
2022-01-12 11:00:00,1.2331,1.2571,1.2329,1.2447
2022-01-12 12:00:00,1.2444,1.2615,1.2433,1.2555
2022-01-12 13:00:00,1.2556,1.2826,1.2479,1.2786
2022-01-12 14:00:00,1.2787,1.28,1.2632,1.2777
2022-01-12 15:00:00,1.2778,1.281,1.2586,1.2773
2022-01-12 16:00:00,1.2773,1.2897,1.2772,1.2819
2022-01-12 17:00:00,1.2819,1.2846,1.2742,1.2819
2022-01-12 18:00:00,1.2822,1.2869,1.2762,1.2778
2022-01-12 19:00:00,1.2778,1.2968,1.269,1.2886
2022-01-12 20:00:00,1.2887,1.3061,1.2868,1.2989
2022-01-12 21:00:00,1.2993,1.3049,1.293,1.2969
2022-01-12 22:00:00,1.2972,1.3069,1.2942,1.303
2022-01-12 23:00:00,1.3032,1.3141,1.3004,1.313
2022-01-13 00:00:00,1.313,1.3539,1.3072,1.3327
2022-01-13 01:00:00,1.3327,1.3549,1.3263,1.3288
2022-01-13 02:00:00,1.3288,1.332,1.3076,1.3103
2022-01-13 03:00:00,1.31,1.3144,1.2918,1.2959
2022-01-13 04:00:00,1.2959,1.3153,1.295,1.2961
2022-01-13 05:00:00,1.2955,1.2968,1.2787,1.284
2022-01-13 06:00:00,1.2838,1.2961,1.281,1.2893
2022-01-13 07:00:00,1.289,1.2975,1.2841,1.2891
2022-01-13 08:00:00,1.2893,1.3089,1.2864,1.3048
2022-01-13 09:00:00,1.3047,1.3049,1.2916,1.2961
2022-01-13 10:00:00,1.2966,1.3066,1.2933,1.2982
2022-01-13 11:00:00,1.2982,1.3007,1.2733,1.2747
2022-01-13 12:00:00,1.2749,1.2917,1.2739,1.2904
2022-01-13 13:00:00,1.2905,1.2949,1.2802,1.2928
2022-01-13 14:00:00,1.2928,1.3236,1.2895,1.306
2022-01-13 15:00:00,1.3059,1.3082,1.2481,1.2688
2022-01-13 16:00:00,1.2686,1.2795,1.2587,1.265
2022-01-13 17:00:00,1.2647,1.2673,1.2412,1.2471
2022-01-13 18:00:00,1.2472,1.2551,1.238,1.2418
2022-01-13 19:00:00,1.242,1.2538,1.2329,1.2457
2022-01-13 20:00:00,1.2453,1.2525,1.2318,1.2524
2022-01-13 21:00:00,1.2523,1.2533,1.243,1.251
2022-01-13 22:00:00,1.251,1.2511,1.2378,1.2393
2022-01-13 23:00:00,1.2393,1.2441,1.2273,1.2328
2022-01-14 00:00:00,1.2323,1.2511,1.2233,1.2462
2022-01-14 01:00:00,1.2465,1.2478,1.2366,1.2405
2022-01-14 02:00:00,1.2402,1.251,1.2308,1.2477
2022-01-14 03:00:00,1.2475,1.2491,1.2422,1.2467
2022-01-14 04:00:00,1.2463,1.2616,1.2455,1.2544
2022-01-14 05:00:00,1.2549,1.2815,1.2527,1.2797
2022-01-14 06:00:00,1.28,1.2984,1.272,1.2908
2022-01-14 07:00:00,1.2909,1.31,1.2777,1.2862
2022-01-14 08:00:00,1.2866,1.288,1.2601,1.2709
2022-01-14 09:00:00,1.2724,1.2841,1.2677,1.2732
2022-01-14 10:00:00,1.2735,1.277,1.2466,1.2501
2022-01-14 11:00:00,1.25,1.2517,1.2264,1.2344
2022-01-14 12:00:00,1.2344,1.2435,1.2186,1.2338
2022-01-14 13:00:00,1.2339,1.2462,1.2316,1.2378
2022-01-14 14:00:00,1.2375,1.2652,1.2332,1.2637
2022-01-14 15:00:00,1.2633,1.2751,1.2543,1.2692
2022-01-14 16:00:00,1.2694,1.2739,1.2578,1.2697
2022-01-14 17:00:00,1.2695,1.2723,1.2494,1.2527
2022-01-14 18:00:00,1.2527,1.2645,1.2505,1.2627
2022-01-14 19:00:00,1.263,1.2714,1.2589,1.264
2022-01-14 20:00:00,1.2636,1.2749,1.263,1.2706
2022-01-14 21:00:00,1.2705,1.3,1.2699,1.2999
2022-01-14 22:00:00,1.2993,1.308,1.2821,1.2858
2022-01-14 23:00:00,1.2858,1.294,1.2781,1.2931
2022-01-15 00:00:00,1.2931,1.295,1.271,1.2843
2022-01-15 01:00:00,1.2843,1.2864,1.2715,1.2767
2022-01-15 02:00:00,1.2766,1.2807,1.268,1.2726
2022-01-15 03:00:00,1.2723,1.2752,1.2694,1.2702
2022-01-15 04:00:00,1.2704,1.2704,1.2585,1.2621
2022-01-15 05:00:00,1.2622,1.2747,1.2606,1.2718
2022-01-15 06:00:00,1.2722,1.2724,1.2596,1.2705
2022-01-15 07:00:00,1.2705,1.273,1.2632,1.2728
2022-01-15 08:00:00,1.2727,1.2727,1.2615,1.2644
2022-01-15 09:00:00,1.2643,1.2699,1.2592,1.2679
2022-01-15 10:00:00,1.2681,1.2845,1.266,1.2727
2022-01-15 11:00:00,1.2727,1.274,1.2635,1.2668
2022-01-15 12:00:00,1.2669,1.2697,1.2517,1.2614
2022-01-15 13:00:00,1.2613,1.2703,1.2562,1.2699
2022-01-15 14:00:00,1.2697,1.2874,1.2644,1.2816
2022-01-15 15:00:00,1.2813,1.2869,1.2742,1.2867
2022-01-15 16:00:00,1.2867,1.2881,1.2798,1.2819
2022-01-15 17:00:00,1.2818,1.2857,1.2769,1.2809
2022-01-15 18:00:00,1.2809,1.2827,1.2744,1.2801
2022-01-15 19:00:00,1.28,1.2997,1.2798,1.2997
2022-01-15 20:00:00,1.2998,1.3193,1.2976,1.3059
2022-01-15 21:00:00,1.3059,1.3178,1.3052,1.3077
2022-01-15 22:00:00,1.3081,1.31,1.2958,1.2979
2022-01-15 23:00:00,1.2981,1.3048,1.2921,1.2922
2022-01-16 00:00:00,1.2923,1.3059,1.2867,1.3055
2022-01-16 01:00:00,1.3055,1.3329,1.3045,1.318
2022-01-16 02:00:00,1.3184,1.34,1.3175,1.3253
2022-01-16 03:00:00,1.3255,1.353,1.3252,1.3363
2022-01-16 04:00:00,1.3363,1.35,1.3325,1.3487
2022-01-16 05:00:00,1.349,1.3732,1.3487,1.369
2022-01-16 06:00:00,1.369,1.3805,1.3654,1.373
2022-01-16 07:00:00,1.373,1.3778,1.3565,1.3697
2022-01-16 08:00:00,1.3698,1.3777,1.3575,1.3615
2022-01-16 09:00:00,1.3618,1.3666,1.3589,1.3623
2022-01-16 10:00:00,1.363,1.4009,1.3628,1.3786
2022-01-16 11:00:00,1.3786,1.3955,1.3688,1.3916
2022-01-16 12:00:00,1.3916,1.4152,1.391,1.4078
2022-01-16 13:00:00,1.4078,1.4114,1.3833,1.4062
2022-01-16 14:00:00,1.4061,1.4234,1.4057,1.4144
2022-01-16 15:00:00,1.4142,1.4209,1.4035,1.4109
2022-01-16 16:00:00,1.411,1.419,1.3936,1.4034
2022-01-16 17:00:00,1.4033,1.4187,1.401,1.4135
2022-01-16 18:00:00,1.4136,1.4193,1.402,1.4049
2022-01-16 19:00:00,1.4053,1.4073,1.3854,1.3902
2022-01-16 20:00:00,1.39,1.4064,1.384,1.3995
2022-01-16 21:00:00,1.3997,1.4044,1.3921,1.3964
2022-01-16 22:00:00,1.3963,1.4162,1.3959,1.4099
2022-01-16 23:00:00,1.4099,1.4236,1.4043,1.4118
2022-01-17 00:00:00,1.4121,1.4218,1.402,1.4036
2022-01-17 01:00:00,1.4034,1.4056,1.3871,1.3965
2022-01-17 02:00:00,1.3953,1.4933,1.3897,1.4855
2022-01-17 03:00:00,1.4855,1.4956,1.4532,1.4549
2022-01-17 04:00:00,1.455,1.473,1.446,1.4487
2022-01-17 05:00:00,1.4488,1.4931,1.436,1.4908
2022-01-17 06:00:00,1.491,1.5333,1.4909,1.5222
2022-01-17 07:00:00,1.5223,1.5423,1.5072,1.5321
2022-01-17 08:00:00,1.5322,1.5436,1.5106,1.5292
2022-01-17 09:00:00,1.5289,1.5567,1.5284,1.5533
2022-01-17 10:00:00,1.5531,1.562,1.532,1.5414
2022-01-17 11:00:00,1.5415,1.5459,1.5143,1.5171
2022-01-17 12:00:00,1.5167,1.54,1.4965,1.5195
2022-01-17 13:00:00,1.519,1.5481,1.5154,1.5425
2022-01-17 14:00:00,1.5432,1.5465,1.5203,1.5263
2022-01-17 15:00:00,1.5266,1.5283,1.4751,1.4838
2022-01-17 16:00:00,1.4836,1.5007,1.4682,1.485
2022-01-17 17:00:00,1.485,1.51,1.4531,1.4913
2022-01-17 18:00:00,1.4914,1.54,1.4699,1.5311
2022-01-17 19:00:00,1.5303,1.575,1.5149,1.5597
2022-01-17 20:00:00,1.5598,1.5663,1.5323,1.5396
2022-01-17 21:00:00,1.5395,1.5444,1.5099,1.5276
2022-01-17 22:00:00,1.5279,1.5436,1.5025,1.5351
2022-01-17 23:00:00,1.5353,1.6068,1.5326,1.6027
2022-01-18 00:00:00,1.6031,1.6221,1.5774,1.5989
2022-01-18 01:00:00,1.5984,1.63,1.5804,1.624
2022-01-18 02:00:00,1.6243,1.64,1.5867,1.5902
2022-01-18 03:00:00,1.5903,1.6125,1.5621,1.5782
2022-01-18 04:00:00,1.5782,1.5876,1.5537,1.5713
2022-01-18 05:00:00,1.5712,1.5779,1.5483,1.558
2022-01-18 06:00:00,1.5585,1.5731,1.553,1.5636
2022-01-18 07:00:00,1.5634,1.5704,1.538,1.5427
2022-01-18 08:00:00,1.543,1.543,1.5196,1.5244
2022-01-18 09:00:00,1.525,1.5286,1.4878,1.5029
2022-01-18 10:00:00,1.5025,1.518,1.4841,1.4892
2022-01-18 11:00:00,1.4893,1.4958,1.4741,1.4925
2022-01-18 12:00:00,1.4923,1.5096,1.4693,1.5065
2022-01-18 13:00:00,1.506,1.5079,1.471,1.4986
2022-01-18 14:00:00,1.4982,1.5011,1.4318,1.4391
2022-01-18 15:00:00,1.4386,1.4653,1.4302,1.4529
2022-01-18 16:00:00,1.453,1.4622,1.4356,1.451
2022-01-18 17:00:00,1.4508,1.4572,1.4362,1.4409
2022-01-18 18:00:00,1.4409,1.443,1.4102,1.4318
2022-01-18 19:00:00,1.4315,1.4412,1.4237,1.4369
2022-01-18 20:00:00,1.4369,1.4404,1.4135,1.4312
2022-01-18 21:00:00,1.4311,1.4816,1.4232,1.4728
2022-01-18 22:00:00,1.4728,1.508,1.4643,1.4968
2022-01-18 23:00:00,1.4966,1.4969,1.4578,1.4589
2022-01-19 00:00:00,1.4586,1.5083,1.4578,1.4878
2022-01-19 01:00:00,1.4875,1.5346,1.4875,1.5198
2022-01-19 02:00:00,1.5194,1.5228,1.4947,1.4974
2022-01-19 03:00:00,1.4974,1.5013,1.4402,1.4518
2022-01-19 04:00:00,1.4523,1.4579,1.4305,1.4372
2022-01-19 05:00:00,1.4366,1.4473,1.398,1.4094
2022-01-19 06:00:00,1.409,1.4164,1.3923,1.3928
2022-01-19 07:00:00,1.3932,1.3984,1.355,1.3807
2022-01-19 08:00:00,1.3803,1.394,1.3637,1.3835
2022-01-19 09:00:00,1.3832,1.4074,1.3794,1.4007
2022-01-19 10:00:00,1.4011,1.4055,1.3746,1.3941
2022-01-19 11:00:00,1.3939,1.431,1.3918,1.4292
2022-01-19 12:00:00,1.4286,1.4382,1.4135,1.4248
2022-01-19 13:00:00,1.425,1.4386,1.4104,1.4218
2022-01-19 14:00:00,1.4219,1.4444,1.412,1.4413
2022-01-19 15:00:00,1.4423,1.4432,1.3952,1.4049
2022-01-19 16:00:00,1.405,1.4103,1.3833,1.3954
2022-01-19 17:00:00,1.3944,1.4107,1.3817,1.3972
2022-01-19 18:00:00,1.3974,1.4096,1.3906,1.3977
2022-01-19 19:00:00,1.3978,1.4002,1.3665,1.3665
2022-01-19 20:00:00,1.3666,1.3681,1.3316,1.3362
2022-01-19 21:00:00,1.3363,1.3483,1.3297,1.3309
2022-01-19 22:00:00,1.3313,1.3596,1.3259,1.3521
2022-01-19 23:00:00,1.352,1.3544,1.3316,1.3366
2022-01-20 00:00:00,1.336,1.3479,1.3167,1.3234
2022-01-20 01:00:00,1.3234,1.3382,1.3162,1.3341
2022-01-20 02:00:00,1.3341,1.3579,1.3338,1.3511
2022-01-20 03:00:00,1.351,1.3547,1.3366,1.3507
2022-01-20 04:00:00,1.351,1.3601,1.3439,1.3497
2022-01-20 05:00:00,1.3496,1.3714,1.34,1.3598
2022-01-20 06:00:00,1.3597,1.3751,1.3585,1.3623
2022-01-20 07:00:00,1.362,1.3692,1.3554,1.3653
2022-01-20 08:00:00,1.3649,1.3671,1.3447,1.3492
2022-01-20 09:00:00,1.3492,1.3542,1.3334,1.3523
2022-01-20 10:00:00,1.3525,1.3591,1.3446,1.3521
2022-01-20 11:00:00,1.3522,1.3633,1.3416,1.3495
2022-01-20 12:00:00,1.3495,1.3502,1.3364,1.3469
2022-01-20 13:00:00,1.3463,1.3845,1.3413,1.3757
2022-01-20 14:00:00,1.3755,1.411,1.3716,1.4042
2022-01-20 15:00:00,1.4041,1.427,1.3987,1.4065
2022-01-20 16:00:00,1.4067,1.415,1.3936,1.4072
2022-01-20 17:00:00,1.4073,1.408,1.3765,1.3803
2022-01-20 18:00:00,1.3804,1.3959,1.3789,1.3841
2022-01-20 19:00:00,1.3839,1.4031,1.38,1.3878
2022-01-20 20:00:00,1.3876,1.392,1.3561,1.3644
2022-01-20 21:00:00,1.3641,1.3654,1.2828,1.2841
2022-01-20 22:00:00,1.2842,1.3068,1.25,1.286
2022-01-20 23:00:00,1.2854,1.2874,1.25,1.2589
2022-01-21 00:00:00,1.259,1.2879,1.237,1.2723
2022-01-21 01:00:00,1.272,1.2754,1.2099,1.2144
2022-01-21 02:00:00,1.2144,1.2577,1.2112,1.2369
2022-01-21 03:00:00,1.2368,1.2453,1.2,1.2063
2022-01-21 04:00:00,1.2064,1.2264,1.2052,1.2199
2022-01-21 05:00:00,1.2195,1.2388,1.2136,1.2327
2022-01-21 06:00:00,1.2325,1.2361,1.224,1.2326
2022-01-21 07:00:00,1.2321,1.245,1.2277,1.2425
2022-01-21 08:00:00,1.242,1.2448,1.2332,1.2379
2022-01-21 09:00:00,1.2381,1.2387,1.2224,1.2288
