datetime,ROSEBUSD_open,ROSEBUSD_high,ROSEBUSD_low,ROSEBUSD_close
2022-01-17 14:00:00,0.51297,0.51837,0.51213,0.51706
2022-01-17 15:00:00,0.51732,0.51778,0.5002,0.50112
2022-01-17 16:00:00,0.50083,0.50333,0.48329,0.49113
2022-01-17 17:00:00,0.49104,0.49925,0.4848,0.49199
2022-01-17 18:00:00,0.492,0.50069,0.49124,0.49755
2022-01-17 19:00:00,0.4975,0.52788,0.49722,0.52748
2022-01-17 20:00:00,0.52774,0.5335,0.51711,0.52718
2022-01-17 21:00:00,0.52778,0.5288,0.51833,0.525
2022-01-17 22:00:00,0.525,0.52768,0.50678,0.51077
2022-01-17 23:00:00,0.51065,0.51569,0.50193,0.50309
2022-01-18 00:00:00,0.50308,0.50308,0.48449,0.48863
2022-01-18 01:00:00,0.48862,0.501,0.4867,0.4973
2022-01-18 02:00:00,0.4975,0.49874,0.49075,0.49418
2022-01-18 03:00:00,0.49408,0.4945,0.47518,0.47948
2022-01-18 04:00:00,0.47857,0.48727,0.475,0.48245
2022-01-18 05:00:00,0.48267,0.48845,0.47811,0.47828
2022-01-18 06:00:00,0.47853,0.48505,0.47366,0.48267
2022-01-18 07:00:00,0.48262,0.486,0.47251,0.47729
2022-01-18 08:00:00,0.47701,0.47776,0.462,0.47036
2022-01-18 09:00:00,0.47034,0.47323,0.4612,0.4675
2022-01-18 10:00:00,0.46715,0.47799,0.464,0.4718
2022-01-18 11:00:00,0.47125,0.47701,0.46707,0.4719
