datetime,SOLUSD_open,SOLUSD_high,SOLUSD_low,SOLUSD_close
2022-01-20 21:00:00,138.19,138.31,132.14,132.22
2022-01-20 22:00:00,132.21,133.54,130.31,132.17
2022-01-20 23:00:00,132.15,132.15,126.0,127.52
2022-01-21 00:00:00,127.52,129.02,126.58,126.82
2022-01-21 01:00:00,126.85,127.07,121.28,121.41
2022-01-21 02:00:00,121.5,128.26,121.1,127.09
2022-01-21 03:00:00,127.07,128.18,123.08,124.16
2022-01-21 04:00:00,124.22,126.84,124.1,125.66
2022-01-21 05:00:00,125.66,126.86,124.93,125.92
2022-01-21 06:00:00,125.9,126.27,124.15,124.37
2022-01-21 07:00:00,124.35,126.71,123.79,126.63
2022-01-21 08:00:00,126.59,126.94,125.05,125.66
2022-01-21 09:00:00,125.66,125.75,123.23,123.45
2022-01-21 10:00:00,123.45,124.2,122.46,123.7
2022-01-21 11:00:00,123.69,124.05,121.35,122.24
2022-01-21 12:00:00,122.26,122.49,115.36,118.09
2022-01-21 13:00:00,118.09,119.34,117.05,119.18
2022-01-21 14:00:00,119.16,121.0,117.81,118.94
2022-01-21 15:00:00,118.93,123.11,117.15,122.05
2022-01-21 16:00:00,122.08,126.2,121.28,125.72
2022-01-21 17:00:00,125.74,131.95,122.29,123.87
2022-01-21 18:00:00,123.85,125.76,122.08,123.73
2022-01-21 19:00:00,123.69,125.06,120.08,120.31
2022-01-21 20:00:00,120.31,122.0,117.07,119.97
2022-01-21 21:00:00,119.89,121.99,108.81,113.0
2022-01-21 22:00:00,113.07,114.83,106.0,110.29
2022-01-21 23:00:00,110.34,113.94,107.83,112.32
2022-01-22 00:00:00,112.34,114.27,109.74,111.45
2022-01-22 01:00:00,111.45,113.34,109.62,112.86
2022-01-22 02:00:00,112.83,113.0,111.04,111.6
2022-01-22 03:00:00,111.57,113.2,108.33,109.71
2022-01-22 04:00:00,109.7,110.46,108.59,109.95
2022-01-22 05:00:00,109.98,110.18,103.62,104.36
2022-01-22 06:00:00,104.35,105.16,99.86,102.42
2022-01-22 07:00:00,102.4,104.05,98.37,100.4
2022-01-22 08:00:00,100.39,103.85,100.37,100.98
2022-01-22 09:00:00,100.98,103.31,96.55,97.1
2022-01-22 10:00:00,97.2,99.7,88.25,99.27
2022-01-22 11:00:00,99.28,100.0,95.86,98.82
2022-01-22 12:00:00,98.85,102.8,98.03,102.51
2022-01-22 13:00:00,102.46,103.62,99.69,99.86
2022-01-22 14:00:00,99.87,100.14,95.89,96.08
2022-01-22 15:00:00,96.06,97.02,93.07,93.17
2022-01-22 16:00:00,93.2,99.0,91.56,95.55
2022-01-22 17:00:00,95.55,96.56,92.2,92.27
2022-01-22 18:00:00,92.26,93.68,90.01,90.22
2022-01-22 19:00:00,90.24,92.49,88.65,90.68
2022-01-22 20:00:00,90.65,97.39,89.83,95.79
2022-01-22 21:00:00,95.75,98.0,94.92,96.08
2022-01-22 22:00:00,96.1,96.93,92.71,93.54
2022-01-22 23:00:00,93.49,95.11,93.16,94.78
2022-01-23 00:00:00,94.79,98.57,93.81,98.44
2022-01-23 01:00:00,98.45,99.37,97.32,98.01
2022-01-23 02:00:00,98.02,98.23,93.43,93.78
2022-01-23 03:00:00,93.78,95.24,93.36,94.47
2022-01-23 04:00:00,94.47,96.63,94.02,95.41
2022-01-23 05:00:00,95.41,97.81,93.6,97.39
2022-01-23 06:00:00,97.42,97.84,96.55,97.2
2022-01-23 07:00:00,97.16,101.64,96.8,101.28
2022-01-23 08:00:00,101.29,101.64,99.92,101.61
2022-01-23 09:00:00,101.65,104.83,101.25,104.46
2022-01-23 10:00:00,104.51,104.55,102.3,103.35
2022-01-23 11:00:00,103.34,103.54,100.98,101.96
2022-01-23 12:00:00,101.94,102.5,100.15,101.23
2022-01-23 13:00:00,101.24,103.02,100.55,102.9
2022-01-23 14:00:00,102.92,103.44,96.25,98.2
2022-01-23 15:00:00,98.17,99.28,97.13,98.93
2022-01-23 16:00:00,98.93,99.79,96.93,97.85
2022-01-23 17:00:00,97.82,99.08,97.6,98.55
2022-01-23 18:00:00,98.53,99.12,95.29,95.84
2022-01-23 19:00:00,95.87,96.63,94.01,94.86
2022-01-23 20:00:00,94.77,96.8,94.22,96.18
2022-01-23 21:00:00,96.15,96.75,94.93,95.68
2022-01-23 22:00:00,95.67,96.52,94.77,96.22
2022-01-23 23:00:00,96.21,101.99,95.92,99.82
2022-01-24 00:00:00,99.79,99.95,92.3,92.92
2022-01-24 01:00:00,92.95,94.64,92.36,93.14
2022-01-24 02:00:00,93.11,93.23,91.47,91.93
2022-01-24 03:00:00,91.94,92.49,91.35,92.18
2022-01-24 04:00:00,92.19,92.89,89.65,90.18
2022-01-24 05:00:00,90.16,90.16,88.6,88.66
2022-01-24 06:00:00,88.63,90.28,87.77,88.93
2022-01-24 07:00:00,88.9,88.9,86.03,86.69
2022-01-24 08:00:00,86.75,89.55,86.29,87.42
2022-01-24 09:00:00,87.35,88.0,84.4,84.88
2022-01-24 10:00:00,84.84,85.23,81.95,82.13
2022-01-24 11:00:00,82.13,87.2,81.86,84.01
2022-01-24 12:00:00,84.01,84.52,80.83,81.9
2022-01-24 13:00:00,81.9,84.58,81.11,81.89
2022-01-24 14:00:00,81.85,88.09,80.85,84.5
2022-01-24 15:00:00,84.5,88.12,82.46,87.59
2022-01-24 16:00:00,87.58,88.12,83.22,85.74
2022-01-24 17:00:00,85.77,90.36,84.0,89.06
2022-01-24 18:00:00,89.08,93.0,87.98,90.15
2022-01-24 19:00:00,90.18,90.74,87.71,89.73
2022-01-24 20:00:00,89.68,96.28,89.61,95.15
2022-01-24 21:00:00,95.15,95.24,92.39,93.25
2022-01-24 22:00:00,93.25,93.36,91.47,92.23
2022-01-24 23:00:00,92.24,92.89,90.93,91.96
2022-01-25 00:00:00,91.95,92.07,89.06,89.22
2022-01-25 01:00:00,89.24,90.11,87.92,88.28
2022-01-25 02:00:00,88.28,90.53,88.0,90.36
2022-01-25 03:00:00,90.36,90.7,89.28,90.11
2022-01-25 04:00:00,90.1,90.38,87.46,87.58
2022-01-25 05:00:00,87.56,89.3,87.45,89.16
2022-01-25 06:00:00,89.18,90.73,88.43,88.46
2022-01-25 07:00:00,88.48,90.03,88.04,90.03
2022-01-25 08:00:00,89.97,92.81,89.88,90.84
2022-01-25 09:00:00,90.85,92.82,90.45,92.44
2022-01-25 10:00:00,92.49,94.52,92.06,92.85
2022-01-25 11:00:00,92.85,93.39,91.43,91.65
2022-01-25 12:00:00,91.65,93.02,90.93,92.3
2022-01-25 13:00:00,92.32,92.51,90.47,91.55
2022-01-25 14:00:00,91.52,95.0,90.96,91.99
2022-01-25 15:00:00,91.98,93.8,90.65,93.01
2022-01-25 16:00:00,93.01,94.49,92.72,93.86
2022-01-25 17:00:00,93.87,98.0,93.43,96.7
2022-01-25 18:00:00,96.63,100.24,96.19,99.88
2022-01-25 19:00:00,99.87,99.97,95.85,96.21
2022-01-25 20:00:00,96.23,96.36,94.0,94.31
2022-01-25 21:00:00,94.31,94.54,92.02,92.94
2022-01-25 22:00:00,92.89,93.77,92.63,93.58
2022-01-25 23:00:00,93.63,95.87,93.26,94.76
2022-01-26 00:00:00,94.77,94.93,92.42,92.86
2022-01-26 01:00:00,92.85,93.48,91.45,92.9
2022-01-26 02:00:00,92.9,94.1,92.67,92.76
2022-01-26 03:00:00,92.74,95.52,92.71,94.79
2022-01-26 04:00:00,94.83,97.22,94.28,96.34
2022-01-26 05:00:00,96.35,96.55,95.07,95.63
2022-01-26 06:00:00,95.62,95.83,93.82,94.2
2022-01-26 07:00:00,94.19,95.01,93.72,94.53
2022-01-26 08:00:00,94.53,96.42,94.47,96.15
2022-01-26 09:00:00,96.17,97.64,95.39,95.93
2022-01-26 10:00:00,95.94,97.61,95.42,97.15
2022-01-26 11:00:00,97.14,98.36,96.48,98.12
2022-01-26 12:00:00,98.1,98.15,96.33,96.39
2022-01-26 13:00:00,96.4,100.56,96.12,99.82
2022-01-26 14:00:00,99.82,102.26,99.5,100.61
2022-01-26 15:00:00,100.61,101.14,97.79,98.84
2022-01-26 16:00:00,98.84,99.94,98.54,99.76
2022-01-26 17:00:00,99.73,100.39,97.88,98.46
2022-01-26 18:00:00,98.47,99.14,96.45,98.03
2022-01-26 19:00:00,97.98,104.85,97.76,98.3
2022-01-26 20:00:00,98.25,98.25,91.8,94.09
2022-01-26 21:00:00,94.06,94.86,89.96,90.1
2022-01-26 22:00:00,90.03,91.93,89.26,91.74
2022-01-26 23:00:00,91.75,92.89,91.64,92.18
2022-01-27 00:00:00,92.17,93.73,91.54,93.03
2022-01-27 01:00:00,93.05,93.05,88.0,88.44
2022-01-27 02:00:00,88.39,88.39,85.79,88.11
2022-01-27 03:00:00,88.06,88.95,85.76,86.79
2022-01-27 04:00:00,86.78,88.37,86.35,87.8
2022-01-27 05:00:00,87.79,89.39,87.41,88.48
2022-01-27 06:00:00,88.49,89.05,87.31,88.95
2022-01-27 07:00:00,88.98,89.94,88.17,88.83
2022-01-27 08:00:00,88.86,90.2,88.26,90.1
2022-01-27 09:00:00,90.11,91.36,89.55,90.47
2022-01-27 10:00:00,90.49,91.02,89.73,89.88
2022-01-27 11:00:00,89.89,91.41,89.89,91.26
2022-01-27 12:00:00,91.26,92.07,90.76,91.61
2022-01-27 13:00:00,91.62,93.31,91.37,93.11
2022-01-27 14:00:00,93.05,94.7,92.45,93.66
2022-01-27 15:00:00,93.68,94.26,91.91,92.33
2022-01-27 16:00:00,92.34,93.46,91.05,92.5
2022-01-27 17:00:00,92.49,92.86,89.39,90.37
2022-01-27 18:00:00,90.35,91.35,89.45,90.95
2022-01-27 19:00:00,90.97,91.77,89.16,89.94
2022-01-27 20:00:00,89.94,90.69,87.05,87.21
2022-01-27 21:00:00,87.25,88.06,85.65,86.95
2022-01-27 22:00:00,86.94,89.75,85.84,88.39
2022-01-27 23:00:00,88.37,90.0,88.36,89.55
2022-01-28 00:00:00,89.55,91.53,88.87,91.3
2022-01-28 01:00:00,91.33,92.86,89.07,90.07
2022-01-28 02:00:00,90.06,91.58,88.71,91.42
2022-01-28 03:00:00,91.42,93.06,91.2,92.51
2022-01-28 04:00:00,92.54,93.16,91.33,92.24
2022-01-28 05:00:00,92.27,93.49,91.8,93.05
2022-01-28 06:00:00,93.01,93.58,90.7,90.77
2022-01-28 07:00:00,90.73,91.78,89.57,89.69
2022-01-28 08:00:00,89.7,90.29,89.0,90.17
2022-01-28 09:00:00,90.13,91.02,89.16,89.68
2022-01-28 10:00:00,89.64,90.0,88.31,89.06
2022-01-28 11:00:00,89.13,89.3,87.6,88.7
2022-01-28 12:00:00,88.7,89.34,87.21,87.71
2022-01-28 13:00:00,87.72,90.04,87.22,89.83
2022-01-28 14:00:00,89.83,90.56,88.27,88.87
2022-01-28 15:00:00,88.87,91.58,88.53,91.23
2022-01-28 16:00:00,91.23,92.71,90.58,91.41
2022-01-28 17:00:00,91.45,91.92,90.13,90.69
2022-01-28 18:00:00,90.66,93.11,90.59,92.05
2022-01-28 19:00:00,92.06,92.48,90.24,91.66
2022-01-28 20:00:00,91.63,93.0,90.83,92.2
2022-01-28 21:00:00,92.22,93.55,91.77,92.15
2022-01-28 22:00:00,92.16,92.4,90.27,90.37
2022-01-28 23:00:00,90.38,91.78,90.38,91.35
2022-01-29 00:00:00,91.34,93.88,90.93,92.85
2022-01-29 01:00:00,92.82,93.19,90.59,91.34
2022-01-29 02:00:00,91.35,91.81,90.67,91.43
2022-01-29 03:00:00,91.44,92.41,91.15,92.18
2022-01-29 04:00:00,92.14,94.46,92.04,94.2
2022-01-29 05:00:00,94.23,95.34,93.36,95.33
2022-01-29 06:00:00,95.3,95.99,94.78,95.44
2022-01-29 07:00:00,95.42,97.27,95.42,97.23
2022-01-29 08:00:00,97.22,97.7,96.23,96.49
2022-01-29 09:00:00,96.49,97.73,95.0,97.47
2022-01-29 10:00:00,97.45,97.57,96.53,96.95
2022-01-29 11:00:00,96.94,96.94,95.92,96.32
2022-01-29 12:00:00,96.32,97.0,95.9,96.69
2022-01-29 13:00:00,96.65,99.01,96.02,98.15
2022-01-29 14:00:00,98.21,98.38,95.0,95.3
2022-01-29 15:00:00,95.32,96.1,93.88,95.1
2022-01-29 16:00:00,95.12,95.3,93.5,94.91
2022-01-29 17:00:00,94.97,95.44,93.79,94.11
2022-01-29 18:00:00,94.12,95.33,94.05,94.85
2022-01-29 19:00:00,94.85,95.86,94.78,95.32
2022-01-29 20:00:00,95.32,96.92,95.12,95.84
2022-01-29 21:00:00,95.84,96.8,95.58,96.26
2022-01-29 22:00:00,96.26,96.38,95.42,95.47
2022-01-29 23:00:00,95.47,96.51,94.67,96.25
2022-01-30 00:00:00,96.24,96.4,93.77,93.77
2022-01-30 01:00:00,93.78,94.86,93.77,94.68
2022-01-30 02:00:00,94.72,94.89,93.79,94.73
2022-01-30 03:00:00,94.72,95.12,94.31,94.5
2022-01-30 04:00:00,94.53,95.71,94.41,95.33
2022-01-30 05:00:00,95.33,96.19,95.26,96.0
2022-01-30 06:00:00,95.98,96.73,95.78,96.57
2022-01-30 07:00:00,96.6,97.63,96.35,96.74
2022-01-30 08:00:00,96.74,97.14,95.66,95.79
2022-01-30 09:00:00,95.78,96.16,95.12,95.45
2022-01-30 10:00:00,95.45,96.51,95.24,96.49
2022-01-30 11:00:00,96.5,96.77,95.66,96.42
2022-01-30 12:00:00,96.46,96.61,95.17,95.38
2022-01-30 13:00:00,95.39,95.54,94.65,95.05
2022-01-30 14:00:00,95.1,95.33,93.95,94.77
2022-01-30 15:00:00,94.78,95.44,94.33,95.16
2022-01-30 16:00:00,95.19,95.97,94.48,94.67
2022-01-30 17:00:00,94.64,95.37,94.18,95.09
2022-01-30 18:00:00,95.08,95.2,94.23,94.45
2022-01-30 19:00:00,94.43,94.49,91.84,92.08
2022-01-30 20:00:00,92.1,93.05,91.46,92.74
2022-01-30 21:00:00,92.73,92.88,91.75,92.59
2022-01-30 22:00:00,92.59,93.07,92.1,92.93
2022-01-30 23:00:00,92.94,94.28,92.92,93.31
2022-01-31 00:00:00,93.29,93.68,90.6,90.78
2022-01-31 01:00:00,90.79,91.32,90.2,90.22
2022-01-31 02:00:00,90.28,91.32,89.24,90.92
2022-01-31 03:00:00,90.91,91.17,90.46,90.81
2022-01-31 04:00:00,90.8,90.8,88.95,89.9
2022-01-31 05:00:00,89.91,90.46,89.48,90.32
2022-01-31 06:00:00,90.34,90.53,89.87,89.96
2022-01-31 07:00:00,89.92,90.5,89.75,90.31
2022-01-31 08:00:00,90.3,90.76,90.12,90.33
2022-01-31 09:00:00,90.34,90.92,90.0,90.85
2022-01-31 10:00:00,90.91,91.65,90.4,91.54
2022-01-31 11:00:00,91.5,91.82,90.27,91.41
2022-01-31 12:00:00,91.4,91.93,90.44,91.14
2022-01-31 13:00:00,91.15,92.25,90.35,92.02
2022-01-31 14:00:00,92.01,92.68,91.21,92.6
2022-01-31 15:00:00,92.57,96.0,92.55,95.39
2022-01-31 16:00:00,95.39,98.71,94.98,97.88
2022-01-31 17:00:00,97.87,98.5,96.98,97.68
2022-01-31 18:00:00,97.72,98.15,97.0,97.78
2022-01-31 19:00:00,97.77,98.65,97.32,98.43
2022-01-31 20:00:00,98.46,99.45,97.43,98.29
2022-01-31 21:00:00,98.28,100.0,98.08,99.42
2022-01-31 22:00:00,99.42,101.41,99.0,100.0
2022-01-31 23:00:00,99.98,100.32,98.97,99.52
2022-02-01 00:00:00,99.57,101.3,99.04,100.49
2022-02-01 01:00:00,100.49,103.0,100.42,102.1
2022-02-01 02:00:00,102.1,102.74,101.77,102.41
2022-02-01 03:00:00,102.42,108.74,102.31,107.06
2022-02-01 04:00:00,107.06,107.65,105.41,106.23
2022-02-01 05:00:00,106.21,106.32,105.09,105.12
2022-02-01 06:00:00,105.1,105.9,104.55,105.03
2022-02-01 07:00:00,105.04,105.97,104.97,105.53
2022-02-01 08:00:00,105.51,107.63,105.23,107.5
2022-02-01 09:00:00,107.52,109.0,103.85,104.62
2022-02-01 10:00:00,104.62,106.35,103.98,106.14
2022-02-01 11:00:00,106.18,107.88,105.66,106.42
2022-02-01 12:00:00,106.38,107.6,106.08,107.21
2022-02-01 13:00:00,107.2,108.75,106.24,108.19
2022-02-01 14:00:00,108.17,111.0,107.13,108.04
2022-02-01 15:00:00,108.08,109.14,106.28,108.81
2022-02-01 16:00:00,108.79,113.89,108.75,113.07
2022-02-01 17:00:00,113.08,113.61,110.3,111.65
2022-02-01 18:00:00,111.67,112.78,110.92,111.58
2022-02-01 19:00:00,111.59,111.99,107.67,108.0
2022-02-01 20:00:00,107.97,111.6,107.91,110.04
2022-02-01 21:00:00,110.04,112.35,110.0,111.8
2022-02-01 22:00:00,111.81,111.98,108.94,109.97
2022-02-01 23:00:00,109.96,111.06,108.95,110.1
2022-02-02 00:00:00,110.11,111.48,108.26,109.97
2022-02-02 01:00:00,109.96,110.56,108.27,108.75
2022-02-02 02:00:00,108.76,110.08,108.46,109.72
2022-02-02 03:00:00,109.73,112.48,109.65,110.72
2022-02-02 04:00:00,110.7,110.83,109.18,109.25
2022-02-02 05:00:00,109.22,109.8,108.8,109.8
2022-02-02 06:00:00,109.77,110.56,108.33,108.95
2022-02-02 07:00:00,108.92,109.62,107.68,108.58
2022-02-02 08:00:00,108.58,109.91,108.35,109.39
2022-02-02 09:00:00,109.4,110.59,109.02,110.56
2022-02-02 10:00:00,110.57,110.61,109.77,110.07
2022-02-02 11:00:00,110.05,110.57,109.6,110.03
2022-02-02 12:00:00,110.11,112.0,110.02,111.7
2022-02-02 13:00:00,111.72,112.37,109.09,109.2
2022-02-02 14:00:00,109.19,109.74,105.33,105.93
2022-02-02 15:00:00,105.94,107.07,105.56,105.97
2022-02-02 16:00:00,105.98,106.0,103.54,105.52
2022-02-02 17:00:00,105.53,106.56,104.89,105.99
2022-02-02 18:00:00,105.98,110.03,105.5,109.8
2022-02-02 19:00:00,109.75,111.96,109.59,110.06
2022-02-02 20:00:00,110.09,110.13,103.41,104.29
2022-02-02 21:00:00,104.32,104.99,98.92,100.36
2022-02-02 22:00:00,100.33,103.77,96.87,101.3
2022-02-02 23:00:00,101.3,103.09,100.74,101.99
2022-02-03 00:00:00,101.97,103.22,101.17,101.24
2022-02-03 01:00:00,101.24,102.61,98.35,99.24
2022-02-03 02:00:00,99.27,100.28,98.21,100.0
2022-02-03 03:00:00,100.01,100.05,96.62,97.48
2022-02-03 04:00:00,97.41,98.77,97.21,98.11
2022-02-03 05:00:00,98.15,99.39,97.6,98.89
2022-02-03 06:00:00,98.91,98.92,97.66,98.21
2022-02-03 07:00:00,98.19,99.56,98.14,99.38
2022-02-03 08:00:00,99.4,100.03,98.08,98.95
2022-02-03 09:00:00,98.95,99.03,94.87,95.06
2022-02-03 10:00:00,95.11,95.62,94.07,94.61
2022-02-03 11:00:00,94.6,97.85,94.21,97.43
2022-02-03 12:00:00,97.45,97.48,94.27,96.85
2022-02-03 13:00:00,96.86,97.43,95.43,96.32
2022-02-03 14:00:00,96.31,98.24,95.85,96.78
2022-02-03 15:00:00,96.77,99.08,96.64,98.33
2022-02-03 16:00:00,98.32,99.29,97.09,97.09
2022-02-03 17:00:00,97.08,98.33,96.14,97.98
2022-02-03 18:00:00,97.95,98.07,96.8,97.57
2022-02-03 19:00:00,97.6,97.83,95.91,96.88
2022-02-03 20:00:00,96.85,97.48,95.88,96.77
2022-02-03 21:00:00,96.8,101.3,96.74,100.74
2022-02-03 22:00:00,100.75,101.28,99.77,100.7
2022-02-03 23:00:00,100.69,102.33,100.1,101.93
2022-02-04 00:00:00,101.93,102.0,100.36,101.42
2022-02-04 01:00:00,101.42,101.51,100.54,101.03
2022-02-04 02:00:00,101.07,103.4,100.79,102.69
2022-02-04 03:00:00,102.66,103.91,102.3,102.45
2022-02-04 04:00:00,102.46,102.98,101.7,102.58
2022-02-04 05:00:00,102.59,105.73,102.41,105.03
2022-02-04 06:00:00,105.04,106.59,104.99,106.25
2022-02-04 07:00:00,106.25,106.97,104.69,104.97
2022-02-04 08:00:00,104.94,106.12,104.91,106.07
2022-02-04 09:00:00,106.07,106.6,105.6,106.2
2022-02-04 10:00:00,106.2,107.08,104.56,105.57
2022-02-04 11:00:00,105.54,105.95,104.64,104.81
2022-02-04 12:00:00,104.81,105.38,103.75,104.18
2022-02-04 13:00:00,104.21,104.95,101.68,102.67
2022-02-04 14:00:00,102.67,105.0,102.07,103.86
2022-02-04 15:00:00,103.88,109.83,103.69,107.25
2022-02-04 16:00:00,107.21,111.75,107.02,109.78
2022-02-04 17:00:00,109.81,110.37,108.84,109.7
2022-02-04 18:00:00,109.71,110.18,108.12,109.45
2022-02-04 19:00:00,109.48,110.79,108.63,110.76
2022-02-04 20:00:00,110.69,111.2,109.97,110.58
2022-02-04 21:00:00,110.6,111.0,109.45,110.99
2022-02-04 22:00:00,110.94,110.98,109.37,110.08
2022-02-04 23:00:00,110.1,112.9,109.94,112.69
2022-02-05 00:00:00,112.68,113.05,110.93,111.5
2022-02-05 01:00:00,111.48,111.64,110.29,110.91
2022-02-05 02:00:00,110.88,111.82,110.67,111.44
2022-02-05 03:00:00,111.44,114.3,111.44,114.1
2022-02-05 04:00:00,114.1,116.0,113.6,115.96
2022-02-05 05:00:00,115.96,117.98,115.23,116.49
2022-02-05 06:00:00,116.52,118.69,116.47,116.93
2022-02-05 07:00:00,116.95,117.22,115.36,115.65
2022-02-05 08:00:00,115.66,117.0,115.46,116.04
2022-02-05 09:00:00,116.06,116.4,114.73,115.67
2022-02-05 10:00:00,115.64,116.01,114.37,115.33
2022-02-05 11:00:00,115.27,115.77,114.62,115.01
2022-02-05 12:00:00,115.05,115.41,114.26,114.42
2022-02-05 13:00:00,114.38,115.34,114.32,115.29
2022-02-05 14:00:00,115.3,116.43,114.51,115.27
2022-02-05 15:00:00,115.28,117.31,114.43,116.11
2022-02-05 16:00:00,116.07,116.48,112.3,112.77
2022-02-05 17:00:00,112.76,114.95,110.84,114.18
2022-02-05 18:00:00,114.15,114.52,112.45,113.49
2022-02-05 19:00:00,113.46,113.99,111.98,113.62
2022-02-05 20:00:00,113.59,114.47,112.95,114.28
2022-02-05 21:00:00,114.25,114.57,113.57,114.08
2022-02-05 22:00:00,114.09,115.31,114.03,114.87
2022-02-05 23:00:00,114.89,115.83,113.36,113.8
2022-02-06 00:00:00,113.78,115.32,113.73,114.26
2022-02-06 01:00:00,114.27,115.84,114.27,115.43
2022-02-06 02:00:00,115.47,115.47,114.3,114.62
2022-02-06 03:00:00,114.58,115.37,114.44,114.51
2022-02-06 04:00:00,114.51,114.98,112.22,113.93
2022-02-06 05:00:00,113.9,114.04,113.09,113.44
2022-02-06 06:00:00,113.44,113.47,112.3,112.8
2022-02-06 07:00:00,112.83,114.52,112.5,114.41
2022-02-06 08:00:00,114.42,114.86,113.64,114.62
2022-02-06 09:00:00,114.58,115.83,114.32,115.64
2022-02-06 10:00:00,115.67,116.11,114.58,114.67
2022-02-06 11:00:00,114.66,115.11,113.96,114.46
2022-02-06 12:00:00,114.52,115.08,113.8,114.47
2022-02-06 13:00:00,114.43,115.01,113.88,114.41
2022-02-06 14:00:00,114.4,115.96,112.34,112.97
2022-02-06 15:00:00,112.98,113.43,111.51,113.1
2022-02-06 16:00:00,113.11,113.91,112.52,113.7
2022-02-06 17:00:00,113.74,114.59,113.4,113.85
2022-02-06 18:00:00,113.77,113.94,112.1,112.36
2022-02-06 19:00:00,112.26,113.25,112.0,112.92
2022-02-06 20:00:00,112.89,113.3,112.13,112.57
2022-02-06 21:00:00,112.6,113.34,112.25,112.84
2022-02-06 22:00:00,112.87,113.1,112.43,112.81
2022-02-06 23:00:00,112.79,115.6,112.46,115.32
2022-02-07 00:00:00,115.37,115.7,112.81,113.8
2022-02-07 01:00:00,113.81,114.4,113.03,113.91
2022-02-07 02:00:00,113.94,115.92,113.81,114.94
2022-02-07 03:00:00,114.95,119.74,114.91,119.32
2022-02-07 04:00:00,119.29,120.08,118.19,119.01
2022-02-07 05:00:00,119.04,119.32,117.79,118.29
2022-02-07 06:00:00,118.32,118.69,117.87,118.54
2022-02-07 07:00:00,118.55,118.74,117.1,117.34
2022-02-07 08:00:00,117.34,117.57,116.01,117.17
2022-02-07 09:00:00,117.12,117.39,115.55,116.43
2022-02-07 10:00:00,116.46,117.48,116.02,116.95
2022-02-07 11:00:00,116.96,117.97,116.94,117.6
2022-02-07 12:00:00,117.6,118.03,116.67,117.44
2022-02-07 13:00:00,117.44,118.77,117.3,118.66
2022-02-07 14:00:00,118.67,121.29,118.19,121.01
2022-02-07 15:00:00,121.0,121.86,118.71,121.44
2022-02-07 16:00:00,121.45,121.99,119.34,120.36
2022-02-07 17:00:00,120.35,121.32,119.43,121.03
2022-02-07 18:00:00,121.02,121.66,119.5,119.79
2022-02-07 19:00:00,119.92,121.27,119.67,120.15
2022-02-07 20:00:00,120.16,121.12,117.55,118.82
2022-02-07 21:00:00,118.86,118.97,116.61,118.05
2022-02-07 22:00:00,118.02,118.73,117.29,118.14
2022-02-07 23:00:00,118.15,118.43,116.67,117.62
2022-02-08 00:00:00,117.64,118.06,115.62,117.05
2022-02-08 01:00:00,117.06,118.85,116.83,118.78
2022-02-08 02:00:00,118.78,119.05,116.82,116.99
2022-02-08 03:00:00,117.02,117.69,116.52,117.58
2022-02-08 04:00:00,117.59,118.75,117.51,118.39
2022-02-08 05:00:00,118.39,119.7,118.0,118.91
2022-02-08 06:00:00,118.92,120.4,117.01,118.2
2022-02-08 07:00:00,118.17,118.25,116.95,117.86
2022-02-08 08:00:00,117.82,117.97,113.69,114.37
2022-02-08 09:00:00,114.27,114.88,112.2,114.16
2022-02-08 10:00:00,114.12,114.46,112.88,113.59
2022-02-08 11:00:00,113.58,114.52,113.58,114.48
2022-02-08 12:00:00,114.38,114.4,111.53,112.65
2022-02-08 13:00:00,112.65,113.14,111.24,112.69
2022-02-08 14:00:00,112.7,113.48,112.15,112.34
2022-02-08 15:00:00,112.39,112.76,110.39,112.14
2022-02-08 16:00:00,112.17,112.84,111.0,111.2
2022-02-08 17:00:00,111.22,111.9,110.41,111.59
2022-02-08 18:00:00,111.59,112.38,111.12,111.69
2022-02-08 19:00:00,111.66,111.82,110.4,110.83
2022-02-08 20:00:00,110.88,113.56,109.68,113.31
2022-02-08 21:00:00,113.32,113.65,112.54,112.86
2022-02-08 22:00:00,112.87,113.3,112.5,113.19
2022-02-08 23:00:00,113.21,114.91,113.17,113.58
2022-02-09 00:00:00,113.56,115.16,112.55,115.05
2022-02-09 01:00:00,115.02,115.15,113.2,113.33
2022-02-09 02:00:00,113.35,113.77,110.9,111.73
2022-02-09 03:00:00,111.72,112.38,111.08,111.31
2022-02-09 04:00:00,111.31,112.03,111.25,111.33
2022-02-09 05:00:00,111.32,111.64,109.35,110.59
2022-02-09 06:00:00,110.56,111.72,110.4,111.37
2022-02-09 07:00:00,111.38,111.94,110.41,111.57
2022-02-09 08:00:00,111.59,111.96,110.52,111.04
2022-02-09 09:00:00,111.05,111.75,110.84,111.2
2022-02-09 10:00:00,111.24,113.54,111.09,113.49
2022-02-09 11:00:00,113.52,113.81,112.69,113.36
2022-02-09 12:00:00,113.34,115.38,113.12,114.76
2022-02-09 13:00:00,114.81,117.22,113.9,114.4
2022-02-09 14:00:00,114.37,115.26,113.65,114.25
2022-02-09 15:00:00,114.32,114.9,112.9,113.33
2022-02-09 16:00:00,113.33,114.95,112.63,114.69
2022-02-09 17:00:00,114.71,115.1,114.12,114.45
2022-02-09 18:00:00,114.46,114.59,113.19,114.16
2022-02-09 19:00:00,114.2,115.78,113.89,115.2
2022-02-09 20:00:00,115.2,116.55,115.2,115.84
2022-02-09 21:00:00,115.85,116.04,114.43,114.55
