datetime,MKRUSD_open,MKRUSD_high,MKRUSD_low,MKRUSD_close
2022-01-02 12:00:00,2374.9,2393.48,2365.25,2390.65
2022-01-02 13:00:00,2391.97,2399.19,2389.77,2395.38
2022-01-02 14:00:00,2394.99,2404.93,2392.46,2398.94
2022-01-02 15:00:00,2400.06,2417.3,2397.75,2416.66
2022-01-02 16:00:00,2415.63,2480.97,2415.63,2480.97
2022-01-02 17:00:00,2479.64,2496.0,2464.65,2487.0
2022-01-02 18:00:00,2485.21,2535.92,2432.75,2503.61
2022-01-02 19:00:00,2502.68,2520.71,2467.0,2471.9
2022-01-02 20:00:00,2472.03,2495.28,2457.96,2475.84
2022-01-02 21:00:00,2474.15,2484.63,2466.93,2477.58
2022-01-02 22:00:00,2481.14,2495.29,2479.97,2483.84
2022-01-02 23:00:00,2483.84,2485.96,2467.0,2467.39
2022-01-03 00:00:00,2467.39,2475.72,2455.78,2456.75
2022-01-03 01:00:00,2458.05,2485.6,2458.05,2464.11
2022-01-03 02:00:00,2464.9,2477.64,2454.41,2464.84
2022-01-03 03:00:00,2464.81,2475.64,2446.39,2453.09
2022-01-03 04:00:00,2453.09,2478.1,2449.0,2465.39
2022-01-03 05:00:00,2466.06,2477.11,2452.69,2477.11
2022-01-03 06:00:00,2476.2,2477.32,2456.08,2456.08
2022-01-03 07:00:00,2457.29,2462.67,2450.72,2460.42
2022-01-03 08:00:00,2460.78,2505.19,2460.78,2481.88
2022-01-03 09:00:00,2481.82,2513.74,2478.0,2491.75
2022-01-03 10:00:00,2491.94,2528.96,2489.86,2523.37
2022-01-03 11:00:00,2524.39,2542.99,2523.7,2525.75
2022-01-03 12:00:00,2528.16,2535.05,2516.37,2521.63
2022-01-03 13:00:00,2520.99,2542.82,2510.76,2534.0
2022-01-03 14:00:00,2534.03,2596.0,2531.21,2568.25
2022-01-03 15:00:00,2567.67,2574.02,2471.14,2479.48
2022-01-03 16:00:00,2481.16,2485.54,2411.38,2423.09
2022-01-03 17:00:00,2423.32,2436.67,2411.31,2424.55
2022-01-03 18:00:00,2424.79,2439.17,2418.34,2428.29
2022-01-03 19:00:00,2426.74,2439.29,2416.36,2417.2
2022-01-03 20:00:00,2416.0,2419.54,2375.78,2390.91
2022-01-03 21:00:00,2390.91,2419.0,2387.79,2404.13
2022-01-03 22:00:00,2403.0,2425.65,2400.3,2420.22
2022-01-03 23:00:00,2420.7,2429.68,2388.21,2390.63
2022-01-04 00:00:00,2391.73,2406.47,2364.67,2374.82
2022-01-04 01:00:00,2374.55,2389.32,2359.76,2368.1
2022-01-04 02:00:00,2367.43,2413.89,2353.6,2376.11
2022-01-04 03:00:00,2379.44,2385.7,2359.31,2377.03
2022-01-04 04:00:00,2376.79,2386.29,2364.84,2370.29
2022-01-04 05:00:00,2369.69,2399.41,2369.69,2399.41
2022-01-04 06:00:00,2396.45,2410.75,2391.59,2407.17
2022-01-04 07:00:00,2408.59,2426.65,2404.48,2426.65
2022-01-04 08:00:00,2427.39,2439.89,2420.26,2427.4
2022-01-04 09:00:00,2429.27,2434.36,2418.0,2421.76
2022-01-04 10:00:00,2423.77,2445.24,2413.21,2445.24
2022-01-04 11:00:00,2443.41,2475.9,2442.9,2463.19
2022-01-04 12:00:00,2468.0,2468.32,2435.76,2448.58
2022-01-04 13:00:00,2449.87,2542.74,2433.4,2510.46
2022-01-04 14:00:00,2509.86,2539.83,2502.91,2532.59
2022-01-04 15:00:00,2531.4,2538.44,2484.18,2496.74
2022-01-04 16:00:00,2496.74,2497.97,2480.29,2490.26
2022-01-04 17:00:00,2489.48,2498.55,2472.55,2473.98
2022-01-04 18:00:00,2474.69,2486.68,2386.16,2395.74
2022-01-04 19:00:00,2393.64,2445.31,2382.5,2426.47
2022-01-04 20:00:00,2425.19,2468.05,2419.64,2464.0
2022-01-04 21:00:00,2463.01,2491.81,2462.01,2487.58
2022-01-04 22:00:00,2487.16,2487.65,2465.0,2470.45
2022-01-04 23:00:00,2470.45,2472.41,2444.0,2444.9
2022-01-05 00:00:00,2446.97,2465.02,2425.8,2461.15
2022-01-05 01:00:00,2463.49,2491.99,2458.77,2474.67
2022-01-05 02:00:00,2476.21,2480.4,2467.54,2479.64
2022-01-05 03:00:00,2480.06,2487.19,2472.1,2482.9
2022-01-05 04:00:00,2483.38,2487.52,2475.63,2482.28
2022-01-05 05:00:00,2481.23,2482.07,2463.32,2470.33
2022-01-05 06:00:00,2470.43,2487.18,2464.21,2486.76
2022-01-05 07:00:00,2486.65,2487.86,2474.09,2478.91
2022-01-05 08:00:00,2483.31,2490.98,2467.95,2479.33
2022-01-05 09:00:00,2483.45,2513.16,2478.71,2501.76
2022-01-05 10:00:00,2501.52,2510.36,2492.01,2500.24
2022-01-05 11:00:00,2497.58,2506.73,2464.89,2487.0
2022-01-05 12:00:00,2487.87,2495.04,2465.94,2486.92
2022-01-05 13:00:00,2485.07,2518.09,2474.12,2512.47
2022-01-05 14:00:00,2511.92,2521.66,2488.0,2512.7
2022-01-05 15:00:00,2515.7,2521.67,2493.12,2506.77
2022-01-05 16:00:00,2503.36,2506.44,2459.81,2460.2
2022-01-05 17:00:00,2460.39,2478.32,2441.18,2441.45
2022-01-05 18:00:00,2441.0,2451.6,2407.0,2417.48
2022-01-05 19:00:00,2417.1,2424.24,2332.96,2348.55
2022-01-05 20:00:00,2347.61,2355.85,2295.44,2301.32
2022-01-05 21:00:00,2302.48,2322.15,2260.75,2260.75
2022-01-05 22:00:00,2260.71,2278.46,2178.35,2255.92
2022-01-05 23:00:00,2253.78,2260.45,2232.15,2235.82
2022-01-06 00:00:00,2236.93,2252.1,2219.74,2238.18
2022-01-06 01:00:00,2241.32,2260.28,2218.94,2224.97
2022-01-06 02:00:00,2224.44,2238.98,2203.28,2206.27
2022-01-06 03:00:00,2206.27,2220.19,2175.0,2175.7
2022-01-06 04:00:00,2176.66,2202.65,2159.0,2193.36
2022-01-06 05:00:00,2195.16,2210.52,2182.0,2187.0
2022-01-06 06:00:00,2186.0,2195.84,2174.25,2191.63
2022-01-06 07:00:00,2188.3,2207.85,2182.57,2199.5
2022-01-06 08:00:00,2200.01,2201.31,2151.05,2170.88
2022-01-06 09:00:00,2174.85,2174.88,2114.65,2130.23
2022-01-06 10:00:00,2129.88,2181.91,2129.7,2173.43
2022-01-06 11:00:00,2178.3,2187.54,2163.69,2172.65
2022-01-06 12:00:00,2172.39,2201.07,2159.59,2201.07
2022-01-06 13:00:00,2200.57,2232.52,2192.73,2232.52
2022-01-06 14:00:00,2229.81,2241.78,2211.85,2227.2
2022-01-06 15:00:00,2225.55,2390.84,2196.41,2222.89
2022-01-06 16:00:00,2223.66,2242.29,2209.08,2218.9
2022-01-06 17:00:00,2222.88,2247.02,2219.16,2241.24
2022-01-06 18:00:00,2243.72,2279.64,2243.72,2277.37
2022-01-06 19:00:00,2275.0,2279.3,2252.83,2262.13
2022-01-06 20:00:00,2262.24,2267.19,2243.0,2260.81
2022-01-06 21:00:00,2262.4,2264.86,2244.83,2246.3
2022-01-06 22:00:00,2250.26,2265.99,2245.0,2263.88
2022-01-06 23:00:00,2260.77,2262.4,2241.75,2244.54
2022-01-07 00:00:00,2244.54,2254.45,2222.0,2222.62
2022-01-07 01:00:00,2224.33,2246.52,2221.04,2239.26
2022-01-07 02:00:00,2239.04,2245.99,2213.0,2223.12
2022-01-07 03:00:00,2224.47,2224.51,2151.0,2159.56
2022-01-07 04:00:00,2158.06,2165.75,2106.2197,2161.14
2022-01-07 05:00:00,2162.29,2189.62,2151.99,2181.53
2022-01-07 06:00:00,2181.09,2183.58,2139.9,2156.23
2022-01-07 07:00:00,2157.92,2171.82,2124.72,2170.19
2022-01-07 08:00:00,2170.19,2221.38,2156.54,2206.76
2022-01-07 09:00:00,2205.55,2237.97,2202.36,2222.06
2022-01-07 10:00:00,2222.05,2235.47,2214.0,2214.0
2022-01-07 11:00:00,2214.99,2224.49,2202.07,2211.97
2022-01-07 12:00:00,2212.85,2230.01,2211.94,2214.05
2022-01-07 13:00:00,2214.7,2221.73,2139.89,2162.93
2022-01-07 14:00:00,2166.13,2199.62,2159.0,2193.22
2022-01-07 15:00:00,2190.23,2190.23,2125.04,2158.04
2022-01-07 16:00:00,2156.98,2194.93,2108.47,2176.0
2022-01-07 17:00:00,2176.17,2176.17,2146.04,2161.4
2022-01-07 18:00:00,2162.02,2164.65,2130.53,2145.85
2022-01-07 19:00:00,2147.48,2153.69,2132.26,2151.43
2022-01-07 20:00:00,2155.06,2158.09,2131.35,2152.37
2022-01-07 21:00:00,2151.52,2157.35,2144.42,2144.42
2022-01-07 22:00:00,2145.02,2146.66,2103.08,2116.14
2022-01-07 23:00:00,2116.07,2130.9,2104.02,2130.9
2022-01-08 00:00:00,2132.4,2188.52,2096.68,2152.0
2022-01-08 01:00:00,2152.05,2177.34,2150.45,2159.78
2022-01-08 02:00:00,2160.84,2161.38,2143.47,2157.44
2022-01-08 03:00:00,2156.87,2159.65,2134.68,2155.4
2022-01-08 04:00:00,2158.15,2170.55,2151.99,2162.95
2022-01-08 05:00:00,2162.01,2166.72,2154.5,2163.41
2022-01-08 06:00:00,2163.16,2168.64,2148.96,2168.22
2022-01-08 07:00:00,2167.7,2171.82,2158.41,2165.71
2022-01-08 08:00:00,2167.24,2177.57,2163.41,2172.65
2022-01-08 09:00:00,2173.23,2186.32,2167.21,2183.58
2022-01-08 10:00:00,2183.58,2184.04,2155.03,2159.83
2022-01-08 11:00:00,2160.5,2164.2,2153.4,2164.03
2022-01-08 12:00:00,2161.78,2167.02,2148.96,2157.78
2022-01-08 13:00:00,2155.65,2167.79,2147.0,2159.36
2022-01-08 14:00:00,2156.54,2159.39,2133.88,2134.83
2022-01-08 15:00:00,2134.61,2139.6,2113.91,2129.83
2022-01-08 16:00:00,2128.37,2143.82,2109.41,2111.03
2022-01-08 17:00:00,2111.03,2120.35,2029.22,2029.87
2022-01-08 18:00:00,2030.95,2077.1,2016.37,2016.97
2022-01-08 19:00:00,2017.91,2046.07,2005.46,2011.28
2022-01-08 20:00:00,2013.74,2025.77,1991.68,1999.31
2022-01-08 21:00:00,2002.78,2071.69,2002.53,2059.21
2022-01-08 22:00:00,2056.96,2088.2,2054.21,2073.19
2022-01-08 23:00:00,2073.64,2073.64,2046.95,2047.94
2022-01-09 00:00:00,2047.86,2074.34,2032.03,2072.08
2022-01-09 01:00:00,2068.12,2086.34,2063.92,2080.67
2022-01-09 02:00:00,2081.97,2112.24,2081.97,2104.82
2022-01-09 03:00:00,2104.28,2114.38,2092.88,2094.2
2022-01-09 04:00:00,2095.01,2112.96,2092.72,2111.25
2022-01-09 05:00:00,2114.45,2118.66,2096.74,2104.02
2022-01-09 06:00:00,2104.89,2115.5,2099.87,2115.5
2022-01-09 07:00:00,2116.19,2116.19,2099.25,2107.02
2022-01-09 08:00:00,2107.52,2111.82,2084.21,2089.34
2022-01-09 09:00:00,2090.84,2095.48,2073.85,2080.04
2022-01-09 10:00:00,2079.0,2101.9,2072.75,2099.61
2022-01-09 11:00:00,2100.98,2120.93,2100.98,2118.92
2022-01-09 12:00:00,2118.89,2120.43,2104.47,2105.5
2022-01-09 13:00:00,2104.64,2122.45,2067.91,2070.49
2022-01-09 14:00:00,2070.49,2104.05,2064.73,2088.1
2022-01-09 15:00:00,2091.32,2091.32,2061.12,2085.96
2022-01-09 16:00:00,2088.03,2139.57,2085.21,2139.57
2022-01-09 17:00:00,2139.0,2143.8,2125.48,2136.31
2022-01-09 18:00:00,2136.65,2148.12,2127.52,2129.18
2022-01-09 19:00:00,2127.11,2160.09,2127.11,2157.18
2022-01-09 20:00:00,2158.49,2160.57,2147.56,2149.96
2022-01-09 21:00:00,2150.72,2156.51,2141.45,2144.07
2022-01-09 22:00:00,2145.34,2146.18,2126.71,2131.53
2022-01-09 23:00:00,2134.05,2136.91,2105.18,2124.0
2022-01-10 00:00:00,2124.01,2146.66,2113.76,2119.9
2022-01-10 01:00:00,2118.29,2130.9,2102.92,2121.37
2022-01-10 02:00:00,2121.87,2136.58,2105.5,2133.26
2022-01-10 03:00:00,2129.54,2136.36,2124.03,2135.27
2022-01-10 04:00:00,2135.16,2145.13,2131.74,2141.23
2022-01-10 05:00:00,2141.86,2142.52,2129.32,2138.29
2022-01-10 06:00:00,2134.61,2142.86,2130.4,2132.95
2022-01-10 07:00:00,2136.19,2142.84,2128.67,2141.44
2022-01-10 08:00:00,2142.72,2142.72,2115.55,2117.91
2022-01-10 09:00:00,2117.08,2125.92,2108.07,2114.8
2022-01-10 10:00:00,2114.88,2130.54,2109.96,2112.67
2022-01-10 11:00:00,2108.47,2109.91,2077.61,2083.12
2022-01-10 12:00:00,2080.94,2085.44,2053.53,2060.05
2022-01-10 13:00:00,2058.89,2072.76,2038.95,2042.2
2022-01-10 14:00:00,2042.25,2044.09,1937.59,1999.99
2022-01-10 15:00:00,1998.23,2000.09,1954.2,1973.46
2022-01-10 16:00:00,1973.43,2034.43,1967.91,2032.25
2022-01-10 17:00:00,2033.1,2037.12,1949.32,1976.14
2022-01-10 18:00:00,1975.97,1987.76,1959.96,1978.29
2022-01-10 19:00:00,1979.25,1988.14,1960.36,1966.21
2022-01-10 20:00:00,1966.26,1997.64,1954.2,1993.23
2022-01-10 21:00:00,1994.39,2002.87,1976.74,1984.22
2022-01-10 22:00:00,1987.34,1993.01,1972.19,1981.21
2022-01-10 23:00:00,1981.03,1993.42,1974.0,1988.17
2022-01-11 00:00:00,1988.93,2010.0,1973.9,1992.92
2022-01-11 01:00:00,1993.53,2014.65,1985.58,2012.0
2022-01-11 02:00:00,2012.68,2036.96,2007.66,2018.58
2022-01-11 03:00:00,2018.69,2026.95,2010.97,2026.95
2022-01-11 04:00:00,2026.71,2028.36,2011.26,2018.38
2022-01-11 05:00:00,2017.41,2021.31,2008.43,2012.45
2022-01-11 06:00:00,2013.89,2023.98,2003.18,2012.71
2022-01-11 07:00:00,2013.52,2028.8,2008.12,2027.29
2022-01-11 08:00:00,2027.12,2044.7,2018.51,2024.4
2022-01-11 09:00:00,2026.72,2036.58,2016.93,2023.3
2022-01-11 10:00:00,2023.12,2032.66,2007.61,2009.56
2022-01-11 11:00:00,2010.84,2036.96,2009.8,2026.52
2022-01-11 12:00:00,2026.45,2050.0,2026.44,2040.3
2022-01-11 13:00:00,2044.57,2051.56,2026.67,2035.42
2022-01-11 14:00:00,2032.29,2041.63,2001.0,2025.05
2022-01-11 15:00:00,2030.56,2053.46,2020.0,2047.49
2022-01-11 16:00:00,2048.36,2080.72,2043.24,2070.76
2022-01-11 17:00:00,2072.49,2086.69,2040.8,2074.03
2022-01-11 18:00:00,2073.19,2079.03,2017.44,2059.9
2022-01-11 19:00:00,2060.24,2062.91,2048.58,2051.09
2022-01-11 20:00:00,2051.31,2061.23,2049.62,2058.36
2022-01-11 21:00:00,2058.34,2059.09,2048.77,2053.41
2022-01-11 22:00:00,2053.41,2108.63,2045.01,2061.55
2022-01-11 23:00:00,2061.55,2079.61,2060.61,2078.36
2022-01-12 00:00:00,2080.47,2093.76,2076.0,2081.0
2022-01-12 01:00:00,2081.33,2087.81,2060.23,2070.38
2022-01-12 02:00:00,2067.64,2072.87,2055.0,2060.84
2022-01-12 03:00:00,2059.57,2067.21,2058.2,2065.82
2022-01-12 04:00:00,2067.32,2072.52,2054.31,2066.75
2022-01-12 05:00:00,2065.84,2067.47,2056.44,2065.36
2022-01-12 06:00:00,2065.64,2077.92,2061.87,2063.22
2022-01-12 07:00:00,2063.13,2064.58,2038.46,2050.72
2022-01-12 08:00:00,2050.82,2073.27,2049.23,2065.67
2022-01-12 09:00:00,2064.94,2099.29,2063.34,2097.43
2022-01-12 10:00:00,2096.99,2108.95,2088.25,2091.83
2022-01-12 11:00:00,2091.83,2117.07,2081.81,2094.93
2022-01-12 12:00:00,2095.75,2138.41,2095.75,2126.43
2022-01-12 13:00:00,2126.43,2152.6,2115.91,2147.24
2022-01-12 14:00:00,2147.22,2153.82,2125.56,2150.68
2022-01-12 15:00:00,2149.68,2152.24,2130.87,2139.67
2022-01-12 16:00:00,2140.82,2150.49,2121.88,2146.55
2022-01-12 17:00:00,2144.83,2152.53,2135.22,2147.97
2022-01-12 18:00:00,2148.31,2166.15,2144.66,2162.17
2022-01-12 19:00:00,2164.4,2164.51,2150.5,2158.71
2022-01-12 20:00:00,2158.81,2174.0,2155.67,2166.85
2022-01-12 21:00:00,2168.29,2181.28,2163.0,2163.61
2022-01-12 22:00:00,2165.28,2169.59,2160.36,2161.62
2022-01-12 23:00:00,2161.4,2177.92,2158.06,2169.19
2022-01-13 00:00:00,2167.88,2181.02,2156.54,2160.37
2022-01-13 01:00:00,2162.91,2168.84,2150.0,2151.43
2022-01-13 02:00:00,2151.86,2157.28,2144.32,2145.94
2022-01-13 03:00:00,2145.91,2152.02,2135.17,2150.69
2022-01-13 04:00:00,2149.67,2159.26,2148.48,2148.48
2022-01-13 05:00:00,2149.45,2164.31,2142.91,2159.27
2022-01-13 06:00:00,2158.52,2165.31,2157.63,2163.16
2022-01-13 07:00:00,2162.67,2172.8,2159.26,2169.17
2022-01-13 08:00:00,2170.32,2179.9,2168.47,2179.9
2022-01-13 09:00:00,2175.11,2184.81,2167.07,2174.14
2022-01-13 10:00:00,2174.59,2192.7,2174.59,2185.64
2022-01-13 11:00:00,2187.18,2187.83,2161.3,2161.65
2022-01-13 12:00:00,2161.11,2171.82,2160.09,2171.16
2022-01-13 13:00:00,2172.57,2179.81,2164.15,2179.21
2022-01-13 14:00:00,2179.25,2199.0,2175.3,2194.54
2022-01-13 15:00:00,2197.99,2202.07,2112.93,2133.07
2022-01-13 16:00:00,2134.36,2142.94,2120.39,2125.0
2022-01-13 17:00:00,2123.38,2125.2,2094.76,2112.96
2022-01-13 18:00:00,2110.17,2122.26,2106.68,2112.74
2022-01-13 19:00:00,2113.36,2129.78,2084.21,2094.84
2022-01-13 20:00:00,2094.01,2104.05,2077.0,2104.05
2022-01-13 21:00:00,2104.16,2120.92,2097.03,2114.77
2022-01-13 22:00:00,2114.52,2117.37,2101.4,2103.1
2022-01-13 23:00:00,2102.0,2110.62,2091.37,2098.52
2022-01-14 00:00:00,2098.48,2121.98,2082.49,2120.01
2022-01-14 01:00:00,2121.59,2128.75,2111.37,2120.0
2022-01-14 02:00:00,2120.78,2129.71,2109.02,2121.53
2022-01-14 03:00:00,2121.82,2126.2,2116.35,2116.35
2022-01-14 04:00:00,2117.8,2128.89,2117.21,2125.28
2022-01-14 05:00:00,2126.92,2156.45,2123.39,2156.12
2022-01-14 06:00:00,2156.54,2167.95,2152.85,2161.15
2022-01-14 07:00:00,2158.8,2167.96,2148.0,2155.66
2022-01-14 08:00:00,2154.2,2154.2,2133.88,2146.5
2022-01-14 09:00:00,2144.57,2158.66,2144.46,2146.63
2022-01-14 10:00:00,2147.49,2154.84,2118.0,2124.66
2022-01-14 11:00:00,2122.49,2125.89,2108.0,2117.6
2022-01-14 12:00:00,2116.32,2151.61,2113.47,2129.84
2022-01-14 13:00:00,2130.53,2142.77,2116.25,2119.4
2022-01-14 14:00:00,2116.97,2149.52,2105.08,2147.09
2022-01-14 15:00:00,2147.18,2164.31,2137.98,2159.77
2022-01-14 16:00:00,2159.96,2164.32,2144.0,2162.82
2022-01-14 17:00:00,2161.56,2167.24,2147.45,2152.59
2022-01-14 18:00:00,2150.48,2160.0,2148.19,2157.65
2022-01-14 19:00:00,2157.54,2172.02,2155.0,2167.31
2022-01-14 20:00:00,2165.6,2170.44,2159.22,2166.24
2022-01-14 21:00:00,2167.85,2178.56,2164.49,2172.22
2022-01-14 22:00:00,2171.76,2202.52,2171.48,2192.19
2022-01-14 23:00:00,2192.19,2196.76,2179.44,2195.01
2022-01-15 00:00:00,2197.75,2202.81,2185.31,2190.86
2022-01-15 01:00:00,2191.84,2197.46,2168.96,2178.82
2022-01-15 02:00:00,2179.62,2193.08,2177.41,2191.15
2022-01-15 03:00:00,2188.79,2199.6,2188.79,2194.41
2022-01-15 04:00:00,2195.02,2196.47,2184.02,2185.05
2022-01-15 05:00:00,2185.05,2188.43,2180.65,2187.49
2022-01-15 06:00:00,2189.5,2200.0,2182.84,2195.06
2022-01-15 07:00:00,2197.51,2198.86,2181.92,2189.57
2022-01-15 08:00:00,2189.13,2197.99,2183.26,2190.34
2022-01-15 09:00:00,2193.56,2218.88,2193.56,2218.33
2022-01-15 10:00:00,2216.04,2226.44,2211.09,2218.04
2022-01-15 11:00:00,2219.15,2226.87,2214.71,2220.65
2022-01-15 12:00:00,2222.08,2223.77,2184.0,2184.93
2022-01-15 13:00:00,2184.22,2198.74,2182.53,2197.65
2022-01-15 14:00:00,2194.96,2225.16,2190.33,2211.46
2022-01-15 15:00:00,2211.89,2232.49,2208.48,2229.41
2022-01-15 16:00:00,2229.77,2237.6,2227.34,2234.88
2022-01-15 17:00:00,2235.77,2242.78,2229.59,2234.59
2022-01-15 18:00:00,2233.41,2234.7,2225.7,2227.98
2022-01-15 19:00:00,2228.4,2234.4,2223.85,2234.15
2022-01-15 20:00:00,2235.0,2238.89,2225.59,2228.86
2022-01-15 21:00:00,2225.02,2230.39,2213.92,2215.56
2022-01-15 22:00:00,2218.12,2228.15,2216.33,2226.13
2022-01-15 23:00:00,2225.63,2232.25,2213.71,2213.71
2022-01-16 00:00:00,2213.07,2219.81,2205.41,2216.15
2022-01-16 01:00:00,2216.15,2227.02,2215.92,2222.92
2022-01-16 02:00:00,2221.78,2229.94,2210.38,2216.82
2022-01-16 03:00:00,2216.72,2229.19,2210.0,2210.98
2022-01-16 04:00:00,2212.2,2215.16,2195.92,2199.95
2022-01-16 05:00:00,2199.95,2204.36,2184.56,2184.56
2022-01-16 06:00:00,2184.07,2203.65,2183.5,2201.28
2022-01-16 07:00:00,2200.66,2206.58,2200.2,2205.08
2022-01-16 08:00:00,2204.23,2209.6,2197.62,2197.62
2022-01-16 09:00:00,2197.62,2208.85,2196.47,2208.85
2022-01-16 10:00:00,2209.71,2214.53,2193.0,2193.83
2022-01-16 11:00:00,2192.0,2201.77,2183.0,2195.93
2022-01-16 12:00:00,2195.23,2210.71,2192.93,2208.44
2022-01-16 13:00:00,2209.14,2215.4,2180.08,2213.57
2022-01-16 14:00:00,2215.4,2242.37,2208.82,2242.37
2022-01-16 15:00:00,2241.54,2245.4,2229.19,2237.82
2022-01-16 16:00:00,2240.2,2252.2,2227.71,2239.61
2022-01-16 17:00:00,2240.2,2240.2,2224.0,2226.31
2022-01-16 18:00:00,2227.31,2252.1,2219.28,2244.18
2022-01-16 19:00:00,2243.24,2243.24,2230.12,2231.1
2022-01-16 20:00:00,2231.1,2240.56,2225.77,2234.99
2022-01-16 21:00:00,2236.58,2243.68,2231.0,2240.11
2022-01-16 22:00:00,2240.39,2257.73,2235.73,2255.08
2022-01-16 23:00:00,2255.08,2261.47,2247.54,2261.47
2022-01-17 00:00:00,2258.51,2262.24,2235.5,2235.98
2022-01-17 01:00:00,2237.16,2267.23,2237.03,2266.51
2022-01-17 02:00:00,2266.88,2270.86,2242.71,2243.78
2022-01-17 03:00:00,2243.18,2246.76,2173.81,2173.81
2022-01-17 04:00:00,2173.73,2181.35,2142.91,2142.91
2022-01-17 05:00:00,2143.83,2149.33,2133.29,2147.18
2022-01-17 06:00:00,2149.81,2161.45,2147.42,2158.75
2022-01-17 07:00:00,2159.1,2177.95,2159.1,2159.17
2022-01-17 08:00:00,2159.02,2162.27,2141.58,2153.35
2022-01-17 09:00:00,2153.15,2157.49,2144.42,2154.41
2022-01-17 10:00:00,2152.65,2157.88,2135.51,2146.28
2022-01-17 11:00:00,2147.48,2148.99,2124.81,2130.08
2022-01-17 12:00:00,2126.53,2141.44,2111.44,2124.17
2022-01-17 13:00:00,2125.75,2135.45,2115.89,2135.38
2022-01-17 14:00:00,2135.24,2137.88,2122.51,2132.13
2022-01-17 15:00:00,2130.82,2132.02,2108.0,2113.04
2022-01-17 16:00:00,2112.65,2123.41,2100.61,2117.45
2022-01-17 17:00:00,2117.55,2119.81,2100.0,2110.44
2022-01-17 18:00:00,2109.69,2124.32,2096.51,2122.63
2022-01-17 19:00:00,2121.84,2121.85,2108.79,2115.63
2022-01-17 20:00:00,2117.1,2121.91,2108.34,2112.12
2022-01-17 21:00:00,2111.6,2113.62,2082.67,2084.94
2022-01-17 22:00:00,2083.65,2112.96,2073.17,2094.65
2022-01-17 23:00:00,2095.04,2111.47,2093.78,2095.38
2022-01-18 00:00:00,2095.98,2118.92,2091.0,2114.46
2022-01-18 01:00:00,2114.46,2123.41,2106.78,2112.15
2022-01-18 02:00:00,2112.74,2112.75,2095.0,2104.05
2022-01-18 03:00:00,2102.58,2104.67,2074.58,2082.84
2022-01-18 04:00:00,2081.83,2085.27,2062.92,2068.74
2022-01-18 05:00:00,2067.29,2077.54,2060.0,2076.6
2022-01-18 06:00:00,2077.2,2097.05,2075.3,2095.14
2022-01-18 07:00:00,2097.3,2097.3,2073.81,2083.38
2022-01-18 08:00:00,2079.24,2083.86,2050.65,2052.93
2022-01-18 09:00:00,2052.1,2062.95,2040.25,2056.39
2022-01-18 10:00:00,2057.49,2074.82,2050.91,2066.1
2022-01-18 11:00:00,2065.99,2077.81,2062.65,2075.99
2022-01-18 12:00:00,2079.0,2080.95,2048.88,2073.15
