datetime,GALABUSD_open,GALABUSD_high,GALABUSD_low,GALABUSD_close
2022-01-02 21:00:00,0.45581,0.45804,0.4535,0.45649
2022-01-02 22:00:00,0.45618,0.45707,0.44584,0.45008
2022-01-02 23:00:00,0.45013,0.45234,0.44839,0.45013
2022-01-03 00:00:00,0.44991,0.45322,0.4499,0.45201
2022-01-03 01:00:00,0.45202,0.45268,0.44981,0.44988
2022-01-03 02:00:00,0.45,0.4514,0.44898,0.45093
2022-01-03 03:00:00,0.45103,0.45283,0.4509,0.4513
2022-01-03 04:00:00,0.45139,0.45312,0.4498,0.4527
2022-01-03 05:00:00,0.45304,0.45499,0.45273,0.45404
2022-01-03 06:00:00,0.4541,0.45626,0.45357,0.45589
2022-01-03 07:00:00,0.45589,0.4568,0.45116,0.45205
2022-01-03 08:00:00,0.45234,0.45459,0.4519,0.45377
2022-01-03 09:00:00,0.45355,0.45531,0.45158,0.45178
2022-01-03 10:00:00,0.45164,0.45285,0.44731,0.44887
2022-01-03 11:00:00,0.44887,0.45002,0.44016,0.44456
2022-01-03 12:00:00,0.44456,0.44808,0.44408,0.44655
2022-01-03 13:00:00,0.44644,0.44781,0.44486,0.4457
2022-01-03 14:00:00,0.44568,0.44762,0.44423,0.44587
2022-01-03 15:00:00,0.44585,0.44695,0.43118,0.43722
2022-01-03 16:00:00,0.43741,0.4411,0.43583,0.43819
2022-01-03 17:00:00,0.43833,0.44221,0.43766,0.43968
2022-01-03 18:00:00,0.44016,0.44354,0.44,0.44127
2022-01-03 19:00:00,0.44127,0.44211,0.42035,0.42758
2022-01-03 20:00:00,0.42773,0.42976,0.42502,0.42722
2022-01-03 21:00:00,0.42717,0.42936,0.42357,0.42763
2022-01-03 22:00:00,0.42802,0.43368,0.42593,0.43075
2022-01-03 23:00:00,0.43072,0.43181,0.42782,0.4283
2022-01-04 00:00:00,0.42804,0.43278,0.42699,0.4293
2022-01-04 01:00:00,0.4295,0.43234,0.42787,0.43234
2022-01-04 02:00:00,0.43221,0.43382,0.43078,0.43205
2022-01-04 03:00:00,0.43206,0.43254,0.42926,0.43054
2022-01-04 04:00:00,0.43035,0.43296,0.42995,0.431
2022-01-04 05:00:00,0.431,0.43667,0.43015,0.43457
2022-01-04 06:00:00,0.43512,0.4385,0.43512,0.4381
2022-01-04 07:00:00,0.4385,0.43871,0.43465,0.4359
2022-01-04 08:00:00,0.4359,0.44074,0.43318,0.4396
2022-01-04 09:00:00,0.44002,0.44396,0.43828,0.4411
2022-01-04 10:00:00,0.44137,0.44354,0.43517,0.4362
2022-01-04 11:00:00,0.4364,0.44152,0.43466,0.43998
2022-01-04 12:00:00,0.43998,0.44136,0.435,0.43585
2022-01-04 13:00:00,0.43585,0.43803,0.42477,0.42556
2022-01-04 14:00:00,0.42551,0.43158,0.423,0.42805
2022-01-04 15:00:00,0.42827,0.43317,0.4276,0.4307
2022-01-04 16:00:00,0.4307,0.43258,0.42846,0.43166
2022-01-04 17:00:00,0.43131,0.43131,0.42735,0.42865
2022-01-04 18:00:00,0.42839,0.42862,0.42419,0.42593
2022-01-04 19:00:00,0.42573,0.43175,0.4222,0.43095
2022-01-04 20:00:00,0.43095,0.43095,0.42706,0.42758
2022-01-04 21:00:00,0.42774,0.43314,0.42769,0.43189
2022-01-04 22:00:00,0.43199,0.4381,0.43179,0.43717
2022-01-04 23:00:00,0.43712,0.43886,0.43508,0.4362
2022-01-05 00:00:00,0.43597,0.43619,0.43021,0.43281
2022-01-05 01:00:00,0.43259,0.43768,0.43181,0.43747
2022-01-05 02:00:00,0.43761,0.43838,0.43384,0.43457
2022-01-05 03:00:00,0.43457,0.43707,0.43413,0.43541
2022-01-05 04:00:00,0.43513,0.4386,0.43421,0.43711
2022-01-05 05:00:00,0.43744,0.44086,0.43413,0.4342
2022-01-05 06:00:00,0.43449,0.43465,0.42809,0.43021
2022-01-05 07:00:00,0.42989,0.43139,0.427,0.43088
2022-01-05 08:00:00,0.43088,0.43235,0.42859,0.43028
2022-01-05 09:00:00,0.43039,0.43165,0.42634,0.42913
2022-01-05 10:00:00,0.42973,0.43033,0.42717,0.42855
2022-01-05 11:00:00,0.42851,0.42888,0.42448,0.42466
2022-01-05 12:00:00,0.42466,0.42703,0.4121,0.41366
2022-01-05 13:00:00,0.41416,0.4188,0.41243,0.4167
2022-01-05 14:00:00,0.41669,0.41773,0.37563,0.38891
2022-01-05 15:00:00,0.38864,0.39348,0.376,0.38473
2022-01-05 16:00:00,0.38472,0.38928,0.37907,0.38099
2022-01-05 17:00:00,0.38145,0.38372,0.3407,0.37338
2022-01-05 18:00:00,0.37326,0.38081,0.37119,0.37719
2022-01-05 19:00:00,0.37719,0.37905,0.37305,0.375
2022-01-05 20:00:00,0.37547,0.37601,0.36579,0.36758
2022-01-05 21:00:00,0.36743,0.37006,0.36232,0.364
2022-01-05 22:00:00,0.36331,0.36568,0.35761,0.35761
2022-01-05 23:00:00,0.35803,0.36497,0.35582,0.36335
2022-01-06 00:00:00,0.36383,0.36914,0.36113,0.36734
2022-01-06 01:00:00,0.36712,0.36952,0.364,0.36768
2022-01-06 02:00:00,0.36737,0.37234,0.36568,0.37201
2022-01-06 03:00:00,0.37182,0.37248,0.36291,0.36655
2022-01-06 04:00:00,0.36701,0.36701,0.35688,0.35798
2022-01-06 05:00:00,0.35804,0.36684,0.35804,0.36423
2022-01-06 06:00:00,0.36499,0.36677,0.35969,0.36214
2022-01-06 07:00:00,0.36273,0.36702,0.36094,0.36635
2022-01-06 08:00:00,0.36635,0.38879,0.36445,0.38264
2022-01-06 09:00:00,0.3831,0.40102,0.37903,0.39086
2022-01-06 10:00:00,0.39088,0.39274,0.38252,0.38565
2022-01-06 11:00:00,0.38574,0.38682,0.37635,0.37837
2022-01-06 12:00:00,0.37837,0.37911,0.37369,0.37696
2022-01-06 13:00:00,0.37708,0.38453,0.37603,0.3841
2022-01-06 14:00:00,0.38453,0.386,0.37993,0.38434
2022-01-06 15:00:00,0.38466,0.38705,0.37796,0.38115
2022-01-06 16:00:00,0.3805,0.38387,0.37945,0.38295
2022-01-06 17:00:00,0.38314,0.39007,0.38076,0.38692
2022-01-06 18:00:00,0.38687,0.38712,0.38105,0.38277
2022-01-06 19:00:00,0.38297,0.38546,0.3701,0.37381
2022-01-06 20:00:00,0.37408,0.381,0.37313,0.37829
2022-01-06 21:00:00,0.37814,0.37826,0.37215,0.37249
2022-01-06 22:00:00,0.37249,0.37249,0.35047,0.35435
2022-01-06 23:00:00,0.35418,0.35681,0.34436,0.35608
2022-01-07 00:00:00,0.35614,0.36037,0.35432,0.35767
2022-01-07 01:00:00,0.35747,0.35747,0.34732,0.35033
2022-01-07 02:00:00,0.35002,0.35334,0.34449,0.3525
2022-01-07 03:00:00,0.35231,0.36423,0.35112,0.35646
2022-01-07 04:00:00,0.35632,0.36171,0.35632,0.35963
2022-01-07 05:00:00,0.35921,0.36218,0.353,0.353
2022-01-07 06:00:00,0.353,0.3559,0.35222,0.35288
2022-01-07 07:00:00,0.35327,0.35846,0.35327,0.35424
2022-01-07 08:00:00,0.35484,0.3588,0.34,0.34632
2022-01-07 09:00:00,0.34634,0.354,0.34497,0.35129
2022-01-07 10:00:00,0.35146,0.35175,0.33791,0.34662
2022-01-07 11:00:00,0.34613,0.35629,0.34259,0.35517
2022-01-07 12:00:00,0.35517,0.35544,0.35006,0.35373
2022-01-07 13:00:00,0.35358,0.35371,0.34473,0.34687
2022-01-07 14:00:00,0.34673,0.349,0.34375,0.34692
2022-01-07 15:00:00,0.34741,0.3536,0.34467,0.34994
2022-01-07 16:00:00,0.3501,0.35106,0.34799,0.3504
2022-01-07 17:00:00,0.35039,0.35039,0.33914,0.34192
2022-01-07 18:00:00,0.34157,0.34437,0.33808,0.34432
2022-01-07 19:00:00,0.34442,0.34943,0.3411,0.3478
2022-01-07 20:00:00,0.34802,0.35241,0.34733,0.34903
2022-01-07 21:00:00,0.34938,0.3496,0.34605,0.34885
2022-01-07 22:00:00,0.3489,0.3489,0.34414,0.34796
2022-01-07 23:00:00,0.34843,0.35124,0.34773,0.3495
2022-01-08 00:00:00,0.3495,0.35056,0.34786,0.34972
2022-01-08 01:00:00,0.34963,0.35102,0.34667,0.35098
2022-01-08 02:00:00,0.3509,0.35253,0.35,0.35157
2022-01-08 03:00:00,0.35144,0.35457,0.35118,0.35176
2022-01-08 04:00:00,0.35227,0.3531,0.3503,0.35206
2022-01-08 05:00:00,0.35202,0.35221,0.34744,0.34888
2022-01-08 06:00:00,0.34899,0.35026,0.34773,0.34945
2022-01-08 07:00:00,0.34945,0.34945,0.3435,0.34523
2022-01-08 08:00:00,0.345,0.34716,0.34355,0.34582
2022-01-08 09:00:00,0.34537,0.3468,0.34133,0.34164
2022-01-08 10:00:00,0.34145,0.34257,0.33047,0.33195
2022-01-08 11:00:00,0.33195,0.33515,0.32243,0.32425
2022-01-08 12:00:00,0.32388,0.32576,0.31056,0.31108
2022-01-08 13:00:00,0.3111,0.31933,0.30435,0.30713
2022-01-08 14:00:00,0.30765,0.31303,0.3063,0.31096
2022-01-08 15:00:00,0.31086,0.31444,0.3079,0.30951
2022-01-08 16:00:00,0.30921,0.31984,0.30881,0.31648
2022-01-08 17:00:00,0.31654,0.3223,0.31605,0.31873
2022-01-08 18:00:00,0.31876,0.31886,0.31392,0.31476
2022-01-08 19:00:00,0.31392,0.31929,0.311,0.31702
2022-01-08 20:00:00,0.31686,0.3192,0.31444,0.3171
2022-01-08 21:00:00,0.31702,0.32063,0.31657,0.3191
2022-01-08 22:00:00,0.31915,0.32068,0.31629,0.31743
2022-01-08 23:00:00,0.31743,0.32256,0.31743,0.32256
2022-01-09 00:00:00,0.32261,0.32267,0.31896,0.31955
2022-01-09 01:00:00,0.3196,0.32252,0.318,0.322
2022-01-09 02:00:00,0.3222,0.32261,0.31856,0.319
2022-01-09 03:00:00,0.31908,0.32071,0.31587,0.31604
2022-01-09 04:00:00,0.31603,0.32224,0.31318,0.31864
2022-01-09 05:00:00,0.31813,0.32122,0.31438,0.31867
2022-01-09 06:00:00,0.31867,0.32211,0.31867,0.32182
2022-01-09 07:00:00,0.32182,0.32431,0.31867,0.3221
2022-01-09 08:00:00,0.32208,0.32375,0.31648,0.31648
2022-01-09 09:00:00,0.31672,0.32031,0.31672,0.3184
2022-01-09 10:00:00,0.3182,0.32011,0.31435,0.31973
2022-01-09 11:00:00,0.32002,0.33145,0.31867,0.33092
2022-01-09 12:00:00,0.33095,0.33428,0.32677,0.33227
2022-01-09 13:00:00,0.3325,0.3459,0.33171,0.3367
2022-01-09 14:00:00,0.33642,0.34066,0.33573,0.34
2022-01-09 15:00:00,0.34024,0.34159,0.33255,0.33473
2022-01-09 16:00:00,0.33469,0.3362,0.33418,0.33481
2022-01-09 17:00:00,0.33514,0.33529,0.328,0.33062
2022-01-09 18:00:00,0.33067,0.33089,0.32612,0.32795
2022-01-09 19:00:00,0.32781,0.33273,0.32575,0.32611
2022-01-09 20:00:00,0.32596,0.32891,0.32427,0.3254
2022-01-09 21:00:00,0.32522,0.3276,0.32281,0.32677
2022-01-09 22:00:00,0.3265,0.32693,0.32479,0.32637
2022-01-09 23:00:00,0.32659,0.32989,0.32523,0.32848
2022-01-10 00:00:00,0.32848,0.32889,0.32621,0.32727
2022-01-10 01:00:00,0.32712,0.32719,0.32351,0.32389
2022-01-10 02:00:00,0.32393,0.32572,0.32271,0.32425
2022-01-10 03:00:00,0.32426,0.32586,0.32001,0.32196
2022-01-10 04:00:00,0.32165,0.32174,0.31752,0.31857
2022-01-10 05:00:00,0.31856,0.32123,0.31768,0.3182
2022-01-10 06:00:00,0.3181,0.31941,0.31492,0.31634
2022-01-10 07:00:00,0.31634,0.31767,0.30645,0.30716
2022-01-10 08:00:00,0.30716,0.30968,0.30352,0.30422
2022-01-10 09:00:00,0.30409,0.30554,0.29,0.30041
2022-01-10 10:00:00,0.3004,0.3035,0.29725,0.30073
2022-01-10 11:00:00,0.30087,0.31022,0.29967,0.30811
2022-01-10 12:00:00,0.30818,0.31339,0.29801,0.30146
2022-01-10 13:00:00,0.30194,0.30437,0.29998,0.30328
2022-01-10 14:00:00,0.30317,0.30408,0.29913,0.30024
2022-01-10 15:00:00,0.3004,0.30586,0.29892,0.30507
2022-01-10 16:00:00,0.30513,0.30588,0.30185,0.30365
2022-01-10 17:00:00,0.30394,0.3052,0.30235,0.30312
2022-01-10 18:00:00,0.3032,0.30948,0.30183,0.30679
2022-01-10 19:00:00,0.30697,0.30817,0.30302,0.30314
2022-01-10 20:00:00,0.30342,0.30745,0.3027,0.30652
2022-01-10 21:00:00,0.30654,0.31047,0.30516,0.3092
2022-01-10 22:00:00,0.30949,0.31188,0.30779,0.31157
2022-01-10 23:00:00,0.31168,0.31211,0.30909,0.30944
2022-01-11 00:00:00,0.30971,0.30971,0.30705,0.3089
2022-01-11 01:00:00,0.30898,0.31147,0.30779,0.30992
2022-01-11 02:00:00,0.31031,0.31095,0.30817,0.31009
2022-01-11 03:00:00,0.31011,0.3127,0.30736,0.30789
2022-01-11 04:00:00,0.30789,0.30892,0.30558,0.30652
2022-01-11 05:00:00,0.30643,0.30786,0.30241,0.30318
2022-01-11 06:00:00,0.30315,0.30852,0.30315,0.30731
2022-01-11 07:00:00,0.30716,0.31012,0.30601,0.309
2022-01-11 08:00:00,0.309,0.31318,0.30797,0.31083
2022-01-11 09:00:00,0.31069,0.31173,0.30238,0.30818
2022-01-11 10:00:00,0.30756,0.3127,0.30661,0.30957
2022-01-11 11:00:00,0.30989,0.32124,0.30924,0.31889
2022-01-11 12:00:00,0.31908,0.32468,0.31608,0.32106
2022-01-11 13:00:00,0.32126,0.3239,0.31881,0.32256
2022-01-11 14:00:00,0.32292,0.32362,0.32071,0.32263
2022-01-11 15:00:00,0.32287,0.32554,0.32273,0.32476
2022-01-11 16:00:00,0.32492,0.32492,0.3221,0.3228
2022-01-11 17:00:00,0.32277,0.32346,0.31884,0.31975
2022-01-11 18:00:00,0.3196,0.32271,0.31958,0.32089
2022-01-11 19:00:00,0.32114,0.326,0.32017,0.32574
2022-01-11 20:00:00,0.32535,0.33794,0.32497,0.33428
2022-01-11 21:00:00,0.33427,0.33921,0.33344,0.33921
2022-01-11 22:00:00,0.33922,0.34897,0.33648,0.34808
2022-01-11 23:00:00,0.34828,0.35,0.34412,0.34598
2022-01-12 00:00:00,0.346,0.34678,0.33837,0.34113
2022-01-12 01:00:00,0.34136,0.34366,0.34085,0.3414
2022-01-12 02:00:00,0.34139,0.34139,0.33273,0.33577
2022-01-12 03:00:00,0.33574,0.33965,0.33447,0.3353
2022-01-12 04:00:00,0.335,0.34114,0.334,0.33745
2022-01-12 05:00:00,0.33768,0.34088,0.33688,0.33755
2022-01-12 06:00:00,0.3375,0.34369,0.33531,0.3387
2022-01-12 07:00:00,0.3387,0.3489,0.33838,0.3465
2022-01-12 08:00:00,0.3465,0.3619,0.3465,0.36033
2022-01-12 09:00:00,0.36041,0.36611,0.35649,0.36176
2022-01-12 10:00:00,0.36213,0.36214,0.35376,0.35528
2022-01-12 11:00:00,0.35558,0.35791,0.3512,0.35447
2022-01-12 12:00:00,0.35434,0.35814,0.35273,0.3568
2022-01-12 13:00:00,0.35697,0.35724,0.35322,0.35451
2022-01-12 14:00:00,0.35444,0.35654,0.35158,0.35609
2022-01-12 15:00:00,0.35609,0.35976,0.3535,0.35636
2022-01-12 16:00:00,0.35682,0.36116,0.35218,0.35374
2022-01-12 17:00:00,0.35361,0.35747,0.35276,0.35349
2022-01-12 18:00:00,0.35349,0.36082,0.35259,0.35932
2022-01-12 19:00:00,0.3595,0.3643,0.35411,0.35576
2022-01-12 20:00:00,0.35559,0.35935,0.34697,0.34789
2022-01-12 21:00:00,0.34807,0.35402,0.34788,0.35055
2022-01-12 22:00:00,0.35055,0.35258,0.34734,0.34923
2022-01-12 23:00:00,0.349,0.35623,0.349,0.354
2022-01-13 00:00:00,0.35399,0.35779,0.3532,0.35674
2022-01-13 01:00:00,0.35674,0.35955,0.35382,0.35795
2022-01-13 02:00:00,0.35785,0.3602,0.35587,0.35827
2022-01-13 03:00:00,0.35799,0.36164,0.35686,0.35983
2022-01-13 04:00:00,0.35995,0.36012,0.35541,0.35827
2022-01-13 05:00:00,0.35833,0.35942,0.35434,0.35455
2022-01-13 06:00:00,0.35466,0.35548,0.347,0.34895
2022-01-13 07:00:00,0.34879,0.35805,0.34814,0.35802
2022-01-13 08:00:00,0.35779,0.35796,0.35153,0.35315
2022-01-13 09:00:00,0.35315,0.35773,0.34969,0.35452
2022-01-13 10:00:00,0.35466,0.35509,0.33319,0.34059
2022-01-13 11:00:00,0.34053,0.34209,0.33734,0.33858
2022-01-13 12:00:00,0.33858,0.3387,0.33124,0.3349
2022-01-13 13:00:00,0.33491,0.33602,0.32834,0.33187
2022-01-13 14:00:00,0.33187,0.33457,0.32732,0.3301
2022-01-13 15:00:00,0.33005,0.33012,0.32431,0.33012
2022-01-13 16:00:00,0.33019,0.33206,0.32978,0.33077
2022-01-13 17:00:00,0.33088,0.33143,0.32643,0.32767
2022-01-13 18:00:00,0.3275,0.32922,0.32522,0.32677
2022-01-13 19:00:00,0.32662,0.33112,0.32211,0.32806
2022-01-13 20:00:00,0.32823,0.3295,0.32712,0.32915
2022-01-13 21:00:00,0.32896,0.33001,0.32465,0.32947
2022-01-13 22:00:00,0.32948,0.3305,0.328,0.32881
2022-01-13 23:00:00,0.32869,0.33504,0.32848,0.32936
2022-01-14 00:00:00,0.3292,0.33459,0.32812,0.33442
2022-01-14 01:00:00,0.33453,0.33559,0.33247,0.33341
2022-01-14 02:00:00,0.33341,0.33443,0.32842,0.32945
2022-01-14 03:00:00,0.32957,0.3298,0.32346,0.32675
2022-01-14 04:00:00,0.32712,0.32924,0.3261,0.32701
2022-01-14 05:00:00,0.32749,0.32836,0.31934,0.32189
2022-01-14 06:00:00,0.32154,0.32219,0.31776,0.3214
2022-01-14 07:00:00,0.32123,0.32436,0.3185,0.32142
2022-01-14 08:00:00,0.3219,0.32449,0.32092,0.32231
2022-01-14 09:00:00,0.32205,0.32806,0.3196,0.32687
2022-01-14 10:00:00,0.327,0.3299,0.325,0.32747
2022-01-14 11:00:00,0.32748,0.32838,0.32415,0.32743
2022-01-14 12:00:00,0.3274,0.32817,0.32285,0.32366
2022-01-14 13:00:00,0.32353,0.32543,0.3226,0.32461
2022-01-14 14:00:00,0.32461,0.32706,0.32444,0.32542
2022-01-14 15:00:00,0.3254,0.32681,0.32453,0.32547
2022-01-14 16:00:00,0.32547,0.32763,0.32527,0.32701
2022-01-14 17:00:00,0.327,0.32749,0.32295,0.32304
2022-01-14 18:00:00,0.32301,0.32523,0.322,0.3247
2022-01-14 19:00:00,0.32492,0.32665,0.32323,0.32544
2022-01-14 20:00:00,0.32561,0.32625,0.32187,0.32362
2022-01-14 21:00:00,0.32381,0.32626,0.32309,0.3253
2022-01-14 22:00:00,0.32549,0.32656,0.32341,0.32565
2022-01-14 23:00:00,0.32555,0.33014,0.3232,0.33006
2022-01-15 00:00:00,0.32981,0.33577,0.32539,0.32848
2022-01-15 01:00:00,0.32866,0.33156,0.32664,0.33095
2022-01-15 02:00:00,0.33101,0.33115,0.32781,0.33076
2022-01-15 03:00:00,0.33089,0.33089,0.32724,0.32792
2022-01-15 04:00:00,0.3278,0.32909,0.32687,0.32866
2022-01-15 05:00:00,0.32808,0.32993,0.32745,0.32841
2022-01-15 06:00:00,0.32825,0.33473,0.32805,0.33095
2022-01-15 07:00:00,0.33081,0.33711,0.32752,0.33109
2022-01-15 08:00:00,0.33079,0.33246,0.32894,0.33133
2022-01-15 09:00:00,0.33085,0.33516,0.33073,0.33437
2022-01-15 10:00:00,0.33438,0.337,0.33182,0.33695
2022-01-15 11:00:00,0.33697,0.34688,0.33463,0.34483
2022-01-15 12:00:00,0.34479,0.35,0.34238,0.34877
2022-01-15 13:00:00,0.34877,0.349,0.342,0.34313
2022-01-15 14:00:00,0.34341,0.34469,0.34142,0.34404
2022-01-15 15:00:00,0.34404,0.346,0.34135,0.34145
2022-01-15 16:00:00,0.34134,0.34134,0.3385,0.33955
2022-01-15 17:00:00,0.33957,0.34016,0.33604,0.33841
2022-01-15 18:00:00,0.33841,0.34035,0.33494,0.33572
2022-01-15 19:00:00,0.33564,0.33816,0.33144,0.33764
2022-01-15 20:00:00,0.33776,0.33895,0.33259,0.33264
2022-01-15 21:00:00,0.33253,0.33464,0.32711,0.32924
2022-01-15 22:00:00,0.32953,0.33242,0.32756,0.33074
2022-01-15 23:00:00,0.33092,0.333,0.32975,0.33173
2022-01-16 00:00:00,0.3315,0.33296,0.32827,0.32849
2022-01-16 01:00:00,0.32842,0.33249,0.328,0.33185
2022-01-16 02:00:00,0.33185,0.33284,0.33164,0.33229
2022-01-16 03:00:00,0.3322,0.33388,0.33027,0.33035
2022-01-16 04:00:00,0.33033,0.33213,0.32939,0.33147
2022-01-16 05:00:00,0.33172,0.333,0.32872,0.32887
2022-01-16 06:00:00,0.32872,0.32875,0.32307,0.3256
2022-01-16 07:00:00,0.32589,0.32959,0.32569,0.32892
2022-01-16 08:00:00,0.32885,0.32964,0.32326,0.32848
2022-01-16 09:00:00,0.3285,0.33111,0.3275,0.33098
2022-01-16 10:00:00,0.33097,0.33225,0.32965,0.33007
2022-01-16 11:00:00,0.33069,0.34132,0.33031,0.33671
2022-01-16 12:00:00,0.33718,0.33771,0.33242,0.33301
2022-01-16 13:00:00,0.33335,0.33435,0.32813,0.3307
2022-01-16 14:00:00,0.3307,0.33145,0.326,0.32663
2022-01-16 15:00:00,0.32662,0.33042,0.32587,0.32997
2022-01-16 16:00:00,0.3301,0.33046,0.32658,0.32825
2022-01-16 17:00:00,0.32814,0.33,0.32781,0.32895
2022-01-16 18:00:00,0.32913,0.33,0.3277,0.32878
2022-01-16 19:00:00,0.3291,0.32985,0.32373,0.324
2022-01-16 20:00:00,0.32373,0.32664,0.32252,0.32627
2022-01-16 21:00:00,0.32663,0.32766,0.32328,0.3254
2022-01-16 22:00:00,0.3253,0.32627,0.31626,0.31721
2022-01-16 23:00:00,0.31707,0.32044,0.3168,0.3175
2022-01-17 00:00:00,0.31746,0.31746,0.31259,0.316
2022-01-17 01:00:00,0.31631,0.31907,0.31576,0.31671
2022-01-17 02:00:00,0.31671,0.31928,0.31617,0.3169
2022-01-17 03:00:00,0.3169,0.31779,0.31491,0.31715
2022-01-17 04:00:00,0.31733,0.31826,0.31643,0.31726
2022-01-17 05:00:00,0.31731,0.3174,0.31289,0.31474
2022-01-17 06:00:00,0.31477,0.3156,0.31149,0.3124
2022-01-17 07:00:00,0.3122,0.31336,0.30794,0.31113
2022-01-17 08:00:00,0.31113,0.31251,0.30925,0.31192
2022-01-17 09:00:00,0.31192,0.31316,0.31049,0.31101
2022-01-17 10:00:00,0.31095,0.31098,0.30387,0.30653
2022-01-17 11:00:00,0.30624,0.30773,0.30111,0.30578
2022-01-17 12:00:00,0.30596,0.30633,0.3008,0.30474
2022-01-17 13:00:00,0.30446,0.30789,0.30237,0.30701
2022-01-17 14:00:00,0.30735,0.30853,0.30577,0.30744
2022-01-17 15:00:00,0.30744,0.30893,0.30406,0.30554
2022-01-17 16:00:00,0.30522,0.30621,0.29889,0.30288
2022-01-17 17:00:00,0.30217,0.3062,0.29935,0.30367
2022-01-17 18:00:00,0.30422,0.30631,0.30396,0.30438
2022-01-17 19:00:00,0.3044,0.30772,0.303,0.30698
2022-01-17 20:00:00,0.30699,0.30849,0.3052,0.30616
2022-01-17 21:00:00,0.30646,0.30649,0.30447,0.30561
2022-01-17 22:00:00,0.30566,0.30686,0.29948,0.30028
2022-01-17 23:00:00,0.30046,0.30225,0.29737,0.30109
2022-01-18 00:00:00,0.30097,0.303,0.29986,0.30214
2022-01-18 01:00:00,0.30206,0.30601,0.30206,0.30561
2022-01-18 02:00:00,0.30591,0.3068,0.30296,0.30412
2022-01-18 03:00:00,0.30383,0.30383,0.298,0.29843
2022-01-18 04:00:00,0.2982,0.29982,0.2922,0.29759
2022-01-18 05:00:00,0.29781,0.30011,0.29613,0.29706
2022-01-18 06:00:00,0.29733,0.29755,0.2945,0.29641
2022-01-18 07:00:00,0.29627,0.2975,0.29308,0.29581
2022-01-18 08:00:00,0.29586,0.29632,0.29047,0.29514
2022-01-18 09:00:00,0.29509,0.29571,0.29073,0.293
2022-01-18 10:00:00,0.29292,0.29576,0.29119,0.29293
2022-01-18 11:00:00,0.2929,0.31436,0.29172,0.30984
2022-01-18 12:00:00,0.31,0.31,0.29685,0.29707
2022-01-18 13:00:00,0.29684,0.29738,0.29432,0.29652
2022-01-18 14:00:00,0.29663,0.29815,0.29552,0.29809
2022-01-18 15:00:00,0.29803,0.29874,0.2925,0.29541
