datetime,BIFIBUSD_open,BIFIBUSD_high,BIFIBUSD_low,BIFIBUSD_close
2022-01-16 14:00:00,1426.0,1430.5,1423.6,1425.4
2022-01-16 15:00:00,1426.9,1444.8,1420.6,1443.0
2022-01-16 16:00:00,1444.8,1446.0,1430.0,1432.0
2022-01-16 17:00:00,1432.0,1442.7,1432.0,1442.7
2022-01-16 18:00:00,1442.7,1455.0,1442.6,1442.6
2022-01-16 19:00:00,1443.9,1511.0,1443.9,1497.2
2022-01-16 20:00:00,1498.5,1515.4,1460.2,1475.3
2022-01-16 21:00:00,1475.3,1512.5,1475.3,1479.7
2022-01-16 22:00:00,1481.4,1492.6,1466.1,1467.1
2022-01-16 23:00:00,1469.9,1475.4,1463.4,1468.8
2022-01-17 00:00:00,1467.9,1467.9,1445.4,1450.0
2022-01-17 01:00:00,1451.0,1465.0,1449.0,1460.0
2022-01-17 02:00:00,1461.0,1461.9,1439.8,1440.0
2022-01-17 03:00:00,1442.0,1442.0,1415.8,1433.1
2022-01-17 04:00:00,1433.1,1442.8,1429.6,1435.2
2022-01-17 05:00:00,1440.6,1440.6,1433.4,1434.9
2022-01-17 06:00:00,1433.1,1441.0,1410.4,1419.0
2022-01-17 07:00:00,1423.4,1429.0,1411.3,1419.0
2022-01-17 08:00:00,1420.0,1507.2,1420.0,1481.1
2022-01-17 09:00:00,1483.5,1515.0,1470.0,1508.5
2022-01-17 10:00:00,1508.0,1530.4,1485.9,1500.0
2022-01-17 11:00:00,1498.3,1520.0,1491.8,1498.8
2022-01-17 12:00:00,1499.3,1499.3,1466.8,1475.0
2022-01-17 13:00:00,1479.0,1479.0,1464.0,1468.0
2022-01-17 14:00:00,1468.6,1497.6,1468.6,1485.0
2022-01-17 15:00:00,1486.0,1486.0,1472.2,1474.0
2022-01-17 16:00:00,1474.0,1474.0,1447.8,1449.1
2022-01-17 17:00:00,1449.1,1462.0,1441.0,1460.0
2022-01-17 18:00:00,1459.0,1462.4,1452.9,1460.5
2022-01-17 19:00:00,1462.0,1466.3,1462.0,1465.3
2022-01-17 20:00:00,1465.0,1474.5,1462.3,1472.0
2022-01-17 21:00:00,1473.0,1474.0,1464.8,1464.8
2022-01-17 22:00:00,1464.3,1467.0,1445.0,1449.0
2022-01-17 23:00:00,1448.9,1450.0,1447.0,1450.0
2022-01-18 00:00:00,1449.0,1456.7,1449.0,1455.0
2022-01-18 01:00:00,1455.6,1469.2,1450.0,1468.0
2022-01-18 02:00:00,1468.0,1485.8,1461.0,1484.3
2022-01-18 03:00:00,1485.0,1489.0,1462.9,1462.9
