datetime,HIVEBUSD_open,HIVEBUSD_high,HIVEBUSD_low,HIVEBUSD_close
2022-01-04 16:00:00,1.602,1.602,1.5931,1.6018
2022-01-04 17:00:00,1.5925,1.6071,1.5924,1.5988
2022-01-04 18:00:00,1.5903,1.6098,1.586,1.5918
2022-01-04 19:00:00,1.599,1.7196,1.599,1.6212
2022-01-04 20:00:00,1.6224,1.6535,1.6129,1.6412
2022-01-04 21:00:00,1.6442,1.679,1.6442,1.6584
2022-01-04 22:00:00,1.6503,1.6503,1.6336,1.6409
2022-01-04 23:00:00,1.6408,1.6692,1.6408,1.6638
2022-01-05 00:00:00,1.6638,1.6885,1.6544,1.6667
2022-01-05 01:00:00,1.6637,1.6716,1.6531,1.6544
2022-01-05 02:00:00,1.6543,1.6579,1.6406,1.6445
2022-01-05 03:00:00,1.6413,1.6528,1.636,1.6528
2022-01-05 04:00:00,1.6528,1.6652,1.6482,1.6574
2022-01-05 05:00:00,1.6592,1.6642,1.648,1.6608
2022-01-05 06:00:00,1.6649,1.6908,1.6306,1.65
2022-01-05 07:00:00,1.6513,1.7269,1.6408,1.6608
2022-01-05 08:00:00,1.6635,1.6737,1.6608,1.6723
2022-01-05 09:00:00,1.6723,1.6723,1.6518,1.6635
2022-01-05 10:00:00,1.6635,1.6646,1.6529,1.6613
2022-01-05 11:00:00,1.6613,1.6636,1.6541,1.657
2022-01-05 12:00:00,1.656,1.6635,1.6468,1.6468
2022-01-05 13:00:00,1.6501,1.6501,1.6208,1.6345
2022-01-05 14:00:00,1.6329,1.6396,1.5756,1.5756
2022-01-05 15:00:00,1.5781,1.5946,1.5534,1.5565
2022-01-05 16:00:00,1.5556,1.5699,1.5093,1.5184
2022-01-05 17:00:00,1.5099,1.5199,1.3865,1.4846
2022-01-05 18:00:00,1.4809,1.5462,1.4787,1.517
2022-01-05 19:00:00,1.5196,1.5967,1.4807,1.5054
2022-01-05 20:00:00,1.5045,1.5045,1.4219,1.4404
2022-01-05 21:00:00,1.4423,1.4554,1.4344,1.4443
2022-01-05 22:00:00,1.4442,1.4508,1.4214,1.4244
2022-01-05 23:00:00,1.4259,1.4417,1.4117,1.4398
2022-01-06 00:00:00,1.4303,1.4485,1.4283,1.4417
2022-01-06 01:00:00,1.4417,1.4495,1.4312,1.4463
2022-01-06 02:00:00,1.4453,1.4617,1.4393,1.4617
2022-01-06 03:00:00,1.4592,1.4609,1.435,1.435
2022-01-06 04:00:00,1.4374,1.4374,1.3946,1.4043
2022-01-06 05:00:00,1.4036,1.4273,1.4004,1.4201
2022-01-06 06:00:00,1.4201,1.422,1.4095,1.4164
2022-01-06 07:00:00,1.4164,1.4179,1.3962,1.4179
2022-01-06 08:00:00,1.4187,1.4617,1.4162,1.4526
2022-01-06 09:00:00,1.4542,1.4667,1.4372,1.4389
2022-01-06 10:00:00,1.4418,1.447,1.4283,1.447
2022-01-06 11:00:00,1.4468,1.4505,1.4316,1.4346
2022-01-06 12:00:00,1.4371,1.4601,1.4353,1.4515
2022-01-06 13:00:00,1.4511,1.4673,1.4505,1.4608
2022-01-06 14:00:00,1.462,1.4692,1.462,1.4692
2022-01-06 15:00:00,1.4693,1.4751,1.4589,1.4589
2022-01-06 16:00:00,1.4635,1.4666,1.4578,1.4578
2022-01-06 17:00:00,1.4587,1.4912,1.4587,1.4912
2022-01-06 18:00:00,1.4912,1.4944,1.4835,1.4839
2022-01-06 19:00:00,1.4956,1.5071,1.4387,1.4389
2022-01-06 20:00:00,1.4419,1.4632,1.4419,1.4578
2022-01-06 21:00:00,1.4615,1.4615,1.4375,1.4375
2022-01-06 22:00:00,1.4372,1.4372,1.3763,1.3828
2022-01-06 23:00:00,1.3831,1.3894,1.3428,1.3842
2022-01-07 00:00:00,1.3842,1.3977,1.3789,1.3867
2022-01-07 01:00:00,1.3874,1.3892,1.3691,1.3691
2022-01-07 02:00:00,1.3787,1.3907,1.3515,1.3907
2022-01-07 03:00:00,1.3907,1.4145,1.3896,1.3929
2022-01-07 04:00:00,1.3958,1.4187,1.3954,1.4065
2022-01-07 05:00:00,1.404,1.4129,1.3848,1.3861
2022-01-07 06:00:00,1.3832,1.3916,1.3826,1.3855
2022-01-07 07:00:00,1.3878,1.4054,1.3878,1.3989
2022-01-07 08:00:00,1.4,1.406,1.3539,1.3661
2022-01-07 09:00:00,1.3734,1.3932,1.3684,1.3897
2022-01-07 10:00:00,1.3814,1.3838,1.3447,1.3835
2022-01-07 11:00:00,1.384,1.3995,1.3564,1.3995
2022-01-07 12:00:00,1.3947,1.3947,1.3678,1.3747
2022-01-07 13:00:00,1.3745,1.3747,1.3575,1.3575
2022-01-07 14:00:00,1.3613,1.3671,1.3512,1.3586
2022-01-07 15:00:00,1.3587,1.3769,1.3518,1.3681
2022-01-07 16:00:00,1.3674,1.3729,1.3623,1.3713
2022-01-07 17:00:00,1.3676,1.37,1.3583,1.3665
2022-01-07 18:00:00,1.3626,1.3712,1.3548,1.3622
2022-01-07 19:00:00,1.3687,1.3892,1.361,1.384
2022-01-07 20:00:00,1.3836,1.3912,1.3767,1.3882
2022-01-07 21:00:00,1.3763,1.3784,1.3547,1.3683
2022-01-07 22:00:00,1.3683,1.3789,1.3683,1.3712
2022-01-07 23:00:00,1.3787,1.3816,1.3728,1.3783
2022-01-08 00:00:00,1.3781,1.3825,1.3712,1.381
2022-01-08 01:00:00,1.3749,1.386,1.369,1.3834
2022-01-08 02:00:00,1.3834,1.3883,1.3814,1.3814
2022-01-08 03:00:00,1.382,1.3892,1.3814,1.3855
2022-01-08 04:00:00,1.3839,1.3839,1.3742,1.38
2022-01-08 05:00:00,1.3799,1.3839,1.37,1.3728
2022-01-08 06:00:00,1.37,1.3746,1.3615,1.3725
2022-01-08 07:00:00,1.3722,1.3769,1.361,1.361
2022-01-08 08:00:00,1.361,1.3678,1.355,1.3617
2022-01-08 09:00:00,1.3617,1.3655,1.3521,1.3521
2022-01-08 10:00:00,1.3525,1.3538,1.3157,1.3214
2022-01-08 11:00:00,1.3171,1.3269,1.3026,1.3026
2022-01-08 12:00:00,1.3013,1.3097,1.2802,1.2818
2022-01-08 13:00:00,1.2882,1.2989,1.2666,1.2739
2022-01-08 14:00:00,1.2706,1.2857,1.2642,1.2701
2022-01-08 15:00:00,1.2728,1.2834,1.2666,1.2789
2022-01-08 16:00:00,1.2755,1.3139,1.2615,1.3095
2022-01-08 17:00:00,1.3091,1.3435,1.3091,1.3295
2022-01-08 18:00:00,1.3269,1.3295,1.3164,1.3211
2022-01-08 19:00:00,1.3165,1.3205,1.2869,1.3099
2022-01-08 20:00:00,1.309,1.3205,1.3032,1.3205
2022-01-08 21:00:00,1.3222,1.3447,1.3215,1.3399
2022-01-08 22:00:00,1.3401,1.3401,1.3228,1.3283
2022-01-08 23:00:00,1.3283,1.3576,1.3283,1.3576
2022-01-09 00:00:00,1.3582,1.373,1.351,1.351
2022-01-09 01:00:00,1.3546,1.383,1.3484,1.37
2022-01-09 02:00:00,1.3737,1.3738,1.3622,1.365
2022-01-09 03:00:00,1.3614,1.3614,1.3213,1.3213
2022-01-09 04:00:00,1.3222,1.3254,1.3021,1.3076
2022-01-09 05:00:00,1.3128,1.3269,1.3037,1.3211
2022-01-09 06:00:00,1.322,1.3338,1.3198,1.3269
2022-01-09 07:00:00,1.3271,1.3271,1.3153,1.3245
2022-01-09 08:00:00,1.3227,1.3228,1.3096,1.3096
2022-01-09 09:00:00,1.3112,1.3141,1.3023,1.3054
2022-01-09 10:00:00,1.3051,1.3066,1.2881,1.2921
2022-01-09 11:00:00,1.2953,1.3205,1.2919,1.3205
2022-01-09 12:00:00,1.3234,1.3348,1.3176,1.3298
2022-01-09 13:00:00,1.3348,1.3435,1.3264,1.3265
2022-01-09 14:00:00,1.3267,1.3541,1.3265,1.3541
2022-01-09 15:00:00,1.3541,1.3554,1.3421,1.346
2022-01-09 16:00:00,1.3504,1.3524,1.343,1.343
2022-01-09 17:00:00,1.3459,1.3545,1.3421,1.3421
2022-01-09 18:00:00,1.3438,1.3438,1.3262,1.3317
2022-01-09 19:00:00,1.3362,1.3844,1.336,1.3409
2022-01-09 20:00:00,1.3443,1.4048,1.3443,1.3971
2022-01-09 21:00:00,1.3996,1.3996,1.3712,1.3749
2022-01-09 22:00:00,1.3755,1.3912,1.3735,1.3742
2022-01-09 23:00:00,1.3741,1.3872,1.3689,1.3872
2022-01-10 00:00:00,1.3872,1.3912,1.3794,1.3813
2022-01-10 01:00:00,1.3818,1.3865,1.3785,1.379
2022-01-10 02:00:00,1.3772,1.3869,1.3661,1.3707
2022-01-10 03:00:00,1.3712,1.3712,1.3273,1.329
2022-01-10 04:00:00,1.3319,1.3405,1.3246,1.3342
2022-01-10 05:00:00,1.3311,1.3405,1.3213,1.3213
2022-01-10 06:00:00,1.3213,1.3213,1.2913,1.2913
2022-01-10 07:00:00,1.2961,1.2976,1.2316,1.2375
2022-01-10 08:00:00,1.2384,1.2493,1.2295,1.2345
2022-01-10 09:00:00,1.2294,1.2393,1.18,1.2195
2022-01-10 10:00:00,1.2201,1.2345,1.2085,1.2284
2022-01-10 11:00:00,1.2276,1.2641,1.2228,1.257
2022-01-10 12:00:00,1.255,1.255,1.2061,1.2328
2022-01-10 13:00:00,1.2353,1.2529,1.228,1.2529
2022-01-10 14:00:00,1.2466,1.2585,1.2212,1.2213
2022-01-10 15:00:00,1.2267,1.2408,1.2189,1.238
2022-01-10 16:00:00,1.2484,1.2519,1.2429,1.245
2022-01-10 17:00:00,1.2491,1.2653,1.2444,1.2644
2022-01-10 18:00:00,1.2594,1.2775,1.2594,1.2649
2022-01-10 19:00:00,1.2748,1.2778,1.2277,1.2299
2022-01-10 20:00:00,1.2314,1.2486,1.2314,1.2446
2022-01-10 21:00:00,1.2428,1.2766,1.2348,1.2632
2022-01-10 22:00:00,1.268,1.268,1.2455,1.2593
2022-01-10 23:00:00,1.2606,1.2606,1.2436,1.2467
2022-01-11 00:00:00,1.2464,1.2464,1.2287,1.2375
2022-01-11 01:00:00,1.232,1.2379,1.2081,1.2152
2022-01-11 02:00:00,1.2194,1.2254,1.2166,1.2244
2022-01-11 03:00:00,1.2272,1.2345,1.2162,1.2186
2022-01-11 04:00:00,1.2193,1.2222,1.209,1.2157
2022-01-11 05:00:00,1.219,1.2192,1.1955,1.1955
2022-01-11 06:00:00,1.1993,1.2139,1.1912,1.213
2022-01-11 07:00:00,1.2087,1.2218,1.2042,1.2199
2022-01-11 08:00:00,1.2209,1.2267,1.2116,1.221
2022-01-11 09:00:00,1.2149,1.2215,1.2021,1.2181
2022-01-11 10:00:00,1.2201,1.2338,1.2099,1.2215
2022-01-11 11:00:00,1.2245,1.2877,1.2245,1.2771
2022-01-11 12:00:00,1.2807,1.297,1.2689,1.2785
2022-01-11 13:00:00,1.2787,1.296,1.2626,1.2874
2022-01-11 14:00:00,1.2853,1.2912,1.2689,1.2912
2022-01-11 15:00:00,1.2875,1.2935,1.2816,1.2919
2022-01-11 16:00:00,1.2919,1.2988,1.2875,1.2947
2022-01-11 17:00:00,1.2903,1.3073,1.288,1.3034
2022-01-11 18:00:00,1.3082,1.3174,1.3009,1.3063
2022-01-11 19:00:00,1.3077,1.3114,1.2764,1.2847
2022-01-11 20:00:00,1.2845,1.2905,1.2781,1.2791
2022-01-11 21:00:00,1.2778,1.283,1.266,1.2668
2022-01-11 22:00:00,1.2692,1.2793,1.269,1.2793
2022-01-11 23:00:00,1.2799,1.2841,1.2763,1.2806
2022-01-12 00:00:00,1.2806,1.285,1.2806,1.2823
2022-01-12 01:00:00,1.285,1.289,1.2798,1.2817
2022-01-12 02:00:00,1.2817,1.2817,1.2721,1.273
2022-01-12 03:00:00,1.2782,1.2834,1.2779,1.2832
2022-01-12 04:00:00,1.2832,1.2923,1.2816,1.2816
2022-01-12 05:00:00,1.2883,1.2994,1.2883,1.2902
2022-01-12 06:00:00,1.2913,1.3049,1.2834,1.2963
2022-01-12 07:00:00,1.3034,1.3259,1.3027,1.3165
2022-01-12 08:00:00,1.3151,1.3546,1.3151,1.3466
2022-01-12 09:00:00,1.3483,1.3485,1.3345,1.3473
2022-01-12 10:00:00,1.3444,1.3563,1.3289,1.3318
2022-01-12 11:00:00,1.3334,1.3386,1.3247,1.3363
2022-01-12 12:00:00,1.3363,1.3555,1.3335,1.3519
2022-01-12 13:00:00,1.3545,1.3565,1.3483,1.3483
2022-01-12 14:00:00,1.3483,1.3514,1.3411,1.3514
2022-01-12 15:00:00,1.3514,1.356,1.3471,1.3516
2022-01-12 16:00:00,1.3483,1.367,1.3483,1.3554
2022-01-12 17:00:00,1.3554,1.3693,1.3551,1.3666
2022-01-12 18:00:00,1.369,1.381,1.3643,1.381
2022-01-12 19:00:00,1.3765,1.3789,1.3438,1.3487
2022-01-12 20:00:00,1.3536,1.3586,1.3404,1.3404
2022-01-12 21:00:00,1.3388,1.3493,1.3382,1.3493
2022-01-12 22:00:00,1.345,1.345,1.3315,1.3352
2022-01-12 23:00:00,1.3352,1.3541,1.3328,1.346
2022-01-13 00:00:00,1.3431,1.3522,1.3383,1.3469
2022-01-13 01:00:00,1.347,1.355,1.3468,1.3494
2022-01-13 02:00:00,1.3514,1.3547,1.3463,1.3531
2022-01-13 03:00:00,1.3534,1.3628,1.3534,1.3587
2022-01-13 04:00:00,1.3558,1.3584,1.3532,1.3584
2022-01-13 05:00:00,1.3583,1.3605,1.355,1.355
2022-01-13 06:00:00,1.3554,1.3587,1.3331,1.3432
2022-01-13 07:00:00,1.343,1.3535,1.3357,1.3465
2022-01-13 08:00:00,1.3457,1.3547,1.3437,1.35
2022-01-13 09:00:00,1.35,1.3701,1.35,1.3587
2022-01-13 10:00:00,1.3567,1.3606,1.3053,1.3263
2022-01-13 11:00:00,1.3205,1.3331,1.315,1.3248
2022-01-13 12:00:00,1.3248,1.3248,1.3023,1.3205
2022-01-13 13:00:00,1.3189,1.325,1.307,1.3177
2022-01-13 14:00:00,1.3156,1.323,1.3074,1.3101
2022-01-13 15:00:00,1.3082,1.3139,1.2928,1.3139
2022-01-13 16:00:00,1.314,1.3147,1.31,1.3101
2022-01-13 17:00:00,1.3089,1.3129,1.2853,1.2891
2022-01-13 18:00:00,1.2853,1.2997,1.2816,1.29
2022-01-13 19:00:00,1.2923,1.2962,1.2738,1.2874
2022-01-13 20:00:00,1.2893,1.2893,1.2778,1.2785
2022-01-13 21:00:00,1.2778,1.2832,1.2724,1.2832
2022-01-13 22:00:00,1.2795,1.2814,1.2744,1.2814
2022-01-13 23:00:00,1.2779,1.2889,1.2772,1.2856
2022-01-14 00:00:00,1.2854,1.2934,1.283,1.2934
2022-01-14 01:00:00,1.2904,1.3034,1.2904,1.2971
2022-01-14 02:00:00,1.2948,1.2961,1.2762,1.2765
2022-01-14 03:00:00,1.2782,1.2806,1.2657,1.2678
2022-01-14 04:00:00,1.2709,1.2804,1.2709,1.2755
2022-01-14 05:00:00,1.2781,1.2786,1.2581,1.2581
2022-01-14 06:00:00,1.259,1.259,1.2359,1.2462
2022-01-14 07:00:00,1.2443,1.2597,1.236,1.2549
2022-01-14 08:00:00,1.251,1.2654,1.2506,1.2535
2022-01-14 09:00:00,1.2535,1.2784,1.2497,1.2771
2022-01-14 10:00:00,1.2689,1.2828,1.266,1.2803
2022-01-14 11:00:00,1.2825,1.2877,1.2741,1.2854
2022-01-14 12:00:00,1.286,1.293,1.2834,1.2908
2022-01-14 13:00:00,1.2923,1.2943,1.2836,1.2928
2022-01-14 14:00:00,1.2896,1.3008,1.2883,1.2883
2022-01-14 15:00:00,1.2911,1.2984,1.2882,1.2911
2022-01-14 16:00:00,1.2945,1.31,1.293,1.31
2022-01-14 17:00:00,1.3071,1.3228,1.3033,1.3228
2022-01-14 18:00:00,1.3223,1.3232,1.302,1.3099
2022-01-14 19:00:00,1.3099,1.3304,1.2952,1.3015
2022-01-14 20:00:00,1.3065,1.3206,1.3004,1.303
2022-01-14 21:00:00,1.3011,1.3051,1.2998,1.3036
2022-01-14 22:00:00,1.3036,1.308,1.3002,1.3031
2022-01-14 23:00:00,1.3031,1.3049,1.2913,1.2931
2022-01-15 00:00:00,1.2931,1.2946,1.2874,1.2946
2022-01-15 01:00:00,1.2946,1.297,1.2881,1.297
2022-01-15 02:00:00,1.2952,1.3019,1.2915,1.3019
2022-01-15 03:00:00,1.3027,1.3034,1.2971,1.3034
2022-01-15 04:00:00,1.3012,1.3109,1.3,1.3031
2022-01-15 05:00:00,1.3035,1.3139,1.3035,1.3051
2022-01-15 06:00:00,1.3052,1.3106,1.3051,1.3092
2022-01-15 07:00:00,1.3047,1.3097,1.2874,1.2906
2022-01-15 08:00:00,1.2948,1.3082,1.2921,1.3082
2022-01-15 09:00:00,1.3066,1.3165,1.3011,1.3128
2022-01-15 10:00:00,1.3125,1.3213,1.3084,1.3173
2022-01-15 11:00:00,1.3175,1.3178,1.309,1.3178
2022-01-15 12:00:00,1.3179,1.3418,1.3179,1.3315
2022-01-15 13:00:00,1.3298,1.3401,1.3222,1.3401
2022-01-15 14:00:00,1.3377,1.342,1.3354,1.3386
2022-01-15 15:00:00,1.3413,1.3413,1.3349,1.337
2022-01-15 16:00:00,1.3345,1.3354,1.3247,1.3289
2022-01-15 17:00:00,1.3273,1.3323,1.3218,1.328
2022-01-15 18:00:00,1.3213,1.3336,1.3213,1.328
2022-01-15 19:00:00,1.3268,1.3268,1.3164,1.3224
2022-01-15 20:00:00,1.3254,1.3254,1.3134,1.3134
2022-01-15 21:00:00,1.3147,1.3176,1.3009,1.3028
2022-01-15 22:00:00,1.3064,1.3066,1.2991,1.3064
2022-01-15 23:00:00,1.3035,1.3089,1.2996,1.3068
2022-01-16 00:00:00,1.3076,1.3106,1.3067,1.3067
2022-01-16 01:00:00,1.3091,1.3118,1.308,1.3118
2022-01-16 02:00:00,1.3138,1.3138,1.3099,1.3101
2022-01-16 03:00:00,1.3113,1.312,1.3042,1.3042
2022-01-16 04:00:00,1.3075,1.3092,1.3002,1.3025
2022-01-16 05:00:00,1.3075,1.3091,1.2991,1.2991
2022-01-16 06:00:00,1.3001,1.302,1.2948,1.2962
2022-01-16 07:00:00,1.3013,1.3091,1.2986,1.3091
2022-01-16 08:00:00,1.3049,1.3082,1.287,1.3073
2022-01-16 09:00:00,1.3077,1.3124,1.3018,1.3086
2022-01-16 10:00:00,1.3086,1.3108,1.3044,1.3101
2022-01-16 11:00:00,1.3101,1.3238,1.3101,1.3228
2022-01-16 12:00:00,1.3249,1.3249,1.3161,1.3161
2022-01-16 13:00:00,1.3139,1.3182,1.3112,1.3129
2022-01-16 14:00:00,1.3103,1.3122,1.3048,1.3048
2022-01-16 15:00:00,1.3018,1.3109,1.3,1.3109
2022-01-16 16:00:00,1.3104,1.3112,1.3056,1.3068
2022-01-16 17:00:00,1.3087,1.3189,1.3087,1.3189
2022-01-16 18:00:00,1.3189,1.325,1.3138,1.3207
2022-01-16 19:00:00,1.3164,1.3192,1.2967,1.2967
2022-01-16 20:00:00,1.2997,1.2997,1.2874,1.2927
2022-01-16 21:00:00,1.2929,1.2967,1.2907,1.292
2022-01-16 22:00:00,1.292,1.2992,1.2724,1.2724
2022-01-16 23:00:00,1.2717,1.2764,1.2676,1.2677
2022-01-17 00:00:00,1.266,1.2714,1.2561,1.2712
2022-01-17 01:00:00,1.2714,1.2725,1.266,1.266
2022-01-17 02:00:00,1.266,1.2748,1.2658,1.2694
2022-01-17 03:00:00,1.2679,1.2748,1.2637,1.2747
2022-01-17 04:00:00,1.2746,1.2821,1.2721,1.2743
2022-01-17 05:00:00,1.2743,1.2774,1.2695,1.2755
2022-01-17 06:00:00,1.2755,1.2755,1.2703,1.2703
2022-01-17 07:00:00,1.2692,1.2692,1.2554,1.2563
2022-01-17 08:00:00,1.258,1.2629,1.2549,1.2568
2022-01-17 09:00:00,1.2569,1.2661,1.2569,1.2594
2022-01-17 10:00:00,1.2655,1.2655,1.2533,1.2542
2022-01-17 11:00:00,1.2584,1.2584,1.2462,1.2575
2022-01-17 12:00:00,1.2554,1.262,1.2522,1.254
2022-01-17 13:00:00,1.2579,1.2613,1.2472,1.2591
2022-01-17 14:00:00,1.2614,1.2629,1.2547,1.261
2022-01-17 15:00:00,1.2589,1.2639,1.2549,1.2585
2022-01-17 16:00:00,1.2585,1.2585,1.2459,1.2508
2022-01-17 17:00:00,1.2482,1.2586,1.2452,1.2542
2022-01-17 18:00:00,1.2513,1.2629,1.2513,1.2584
2022-01-17 19:00:00,1.2533,1.2613,1.2507,1.2583
2022-01-17 20:00:00,1.2572,1.2605,1.2482,1.2494
2022-01-17 21:00:00,1.247,1.2477,1.2391,1.2413
2022-01-17 22:00:00,1.24,1.2414,1.2314,1.2371
2022-01-17 23:00:00,1.2318,1.2366,1.2217,1.2232
2022-01-18 00:00:00,1.2229,1.2266,1.2176,1.2176
2022-01-18 01:00:00,1.2235,1.2308,1.2195,1.2308
2022-01-18 02:00:00,1.2283,1.2287,1.2172,1.2172
2022-01-18 03:00:00,1.2182,1.2228,1.2021,1.2036
2022-01-18 04:00:00,1.2021,1.2053,1.1897,1.1943
2022-01-18 05:00:00,1.1931,1.2025,1.1931,1.1975
2022-01-18 06:00:00,1.197,1.197,1.1895,1.1923
2022-01-18 07:00:00,1.1965,1.1965,1.1827,1.1881
2022-01-18 08:00:00,1.1937,1.1985,1.1767,1.1834
2022-01-18 09:00:00,1.1831,1.19,1.176,1.1815
2022-01-18 10:00:00,1.1796,1.1987,1.1796,1.187
2022-01-18 11:00:00,1.1864,1.1933,1.1823,1.1899
2022-01-18 12:00:00,1.1937,1.1994,1.1876,1.1957
2022-01-18 13:00:00,1.1947,1.2004,1.1927,1.2004
2022-01-18 14:00:00,1.201,1.2144,1.201,1.2113
2022-01-18 15:00:00,1.2097,1.2137,1.2057,1.2137
2022-01-18 16:00:00,1.2107,1.2258,1.2107,1.2205
2022-01-18 17:00:00,1.2207,1.2278,1.2165,1.2244
2022-01-18 18:00:00,1.2285,1.2336,1.216,1.2178
2022-01-18 19:00:00,1.2179,1.24,1.2113,1.2118
