datetime,BTCTUSD_open,BTCTUSD_high,BTCTUSD_low,BTCTUSD_close
2022-01-04 19:00:00,45825.68,46274.87,45718.36,46274.87
2022-01-04 20:00:00,46267.25,46306.55,46131.92,46140.34
2022-01-04 21:00:00,46114.17,46370.96,46114.17,46305.97
2022-01-04 22:00:00,46320.28,46515.58,46307.72,46427.73
2022-01-04 23:00:00,46422.42,46492.18,46348.92,46405.33
2022-01-05 00:00:00,46370.92,46372.89,46256.46,46305.31
2022-01-05 01:00:00,46283.21,46445.01,46262.23,46376.61
2022-01-05 02:00:00,46450.46,46474.37,46342.69,46404.43
2022-01-05 03:00:00,46404.79,46665.1,46299.72,46626.21
2022-01-05 04:00:00,46631.22,46932.96,46571.49,46822.16
2022-01-05 05:00:00,46882.07,47057.69,46709.02,46806.96
2022-01-05 06:00:00,46816.9,46816.9,46168.05,46267.2
2022-01-05 07:00:00,46277.13,46334.82,45916.79,46214.2
2022-01-05 08:00:00,46240.73,46449.36,46131.39,46410.99
2022-01-05 09:00:00,46437.27,46803.37,46176.64,46725.41
2022-01-05 10:00:00,46747.41,46823.16,46411.9,46632.26
2022-01-05 11:00:00,46626.51,46661.79,46298.03,46301.28
2022-01-05 12:00:00,46337.92,46449.55,46009.14,46009.14
2022-01-05 13:00:00,45971.45,46272.94,45564.62,45973.74
2022-01-05 14:00:00,45891.1,46078.42,44529.48,44679.6
2022-01-05 15:00:00,44558.85,44821.58,43718.28,43968.96
2022-01-05 16:00:00,43968.45,44311.76,43390.13,43618.85
2022-01-05 17:00:00,43584.48,43770.78,42499.48,43417.75
2022-01-05 18:00:00,43409.04,43689.6,43255.9,43438.04
2022-01-05 19:00:00,43399.85,43751.58,43268.13,43647.28
2022-01-05 20:00:00,43695.32,43765.31,43311.84,43565.94
2022-01-05 21:00:00,43520.63,43610.41,43169.14,43245.11
2022-01-05 22:00:00,43227.07,43360.45,42828.02,42828.02
2022-01-05 23:00:00,42898.54,43151.76,42610.02,43054.95
2022-01-06 00:00:00,43046.2,43238.55,42852.79,43122.3
2022-01-06 01:00:00,42997.78,43189.63,42937.29,43065.49
2022-01-06 02:00:00,43040.86,43260.33,43032.21,43228.83
2022-01-06 03:00:00,43242.0,43246.1,42941.47,43054.55
2022-01-06 04:00:00,42985.54,43012.49,42393.03,42566.71
2022-01-06 05:00:00,42643.31,42926.36,42566.02,42854.85
2022-01-06 06:00:00,42894.81,42938.06,42699.92,42870.78
2022-01-06 07:00:00,42904.69,43031.5,42634.25,43031.5
2022-01-06 08:00:00,43051.03,43158.79,42909.96,43091.85
2022-01-06 09:00:00,43126.27,43222.08,42766.94,42772.53
2022-01-06 10:00:00,42853.83,42996.7,42668.2,42934.19
2022-01-06 11:00:00,42946.56,43074.35,42755.7,42882.35
2022-01-06 12:00:00,42873.43,43160.44,42824.03,43008.82
2022-01-06 13:00:00,42980.83,43380.53,42979.39,43355.91
2022-01-06 14:00:00,43362.28,43505.28,43226.98,43451.16
2022-01-06 15:00:00,43435.47,43539.82,43120.09,43173.09
2022-01-06 16:00:00,43226.81,43240.9,43093.47,43127.58
2022-01-06 17:00:00,43103.2,43229.83,43016.34,43200.02
2022-01-06 18:00:00,43148.33,43218.17,43051.23,43092.05
2022-01-06 19:00:00,43092.05,43123.91,42701.2,42763.5
2022-01-06 20:00:00,42787.53,43005.45,42787.53,42999.52
2022-01-06 21:00:00,42979.08,43006.14,42778.72,42790.71
2022-01-06 22:00:00,42807.15,42807.15,41579.43,41783.26
2022-01-06 23:00:00,41757.0,41881.56,38555.0,41658.05
2022-01-07 00:00:00,41703.25,41947.27,41544.21,41830.77
2022-01-07 01:00:00,41809.65,41841.02,41408.66,41506.69
2022-01-07 02:00:00,41503.52,41693.62,41208.71,41692.72
2022-01-07 03:00:00,41678.19,42698.84,41614.47,42062.56
2022-01-07 04:00:00,42089.82,42607.5,42089.82,42402.93
2022-01-07 05:00:00,42412.8,42484.41,42189.47,42189.47
2022-01-07 06:00:00,42172.96,42318.62,42167.72,42258.17
2022-01-07 07:00:00,42262.76,42477.53,42262.76,42334.76
2022-01-07 08:00:00,42413.04,42710.36,41246.41,41516.82
2022-01-07 09:00:00,41526.98,42080.44,41446.25,41885.51
2022-01-07 10:00:00,41815.21,41816.67,40759.29,41368.0
2022-01-07 11:00:00,41317.38,42217.47,40955.2,42155.47
2022-01-07 12:00:00,42084.71,42084.71,41755.6,41978.87
2022-01-07 13:00:00,41897.35,41990.67,41528.78,41683.79
2022-01-07 14:00:00,41738.22,41874.78,41534.5,41733.83
2022-01-07 15:00:00,41810.2,42034.93,41609.56,41938.65
2022-01-07 16:00:00,41911.96,42006.14,41852.58,41874.45
2022-01-07 17:00:00,41865.44,41865.44,41401.66,41489.91
2022-01-07 18:00:00,41475.26,41592.15,41336.67,41518.5
2022-01-07 19:00:00,41619.25,42083.74,41567.25,41967.34
2022-01-07 20:00:00,41959.1,42201.01,41860.56,41888.05
2022-01-07 21:00:00,41896.9,41916.69,41707.11,41879.71
2022-01-07 22:00:00,41867.87,41873.34,41642.43,41833.14
2022-01-07 23:00:00,41786.91,41962.07,41747.32,41892.4
2022-01-08 00:00:00,41868.61,41988.26,41850.68,41940.39
2022-01-08 01:00:00,41926.16,41977.83,41755.85,41889.44
2022-01-08 02:00:00,41922.52,41957.77,41844.27,41899.46
2022-01-08 03:00:00,41971.18,42305.43,41884.04,41966.73
2022-01-08 04:00:00,41982.51,42092.81,41956.83,42075.01
2022-01-08 05:00:00,42038.36,42089.59,41839.64,41919.43
2022-01-08 06:00:00,41937.95,41966.57,41775.8,41933.69
2022-01-08 07:00:00,41921.62,42042.03,41776.59,41894.75
2022-01-08 08:00:00,41863.5,42003.61,41642.72,41850.18
2022-01-08 09:00:00,41871.45,41995.3,41725.98,41725.98
2022-01-08 10:00:00,41709.88,41797.21,41389.2,41619.96
2022-01-08 11:00:00,41600.14,41716.76,41279.9,41357.15
2022-01-08 12:00:00,41302.52,41386.41,40827.6,40827.6
2022-01-08 13:00:00,40910.02,41290.2,40563.33,40667.22
2022-01-08 14:00:00,40797.42,41079.06,40505.31,40818.91
2022-01-08 15:00:00,40811.31,41103.58,40727.62,40950.37
2022-01-08 16:00:00,40935.82,42023.36,40935.82,41820.43
2022-01-08 17:00:00,41763.81,42318.88,41750.5,41905.91
2022-01-08 18:00:00,41903.96,41953.28,41666.14,41666.14
2022-01-08 19:00:00,41677.92,41799.57,41406.54,41721.59
2022-01-08 20:00:00,41757.46,41924.8,41609.09,41833.96
2022-01-08 21:00:00,41813.73,42157.92,41793.97,42116.3
2022-01-08 22:00:00,42066.7,42066.7,41806.38,41841.73
2022-01-08 23:00:00,41828.75,42087.46,41824.5,42081.11
2022-01-09 00:00:00,42077.27,42098.61,41727.31,41760.64
2022-01-09 01:00:00,41784.93,41939.59,41699.17,41890.81
2022-01-09 02:00:00,41881.66,41909.47,41787.18,41799.25
2022-01-09 03:00:00,41786.01,41949.86,41619.58,41660.49
2022-01-09 04:00:00,41696.5,41760.16,41503.08,41503.08
2022-01-09 05:00:00,41485.47,41718.7,41422.95,41600.93
2022-01-09 06:00:00,41642.56,41937.88,41642.56,41880.24
2022-01-09 07:00:00,41876.96,41916.54,41683.1,41767.15
2022-01-09 08:00:00,41730.4,41879.67,41482.82,41482.82
2022-01-09 09:00:00,41478.96,41720.59,41478.96,41549.09
2022-01-09 10:00:00,41563.12,41661.51,41259.16,41604.43
2022-01-09 11:00:00,41639.24,42118.17,41562.91,42094.61
2022-01-09 12:00:00,42147.81,42201.01,41901.5,42083.21
2022-01-09 13:00:00,42079.84,42236.52,41882.5,41959.16
2022-01-09 14:00:00,41949.33,42709.42,41933.82,42685.31
2022-01-09 15:00:00,42719.51,42796.38,42391.27,42483.09
2022-01-09 16:00:00,42455.53,42542.5,42293.41,42330.84
2022-01-09 17:00:00,42328.4,42476.72,42117.51,42220.84
2022-01-09 18:00:00,42275.57,42275.57,41785.75,41851.09
2022-01-09 19:00:00,41830.38,42037.61,41615.9,41659.05
2022-01-09 20:00:00,41675.81,41835.53,41622.15,41835.53
2022-01-09 21:00:00,41774.52,41979.88,41760.07,41962.73
2022-01-09 22:00:00,41902.77,41989.14,41846.9,41970.18
2022-01-09 23:00:00,41952.47,42223.84,41952.47,42223.84
2022-01-10 00:00:00,42191.4,42191.4,41967.63,42027.12
2022-01-10 01:00:00,42033.68,42033.68,41837.67,41948.13
2022-01-10 02:00:00,41948.13,42141.89,41921.43,42024.98
2022-01-10 03:00:00,42081.38,42081.38,41749.65,41800.0
2022-01-10 04:00:00,41813.26,41919.44,41752.87,41845.39
2022-01-10 05:00:00,41805.57,41968.33,41749.31,41792.57
2022-01-10 06:00:00,41787.84,41787.84,41457.27,41543.82
2022-01-10 07:00:00,41545.13,41606.36,40937.78,40937.78
2022-01-10 08:00:00,40965.41,41053.73,40732.74,40815.83
2022-01-10 09:00:00,40763.62,41149.73,39656.0,40790.4
2022-01-10 10:00:00,40761.13,41195.38,40534.04,40962.15
2022-01-10 11:00:00,40980.88,42382.44,40883.95,41900.0
2022-01-10 12:00:00,41894.16,42042.69,40574.34,41192.8
2022-01-10 13:00:00,41304.39,41752.2,41129.58,41594.16
2022-01-10 14:00:00,41572.04,41693.15,41187.8,41308.43
2022-01-10 15:00:00,41348.92,41736.53,41164.93,41736.53
2022-01-10 16:00:00,41702.09,41942.15,41583.77,41670.46
2022-01-10 17:00:00,41797.98,41827.35,41547.44,41597.89
2022-01-10 18:00:00,41560.26,41883.57,41553.54,41821.89
2022-01-10 19:00:00,41868.12,41868.12,41608.09,41608.09
2022-01-10 20:00:00,41617.01,42051.58,41571.54,41908.42
2022-01-10 21:00:00,41934.6,42382.44,41830.85,42210.36
2022-01-10 22:00:00,42082.6,42248.77,42075.65,42226.96
2022-01-10 23:00:00,42313.14,42354.87,42161.4,42311.31
2022-01-11 00:00:00,42290.96,42325.51,42032.57,42146.05
2022-01-11 01:00:00,42154.99,42191.87,41994.6,42084.0
2022-01-11 02:00:00,42112.3,42229.68,42078.09,42225.19
2022-01-11 03:00:00,42235.6,42600.0,41959.58,41976.77
2022-01-11 04:00:00,42023.72,42153.75,41872.03,41982.49
2022-01-11 05:00:00,41971.85,42015.83,41622.51,41622.51
2022-01-11 06:00:00,41613.7,41911.7,41613.7,41911.7
2022-01-11 07:00:00,41843.63,41931.59,41730.29,41840.5
2022-01-11 08:00:00,41813.82,41866.08,41613.34,41727.42
2022-01-11 09:00:00,41664.52,41811.61,41296.19,41614.46
2022-01-11 10:00:00,41657.46,42091.77,41480.72,41729.41
2022-01-11 11:00:00,41764.55,42887.91,41740.53,42688.53
2022-01-11 12:00:00,42753.44,43073.57,42324.5,42547.92
2022-01-11 13:00:00,42486.84,42924.75,42389.49,42753.04
2022-01-11 14:00:00,42783.05,43066.21,42609.77,42992.19
2022-01-11 15:00:00,42984.85,43100.01,42720.88,42779.88
2022-01-11 16:00:00,42791.32,42803.68,42663.49,42673.09
2022-01-11 17:00:00,42712.69,42779.12,42620.68,42746.72
2022-01-11 18:00:00,42698.09,42887.53,42656.03,42740.38
2022-01-11 19:00:00,42740.38,42955.22,42626.31,42713.59
2022-01-11 20:00:00,42713.84,42749.76,42587.41,42615.71
2022-01-11 21:00:00,42656.68,42707.4,42477.12,42495.23
2022-01-11 22:00:00,42575.43,42663.84,42575.43,42642.39
2022-01-11 23:00:00,42626.07,42728.81,42524.42,42627.48
2022-01-12 00:00:00,42610.15,42779.71,42610.15,42669.71
2022-01-12 01:00:00,42756.08,42829.99,42618.17,42684.26
2022-01-12 02:00:00,42612.03,42612.03,42490.15,42587.69
2022-01-12 03:00:00,42562.17,42700.22,42562.17,42616.88
2022-01-12 04:00:00,42612.76,42895.62,42575.9,42779.99
2022-01-12 05:00:00,42761.15,43000.0,42718.1,42791.48
2022-01-12 06:00:00,42810.89,43418.32,42734.81,42889.91
2022-01-12 07:00:00,42953.07,43291.26,42819.5,43291.26
2022-01-12 08:00:00,43280.71,44033.7,43237.09,43928.64
2022-01-12 09:00:00,43959.45,43959.45,43599.2,43869.6
2022-01-12 10:00:00,43869.6,43947.6,43424.6,43602.14
2022-01-12 11:00:00,43601.52,43685.68,43332.1,43614.07
2022-01-12 12:00:00,43615.46,43869.88,43523.78,43846.64
2022-01-12 13:00:00,43876.82,43880.79,43596.39,43596.39
2022-01-12 14:00:00,43591.63,43762.99,43547.71,43750.2
2022-01-12 15:00:00,43740.93,43985.29,43667.84,43810.58
2022-01-12 16:00:00,43839.53,44278.04,43786.22,43798.31
2022-01-12 17:00:00,43808.94,43934.02,43762.8,43873.3
2022-01-12 18:00:00,43878.91,44026.78,43853.63,43885.9
2022-01-12 19:00:00,43931.52,44045.76,43700.0,43704.17
2022-01-12 20:00:00,43752.98,43804.31,43537.53,43603.84
2022-01-12 21:00:00,43583.33,43703.32,43573.23,43589.08
2022-01-12 22:00:00,43620.56,43626.99,43445.83,43500.93
2022-01-12 23:00:00,43581.85,43740.59,43581.85,43672.59
2022-01-13 00:00:00,43649.64,43749.48,43587.42,43687.56
2022-01-13 01:00:00,43658.39,43805.79,43658.39,43755.51
2022-01-13 02:00:00,43738.51,43794.65,43619.41,43710.36
2022-01-13 03:00:00,43685.05,43925.62,43684.46,43899.6
2022-01-13 04:00:00,43899.59,44013.37,43769.09,43838.24
2022-01-13 05:00:00,43838.24,44017.4,43774.07,43800.5
2022-01-13 06:00:00,43802.5,43848.82,43554.09,43631.32
2022-01-13 07:00:00,43614.46,43841.04,43614.46,43841.04
2022-01-13 08:00:00,43813.31,43933.19,43696.43,43932.65
2022-01-13 09:00:00,43932.65,44409.68,43860.8,44193.45
2022-01-13 10:00:00,44176.14,44208.76,42597.63,43227.26
2022-01-13 11:00:00,43203.12,43434.65,43127.81,43272.85
2022-01-13 12:00:00,43250.78,43275.14,42633.68,42842.61
2022-01-13 13:00:00,42842.61,42964.73,42661.17,42673.19
2022-01-13 14:00:00,42719.17,42894.2,42547.69,42700.21
2022-01-13 15:00:00,42667.76,42792.77,42300.0,42792.77
2022-01-13 16:00:00,42827.1,42870.22,42738.37,42855.97
2022-01-13 17:00:00,42800.99,42914.41,42463.14,42606.56
2022-01-13 18:00:00,42568.7,42719.59,42512.72,42512.72
2022-01-13 19:00:00,42605.72,42781.93,42408.53,42762.63
2022-01-13 20:00:00,42738.92,42796.79,42568.11,42597.03
2022-01-13 21:00:00,42607.34,42734.96,42439.76,42689.4
2022-01-13 22:00:00,42743.89,42747.24,42589.46,42646.02
2022-01-13 23:00:00,42654.12,42856.87,42654.12,42729.57
2022-01-14 00:00:00,42755.47,42922.24,42699.49,42888.77
2022-01-14 01:00:00,42920.74,42965.6,42805.77,42805.77
2022-01-14 02:00:00,42804.6,42892.11,42637.1,42652.58
2022-01-14 03:00:00,42637.23,42637.23,42380.2,42516.0
2022-01-14 04:00:00,42526.13,42687.67,42482.2,42605.31
2022-01-14 05:00:00,42592.94,42640.09,41994.28,42066.58
2022-01-14 06:00:00,42059.6,42082.2,41849.04,42020.07
2022-01-14 07:00:00,42060.3,42221.88,41766.61,42103.86
2022-01-14 08:00:00,42061.39,42325.34,42038.65,42152.83
2022-01-14 09:00:00,42150.08,43081.13,42150.08,43004.77
2022-01-14 10:00:00,43034.17,43446.4,42828.2,43080.12
2022-01-14 11:00:00,43130.81,43222.08,42890.22,43220.19
2022-01-14 12:00:00,43157.95,43173.75,42897.52,42923.97
2022-01-14 13:00:00,42870.69,43106.71,42799.12,43083.26
2022-01-14 14:00:00,43090.84,43456.67,43030.98,43120.8
2022-01-14 15:00:00,43128.03,43170.99,43031.6,43118.37
2022-01-14 16:00:00,43184.94,43441.27,43155.98,43317.41
2022-01-14 17:00:00,43299.59,43379.04,43193.08,43302.2
2022-01-14 18:00:00,43207.07,43296.32,43031.19,43070.03
2022-01-14 19:00:00,43066.6,43155.24,42946.1,43155.24
2022-01-14 20:00:00,43154.04,43154.04,42905.43,42982.91
2022-01-14 21:00:00,42979.59,43104.65,42933.2,43104.65
2022-01-14 22:00:00,43125.39,43136.33,42937.12,42942.34
2022-01-14 23:00:00,42920.38,42968.54,42762.4,42930.14
2022-01-15 00:00:00,42925.29,43054.36,42878.71,43052.39
2022-01-15 01:00:00,43024.74,43105.14,42879.28,43105.14
2022-01-15 02:00:00,43081.53,43085.0,42957.6,43031.1
2022-01-15 03:00:00,43103.16,43106.45,42999.99,43005.45
2022-01-15 04:00:00,43002.31,43064.15,42929.13,43057.13
2022-01-15 05:00:00,43033.49,43289.4,43033.05,43129.43
2022-01-15 06:00:00,43110.96,43111.33,42990.5,42995.62
2022-01-15 07:00:00,43025.78,43032.25,42609.8,42684.04
2022-01-15 08:00:00,42674.64,42954.78,42668.15,42902.16
2022-01-15 09:00:00,42875.89,43310.6,42842.11,43182.33
2022-01-15 10:00:00,43213.58,43439.62,43117.32,43439.62
2022-01-15 11:00:00,43445.66,43445.66,43278.09,43332.79
2022-01-15 12:00:00,43392.47,43566.14,43298.18,43396.73
2022-01-15 13:00:00,43418.33,43418.33,43273.46,43391.11
2022-01-15 14:00:00,43343.58,43518.33,43341.34,43501.43
2022-01-15 15:00:00,43575.27,43763.83,43540.56,43563.7
2022-01-15 16:00:00,43461.77,43525.22,43198.4,43313.06
2022-01-15 17:00:00,43294.63,43398.6,43165.45,43275.03
2022-01-15 18:00:00,43272.36,43381.16,43116.95,43116.95
2022-01-15 19:00:00,43097.36,43133.9,43029.64,43043.13
2022-01-15 20:00:00,43107.73,43113.17,43010.21,43027.15
2022-01-15 21:00:00,43029.62,43087.42,42868.6,42882.92
2022-01-15 22:00:00,42990.33,43067.5,42900.83,43024.01
2022-01-15 23:00:00,43041.92,43088.26,42688.4,43052.92
2022-01-16 00:00:00,43058.05,43134.84,43010.96,43010.96
2022-01-16 01:00:00,42977.01,43200.0,42977.01,43200.0
2022-01-16 02:00:00,43232.81,43274.67,43157.63,43274.67
2022-01-16 03:00:00,43255.64,43291.26,43070.8,43070.8
2022-01-16 04:00:00,43113.79,43159.61,43062.99,43071.01
2022-01-16 05:00:00,43168.55,43198.42,42918.39,42918.39
2022-01-16 06:00:00,42883.79,43051.69,42813.86,43021.19
2022-01-16 07:00:00,42994.08,43165.5,42976.36,43101.92
2022-01-16 08:00:00,43049.31,43164.14,42588.21,43164.14
2022-01-16 09:00:00,43238.88,43411.76,43123.12,43331.29
2022-01-16 10:00:00,43276.39,43384.35,43161.56,43230.76
2022-01-16 11:00:00,43276.73,43462.76,43225.3,43398.56
2022-01-16 12:00:00,43424.98,43424.98,43089.91,43092.79
2022-01-16 13:00:00,43101.96,43111.94,43022.57,43067.21
2022-01-16 14:00:00,43102.32,43102.32,42839.81,42865.3
2022-01-16 15:00:00,42831.79,43104.57,42770.12,43040.17
2022-01-16 16:00:00,43040.35,43040.36,42931.62,42975.59
2022-01-16 17:00:00,43134.5,43188.52,43132.1,43174.23
2022-01-16 18:00:00,43203.44,43299.99,43102.57,43115.11
2022-01-16 19:00:00,43175.6,43209.07,42938.78,42938.78
2022-01-16 20:00:00,42908.31,42931.29,42831.17,42878.54
2022-01-16 21:00:00,42922.34,42960.4,42808.84,42904.69
2022-01-16 22:00:00,42979.79,42979.79,42672.89,42672.89
2022-01-16 23:00:00,42671.33,42768.51,42638.58,42674.43
2022-01-17 00:00:00,42627.6,42699.86,42311.62,42699.86
2022-01-17 01:00:00,42753.36,42855.4,42663.9,42756.48
2022-01-17 02:00:00,42819.26,42924.75,42734.86,42734.86
2022-01-17 03:00:00,42627.6,42884.59,42627.6,42884.59
2022-01-17 04:00:00,42875.5,42902.06,42752.2,42902.06
2022-01-17 05:00:00,42890.95,42890.95,42652.33,42818.77
2022-01-17 06:00:00,42824.75,42832.6,42671.04,42671.04
2022-01-17 07:00:00,42699.7,42766.69,42477.12,42602.72
2022-01-17 08:00:00,42574.8,42681.9,42539.7,42627.9
2022-01-17 09:00:00,42714.82,42728.79,42590.31,42665.85
2022-01-17 10:00:00,42681.49,42681.49,42414.2,42471.67
2022-01-17 11:00:00,42471.67,42700.0,42168.6,42238.4
2022-01-17 12:00:00,42218.59,42218.59,42000.0,42078.81
2022-01-17 13:00:00,42096.06,42205.29,41812.7,42164.57
2022-01-17 14:00:00,42164.57,42311.95,42142.44,42264.08
2022-01-17 15:00:00,42259.8,42293.49,42070.0,42100.51
2022-01-17 16:00:00,42099.67,42138.95,41663.03,41752.04
2022-01-17 17:00:00,41673.33,42363.9,41583.08,42144.26
2022-01-17 18:00:00,42138.45,42261.45,42109.57,42261.45
2022-01-17 19:00:00,42249.54,42405.4,42140.59,42353.43
2022-01-17 20:00:00,42347.34,42454.89,42175.05,42248.16
2022-01-17 21:00:00,42268.4,42280.56,42186.9,42280.56
2022-01-17 22:00:00,42288.02,42319.95,41984.93,42084.9
2022-01-17 23:00:00,42117.65,42124.9,41957.72,42031.97
2022-01-18 00:00:00,42074.46,42202.71,42040.83,42153.9
2022-01-18 01:00:00,42230.86,42310.44,42203.34,42290.54
2022-01-18 02:00:00,42281.67,42281.67,41955.75,42074.79
2022-01-18 03:00:00,41979.47,41979.47,41688.78,41753.09
2022-01-18 04:00:00,41753.09,42016.22,41425.96,41916.19
2022-01-18 05:00:00,41956.85,42059.46,41935.4,41948.62
2022-01-18 06:00:00,41928.3,41948.51,41720.68,41879.09
2022-01-18 07:00:00,41903.24,41939.72,41621.31,41834.23
2022-01-18 08:00:00,41827.88,41827.88,41423.04,41611.41
2022-01-18 09:00:00,41662.15,41668.04,41311.4,41391.51
2022-01-18 10:00:00,41420.35,41907.45,41345.07,41585.86
2022-01-18 11:00:00,41577.44,41789.36,41410.39,41719.32
2022-01-18 12:00:00,41718.22,41744.53,41471.57,41493.71
